movieId,fight scenes,chase,good,weird,original,weapons,first contact,catastrophe,predictable,greed,vengeance,dialogue,drama,surveillance,mentor,fantasy world,culture clash,runaway,light,fun movie,sacrifice,survival,alter ego,melancholic,betrayal,very funny,adaptation,awesome soundtrack,family,pornography,life & death,islam,independent film,unlikely friendships,computer animation,mad scientist,trilogy,transformation,childhood,life philosophy,creativity,prejudice,wartime,good music,teen movie,not funny,death,drinking,too long,period piece,stereotypes,dysfunctional family,absurd,graphic novel,classic car,immortality,underrated,rebellion,british,alternate history,sexy,ensemble cast,quirky,80s,simple,pulp,multiple storylines,desert,tokyo,nudity (full frontal - brief),island,too short,irish accent,california,robert downey jr,farce,ghosts/afterlife,queer,internet,camp,best of 2005,doctors,brothers,foul language,snakes,memory,writers,time,race,no plot,women,indians,father daughter relationship,hospital,new jersey,new york city,dreams,prison,film noir,hotel,buddy movie,1930s,god,road movie,nudity (topless - brief),small town,san francisco,bollywood,blindness,unlikeable characters,censorship,atheism,nudity (rear),oil,hip hop,directorial debut,kidnapping,kick-butt women,remake,cancer,wilderness,divorce,hunting,addiction,interracial romance,made for tv,russian,fashion,goth,notable nudity,reality tv,stand-up comedy,los angeles,workplace,single father,stoner movie,radio,adoption,australia,shopping,potential oscar nom,wine,texas,documentary,homeless,french,prostitution,finnish,lawyer
Inception (2010),0.92625,0.938,0.98725,0.98725,0.98725,0.92625,0.92,0.89375,0.89375,0.98725,0.98725,0.983,0.98725,0.8185,0.8062499999999999,0.72175,0.983,0.942,0.392,0.8185,0.50575,0.8095000000000001,0.4639999999999999,0.983,0.58225,0.40525,0.44775,0.663,0.2,0.579,0.96775,0.4399999999999999,0.90925,0.3442499999999999,0.2329999999999999,0.615,0.3245,0.4555,0.3834999999999999,0.61875,0.7722500000000001,0.33825,0.09175,0.663,0.11475,0.395,0.2309999999999999,0.40225,0.69775,0.27425,0.1922499999999999,0.23625,0.46525,0.10125,0.3705,0.1967499999999999,0.34975,0.1937499999999999,0.21675,0.358,0.2385,0.693,0.2405,0.0494999999999999,0.3452499999999999,0.15325,0.287,0.10625,0.5395,0.2794999999999999,0.2375,0.18175,0.2249999999999999,0.145,0.11675,0.088,0.0652499999999999,0.136,0.50225,0.0439999999999999,0.1955,0.1982499999999999,0.1285,0.3355,0.0925,0.857,0.33825,0.80525,0.1589999999999999,0.302,0.0999999999999999,0.1352499999999999,0.1599999999999999,0.1325,0.0797499999999999,0.0935,0.99525,0.15825,0.1659999999999999,0.62825,0.05625,0.1159999999999999,0.20375,0.0837499999999999,0.11825,0.1034999999999999,0.0737499999999999,0.379,0.10275,0.0935,0.11825,0.21725,0.04575,0.1327499999999999,0.05125,0.146,0.0752499999999999,0.03575,0.04425,0.077,0.1009999999999999,0.1252499999999999,0.04325,0.069,0.03575,0.05975,0.0632499999999999,0.0404999999999999,0.01,0.0554999999999999,0.04875,0.065,0.3135,0.0827499999999999,0.11225,0.09775,0.0499999999999999,0.03725,0.0399999999999999,0.04475,0.10375,0.0637499999999999,0.0369999999999999,0.03125,0.05375,0.10525,0.04625,0.0255,0.0414999999999999
Harry Potter and the Deathly Hallows: Part 1 (2010),0.85425,0.72825,0.8887499999999999,0.90825,0.90825,0.72825,0.602,0.8887499999999999,0.979,0.90825,0.6325,0.5355,0.4117499999999999,0.4347499999999999,0.8065,0.98725,0.50175,0.54625,0.257,0.4347499999999999,0.4845,0.11575,0.29,0.4445,0.526,0.3465,0.98825,0.4175,0.65875,0.90825,0.8612500000000001,0.2435,0.90825,0.925,0.65875,0.0795,0.672,0.38025,0.744,0.3575,0.395,0.4469999999999999,0.0964999999999999,0.3675,0.71175,0.2967499999999999,0.3824999999999999,0.4695,0.68075,0.7675000000000001,0.1397499999999999,0.1922499999999999,0.0989999999999999,0.0762499999999999,0.2907499999999999,0.59775,0.2289999999999999,0.35775,0.7675000000000001,0.0979999999999999,0.10775,0.1024999999999999,0.128,0.06,0.21325,0.1275,0.10125,0.0404999999999999,0.077,0.21125,0.1109999999999999,0.45825,0.245,0.0519999999999999,0.09575,0.0797499999999999,0.47975,0.152,0.0662499999999999,0.1877499999999999,0.0637499999999999,0.125,0.1965,0.0267499999999999,0.30225,0.11525,0.1455,0.0707499999999999,0.0715,0.074,0.1735,0.0832499999999999,0.0652499999999999,0.1139999999999999,0.05375,0.0479999999999999,0.0637499999999999,0.1014999999999999,0.22075,0.1139999999999999,0.03125,0.0692499999999999,0.02975,0.16125,0.0277499999999999,0.0595,0.06,0.0795,0.10825,0.03425,0.09175,0.087,0.0434999999999999,0.0374999999999999,0.0454999999999999,0.05625,0.05075,0.04675,0.0349999999999999,0.086,0.1535,0.0627499999999999,0.05475,0.26975,0.0842499999999999,0.14625,0.0595,0.072,0.1377499999999999,0.031,0.20525,0.086,0.0145,0.0414999999999999,0.0434999999999999,0.06025,0.087,0.0584999999999999,0.04775,0.059,0.0544999999999999,0.0429999999999999,0.0242499999999999,0.0217499999999999,0.04625,0.0329999999999999,0.04525,0.0295,0.0275
X-Men: First Class (2011),0.9985,0.96925,0.9535,0.93725,0.937,0.96925,0.9315,0.96025,0.98675,0.7345,0.677,0.83775,0.7345,0.897,0.8872500000000001,0.8220000000000001,0.7345,0.6735,0.9985,0.64325,0.56875,0.63575,0.9985,0.38175,0.56,0.65675,0.543,0.33725,0.3735,0.18725,0.148,0.3135,0.27375,0.8807499999999999,0.3055,0.4822499999999999,0.743,0.70125,0.32325,0.45125,0.40275,0.404,0.3135,0.2027499999999999,0.31775,0.32575,0.1805,0.27375,0.1345,0.35975,0.24425,0.17675,0.1555,0.658,0.24475,0.282,0.26275,0.25325,0.244,0.6635,0.2045,0.74525,0.1755,0.079,0.154,0.18575,0.22475,0.069,0.298,0.14825,0.18,0.292,0.52075,0.1895,0.5805,0.082,0.1292499999999999,0.3279999999999999,0.20425,0.3505,0.3259999999999999,0.1327499999999999,0.177,0.11775,0.0574999999999999,0.11075,0.25875,0.04625,0.191,0.20575,0.1679999999999999,0.0685,0.11425,0.1009999999999999,0.15,0.527,0.0805,0.088,0.079,0.1252499999999999,0.04975,0.0762499999999999,0.0454999999999999,0.0782499999999999,0.059,0.11925,0.1054999999999999,0.1129999999999999,0.10875,0.245,0.05925,0.05275,0.1292499999999999,0.1114999999999999,0.0812499999999999,0.0652499999999999,0.04575,0.0584999999999999,0.08925,0.0677499999999999,0.04525,0.0777499999999999,0.0404999999999999,0.077,0.05225,0.0605,0.1345,0.0797499999999999,0.0595,0.0524999999999999,0.066,0.0742499999999999,0.03525,0.08725,0.04125,0.0564999999999999,0.04425,0.06225,0.059,0.0384999999999999,0.0559999999999999,0.10125,0.04225,0.0225,0.0429999999999999,0.0419999999999999,0.03625,0.0529999999999999,0.0394999999999999
Harry Potter and the Deathly Hallows: Part 2 (2011),0.81725,0.7522500000000001,0.86225,0.8765000000000001,0.91125,0.7522500000000001,0.75,0.86225,0.97875,0.83775,0.6085,0.5545,0.6455,0.44825,0.7542500000000001,0.98775,0.6455,0.54775,0.2554999999999999,0.4465,0.6445,0.15525,0.282,0.4705,0.4465,0.35175,0.95625,0.48675,0.64475,0.83775,0.8367500000000001,0.207,0.83775,0.91675,0.642,0.12025,0.72625,0.4107499999999999,0.8322499999999999,0.35075,0.3335,0.68775,0.1039999999999999,0.402,0.74875,0.29325,0.50625,0.40475,0.417,0.55525,0.17525,0.1957499999999999,0.0707499999999999,0.0974999999999999,0.3335,0.523,0.24475,0.22075,0.55525,0.10475,0.1185,0.08775,0.1282499999999999,0.0875,0.23375,0.11475,0.1375,0.05325,0.0765,0.2259999999999999,0.1337499999999999,0.508,0.26175,0.07,0.09275,0.0865,0.4499999999999999,0.2065,0.06025,0.1139999999999999,0.0544999999999999,0.11075,0.1285,0.0295,0.612,0.15525,0.1367499999999999,0.0745,0.08925,0.0845,0.17125,0.1134999999999999,0.0675,0.1099999999999999,0.0795,0.06125,0.0685,0.10025,0.1357499999999999,0.09275,0.0364999999999999,0.0745,0.0369999999999999,0.09925,0.0255,0.067,0.064,0.08975,0.11275,0.0262499999999999,0.05125,0.0832499999999999,0.04525,0.0349999999999999,0.065,0.05875,0.0374999999999999,0.0584999999999999,0.0334999999999999,0.11025,0.12175,0.06075,0.0742499999999999,0.242,0.0822499999999999,0.16275,0.074,0.0705,0.18575,0.026,0.16825,0.0939999999999999,0.0225,0.0389999999999999,0.03425,0.0595,0.0637499999999999,0.0569999999999999,0.0434999999999999,0.05075,0.0404999999999999,0.03525,0.0285,0.0212499999999999,0.0459999999999999,0.03525,0.0459999999999999,0.04825,0.0257499999999999
Rise of the Planet of the Apes (2011),0.9415,0.9415,0.92725,0.7729999999999999,0.95725,0.9415,0.95825,0.95075,0.957,0.7757499999999999,0.74925,0.786,0.74925,0.80325,0.667,0.55775,0.69375,0.74925,0.53275,0.8005,0.5015,0.7802500000000001,0.657,0.478,0.4127499999999999,0.3522499999999999,0.431,0.188,0.7549999999999999,0.31475,0.3804999999999999,0.6575,0.632,0.70725,0.7549999999999999,0.70025,0.534,0.4535,0.2155,0.39175,0.45175,0.473,0.11575,0.188,0.1725,0.40375,0.2704999999999999,0.21025,0.1885,0.16025,0.3652499999999999,0.31,0.23925,0.2905,0.1962499999999999,0.3675,0.26725,0.7809999999999999,0.1215,0.5725,0.11175,0.10725,0.18225,0.082,0.2007499999999999,0.10475,0.1755,0.14775,0.29725,0.258,0.23925,0.1262499999999999,0.1535,0.2544999999999999,0.11975,0.0747499999999999,0.05375,0.15125,0.17875,0.0785,0.2754999999999999,0.1942499999999999,0.1609999999999999,0.1634999999999999,0.18525,0.25125,0.22675,0.19,0.2875,0.1815,0.1297499999999999,0.2264999999999999,0.1927499999999999,0.1704999999999999,0.16375,0.0842499999999999,0.14175,0.40575,0.079,0.0964999999999999,0.0827499999999999,0.08675,0.28425,0.1024999999999999,0.0715,0.125,0.65125,0.21775,0.1089999999999999,0.1825,0.064,0.154,0.09775,0.0885,0.0687499999999999,0.10925,0.0444999999999999,0.0682499999999999,0.407,0.126,0.1205,0.067,0.09325,0.10925,0.0807499999999999,0.0979999999999999,0.04675,0.05025,0.0205,0.068,0.06075,0.0822499999999999,0.061,0.0692499999999999,0.11625,0.09075,0.0439999999999999,0.136,0.06125,0.04125,0.0569999999999999,0.03175,0.083,0.0324999999999999,0.0752499999999999,0.03325,0.04825,0.0232499999999999,0.0257499999999999
"Avengers, The (2012)",0.9995,0.98525,0.9615,0.93,0.78975,0.98525,0.9585,0.983,0.983,0.78975,0.727,0.825,0.78975,0.837,0.8205,0.941,0.78975,0.53925,0.99925,0.7765,0.75075,0.6575,0.9995,0.36275,0.39825,0.9685,0.51925,0.4952499999999999,0.477,0.1525,0.1957499999999999,0.5745,0.3652499999999999,0.423,0.4435,0.624,0.3632499999999999,0.56825,0.3425,0.5955,0.4902499999999999,0.297,0.5745,0.3615,0.4962499999999999,0.2877499999999999,0.16825,0.259,0.33075,0.188,0.3139999999999999,0.26075,0.46325,0.5815,0.30725,0.345,0.2594999999999999,0.1094999999999999,0.1907499999999999,0.28525,0.18375,0.7889999999999999,0.268,0.1262499999999999,0.3155,0.35375,0.348,0.10675,0.26625,0.1569999999999999,0.1604999999999999,0.3894999999999999,0.19,0.22275,0.99075,0.2495,0.189,0.1975,0.268,0.18725,0.4077499999999999,0.1689999999999999,0.28225,0.1564999999999999,0.1124999999999999,0.11025,0.23225,0.0939999999999999,0.1659999999999999,0.3655,0.1315,0.0632499999999999,0.1629999999999999,0.12325,0.194,0.66675,0.1099999999999999,0.0787499999999999,0.0762499999999999,0.1515,0.10925,0.076,0.16975,0.0715,0.0712499999999999,0.1169999999999999,0.1425,0.1149999999999999,0.0989999999999999,0.215,0.0765,0.0712499999999999,0.0775,0.1285,0.0944999999999999,0.084,0.0625,0.0449999999999999,0.0292499999999999,0.1139999999999999,0.04725,0.09525,0.025,0.1169999999999999,0.0399999999999999,0.0519999999999999,0.0847499999999999,0.15775,0.089,0.05675,0.09075,0.0762499999999999,0.0509999999999999,0.08625,0.0785,0.05825,0.09075,0.0837499999999999,0.0524999999999999,0.1089999999999999,0.0549999999999999,0.0795,0.0404999999999999,0.0225,0.04425,0.04075,0.03025,0.0287499999999999,0.0324999999999999
Shaolin (Xin shao lin si) (2011),0.95425,0.95425,0.8362499999999999,0.8280000000000001,0.92325,0.95425,0.57025,0.76,0.76,0.62175,0.92325,0.60875,0.67525,0.66175,0.98025,0.71625,0.67,0.4842499999999999,0.6755,0.66425,0.7682500000000001,0.472,0.5435,0.7525,0.81375,0.4187499999999999,0.53375,0.29225,0.60375,0.56775,0.35,0.5495,0.67,0.51625,0.49675,0.21075,0.11725,0.4895,0.60725,0.5495,0.48075,0.36875,0.368,0.14175,0.3067499999999999,0.3429999999999999,0.6165,0.2334999999999999,0.32875,0.54275,0.2544999999999999,0.4445,0.37875,0.21275,0.34575,0.2345,0.269,0.2704999999999999,0.38125,0.1925,0.133,0.065,0.2495,0.43,0.53025,0.25725,0.14725,0.0707499999999999,0.195,0.3542499999999999,0.22275,0.136,0.4347499999999999,0.123,0.1322499999999999,0.20425,0.4075,0.27325,0.11625,0.137,0.0747499999999999,0.268,0.4635,0.1164999999999999,0.22575,0.2935,0.21675,0.30525,0.2289999999999999,0.14625,0.14675,0.18425,0.2135,0.357,0.1674999999999999,0.1975,0.1735,0.1709999999999999,0.093,0.0695,0.2294999999999999,0.208,0.12175,0.1485,0.41,0.21875,0.11225,0.05675,0.2977499999999999,0.14175,0.137,0.132,0.2967499999999999,0.05075,0.0855,0.143,0.2194999999999999,0.2299999999999999,0.1287499999999999,0.21575,0.22475,0.09975,0.09675,0.082,0.1445,0.04875,0.05175,0.3555,0.0925,0.34975,0.0449999999999999,0.08875,0.0707499999999999,0.0989999999999999,0.14575,0.05175,0.0272499999999999,0.0845,0.0625,0.10125,0.21275,0.16925,0.0705,0.05825,0.1392499999999999,0.1104999999999999,0.078,0.22075,0.04775
The Hunger Games (2012),0.9295,0.9295,0.9705,0.968,0.8142499999999999,0.9295,0.92875,0.9705,0.8402499999999999,0.52,0.6545,0.656,0.8142499999999999,0.4852499999999999,0.93875,0.73925,0.6545,0.6545,0.20825,0.5915,0.66575,0.8919999999999999,0.3195,0.40075,0.4515,0.345,0.991,0.211,0.4775,0.2825,0.4395,0.8147500000000001,0.25925,0.32125,0.2877499999999999,0.15775,0.72275,0.4245,0.2877499999999999,0.38625,0.351,0.50975,0.551,0.153,0.88575,0.3645,0.4895,0.1619999999999999,0.4882499999999999,0.18,0.3702499999999999,0.17875,0.2105,0.2125,0.2925,0.2045,0.21825,0.88375,0.14525,0.132,0.1265,0.0905,0.14275,0.0827499999999999,0.178,0.132,0.144,0.05575,0.0795,0.17175,0.2022499999999999,0.4379999999999999,0.132,0.10325,0.1195,0.069,0.1089999999999999,0.2524999999999999,0.2289999999999999,0.1352499999999999,0.08775,0.11425,0.1079999999999999,0.1134999999999999,0.121,0.10525,0.198,0.059,0.1252499999999999,0.1265,0.48575,0.09,0.137,0.12275,0.1564999999999999,0.0687499999999999,0.0792499999999999,0.0757499999999999,0.0782499999999999,0.10525,0.0419999999999999,0.0662499999999999,0.0675,0.08775,0.03475,0.069,0.0564999999999999,0.15925,0.11025,0.0925,0.0807499999999999,0.1285,0.073,0.0364999999999999,0.079,0.0657499999999999,0.05025,0.05775,0.0742499999999999,0.10875,0.153,0.0697499999999999,0.1302499999999999,0.1387499999999999,0.0785,0.1064999999999999,0.05375,0.2804999999999999,0.09975,0.04775,0.79125,0.0685,0.0354999999999999,0.072,0.04425,0.0647499999999999,0.0414999999999999,0.08825,0.04575,0.08725,0.0394999999999999,0.04275,0.03,0.0287499999999999,0.0657499999999999,0.0329999999999999,0.04775,0.0499999999999999,0.0329999999999999
"Dark Knight Rises, The (2012)",0.98675,0.9495,0.936,0.936,0.936,0.9495,0.8720000000000001,0.94975,0.94975,0.936,0.986,0.7622500000000001,0.936,0.71575,0.7902499999999999,0.64075,0.936,0.76325,0.98675,0.6345,0.8919999999999999,0.46175,0.9975,0.75275,0.7435,0.3389999999999999,0.6435,0.67375,0.23525,0.8487499999999999,0.508,0.421,0.8487499999999999,0.4034999999999999,0.18,0.22125,0.94875,0.52275,0.29225,0.44625,0.37,0.31675,0.20375,0.38725,0.14525,0.352,0.3047499999999999,0.4792499999999999,0.69475,0.24175,0.21575,0.27225,0.24475,0.7095,0.293,0.31225,0.3007499999999999,0.217,0.16275,0.33775,0.29225,0.3784999999999999,0.1624999999999999,0.078,0.1639999999999999,0.3005,0.23575,0.1014999999999999,0.3007499999999999,0.1937499999999999,0.0969999999999999,0.15025,0.2634999999999999,0.11225,0.33275,0.0944999999999999,0.12125,0.22425,0.1589999999999999,0.09375,0.6335,0.1795,0.2794999999999999,0.15275,0.0742499999999999,0.2175,0.18725,0.155,0.1277499999999999,0.268,0.1265,0.09425,0.14125,0.1905,0.1392499999999999,0.2385,0.186,0.4295,0.32325,0.18725,0.082,0.0722499999999999,0.0752499999999999,0.083,0.088,0.0939999999999999,0.0772499999999999,0.213,0.1235,0.1877499999999999,0.119,0.0755,0.0635,0.0529999999999999,0.08925,0.1004999999999999,0.1009999999999999,0.06075,0.031,0.13,0.0762499999999999,0.0742499999999999,0.0434999999999999,0.1564999999999999,0.04575,0.068,0.0842499999999999,0.071,0.15925,0.05575,0.1465,0.0735,0.08825,0.05875,0.0717499999999999,0.0712499999999999,0.04725,0.0449999999999999,0.05525,0.0419999999999999,0.0705,0.04225,0.0559999999999999,0.0245,0.0625,0.0459999999999999,0.05125,0.0252499999999999,0.0439999999999999
Space Battleship Yamato (2010),0.92275,0.8485,0.7985,0.897,0.94725,0.8485,0.9945,0.94475,0.8314999999999999,0.8832500000000001,0.732,0.7625,0.6895,0.71625,0.4265,0.7637499999999999,0.683,0.5765,0.485,0.518,0.8600000000000001,0.9375,0.5775,0.683,0.61275,0.49,0.72125,0.1525,0.6065,0.732,0.55275,0.8035000000000001,0.56125,0.36275,0.3225,0.65075,0.361,0.3532499999999999,0.55625,0.5105,0.357,0.45925,0.8035000000000001,0.1525,0.48875,0.38975,0.501,0.2947499999999999,0.36875,0.46325,0.50175,0.5145,0.40375,0.53875,0.17325,0.50125,0.3612499999999999,0.1992499999999999,0.27275,0.21725,0.49,0.14575,0.4419999999999999,0.2877499999999999,0.2415,0.41425,0.3319999999999999,0.51325,0.6445,0.365,0.2704999999999999,0.1307499999999999,0.1639999999999999,0.56875,0.09925,0.4772499999999999,0.3475,0.3359999999999999,0.1925,0.26925,0.061,0.6435,0.12125,0.123,0.0494999999999999,0.4375,0.1942499999999999,0.38475,0.175,0.16525,0.14925,0.17525,0.09725,0.15875,0.1144999999999999,0.14775,0.22675,0.10425,0.1315,0.0915,0.184,0.12475,0.39675,0.3007499999999999,0.2947499999999999,0.279,0.06,0.22325,0.15775,0.431,0.127,0.2259999999999999,0.60175,0.05925,0.068,0.2855,0.0559999999999999,0.196,0.64475,0.179,0.124,0.08875,0.1395,0.11075,0.2365,0.3195,0.15925,0.028,0.0529999999999999,0.1415,0.14625,0.2664999999999999,0.1619999999999999,0.2319999999999999,0.0762499999999999,0.1104999999999999,0.1634999999999999,0.04725,0.0454999999999999,0.0554999999999999,0.12225,0.1139999999999999,0.1024999999999999,0.06175,0.0727499999999999,0.04375,0.05875,0.0165,0.03675
Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu) (1990),0.99575,0.949,0.8587499999999999,0.6495,0.8827499999999999,0.949,0.94325,0.8294999999999999,0.7562500000000001,0.6225,0.8827499999999999,0.76525,0.8827499999999999,0.62175,0.8815,0.8985000000000001,0.5455,0.5455,0.57625,0.485,0.365,0.594,0.69825,0.5335,0.687,0.4405,0.39075,0.63825,0.2185,0.742,0.2329999999999999,0.44025,0.37575,0.17325,0.379,0.3622499999999999,0.63425,0.29825,0.33075,0.20875,0.26575,0.2279999999999999,0.3389999999999999,0.24075,0.44725,0.3652499999999999,0.23775,0.3572499999999999,0.45875,0.2279999999999999,0.4812499999999999,0.4355,0.17375,0.16025,0.1357499999999999,0.44325,0.0667499999999999,0.26275,0.2015,0.1175,0.44025,0.1387499999999999,0.1704999999999999,0.238,0.55075,0.3585,0.23025,0.12275,0.55975,0.4155,0.0354999999999999,0.0275,0.1975,0.1525,0.2055,0.4405,0.35175,0.18,0.3672499999999999,0.2425,0.027,0.0712499999999999,0.10725,0.30525,0.16875,0.21075,0.12075,0.09225,0.03075,0.2825,0.1355,0.0569999999999999,0.2339999999999999,0.3954999999999999,0.3592499999999999,0.16025,0.156,0.11225,0.10225,0.10725,0.0285,0.0865,0.0464999999999999,0.065,0.4982499999999999,0.03525,0.0449999999999999,0.4505,0.0702499999999999,0.1109999999999999,0.0424999999999999,0.0464999999999999,0.33975,0.0242499999999999,0.04525,0.0374999999999999,0.249,0.0817499999999999,0.3045,0.1094999999999999,0.0265,0.1094999999999999,0.0212499999999999,0.0875,0.0205,0.0334999999999999,0.25675,0.0529999999999999,0.0319999999999999,0.0725,0.155,0.0782499999999999,0.155,0.059,0.0782499999999999,0.0632499999999999,0.019,0.0339999999999999,0.11875,0.0282499999999999,0.0227499999999999,0.03175,0.0222499999999999,0.007,0.0292499999999999,0.0252499999999999,0.04275,0.0057499999999999,0.0255
Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990),0.993,0.967,0.8947499999999999,0.8300000000000001,0.81325,0.967,0.78925,0.80375,0.80375,0.54825,0.81325,0.67525,0.67425,0.62625,0.67,0.76875,0.67425,0.67425,0.47775,0.7115,0.5145,0.60325,0.59025,0.4125,0.81325,0.3175,0.4952499999999999,0.3299999999999999,0.33075,0.65975,0.26975,0.3465,0.54825,0.154,0.348,0.473,0.27625,0.23125,0.3455,0.24875,0.23525,0.3784999999999999,0.3465,0.27275,0.378,0.38375,0.2254999999999999,0.11425,0.2634999999999999,0.2259999999999999,0.44375,0.51,0.135,0.062,0.1875,0.4549999999999999,0.0807499999999999,0.1564999999999999,0.3592499999999999,0.20925,0.357,0.12175,0.14525,0.26125,0.46975,0.406,0.2975,0.3275,0.15475,0.4465,0.04325,0.309,0.304,0.2055,0.1134999999999999,0.13,0.50875,0.182,0.29725,0.21675,0.0185,0.071,0.2365,0.2947499999999999,0.2845,0.257,0.1295,0.10975,0.04625,0.33125,0.1614999999999999,0.0969999999999999,0.178,0.3525,0.4585,0.178,0.0775,0.0959999999999999,0.0974999999999999,0.12175,0.04575,0.0549999999999999,0.1084999999999999,0.0767499999999999,0.586,0.0464999999999999,0.0797499999999999,0.10375,0.0439999999999999,0.2204999999999999,0.0637499999999999,0.1084999999999999,0.40625,0.0227499999999999,0.05525,0.05425,0.18625,0.0944999999999999,0.2005,0.1402499999999999,0.0354999999999999,0.1175,0.0792499999999999,0.08775,0.0539999999999999,0.05175,0.31,0.03075,0.0285,0.0722499999999999,0.23625,0.1287499999999999,0.16725,0.0637499999999999,0.3179999999999999,0.061,0.0324999999999999,0.03875,0.1245,0.0429999999999999,0.027,0.0175,0.0964999999999999,0.0127499999999999,0.0305,0.0247499999999999,0.0344999999999999,0.0105,0.017
Skyfall (2012),0.968,0.968,0.89375,0.7537499999999999,0.7737499999999999,0.968,0.657,0.89375,0.96825,0.8342499999999999,0.8342499999999999,0.6335,0.7537499999999999,0.948,0.688,0.32775,0.7537499999999999,0.67125,0.53875,0.76525,0.481,0.53625,0.392,0.61225,0.948,0.53875,0.5375,0.2825,0.3075,0.38825,0.2485,0.44775,0.624,0.41325,0.1987499999999999,0.23225,0.348,0.387,0.69175,0.29625,0.25775,0.3015,0.09925,0.2825,0.25925,0.30825,0.27625,0.5105,0.25475,0.688,0.31425,0.246,0.411,0.0832499999999999,0.60375,0.0672499999999999,0.275,0.174,0.8547499999999999,0.3485,0.51125,0.14575,0.22975,0.10625,0.17725,0.2095,0.1255,0.1674999999999999,0.16275,0.1569999999999999,0.3345,0.1024999999999999,0.195,0.21525,0.10625,0.15475,0.0765,0.20775,0.1584999999999999,0.1947499999999999,0.0752499999999999,0.3105,0.0745,0.10625,0.21325,0.16525,0.2065,0.0735,0.13,0.30425,0.4215,0.09675,0.156,0.16925,0.1525,0.10075,0.1505,0.0969999999999999,0.132,0.21025,0.11975,0.1195,0.05525,0.179,0.1297499999999999,0.121,0.1029999999999999,0.1305,0.10825,0.0802499999999999,0.0665,0.1387499999999999,0.05825,0.428,0.05025,0.09525,0.1265,0.11525,0.0319999999999999,0.0807499999999999,0.1392499999999999,0.11625,0.1525,0.0817499999999999,0.154,0.09025,0.1175,0.10025,0.1164999999999999,0.0647499999999999,0.1094999999999999,0.0757499999999999,0.05125,0.09925,0.05275,0.0647499999999999,0.24275,0.05775,0.0792499999999999,0.069,0.132,0.0627499999999999,0.06,0.0255,0.04725,0.0295,0.077,0.0265,0.0334999999999999
"Hobbit: An Unexpected Journey, The (2012)",0.971,0.94625,0.952,0.9555,0.952,0.94625,0.95275,0.971,0.971,0.8979999999999999,0.47775,0.8440000000000001,0.7565,0.92425,0.68425,0.99725,0.8334999999999999,0.364,0.4157499999999999,0.7975000000000001,0.72075,0.298,0.4419999999999999,0.66675,0.3435,0.52775,0.97275,0.908,0.39375,0.25925,0.79975,0.3562499999999999,0.25925,0.39975,0.4862499999999999,0.4855,0.9805,0.4117499999999999,0.405,0.4659999999999999,0.4275,0.72075,0.3295,0.38825,0.211,0.32925,0.1535,0.2975,0.93125,0.25225,0.21625,0.15475,0.14125,0.2355,0.35775,0.381,0.2224999999999999,0.18125,0.26675,0.21225,0.0767499999999999,0.248,0.131,0.0885,0.258,0.14175,0.371,0.11475,0.1335,0.16125,0.19,0.4469999999999999,0.3369999999999999,0.0832499999999999,0.15775,0.05475,0.15125,0.1332499999999999,0.1365,0.0935,0.1545,0.118,0.12475,0.0895,0.1149999999999999,0.10075,0.15025,0.0775,0.0855,0.10975,0.11025,0.10375,0.0737499999999999,0.09225,0.0777499999999999,0.05575,0.0632499999999999,0.0765,0.0742499999999999,0.08775,0.0349999999999999,0.09775,0.1315,0.079,0.0305,0.0765,0.0439999999999999,0.1282499999999999,0.10175,0.1074999999999999,0.03275,0.1235,0.063,0.0615,0.04525,0.05075,0.0384999999999999,0.0389999999999999,0.0802499999999999,0.075,0.127,0.0677499999999999,0.0464999999999999,0.08,0.0539999999999999,0.0797499999999999,0.0762499999999999,0.04825,0.0499999999999999,0.04825,0.0419999999999999,0.0615,0.0364999999999999,0.05125,0.04925,0.078,0.0305,0.0484999999999999,0.0339999999999999,0.04675,0.0344999999999999,0.0454999999999999,0.02975,0.0232499999999999,0.0494999999999999,0.04625,0.03925,0.0359999999999999,0.03675
