movieId,fight scenes,weapons,chase,predictable,catastrophe,first contact,alter ego,light,good,original,fantasy world,weird,surveillance,vengeance,dialogue,mentor,very funny,fun movie,greed,adaptation,transformation,betrayal,mad scientist,graphic novel,immortality,sacrifice,family,computer animation,life philosophy,melancholic,survival,runaway,creativity,culture clash,drama,not funny,pulp,teen movie,pornography,camp,absurd,sexy,death,stereotypes,childhood,life & death,unlikeable characters,quirky,robert downey jr,internet,writers,too short,awesome soundtrack,trilogy,nudity (full frontal - brief),independent film,islam,god,no plot,remake,underrated,dysfunctional family,multiple storylines,unlikely friendships,women,alternate history,classic car,drinking,simple,queer,island,goth,too long,prejudice,ghosts/afterlife,period piece,farce,irish accent,tokyo,new jersey,british,blindness,california,brothers,nudity (rear),new york city,best of 2005,hospital,wartime,doctors,race,kick-butt women,desert,memory,film noir,ensemble cast,bollywood,80s,indians,hip hop,prison,stand-up comedy,fashion,snakes,russian,single father,road movie,san francisco,1930s,good music,dreams,notable nudity,father daughter relationship,atheism,buddy movie,hotel,kidnapping,small town,workplace,divorce,cancer,foul language,shopping,adoption,stoner movie,los angeles,censorship,interracial romance,reality tv,rebellion,finnish,addiction,made for tv,wilderness,nudity (topless - brief),oil,time,directorial debut,hunting,wine,homeless,australia,french,radio,prostitution,texas,potential oscar nom,lawyer,documentary
Scooby-Doo! Curse of the Lake Monster (2010),0.8785000000000001,0.8785000000000001,0.8785000000000001,0.9085,0.5345,0.705,0.5755,0.57375,0.5345,0.6965,0.8532500000000001,0.29,0.611,0.29625,0.546,0.724,0.406,0.56075,0.5255,0.4379999999999999,0.4367499999999999,0.16975,0.92225,0.0287499999999999,0.32675,0.2264999999999999,0.98125,0.98125,0.2895,0.1927499999999999,0.22275,0.28625,0.358,0.194,0.194,0.3047499999999999,0.27775,0.8892500000000001,0.1897499999999999,0.36575,0.46175,0.1079999999999999,0.17275,0.4307499999999999,0.752,0.18225,0.24275,0.1589999999999999,0.11725,0.1972499999999999,0.2214999999999999,0.476,0.524,0.31275,0.149,0.1159999999999999,0.086,0.1679999999999999,0.508,0.295,0.0637499999999999,0.1139999999999999,0.14675,0.356,0.3279999999999999,0.081,0.10125,0.32675,0.11425,0.152,0.3375,0.0802499999999999,0.16725,0.275,0.33025,0.0489999999999999,0.38775,0.10225,0.0454999999999999,0.10625,0.1684999999999999,0.03725,0.16225,0.0494999999999999,0.0635,0.0539999999999999,0.03375,0.075,0.05925,0.1104999999999999,0.1079999999999999,0.1119999999999999,0.0202499999999999,0.0752499999999999,0.1089999999999999,0.0757499999999999,0.09475,0.14275,0.065,0.1569999999999999,0.1054999999999999,0.064,0.241,0.0549999999999999,0.0549999999999999,0.2554999999999999,0.09725,0.05875,0.0489999999999999,0.2,0.0757499999999999,0.124,0.0444999999999999,0.028,0.0524999999999999,0.078,0.022,0.064,0.0605,0.0605,0.0175,0.05525,0.118,0.16375,0.10825,0.0389999999999999,0.0265,0.0969999999999999,0.2847499999999999,0.06175,0.0742499999999999,0.083,0.1347499999999999,0.0374999999999999,0.021,0.03,0.04225,0.02975,0.07,0.0177499999999999,0.0132499999999999,0.0217499999999999,0.0142499999999999,0.0845,0.05275,0.0334999999999999,0.0227499999999999,0.0205,0.0127499999999999
Black Lightning (Chernaya Molniya) (2009),0.93525,0.90775,0.90775,0.80325,0.80325,0.93525,0.91325,0.91325,0.8494999999999999,0.7737499999999999,0.69375,0.46125,0.56475,0.375,0.4955,0.7925,0.55875,0.6775,0.3695,0.276,0.415,0.30825,0.39575,0.1495,0.3482499999999999,0.44025,0.64425,0.2925,0.29325,0.472,0.57375,0.59325,0.12225,0.3695,0.3695,0.3745,0.2294999999999999,0.81125,0.1352499999999999,0.26675,0.1385,0.136,0.4812499999999999,0.2065,0.32225,0.2339999999999999,0.0265,0.24875,0.03675,0.21925,0.1887499999999999,0.1699999999999999,0.1039999999999999,0.1104999999999999,0.24875,0.3695,0.44025,0.1159999999999999,0.1935,0.139,0.11125,0.1362499999999999,0.193,0.3732499999999999,0.22775,0.1937499999999999,0.15225,0.196,0.621,0.47375,0.307,0.05875,0.141,0.2584999999999999,0.11975,0.1882499999999999,0.0795,0.33775,0.077,0.44225,0.4177499999999999,0.3205,0.10925,0.129,0.2259999999999999,0.0885,0.05325,0.2229999999999999,0.44025,0.068,0.0564999999999999,0.072,0.1267499999999999,0.3265,0.0974999999999999,0.03825,0.69925,0.11675,0.4367499999999999,0.20975,0.08925,0.1345,0.3814999999999999,0.0469999999999999,0.91775,0.173,0.05375,0.197,0.12375,0.04975,0.3389999999999999,0.0752499999999999,0.1322499999999999,0.1835,0.09625,0.03875,0.1347499999999999,0.31875,0.0827499999999999,0.088,0.03275,0.0519999999999999,0.0354999999999999,0.0792499999999999,0.072,0.0479999999999999,0.082,0.14525,0.05225,0.04825,0.0755,0.0692499999999999,0.09975,0.0245,0.031,0.03025,0.04225,0.10575,0.0369999999999999,0.1694999999999999,0.071,0.23375,0.0569999999999999,0.0915,0.0364999999999999,0.0374999999999999,0.0514999999999999,0.0222499999999999,0.0157499999999999
Thor (2011),0.9995,0.9825,0.9825,0.97475,0.97475,0.9685,0.9995,0.9995,0.94725,0.8160000000000001,0.9945,0.9335,0.8587499999999999,0.53575,0.8067500000000001,0.8512500000000001,0.8919999999999999,0.7295,0.7742500000000001,0.62125,0.615,0.51275,0.572,0.684,0.69125,0.8147500000000001,0.5375,0.437,0.4287499999999999,0.31425,0.5895,0.32425,0.4802499999999999,0.628,0.4115,0.3209999999999999,0.25375,0.30425,0.1629999999999999,0.3215,0.27475,0.1745,0.1195,0.31275,0.2115,0.20475,0.238,0.27875,0.8905000000000001,0.2002499999999999,0.2345,0.4539999999999999,0.55825,0.15575,0.1144999999999999,0.09525,0.31375,0.64875,0.32025,0.09425,0.2224999999999999,0.3415,0.1574999999999999,0.21425,0.1604999999999999,0.24875,0.18475,0.16625,0.2907499999999999,0.147,0.20375,0.082,0.1545,0.3369999999999999,0.2945,0.21575,0.09975,0.1395,0.23675,0.17075,0.22875,0.1372499999999999,0.1785,0.51275,0.09825,0.147,0.2514999999999999,0.1124999999999999,0.3037499999999999,0.1614999999999999,0.22075,0.05325,0.28075,0.0652499999999999,0.0857499999999999,0.3455,0.11825,0.065,0.10425,0.05875,0.0682499999999999,0.0785,0.125,0.0715,0.0564999999999999,0.1109999999999999,0.086,0.14175,0.0915,0.1865,0.0647499999999999,0.06175,0.1955,0.08975,0.0449999999999999,0.1295,0.05275,0.1169999999999999,0.0637499999999999,0.065,0.0735,0.06175,0.0722499999999999,0.0857499999999999,0.0655,0.04125,0.0615,0.0707499999999999,0.04425,0.1352499999999999,0.0399999999999999,0.05175,0.0484999999999999,0.0479999999999999,0.03425,0.0785,0.03875,0.05925,0.0185,0.0852499999999999,0.05575,0.0905,0.0285,0.04425,0.025,0.0344999999999999,0.0267499999999999,0.024,0.0152499999999999
Priest (2011),0.972,0.947,0.947,0.8134999999999999,0.8134999999999999,0.97025,0.7562500000000001,0.972,0.706,0.70675,0.76325,0.7945,0.4645,0.54475,0.55175,0.5105,0.30125,0.263,0.705,0.50975,0.44775,0.27675,0.626,0.7562500000000001,0.61675,0.3532499999999999,0.1795,0.1709999999999999,0.309,0.33075,0.96625,0.211,0.245,0.214,0.23275,0.37,0.199,0.1699999999999999,0.16725,0.2224999999999999,0.4367499999999999,0.21775,0.127,0.14475,0.09475,0.174,0.26175,0.18525,0.0959999999999999,0.20775,0.15625,0.15275,0.1175,0.1659999999999999,0.136,0.16725,0.3532499999999999,0.2644999999999999,0.16925,0.199,0.1347499999999999,0.1445,0.12275,0.0815,0.1629999999999999,0.49575,0.14175,0.142,0.15475,0.1322499999999999,0.0815,0.2644999999999999,0.128,0.1357499999999999,0.12075,0.0984999999999999,0.0915,0.0895,0.11775,0.136,0.0712499999999999,0.1624999999999999,0.05125,0.0825,0.11625,0.064,0.0727499999999999,0.0665,0.3532499999999999,0.10575,0.06175,0.1004999999999999,0.4972499999999999,0.1639999999999999,0.1405,0.05075,0.0842499999999999,0.06225,0.05275,0.05975,0.0842499999999999,0.0787499999999999,0.0504999999999999,0.134,0.0757499999999999,0.0399999999999999,0.10375,0.0514999999999999,0.0389999999999999,0.0657499999999999,0.062,0.0544999999999999,0.0384999999999999,0.2644999999999999,0.0217499999999999,0.0539999999999999,0.1382499999999999,0.0939999999999999,0.0807499999999999,0.05525,0.0334999999999999,0.0202499999999999,0.0364999999999999,0.0499999999999999,0.05625,0.0329999999999999,0.0647499999999999,0.0459999999999999,0.0569999999999999,0.0732499999999999,0.06,0.0627499999999999,0.0394999999999999,0.0685,0.025,0.12375,0.04425,0.0479999999999999,0.1084999999999999,0.0257499999999999,0.04475,0.03825,0.025,0.03525,0.04925,0.03375,0.017,0.0215,0.0127499999999999
Pirates of the Caribbean: On Stranger Tides (2011),0.9675,0.9675,0.9675,0.9815,0.912,0.683,0.38325,0.3319999999999999,0.8075000000000001,0.7762500000000001,0.86825,0.647,0.55875,0.60425,0.58425,0.3894999999999999,0.4395,0.70475,0.2614999999999999,0.3385,0.4375,0.48975,0.214,0.0484999999999999,0.1927499999999999,0.28025,0.27425,0.2244999999999999,0.44825,0.216,0.183,0.31925,0.3575,0.3299999999999999,0.22225,0.302,0.1897499999999999,0.16075,0.193,0.0687499999999999,0.14275,0.16525,0.1402499999999999,0.31375,0.153,0.23475,0.1992499999999999,0.275,0.124,0.139,0.21,0.3309999999999999,0.12275,0.7815000000000001,0.10175,0.193,0.1664999999999999,0.04725,0.23225,0.088,0.21225,0.1525,0.0835,0.14375,0.148,0.119,0.14975,0.25825,0.14925,0.195,0.22175,0.05275,0.1664999999999999,0.16775,0.73175,0.1985,0.0765,0.09675,0.0765,0.1644999999999999,0.476,0.09225,0.0647499999999999,0.0835,0.09275,0.0574999999999999,0.04025,0.0845,0.0827499999999999,0.10125,0.1397499999999999,0.09225,0.1109999999999999,0.146,0.0857499999999999,0.1905,0.06175,0.0374999999999999,0.0939999999999999,0.0534999999999999,0.0775,0.0632499999999999,0.10525,0.0494999999999999,0.0665,0.0534999999999999,0.0959999999999999,0.0534999999999999,0.0364999999999999,0.05525,0.0647499999999999,0.0539999999999999,0.126,0.0632499999999999,0.05225,0.124,0.10725,0.0762499999999999,0.05975,0.0797499999999999,0.03625,0.0285,0.08975,0.0449999999999999,0.059,0.0277499999999999,0.0359999999999999,0.061,0.064,0.05175,0.078,0.0712499999999999,0.0419999999999999,0.0544999999999999,0.0167499999999999,0.084,0.0767499999999999,0.0394999999999999,0.0324999999999999,0.0559999999999999,0.0434999999999999,0.0265,0.0275,0.0449999999999999,0.0329999999999999,0.03925,0.03,0.019,0.013
Green Lantern (2011),0.99925,0.94325,0.94325,0.988,0.988,0.9575,0.99925,0.99925,0.91225,0.71075,0.8540000000000001,0.675,0.877,0.486,0.7405,0.6855,0.7785,0.53075,0.387,0.61575,0.7355,0.2299999999999999,0.8935,0.6615,0.55325,0.3309999999999999,0.39725,0.5365,0.3705,0.21425,0.38425,0.32175,0.39475,0.2614999999999999,0.2825,0.31125,0.3107499999999999,0.2634999999999999,0.1624999999999999,0.44575,0.2234999999999999,0.22975,0.22975,0.2035,0.22675,0.2319999999999999,0.4157499999999999,0.22225,0.7095,0.3205,0.3245,0.495,0.0984999999999999,0.11475,0.18,0.10725,0.11625,0.23975,0.1865,0.22075,0.1114999999999999,0.18075,0.1932499999999999,0.14625,0.17325,0.1589999999999999,0.1765,0.14175,0.15825,0.15525,0.1937499999999999,0.0677499999999999,0.1255,0.1405,0.0832499999999999,0.093,0.1169999999999999,0.0984999999999999,0.0939999999999999,0.146,0.10425,0.16075,0.14075,0.14225,0.15375,0.1185,0.1485,0.13,0.10575,0.14275,0.16975,0.0635,0.1059999999999999,0.0792499999999999,0.10075,0.0757499999999999,0.10025,0.08675,0.0842499999999999,0.0722499999999999,0.0692499999999999,0.0935,0.0755,0.04125,0.0717499999999999,0.11425,0.0855,0.141,0.0625,0.0444999999999999,0.074,0.0652499999999999,0.069,0.0857499999999999,0.0444999999999999,0.06175,0.0444999999999999,0.0554999999999999,0.0747499999999999,0.0687499999999999,0.076,0.0285,0.0539999999999999,0.0735,0.0667499999999999,0.03925,0.0727499999999999,0.0672499999999999,0.0429999999999999,0.0444999999999999,0.0374999999999999,0.05725,0.0812499999999999,0.0574999999999999,0.03075,0.05775,0.0349999999999999,0.03975,0.0215,0.0434999999999999,0.03875,0.03025,0.0275,0.0529999999999999,0.0389999999999999,0.0262499999999999,0.0237499999999999,0.0319999999999999,0.0172499999999999
Transformers: Dark of the Moon (2011),0.9875,0.9875,0.9875,0.98725,0.98275,0.975,0.7455,0.67125,0.92575,0.92575,0.754,0.726,0.92475,0.648,0.85825,0.6175,0.72,0.67925,0.726,0.24575,0.4479999999999999,0.56975,0.951,0.31525,0.32225,0.44275,0.33475,0.4375,0.29425,0.17925,0.46425,0.24,0.363,0.2604999999999999,0.31725,0.367,0.17925,0.4075,0.23925,0.14425,0.26375,0.16425,0.179,0.33975,0.14425,0.1709999999999999,0.2385,0.1445,0.21575,0.1535,0.1352499999999999,0.4167499999999999,0.1997499999999999,0.537,0.1659999999999999,0.23925,0.16525,0.384,0.4495,0.184,0.1297499999999999,0.1392499999999999,0.2045,0.1277499999999999,0.1535,0.32325,0.1624999999999999,0.14975,0.1925,0.1262499999999999,0.2965,0.0217499999999999,0.7195,0.1059999999999999,0.05275,0.0687499999999999,0.0755,0.26625,0.1932499999999999,0.12475,0.09775,0.08775,0.0895,0.091,0.1795,0.09225,0.0499999999999999,0.118,0.088,0.0895,0.29025,0.0767499999999999,0.14425,0.0812499999999999,0.088,0.10375,0.128,0.11125,0.09775,0.074,0.0725,0.08775,0.083,0.0792499999999999,0.1235,0.289,0.064,0.05375,0.03875,0.0835,0.0657499999999999,0.1604999999999999,0.1805,0.06,0.0519999999999999,0.08925,0.0464999999999999,0.0642499999999999,0.0782499999999999,0.0559999999999999,0.0434999999999999,0.1109999999999999,0.0544999999999999,0.0712499999999999,0.05875,0.04575,0.03825,0.0705,0.0319999999999999,0.0519999999999999,0.0399999999999999,0.0439999999999999,0.0444999999999999,0.04025,0.0162499999999999,0.0885,0.0895,0.0295,0.0272499999999999,0.025,0.0379999999999999,0.0205,0.0247499999999999,0.0225,0.05675,0.03375,0.0285,0.03825,0.0147499999999999
Captain America: The First Avenger (2011),0.99925,0.98225,0.98225,0.95975,0.95975,0.94275,0.99925,0.99925,0.95425,0.92675,0.7935000000000001,0.7729999999999999,0.76675,0.784,0.7749999999999999,0.79975,0.827,0.7509999999999999,0.3944999999999999,0.49675,0.6415,0.386,0.44675,0.424,0.263,0.7529999999999999,0.3512499999999999,0.3345,0.3339999999999999,0.4692499999999999,0.68,0.43025,0.24625,0.401,0.3635,0.3725,0.48975,0.262,0.15075,0.3077499999999999,0.1714999999999999,0.1357499999999999,0.1624999999999999,0.2594999999999999,0.4615,0.205,0.1307499999999999,0.1952499999999999,0.89575,0.134,0.1629999999999999,0.284,0.2455,0.1935,0.1387499999999999,0.15725,0.6045,0.0742499999999999,0.3329999999999999,0.063,0.1982499999999999,0.11825,0.18375,0.36775,0.1775,0.55275,0.21225,0.16225,0.22975,0.1455,0.2365,0.0479999999999999,0.1392499999999999,0.4435,0.1307499999999999,0.654,0.0755,0.151,0.18425,0.191,0.20825,0.12,0.22425,0.216,0.0812499999999999,0.632,0.1835,0.1129999999999999,0.71425,0.16675,0.1992499999999999,0.0359999999999999,0.09025,0.09225,0.077,0.3452499999999999,0.127,0.10025,0.0905,0.05625,0.1347499999999999,0.0695,0.271,0.0712499999999999,0.1144999999999999,0.03675,0.0767499999999999,0.1654999999999999,0.15175,0.1134999999999999,0.072,0.04475,0.08925,0.04975,0.10875,0.15825,0.05825,0.0964999999999999,0.0584999999999999,0.062,0.0715,0.0642499999999999,0.10825,0.0574999999999999,0.05425,0.0399999999999999,0.068,0.0837499999999999,0.04075,0.0989999999999999,0.09125,0.05425,0.0605,0.0479999999999999,0.0275,0.1297499999999999,0.0697499999999999,0.0529999999999999,0.0255,0.10375,0.0295,0.0727499999999999,0.03425,0.083,0.0319999999999999,0.0359999999999999,0.03125,0.03125,0.017
Conan the Barbarian (2011),0.978,0.978,0.978,0.92175,0.8975,0.92175,0.57825,0.4792499999999999,0.736,0.8022499999999999,0.97225,0.71675,0.7947500000000001,0.7902499999999999,0.7925,0.5925,0.5065,0.34875,0.4395,0.63925,0.5205,0.52,0.43225,0.50625,0.695,0.304,0.17725,0.1755,0.2977499999999999,0.31675,0.1805,0.2425,0.25325,0.302,0.268,0.33825,0.67425,0.27025,0.525,0.2125,0.17475,0.32125,0.264,0.23225,0.1584999999999999,0.2085,0.347,0.1704999999999999,0.064,0.215,0.237,0.2794999999999999,0.18,0.207,0.288,0.1425,0.1342499999999999,0.4675,0.1935,0.9745,0.1282499999999999,0.14375,0.20725,0.1385,0.242,0.14075,0.16525,0.148,0.1345,0.133,0.129,0.3565,0.15125,0.1589999999999999,0.1335,0.1845,0.1069999999999999,0.1302499999999999,0.10825,0.10275,0.0812499999999999,0.1094999999999999,0.11375,0.0697499999999999,0.1342499999999999,0.0842499999999999,0.08825,0.10875,0.1029999999999999,0.0775,0.073,0.2514999999999999,0.124,0.1245,0.10525,0.0574999999999999,0.1084999999999999,0.188,0.09575,0.0732499999999999,0.10525,0.0959999999999999,0.0787499999999999,0.1972499999999999,0.07,0.0479999999999999,0.0735,0.05975,0.0494999999999999,0.05925,0.0702499999999999,0.0795,0.04875,0.0832499999999999,0.04475,0.0439999999999999,0.1159999999999999,0.0615,0.0554999999999999,0.0652499999999999,0.05525,0.10375,0.04275,0.05575,0.0637499999999999,0.0657499999999999,0.04225,0.04025,0.0837499999999999,0.03325,0.04225,0.0369999999999999,0.083,0.1089999999999999,0.05975,0.04475,0.0414999999999999,0.04575,0.0544999999999999,0.03525,0.0424999999999999,0.025,0.028,0.019,0.0384999999999999,0.04275,0.03825,0.021,0.0125
"Three Musketeers, The (2011)",0.904,0.904,0.904,0.8512500000000001,0.8512500000000001,0.74075,0.5635,0.50125,0.6745,0.61675,0.7575000000000001,0.55575,0.3702499999999999,0.3305,0.635,0.557,0.65375,0.65125,0.4127499999999999,0.887,0.44875,0.6185,0.2284999999999999,0.06,0.52225,0.238,0.194,0.27225,0.24475,0.22075,0.2857499999999999,0.208,0.272,0.205,0.205,0.33175,0.21475,0.2299999999999999,0.11425,0.215,0.3035,0.35575,0.16775,0.12275,0.121,0.14275,0.1064999999999999,0.2015,0.24875,0.1917499999999999,0.15975,0.1074999999999999,0.091,0.1164999999999999,0.118,0.079,0.1589999999999999,0.0815,0.192,0.4772499999999999,0.078,0.12025,0.10725,0.11475,0.155,0.1604999999999999,0.1139999999999999,0.10925,0.1099999999999999,0.12325,0.1535,0.0384999999999999,0.0767499999999999,0.1445,0.0974999999999999,0.55725,0.15775,0.09825,0.0632499999999999,0.084,0.2105,0.0815,0.0464999999999999,0.0832499999999999,0.0954999999999999,0.0675,0.066,0.0677499999999999,0.063,0.11125,0.05825,0.10325,0.0305,0.0735,0.092,0.0414999999999999,0.0895,0.0344999999999999,0.05875,0.0334999999999999,0.0675,0.0569999999999999,0.27175,0.0469999999999999,0.0835,0.04125,0.0574999999999999,0.03475,0.0625,0.04975,0.09475,0.04175,0.0424999999999999,0.04825,0.0364999999999999,0.077,0.0835,0.0414999999999999,0.04325,0.06,0.04475,0.0245,0.064,0.05125,0.0539999999999999,0.0197499999999999,0.03625,0.05875,0.04725,0.03425,0.04575,0.0414999999999999,0.0414999999999999,0.04475,0.0225,0.08625,0.0374999999999999,0.0359999999999999,0.0167499999999999,0.0787499999999999,0.0217499999999999,0.0122499999999999,0.0655,0.0257499999999999,0.03075,0.0267499999999999,0.0247499999999999,0.031,0.006
Immortals (2011),0.97475,0.96425,0.96425,0.8612500000000001,0.8612500000000001,0.85425,0.6815,0.53175,0.676,0.8815,0.9995,0.9425,0.6085,0.55575,0.6845,0.6175,0.435,0.32975,0.8815,0.437,0.4145,0.51475,0.38075,0.57275,0.98875,0.37825,0.1579999999999999,0.216,0.26075,0.71475,0.174,0.21225,0.27325,0.5145,0.25225,0.3702499999999999,0.34775,0.2085,0.296,0.2145,0.25275,0.2105,0.199,0.136,0.089,0.193,0.0852499999999999,0.20925,0.0939999999999999,0.1425,0.21325,0.26775,0.1415,0.1377499999999999,0.2299999999999999,0.1397499999999999,0.243,0.85775,0.2075,0.23225,0.19,0.118,0.1295,0.11525,0.18025,0.188,0.1395,0.2504999999999999,0.20425,0.13,0.1109999999999999,0.04625,0.14725,0.26625,0.0944999999999999,0.22425,0.131,0.149,0.0944999999999999,0.11275,0.0895,0.1312499999999999,0.0812499999999999,0.1634999999999999,0.16975,0.059,0.0564999999999999,0.09525,0.0885,0.0777499999999999,0.06,0.10025,0.15,0.08975,0.0984999999999999,0.068,0.08,0.05575,0.3369999999999999,0.0625,0.1084999999999999,0.0772499999999999,0.0762499999999999,0.0802499999999999,0.0662499999999999,0.0399999999999999,0.1014999999999999,0.03425,0.0454999999999999,0.0832499999999999,0.078,0.0574999999999999,0.0409999999999999,0.28225,0.0595,0.0692499999999999,0.0727499999999999,0.0687499999999999,0.0454999999999999,0.0459999999999999,0.08775,0.04075,0.0399999999999999,0.0439999999999999,0.059,0.0439999999999999,0.03725,0.0329999999999999,0.0444999999999999,0.04275,0.05475,0.0359999999999999,0.06175,0.0905,0.62875,0.10325,0.03825,0.0454999999999999,0.03225,0.0257499999999999,0.05825,0.0389999999999999,0.0242499999999999,0.023,0.022,0.03975,0.03425,0.0167499999999999,0.0115
"Expendables 2, The (2012)",0.9925,0.9925,0.9925,0.8227500000000001,0.8360000000000001,0.52075,0.6925,0.604,0.8360000000000001,0.8267500000000001,0.3429999999999999,0.308,0.4822499999999999,0.8267500000000001,0.79525,0.666,0.68,0.6095,0.39625,0.2885,0.44075,0.562,0.22825,0.21475,0.276,0.32025,0.29425,0.1972499999999999,0.395,0.2194999999999999,0.30725,0.2544999999999999,0.31475,0.22225,0.30625,0.41825,0.2125,0.18375,0.4822499999999999,0.21175,0.374,0.2017499999999999,0.3305,0.308,0.52175,0.23975,0.1225,0.1735,0.177,0.1644999999999999,0.2,0.14125,0.121,0.1154999999999999,0.1912499999999999,0.09425,0.09125,0.08625,0.4237499999999999,0.16875,0.18175,0.18,0.1785,0.133,0.1735,0.1257499999999999,0.269,0.1892499999999999,0.245,0.134,0.214,0.0349999999999999,0.1154999999999999,0.1272499999999999,0.1664999999999999,0.10625,0.2435,0.1257499999999999,0.126,0.16275,0.124,0.1295,0.18575,0.1029999999999999,0.09925,0.154,0.0494999999999999,0.156,0.0635,0.0787499999999999,0.09475,0.172,0.0569999999999999,0.1275,0.0915,0.57425,0.1255,0.27775,0.0745,0.11425,0.09175,0.10525,0.16825,0.10925,0.1287499999999999,0.0635,0.1435,0.0715,0.0494999999999999,0.0755,0.1059999999999999,0.12475,0.059,0.0695,0.3532499999999999,0.089,0.2005,0.0707499999999999,0.068,0.0847499999999999,0.05725,0.197,0.069,0.0635,0.0647499999999999,0.06225,0.065,0.0685,0.0554999999999999,0.0272499999999999,0.0652499999999999,0.0549999999999999,0.03525,0.061,0.03225,0.0615,0.0645,0.05725,0.079,0.04725,0.0434999999999999,0.03075,0.03175,0.03225,0.04325,0.0605,0.03625,0.0329999999999999,0.0205
Sherlock Holmes: A Game of Shadows (2011),0.94625,0.94625,0.96175,0.8552500000000001,0.8552500000000001,0.7545,0.7435,0.7415,0.9225,0.9225,0.5695,0.927,0.72725,0.577,0.8680000000000001,0.7155,0.65775,0.8965000000000001,0.8680000000000001,0.5055,0.432,0.7717499999999999,0.252,0.1114999999999999,0.18475,0.3735,0.21175,0.1805,0.5135,0.4835,0.2269999999999999,0.44525,0.53975,0.41025,0.499,0.31275,0.213,0.15125,0.142,0.0727499999999999,0.14825,0.17525,0.2075,0.2125,0.1985,0.2694999999999999,0.0807499999999999,0.23625,0.9845,0.1795,0.18425,0.27375,0.568,0.4605,0.16325,0.091,0.4125,0.0524999999999999,0.5215,0.0745,0.1892499999999999,0.1134999999999999,0.2485,0.2214999999999999,0.1292499999999999,0.1365,0.33825,0.304,0.1365,0.2299999999999999,0.20875,0.021,0.374,0.23875,0.23925,0.67,0.1312499999999999,0.15375,0.22625,0.0767499999999999,0.674,0.08775,0.1355,0.1124999999999999,0.0984999999999999,0.0989999999999999,0.09875,0.0857499999999999,0.1619999999999999,0.126,0.1292499999999999,0.1059999999999999,0.0434999999999999,0.211,0.1079999999999999,0.21425,0.10425,0.0692499999999999,0.085,0.0319999999999999,0.08725,0.0655,0.10875,0.04625,0.0787499999999999,0.05075,0.0625,0.08675,0.09575,0.16925,0.05275,0.0827499999999999,0.09725,0.0675,0.14325,0.2185,0.09075,0.074,0.05475,0.1375,0.04375,0.1397499999999999,0.0832499999999999,0.05225,0.0595,0.0737499999999999,0.05225,0.0647499999999999,0.0827499999999999,0.09475,0.03275,0.0665,0.03325,0.0812499999999999,0.0232499999999999,0.10425,0.1257499999999999,0.0725,0.0464999999999999,0.21675,0.02975,0.03125,0.0752499999999999,0.03325,0.0329999999999999,0.028,0.06025,0.0305,0.018
Underworld: Awakening (2012),0.9795,0.9795,0.9795,0.983,0.68925,0.71,0.54075,0.4645,0.61075,0.61075,0.8200000000000001,0.7709999999999999,0.39375,0.4905,0.4525,0.4972499999999999,0.20925,0.31325,0.3239999999999999,0.21375,0.45775,0.43525,0.3884999999999999,0.1164999999999999,0.64275,0.2269999999999999,0.09725,0.188,0.2644999999999999,0.2214999999999999,0.4845,0.2214999999999999,0.2957499999999999,0.2279999999999999,0.1252499999999999,0.36575,0.092,0.34475,0.1445,0.09325,0.11975,0.207,0.16575,0.092,0.089,0.1495,0.0885,0.1322499999999999,0.0637499999999999,0.09825,0.18625,0.2075,0.122,0.361,0.12425,0.08,0.1019999999999999,0.0579999999999999,0.138,0.09675,0.2259999999999999,0.11825,0.09425,0.1024999999999999,0.17125,0.1004999999999999,0.11325,0.091,0.1185,0.122,0.0652499999999999,0.5345,0.09675,0.1059999999999999,0.3285,0.082,0.0695,0.1195,0.1684999999999999,0.12475,0.083,0.1267499999999999,0.0484999999999999,0.139,0.0757499999999999,0.0434999999999999,0.0292499999999999,0.123,0.073,0.1292499999999999,0.09175,0.09175,0.03525,0.07,0.0777499999999999,0.04725,0.065,0.0389999999999999,0.0735,0.0702499999999999,0.0832499999999999,0.066,0.066,0.0717499999999999,0.0812499999999999,0.0534999999999999,0.071,0.0464999999999999,0.0349999999999999,0.0695,0.07,0.0524999999999999,0.0672499999999999,0.0524999999999999,0.03425,0.083,0.03925,0.0605,0.0364999999999999,0.0364999999999999,0.04725,0.017,0.04275,0.068,0.0584999999999999,0.0257499999999999,0.0424999999999999,0.05575,0.0569999999999999,0.064,0.03375,0.063,0.0564999999999999,0.0314999999999999,0.0187499999999999,0.0449999999999999,0.03225,0.0409999999999999,0.0747499999999999,0.027,0.0319999999999999,0.03475,0.02,0.0247499999999999,0.03175,0.03025,0.0157499999999999,0.0182499999999999,0.0125
