movieId,drama,melancholic,original,greed,culture clash,weird,independent film,good,runaway,life & death,vengeance,drinking,unlikely friendships,mentor,dialogue,pornography,life philosophy,dysfunctional family,quirky,death,betrayal,catastrophe,adaptation,childhood,light,hospital,family,sacrifice,prejudice,addiction,cancer,very funny,writers,queer,teen movie,creativity,not funny,nudity (full frontal - brief),transformation,women,small town,doctors,predictable,good music,sexy,surveillance,dreams,absurd,islam,nudity (topless - brief),divorce,fantasy world,british,stereotypes,chase,multiple storylines,classic car,underrated,road movie,first contact,fight scenes,new jersey,awesome soundtrack,survival,irish accent,period piece,fun movie,california,alter ego,simple,memory,workplace,brothers,film noir,censorship,adoption,weapons,directorial debut,tokyo,bollywood,father daughter relationship,hotel,foul language,computer animation,blindness,atheism,potential oscar nom,single father,too long,farce,prison,homeless,wilderness,wartime,stoner movie,texas,best of 2005,new york city,ensemble cast,stand-up comedy,interracial romance,1930s,god,pulp,rebellion,alternate history,internet,indians,documentary,race,wine,80s,hunting,lawyer,prostitution,mad scientist,nudity (rear),camp,australia,unlikeable characters,radio,immortality,french,made for tv,island,hip hop,notable nudity,los angeles,ghosts/afterlife,goth,finnish,russian,shopping,robert downey jr,san francisco,reality tv,oil,kick-butt women,desert,graphic novel,kidnapping,no plot,buddy movie,snakes,time,fashion,trilogy,too short,remake
Look Both Ways (2005),0.83325,0.83575,0.83325,0.7709999999999999,0.83325,0.7709999999999999,0.9685,0.65975,0.7709999999999999,0.97825,0.413,0.64825,0.4742499999999999,0.56525,0.50675,0.566,0.604,0.3884999999999999,0.52225,0.99525,0.35375,0.4885,0.26625,0.22675,0.27225,0.36975,0.34025,0.12475,0.15,0.242,0.9925,0.2115,0.27525,0.28075,0.0974999999999999,0.5325,0.2955,0.2485,0.30125,0.14825,0.48875,0.4105,0.3115,0.0705,0.09325,0.3249999999999999,0.23025,0.30025,0.0802499999999999,0.1445,0.23925,0.195,0.385,0.05075,0.1995,0.15175,0.11625,0.11525,0.1995,0.16625,0.1689999999999999,0.1589999999999999,0.083,0.15075,0.27425,0.11925,0.09525,0.359,0.0935,0.063,0.288,0.298,0.1435,0.1019999999999999,0.2385,0.0725,0.202,0.21125,0.14825,0.32075,0.17075,0.10225,0.025,0.7629999999999999,0.355,0.0847499999999999,0.1205,0.05475,0.09275,0.1609999999999999,0.06075,0.06025,0.31375,0.0757499999999999,0.0389999999999999,0.2012499999999999,0.14425,0.0735,0.2309999999999999,0.4044999999999999,0.1669999999999999,0.0949999999999999,0.0847499999999999,0.10475,0.012,0.09375,0.189,0.23125,0.0464999999999999,0.0192499999999999,0.1034999999999999,0.0727499999999999,0.03175,0.08975,0.0394999999999999,0.076,0.2375,0.0785,0.8574999999999999,0.075,0.0434999999999999,0.05425,0.0449999999999999,0.17925,0.04825,0.04775,0.08975,0.0155,0.399,0.04775,0.0227499999999999,0.0439999999999999,0.017,0.1004999999999999,0.0267499999999999,0.0287499999999999,0.087,0.03925,0.024,0.027,0.0349999999999999,0.05225,0.0095,0.0182499999999999,0.073,0.0242499999999999,0.0364999999999999,0.03175,0.03025
"Three Burials of Melquiades Estrada, The (2006)",0.75725,0.93675,0.8447499999999999,0.93675,0.93675,0.93675,0.6375,0.733,0.93675,0.8087500000000001,0.78925,0.67125,0.90975,0.6075,0.5125,0.50975,0.64475,0.2175,0.72625,0.8972500000000001,0.79375,0.44025,0.27275,0.44725,0.39275,0.3442499999999999,0.26675,0.44025,0.357,0.308,0.2977499999999999,0.38575,0.4307499999999999,0.188,0.1099999999999999,0.3702499999999999,0.355,0.35575,0.28825,0.2294999999999999,0.964,0.3682499999999999,0.18725,0.1975,0.1957499999999999,0.43425,0.23575,0.3399999999999999,0.3359999999999999,0.2624999999999999,0.15225,0.26575,0.21025,0.33025,0.7669999999999999,0.2002499999999999,0.3419999999999999,0.4,0.61825,0.23025,0.21675,0.3665,0.1975,0.485,0.2945,0.119,0.20975,0.4945,0.1669999999999999,0.3572499999999999,0.18375,0.297,0.2115,0.36575,0.21125,0.1159999999999999,0.2289999999999999,0.67225,0.18225,0.0777499999999999,0.0707499999999999,0.22375,0.11125,0.15825,0.20775,0.0569999999999999,0.1604999999999999,0.0394999999999999,0.2022499999999999,0.1495,0.17825,0.10175,0.4519999999999999,0.12475,0.2155,0.963,0.4802499999999999,0.1317499999999999,0.16375,0.0802499999999999,0.0725,0.1019999999999999,0.0509999999999999,0.20625,0.05975,0.1295,0.0605,0.1654999999999999,0.0569999999999999,0.1925,0.1295,0.1039999999999999,0.25725,0.2007499999999999,0.2274999999999999,0.0964999999999999,0.1054999999999999,0.1195,0.1977499999999999,0.1305,0.1267499999999999,0.0514999999999999,0.0705,0.05275,0.091,0.0514999999999999,0.0837499999999999,0.0775,0.10075,0.0662499999999999,0.0494999999999999,0.0705,0.11125,0.063,0.09375,0.03625,0.1795,0.0757499999999999,0.95575,0.0574999999999999,0.61875,0.0954999999999999,0.1367499999999999,0.4742499999999999,0.0815,0.0605,0.1525,0.0454999999999999,0.031
Transamerica (2005),0.94225,0.8402499999999999,0.8945000000000001,0.94225,0.94225,0.79725,0.92125,0.79725,0.94225,0.599,0.672,0.8167500000000001,0.7609999999999999,0.63325,0.4257499999999999,0.70625,0.65325,0.90875,0.73875,0.3155,0.372,0.537,0.2947499999999999,0.32725,0.365,0.30925,0.5295,0.39575,0.39575,0.7325,0.21475,0.4539999999999999,0.4379999999999999,0.8585,0.1997499999999999,0.3572499999999999,0.26675,0.3695,0.4895,0.60425,0.2514999999999999,0.3305,0.46825,0.38225,0.481,0.17425,0.34875,0.3057499999999999,0.2239999999999999,0.2455,0.2554999999999999,0.2234999999999999,0.1525,0.658,0.2289999999999999,0.237,0.29625,0.2817499999999999,0.96675,0.218,0.21475,0.408,0.38225,0.2249999999999999,0.18425,0.11725,0.1805,0.762,0.2837499999999999,0.1287499999999999,0.1149999999999999,0.24125,0.1664999999999999,0.0979999999999999,0.3395,0.27,0.1387499999999999,0.2654999999999999,0.22575,0.15675,0.1355,0.148,0.1039999999999999,0.16425,0.16475,0.2155,0.2987499999999999,0.3045,0.09625,0.1897499999999999,0.137,0.2877499999999999,0.0767499999999999,0.1272499999999999,0.09725,0.3585,0.396,0.653,0.076,0.10225,0.3145,0.0755,0.1877499999999999,0.09175,0.1129999999999999,0.1154999999999999,0.1079999999999999,0.1664999999999999,0.0775,0.11525,0.071,0.1215,0.09625,0.059,0.4225,0.0994999999999999,0.0999999999999999,0.1694999999999999,0.05075,0.0959999999999999,0.0682499999999999,0.04525,0.0625,0.0514999999999999,0.0705,0.11025,0.0504999999999999,0.8302499999999999,0.0785,0.0642499999999999,0.0529999999999999,0.0454999999999999,0.087,0.119,0.1435,0.05725,0.04075,0.119,0.11675,0.0775,0.0544999999999999,0.0519999999999999,0.0389999999999999,0.0687499999999999,0.0314999999999999,0.0742499999999999,0.03025,0.0815,0.0359999999999999
"White Countess, The (2005)",0.953,0.953,0.953,0.827,0.953,0.953,0.8107500000000001,0.953,0.953,0.8107500000000001,0.64175,0.53875,0.86225,0.66625,0.827,0.5875,0.33775,0.711,0.59275,0.34575,0.4195,0.567,0.4705,0.4575,0.39,0.15275,0.7909999999999999,0.58175,0.58175,0.1205,0.09875,0.2007499999999999,0.5165,0.21875,0.54025,0.3199999999999999,0.37575,0.29825,0.26725,0.79125,0.37575,0.3325,0.4345,0.3329999999999999,0.44125,0.487,0.4565,0.2345,0.75925,0.54025,0.4367499999999999,0.3385,0.50925,0.31975,0.54075,0.4105,0.17625,0.32175,0.18175,0.3425,0.2664999999999999,0.2339999999999999,0.0857499999999999,0.27175,0.1104999999999999,0.70175,0.16325,0.22125,0.1574999999999999,0.14875,0.3315,0.3675,0.25325,0.10525,0.0852499999999999,0.1877499999999999,0.3625,0.05475,0.206,0.3085,0.10675,0.423,0.0569999999999999,0.18525,0.57225,0.1039999999999999,0.5035,0.3415,0.2135,0.1305,0.0822499999999999,0.0999999999999999,0.0479999999999999,0.7495,0.0915,0.0777499999999999,0.3425,0.16725,0.3017499999999999,0.08775,0.2304999999999999,0.8985000000000001,0.0627499999999999,0.14925,0.03725,0.18075,0.09075,0.0805,0.0117499999999999,0.084,0.201,0.0394999999999999,0.09375,0.0765,0.3365,0.1262499999999999,0.074,0.1049999999999999,0.1405,0.14975,0.1699999999999999,0.11275,0.089,0.04875,0.1495,0.0559999999999999,0.1377499999999999,0.1322499999999999,0.04975,0.0625,0.0277499999999999,0.62925,0.16875,0.09925,0.0775,0.0265,0.2784999999999999,0.078,0.23575,0.0305,0.085,0.15625,0.0399999999999999,0.0389999999999999,0.0364999999999999,0.20825,0.0647499999999999,0.0725,0.074
Tsotsi (2005),0.83775,0.99175,0.99175,0.80175,0.80175,0.99175,0.768,0.768,0.9015,0.768,0.942,0.5345,0.5765,0.7529999999999999,0.529,0.64425,0.653,0.4257499999999999,0.3165,0.3087499999999999,0.8947499999999999,0.4599999999999999,0.4347499999999999,0.7945,0.20825,0.35875,0.24,0.40725,0.33125,0.152,0.1997499999999999,0.23525,0.20475,0.1897499999999999,0.4175,0.24875,0.37825,0.2194999999999999,0.3804999999999999,0.1282499999999999,0.20725,0.16875,0.202,0.3552499999999999,0.0969999999999999,0.27475,0.26275,0.091,0.17575,0.31125,0.09675,0.26875,0.1525,0.26975,0.389,0.2012499999999999,0.403,0.215,0.50325,0.2105,0.2614999999999999,0.23025,0.3552499999999999,0.4872499999999999,0.24025,0.0852499999999999,0.13,0.26625,0.194,0.23825,0.2234999999999999,0.0504999999999999,0.2175,0.15575,0.1069999999999999,0.176,0.2055,0.126,0.2002499999999999,0.3355,0.0707499999999999,0.1245,0.1129999999999999,0.15375,0.1887499999999999,0.0745,0.2115,0.03575,0.0745,0.081,0.135,0.573,0.118,0.1252499999999999,0.2865,0.0737499999999999,0.521,0.0637499999999999,0.0469999999999999,0.1044999999999999,0.0439999999999999,0.09425,0.059,0.244,0.1262499999999999,0.10475,0.09,0.10075,0.0702499999999999,0.1315,0.03175,0.05925,0.0822499999999999,0.05075,0.081,0.065,0.0559999999999999,0.0847499999999999,0.1322499999999999,0.12375,0.0847499999999999,0.0424999999999999,0.0685,0.0797499999999999,0.081,0.26525,0.04475,0.18,0.1315,0.03525,0.24975,0.1084999999999999,0.1395,0.11925,0.0414999999999999,0.0384999999999999,0.0625,0.09975,0.1059999999999999,0.0835,0.535,0.064,0.0504999999999999,0.0479999999999999,0.0232499999999999,0.0285,0.12425,0.0949999999999999,0.0225
"Devil and Daniel Johnston, The (2005)",0.8687499999999999,0.97275,0.851,0.97275,0.97275,0.97275,0.957,0.693,0.7862499999999999,0.7575000000000001,0.7862499999999999,0.8687499999999999,0.9505,0.553,0.76,0.69025,0.614,0.52925,0.86775,0.36,0.46475,0.5045,0.54425,0.639,0.349,0.469,0.44275,0.23025,0.28125,0.7677499999999999,0.256,0.42,0.479,0.20925,0.209,0.8945000000000001,0.3725,0.31625,0.27375,0.33725,0.32875,0.0959999999999999,0.23525,0.988,0.2229999999999999,0.279,0.497,0.54225,0.23025,0.4297499999999999,0.1185,0.253,0.11875,0.17125,0.3662499999999999,0.24925,0.51325,0.4549999999999999,0.1917499999999999,0.2105,0.247,0.2614999999999999,0.3864999999999999,0.156,0.2219999999999999,0.23025,0.33375,0.2105,0.288,0.3505,0.24875,0.3149999999999999,0.213,0.1907499999999999,0.1287499999999999,0.1765,0.18425,0.205,0.15775,0.04925,0.1144999999999999,0.18175,0.18125,0.1144999999999999,0.17175,0.2015,0.175,0.04425,0.11225,0.2495,0.1267499999999999,0.1347499999999999,0.1114999999999999,0.0969999999999999,0.2475,0.39125,0.47375,0.1397499999999999,0.0842499999999999,0.0817499999999999,0.0652499999999999,0.083,0.1882499999999999,0.1634999999999999,0.134,0.1255,0.16475,0.05325,0.8200000000000001,0.05475,0.132,0.60475,0.20525,0.0324999999999999,0.06125,0.0805,0.10025,0.1639999999999999,0.08,0.0504999999999999,0.17975,0.04325,0.0792499999999999,0.086,0.0657499999999999,0.261,0.09675,0.1985,0.0529999999999999,0.093,0.0772499999999999,0.0625,0.087,0.0615,0.073,0.0627499999999999,0.1302499999999999,0.1292499999999999,0.0745,0.02975,0.05875,0.0474999999999999,0.0524999999999999,0.0717499999999999,0.0665,0.0227499999999999,0.023,0.028,0.008
Volver (2006),0.837,0.9555,0.9555,0.9595,0.8322499999999999,0.9555,0.8322499999999999,0.7685,0.722,0.66575,0.9595,0.578,0.65075,0.433,0.542,0.63225,0.425,0.8382499999999999,0.558,0.88225,0.544,0.4659999999999999,0.31675,0.32625,0.542,0.302,0.4925,0.2847499999999999,0.3542499999999999,0.129,0.60225,0.398,0.3475,0.3269999999999999,0.17725,0.45575,0.3269999999999999,0.203,0.3329999999999999,0.9595,0.34775,0.2244999999999999,0.21575,0.23325,0.6395,0.23975,0.1684999999999999,0.3974999999999999,0.294,0.70075,0.3055,0.265,0.275,0.26825,0.21525,0.2804999999999999,0.26825,0.2254999999999999,0.1785,0.20975,0.22675,0.1332499999999999,0.17725,0.14125,0.188,0.195,0.21325,0.25225,0.2035,0.1109999999999999,0.1679999999999999,0.244,0.22625,0.203,0.31875,0.24425,0.21975,0.16375,0.3944999999999999,0.21475,0.5915,0.24175,0.05775,0.15225,0.1515,0.091,0.3389999999999999,0.1292499999999999,0.17075,0.25625,0.1074999999999999,0.0329999999999999,0.12,0.1154999999999999,0.0725,0.09625,0.14475,0.072,0.48175,0.0765,0.2339999999999999,0.1365,0.0762499999999999,0.1079999999999999,0.09625,0.1335,0.1262499999999999,0.1059999999999999,0.0825,0.1004999999999999,0.29,0.0509999999999999,0.0722499999999999,0.086,0.283,0.0725,0.129,0.10775,0.06175,0.085,0.0252499999999999,0.0454999999999999,0.14875,0.06025,0.09575,0.0419999999999999,0.1175,0.074,0.08875,0.16925,0.0544999999999999,0.0999999999999999,0.0574999999999999,0.0735,0.0852499999999999,0.04325,0.1272499999999999,0.2035,0.09875,0.0625,0.081,0.1845,0.03175,0.0807499999999999,0.0252499999999999,0.0765,0.04825,0.0539999999999999,0.03175
Candy (2006),0.871,0.94675,0.871,0.7549999999999999,0.871,0.7355,0.78175,0.871,0.7355,0.629,0.6675,0.7549999999999999,0.7907500000000001,0.8340000000000001,0.374,0.508,0.72525,0.3295,0.4915,0.42225,0.57025,0.4207499999999999,0.5185,0.1704999999999999,0.2115,0.34375,0.0989999999999999,0.4075,0.215,0.99525,0.191,0.21875,0.60775,0.4925,0.1119999999999999,0.3814999999999999,0.347,0.32775,0.238,0.1129999999999999,0.189,0.18675,0.246,0.125,0.265,0.2319999999999999,0.40175,0.16125,0.10275,0.3465,0.55975,0.22725,0.1892499999999999,0.204,0.183,0.499,0.1265,0.186,0.15725,0.199,0.1957499999999999,0.0787499999999999,0.125,0.09225,0.2214999999999999,0.10075,0.1144999999999999,0.0974999999999999,0.1272499999999999,0.0707499999999999,0.1139999999999999,0.08625,0.1285,0.0905,0.1365,0.061,0.18375,0.11825,0.1395,0.3735,0.064,0.1639999999999999,0.3375,0.1154999999999999,0.33175,0.16675,0.12175,0.0305,0.09025,0.12225,0.1029999999999999,0.11775,0.0687499999999999,0.10625,0.18025,0.11325,0.122,0.0705,0.0424999999999999,0.17675,0.1435,0.0429999999999999,0.0695,0.1074999999999999,0.0277499999999999,0.1159999999999999,0.0742499999999999,0.0767499999999999,0.05975,0.0287499999999999,0.0292499999999999,0.0257499999999999,0.028,0.05075,0.57975,0.0692499999999999,0.1917499999999999,0.0544999999999999,0.56075,0.04825,0.0439999999999999,0.0564999999999999,0.064,0.09475,0.0464999999999999,0.0384999999999999,0.0652499999999999,0.04075,0.03525,0.0404999999999999,0.06225,0.0695,0.03,0.1265,0.0339999999999999,0.0665,0.0255,0.062,0.0292499999999999,0.1272499999999999,0.0245,0.0725,0.03475,0.0247499999999999,0.0272499999999999,0.0222499999999999,0.0235,0.0195,0.0172499999999999
Twelve and Holding (2005),0.823,0.8665,0.7822499999999999,0.731,0.7415,0.8665,0.97575,0.7415,0.91125,0.7225,0.835,0.623,0.91,0.69075,0.633,0.61375,0.628,0.8055000000000001,0.5345,0.71325,0.511,0.52975,0.59925,0.8600000000000001,0.2165,0.38025,0.8585,0.309,0.91125,0.31675,0.1689999999999999,0.2229999999999999,0.25825,0.3179999999999999,0.551,0.4275,0.36275,0.552,0.3255,0.2845,0.49875,0.27125,0.294,0.2145,0.4702499999999999,0.3794999999999999,0.2524999999999999,0.15775,0.2055,0.2634999999999999,0.529,0.39825,0.36175,0.1997499999999999,0.3295,0.2095,0.2249999999999999,0.253,0.127,0.242,0.1639999999999999,0.1332499999999999,0.26925,0.17975,0.16125,0.2125,0.387,0.2564999999999999,0.20875,0.08625,0.23225,0.17225,0.46975,0.1285,0.36,0.53675,0.352,0.2504999999999999,0.2165,0.139,0.1134999999999999,0.2249999999999999,0.31,0.568,0.08825,0.0964999999999999,0.18275,0.3675,0.0672499999999999,0.0905,0.3984999999999999,0.064,0.2055,0.1569999999999999,0.1297499999999999,0.1139999999999999,0.4024999999999999,0.10525,0.1034999999999999,0.0702499999999999,0.1835,0.09925,0.09475,0.15675,0.155,0.18525,0.09925,0.093,0.05075,0.23025,0.03525,0.14625,0.03625,0.0984999999999999,0.1119999999999999,0.0705,0.2219999999999999,0.09825,0.11575,0.0925,0.133,0.03675,0.0635,0.1545,0.08975,0.12025,0.10825,0.03825,0.09075,0.1599999999999999,0.0832499999999999,0.0399999999999999,0.0842499999999999,0.151,0.124,0.0994999999999999,0.0255,0.0449999999999999,0.0439999999999999,0.09775,0.14675,0.064,0.0324999999999999,0.03375,0.0469999999999999,0.04225,0.05475,0.0314999999999999,0.0354999999999999
Babel (2006),0.9235,0.84125,0.941,0.89025,0.84125,0.945,0.84125,0.747,0.70925,0.747,0.69175,0.5835,0.72375,0.4255,0.47875,0.7809999999999999,0.362,0.61175,0.1985,0.51275,0.4935,0.5675,0.33875,0.3794999999999999,0.24075,0.3355,0.3209999999999999,0.3742499999999999,0.52875,0.17825,0.0832499999999999,0.41925,0.348,0.1465,0.30425,0.39675,0.30425,0.9485,0.31275,0.2664999999999999,0.1367499999999999,0.22275,0.49775,0.3149999999999999,0.369,0.39525,0.25,0.3722499999999999,0.70225,0.1905,0.1185,0.4585,0.17675,0.3522499999999999,0.177,0.8720000000000001,0.23575,0.18075,0.1955,0.23775,0.204,0.09,0.24,0.22925,0.16675,0.1385,0.1387499999999999,0.4217499999999999,0.1164999999999999,0.2339999999999999,0.16825,0.143,0.22175,0.14075,0.21525,0.26225,0.4539999999999999,0.144,0.86825,0.3015,0.6885,0.1654999999999999,0.21725,0.10825,0.14175,0.192,0.34675,0.0925,0.3735,0.0832499999999999,0.10075,0.0574999999999999,0.1669999999999999,0.1745,0.1322499999999999,0.079,0.33425,0.0579999999999999,0.4945,0.071,0.14775,0.1034999999999999,0.18475,0.1252499999999999,0.2279999999999999,0.238,0.20625,0.25125,0.0675,0.20525,0.12125,0.0539999999999999,0.1287499999999999,0.05075,0.09825,0.04525,0.2065,0.0544999999999999,0.0855,0.0519999999999999,0.05725,0.0354999999999999,0.346,0.0344999999999999,0.1265,0.0419999999999999,0.0755,0.092,0.013,0.05475,0.03225,0.0642499999999999,0.0272499999999999,0.04975,0.031,0.0474999999999999,0.05425,0.059,0.53025,0.067,0.1317499999999999,0.14275,0.0237499999999999,0.03,0.0275,0.0429999999999999,0.1415,0.05875,0.03425
"Death of Mr. Lazarescu, The (Moartea domnului Lazarescu) (2005)",0.8534999999999999,0.8787499999999999,0.8580000000000001,0.8787499999999999,0.8580000000000001,0.8787499999999999,0.8534999999999999,0.70025,0.8580000000000001,0.7869999999999999,0.51425,0.93325,0.33075,0.3535,0.4297499999999999,0.3175,0.5305,0.4712499999999999,0.7795000000000001,0.6815,0.3027499999999999,0.46675,0.3735,0.3035,0.4087499999999999,0.96025,0.23425,0.15025,0.38725,0.45525,0.83375,0.3045,0.308,0.16575,0.1089999999999999,0.349,0.24925,0.23525,0.3025,0.3285,0.17925,0.98125,0.26925,0.08875,0.363,0.2445,0.118,0.53825,0.3169999999999999,0.1024999999999999,0.27975,0.33325,0.1049999999999999,0.09625,0.3135,0.2185,0.141,0.186,0.51225,0.29625,0.1495,0.10025,0.11575,0.22175,0.26,0.10375,0.09125,0.308,0.08625,0.1745,0.05175,0.7145,0.0717499999999999,0.141,0.145,0.0835,0.2214999999999999,0.084,0.11475,0.2604999999999999,0.0429999999999999,0.24225,0.0324999999999999,0.132,0.174,0.1932499999999999,0.09675,0.017,0.373,0.21275,0.62675,0.16325,0.0584999999999999,0.1282499999999999,0.4275,0.1785,0.279,0.15175,0.05825,0.16675,0.0489999999999999,0.0732499999999999,0.261,0.10625,0.0252499999999999,0.0984999999999999,0.1175,0.0837499999999999,0.4065,0.03775,0.204,0.09075,0.11375,0.05975,0.1245,0.1094999999999999,0.0615,0.0632499999999999,0.11975,0.0339999999999999,0.1009999999999999,0.05075,0.191,0.1089999999999999,0.03125,0.0314999999999999,0.0702499999999999,0.067,0.0509999999999999,0.031,0.18375,0.10275,0.1644999999999999,0.0519999999999999,0.04275,0.32475,0.1094999999999999,0.04425,0.0755,0.0305,0.0499999999999999,0.0605,0.03675,0.062,0.0185,0.03875,0.04075,0.0187499999999999,0.0142499999999999
"Secret Life of Words, The (2005)",0.948,0.9335,0.8055000000000001,0.91225,0.8805000000000001,0.9335,0.91875,0.8805000000000001,0.8805000000000001,0.8374999999999999,0.8345,0.91225,0.78925,0.67825,0.58425,0.4735,0.7969999999999999,0.3169999999999999,0.5715,0.351,0.4345,0.46275,0.285,0.2825,0.4399999999999999,0.54425,0.243,0.55675,0.4872499999999999,0.1855,0.18575,0.198,0.35975,0.2754999999999999,0.1515,0.3894999999999999,0.3735,0.2704999999999999,0.3225,0.3409999999999999,0.271,0.31275,0.18425,0.2299999999999999,0.1669999999999999,0.1947499999999999,0.2574999999999999,0.25175,0.55675,0.371,0.38575,0.30725,0.44825,0.3475,0.1975,0.3369999999999999,0.27225,0.18025,0.3754999999999999,0.288,0.1445,0.309,0.2299999999999999,0.3964999999999999,0.26225,0.3095,0.2015,0.21525,0.0989999999999999,0.2095,0.14825,0.3705,0.17125,0.14625,0.11225,0.09375,0.38225,0.3562499999999999,0.2634999999999999,0.152,0.23275,0.3705,0.0584999999999999,0.1902499999999999,0.873,0.14925,0.178,0.04425,0.1325,0.1039999999999999,0.1014999999999999,0.14675,0.059,0.55675,0.21225,0.08975,0.05275,0.09625,0.2754999999999999,0.0812499999999999,0.1372499999999999,0.0939999999999999,0.0737499999999999,0.10075,0.0792499999999999,0.154,0.122,0.04825,0.08975,0.0747499999999999,0.23775,0.0424999999999999,0.082,0.1267499999999999,0.063,0.0812499999999999,0.05925,0.0875,0.24775,0.05075,0.14925,0.022,0.217,0.0735,0.2017499999999999,0.0687499999999999,0.1594999999999999,0.04725,0.0642499999999999,0.04375,0.1644999999999999,0.0939999999999999,0.172,0.14825,0.09125,0.0217499999999999,0.89625,0.05775,0.21525,0.021,0.0374999999999999,0.04825,0.029,0.03425,0.03275,0.0549999999999999,0.0292499999999999,0.0205,0.0102499999999999
Half Nelson (2006),0.901,0.901,0.8647499999999999,0.901,0.8647499999999999,0.901,0.96675,0.8647499999999999,0.7717499999999999,0.666,0.7055,0.901,0.94775,0.97475,0.52075,0.50175,0.59125,0.303,0.738,0.3722499999999999,0.602,0.45375,0.39625,0.505,0.25025,0.34025,0.191,0.3219999999999999,0.312,0.97775,0.14125,0.192,0.4569999999999999,0.25175,0.59775,0.28075,0.3542499999999999,0.21775,0.2815,0.2604999999999999,0.31825,0.1392499999999999,0.39675,0.4215,0.2027499999999999,0.21625,0.3672499999999999,0.21025,0.363,0.31525,0.075,0.32375,0.2017499999999999,0.31275,0.196,0.2907499999999999,0.236,0.23275,0.312,0.21075,0.249,0.4145,0.4215,0.15775,0.1347499999999999,0.3219999999999999,0.18175,0.28125,0.22325,0.16975,0.082,0.195,0.14325,0.16375,0.1099999999999999,0.1282499999999999,0.26275,0.265,0.24625,0.10325,0.70525,0.11275,0.2065,0.1267499999999999,0.0777499999999999,0.0964999999999999,0.3675,0.0414999999999999,0.12125,0.0822499999999999,0.38725,0.14325,0.1114999999999999,0.0939999999999999,0.2975,0.1644999999999999,0.09425,0.4315,0.1865,0.1119999999999999,0.0717499999999999,0.11975,0.0584999999999999,0.09575,0.1327499999999999,0.10225,0.0835,0.061,0.1079999999999999,0.1164999999999999,0.10875,0.128,0.0454999999999999,0.0489999999999999,0.11975,0.082,0.0775,0.1332499999999999,0.12225,0.1144999999999999,0.1265,0.0429999999999999,0.05175,0.0752499999999999,0.06025,0.139,0.0399999999999999,0.08875,0.0262499999999999,0.0469999999999999,0.069,0.0832499999999999,0.0369999999999999,0.192,0.073,0.0509999999999999,0.0642499999999999,0.083,0.0414999999999999,0.023,0.03925,0.093,0.05025,0.11975,0.0245,0.04575,0.05225,0.0329999999999999,0.0172499999999999
2:37 (2006),0.983,0.983,0.8440000000000001,0.983,0.8267500000000001,0.69375,0.983,0.7725,0.7325,0.7725,0.646,0.983,0.8062499999999999,0.5955,0.58125,0.87425,0.44275,0.369,0.7215,0.71375,0.3115,0.42,0.3944999999999999,0.33125,0.2045,0.48875,0.24425,0.2855,0.261,0.67525,0.32775,0.21325,0.44025,0.8672500000000001,0.983,0.187,0.3415,0.4952499999999999,0.1639999999999999,0.16225,0.1659999999999999,0.193,0.41925,0.14825,0.1392499999999999,0.13,0.23475,0.1845,0.1435,0.3545,0.18725,0.252,0.45825,0.7517499999999999,0.14525,0.4,0.1094999999999999,0.213,0.209,0.197,0.1317499999999999,0.23725,0.143,0.12275,0.24375,0.0855,0.1355,0.0359999999999999,0.0815,0.14425,0.24175,0.1154999999999999,0.10975,0.0935,0.2445,0.0835,0.1917499999999999,0.32675,0.11425,0.2734999999999999,0.03275,0.0529999999999999,0.1034999999999999,0.15025,0.11975,0.47,0.0257499999999999,0.0777499999999999,0.17625,0.14275,0.0842499999999999,0.09125,0.03525,0.1215,0.8165,0.0262499999999999,0.0272499999999999,0.1049999999999999,0.05725,0.083,0.0857499999999999,0.11675,0.126,0.1664999999999999,0.17625,0.1064999999999999,0.1935,0.0595,0.16775,0.09775,0.019,0.0569999999999999,0.028,0.0409999999999999,0.09425,0.0459999999999999,0.063,0.06225,0.0647499999999999,0.199,0.09525,0.0267499999999999,0.09675,0.1765,0.143,0.28,0.03625,0.04375,0.03225,0.32825,0.2055,0.03725,0.18025,0.0262499999999999,0.0172499999999999,0.151,0.012,0.03025,0.0175,0.18575,0.0167499999999999,0.092,0.0145,0.024,0.04725,0.24275,0.0237499999999999,0.069,0.0687499999999999
