movieId,original,greed,drama,good,islam,weird,culture clash,vengeance,sacrifice,runaway,wartime,melancholic,betrayal,mentor,independent film,dialogue,period piece,surveillance,prejudice,adaptation,catastrophe,chase,weapons,pornography,fight scenes,survival,light,drinking,unlikely friendships,british,life & death,fun movie,very funny,death,predictable,first contact,life philosophy,not funny,stereotypes,nudity (full frontal - brief),fantasy world,transformation,absurd,family,underrated,childhood,quirky,camp,good music,film noir,irish accent,too long,alternate history,classic car,awesome soundtrack,censorship,desert,ensemble cast,alter ego,rebellion,russian,doctors,sexy,dysfunctional family,multiple storylines,brothers,1930s,hospital,prison,california,nudity (topless - brief),indians,foul language,teen movie,creativity,queer,farce,computer animation,women,small town,hotel,simple,tokyo,radio,island,race,bollywood,80s,writers,memory,blindness,oil,mad scientist,wilderness,pulp,new jersey,best of 2005,road movie,directorial debut,addiction,finnish,hunting,interracial romance,atheism,nudity (rear),internet,potential oscar nom,kidnapping,lawyer,texas,graphic novel,new york city,god,australia,stoner movie,notable nudity,dreams,divorce,time,workplace,made for tv,buddy movie,san francisco,french,trilogy,snakes,stand-up comedy,immortality,adoption,cancer,documentary,robert downey jr,father daughter relationship,no plot,unlikeable characters,too short,hip hop,ghosts/afterlife,wine,kick-butt women,los angeles,fashion,prostitution,goth,homeless,reality tv,remake,single father,shopping
"Valachi Papers,The (1972)",0.989,0.87825,0.80975,0.78725,0.69275,0.71425,0.68375,0.91475,0.69275,0.75875,0.54525,0.503,0.97925,0.8262499999999999,0.4225,0.60075,0.631,0.99925,0.368,0.94125,0.589,0.8015000000000001,0.3532499999999999,0.6715,0.7275,0.469,0.45625,0.28425,0.636,0.22525,0.2684999999999999,0.38025,0.61275,0.56,0.495,0.3592499999999999,0.47975,0.35775,0.45875,0.397,0.31275,0.21275,0.1295,0.8775,0.4395,0.2239999999999999,0.25425,0.204,0.14875,0.1382499999999999,0.33675,0.15025,0.1614999999999999,0.46625,0.14875,0.2339999999999999,0.06225,0.201,0.12225,0.1495,0.21125,0.55975,0.57375,0.25575,0.2644999999999999,0.30125,0.9095,0.2259999999999999,0.8227500000000001,0.1255,0.37775,0.135,0.373,0.49,0.12125,0.1535,0.3732499999999999,0.256,0.27475,0.1875,0.139,0.0989999999999999,0.05025,0.283,0.1664999999999999,0.4245,0.0314999999999999,0.291,0.1785,0.136,0.3185,0.092,0.184,0.16625,0.41325,0.54525,0.0305,0.0989999999999999,0.21775,0.497,0.04125,0.0752499999999999,0.134,0.1345,0.3595,0.15075,0.0959999999999999,0.21025,0.508,0.44125,0.2015,0.27675,0.1345,0.187,0.1925,0.3369999999999999,0.09025,0.0559999999999999,0.10325,0.061,0.1962499999999999,0.57825,0.287,0.0677499999999999,0.03275,0.1159999999999999,0.2264999999999999,0.08825,0.04625,0.2085,0.0655,0.0852499999999999,0.0374999999999999,0.0182499999999999,0.05675,0.03625,0.0295,0.061,0.18675,0.0675,0.10975,0.05925,0.059,0.0172499999999999,0.05075,0.03575,0.22175,0.026,0.0404999999999999
"Bridge Too Far, A (1977)",0.9595,0.9155,0.9155,0.9155,0.97725,0.8280000000000001,0.85175,0.61275,0.97725,0.85175,0.97725,0.5985,0.561,0.6495,0.77,0.624,0.9595,0.511,0.8560000000000001,0.83375,0.57675,0.4832499999999999,0.692,0.3994999999999999,0.43225,0.3874999999999999,0.5075,0.4195,0.32775,0.79925,0.1992499999999999,0.3465,0.3219999999999999,0.25425,0.27675,0.4187499999999999,0.28025,0.36975,0.2965,0.35475,0.304,0.30225,0.1972499999999999,0.16575,0.3745,0.254,0.1892499999999999,0.21125,0.299,0.16675,0.2185,0.4317499999999999,0.3205,0.17775,0.299,0.212,0.484,0.7445,0.2035,0.29125,0.2977499999999999,0.363,0.1922499999999999,0.217,0.28725,0.154,0.3565,0.237,0.15475,0.2199999999999999,0.25375,0.21575,0.17175,0.14675,0.1584999999999999,0.1775,0.17375,0.349,0.1139999999999999,0.1387499999999999,0.1785,0.08975,0.1049999999999999,0.3605,0.1614999999999999,0.22475,0.05775,0.24875,0.084,0.1215,0.23875,0.1589999999999999,0.16275,0.09575,0.09775,0.1574999999999999,0.177,0.3005,0.08925,0.076,0.1634999999999999,0.0805,0.1992499999999999,0.0835,0.16925,0.10525,0.10075,0.09375,0.069,0.10075,0.0775,0.0755,0.0514999999999999,0.20975,0.1079999999999999,0.1699999999999999,0.0682499999999999,0.0767499999999999,0.10925,0.05925,0.1312499999999999,0.0757499999999999,0.1175,0.0645,0.1134999999999999,0.0662499999999999,0.087,0.0544999999999999,0.0559999999999999,0.0399999999999999,0.0705,0.0802499999999999,0.0389999999999999,0.0514999999999999,0.082,0.0905,0.0364999999999999,0.06025,0.0474999999999999,0.0509999999999999,0.0549999999999999,0.0707499999999999,0.04825,0.0665,0.0265,0.0319999999999999,0.0494999999999999,0.0252499999999999,0.0349999999999999
Sammy and Rosie Get Laid (1987),0.8965000000000001,0.8069999999999999,0.65075,0.66925,0.8625,0.8420000000000001,0.8069999999999999,0.8965000000000001,0.69075,0.8069999999999999,0.69075,0.8507499999999999,0.84975,0.4742499999999999,0.61875,0.596,0.95125,0.62325,0.431,0.554,0.4399999999999999,0.4147499999999999,0.3005,0.731,0.5825,0.56925,0.6975,0.54175,0.5205,0.982,0.5595,0.2865,0.48575,0.557,0.3319999999999999,0.2704999999999999,0.385,0.3195,0.40625,0.1515,0.3984999999999999,0.18025,0.4862499999999999,0.1639999999999999,0.4745,0.25475,0.4589999999999999,0.0974999999999999,0.52225,0.3105,0.23075,0.0949999999999999,0.0677499999999999,0.10975,0.52225,0.155,0.05325,0.4295,0.4257499999999999,0.2867499999999999,0.1709999999999999,0.26875,0.615,0.4044999999999999,0.58225,0.092,0.18625,0.27125,0.1134999999999999,0.0772499999999999,0.64475,0.2907499999999999,0.1215,0.306,0.24625,0.504,0.3452499999999999,0.211,0.595,0.0735,0.1927499999999999,0.0845,0.10025,0.05025,0.1365,0.0775,0.18475,0.34325,0.21925,0.186,0.28225,0.0524999999999999,0.201,0.08825,0.2345,0.073,0.079,0.11275,0.17725,0.3904999999999999,0.024,0.1435,0.53075,0.15625,0.33975,0.078,0.22775,0.062,0.0692499999999999,0.0682499999999999,0.44275,0.27675,0.15625,0.1084999999999999,0.08925,0.3455,0.0974999999999999,0.7685,0.141,0.0539999999999999,0.027,0.04275,0.085,0.0925,0.1455,0.151,0.06,0.2584999999999999,0.0439999999999999,0.0645,0.0489999999999999,0.0379999999999999,0.10775,0.05025,0.0939999999999999,0.0157499999999999,0.04675,0.05075,0.0827499999999999,0.0662499999999999,0.0409999999999999,0.1855,0.1327499999999999,0.0479999999999999,0.03275,0.0852499999999999,0.031,0.1387499999999999,0.04275
"Americanization of Emily, The (1964)",0.8919999999999999,0.89025,0.8647499999999999,0.8607499999999999,0.9525,0.89025,0.89025,0.8647499999999999,0.9525,0.89025,0.96725,0.8365,0.50225,0.475,0.72525,0.7849999999999999,0.562,0.46075,0.635,0.5265,0.506,0.3522499999999999,0.5635,0.5075,0.58375,0.5235,0.634,0.72525,0.603,0.692,0.40925,0.40075,0.56375,0.4975,0.35475,0.4087499999999999,0.4117499999999999,0.373,0.4732499999999999,0.3075,0.2865,0.287,0.70225,0.1024999999999999,0.471,0.2,0.7925,0.3565,0.1902499999999999,0.5445,0.1935,0.2269999999999999,0.2947499999999999,0.142,0.153,0.26125,0.3055,0.44075,0.186,0.1997499999999999,0.12225,0.5195,0.68575,0.4365,0.37975,0.12025,0.143,0.469,0.1505,0.2604999999999999,0.5205,0.089,0.1004999999999999,0.1337499999999999,0.15775,0.26875,0.364,0.14925,0.593,0.26725,0.4265,0.1545,0.1902499999999999,0.236,0.16425,0.0449999999999999,0.05075,0.15525,0.3175,0.296,0.17125,0.16725,0.181,0.16325,0.1525,0.16625,0.40525,0.10775,0.2289999999999999,0.1039999999999999,0.3205,0.216,0.192,0.0745,0.1205,0.1225,0.1619999999999999,0.03275,0.1109999999999999,0.0845,0.09525,0.1609999999999999,0.05625,0.09825,0.06075,0.31125,0.1594999999999999,0.25,0.268,0.1815,0.09575,0.09275,0.1054999999999999,0.118,0.118,0.0424999999999999,0.0747499999999999,0.0439999999999999,0.24175,0.10825,0.0434999999999999,0.1205,0.074,0.05425,0.17025,0.0504999999999999,0.12025,0.05675,0.17925,0.04575,0.0815,0.1175,0.0702499999999999,0.05825,0.073,0.04075,0.0235,0.0414999999999999,0.07
Battleground (1949),0.8145,0.8325,0.9895,0.8325,0.9795,0.99875,0.8325,0.7495,0.9795,0.8325,0.9795,0.6645,0.57825,0.5735,0.8325,0.50525,0.8554999999999999,0.24825,0.74175,0.416,0.44725,0.50825,0.4105,0.24725,0.74325,0.8242499999999999,0.7645,0.53325,0.32875,0.4207499999999999,0.1937499999999999,0.2425,0.21675,0.3665,0.3415,0.238,0.4485,0.3565,0.134,0.20875,0.3914999999999999,0.2485,0.2125,0.17775,0.1564999999999999,0.3575,0.29425,0.35475,0.1475,0.7645,0.31875,0.12,0.08625,0.1195,0.516,0.426,0.20675,0.68125,0.433,0.0509999999999999,0.32675,0.09575,0.1599999999999999,0.14825,0.182,0.2314999999999999,0.47175,0.25725,0.14175,0.0949999999999999,0.11675,0.2754999999999999,0.06175,0.176,0.19,0.2185,0.2314999999999999,0.33475,0.185,0.213,0.119,0.10825,0.251,0.2254999999999999,0.24375,0.06075,0.12475,0.0792499999999999,0.12175,0.1545,0.0832499999999999,0.10825,0.0832499999999999,0.287,0.14675,0.16225,0.2375,0.1377499999999999,0.0677499999999999,0.0595,0.6085,0.1397499999999999,0.1975,0.062,0.3315,0.09275,0.31675,0.09275,0.075,0.2847499999999999,0.05075,0.03525,0.05975,0.03475,0.0707499999999999,0.09975,0.11175,0.091,0.0772499999999999,0.0742499999999999,0.18425,0.0885,0.03275,0.184,0.23875,0.04975,0.18275,0.0642499999999999,0.0647499999999999,0.0252499999999999,0.03125,0.0725,0.019,0.0314999999999999,0.0339999999999999,0.04175,0.131,0.04575,0.128,0.0559999999999999,0.084,0.12175,0.0454999999999999,0.0695,0.0137499999999999,0.0595,0.014,0.03625,0.0305
"Caine Mutiny, The (1954)",0.951,0.951,0.94675,0.94675,0.6295,0.951,0.9375,0.951,0.7909999999999999,0.90025,0.90825,0.8042499999999999,0.647,0.7515000000000001,0.8160000000000001,0.94875,0.2915,0.94875,0.7909999999999999,0.9565,0.46075,0.2987499999999999,0.40375,0.3784999999999999,0.22725,0.1967499999999999,0.815,0.752,0.54675,0.362,0.26175,0.23275,0.4265,0.2905,0.2329999999999999,0.21325,0.2855,0.397,0.24575,0.2997499999999999,0.2284999999999999,0.358,0.3185,0.21575,0.39875,0.18025,0.68,0.16925,0.2614999999999999,0.53125,0.22475,0.15225,0.2035,0.20775,0.2614999999999999,0.527,0.09575,0.45525,0.37925,0.15,0.1149999999999999,0.20325,0.25675,0.212,0.1679999999999999,0.1629999999999999,0.2234999999999999,0.2027499999999999,0.1555,0.2855,0.257,0.0875,0.1937499999999999,0.1855,0.1385,0.2299999999999999,0.141,0.181,0.1139999999999999,0.237,0.2329999999999999,0.1505,0.068,0.15475,0.10075,0.1377499999999999,0.1947499999999999,0.1614999999999999,0.2455,0.0817499999999999,0.16775,0.0842499999999999,0.21875,0.0847499999999999,0.092,0.2229999999999999,0.0807499999999999,0.09925,0.14175,0.1992499999999999,0.075,0.08875,0.14925,0.10125,0.1402499999999999,0.09075,0.0785,0.08725,0.78525,0.1144999999999999,0.0389999999999999,0.16425,0.05725,0.04575,0.10425,0.1129999999999999,0.0777499999999999,0.11925,0.0905,0.1525,0.2012499999999999,0.1265,0.4247499999999999,0.06025,0.03525,0.061,0.11275,0.0489999999999999,0.065,0.1619999999999999,0.0399999999999999,0.17225,0.05725,0.0797499999999999,0.1297499999999999,0.18525,0.026,0.04675,0.0697499999999999,0.04375,0.0449999999999999,0.0225,0.04925,0.0687499999999999,0.0474999999999999,0.0494999999999999,0.0529999999999999,0.02975,0.0135
Escape from Alcatraz (1979),0.945,0.945,0.8892500000000001,0.8892500000000001,0.578,0.91075,0.8892500000000001,0.945,0.50875,0.7305,0.292,0.65525,0.74025,0.9115,0.7305,0.6155,0.3712499999999999,0.69875,0.5385,0.768,0.4892499999999999,0.74075,0.586,0.4732499999999999,0.586,0.6905,0.6495,0.61525,0.70475,0.365,0.52925,0.5385,0.40275,0.4409999999999999,0.30525,0.20625,0.40375,0.352,0.40625,0.2897499999999999,0.306,0.2907499999999999,0.216,0.2204999999999999,0.49475,0.3545,0.29525,0.14,0.30225,0.29025,0.24575,0.1609999999999999,0.1332499999999999,0.48075,0.2837499999999999,0.1382499999999999,0.1225,0.292,0.249,0.39575,0.185,0.2334999999999999,0.187,0.15025,0.2269999999999999,0.56375,0.1525,0.2905,0.99925,0.254,0.23375,0.17225,0.57025,0.23725,0.2524999999999999,0.1505,0.15375,0.1505,0.10375,0.365,0.18475,0.25275,0.09825,0.156,0.7005,0.27575,0.10875,0.22925,0.22175,0.18575,0.156,0.0419999999999999,0.11775,0.1985,0.2055,0.25,0.06075,0.17525,0.2244999999999999,0.27475,0.18625,0.1505,0.0569999999999999,0.059,0.1347499999999999,0.145,0.0915,0.237,0.2,0.1257499999999999,0.05025,0.14475,0.0529999999999999,0.1175,0.36,0.1064999999999999,0.2125,0.0705,0.1395,0.0625,0.0885,0.26525,0.7825,0.0444999999999999,0.10675,0.0822499999999999,0.10425,0.05825,0.0464999999999999,0.1297499999999999,0.05775,0.14225,0.0469999999999999,0.0777499999999999,0.05475,0.05425,0.11675,0.14075,0.0295,0.05675,0.09125,0.05525,0.05025,0.0305,0.1594999999999999,0.0514999999999999,0.04475,0.0217499999999999,0.0519999999999999
Memphis Belle (1990),0.893,0.893,0.893,0.893,0.89425,0.74125,0.74125,0.69525,0.89425,0.74125,0.98675,0.38725,0.37975,0.9025,0.74125,0.6615,0.939,0.51075,0.88775,0.59725,0.71725,0.68025,0.68025,0.241,0.68025,0.744,0.38475,0.2175,0.514,0.656,0.2007499999999999,0.51075,0.40825,0.1987499999999999,0.4335,0.50775,0.28825,0.349,0.57525,0.38175,0.31825,0.3502499999999999,0.1654999999999999,0.47875,0.23425,0.3954999999999999,0.2015,0.14975,0.1877499999999999,0.09125,0.284,0.1589999999999999,0.39425,0.1992499999999999,0.2684999999999999,0.15275,0.28325,0.68675,0.1367499999999999,0.156,0.1709999999999999,0.3117499999999999,0.1297499999999999,0.18525,0.33225,0.23775,0.205,0.242,0.1295,0.2724999999999999,0.1745,0.2995,0.244,0.3552499999999999,0.1935,0.1875,0.09525,0.2279999999999999,0.17375,0.16275,0.12225,0.1995,0.1835,0.4835,0.184,0.3165,0.0662499999999999,0.238,0.1564999999999999,0.18425,0.09725,0.144,0.0944999999999999,0.0855,0.10975,0.20775,0.0797499999999999,0.09075,0.09475,0.0444999999999999,0.1119999999999999,0.088,0.21725,0.08625,0.188,0.17425,0.1109999999999999,0.1029999999999999,0.10475,0.1515,0.1044999999999999,0.0935,0.0499999999999999,0.3814999999999999,0.08825,0.149,0.0732499999999999,0.07,0.28325,0.0812499999999999,0.207,0.22125,0.118,0.03675,0.10825,0.0509999999999999,0.09625,0.0685,0.1154999999999999,0.06125,0.076,0.09575,0.05775,0.0737499999999999,0.04825,0.1875,0.05275,0.12025,0.0287499999999999,0.0605,0.10625,0.138,0.0459999999999999,0.0419999999999999,0.03825,0.068,0.076,0.0802499999999999,0.04225
Back to Bataan (1945),0.9155,0.92425,0.92425,0.92425,0.99675,0.92425,0.92425,0.9165,0.99675,0.92425,0.99675,0.8095000000000001,0.82725,0.72975,0.7995000000000001,0.62475,0.90025,0.3854999999999999,0.7709999999999999,0.60025,0.50375,0.54475,0.8,0.77275,0.721,0.2355,0.58175,0.45675,0.44475,0.71925,0.49775,0.30625,0.44625,0.7305,0.3077499999999999,0.2204999999999999,0.1302499999999999,0.3389999999999999,0.705,0.609,0.436,0.147,0.62325,0.69,0.16125,0.375,0.41325,0.49275,0.20875,0.3379999999999999,0.072,0.22825,0.1505,0.0954999999999999,0.46175,0.268,0.3794999999999999,0.433,0.1987499999999999,0.40825,0.26025,0.22975,0.4499999999999999,0.3389999999999999,0.361,0.3522499999999999,0.7355,0.18125,0.6205,0.726,0.262,0.191,0.22175,0.70075,0.11025,0.32275,0.4489999999999999,0.3229999999999999,0.142,0.31275,0.1815,0.08725,0.4702499999999999,0.46475,0.2,0.10275,0.0805,0.1972499999999999,0.21375,0.0815,0.3135,0.0424999999999999,0.1372499999999999,0.03625,0.29525,0.0727499999999999,0.0802499999999999,0.1367499999999999,0.184,0.0772499999999999,0.5205,0.23125,0.2815,0.09975,0.10575,0.09125,0.09925,0.04575,0.0855,0.4409999999999999,0.1897499999999999,0.21475,0.09975,0.7465,0.08,0.3562499999999999,0.09725,0.0832499999999999,0.0847499999999999,0.2304999999999999,0.03475,0.0384999999999999,0.23175,0.0742499999999999,0.2827499999999999,0.0499999999999999,0.0509999999999999,0.0499999999999999,0.0579999999999999,0.2945,0.131,0.0707499999999999,0.0504999999999999,0.03625,0.0364999999999999,0.1897499999999999,0.397,0.0272499999999999,0.02975,0.14375,0.086,0.0217499999999999,0.1039999999999999,0.03575,0.0409999999999999,0.0295,0.0802499999999999,0.0509999999999999,0.0454999999999999
Winter War (Talvisota) (1989),0.937,0.8705,0.8705,0.8705,0.989,0.8705,0.8705,0.82575,0.989,0.8705,0.989,0.69975,0.7155,0.4105,0.8705,0.54175,0.937,0.27775,0.7709999999999999,0.7822499999999999,0.4922499999999999,0.542,0.6375,0.53475,0.64025,0.62375,0.36875,0.3914999999999999,0.5935,0.26225,0.2224999999999999,0.1745,0.43325,0.29225,0.21,0.21175,0.3884999999999999,0.35575,0.3355,0.36375,0.31125,0.3642499999999999,0.21075,0.32875,0.25525,0.213,0.2524999999999999,0.211,0.1975,0.3289999999999999,0.23975,0.22625,0.3944999999999999,0.2495,0.20725,0.139,0.0954999999999999,0.1109999999999999,0.23725,0.14225,0.74825,0.1265,0.2185,0.24575,0.214,0.4067499999999999,0.16225,0.18175,0.12275,0.137,0.1965,0.28525,0.214,0.18275,0.186,0.194,0.1074999999999999,0.1649999999999999,0.1332499999999999,0.1644999999999999,0.1634999999999999,0.1505,0.18375,0.2239999999999999,0.199,0.12325,0.14575,0.1435,0.12125,0.093,0.1159999999999999,0.0742499999999999,0.121,0.15,0.135,0.1084999999999999,0.09175,0.10275,0.1342499999999999,0.0665,0.9985,0.294,0.20725,0.08825,0.14125,0.09075,0.10125,0.075,0.03075,0.076,0.183,0.0765,0.0494999999999999,0.1659999999999999,0.0822499999999999,0.21325,0.0725,0.08775,0.0745,0.0524999999999999,0.184,0.066,0.0697499999999999,0.12425,0.0677499999999999,0.0742499999999999,0.11475,0.05775,0.0677499999999999,0.0717499999999999,0.09275,0.05875,0.04225,0.0787499999999999,0.0404999999999999,0.1785,0.0569999999999999,0.0519999999999999,0.04575,0.0865,0.06175,0.03275,0.04825,0.0647499999999999,0.0292499999999999,0.0444999999999999,0.0444999999999999,0.0277499999999999,0.0359999999999999
How the West Was Won (1962),0.932,0.8365,0.817,0.81975,0.932,0.8365,0.8500000000000001,0.6095,0.8955,0.817,0.39425,0.8365,0.45625,0.48275,0.3532499999999999,0.57075,0.94775,0.3874999999999999,0.689,0.4145,0.6315,0.606,0.3635,0.3359999999999999,0.62025,0.2274999999999999,0.59425,0.56875,0.3595,0.31375,0.2095,0.57775,0.33125,0.282,0.62025,0.5085,0.30425,0.3452499999999999,0.2319999999999999,0.25725,0.44325,0.287,0.15375,0.8325,0.2935,0.533,0.36275,0.1195,0.354,0.15275,0.31,0.562,0.42125,0.22575,0.28425,0.1659999999999999,0.43525,0.5775,0.155,0.2055,0.0837499999999999,0.1004999999999999,0.135,0.56325,0.38075,0.4755,0.3854999999999999,0.14675,0.1129999999999999,0.551,0.15725,0.95425,0.09575,0.3025,0.21575,0.1679999999999999,0.14175,0.24775,0.18425,0.16425,0.092,0.1465,0.12125,0.132,0.1124999999999999,0.41925,0.4625,0.38,0.0969999999999999,0.1987499999999999,0.1555,0.0584999999999999,0.15125,0.38875,0.173,0.0695,0.0825,0.09175,0.12375,0.0579999999999999,0.09225,0.1704999999999999,0.41925,0.1397499999999999,0.1109999999999999,0.17575,0.10875,0.0964999999999999,0.08975,0.33025,0.0667499999999999,0.1465,0.216,0.14,0.0777499999999999,0.2514999999999999,0.1154999999999999,0.07,0.21375,0.04225,0.05975,0.0524999999999999,0.32575,0.076,0.1382499999999999,0.0637499999999999,0.0974999999999999,0.1372499999999999,0.1385,0.0757499999999999,0.0524999999999999,0.068,0.2085,0.0459999999999999,0.0424999999999999,0.04525,0.03875,0.0747499999999999,0.0255,0.1272499999999999,0.2475,0.09375,0.0529999999999999,0.0444999999999999,0.02975,0.0247499999999999,0.05925,0.1345,0.05675
Wake Island (1942),0.8835,0.904,0.904,0.904,0.9765,0.904,0.904,0.8002499999999999,0.9765,0.904,0.99225,0.8795,0.645,0.82175,0.8795,0.4862499999999999,0.8835,0.4595,0.507,0.3655,0.44775,0.74825,0.7555000000000001,0.5985,0.827,0.76525,0.5685,0.7967500000000001,0.44675,0.5165,0.1755,0.3645,0.3385,0.43625,0.5975,0.415,0.1725,0.3429999999999999,0.768,0.504,0.427,0.17325,0.14875,0.3015,0.1252499999999999,0.27325,0.196,0.5365,0.1955,0.5685,0.32575,0.21525,0.3139999999999999,0.30325,0.16025,0.24125,0.1277499999999999,0.27525,0.2345,0.3295,0.3702499999999999,0.156,0.24725,0.203,0.22525,0.2915,0.32675,0.245,0.2495,0.174,0.084,0.11525,0.1975,0.44825,0.1485,0.1307499999999999,0.1992499999999999,0.2145,0.03325,0.17425,0.1215,0.09275,0.364,0.4962499999999999,0.901,0.295,0.084,0.4539999999999999,0.1599999999999999,0.1639999999999999,0.127,0.03,0.3149999999999999,0.0257499999999999,0.204,0.03525,0.0615,0.15925,0.04175,0.2189999999999999,0.567,0.18725,0.2455,0.05975,0.23275,0.0925,0.04725,0.0554999999999999,0.0384999999999999,0.1475,0.0197499999999999,0.14475,0.0645,0.083,0.25925,0.38125,0.15075,0.0354999999999999,0.1714999999999999,0.2002499999999999,0.0695,0.44225,0.12325,0.064,0.1074999999999999,0.093,0.05975,0.0514999999999999,0.0747499999999999,0.0374999999999999,0.1282499999999999,0.0579999999999999,0.0324999999999999,0.0215,0.0842499999999999,0.05425,0.0359999999999999,0.04875,0.0082499999999999,0.10775,0.149,0.09825,0.04125,0.2045,0.03425,0.1402499999999999,0.0752499999999999,0.0262499999999999,0.0354999999999999
To End All Wars (2001),0.8947499999999999,0.8947499999999999,0.8947499999999999,0.8947499999999999,0.97475,0.80175,0.80175,0.8734999999999999,0.97475,0.80175,0.97475,0.71175,0.627,0.96525,0.71175,0.4067499999999999,0.70825,0.303,0.91275,0.4942499999999999,0.4635,0.2734999999999999,0.3702499999999999,0.8062499999999999,0.38875,0.8879999999999999,0.24175,0.4067499999999999,0.52775,0.66625,0.4465,0.1119999999999999,0.205,0.585,0.199,0.1925,0.5035,0.3492499999999999,0.17975,0.378,0.312,0.27475,0.27775,0.20925,0.15625,0.20725,0.1962499999999999,0.7887500000000001,0.184,0.24175,0.2975,0.154,0.1699999999999999,0.18275,0.184,0.09325,0.10925,0.25225,0.1337499999999999,0.2017499999999999,0.3672499999999999,0.22625,0.0994999999999999,0.1275,0.26875,0.3445,0.14925,0.371,0.59175,0.1382499999999999,0.0334999999999999,0.0662499999999999,0.2385,0.128,0.1584999999999999,0.21675,0.1257499999999999,0.15075,0.17125,0.1825,0.11925,0.1375,0.289,0.24375,0.065,0.26825,0.14875,0.0692499999999999,0.146,0.1865,0.16575,0.0464999999999999,0.09975,0.05575,0.10925,0.1865,0.06025,0.1815,0.0637499999999999,0.078,0.2915,0.1114999999999999,0.1089999999999999,0.24025,0.0737499999999999,0.137,0.177,0.0227499999999999,0.0217499999999999,0.0574999999999999,0.22975,0.0705,0.25275,0.0935,0.1094999999999999,0.04975,0.12175,0.06025,0.0242499999999999,0.08625,0.1589999999999999,0.0255,0.08825,0.0559999999999999,0.0645,0.03175,0.0722499999999999,0.0579999999999999,0.1195,0.09925,0.0755,0.12,0.03425,0.04225,0.0645,0.1385,0.2917499999999999,0.0767499999999999,0.0404999999999999,0.083,0.0305,0.0339999999999999,0.05475,0.04075,0.075,0.0949999999999999,0.0285,0.0192499999999999,0.0235
Musa the Warrior (Musa) (2001),0.923,0.73375,0.687,0.6695,0.72425,0.923,0.78575,0.7815000000000001,0.69175,0.50475,0.67225,0.923,0.6675,0.5725,0.5575,0.59875,0.8855,0.34875,0.69075,0.38175,0.47675,0.8225,0.8225,0.55775,0.9015,0.4087499999999999,0.496,0.6505,0.389,0.1932499999999999,0.3595,0.29425,0.3065,0.3349999999999999,0.44625,0.34175,0.554,0.35775,0.401,0.235,0.507,0.3415,0.10425,0.09875,0.27025,0.217,0.3335,0.2309999999999999,0.1755,0.1109999999999999,0.3615,0.7922499999999999,0.242,0.2794999999999999,0.2885,0.09875,0.80575,0.2564999999999999,0.286,0.1262499999999999,0.2279999999999999,0.16725,0.15075,0.179,0.44275,0.2125,0.1825,0.0835,0.1285,0.1392499999999999,0.1654999999999999,0.3125,0.1405,0.126,0.17625,0.267,0.10575,0.28425,0.204,0.1134999999999999,0.0584999999999999,0.12225,0.26975,0.0374999999999999,0.1624999999999999,0.1317499999999999,0.1124999999999999,0.0817499999999999,0.12,0.10475,0.14675,0.0837499999999999,0.0732499999999999,0.26175,0.15775,0.2435,0.1054999999999999,0.15325,0.2155,0.1129999999999999,0.10775,0.07,0.1265,0.06025,0.083,0.08825,0.1347499999999999,0.1385,0.03025,0.0675,0.2304999999999999,0.0339999999999999,0.06,0.1877499999999999,0.152,0.0544999999999999,0.1275,0.0434999999999999,0.0237499999999999,0.0574999999999999,0.0802499999999999,0.0895,0.093,0.09575,0.25975,0.0717499999999999,0.1049999999999999,0.189,0.078,0.0489999999999999,0.04325,0.12275,0.04525,0.1124999999999999,0.0474999999999999,0.16475,0.0775,0.0815,0.0702499999999999,0.294,0.0655,0.03425,0.03625,0.0852499999999999,0.028,0.0257499999999999,0.03475,0.0429999999999999,0.029
