movieId,pornography,sexy,original,melancholic,women,predictable,weird,good,vengeance,teen movie,mentor,independent film,greed,catastrophe,dialogue,runaway,drama,queer,betrayal,very funny,culture clash,unlikely friendships,adaptation,stereotypes,fantasy world,life philosophy,nudity (full frontal - brief),chase,drinking,quirky,not funny,fight scenes,light,fun movie,first contact,writers,notable nudity,life & death,family,dysfunctional family,absurd,transformation,multiple storylines,death,nudity (rear),divorce,camp,censorship,farce,addiction,weapons,internet,surveillance,prejudice,new jersey,pulp,classic car,interracial romance,computer animation,creativity,underrated,childhood,sacrifice,alter ego,california,doctors,awesome soundtrack,islam,hospital,irish accent,road movie,nudity (topless - brief),period piece,hotel,mad scientist,hip hop,unlikeable characters,80s,british,fashion,small town,new york city,too long,stand-up comedy,dreams,kick-butt women,shopping,foul language,good music,los angeles,alternate history,blindness,workplace,film noir,bollywood,memory,stoner movie,reality tv,prostitution,no plot,tokyo,graphic novel,directorial debut,wartime,island,simple,atheism,goth,prison,survival,indians,ensemble cast,san francisco,adoption,remake,wilderness,kidnapping,god,cancer,robert downey jr,immortality,brothers,texas,race,single father,wine,1930s,australia,too short,made for tv,finnish,father daughter relationship,buddy movie,potential oscar nom,rebellion,lawyer,russian,ghosts/afterlife,radio,documentary,snakes,desert,best of 2005,french,trilogy,homeless,time,hunting,oil
"Triumph of Love, The (2001)",0.4752499999999999,0.7965,0.7485,0.5325,0.4205,0.487,0.4044999999999999,0.38375,0.32975,0.23175,0.48675,0.7862499999999999,0.6785,0.394,0.5325,0.3645,0.7947500000000001,0.393,0.59075,0.3542499999999999,0.37075,0.17475,0.63325,0.121,0.3107499999999999,0.1975,0.1367499999999999,0.24675,0.2554999999999999,0.38775,0.32625,0.29225,0.2754999999999999,0.3834999999999999,0.2244999999999999,0.2554999999999999,0.3047499999999999,0.247,0.2475,0.1897499999999999,0.31925,0.3007499999999999,0.17275,0.10825,0.199,0.21025,0.153,0.11225,0.8614999999999999,0.0742499999999999,0.188,0.0657499999999999,0.14525,0.3249999999999999,0.0595,0.17675,0.16175,0.2309999999999999,0.195,0.179,0.0692499999999999,0.183,0.26375,0.365,0.13,0.09375,0.1134999999999999,0.11425,0.0514999999999999,0.0944999999999999,0.10175,0.22775,0.7285,0.1694999999999999,0.39925,0.082,0.0265,0.0727499999999999,0.10625,0.0504999999999999,0.10075,0.092,0.1525,0.0529999999999999,0.1282499999999999,0.0964999999999999,0.0265,0.0394999999999999,0.078,0.03675,0.12425,0.16925,0.0667499999999999,0.1297499999999999,0.2,0.14775,0.0732499999999999,0.05375,0.06225,0.14175,0.05625,0.04625,0.0722499999999999,0.0762499999999999,0.079,0.0885,0.0652499999999999,0.04525,0.0797499999999999,0.06225,0.077,0.0775,0.0499999999999999,0.0494999999999999,0.05075,0.22925,0.05875,0.10225,0.0339999999999999,0.218,0.0635,0.0795,0.10675,0.0454999999999999,0.11675,0.0725,0.1495,0.0464999999999999,0.03725,0.135,0.0509999999999999,0.0504999999999999,0.03925,0.04875,0.0842499999999999,0.1584999999999999,0.074,0.0389999999999999,0.05175,0.0595,0.04675,0.1225,0.0459999999999999,0.2027499999999999,0.0369999999999999,0.0489999999999999,0.0319999999999999,0.09,0.0514999999999999
Thief of Hearts (1984),0.88575,0.88575,0.73,0.7375,0.133,0.54925,0.7375,0.4702499999999999,0.38775,0.1252499999999999,0.3924999999999999,0.44575,0.5365,0.4034999999999999,0.5365,0.2475,0.1937499999999999,0.14675,0.386,0.2574999999999999,0.20975,0.1262499999999999,0.25175,0.0775,0.52025,0.32175,0.3169999999999999,0.28425,0.14175,0.2674999999999999,0.3255,0.353,0.26725,0.1084999999999999,0.25025,0.26775,0.258,0.252,0.0847499999999999,0.11675,0.17325,0.16825,0.11425,0.0989999999999999,0.2837499999999999,0.36,0.0807499999999999,0.10925,0.08875,0.0984999999999999,0.21025,0.22275,0.38775,0.0635,0.0765,0.216,0.087,0.172,0.18225,0.1302499999999999,0.081,0.12425,0.0625,0.11925,0.05925,0.0797499999999999,0.19,0.0767499999999999,0.1134999999999999,0.1195,0.05825,0.059,0.0635,0.09125,0.0705,0.204,0.0449999999999999,0.24925,0.084,0.0837499999999999,0.0509999999999999,0.06025,0.0815,0.08825,0.0655,0.072,0.11875,0.025,0.19,0.0404999999999999,0.10475,0.1684999999999999,0.072,0.1019999999999999,0.0574999999999999,0.10125,0.061,0.03875,0.0574999999999999,0.03925,0.0915,0.0292499999999999,0.0374999999999999,0.0529999999999999,0.0835,0.05525,0.0469999999999999,0.0369999999999999,0.0657499999999999,0.0424999999999999,0.0795,0.03475,0.8307500000000001,0.03275,0.0499999999999999,0.0777499999999999,0.178,0.03075,0.0237499999999999,0.04575,0.08625,0.04875,0.0257499999999999,0.03625,0.0324999999999999,0.0237499999999999,0.03725,0.031,0.017,0.0379999999999999,0.0454999999999999,0.016,0.10525,0.0574999999999999,0.0282499999999999,0.0569999999999999,0.03725,0.05625,0.04175,0.0227499999999999,0.0409999999999999,0.0344999999999999,0.0177499999999999,0.0172499999999999,0.0235,0.05225,0.0384999999999999,0.04675,0.0137499999999999
Wild Orchid (1990),0.99775,0.99775,0.59475,0.6355,0.5765,0.65475,0.6355,0.26375,0.7577499999999999,0.35775,0.44375,0.32875,0.565,0.45775,0.4885,0.23175,0.405,0.1337499999999999,0.30125,0.31825,0.25575,0.14625,0.33125,0.2435,0.629,0.28725,0.8115000000000001,0.2885,0.15375,0.17375,0.2875,0.35775,0.188,0.242,0.3335,0.32925,0.948,0.152,0.16725,0.1932499999999999,0.17675,0.25525,0.25425,0.237,0.8680000000000001,0.26875,0.1795,0.8674999999999999,0.1004999999999999,0.2125,0.2445,0.142,0.2395,0.1305,0.12275,0.286,0.1995,0.1912499999999999,0.1634999999999999,0.16225,0.1352499999999999,0.137,0.3249999999999999,0.15125,0.0855,0.2935,0.17275,0.3249999999999999,0.1205,0.12025,0.14975,0.16825,0.0827499999999999,0.4255,0.1175,0.091,0.0707499999999999,0.2614999999999999,0.0569999999999999,0.0685,0.091,0.17225,0.148,0.14225,0.15,0.1252499999999999,0.0817499999999999,0.14125,0.17275,0.1109999999999999,0.1392499999999999,0.12375,0.0737499999999999,0.1089999999999999,0.0787499999999999,0.1535,0.09275,0.10125,0.10975,0.10575,0.0959999999999999,0.1962499999999999,0.0489999999999999,0.0837499999999999,0.1495,0.073,0.1069999999999999,0.05025,0.081,0.04975,0.073,0.0767499999999999,0.09175,0.0529999999999999,0.24625,0.087,0.05825,0.10225,0.0449999999999999,0.0735,0.0742499999999999,0.03975,0.0479999999999999,0.0584999999999999,0.0559999999999999,0.072,0.0705,0.05325,0.0514999999999999,0.05025,0.03,0.04575,0.04875,0.0519999999999999,0.0167499999999999,0.2897499999999999,0.0449999999999999,0.1059999999999999,0.03375,0.016,0.027,0.0579999999999999,0.03875,0.0564999999999999,0.04625,0.02975,0.0524999999999999,0.0369999999999999,0.0212499999999999
Whore (1991),0.94375,0.94375,0.71275,0.45125,0.7305,0.5885,0.44325,0.2395,0.8207500000000001,0.2269999999999999,0.3545,0.284,0.38075,0.41925,0.3005,0.29025,0.23825,0.1815,0.25125,0.4235,0.196,0.178,0.3319999999999999,0.10075,0.38975,0.545,0.15775,0.4315,0.2304999999999999,0.32625,0.31875,0.1805,0.14,0.1134999999999999,0.31625,0.17625,0.22275,0.2704999999999999,0.10825,0.2,0.4845,0.16675,0.211,0.15975,0.1957499999999999,0.14175,0.1962499999999999,0.6445,0.16625,0.12125,0.24375,0.18075,0.10125,0.0677499999999999,0.197,0.28925,0.1932499999999999,0.04525,0.17525,0.16275,0.3625,0.10325,0.086,0.1962499999999999,0.10025,0.1074999999999999,0.09925,0.12025,0.062,0.1327499999999999,0.2907499999999999,0.0419999999999999,0.1525,0.0855,0.1932499999999999,0.0454999999999999,0.149,0.0544999999999999,0.1159999999999999,0.138,0.0964999999999999,0.09525,0.21625,0.1044999999999999,0.0652499999999999,0.067,0.1215,0.26675,0.25325,0.29725,0.0842499999999999,0.27125,0.1355,0.1257499999999999,0.05475,0.10175,0.0529999999999999,0.1124999999999999,0.979,0.05225,0.05175,0.2239999999999999,0.0787499999999999,0.0504999999999999,0.0697499999999999,0.0579999999999999,0.09275,0.1267499999999999,0.0652499999999999,0.0775,0.1322499999999999,0.0285,0.05275,0.22925,0.0364999999999999,0.08675,0.1579999999999999,0.17225,0.0319999999999999,0.09825,0.068,0.0822499999999999,0.03825,0.0319999999999999,0.0314999999999999,0.03475,0.059,0.0242499999999999,0.0247499999999999,0.05325,0.087,0.0202499999999999,0.0197499999999999,0.0215,0.0265,0.03775,0.0584999999999999,0.04775,0.0474999999999999,0.0625,0.05325,0.0237499999999999,0.04625,0.0354999999999999,0.03325,0.3585,0.0255,0.0319999999999999,0.11475
Harvard Man (2001),0.7582500000000001,0.7582500000000001,0.8167500000000001,0.39825,0.1684999999999999,0.70475,0.64475,0.422,0.502,0.37775,0.586,0.8062499999999999,0.5215,0.70475,0.5805,0.32775,0.4659999999999999,0.186,0.74225,0.278,0.422,0.3035,0.3129999999999999,0.4345,0.395,0.256,0.26375,0.352,0.1775,0.4385,0.33275,0.52025,0.2194999999999999,0.16775,0.70475,0.25625,0.1104999999999999,0.5215,0.30525,0.3129999999999999,0.2244999999999999,0.1387499999999999,0.53675,0.24125,0.11975,0.068,0.16075,0.1064999999999999,0.24325,0.83325,0.27725,0.4455,0.6215,0.11825,0.1594999999999999,0.2445,0.195,0.064,0.21925,0.12025,0.1377499999999999,0.1395,0.09175,0.3117499999999999,0.2229999999999999,0.10725,0.0964999999999999,0.137,0.118,0.1315,0.1175,0.1382499999999999,0.09175,0.0762499999999999,0.10875,0.3592499999999999,0.10475,0.075,0.0865,0.0237499999999999,0.10975,0.09875,0.147,0.1079999999999999,0.17975,0.2194999999999999,0.0539999999999999,0.211,0.09225,0.0584999999999999,0.1634999999999999,0.0657499999999999,0.0772499999999999,0.1415,0.1014999999999999,0.14225,0.1262499999999999,0.2355,0.071,0.1902499999999999,0.1159999999999999,0.0574999999999999,0.10375,0.0755,0.05375,0.11675,0.0767499999999999,0.03375,0.0832499999999999,0.1265,0.068,0.14825,0.03725,0.0865,0.059,0.0605,0.03875,0.207,0.0625,0.23875,0.05675,0.09725,0.0852499999999999,0.085,0.0295,0.06175,0.06,0.05225,0.0195,0.067,0.06,0.0994999999999999,0.0344999999999999,0.0875,0.0292499999999999,0.073,0.062,0.0384999999999999,0.0334999999999999,0.0605,0.1262499999999999,0.0329999999999999,0.0394999999999999,0.03375,0.06025,0.0665,0.0434999999999999,0.03,0.0389999999999999
Never Again (2001),0.8362499999999999,0.8362499999999999,0.728,0.84775,0.74225,0.396,0.39125,0.6905,0.3325,0.1735,0.49575,0.2885,0.3115,0.44425,0.4992499999999999,0.3814999999999999,0.5025,0.715,0.31925,0.4054999999999999,0.4419999999999999,0.5025,0.356,0.25075,0.28075,0.1775,0.60725,0.356,0.5645,0.46575,0.29925,0.181,0.6275,0.25875,0.258,0.31125,0.36175,0.21275,0.3159999999999999,0.1877499999999999,0.61725,0.1887499999999999,0.2855,0.2005,0.15375,0.3535,0.14925,0.0544999999999999,0.33375,0.1785,0.176,0.14475,0.31925,0.0682499999999999,0.17075,0.252,0.19,0.22725,0.2815,0.2694999999999999,0.394,0.12075,0.1965,0.11725,0.0657499999999999,0.14575,0.1054999999999999,0.082,0.2674999999999999,0.10175,0.0667499999999999,0.18225,0.082,0.10025,0.148,0.1282499999999999,0.1312499999999999,0.09875,0.0652499999999999,0.10525,0.09875,0.0677499999999999,0.0745,0.0705,0.1175,0.0652499999999999,0.473,0.09,0.1252499999999999,0.0414999999999999,0.13,0.12125,0.063,0.1144999999999999,0.0584999999999999,0.05575,0.083,0.1395,0.09775,0.0687499999999999,0.17925,0.4085,0.1987499999999999,0.0762499999999999,0.16625,0.05475,0.0595,0.05425,0.092,0.083,0.0389999999999999,0.04975,0.15925,0.14775,0.05825,0.06,0.025,0.0549999999999999,0.1245,0.1297499999999999,0.133,0.1225,0.0767499999999999,0.0722499999999999,0.0842499999999999,0.04975,0.0737499999999999,0.0232499999999999,0.0235,0.0364999999999999,0.0175,0.04575,0.05175,0.2234999999999999,0.0245,0.0215,0.04925,0.0935,0.09125,0.0994999999999999,0.0464999999999999,0.0282499999999999,0.024,0.0695,0.03025,0.1397499999999999,0.0305,0.0247499999999999,0.0177499999999999
Amy's O (a.k.a. Amy's Orgasm) (2001),0.8815,0.8815,0.70775,0.95275,0.87225,0.64375,0.5795,0.602,0.3205,0.37925,0.52075,0.821,0.5795,0.4375,0.45125,0.3205,0.382,0.21275,0.36475,0.413,0.382,0.369,0.43125,0.4165,0.27775,0.46375,0.33775,0.2847499999999999,0.1917499999999999,0.43925,0.31975,0.29325,0.37925,0.4365,0.3047499999999999,0.6275,0.39575,0.43775,0.4495,0.186,0.20625,0.23425,0.21,0.09825,0.1942499999999999,0.24725,0.2935,0.0925,0.1887499999999999,0.15325,0.25125,0.29425,0.31475,0.1069999999999999,0.20825,0.22125,0.2095,0.22375,0.4495,0.1775,0.09375,0.14825,0.236,0.26175,0.0822499999999999,0.16825,0.0944999999999999,0.236,0.11325,0.1049999999999999,0.0717499999999999,0.16825,0.0765,0.185,0.24125,0.15525,0.04875,0.0915,0.09175,0.072,0.0895,0.28925,0.0989999999999999,0.201,0.127,0.131,0.5525,0.062,0.0845,0.29425,0.25425,0.11675,0.09825,0.1134999999999999,0.141,0.22225,0.1149999999999999,0.148,0.1584999999999999,0.03625,0.0827499999999999,0.0737499999999999,0.1327499999999999,0.0762499999999999,0.15025,0.1134999999999999,0.1977499999999999,0.03725,0.0712499999999999,0.1402499999999999,0.1074999999999999,0.05225,0.04175,0.0964999999999999,0.1009999999999999,0.2734999999999999,0.04325,0.1084999999999999,0.074,0.0852499999999999,0.0349999999999999,0.0737499999999999,0.0364999999999999,0.0344999999999999,0.05175,0.1009999999999999,0.0645,0.0305,0.3335,0.0775,0.028,0.0464999999999999,0.04075,0.0595,0.0389999999999999,0.04025,0.03525,0.081,0.533,0.0257499999999999,0.0182499999999999,0.0062499999999999,0.0359999999999999,0.0449999999999999,0.0399999999999999,0.03425,0.028,0.0197499999999999,0.0247499999999999
Swimfan (2002),0.59425,0.69975,0.7295,0.8492500000000001,0.3015,0.8545,0.8492500000000001,0.75125,0.518,0.99225,0.45025,0.23875,0.59175,0.75125,0.37275,0.382,0.357,0.16675,0.50375,0.6465,0.29225,0.15275,0.3309999999999999,0.519,0.301,0.3097499999999999,0.3365,0.3732499999999999,0.28725,0.2309999999999999,0.3325,0.253,0.25075,0.3005,0.40275,0.3844999999999999,0.2025,0.1694999999999999,0.3025,0.23975,0.2684999999999999,0.17225,0.28,0.27325,0.174,0.3592499999999999,0.214,0.0687499999999999,0.145,0.10025,0.253,0.50775,0.356,0.16275,0.5175,0.24525,0.1535,0.1014999999999999,0.21925,0.1755,0.0915,0.0785,0.1977499999999999,0.14875,0.23425,0.172,0.121,0.1185,0.6885,0.11625,0.1154999999999999,0.0677499999999999,0.08775,0.12125,0.085,0.28625,0.09775,0.1292499999999999,0.1009999999999999,0.1377499999999999,0.172,0.0692499999999999,0.1599999999999999,0.16175,0.1312499999999999,0.1009999999999999,0.1574999999999999,0.1985,0.121,0.05925,0.1387499999999999,0.1109999999999999,0.0735,0.1124999999999999,0.08775,0.10225,0.079,0.069,0.071,0.1225,0.064,0.0394999999999999,0.076,0.0665,0.1335,0.12125,0.08775,0.1154999999999999,0.0837499999999999,0.081,0.09375,0.04875,0.1119999999999999,0.0845,0.3505,0.0272499999999999,0.298,0.0627499999999999,0.0469999999999999,0.0459999999999999,0.078,0.0675,0.0949999999999999,0.076,0.1525,0.04075,0.03575,0.05875,0.0725,0.06225,0.015,0.04975,0.0384999999999999,0.0579999999999999,0.04175,0.0895,0.063,0.1064999999999999,0.1245,0.024,0.03225,0.0399999999999999,0.0635,0.03725,0.03225,0.0275,0.0419999999999999,0.0262499999999999,0.0374999999999999
Claire of the Moon (1992),0.93675,0.768,0.62825,0.84375,0.8975,0.68625,0.52125,0.54725,0.636,0.24425,0.429,0.93725,0.46425,0.43925,0.7882499999999999,0.296,0.296,0.80975,0.4549999999999999,0.2674999999999999,0.4619999999999999,0.20375,0.504,0.3934999999999999,0.38825,0.4044999999999999,0.26975,0.3329999999999999,0.12225,0.2857499999999999,0.32125,0.3215,0.26775,0.13,0.3874999999999999,0.78375,0.32875,0.261,0.2185,0.21175,0.1895,0.1689999999999999,0.23625,0.217,0.5575,0.17575,0.22875,0.146,0.1435,0.351,0.273,0.184,0.1714999999999999,0.17725,0.12325,0.278,0.2375,0.383,0.1977499999999999,0.24375,0.10975,0.20475,0.2125,0.1285,0.09525,0.14525,0.1629999999999999,0.20425,0.05675,0.26025,0.09775,0.4307499999999999,0.18175,0.31625,0.2845,0.09175,0.04125,0.1225,0.1124999999999999,0.17375,0.17275,0.1164999999999999,0.27425,0.15,0.187,0.16825,0.08925,0.0627499999999999,0.09925,0.0767499999999999,0.16925,0.083,0.0657499999999999,0.1285,0.142,0.128,0.11825,0.08975,0.0715,0.14875,0.088,0.0389999999999999,0.0855,0.10375,0.1245,0.133,0.0969999999999999,0.2724999999999999,0.10325,0.0954999999999999,0.072,0.0514999999999999,0.08975,0.0564999999999999,0.0544999999999999,0.0672499999999999,0.03125,0.1099999999999999,0.10775,0.04375,0.1114999999999999,0.0817499999999999,0.0662499999999999,0.0544999999999999,0.0627499999999999,0.0262499999999999,0.0742499999999999,0.0822499999999999,0.089,0.062,0.0677499999999999,0.03375,0.016,0.0379999999999999,0.02975,0.0419999999999999,0.0642499999999999,0.067,0.06025,0.012,0.0255,0.05675,0.0364999999999999,0.03725,0.059,0.026,0.0354999999999999,0.092,0.0687499999999999
Endless Love (1981),0.7847500000000001,0.7847500000000001,0.6875,0.68675,0.377,0.7215,0.68675,0.8765000000000001,0.45375,0.8127500000000001,0.54675,0.15975,0.2574999999999999,0.46375,0.31875,0.3,0.45375,0.21425,0.33825,0.27325,0.2324999999999999,0.2965,0.6965,0.121,0.3715,0.29925,0.2314999999999999,0.4565,0.1825,0.1915,0.2955,0.32275,0.15225,0.21675,0.4145,0.16325,0.556,0.134,0.65025,0.22325,0.1882499999999999,0.1895,0.2204999999999999,0.2135,0.16575,0.181,0.40175,0.197,0.1505,0.0785,0.26025,0.21125,0.1049999999999999,0.0847499999999999,0.1114999999999999,0.27725,0.253,0.14675,0.1942499999999999,0.15175,0.0494999999999999,0.1912499999999999,0.119,0.1355,0.17925,0.142,0.1175,0.10925,0.267,0.11875,0.0959999999999999,0.2877499999999999,0.0772499999999999,0.14175,0.1545,0.17225,0.0454999999999999,0.43875,0.0642499999999999,0.0424999999999999,0.05625,0.1569999999999999,0.11675,0.1355,0.0857499999999999,0.0735,0.1367499999999999,0.04925,0.0722499999999999,0.086,0.21525,0.2299999999999999,0.11075,0.124,0.072,0.1609999999999999,0.05975,0.061,0.12275,0.10375,0.0835,0.0419999999999999,0.0702499999999999,0.0677499999999999,0.1579999999999999,0.1004999999999999,0.1094999999999999,0.0494999999999999,0.1525,0.0712499999999999,0.08675,0.0549999999999999,0.09,0.09025,0.20475,0.09975,0.0559999999999999,0.0807499999999999,0.0667499999999999,0.0842499999999999,0.0775,0.1084999999999999,0.04775,0.05875,0.173,0.0554999999999999,0.05425,0.0354999999999999,0.05075,0.03375,0.03125,0.0835,0.0494999999999999,0.0275,0.0419999999999999,0.0635,0.0554999999999999,0.0625,0.10475,0.0287499999999999,0.10425,0.0439999999999999,0.0177499999999999,0.029,0.0404999999999999,0.0329999999999999,0.03925,0.024,0.05125
Lady Chatterley's Lover (1981),0.97575,0.97575,0.562,0.64725,0.4237499999999999,0.37,0.64725,0.3319999999999999,0.3974999999999999,0.278,0.51875,0.15125,0.51725,0.4429999999999999,0.31625,0.25125,0.246,0.392,0.712,0.2445,0.3395,0.16675,0.70525,0.14875,0.27625,0.1962499999999999,0.7655000000000001,0.17375,0.23025,0.186,0.3155,0.19,0.22425,0.11525,0.2644999999999999,0.20625,0.31875,0.118,0.16925,0.191,0.195,0.2867499999999999,0.1915,0.0944999999999999,0.426,0.6265,0.0584999999999999,0.80325,0.42325,0.0777499999999999,0.18425,0.139,0.16075,0.1377499999999999,0.0504999999999999,0.209,0.20325,0.4255,0.1569999999999999,0.31725,0.182,0.21475,0.0865,0.133,0.0802499999999999,0.20625,0.0989999999999999,0.1922499999999999,0.12075,0.2035,0.0627499999999999,0.0615,0.7677499999999999,0.15725,0.078,0.0999999999999999,0.0314999999999999,0.11675,0.37675,0.4167499999999999,0.0389999999999999,0.08675,0.185,0.0722499999999999,0.0949999999999999,0.05025,0.1272499999999999,0.0544999999999999,0.05575,0.03875,0.1357499999999999,0.1965,0.10025,0.09475,0.1009999999999999,0.0652499999999999,0.03875,0.03,0.08625,0.0449999999999999,0.0692499999999999,0.0772499999999999,0.0715,0.1362499999999999,0.141,0.0509999999999999,0.0792499999999999,0.025,0.0795,0.0747499999999999,0.0765,0.04875,0.05875,0.0499999999999999,0.1669999999999999,0.03775,0.069,0.08675,0.0484999999999999,0.0379999999999999,0.0949999999999999,0.04375,0.0404999999999999,0.0389999999999999,0.03075,0.0755,0.24825,0.0374999999999999,0.0112499999999999,0.10475,0.0117499999999999,0.0969999999999999,0.0334999999999999,0.0262499999999999,0.03575,0.11625,0.03275,0.04225,0.03425,0.0215,0.0177499999999999,0.0344999999999999,0.156,0.0379999999999999,0.03325,0.0212499999999999,0.03425,0.0454999999999999,0.0185
Private Lessons (1981),0.9775,0.9775,0.6535,0.2774999999999999,0.176,0.43975,0.298,0.236,0.3365,0.94625,0.50325,0.63625,0.3365,0.4295,0.24925,0.2684999999999999,0.17175,0.1245,0.42025,0.306,0.18575,0.4445,0.3984999999999999,0.15275,0.735,0.246,0.17325,0.2485,0.0842499999999999,0.20875,0.32675,0.1987499999999999,0.1355,0.2125,0.2684999999999999,0.16675,0.4505,0.64025,0.16925,0.1322499999999999,0.15275,0.22375,0.1714999999999999,0.2875,0.1985,0.0489999999999999,0.41125,0.0832499999999999,0.2334999999999999,0.076,0.16475,0.135,0.42025,0.0559999999999999,0.17675,0.20775,0.1377499999999999,0.0722499999999999,0.1525,0.09075,0.063,0.4812499999999999,0.15925,0.0855,0.0797499999999999,0.23325,0.0835,0.0707499999999999,0.06,0.14825,0.0792499999999999,0.06225,0.0339999999999999,0.1372499999999999,0.11175,0.1897499999999999,0.068,0.2895,0.04925,0.04825,0.04975,0.02975,0.137,0.1415,0.2007499999999999,0.087,0.14725,0.05225,0.0835,0.02975,0.0999999999999999,0.089,0.04425,0.1089999999999999,0.0374999999999999,0.10775,0.18375,0.05875,0.069,0.10725,0.1365,0.03375,0.09525,0.0394999999999999,0.0584999999999999,0.086,0.0324999999999999,0.04425,0.1049999999999999,0.0635,0.04075,0.05125,0.0265,0.0292499999999999,0.0439999999999999,0.03575,0.0865,0.0207499999999999,0.0334999999999999,0.03425,0.093,0.0459999999999999,0.0212499999999999,0.0255,0.0197499999999999,0.0285,0.04175,0.0195,0.0177499999999999,0.0359999999999999,0.12175,0.03825,0.122,0.017,0.028,0.0227499999999999,0.06125,0.029,0.0227499999999999,0.0095,0.0252499999999999,0.0135,0.04425,0.03725,0.0267499999999999,0.0187499999999999,0.029,0.02,0.02
Rich and Famous (1981),0.66825,0.5455,0.66875,0.93625,0.98025,0.59425,0.4515,0.60475,0.674,0.8959999999999999,0.66125,0.6115,0.674,0.5455,0.70575,0.5715,0.8200000000000001,0.4429999999999999,0.40375,0.26675,0.41225,0.96675,0.52875,0.0817499999999999,0.3452499999999999,0.46275,0.6555,0.29425,0.3015,0.218,0.31925,0.2012499999999999,0.25675,0.1372499999999999,0.31625,0.6825,0.24475,0.31425,0.2254999999999999,0.178,0.151,0.2,0.1385,0.1755,0.5255,0.2965,0.578,0.361,0.10675,0.14925,0.16875,0.1342499999999999,0.40375,0.405,0.279,0.20875,0.0994999999999999,0.3027499999999999,0.1355,0.2987499999999999,0.37825,0.285,0.1265,0.3635,0.10825,0.18275,0.14375,0.4639999999999999,0.1164999999999999,0.0984999999999999,0.1175,0.60625,0.38475,0.3057499999999999,0.11175,0.17275,0.235,0.33825,0.23275,0.36675,0.091,0.2905,0.1099999999999999,0.0747499999999999,0.04075,0.1922499999999999,0.2967499999999999,0.7855000000000001,0.0782499999999999,0.2564999999999999,0.078,0.09925,0.06025,0.14525,0.0745,0.11025,0.084,0.05975,0.0999999999999999,0.09175,0.2115,0.0102499999999999,0.06025,0.0727499999999999,0.068,0.0559999999999999,0.153,0.04075,0.0845,0.0767499999999999,0.1009999999999999,0.1955,0.20725,0.174,0.3369999999999999,0.03675,0.05225,0.0915,0.1307499999999999,0.1775,0.30825,0.0615,0.05275,0.10575,0.1149999999999999,0.10875,0.22925,0.0364999999999999,0.0464999999999999,0.0439999999999999,0.09625,0.0469999999999999,0.03525,0.06125,0.0842499999999999,0.24425,0.0524999999999999,0.0172499999999999,0.0539999999999999,0.0767499999999999,0.298,0.1277499999999999,0.2495,0.077,0.02975,0.026,0.06125,0.0245,0.03375
Body of Evidence (1993),0.9935,0.9935,0.697,0.3077499999999999,0.365,0.7375,0.5375,0.295,0.70775,0.2614999999999999,0.46975,0.1345,0.561,0.435,0.528,0.247,0.45275,0.1345,0.907,0.3299999999999999,0.28125,0.1714999999999999,0.3495,0.1975,0.3349999999999999,0.34775,0.60525,0.3095,0.1564999999999999,0.243,0.34375,0.2264999999999999,0.1935,0.22725,0.30125,0.21475,0.71875,0.24875,0.252,0.17925,0.148,0.20425,0.264,0.5765,0.65675,0.662,0.42625,0.5185,0.1609999999999999,0.281,0.31475,0.15075,0.20625,0.09525,0.0989999999999999,0.26,0.1937499999999999,0.1129999999999999,0.1785,0.14925,0.089,0.1079999999999999,0.1169999999999999,0.1835,0.0787499999999999,0.31775,0.0695,0.09375,0.16175,0.1395,0.0802499999999999,0.1535,0.0777499999999999,0.1044999999999999,0.184,0.11675,0.0865,0.11275,0.0905,0.0935,0.075,0.088,0.18725,0.1094999999999999,0.0944999999999999,0.08625,0.11025,0.09625,0.1282499999999999,0.0605,0.179,0.1887499999999999,0.08875,0.24775,0.0815,0.1485,0.0994999999999999,0.16325,0.10725,0.14,0.0655,0.15325,0.0439999999999999,0.0745,0.0925,0.0765,0.09775,0.04625,0.09475,0.0655,0.0564999999999999,0.0675,0.1079999999999999,0.05225,0.26775,0.0595,0.1154999999999999,0.1084999999999999,0.07,0.06025,0.0785,0.05925,0.03475,0.05125,0.0539999999999999,0.04125,0.0605,0.04575,0.05625,0.0569999999999999,0.0374999999999999,0.0414999999999999,0.03475,0.0519999999999999,0.0262499999999999,0.748,0.0524999999999999,0.0705,0.04675,0.017,0.0444999999999999,0.016,0.0652499999999999,0.03325,0.0404999999999999,0.0232499999999999,0.0489999999999999,0.0344999999999999,0.03525
