movieId,original,weird,greed,vengeance,drama,good,betrayal,culture clash,melancholic,runaway,surveillance,dialogue,pornography,independent film,mentor,drinking,chase,quirky,light,fight scenes,adaptation,very funny,catastrophe,good music,weapons,life & death,awesome soundtrack,unlikely friendships,fun movie,addiction,foul language,death,absurd,life philosophy,film noir,classic car,underrated,multiple storylines,alter ego,sexy,sacrifice,nudity (full frontal - brief),predictable,irish accent,nudity (topless - brief),not funny,creativity,pulp,fantasy world,british,ensemble cast,islam,dysfunctional family,prejudice,california,survival,childhood,transformation,period piece,first contact,too long,small town,writers,stereotypes,hotel,directorial debut,queer,hospital,kidnapping,family,farce,brothers,prison,road movie,new jersey,dreams,censorship,doctors,stoner movie,80s,memory,new york city,teen movie,wartime,best of 2005,tokyo,wilderness,texas,simple,los angeles,alternate history,women,potential oscar nom,buddy movie,graphic novel,desert,1930s,hunting,lawyer,computer animation,bollywood,indians,blindness,trilogy,unlikeable characters,rebellion,divorce,internet,hip hop,nudity (rear),workplace,robert downey jr,no plot,kick-butt women,prostitution,race,russian,camp,cancer,oil,mad scientist,notable nudity,atheism,father daughter relationship,san francisco,australia,snakes,stand-up comedy,goth,island,homeless,time,french,adoption,documentary,radio,interracial romance,god,made for tv,immortality,wine,finnish,reality tv,ghosts/afterlife,shopping,remake,fashion,too short,single father
Old Boy (2003),0.9835,0.97075,0.97075,0.98975,0.97075,0.97075,0.979,0.97075,0.955,0.955,0.92375,0.95275,0.959,0.919,0.586,0.73,0.37725,0.78,0.3635,0.66375,0.49675,0.4375,0.45075,0.74775,0.37725,0.60975,0.74775,0.3635,0.26875,0.31225,0.235,0.30025,0.806,0.306,0.53675,0.387,0.32625,0.33625,0.44575,0.33325,0.46525,0.4785,0.36875,0.2289999999999999,0.3105,0.37875,0.4375,0.502,0.31425,0.27075,0.04825,0.20675,0.1965,0.196,0.1415,0.2985,0.40025,0.3329999999999999,0.1372499999999999,0.346,0.3605,0.0984999999999999,0.2339999999999999,0.1659999999999999,0.4297499999999999,0.208,0.1679999999999999,0.3007499999999999,0.67375,0.138,0.1634999999999999,0.1892499999999999,0.63325,0.12075,0.05925,0.39175,0.43775,0.209,0.2554999999999999,0.1292499999999999,0.4405,0.08975,0.1134999999999999,0.11775,0.66725,0.374,0.14325,0.0787499999999999,0.25125,0.0805,0.2289999999999999,0.1282499999999999,0.238,0.074,0.68575,0.1325,0.0885,0.1307499999999999,0.0787499999999999,0.1357499999999999,0.39075,0.1699999999999999,0.1865,0.479,0.05725,0.11525,0.08625,0.1385,0.079,0.1357499999999999,0.064,0.0637499999999999,0.2855,0.12125,0.09375,0.11975,0.09,0.077,0.078,0.05425,0.0885,0.059,0.1362499999999999,0.1367499999999999,0.06125,0.09175,0.075,0.11375,0.0514999999999999,0.0797499999999999,0.0715,0.0969999999999999,0.126,0.08875,0.0554999999999999,0.0267499999999999,0.0444999999999999,0.135,0.0632499999999999,0.0419999999999999,0.03875,0.0369999999999999,0.0675,0.0157499999999999,0.023,0.0534999999999999,0.0339999999999999,0.03125,0.0222499999999999
Layer Cake (2004),0.99375,0.97925,0.931,0.94075,0.863,0.931,0.98525,0.7622500000000001,0.7622500000000001,0.7927500000000001,0.9945,0.73525,0.73475,0.45675,0.7755000000000001,0.4489999999999999,0.776,0.7635000000000001,0.616,0.835,0.72925,0.32375,0.531,0.642,0.33925,0.2817499999999999,0.642,0.41925,0.586,0.941,0.4157499999999999,0.2857499999999999,0.20675,0.4225,0.4105,0.42225,0.40225,0.531,0.256,0.4755,0.2684999999999999,0.2135,0.28075,0.4367499999999999,0.3542499999999999,0.3299999999999999,0.26375,0.67725,0.3455,0.9125,0.4265,0.1887499999999999,0.19,0.17525,0.2244999999999999,0.138,0.212,0.22575,0.66525,0.2345,0.125,0.183,0.25225,0.41825,0.24425,0.747,0.2339999999999999,0.187,0.31425,0.1445,0.1257499999999999,0.15025,0.18175,0.15275,0.20375,0.11575,0.0935,0.2012499999999999,0.16975,0.1084999999999999,0.197,0.0974999999999999,0.11925,0.172,0.2339999999999999,0.093,0.1175,0.0875,0.1255,0.0732499999999999,0.1525,0.09225,0.2644999999999999,0.1684999999999999,0.0645,0.0785,0.12375,0.0519999999999999,0.1034999999999999,0.184,0.1342499999999999,0.05275,0.10875,0.1169999999999999,0.3575,0.09325,0.09425,0.2314999999999999,0.10725,0.133,0.0969999999999999,0.1895,0.27625,0.09075,0.0514999999999999,0.083,0.1245,0.10375,0.06,0.1455,0.0584999999999999,0.1357499999999999,0.06125,0.1335,0.0677499999999999,0.10175,0.0509999999999999,0.0752499999999999,0.03325,0.066,0.0419999999999999,0.0374999999999999,0.04675,0.064,0.0785,0.10725,0.0559999999999999,0.0449999999999999,0.0605,0.04275,0.10025,0.0717499999999999,0.0329999999999999,0.0434999999999999,0.0939999999999999,0.03625,0.05025,0.0655,0.0262499999999999
Memories of Murder (Salinui chueok) (2003),0.946,0.946,0.946,0.9615,0.946,0.946,0.96575,0.946,0.92275,0.90775,0.8520000000000001,0.90775,0.786,0.79775,0.7947500000000001,0.7609999999999999,0.76525,0.644,0.416,0.1922499999999999,0.40025,0.42525,0.42825,0.31975,0.22825,0.4882499999999999,0.31975,0.344,0.2224999999999999,0.2264999999999999,0.17425,0.43325,0.2105,0.2415,0.55525,0.33625,0.27825,0.23725,0.272,0.3195,0.30925,0.3602499999999999,0.126,0.2815,0.3159999999999999,0.3645,0.302,0.17825,0.2734999999999999,0.34775,0.062,0.4619999999999999,0.2564999999999999,0.20475,0.2754999999999999,0.1084999999999999,0.44175,0.289,0.25025,0.1952499999999999,0.205,0.5605,0.1932499999999999,0.172,0.21025,0.16675,0.15875,0.2827499999999999,0.26725,0.16675,0.125,0.16725,0.1755,0.208,0.15325,0.15325,0.15025,0.36,0.2554999999999999,0.33825,0.40125,0.078,0.1905,0.2234999999999999,0.0954999999999999,0.1927499999999999,0.263,0.1609999999999999,0.18425,0.1465,0.12,0.3562499999999999,0.1755,0.18025,0.078,0.11375,0.1342499999999999,0.2395,0.293,0.1325,0.1927499999999999,0.15075,0.1912499999999999,0.1305,0.026,0.0822499999999999,0.138,0.0935,0.09925,0.09825,0.09625,0.0665,0.10275,0.1175,0.14225,0.1054999999999999,0.173,0.059,0.0554999999999999,0.09475,0.0725,0.1044999999999999,0.074,0.0815,0.10425,0.17975,0.072,0.0742499999999999,0.0782499999999999,0.12225,0.0742499999999999,0.0379999999999999,0.1445,0.144,0.11375,0.21075,0.05975,0.04575,0.0845,0.028,0.09725,0.04125,0.03975,0.026,0.028,0.0215,0.0444999999999999,0.0262499999999999,0.025
City of Hope (1991),0.93075,0.821,0.95725,0.7822499999999999,0.869,0.7975000000000001,0.95725,0.821,0.8492500000000001,0.821,0.95725,0.70025,0.5925,0.92675,0.47075,0.74375,0.2804999999999999,0.651,0.58925,0.28225,0.432,0.54125,0.4722499999999999,0.33075,0.36375,0.59825,0.21275,0.5845,0.1885,0.50975,0.1084999999999999,0.4892499999999999,0.348,0.296,0.2895,0.25425,0.28925,0.3784999999999999,0.22925,0.263,0.5185,0.24975,0.414,0.2965,0.11025,0.3712499999999999,0.4295,0.214,0.3057499999999999,0.3065,0.7757499999999999,0.9525,0.63325,0.44425,0.3632499999999999,0.18275,0.2309999999999999,0.21925,0.24775,0.20775,0.09075,0.3754999999999999,0.48175,0.5485,0.11875,0.2837499999999999,0.51125,0.1679999999999999,0.0682499999999999,0.485,0.2817499999999999,0.4952499999999999,0.14775,0.2734999999999999,0.9855,0.10425,0.43625,0.21925,0.04275,0.1362499999999999,0.1357499999999999,0.384,0.289,0.1515,0.134,0.1485,0.0454999999999999,0.1835,0.2927499999999999,0.1064999999999999,0.1019999999999999,0.21825,0.21575,0.05125,0.05725,0.1917499999999999,0.28,0.182,0.1609999999999999,0.191,0.15175,0.2634999999999999,0.0499999999999999,0.0662499999999999,0.14325,0.24725,0.17175,0.0499999999999999,0.2604999999999999,0.0999999999999999,0.3225,0.1967499999999999,0.069,0.3532499999999999,0.14975,0.38675,0.05925,0.05275,0.0494999999999999,0.239,0.0915,0.04525,0.0474999999999999,0.0595,0.0817499999999999,0.1275,0.132,0.14375,0.03275,0.05925,0.0707499999999999,0.0404999999999999,0.05575,0.1164999999999999,0.0725,0.208,0.05025,0.0344999999999999,0.0895,0.0459999999999999,0.0687499999999999,0.077,0.0994999999999999,0.1574999999999999,0.142,0.0105,0.0459999999999999,0.0359999999999999,0.0237499999999999
Sin City (2005),0.99375,0.984,0.97025,0.99375,0.9665,0.9665,0.99125,0.968,0.98375,0.8472500000000001,0.99,0.8740000000000001,0.99,0.94,0.5895,0.701,0.9025,0.93775,0.9935,0.9935,0.819,0.7522500000000001,0.57975,0.42025,0.9025,0.59475,0.42025,0.3149999999999999,0.48275,0.34875,0.38225,0.32225,0.496,0.5295,0.855,0.4605,0.3645,0.93675,0.922,0.68125,0.5445,0.3625,0.4245,0.2514999999999999,0.37825,0.34175,0.4649999999999999,0.8260000000000001,0.51925,0.23875,0.63125,0.32225,0.303,0.2955,0.20375,0.3359999999999999,0.26925,0.40525,0.151,0.70125,0.21025,0.1515,0.4429999999999999,0.351,0.1845,0.2259999999999999,0.31625,0.1377499999999999,0.1589999999999999,0.26225,0.3259999999999999,0.16875,0.142,0.1574999999999999,0.179,0.1455,0.38975,0.1089999999999999,0.14325,0.0837499999999999,0.1024999999999999,0.12325,0.21375,0.10475,0.8845000000000001,0.3532499999999999,0.119,0.1312499999999999,0.11675,0.1347499999999999,0.289,0.3129999999999999,0.18575,0.1367499999999999,0.996,0.1372499999999999,0.15075,0.0717499999999999,0.03425,0.26225,0.09775,0.088,0.16925,0.2269999999999999,0.4295,0.15275,0.09675,0.18125,0.0815,0.0815,0.08775,0.2209999999999999,0.0795,0.181,0.4095,0.083,0.04975,0.09725,0.0787499999999999,0.0725,0.2165,0.0642499999999999,0.09275,0.20675,0.06175,0.0652499999999999,0.1815,0.10925,0.4679999999999999,0.069,0.04875,0.0245,0.0835,0.0574999999999999,0.0554999999999999,0.03675,0.05475,0.0524999999999999,0.04525,0.1044999999999999,0.0752499999999999,0.0459999999999999,0.05975,0.072,0.05375,0.0359999999999999,0.0539999999999999,0.0795,0.0172499999999999
"History of Violence, A (2005)",0.995,0.9205,0.87225,0.995,0.88225,0.8160000000000001,0.987,0.87225,0.87225,0.87225,0.98525,0.7589999999999999,0.98525,0.658,0.4267499999999999,0.637,0.554,0.58675,0.286,0.554,0.498,0.2744999999999999,0.4569999999999999,0.23775,0.554,0.257,0.1649999999999999,0.183,0.23825,0.25375,0.4255,0.33175,0.5945,0.287,0.26475,0.33325,0.3229999999999999,0.33025,0.4619999999999999,0.72875,0.3662499999999999,0.591,0.6435,0.154,0.24,0.29425,0.208,0.45875,0.253,0.1725,0.156,0.3309999999999999,0.60425,0.25225,0.247,0.2654999999999999,0.137,0.353,0.11775,0.2085,0.32825,0.916,0.31325,0.32125,0.22075,0.15775,0.3385,0.31125,0.33375,0.61075,0.17025,0.2289999999999999,0.11825,0.1397499999999999,0.20325,0.11325,0.57175,0.16375,0.1009999999999999,0.1149999999999999,0.22275,0.09325,0.146,0.0855,0.861,0.118,0.135,0.1965,0.1937499999999999,0.12125,0.10875,0.2269999999999999,0.2314999999999999,0.0832499999999999,0.92525,0.1335,0.09175,0.21775,0.50425,0.14725,0.0857499999999999,0.088,0.2229999999999999,0.0747499999999999,0.33425,0.08,0.364,0.089,0.08775,0.2155,0.129,0.1347499999999999,0.20575,0.155,0.1094999999999999,0.05825,0.08825,0.10825,0.08925,0.0732499999999999,0.12475,0.1877499999999999,0.0832499999999999,0.1129999999999999,0.0767499999999999,0.0722499999999999,0.0702499999999999,0.1104999999999999,0.0785,0.0625,0.04575,0.0262499999999999,0.04225,0.1649999999999999,0.0384999999999999,0.03525,0.124,0.0847499999999999,0.063,0.05575,0.04725,0.0245,0.21275,0.0235,0.0667499999999999,0.0399999999999999,0.04575,0.05725,0.10825
Kiss Kiss Bang Bang (2005),0.92425,0.9865,0.9865,0.92425,0.80525,0.94775,0.90725,0.9865,0.9865,0.78375,0.8407500000000001,0.89975,0.75275,0.8560000000000001,0.6775,0.32775,0.92575,0.98125,0.87225,0.691,0.58425,0.92025,0.589,0.2704999999999999,0.5425,0.26075,0.2704999999999999,0.393,0.6965,0.3415,0.7115,0.33025,0.90525,0.3017499999999999,0.93675,0.36175,0.46275,0.412,0.33575,0.67,0.31775,0.279,0.3385,0.509,0.99225,0.2564999999999999,0.40025,0.725,0.275,0.37275,0.2885,0.2794999999999999,0.3465,0.3435,0.546,0.0974999999999999,0.2485,0.2504999999999999,0.2405,0.3385,0.10775,0.2375,0.4935,0.53875,0.37575,0.774,0.9365,0.1372499999999999,0.32425,0.1962499999999999,0.7782500000000001,0.1485,0.127,0.1455,0.2027499999999999,0.147,0.3139999999999999,0.1535,0.1159999999999999,0.142,0.22975,0.1564999999999999,0.16025,0.1282499999999999,0.57175,0.10475,0.2209999999999999,0.1104999999999999,0.1139999999999999,0.932,0.2289999999999999,0.142,0.261,0.58775,0.1604999999999999,0.06,0.16875,0.0509999999999999,0.073,0.15125,0.15475,0.0735,0.1134999999999999,0.0434999999999999,0.1535,0.08625,0.0885,0.15625,0.17125,0.088,0.1044999999999999,0.99575,0.3482499999999999,0.0757499999999999,0.072,0.08775,0.136,0.11175,0.0464999999999999,0.0712499999999999,0.0697499999999999,0.0782499999999999,0.089,0.119,0.1292499999999999,0.0534999999999999,0.04525,0.084,0.10675,0.09325,0.0434999999999999,0.071,0.09975,0.0474999999999999,0.0625,0.05625,0.05625,0.04675,0.0655,0.0414999999999999,0.1034999999999999,0.08875,0.04875,0.0414999999999999,0.10325,0.0384999999999999,0.0627499999999999,0.0559999999999999,0.0182499999999999
"Bittersweet Life, A (Dalkomhan insaeng) (2005)",0.99125,0.96175,0.879,0.97975,0.8394999999999999,0.8394999999999999,0.98925,0.879,0.879,0.879,0.9515,0.879,0.9515,0.7729999999999999,0.8707499999999999,0.69275,0.845,0.68375,0.473,0.845,0.48775,0.406,0.423,0.46225,0.845,0.63,0.46225,0.8325,0.4429999999999999,0.1977499999999999,0.3249999999999999,0.596,0.31775,0.72725,0.5415,0.5435,0.3954999999999999,0.3105,0.4075,0.25925,0.33475,0.368,0.20825,0.37775,0.393,0.36975,0.66175,0.3844999999999999,0.40025,0.2435,0.10825,0.1139999999999999,0.3505,0.15175,0.1312499999999999,0.31975,0.6065,0.39575,0.16425,0.2264999999999999,0.24675,0.258,0.1535,0.31275,0.524,0.3149999999999999,0.33475,0.1962499999999999,0.25125,0.1694999999999999,0.16525,0.32975,0.15675,0.14325,0.1885,0.611,0.1594999999999999,0.21375,0.1644999999999999,0.1845,0.16975,0.10525,0.2095,0.152,0.3675,0.3615,0.177,0.12425,0.46575,0.0705,0.1175,0.25375,0.31325,0.11525,0.21375,0.1995,0.23075,0.1885,0.0885,0.17075,0.3405,0.134,0.271,0.22675,0.05125,0.15575,0.36575,0.0895,0.11825,0.1689999999999999,0.16025,0.074,0.10825,0.185,0.0797499999999999,0.083,0.3205,0.1535,0.1235,0.0712499999999999,0.11125,0.176,0.10175,0.11075,0.0735,0.0795,0.0765,0.17375,0.1885,0.0675,0.0732499999999999,0.0797499999999999,0.21775,0.06075,0.0797499999999999,0.0459999999999999,0.08825,0.10175,0.0885,0.4147499999999999,0.05025,0.08775,0.0295,0.1104999999999999,0.1164999999999999,0.03175,0.03125,0.04375,0.03925
"Proposition, The (2005)",0.98375,0.92975,0.8807499999999999,0.986,0.7795000000000001,0.8707499999999999,0.98075,0.8807499999999999,0.90875,0.8807499999999999,0.87225,0.732,0.92975,0.7517499999999999,0.4235,0.732,0.44975,0.6085,0.53125,0.18025,0.3655,0.3335,0.4115,0.33075,0.34125,0.2827499999999999,0.3269999999999999,0.27,0.1305,0.32775,0.4952499999999999,0.4455,0.3329999999999999,0.32525,0.2847499999999999,0.31525,0.33875,0.20675,0.16075,0.15575,0.3572499999999999,0.31825,0.375,0.72575,0.35375,0.37475,0.2634999999999999,0.44025,0.3682499999999999,0.50725,0.32525,0.174,0.393,0.2897499999999999,0.358,0.26875,0.17425,0.2534999999999999,0.2925,0.189,0.1975,0.3954999999999999,0.3319999999999999,0.30125,0.26375,0.2135,0.284,0.1699999999999999,0.4004999999999999,0.21275,0.239,0.6845,0.1997499999999999,0.392,0.1614999999999999,0.1195,0.15675,0.21475,0.149,0.1569999999999999,0.151,0.0857499999999999,0.1034999999999999,0.09875,0.419,0.16225,0.57675,0.3235,0.18575,0.08625,0.12,0.13,0.1664999999999999,0.04775,0.3355,0.91575,0.08975,0.304,0.1079999999999999,0.129,0.0662499999999999,0.37625,0.1305,0.1109999999999999,0.10525,0.11675,0.0762499999999999,0.0647499999999999,0.03225,0.091,0.06075,0.087,0.10275,0.1709999999999999,0.0875,0.1574999999999999,0.08925,0.141,0.09275,0.1322499999999999,0.093,0.05775,0.0677499999999999,0.093,0.0815,0.96025,0.16975,0.089,0.16425,0.0984999999999999,0.0642499999999999,0.03975,0.0484999999999999,0.12175,0.0569999999999999,0.0285,0.11875,0.0642499999999999,0.05475,0.0469999999999999,0.0705,0.0379999999999999,0.0262499999999999,0.0232499999999999,0.03075,0.015,0.03775,0.0404999999999999,0.0245
"Ice Harvest, The (2005)",0.93225,0.9515,0.8872500000000001,0.85375,0.62725,0.8652500000000001,0.93225,0.572,0.6825,0.7075,0.93225,0.6675,0.85775,0.85775,0.4645,0.689,0.49,0.9515,0.5335,0.30925,0.3552499999999999,0.71075,0.4985,0.119,0.2475,0.27825,0.119,0.1977499999999999,0.487,0.12025,0.5645,0.346,0.4549999999999999,0.34775,0.8935,0.3047499999999999,0.32525,0.33175,0.3037499999999999,0.55425,0.33775,0.3954999999999999,0.504,0.3864999999999999,0.35175,0.2294999999999999,0.3225,0.656,0.3455,0.10775,0.37775,0.1054999999999999,0.399,0.09975,0.3745,0.1275,0.14475,0.1997499999999999,0.15225,0.2594999999999999,0.12075,0.4499999999999999,0.394,0.1205,0.4145,0.16275,0.1935,0.15425,0.23975,0.26775,0.32625,0.1985,0.0935,0.308,0.25125,0.093,0.1059999999999999,0.1947499999999999,0.1674999999999999,0.10575,0.174,0.1714999999999999,0.1604999999999999,0.076,0.39575,0.09525,0.1825,0.24225,0.1337499999999999,0.18625,0.172,0.124,0.1805,0.286,0.17825,0.1735,0.1235,0.06225,0.629,0.187,0.05575,0.15775,0.1397499999999999,0.0574999999999999,0.31025,0.0685,0.2365,0.0974999999999999,0.10125,0.22875,0.1124999999999999,0.0767499999999999,0.1609999999999999,0.11175,0.09675,0.0732499999999999,0.0504999999999999,0.08675,0.05825,0.0775,0.09025,0.1272499999999999,0.1019999999999999,0.0285,0.0645,0.05275,0.05575,0.0767499999999999,0.08775,0.078,0.0695,0.0652499999999999,0.03275,0.09975,0.0319999999999999,0.0439999999999999,0.0484999999999999,0.04625,0.0677499999999999,0.0707499999999999,0.09825,0.0559999999999999,0.065,0.03575,0.24,0.0725,0.05575,0.0969999999999999,0.0305
Election (Hak se wui) (2005),0.9965,0.9825,0.9825,0.97175,0.893,0.893,0.97325,0.9825,0.9825,0.9825,0.99925,0.6415,0.76525,0.75275,0.55925,0.5565,0.8240000000000001,0.744,0.4845,0.711,0.51425,0.30225,0.433,0.39325,0.43425,0.24975,0.39325,0.4115,0.3884999999999999,0.28225,0.3169999999999999,0.4475,0.51775,0.4155,0.218,0.532,0.50975,0.49375,0.15925,0.4515,0.242,0.49275,0.24525,0.501,0.62525,0.33775,0.2375,0.3309999999999999,0.4034999999999999,0.47075,0.61825,0.3379999999999999,0.48275,0.286,0.3245,0.1255,0.258,0.191,0.1922499999999999,0.24925,0.1982499999999999,0.35275,0.3695,0.306,0.22875,0.3155,0.36575,0.1935,0.56725,0.1694999999999999,0.1925,0.274,0.1689999999999999,0.21825,0.23025,0.21575,0.3944999999999999,0.1659999999999999,0.21625,0.273,0.125,0.0777499999999999,0.25975,0.242,0.2855,0.3442499999999999,0.08925,0.09375,0.0994999999999999,0.09975,0.10275,0.21075,0.1277499999999999,0.04625,0.189,0.0885,0.2085,0.1579999999999999,0.14175,0.2199999999999999,0.45825,0.14275,0.10175,0.124,0.15075,0.0647499999999999,0.08925,0.0717499999999999,0.4579999999999999,0.347,0.10675,0.1555,0.11975,0.2514999999999999,0.0795,0.0974999999999999,0.2847499999999999,0.1322499999999999,0.08875,0.019,0.0842499999999999,0.16325,0.11875,0.1775,0.1535,0.3,0.0795,0.0564999999999999,0.1362499999999999,0.067,0.031,0.0474999999999999,0.1385,0.0817499999999999,0.267,0.0404999999999999,0.09425,0.11875,0.195,0.0875,0.0755,0.15825,0.03725,0.18425,0.0969999999999999,0.016,0.07,0.0504999999999999,0.029
Lucky Number Slevin (2006),0.97325,0.9505,0.97725,0.95925,0.8965000000000001,0.97725,0.9895,0.8965000000000001,0.91925,0.7582500000000001,0.9895,0.8340000000000001,0.8447499999999999,0.65925,0.6545,0.32375,0.92425,0.78,0.65575,0.8145,0.282,0.4077499999999999,0.62275,0.3695,0.68025,0.24875,0.3695,0.23525,0.70775,0.2,0.43125,0.29225,0.382,0.3984999999999999,0.581,0.4357499999999999,0.4405,0.52725,0.2455,0.587,0.32325,0.2279999999999999,0.54625,0.477,0.3057499999999999,0.26325,0.2837499999999999,0.58375,0.28725,0.30025,0.679,0.15925,0.18,0.17175,0.1515,0.1375,0.10875,0.2339999999999999,0.2324999999999999,0.24675,0.14325,0.1355,0.3035,0.32925,0.39125,0.2504999999999999,0.292,0.14475,0.2975,0.134,0.1639999999999999,0.14575,0.14975,0.087,0.21425,0.0672499999999999,0.0847499999999999,0.1885,0.0772499999999999,0.03775,0.3017499999999999,0.32625,0.1535,0.16025,0.24275,0.09475,0.074,0.073,0.1277499999999999,0.137,0.26175,0.0895,0.22325,0.15275,0.26425,0.0544999999999999,0.1302499999999999,0.05275,0.17225,0.1835,0.14575,0.09775,0.16625,0.0685,0.128,0.0529999999999999,0.09875,0.2907499999999999,0.15475,0.1245,0.066,0.1644999999999999,0.34375,0.1292499999999999,0.03975,0.172,0.1185,0.05125,0.06175,0.09725,0.0494999999999999,0.1059999999999999,0.10075,0.0665,0.0822499999999999,0.0837499999999999,0.0282499999999999,0.0687499999999999,0.05575,0.0554999999999999,0.0429999999999999,0.0755,0.062,0.0672499999999999,0.03175,0.0712499999999999,0.0514999999999999,0.0494999999999999,0.0685,0.05525,0.06075,0.0444999999999999,0.03725,0.1164999999999999,0.06075,0.0459999999999999,0.069,0.08825,0.03475
Brick (2005),0.95125,0.982,0.91225,0.91225,0.87775,0.91225,0.93975,0.8405,0.95125,0.70925,0.7795000000000001,0.92525,0.7705,0.92875,0.69975,0.5495,0.4605,0.79175,0.61925,0.754,0.40375,0.44025,0.4117499999999999,0.55025,0.21025,0.4054999999999999,0.55025,0.41725,0.31,0.756,0.4595,0.3515,0.49375,0.3525,0.982,0.3219999999999999,0.3335,0.305,0.268,0.363,0.2002499999999999,0.209,0.29125,0.1905,0.289,0.352,0.5295,0.61225,0.4365,0.3005,0.2485,0.10425,0.24225,0.087,0.8520000000000001,0.1654999999999999,0.391,0.22825,0.1765,0.247,0.0685,0.3315,0.51,0.27125,0.256,0.565,0.2155,0.09075,0.16275,0.208,0.17375,0.1064999999999999,0.10825,0.1669999999999999,0.2025,0.1967499999999999,0.16575,0.126,0.37475,0.1114999999999999,0.2345,0.0705,0.9395,0.09575,0.38775,0.1897499999999999,0.14375,0.10875,0.153,0.20825,0.15475,0.1054999999999999,0.1952499999999999,0.04925,0.084,0.09525,0.2664999999999999,0.0429999999999999,0.0275,0.208,0.0584999999999999,0.0665,0.0837499999999999,0.0647499999999999,0.15125,0.142,0.08775,0.244,0.2485,0.062,0.10075,0.16225,0.38075,0.0647499999999999,0.069,0.0632499999999999,0.082,0.1327499999999999,0.03475,0.0765,0.073,0.0574999999999999,0.0727499999999999,0.0489999999999999,0.0935,0.0544999999999999,0.03525,0.0835,0.1215,0.09,0.0459999999999999,0.0524999999999999,0.10425,0.0974999999999999,0.0554999999999999,0.0782499999999999,0.0275,0.0424999999999999,0.0479999999999999,0.0379999999999999,0.0695,0.0722499999999999,0.0235,0.0172499999999999,0.05775,0.0227499999999999,0.0752499999999999,0.04125,0.0177499999999999
"Departed, The (2006)",0.97675,0.9755,0.9755,0.97125,0.99575,0.99575,0.96825,0.99575,0.8895,0.99575,0.99575,0.8895,0.90425,0.7335,0.87575,0.64025,0.8245,0.57275,0.62675,0.8632500000000001,0.591,0.52325,0.64175,0.6115,0.7589999999999999,0.4097499999999999,0.53425,0.34575,0.58925,0.382,0.9375,0.33975,0.2249999999999999,0.32775,0.29725,0.3399999999999999,0.3605,0.4772499999999999,0.6315,0.40075,0.4852499999999999,0.53325,0.3285,0.75875,0.3465,0.34875,0.2975,0.202,0.21775,0.2684999999999999,0.7922499999999999,0.31225,0.21,0.357,0.22225,0.298,0.151,0.235,0.31225,0.207,0.72875,0.129,0.2005,0.38675,0.1935,0.20625,0.2887499999999999,0.1699999999999999,0.2375,0.22925,0.21575,0.2229999999999999,0.17325,0.073,0.22425,0.1357499999999999,0.1937499999999999,0.145,0.0847499999999999,0.1377499999999999,0.27225,0.1599999999999999,0.1272499999999999,0.17725,0.22725,0.1367499999999999,0.0905,0.1302499999999999,0.1094999999999999,0.122,0.3329999999999999,0.089,0.3225,0.207,0.1584999999999999,0.0765,0.1262499999999999,0.1049999999999999,0.24975,0.15125,0.27675,0.08825,0.14075,0.2254999999999999,0.11775,0.11325,0.1039999999999999,0.12225,0.11025,0.10025,0.0812499999999999,0.11275,0.1402499999999999,0.05875,0.059,0.17775,0.09825,0.0454999999999999,0.083,0.10775,0.061,0.086,0.11125,0.0915,0.127,0.03825,0.05725,0.0652499999999999,0.0672499999999999,0.0544999999999999,0.03375,0.0842499999999999,0.0772499999999999,0.06175,0.0519999999999999,0.0655,0.05175,0.04925,0.10775,0.03775,0.061,0.0242499999999999,0.0645,0.0479999999999999,0.023,0.603,0.0215,0.04775,0.03575
