movieId,original,good,very funny,weird,vengeance,teen movie,fun movie,light,mentor,runaway,greed,catastrophe,predictable,drama,fight scenes,chase,melancholic,culture clash,dialogue,family,unlikely friendships,pornography,betrayal,farce,quirky,independent film,stereotypes,childhood,fantasy world,adaptation,drinking,first contact,weapons,surveillance,life philosophy,sexy,absurd,computer animation,80s,sacrifice,alter ego,awesome soundtrack,life & death,death,creativity,transformation,survival,nudity (full frontal - brief),dysfunctional family,good music,queer,prejudice,classic car,underrated,california,small town,foul language,women,mad scientist,not funny,camp,new jersey,buddy movie,writers,road movie,period piece,islam,british,multiple storylines,pulp,internet,stoner movie,nudity (topless - brief),notable nudity,doctors,hospital,addiction,irish accent,simple,alternate history,hip hop,dreams,island,nudity (rear),brothers,censorship,memory,directorial debut,wartime,indians,hotel,divorce,ensemble cast,shopping,workplace,rebellion,stand-up comedy,new york city,ghosts/afterlife,bollywood,desert,kidnapping,race,wilderness,unlikeable characters,tokyo,film noir,fashion,too long,interracial romance,blindness,los angeles,prison,radio,goth,kick-butt women,robert downey jr,texas,single father,father daughter relationship,too short,graphic novel,adoption,snakes,1930s,cancer,time,atheism,australia,no plot,immortality,trilogy,god,san francisco,finnish,remake,potential oscar nom,hunting,best of 2005,reality tv,made for tv,russian,homeless,prostitution,lawyer,wine,documentary,oil,french
Simple Simon (I rymden finns inga känslor) (2010),0.8865000000000001,0.94925,0.8465,0.664,0.709,0.8565,0.8460000000000001,0.77325,0.54325,0.709,0.8402499999999999,0.671,0.4735,0.8402499999999999,0.665,0.3205,0.8402499999999999,0.709,0.32825,0.8667499999999999,0.95075,0.7335,0.367,0.57875,0.8402499999999999,0.8402499999999999,0.61675,0.48175,0.61775,0.48,0.8402499999999999,0.4519999999999999,0.252,0.35075,0.346,0.27475,0.2614999999999999,0.35875,0.4782499999999999,0.3914999999999999,0.23575,0.16675,0.6345,0.1714999999999999,0.218,0.296,0.18575,0.1485,0.546,0.3025,0.54725,0.3085,0.20625,0.28,0.56525,0.9635,0.29125,0.16975,0.2284999999999999,0.3395,0.299,0.33575,0.361,0.4925,0.17525,0.1972499999999999,0.52725,0.56375,0.155,0.1619999999999999,0.11375,0.1327499999999999,0.3754999999999999,0.0534999999999999,0.189,0.394,0.31275,0.1987499999999999,0.15675,0.081,0.017,0.1039999999999999,0.2574999999999999,0.3159999999999999,0.669,0.20725,0.3774999999999999,0.196,0.1639999999999999,0.0635,0.292,0.21825,0.0655,0.04825,0.06075,0.05425,0.28725,0.203,0.0637499999999999,0.80925,0.04525,0.23575,0.4325,0.0305,0.1465,0.25275,0.16425,0.061,0.1272499999999999,0.29225,0.069,0.0885,0.2022499999999999,0.1225,0.28525,0.22575,0.0272499999999999,0.5245,0.09075,0.25975,0.0295,0.027,0.4105,0.0632499999999999,0.17275,0.05075,0.2269999999999999,0.11375,0.09125,0.0192499999999999,0.1865,0.04275,0.04125,0.11275,0.17625,0.0319999999999999,0.1972499999999999,0.05175,0.0717499999999999,0.16475,0.04875,0.04725,0.02,0.03125,0.1835,0.05275,0.26475,0.0324999999999999,0.05025
What Women Want (a.k.a. I Know a Woman's Heart) (2011),0.8752500000000001,0.833,0.8560000000000001,0.78075,0.8752500000000001,0.95525,0.58975,0.71775,0.61425,0.82575,0.82575,0.63775,0.8,0.8752500000000001,0.55675,0.55675,0.59075,0.82575,0.39425,0.9485,0.54775,0.66775,0.63675,0.10425,0.2534999999999999,0.4972499999999999,0.4485,0.646,0.27675,0.6645,0.32025,0.55775,0.55675,0.59275,0.1897499999999999,0.51,0.23425,0.55025,0.0675,0.3115,0.70525,0.1019999999999999,0.566,0.593,0.79975,0.46525,0.55475,0.73625,0.2365,0.0765,0.1579999999999999,0.26525,0.1357499999999999,0.1947499999999999,0.18525,0.12175,0.0905,0.8932500000000001,0.15825,0.3159999999999999,0.15825,0.0792499999999999,0.04325,0.24925,0.0825,0.4157499999999999,0.3429999999999999,0.1245,0.17625,0.12425,0.47675,0.0354999999999999,0.17175,0.1835,0.1992499999999999,0.56225,0.1089999999999999,0.12025,0.2997499999999999,0.4449999999999999,0.06175,0.17775,0.3682499999999999,0.2005,0.14775,0.1619999999999999,0.1892499999999999,0.2804999999999999,0.3115,0.1144999999999999,0.141,0.27925,0.05175,0.1947499999999999,0.14875,0.0489999999999999,0.027,0.0969999999999999,0.3445,0.0974999999999999,0.0115,0.093,0.03025,0.14125,0.03525,0.0469999999999999,0.092,0.4882499999999999,0.3199999999999999,0.4105,0.153,0.307,0.1765,0.05225,0.03125,0.0712499999999999,0.0444999999999999,0.0267499999999999,0.2025,0.03525,0.2925,0.14225,0.09025,0.0115,0.1855,0.18175,0.04025,0.18,0.0142499999999999,0.05175,0.50125,0.04675,0.3455,0.03575,0.0195,0.92625,0.0217499999999999,0.0192499999999999,0.0215,0.04475,0.03075,0.0262499999999999,0.0057499999999999,0.059,0.0464999999999999,0.598,0.03875,0.0339999999999999,0.0855
Paul (2011),0.79725,0.7675000000000001,0.96775,0.6395,0.3924999999999999,0.66375,0.73575,0.93225,0.477,0.6395,0.5575,0.72975,0.72975,0.3924999999999999,0.72975,0.8807499999999999,0.6395,0.65975,0.6445,0.3195,0.38025,0.2339999999999999,0.18325,0.71775,0.81975,0.17625,0.6455,0.3702499999999999,0.36875,0.2455,0.63575,0.93275,0.4885,0.37675,0.53725,0.1735,0.65825,0.288,0.14,0.20525,0.5265,0.1579999999999999,0.261,0.1775,0.62325,0.55325,0.3485,0.1992499999999999,0.23625,0.1579999999999999,0.1564999999999999,0.1252499999999999,0.27,0.27575,0.3249999999999999,0.2125,0.668,0.1262499999999999,0.4625,0.21725,0.1805,0.184,0.3784999999999999,0.5815,0.947,0.2604999999999999,0.409,0.4569999999999999,0.14725,0.198,0.149,0.366,0.0847499999999999,0.11975,0.2299999999999999,0.1704999999999999,0.1139999999999999,0.152,0.21475,0.287,0.0702499999999999,0.17325,0.26325,0.1089999999999999,0.0782499999999999,0.0652499999999999,0.123,0.12175,0.15825,0.10525,0.1139999999999999,0.07,0.2534999999999999,0.09075,0.1995,0.0702499999999999,0.09825,0.069,0.084,0.10775,0.301,0.1455,0.176,0.12275,0.1917499999999999,0.18025,0.085,0.0672499999999999,0.1342499999999999,0.08625,0.12425,0.0765,0.0885,0.22525,0.03875,0.06175,0.063,0.0817499999999999,0.05925,0.0885,0.1885,0.0665,0.1054999999999999,0.073,0.0637499999999999,0.0627499999999999,0.14575,0.5575,0.04275,0.16325,0.08675,0.0797499999999999,0.35875,0.121,0.0419999999999999,0.0399999999999999,0.0559999999999999,0.09375,0.04125,0.0245,0.06125,0.068,0.0354999999999999,0.0429999999999999,0.0185,0.08725,0.03175,0.15225,0.027
Bag of Bones (2011),0.91925,0.8767499999999999,0.5285,0.8779999999999999,0.91,0.6555,0.5715,0.8665,0.47075,0.51675,0.8779999999999999,0.66925,0.74325,0.51675,0.6275,0.6275,0.677,0.677,0.681,0.92175,0.433,0.8779999999999999,0.664,0.415,0.7755000000000001,0.8779999999999999,0.7015,0.5615,0.8174999999999999,0.97475,0.6125,0.52675,0.395,0.34275,0.34225,0.40175,0.4982499999999999,0.594,0.1932499999999999,0.198,0.278,0.173,0.51675,0.6775,0.3715,0.346,0.151,0.23525,0.40725,0.206,0.628,0.198,0.612,0.29525,0.16525,0.4207499999999999,0.4385,0.3904999999999999,0.4465,0.36475,0.4439999999999999,0.2634999999999999,0.35,0.8585,0.2644999999999999,0.2877499999999999,0.22425,0.3,0.2825,0.311,0.42425,0.16325,0.34025,0.14,0.3702499999999999,0.31775,0.202,0.299,0.52725,0.213,0.1564999999999999,0.3725,0.2165,0.10475,0.17125,0.18425,0.1935,0.218,0.16475,0.258,0.11975,0.1795,0.09725,0.3369999999999999,0.4285,0.0655,0.187,0.09575,0.5865,0.118,0.1925,0.3129999999999999,0.04375,0.1564999999999999,0.2329999999999999,0.1297499999999999,0.17325,0.20925,0.3125,0.27325,0.11775,0.14275,0.121,0.0652499999999999,0.47175,0.26925,0.2274999999999999,0.05475,0.0999999999999999,0.89975,0.17975,0.311,0.24425,0.3405,0.61475,0.1639999999999999,0.0885,0.3465,0.0349999999999999,0.24425,0.11975,0.1307499999999999,0.16525,0.0697499999999999,0.03175,0.148,0.18,0.09825,0.37925,0.0305,0.4245,0.09975,0.04325,0.05325,0.26025,0.0815,0.04425,0.0697499999999999,0.0379999999999999
Goon (2011),0.8374999999999999,0.8347500000000001,0.85025,0.50675,0.8374999999999999,0.2495,0.58675,0.61925,0.837,0.51425,0.51425,0.469,0.45175,0.52825,0.8140000000000001,0.41725,0.664,0.51425,0.4935,0.3225,0.63225,0.41525,0.71125,0.4024999999999999,0.58025,0.37975,0.53975,0.2027499999999999,0.20825,0.45875,0.3025,0.189,0.366,0.3672499999999999,0.363,0.2309999999999999,0.25275,0.1435,0.14925,0.24825,0.548,0.18475,0.15625,0.1875,0.25275,0.2654999999999999,0.20725,0.1109999999999999,0.2815,0.18475,0.3169999999999999,0.1815,0.173,0.256,0.212,0.3784999999999999,0.8634999999999999,0.1225,0.1375,0.24775,0.12375,0.54975,0.4935,0.31025,0.15875,0.2415,0.153,0.258,0.3255,0.5315,0.21225,0.1975,0.2465,0.09275,0.44975,0.197,0.1915,0.28925,0.2855,0.22875,0.14975,0.15175,0.0797499999999999,0.066,0.32275,0.0915,0.09325,0.183,0.08925,0.08,0.11675,0.3067499999999999,0.1185,0.05625,0.1079999999999999,0.082,0.09325,0.1164999999999999,0.11775,0.083,0.03925,0.08,0.0524999999999999,0.09025,0.21725,0.194,0.10475,0.1079999999999999,0.0722499999999999,0.03575,0.12175,0.092,0.09325,0.2284999999999999,0.08675,0.0817499999999999,0.17775,0.14875,0.05625,0.1265,0.0434999999999999,0.1402499999999999,0.0999999999999999,0.0584999999999999,0.087,0.15575,0.0389999999999999,0.06,0.129,0.10325,0.15225,0.0434999999999999,0.0519999999999999,0.08675,0.0747499999999999,0.0494999999999999,0.0692499999999999,0.0765,0.1245,0.0474999999999999,0.04675,0.11675,0.03725,0.03575,0.0569999999999999,0.1342499999999999,0.081,0.0359999999999999,0.0519999999999999
"Cabin in the Woods, The (2012)",0.96325,0.902,0.8282499999999999,0.8875,0.902,0.4265,0.61575,0.59525,0.492,0.764,0.8049999999999999,0.61975,0.5955,0.90175,0.398,0.58975,0.50925,0.58975,0.7522500000000001,0.27525,0.281,0.6105,0.758,0.8282499999999999,0.86575,0.623,0.72575,0.14225,0.68575,0.44125,0.422,0.3595,0.44125,0.7215,0.35175,0.3984999999999999,0.839,0.1855,0.1154999999999999,0.847,0.3445,0.2194999999999999,0.2877499999999999,0.40575,0.558,0.363,0.622,0.2827499999999999,0.33625,0.18025,0.245,0.272,0.22575,0.3492499999999999,0.1515,0.2299999999999999,0.345,0.128,0.7569999999999999,0.201,0.20925,0.1335,0.1465,0.351,0.10825,0.126,0.18575,0.25225,0.3005,0.16325,0.26775,0.3365,0.14225,0.05425,0.24025,0.1745,0.1584999999999999,0.21625,0.1495,0.1905,0.12475,0.1992499999999999,0.1267499999999999,0.05025,0.12075,0.155,0.1029999999999999,0.44775,0.079,0.06075,0.1604999999999999,0.0785,0.15275,0.04875,0.1235,0.0822499999999999,0.0705,0.062,0.03425,0.10325,0.05925,0.0692499999999999,0.06125,0.1947499999999999,0.3452499999999999,0.1079999999999999,0.0954999999999999,0.0514999999999999,0.0885,0.0529999999999999,0.124,0.04725,0.0984999999999999,0.0757499999999999,0.1639999999999999,0.05475,0.08825,0.08875,0.0202499999999999,0.0595,0.06225,0.21925,0.0329999999999999,0.3067499999999999,0.0847499999999999,0.08675,0.05125,0.082,0.10075,0.189,0.0865,0.0672499999999999,0.10225,0.0404999999999999,0.0765,0.03825,0.0969999999999999,0.0695,0.1225,0.49575,0.0574999999999999,0.06125,0.0559999999999999,0.03525,0.0344999999999999,0.04375,0.0369999999999999,0.0369999999999999,0.03525
"Cat in the Hat, The (1971)",0.8707499999999999,0.83575,0.663,0.8445,0.6845,0.31625,0.925,0.8445,0.64025,0.8445,0.8360000000000001,0.5065,0.8234999999999999,0.6785,0.81,0.81,0.8360000000000001,0.8360000000000001,0.8540000000000001,0.94975,0.473,0.57225,0.59,0.7517499999999999,0.7517499999999999,0.4389999999999999,0.36375,0.891,0.56625,0.9645,0.66,0.24625,0.81,0.59725,0.27025,0.3205,0.7517499999999999,0.94975,0.4609999999999999,0.39275,0.4287499999999999,0.41,0.3389999999999999,0.24675,0.57525,0.31725,0.2977499999999999,0.2254999999999999,0.46875,0.6595,0.2185,0.2189999999999999,0.41825,0.06125,0.17875,0.0677499999999999,0.3007499999999999,0.2055,0.15175,0.3239999999999999,0.1355,0.0954999999999999,0.27675,0.206,0.11625,0.3622499999999999,0.30125,0.54325,0.392,0.14925,0.1664999999999999,0.1079999999999999,0.2415,0.119,0.1952499999999999,0.0969999999999999,0.1545,0.3015,0.422,0.10275,0.261,0.0672499999999999,0.1664999999999999,0.1114999999999999,0.21175,0.295,0.29125,0.1307499999999999,0.0765,0.0979999999999999,0.1952499999999999,0.2204999999999999,0.0885,0.25675,0.0775,0.0755,0.45575,0.1684999999999999,0.1699999999999999,0.41725,0.17675,0.067,0.0339999999999999,0.0394999999999999,0.28325,0.1272499999999999,0.1352499999999999,0.122,0.24425,0.11575,0.0444999999999999,0.03125,0.1515,0.0287499999999999,0.0247499999999999,0.1955,0.0339999999999999,0.0504999999999999,0.0825,0.14875,0.16625,0.17375,0.2319999999999999,0.3665,0.1614999999999999,0.0295,0.024,0.0314999999999999,0.0489999999999999,0.05275,0.0665,0.26125,0.0252499999999999,0.0564999999999999,0.0117499999999999,0.0529999999999999,0.05425,0.16325,0.10225,0.059,0.509,0.0469999999999999,0.0369999999999999,0.0782499999999999,0.0605,0.0979999999999999,0.0595,0.0369999999999999,0.05325
Never Sleep Again: The Elm Street Legacy (2010),0.93725,0.8265,0.70975,0.8265,0.7729999999999999,0.66175,0.7655000000000001,0.639,0.4765,0.8165,0.698,0.46175,0.92375,0.698,0.6805,0.6805,0.7305,0.64,0.6,0.61425,0.5115,0.6705,0.4575,0.639,0.7575000000000001,0.93475,0.4445,0.558,0.6345,0.3774999999999999,0.37625,0.413,0.246,0.31525,0.1967499999999999,0.38825,0.37675,0.5655,0.3345,0.44775,0.535,0.2935,0.34325,0.4147499999999999,0.5185,0.21625,0.27025,0.4075,0.4044999999999999,0.2935,0.7987500000000001,0.425,0.27725,0.5185,0.56875,0.212,0.281,0.1019999999999999,0.45475,0.302,0.255,0.31775,0.3259999999999999,0.20575,0.206,0.289,0.5055,0.56075,0.47075,0.17475,0.3735,0.09,0.3355,0.1059999999999999,0.144,0.1124999999999999,0.1932499999999999,0.15025,0.2324999999999999,0.15975,0.21975,0.601,0.15025,0.0394999999999999,0.1004999999999999,0.3735,0.0825,0.2865,0.0944999999999999,0.08825,0.22975,0.1235,0.22825,0.2937499999999999,0.3295,0.04025,0.2704999999999999,0.0725,0.20325,0.3492499999999999,0.0524999999999999,0.1639999999999999,0.0625,0.1735,0.0625,0.27775,0.28,0.279,0.4127499999999999,0.27625,0.2022499999999999,0.192,0.09725,0.14475,0.04275,0.2475,0.511,0.1255,0.03075,0.15075,0.0875,0.1094999999999999,0.08875,0.12,0.1019999999999999,0.1574999999999999,0.10675,0.1024999999999999,0.0222499999999999,0.03175,0.1935,0.2204999999999999,0.09525,0.11525,0.02975,0.1372499999999999,0.087,0.1664999999999999,0.1317499999999999,0.1405,0.2415,0.1295,0.05625,0.0579999999999999,0.05575,0.1307499999999999,0.949,0.063,0.0812499999999999
Odd Thomas (2013),0.82725,0.67775,0.56425,0.567,0.607,0.3685,0.667,0.5045,0.70825,0.414,0.552,0.683,0.52375,0.378,0.687,0.78925,0.40925,0.361,0.573,0.3602499999999999,0.4385,0.2817499999999999,0.52525,0.24325,0.7989999999999999,0.3215,0.35575,0.32075,0.4605,0.993,0.1735,0.5555,0.687,0.552,0.5095,0.189,0.32775,0.196,0.0692499999999999,0.298,0.3854999999999999,0.1332499999999999,0.294,0.4247499999999999,0.3824999999999999,0.417,0.574,0.33575,0.1664999999999999,0.2435,0.1604999999999999,0.2055,0.22725,0.40275,0.3285,0.9445,0.133,0.1505,0.2445,0.34175,0.2445,0.345,0.14125,0.4912499999999999,0.17875,0.26325,0.1235,0.26325,0.11825,0.272,0.1957499999999999,0.071,0.26,0.09225,0.1395,0.175,0.1277499999999999,0.2574999999999999,0.1282499999999999,0.1322499999999999,0.04275,0.17975,0.11025,0.0935,0.195,0.1285,0.1215,0.16075,0.0667499999999999,0.0735,0.16925,0.0797499999999999,0.0672499999999999,0.0765,0.2015,0.05375,0.0792499999999999,0.1149999999999999,0.2877499999999999,0.06,0.15875,0.18525,0.0925,0.0662499999999999,0.22975,0.06225,0.1069999999999999,0.0429999999999999,0.0635,0.05375,0.15575,0.0939999999999999,0.09775,0.12075,0.3325,0.0544999999999999,0.0732499999999999,0.0969999999999999,0.0715,0.0732499999999999,0.36775,0.0727499999999999,0.089,0.0657499999999999,0.09825,0.133,0.04625,0.0925,0.09075,0.083,0.076,0.14075,0.0767499999999999,0.0647499999999999,0.3854999999999999,0.0564999999999999,0.04025,0.11925,0.0825,0.05525,0.1475,0.0905,0.0672499999999999,0.027,0.0827499999999999,0.025,0.014,0.03875,0.0305
"World's End, The (2013)",0.8672500000000001,0.7717499999999999,0.94025,0.71325,0.5845,0.299,0.76725,0.7549999999999999,0.5415,0.5845,0.5925,0.91325,0.56725,0.728,0.5555,0.6985,0.54325,0.47,0.66975,0.2957499999999999,0.73925,0.32275,0.373,0.7549999999999999,0.71325,0.4255,0.2269999999999999,0.515,0.38175,0.2877499999999999,0.93975,0.91325,0.55325,0.344,0.5945,0.10525,0.738,0.17675,0.1149999999999999,0.30625,0.3754999999999999,0.3585,0.2309999999999999,0.2294999999999999,0.60375,0.267,0.88625,0.16175,0.25875,0.3585,0.1975,0.185,0.3305,0.29025,0.1485,0.67175,0.1805,0.132,0.26425,0.198,0.10075,0.15075,0.47175,0.3309999999999999,0.17025,0.585,0.1064999999999999,0.7782500000000001,0.23125,0.26825,0.1445,0.4649999999999999,0.10475,0.04425,0.368,0.17275,0.3475,0.4087499999999999,0.1927499999999999,0.1815,0.05775,0.2385,0.17225,0.04925,0.11525,0.0584999999999999,0.23225,0.1785,0.0857499999999999,0.0745,0.1915,0.11025,0.4619999999999999,0.12025,0.238,0.191,0.11275,0.076,0.05525,0.0765,0.09725,0.0705,0.1485,0.1352499999999999,0.208,0.2045,0.10475,0.09025,0.11225,0.0519999999999999,0.0752499999999999,0.0329999999999999,0.085,0.1367499999999999,0.18225,0.04275,0.085,0.0802499999999999,0.03125,0.0514999999999999,0.05475,0.0282499999999999,0.03825,0.05625,0.0687499999999999,0.0564999999999999,0.1164999999999999,0.088,0.1149999999999999,0.1257499999999999,0.0429999999999999,0.91275,0.0369999999999999,0.0364999999999999,0.1392499999999999,0.0295,0.0999999999999999,0.0722499999999999,0.0725,0.04025,0.0469999999999999,0.0787499999999999,0.09275,0.04925,0.03575,0.143,0.03325,0.082,0.0494999999999999
Truth or Die (2012) ,0.837,0.5725,0.847,0.55425,0.86825,0.9285,0.4345,0.3149999999999999,0.33325,0.4645,0.5725,0.4569999999999999,0.7375,0.545,0.1877499999999999,0.52225,0.545,0.41525,0.2897499999999999,0.66475,0.235,0.76325,0.4992499999999999,0.677,0.65325,0.7315,0.6915,0.36075,0.249,0.217,0.7375,0.366,0.133,0.21775,0.4379999999999999,0.5765,0.15525,0.64425,0.1885,0.20425,0.0752499999999999,0.05125,0.38625,0.16775,0.36675,0.1995,0.287,0.092,0.521,0.247,0.3602499999999999,0.263,0.235,0.42525,0.17175,0.3405,0.05675,0.629,0.1365,0.3655,0.199,0.31875,0.3149999999999999,0.147,0.60875,0.25225,0.0895,0.91275,0.5,0.134,0.381,0.59425,0.0812499999999999,0.42325,0.302,0.079,0.594,0.206,0.09475,0.059,0.67075,0.04375,0.24375,0.03625,0.14725,0.2145,0.04475,0.24025,0.0702499999999999,0.29825,0.10325,0.15025,0.0695,0.31325,0.44325,0.0157499999999999,0.09525,0.0479999999999999,0.073,0.0775,0.0404999999999999,0.1357499999999999,0.0227499999999999,0.252,0.0795,0.05475,0.1347499999999999,0.3804999999999999,0.09075,0.10425,0.0655,0.0172499999999999,0.0752499999999999,0.2065,0.24,0.2324999999999999,0.10925,0.21675,0.04475,0.0242499999999999,0.0187499999999999,0.0822499999999999,0.28,0.2155,0.10225,0.1574999999999999,0.0157499999999999,0.128,0.4325,0.1084999999999999,0.0449999999999999,0.015,0.03625,0.0499999999999999,0.02975,0.1317499999999999,0.05725,0.0692499999999999,0.1505,0.0539999999999999,0.04775,0.0255,0.0574999999999999,0.0484999999999999,0.2209999999999999,0.2877499999999999,0.021,0.0172499999999999,0.0217499999999999
"Right Kind of Wrong, The (2013)",0.8745,0.8165,0.8262499999999999,0.7965,0.80525,0.6205,0.8885000000000001,0.57275,0.52775,0.66175,0.8165,0.648,0.688,0.66175,0.269,0.3685,0.8007500000000001,0.7609999999999999,0.697,0.496,0.4609999999999999,0.80525,0.7827500000000001,0.57275,0.7769999999999999,0.66175,0.61925,0.33275,0.45375,0.9915,0.3115,0.29525,0.5,0.682,0.4465,0.5455,0.58825,0.30825,0.3015,0.52175,0.40275,0.15275,0.39225,0.27775,0.67275,0.4449999999999999,0.37825,0.51125,0.362,0.15275,0.206,0.52175,0.60925,0.47975,0.5405,0.5715,0.22575,0.50525,0.1345,0.27825,0.35475,0.28425,0.3255,0.63025,0.10375,0.38225,0.38225,0.0554999999999999,0.3249999999999999,0.1957499999999999,0.2204999999999999,0.543,0.36,0.6405,0.45975,0.11825,0.62375,0.3075,0.218,0.191,0.44375,0.3097499999999999,0.4545,0.3259999999999999,0.0642499999999999,0.204,0.18425,0.2905,0.1297499999999999,0.03525,0.23825,0.73375,0.32575,0.285,0.2534999999999999,0.04925,0.1365,0.2564999999999999,0.10725,0.075,0.10825,0.0255,0.0722499999999999,0.1185,0.274,0.433,0.2624999999999999,0.285,0.137,0.1307499999999999,0.151,0.2065,0.0949999999999999,0.0202499999999999,0.18675,0.5095,0.3435,0.0489999999999999,0.0354999999999999,0.027,0.1907499999999999,0.51425,0.09325,0.21025,0.0662499999999999,0.0665,0.0785,0.05975,0.0225,0.2905,0.05475,0.0727499999999999,0.24575,0.0949999999999999,0.0232499999999999,0.0364999999999999,0.0474999999999999,0.09425,0.28025,0.091,0.06125,0.05425,0.03775,0.03675,0.22675,0.1654999999999999,0.0725,0.0787499999999999,0.0509999999999999
Captain EO (1986),0.7895000000000001,0.629,0.823,0.6955,0.70875,0.25025,0.8600000000000001,0.5525,0.56725,0.56325,0.70875,0.4405,0.46525,0.58325,0.91225,0.772,0.51575,0.56325,0.57725,0.664,0.3275,0.59425,0.47175,0.1505,0.6065,0.59425,0.2309999999999999,0.70075,0.83775,0.56425,0.18,0.91225,0.3632499999999999,0.48375,0.39375,0.307,0.14325,0.53575,0.84975,0.4054999999999999,0.2309999999999999,0.9255,0.426,0.49775,0.52925,0.18175,0.6135,0.22275,0.26575,0.9695,0.15475,0.3005,0.32375,0.2314999999999999,0.74975,0.1892499999999999,0.0805,0.17875,0.7975000000000001,0.378,0.3165,0.2495,0.05075,0.22625,0.2784999999999999,0.1972499999999999,0.2845,0.17225,0.2847499999999999,0.36175,0.10525,0.173,0.21475,0.12025,0.62675,0.2224999999999999,0.1185,0.1664999999999999,0.4805,0.21225,0.27875,0.1584999999999999,0.405,0.0364999999999999,0.1327499999999999,0.1084999999999999,0.537,0.184,0.2845,0.2279999999999999,0.201,0.05975,0.16525,0.03825,0.0725,0.10075,0.249,0.1297499999999999,0.0509999999999999,0.09975,0.3055,0.1377499999999999,0.10425,0.11425,0.04925,0.242,0.244,0.0287499999999999,0.378,0.17225,0.15925,0.11225,0.15475,0.2375,0.1074999999999999,0.193,0.0339999999999999,0.1225,0.05025,0.077,0.1972499999999999,0.03,0.071,0.349,0.1235,0.0665,0.355,0.21375,0.172,0.1257499999999999,0.03875,0.06225,0.3265,0.0459999999999999,0.0125,0.09575,0.22425,0.1935,0.05275,0.153,0.25775,0.2945,0.0175,0.063,0.03625,0.0225,0.09075,0.23075,0.04075
Haunt (2013),0.81375,0.94275,0.5555,0.74925,0.7577499999999999,0.8935,0.369,0.6975,0.53225,0.36675,0.69925,0.94275,0.8165,0.7577499999999999,0.65725,0.3582499999999999,0.61075,0.57175,0.507,0.9155,0.25775,0.38825,0.42525,0.0737499999999999,0.256,0.57175,0.4915,0.8045,0.41025,0.401,0.3535,0.65725,0.2815,0.428,0.25975,0.217,0.1699999999999999,0.3625,0.11225,0.485,0.20625,0.0994999999999999,0.38975,0.39275,0.17775,0.3017499999999999,0.662,0.40075,0.7642500000000001,0.05675,0.27475,0.206,0.205,0.18325,0.3409999999999999,0.17975,0.2817499999999999,0.2495,0.5455,0.3562499999999999,0.0747499999999999,0.14575,0.0319999999999999,0.5205,0.11975,0.16225,0.3295,0.0832499999999999,0.1684999999999999,0.21625,0.7947500000000001,0.0782499999999999,0.06225,0.11525,0.0837499999999999,0.29725,0.0837499999999999,0.1965,0.1049999999999999,0.51475,0.1134999999999999,0.16125,0.09525,0.1245,0.0687499999999999,0.0449999999999999,0.387,0.0845,0.3295,0.148,0.0865,0.2957499999999999,0.062,0.12125,0.05125,0.1164999999999999,0.0795,0.14275,0.41525,0.1004999999999999,0.067,0.36675,0.27025,0.04125,0.7657499999999999,0.1175,0.11425,0.29425,0.12375,0.076,0.1004999999999999,0.10225,0.0745,0.2294999999999999,0.3325,0.0797499999999999,0.1345,0.0554999999999999,0.2817499999999999,0.2294999999999999,0.10225,0.4825,0.46975,0.0865,0.0662499999999999,0.195,0.1815,0.1375,0.03275,0.125,0.0832499999999999,0.0424999999999999,0.083,0.077,0.0175,0.4559999999999999,0.3345,0.019,0.0529999999999999,0.0544999999999999,0.0645,0.03,0.0715,0.03575,0.218,0.0287499999999999,0.0489999999999999,0.0217499999999999,0.0185
Babysitting (2014),0.8805000000000001,0.80125,0.8895,0.725,0.77725,0.56775,0.912,0.662,0.45375,0.77725,0.77725,0.76125,0.4972499999999999,0.80125,0.2877499999999999,0.40625,0.725,0.80125,0.629,0.6205,0.3964999999999999,0.72525,0.52925,0.53825,0.33475,0.5795,0.38225,0.31525,0.2674999999999999,0.55425,0.531,0.3562499999999999,0.28225,0.45925,0.4195,0.40225,0.434,0.2754999999999999,0.0722499999999999,0.26925,0.38975,0.2214999999999999,0.32775,0.1785,0.3984999999999999,0.4742499999999999,0.12475,0.3309999999999999,0.4835,0.27575,0.518,0.4822499999999999,0.131,0.16925,0.15375,0.10725,0.428,0.21825,0.151,0.264,0.20425,0.126,0.5465,0.14925,0.23075,0.23475,0.32525,0.4735,0.36975,0.21325,0.09075,0.09325,0.32775,0.3349999999999999,0.188,0.2544999999999999,0.261,0.353,0.49075,0.23275,0.1992499999999999,0.14525,0.04775,0.173,0.385,0.2784999999999999,0.32275,0.15725,0.214,0.12375,0.26575,0.184,0.1555,0.33475,0.0939999999999999,0.24025,0.16125,0.11375,0.03325,0.63025,0.0665,0.12125,0.04825,0.0247499999999999,0.1775,0.126,0.1402499999999999,0.2025,0.1195,0.0855,0.14525,0.1252499999999999,0.17675,0.0369999999999999,0.0725,0.0682499999999999,0.0419999999999999,0.078,0.071,0.145,0.03675,0.0479999999999999,0.1287499999999999,0.0499999999999999,0.061,0.144,0.131,0.147,0.05275,0.1922499999999999,0.11325,0.155,0.0419999999999999,0.09625,0.021,0.0655,0.156,0.03475,0.1287499999999999,0.182,0.0697499999999999,0.10275,0.0329999999999999,0.10425,0.04175,0.18225,0.0212499999999999,0.05625,0.90725
