movieId,original,weird,melancholic,greed,quirky,culture clash,drama,good,independent film,runaway,very funny,light,vengeance,dialogue,absurd,unlikely friendships,mentor,drinking,betrayal,life & death,farce,pornography,life philosophy,catastrophe,adaptation,creativity,writers,fun movie,predictable,dysfunctional family,chase,good music,surveillance,awesome soundtrack,fantasy world,childhood,british,death,sexy,underrated,transformation,multiple storylines,fight scenes,workplace,stereotypes,small town,ensemble cast,queer,classic car,road movie,new jersey,nudity (full frontal - brief),dreams,not funny,family,addiction,first contact,women,hotel,nudity (topless - brief),period piece,islam,prejudice,alter ego,directorial debut,weapons,film noir,california,teen movie,irish accent,stoner movie,sacrifice,survival,foul language,hospital,new york city,divorce,computer animation,pulp,censorship,simple,doctors,unlikeable characters,brothers,tokyo,memory,wartime,wilderness,alternate history,wine,atheism,1930s,mad scientist,camp,prison,adoption,internet,80s,blindness,texas,best of 2005,rebellion,buddy movie,cancer,too long,bollywood,potential oscar nom,radio,homeless,los angeles,stand-up comedy,nudity (rear),hip hop,robert downey jr,desert,indians,no plot,god,kidnapping,finnish,island,ghosts/afterlife,french,goth,shopping,australia,hunting,reality tv,immortality,interracial romance,notable nudity,oil,father daughter relationship,documentary,time,race,kick-butt women,russian,fashion,prostitution,trilogy,san francisco,made for tv,snakes,graphic novel,lawyer,too short,single father,remake
"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",0.944,0.9655,0.944,0.86825,0.8600000000000001,0.7889999999999999,0.6215,0.63825,0.537,0.55375,0.721,0.59875,0.5715,0.7925,0.8795,0.3275,0.4235,0.541,0.8547499999999999,0.83125,0.53725,0.523,0.4125,0.42025,0.3359999999999999,0.6495,0.248,0.214,0.3139999999999999,0.27175,0.4499999999999999,0.39075,0.68475,0.4659999999999999,0.28075,0.346,0.2734999999999999,0.29,0.354,0.3289999999999999,0.31925,0.2564999999999999,0.24975,0.1345,0.45175,0.14175,0.073,0.22525,0.244,0.2385,0.11625,0.25175,0.51125,0.307,0.8707499999999999,0.12075,0.14625,0.28725,0.27775,0.261,0.11925,0.1972499999999999,0.21775,0.21725,0.181,0.1669999999999999,0.39975,0.119,0.0875,0.21525,0.14075,0.208,0.079,0.05925,0.146,0.1609999999999999,0.086,0.96925,0.18325,0.4135,0.253,0.1297499999999999,0.17925,0.137,0.21225,0.1347499999999999,0.11625,0.135,0.1885,0.29425,0.1312499999999999,0.3295,0.1362499999999999,0.09475,0.11175,0.17125,0.0747499999999999,0.03825,0.1124999999999999,0.0782499999999999,0.10375,0.0454999999999999,0.0444999999999999,0.05825,0.09875,0.09975,0.1307499999999999,0.04375,0.04925,0.03275,0.0767499999999999,0.0715,0.06225,0.0665,0.09,0.0662499999999999,0.23725,0.0772499999999999,0.50275,0.085,0.0625,0.03025,0.8965000000000001,0.0665,0.0182499999999999,0.05775,0.121,0.0329999999999999,0.0685,0.084,0.0695,0.1134999999999999,0.0675,0.074,0.0334999999999999,0.14125,0.0837499999999999,0.0845,0.09825,0.0605,0.025,0.05975,0.0574999999999999,0.0695,0.22325,0.04375,0.04275,0.0167499999999999,0.0172499999999999
Monty Python's The Meaning of Life (1983),0.847,0.8572500000000001,0.67825,0.8127500000000001,0.8819999999999999,0.8127500000000001,0.83375,0.8127500000000001,0.903,0.7907500000000001,0.95475,0.95475,0.679,0.7435,0.911,0.39125,0.6365,0.7435,0.58625,0.903,0.9185,0.69625,0.6075,0.4197499999999999,0.476,0.4105,0.16125,0.35175,0.70025,0.17075,0.56525,0.48,0.2334999999999999,0.3682499999999999,0.2345,0.5375,0.8645,0.8142499999999999,0.4955,0.4305,0.4127499999999999,0.243,0.298,0.2935,0.22475,0.1882499999999999,0.0579999999999999,0.1795,0.3512499999999999,0.285,0.1669999999999999,0.4207499999999999,0.2405,0.18525,0.11975,0.26275,0.2065,0.17275,0.12025,0.66875,0.34775,0.147,0.239,0.297,0.24325,0.2135,0.1574999999999999,0.16975,0.198,0.1875,0.45375,0.22975,0.2234999999999999,0.1372499999999999,0.4165,0.0692499999999999,0.05525,0.11975,0.1594999999999999,0.69625,0.17075,0.3552499999999999,0.0969999999999999,0.16025,0.2314999999999999,0.11825,0.18375,0.14975,0.0944999999999999,0.0449999999999999,0.60375,0.09675,0.1805,0.2957499999999999,0.137,0.0672499999999999,0.0675,0.2199999999999999,0.1327499999999999,0.0652499999999999,0.0722499999999999,0.38575,0.1465,0.4255,0.21925,0.0697499999999999,0.0772499999999999,0.0895,0.119,0.04475,0.31925,0.1119999999999999,0.0389999999999999,0.0595,0.17075,0.0715,0.0625,0.60375,0.0792499999999999,0.092,0.09225,0.2185,0.0647499999999999,0.0615,0.05775,0.0855,0.10175,0.072,0.1315,0.0489999999999999,0.0755,0.05625,0.05025,0.0549999999999999,0.1089999999999999,0.0964999999999999,0.0755,0.05725,0.04225,0.09875,0.1639999999999999,0.0625,0.0825,0.12075,0.139,0.0354999999999999,0.1044999999999999,0.016,0.022
Slacker (1991),0.8440000000000001,0.8925000000000001,0.9645,0.8987499999999999,0.89375,0.6935,0.547,0.512,0.986,0.6795,0.59275,0.512,0.8987499999999999,0.8422499999999999,0.6885,0.2917499999999999,0.4435,0.60225,0.49375,0.7855000000000001,0.4752499999999999,0.411,0.57025,0.4307499999999999,0.3149999999999999,0.40725,0.42125,0.2594999999999999,0.4812499999999999,0.3642499999999999,0.2289999999999999,0.22175,0.5225,0.34125,0.275,0.2135,0.1455,0.23575,0.2105,0.26475,0.2764999999999999,0.48475,0.2947499999999999,0.27425,0.22975,0.381,0.27975,0.26925,0.3,0.21,0.1825,0.22775,0.1765,0.3215,0.0635,0.426,0.194,0.2309999999999999,0.1835,0.0702499999999999,0.0944999999999999,0.2274999999999999,0.1475,0.11475,0.31125,0.1905,0.1019999999999999,0.1735,0.21225,0.11225,0.475,0.0915,0.21125,0.0802499999999999,0.1129999999999999,0.0665,0.11925,0.1154999999999999,0.1385,0.1094999999999999,0.09625,0.0895,0.2239999999999999,0.0885,0.10525,0.068,0.08925,0.1305,0.0802499999999999,0.124,0.0802499999999999,0.0564999999999999,0.118,0.15925,0.0812499999999999,0.05675,0.24975,0.11125,0.08725,0.7835000000000001,0.1674999999999999,0.0652499999999999,0.0255,0.0702499999999999,0.17025,0.0742499999999999,0.0792499999999999,0.085,0.10325,0.0439999999999999,0.0705,0.0795,0.0825,0.0984999999999999,0.0647499999999999,0.0632499999999999,0.18475,0.0544999999999999,0.04525,0.1119999999999999,0.0875,0.0314999999999999,0.0569999999999999,0.03625,0.1009999999999999,0.06075,0.06225,0.389,0.05375,0.05025,0.12325,0.061,0.03725,0.11425,0.04925,0.05025,0.11325,0.0564999999999999,0.0645,0.0479999999999999,0.239,0.1277499999999999,0.0444999999999999,0.02975,0.025,0.0282499999999999,0.03525,0.0235,0.013
Mon Oncle (My Uncle) (1958),0.99775,0.99775,0.99775,0.90375,0.61225,0.83925,0.78075,0.78075,0.43425,0.83925,0.95575,0.90325,0.50025,0.83925,0.8965000000000001,0.4815,0.39825,0.724,0.38825,0.60475,0.60275,0.38475,0.57675,0.56275,0.3389999999999999,0.4812499999999999,0.2837499999999999,0.367,0.3735,0.3025,0.40625,0.2445,0.2857499999999999,0.1355,0.3345,0.642,0.203,0.2254999999999999,0.2485,0.197,0.39925,0.131,0.1619999999999999,0.74075,0.0935,0.22925,0.0682499999999999,0.1385,0.36975,0.202,0.1009999999999999,0.26525,0.18425,0.2857499999999999,0.3085,0.0682499999999999,0.6125,0.198,0.3462499999999999,0.10775,0.148,0.186,0.1755,0.3129999999999999,0.138,0.24675,0.494,0.14075,0.08875,0.06175,0.352,0.1039999999999999,0.6125,0.2375,0.23375,0.08675,0.25075,0.14575,0.1332499999999999,0.12375,0.399,0.18725,0.0812499999999999,0.143,0.39125,0.1495,0.1845,0.16375,0.0852499999999999,0.63775,0.1069999999999999,0.1465,0.1555,0.1185,0.131,0.1765,0.068,0.0324999999999999,0.1317499999999999,0.0717499999999999,0.0637499999999999,0.10175,0.03475,0.026,0.309,0.1555,0.04625,0.0762499999999999,0.08875,0.04175,0.10475,0.08975,0.05725,0.026,0.1287499999999999,0.0697499999999999,0.23175,0.05175,0.11625,0.12175,0.1245,0.0675,0.601,0.021,0.04475,0.0404999999999999,0.082,0.0282499999999999,0.133,0.06225,0.0797499999999999,0.1265,0.0702499999999999,0.15975,0.1367499999999999,0.04825,0.0775,0.1235,0.34225,0.09025,0.0569999999999999,0.0822499999999999,0.0469999999999999,0.0484999999999999,0.0349999999999999,0.03375,0.023,0.0182499999999999,0.0095
Kitchen Stories (Salmer fra kjøkkenet) (2003),0.8282499999999999,0.985,0.985,0.80525,0.906,0.80525,0.68675,0.68675,0.669,0.80525,0.8652500000000001,0.555,0.532,0.64875,0.68625,0.9895,0.50025,0.58775,0.3055,0.614,0.28225,0.39625,0.5665,0.4275,0.1952499999999999,0.3259999999999999,0.4287499999999999,0.1352499999999999,0.2825,0.198,0.2204999999999999,0.1589999999999999,0.1205,0.1235,0.2005,0.27375,0.3047499999999999,0.2002499999999999,0.1455,0.3219999999999999,0.2995,0.1584999999999999,0.204,0.4565,0.2259999999999999,0.8680000000000001,0.065,0.18325,0.23625,0.39275,0.2897499999999999,0.1917499999999999,0.3572499999999999,0.2997499999999999,0.14575,0.0807499999999999,0.3655,0.3225,0.1119999999999999,0.10725,0.10225,0.2855,0.18475,0.09325,0.211,0.16425,0.11725,0.0584999999999999,0.0865,0.23575,0.196,0.15825,0.24425,0.03375,0.134,0.0389999999999999,0.064,0.1942499999999999,0.12325,0.1485,0.4187499999999999,0.3662499999999999,0.0564999999999999,0.1215,0.248,0.0895,0.15225,0.2845,0.1282499999999999,0.0999999999999999,0.1594999999999999,0.0797499999999999,0.144,0.122,0.0682499999999999,0.1267499999999999,0.081,0.05175,0.184,0.14875,0.03175,0.04675,0.05075,0.0999999999999999,0.06225,0.092,0.0354999999999999,0.2867499999999999,0.16475,0.04325,0.2165,0.08775,0.119,0.0242499999999999,0.152,0.062,0.123,0.072,0.03775,0.7485,0.10625,0.08675,0.1372499999999999,0.1644999999999999,0.04875,0.1099999999999999,0.0419999999999999,0.04125,0.0489999999999999,0.0695,0.04375,0.2885,0.069,0.0682499999999999,0.04975,0.05175,0.05275,0.0722499999999999,0.026,0.03275,0.0354999999999999,0.03825,0.0509999999999999,0.0635,0.0777499999999999,0.0277499999999999,0.05525,0.03925,0.0085
Allegro non troppo (1977),0.8202499999999999,0.9815,0.8745,0.8322499999999999,0.4635,0.8322499999999999,0.576,0.545,0.4355,0.737,0.8525,0.737,0.5635,0.56775,0.86425,0.3225,0.384,0.5635,0.46325,0.67375,0.8525,0.47075,0.46225,0.41125,0.29025,0.45725,0.1644999999999999,0.1992499999999999,0.24625,0.1485,0.55275,0.95125,0.359,0.0715,0.238,0.25125,0.131,0.32575,0.47075,0.43425,0.32525,0.21475,0.23725,0.1257499999999999,0.23525,0.2385,0.0439999999999999,0.303,0.3405,0.2425,0.0697499999999999,0.24075,0.407,0.25775,0.7855000000000001,0.1305,0.2249999999999999,0.1877499999999999,0.2125,0.2209999999999999,0.0702499999999999,0.1639999999999999,0.2907499999999999,0.14825,0.255,0.23725,0.737,0.0544999999999999,0.09675,0.1397499999999999,0.12425,0.1059999999999999,0.27475,0.0185,0.1352499999999999,0.131,0.12175,0.977,0.135,0.1335,0.0767499999999999,0.077,0.019,0.0999999999999999,0.348,0.134,0.068,0.1574999999999999,0.0717499999999999,0.0329999999999999,0.0825,0.127,0.148,0.05575,0.1335,0.0954999999999999,0.10425,0.0805,0.121,0.0989999999999999,0.23175,0.0369999999999999,0.03075,0.0409999999999999,0.1074999999999999,0.10025,0.03475,0.0802499999999999,0.26975,0.0235,0.11425,0.0225,0.189,0.02,0.0287499999999999,0.0737499999999999,0.10125,0.0825,0.0459999999999999,0.03925,0.06125,0.0205,0.0732499999999999,0.11525,0.0369999999999999,0.03975,0.09875,0.05075,0.024,0.12225,0.04525,0.04525,0.0265,0.11525,0.0444999999999999,0.0984999999999999,0.0632499999999999,0.0742499999999999,0.0339999999999999,0.09275,0.0195,0.0177499999999999,0.0687499999999999,0.18725,0.021,0.04775,0.03675,0.0192499999999999,0.0122499999999999
Going in Style (1979),0.833,0.833,0.833,0.833,0.358,0.746,0.9905,0.73975,0.6825,0.746,0.7867500000000001,0.53325,0.746,0.596,0.27575,0.64,0.8420000000000001,0.5985,0.8065,0.60925,0.359,0.4539999999999999,0.4649999999999999,0.5155,0.392,0.391,0.34225,0.68875,0.35375,0.31425,0.5725,0.18325,0.61775,0.18325,0.2694999999999999,0.368,0.352,0.2514999999999999,0.38525,0.256,0.45025,0.348,0.3542499999999999,0.1912499999999999,0.0499999999999999,0.182,0.20875,0.1397499999999999,0.4655,0.1455,0.4725,0.215,0.2435,0.2905,0.4922499999999999,0.1714999999999999,0.28225,0.08875,0.22075,0.14275,0.3085,0.17575,0.37175,0.45575,0.4355,0.2614999999999999,0.2957499999999999,0.303,0.1525,0.0697499999999999,0.0999999999999999,0.33975,0.1579999999999999,0.36975,0.1215,0.629,0.21325,0.259,0.256,0.25825,0.215,0.51775,0.0354999999999999,0.129,0.22575,0.20725,0.11225,0.1059999999999999,0.2935,0.0857499999999999,0.0705,0.1307499999999999,0.141,0.1402499999999999,0.21825,0.152,0.12025,0.267,0.1144999999999999,0.0707499999999999,0.2125,0.04275,0.37875,0.0615,0.1195,0.0802499999999999,0.1275,0.17025,0.12275,0.1114999999999999,0.1669999999999999,0.0747499999999999,0.0915,0.185,0.0494999999999999,0.092,0.0964999999999999,0.189,0.401,0.029,0.091,0.375,0.04025,0.0394999999999999,0.0389999999999999,0.03775,0.0349999999999999,0.09825,0.0662499999999999,0.128,0.364,0.0765,0.0424999999999999,0.077,0.23925,0.16575,0.03875,0.0524999999999999,0.0504999999999999,0.0539999999999999,0.03075,0.298,0.05275,0.069,0.0364999999999999,0.1317499999999999,0.0384999999999999,0.081,0.0369999999999999
After Hours (1985),0.8792500000000001,0.97375,0.8792500000000001,0.84425,0.9475,0.74775,0.7822499999999999,0.676,0.8747499999999999,0.7822499999999999,0.65475,0.5885,0.7822499999999999,0.8374999999999999,0.881,0.32875,0.48475,0.73725,0.73625,0.8087500000000001,0.4785,0.84425,0.63775,0.4405,0.4895,0.4267499999999999,0.41025,0.522,0.47075,0.2837499999999999,0.702,0.346,0.8374999999999999,0.2485,0.3475,0.39675,0.21025,0.345,0.38075,0.6975,0.3685,0.2199999999999999,0.30725,0.75275,0.12275,0.3159999999999999,0.32875,0.1445,0.36,0.3315,0.26725,0.2475,0.46275,0.2534999999999999,0.12,0.27125,0.32425,0.4609999999999999,0.5525,0.4317499999999999,0.0875,0.1292499999999999,0.201,0.27825,0.2544999999999999,0.185,0.4305,0.3702499999999999,0.10025,0.312,0.4822499999999999,0.17725,0.2877499999999999,0.1119999999999999,0.37925,0.93975,0.18025,0.1385,0.2734999999999999,0.1312499999999999,0.27575,0.3065,0.3065,0.1282499999999999,0.26175,0.1765,0.09525,0.1375,0.0782499999999999,0.25625,0.0692499999999999,0.1317499999999999,0.15075,0.0885,0.1262499999999999,0.12275,0.0827499999999999,0.38925,0.1305,0.11375,0.0742499999999999,0.087,0.0579999999999999,0.154,0.1915,0.0645,0.14925,0.10975,0.2355,0.1962499999999999,0.0707499999999999,0.12225,0.04825,0.0852499999999999,0.2259999999999999,0.083,0.0792499999999999,0.04375,0.1014999999999999,0.031,0.14775,0.1277499999999999,0.1257499999999999,0.15225,0.278,0.065,0.1725,0.03925,0.05275,0.078,0.0374999999999999,0.11675,0.0419999999999999,0.05475,0.12425,0.1044999999999999,0.0777499999999999,0.0625,0.17575,0.1975,0.12025,0.1335,0.04125,0.0827499999999999,0.0197499999999999,0.0762499999999999,0.0257499999999999,0.0175,0.0192499999999999
"Ballad of Cable Hogue, The (1970)",0.8665,0.91075,0.91075,0.7909999999999999,0.91625,0.83125,0.798,0.798,0.68775,0.83125,0.889,0.73175,0.86025,0.46475,0.8242499999999999,0.71225,0.67375,0.7855000000000001,0.86025,0.736,0.73175,0.56725,0.38925,0.4379999999999999,0.28325,0.20875,0.3077499999999999,0.39325,0.1877499999999999,0.212,0.4115,0.3754999999999999,0.4205,0.3379999999999999,0.1977499999999999,0.58075,0.1765,0.646,0.63525,0.3275,0.4932499999999999,0.17775,0.20875,0.2075,0.347,0.61125,0.1302499999999999,0.1614999999999999,0.417,0.47575,0.24175,0.347,0.41425,0.28075,0.17025,0.2877499999999999,0.22475,0.2554999999999999,0.33175,0.36675,0.25675,0.14775,0.2027499999999999,0.2304999999999999,0.20925,0.212,0.3319999999999999,0.40175,0.27725,0.1455,0.11675,0.2445,0.46625,0.1034999999999999,0.184,0.0835,0.10025,0.22825,0.26825,0.148,0.1644999999999999,0.0564999999999999,0.27775,0.347,0.2985,0.09925,0.23275,0.3135,0.0652499999999999,0.183,0.1144999999999999,0.268,0.1327499999999999,0.14975,0.086,0.11625,0.0404999999999999,0.15975,0.123,0.503,0.122,0.29925,0.0419999999999999,0.04275,0.14825,0.1195,0.121,0.09275,0.0509999999999999,0.0737499999999999,0.088,0.3125,0.1342499999999999,0.0584999999999999,0.9805,0.59075,0.063,0.1144999999999999,0.077,0.019,0.08,0.16775,0.0797499999999999,0.21575,0.0344999999999999,0.05625,0.30425,0.0275,0.0329999999999999,0.15925,0.0645,0.1402499999999999,0.0605,0.05425,0.1327499999999999,0.119,0.1865,0.04025,0.0494999999999999,0.55425,0.03775,0.585,0.04825,0.1525,0.21775,0.089,0.0202499999999999,0.0235,0.019
Broadway Danny Rose (1984),0.905,0.839,0.905,0.905,0.87425,0.83575,0.8147500000000001,0.8147500000000001,0.7705,0.839,0.812,0.839,0.69975,0.74475,0.4629999999999999,0.74125,0.58675,0.7705,0.8382499999999999,0.4815,0.7909999999999999,0.4635,0.4247499999999999,0.427,0.513,0.53475,0.57875,0.364,0.15325,0.45075,0.607,0.2165,0.8382499999999999,0.2165,0.3005,0.7609999999999999,0.344,0.25675,0.20825,0.4875,0.32375,0.46325,0.1995,0.3299999999999999,0.2815,0.1922499999999999,0.1937499999999999,0.2274999999999999,0.1505,0.286,0.8265,0.21325,0.39975,0.242,0.2624999999999999,0.18725,0.18025,0.1805,0.57775,0.38275,0.47075,0.19,0.17725,0.3425,0.2194999999999999,0.14475,0.839,0.20625,0.08,0.15925,0.131,0.1345,0.0974999999999999,0.1272499999999999,0.25025,0.83175,0.4885,0.1357499999999999,0.21425,0.17375,0.22775,0.1352499999999999,0.1337499999999999,0.2754999999999999,0.15025,0.21775,0.1205,0.1119999999999999,0.11575,0.24275,0.0865,0.45775,0.1315,0.1205,0.10475,0.0989999999999999,0.09275,0.16675,0.17325,0.145,0.0672499999999999,0.05275,0.06025,0.0715,0.10325,0.086,0.10975,0.15725,0.1029999999999999,0.05275,0.1535,0.16925,0.0647499999999999,0.11825,0.05775,0.0775,0.08875,0.0865,0.0509999999999999,0.0767499999999999,0.1355,0.0984999999999999,0.10175,0.0175,0.03825,0.06225,0.0702499999999999,0.0329999999999999,0.04225,0.068,0.0717499999999999,0.04725,0.09975,0.14825,0.078,0.066,0.0474999999999999,0.0414999999999999,0.1139999999999999,0.0855,0.0534999999999999,0.135,0.05425,0.06225,0.0272499999999999,0.1099999999999999,0.0237499999999999,0.024,0.0185
Napoleon Dynamite (2004),0.85025,0.89175,0.54025,0.44725,0.99125,0.44725,0.428,0.6525,0.934,0.6525,0.88425,0.88425,0.3735,0.57575,0.68125,0.46425,0.41225,0.4902499999999999,0.25975,0.354,0.7555000000000001,0.4405,0.4357499999999999,0.45525,0.28225,0.394,0.3239999999999999,0.20725,0.904,0.47475,0.18325,0.36875,0.1049999999999999,0.76275,0.25425,0.31,0.1004999999999999,0.15175,0.1725,0.1755,0.2714999999999999,0.24525,0.268,0.17925,0.42325,0.8560000000000001,0.09375,0.18,0.2055,0.348,0.2975,0.22025,0.1855,0.268,0.1955,0.16525,0.2299999999999999,0.1074999999999999,0.119,0.1265,0.1215,0.08825,0.1267499999999999,0.1362499999999999,0.11675,0.18375,0.1004999999999999,0.22075,0.865,0.0944999999999999,0.50125,0.135,0.11025,0.48775,0.1669999999999999,0.0524999999999999,0.05325,0.17775,0.235,0.07,0.203,0.0857499999999999,0.209,0.16275,0.121,0.137,0.0627499999999999,0.0765,0.1355,0.0399999999999999,0.0979999999999999,0.0549999999999999,0.05825,0.32275,0.0817499999999999,0.11725,0.3335,0.24875,0.0767499999999999,0.1882499999999999,0.11375,0.0662499999999999,0.0885,0.0539999999999999,0.127,0.0797499999999999,0.085,0.062,0.06175,0.0494999999999999,0.1134999999999999,0.0414999999999999,0.182,0.04325,0.10675,0.0559999999999999,0.21975,0.0797499999999999,0.0464999999999999,0.0474999999999999,0.06175,0.0185,0.03725,0.1215,0.1357499999999999,0.05275,0.0637499999999999,0.12225,0.0627499999999999,0.0292499999999999,0.05875,0.063,0.0349999999999999,0.0529999999999999,0.0742499999999999,0.0449999999999999,0.0404999999999999,0.0469999999999999,0.0802499999999999,0.04775,0.0469999999999999,0.03375,0.04875,0.0419999999999999,0.0285,0.0242499999999999,0.03275,0.03025,0.0257499999999999
Dying of Laughter (Muertos de Risa) (1999),0.6205,0.8845000000000001,0.6795,0.7709999999999999,0.8845000000000001,0.665,0.73925,0.6345,0.7315,0.665,0.926,0.8807499999999999,0.7709999999999999,0.3379999999999999,0.871,0.29225,0.4805,0.32425,0.419,0.16175,0.7345,0.93675,0.3465,0.431,0.3472499999999999,0.4107499999999999,0.4085,0.2624999999999999,0.282,0.41,0.23375,0.18025,0.3015,0.15975,0.2744999999999999,0.3702499999999999,0.1892499999999999,0.3592499999999999,0.62,0.2165,0.2259999999999999,0.17075,0.70825,0.21175,0.0705,0.11775,0.11625,0.43975,0.41625,0.23675,0.1139999999999999,0.62425,0.1465,0.186,0.261,0.3345,0.22025,0.57975,0.22375,0.33775,0.31375,0.31375,0.1397499999999999,0.1019999999999999,0.17175,0.23375,0.1024999999999999,0.0805,0.16225,0.11625,0.24775,0.31375,0.09325,0.3335,0.11675,0.0737499999999999,0.1415,0.1679999999999999,0.2465,0.534,0.0939999999999999,0.1465,0.0399999999999999,0.1325,0.156,0.0747499999999999,0.1362499999999999,0.0707499999999999,0.252,0.0865,0.09175,0.12325,0.04675,0.08975,0.239,0.08625,0.0785,0.1372499999999999,0.10325,0.10775,0.03375,0.0257499999999999,0.21275,0.0202499999999999,0.06025,0.0534999999999999,0.0925,0.1024999999999999,0.0287499999999999,0.05475,0.1014999999999999,0.3365,0.0217499999999999,0.16425,0.0267499999999999,0.1322499999999999,0.089,0.0782499999999999,0.06225,0.1714999999999999,0.0509999999999999,0.142,0.151,0.1079999999999999,0.04525,0.124,0.1069999999999999,0.10225,0.04125,0.065,0.354,0.0242499999999999,0.15175,0.156,0.031,0.0479999999999999,0.1069999999999999,0.288,0.04075,0.05625,0.0419999999999999,0.0267499999999999,0.0974999999999999,0.0202499999999999,0.0207499999999999,0.086,0.0369999999999999,0.0605,0.0097499999999999
Smile (1975),0.8207500000000001,0.8400000000000001,0.8400000000000001,0.8207500000000001,0.5455,0.81925,0.81925,0.81925,0.7165,0.85375,0.7682500000000001,0.469,0.71875,0.4325,0.9805,0.4105,0.4645,0.7165,0.549,0.41725,0.481,0.628,0.1887499999999999,0.4155,0.64525,0.1704999999999999,0.25525,0.2865,0.6835,0.2897499999999999,0.5025,0.1897499999999999,0.422,0.1114999999999999,0.3794999999999999,0.4865,0.20575,0.4125,0.73775,0.1654999999999999,0.2965,0.383,0.22075,0.74,0.644,0.7782500000000001,0.28525,0.45575,0.25325,0.192,0.1932499999999999,0.5455,0.22475,0.2027499999999999,0.3389999999999999,0.5125,0.25375,0.57325,0.17275,0.205,0.366,0.4982499999999999,0.45925,0.5175,0.3129999999999999,0.57325,0.5115,0.946,0.4895,0.0974999999999999,0.121,0.21375,0.17975,0.23375,0.10775,0.177,0.1604999999999999,0.15925,0.1245,0.33525,0.077,0.0474999999999999,0.0177499999999999,0.14075,0.3135,0.12275,0.217,0.2485,0.0534999999999999,0.1584999999999999,0.03625,0.14625,0.11025,0.303,0.11125,0.06,0.14875,0.09675,0.1084999999999999,0.51,0.0627499999999999,0.2574999999999999,0.1375,0.05325,0.16025,0.0579999999999999,0.06025,0.0687499999999999,0.0685,0.1119999999999999,0.067,0.0627499999999999,0.0747499999999999,0.059,0.1124999999999999,0.0695,0.1375,0.03625,0.23075,0.0792499999999999,0.0464999999999999,0.05025,0.16575,0.082,0.0692499999999999,0.1377499999999999,0.20375,0.1287499999999999,0.0379999999999999,0.1745,0.1355,0.16575,0.08675,0.1367499999999999,0.0137499999999999,0.0792499999999999,0.303,0.0667499999999999,0.0857499999999999,0.44425,0.03775,0.0529999999999999,0.1265,0.238,0.0705,0.0802499999999999,0.0245,0.0175,0.0152499999999999
Shaun of the Dead (2004),0.8747499999999999,0.96475,0.696,0.80125,0.96475,0.80125,0.81975,0.80125,0.664,0.7755000000000001,0.97475,0.8827499999999999,0.9035,0.6405,0.84425,0.8049999999999999,0.60575,0.73775,0.8262499999999999,0.58875,0.918,0.50825,0.5255,0.55575,0.4539999999999999,0.511,0.26775,0.7385,0.47275,0.2997499999999999,0.6705,0.43025,0.3764999999999999,0.45875,0.367,0.2935,0.9065,0.3512499999999999,0.2214999999999999,0.371,0.45925,0.25325,0.54625,0.37925,0.34225,0.30025,0.2299999999999999,0.2877499999999999,0.398,0.16525,0.16375,0.21975,0.1257499999999999,0.23525,0.2544999999999999,0.2234999999999999,0.39625,0.11925,0.15475,0.1987499999999999,0.7922499999999999,0.11175,0.2907499999999999,0.373,0.217,0.57425,0.11725,0.1714999999999999,0.1947499999999999,0.2734999999999999,0.3199999999999999,0.32225,0.92825,0.26225,0.23125,0.0715,0.09125,0.19,0.24575,0.0964999999999999,0.18,0.185,0.25975,0.1564999999999999,0.1927499999999999,0.0847499999999999,0.181,0.245,0.1694999999999999,0.1034999999999999,0.0662499999999999,0.09575,0.3502499999999999,0.23125,0.11125,0.04275,0.1004999999999999,0.174,0.1059999999999999,0.084,0.17075,0.1465,0.507,0.1134999999999999,0.14425,0.08775,0.1335,0.16075,0.1175,0.05475,0.1029999999999999,0.0459999999999999,0.08625,0.1377499999999999,0.1104999999999999,0.067,0.075,0.04425,0.04875,0.09025,0.16425,0.0817499999999999,0.05675,0.1335,0.1937499999999999,0.1149999999999999,0.093,0.1545,0.0642499999999999,0.0642499999999999,0.059,0.0727499999999999,0.0657499999999999,0.04875,0.0539999999999999,0.064,0.05525,0.0677499999999999,0.08725,0.0504999999999999,0.38925,0.04475,0.0479999999999999,0.14225,0.27475,0.0232499999999999,0.0685,0.0142499999999999,0.04325
