movieId,betrayal,good,original,surveillance,weird,greed,culture clash,vengeance,runaway,chase,drama,predictable,mentor,catastrophe,dialogue,melancholic,weapons,pornography,first contact,adaptation,fight scenes,kidnapping,death,fun movie,not funny,sexy,life philosophy,lawyer,fantasy world,independent film,light,nudity (full frontal - brief),internet,life & death,writers,very funny,hospital,underrated,teen movie,drinking,family,doctors,classic car,pulp,creativity,transformation,quirky,absurd,sacrifice,dysfunctional family,islam,irish accent,women,memory,survival,hotel,california,stereotypes,blindness,divorce,unlikely friendships,film noir,nudity (topless - brief),multiple storylines,childhood,prejudice,alter ego,nudity (rear),small town,notable nudity,computer animation,new york city,new jersey,queer,prison,no plot,road movie,period piece,remake,san francisco,british,foul language,alternate history,censorship,farce,too long,unlikeable characters,simple,addiction,mad scientist,los angeles,camp,dreams,atheism,good music,workplace,wartime,island,80s,single father,adoption,interracial romance,ensemble cast,wilderness,race,indians,brothers,directorial debut,bollywood,hunting,russian,stand-up comedy,shopping,hip hop,stoner movie,radio,kick-butt women,robert downey jr,god,awesome soundtrack,potential oscar nom,cancer,prostitution,homeless,texas,made for tv,1930s,fashion,graphic novel,reality tv,buddy movie,immortality,time,father daughter relationship,ghosts/afterlife,desert,tokyo,australia,goth,best of 2005,wine,too short,oil,trilogy,snakes,finnish,french,rebellion,documentary
Shattered (1991),0.92775,0.8680000000000001,0.7035,0.8680000000000001,0.798,0.66475,0.798,0.66125,0.46675,0.741,0.4367499999999999,0.37375,0.4565,0.4585,0.3635,0.38875,0.37375,0.21875,0.4065,0.49475,0.2329999999999999,0.27975,0.2794999999999999,0.4795,0.3575,0.23175,0.3425,0.2284999999999999,0.3085,0.2584999999999999,0.308,0.3602499999999999,0.1079999999999999,0.42325,0.16275,0.33475,0.6375,0.4077499999999999,0.1609999999999999,0.23825,0.1545,0.42525,0.3542499999999999,0.311,0.3169999999999999,0.312,0.2885,0.25575,0.10825,0.139,0.1977499999999999,0.22975,0.1255,0.62325,0.4087499999999999,0.478,0.28525,0.1957499999999999,0.17475,0.2817499999999999,0.1569999999999999,0.46775,0.152,0.15125,0.18525,0.0652499999999999,0.1932499999999999,0.132,0.133,0.30825,0.1694999999999999,0.10625,0.1765,0.12125,0.1185,0.14675,0.389,0.1245,0.0247499999999999,0.827,0.08825,0.069,0.11175,0.133,0.33475,0.077,0.05225,0.1765,0.05475,0.2075,0.085,0.08975,0.08825,0.0549999999999999,0.12425,0.131,0.10475,0.0954999999999999,0.3199999999999999,0.0354999999999999,0.03325,0.0479999999999999,0.05875,0.0857499999999999,0.0404999999999999,0.0925,0.082,0.1252499999999999,0.05175,0.1064999999999999,0.0544999999999999,0.087,0.32275,0.06075,0.1342499999999999,0.0925,0.0865,0.0875,0.0807499999999999,0.083,0.0895,0.05375,0.05175,0.069,0.0692499999999999,0.0489999999999999,0.066,0.0409999999999999,0.0205,0.019,0.1287499999999999,0.0579999999999999,0.22325,0.04125,0.1039999999999999,0.1902499999999999,0.04675,0.0409999999999999,0.03325,0.0559999999999999,0.1385,0.03125,0.0797499999999999,0.04275,0.0745,0.09325,0.06075,0.0285,0.03225
"Bank, The (2001)",0.7989999999999999,0.7989999999999999,0.7922499999999999,0.7989999999999999,0.68725,0.9575,0.70925,0.70825,0.68725,0.5185,0.636,0.5285,0.57275,0.6485,0.61125,0.5445,0.5285,0.29325,0.5285,0.36475,0.28925,0.1574999999999999,0.3515,0.426,0.349,0.2634999999999999,0.36375,0.208,0.346,0.4795,0.355,0.3864999999999999,0.46975,0.3622499999999999,0.38375,0.2194999999999999,0.1644999999999999,0.27725,0.278,0.18125,0.204,0.0697499999999999,0.16475,0.207,0.27875,0.25975,0.367,0.18025,0.18725,0.28325,0.4285,0.285,0.1272499999999999,0.1932499999999999,0.0845,0.0682499999999999,0.25175,0.283,0.1382499999999999,0.04825,0.1679999999999999,0.1372499999999999,0.1855,0.25725,0.1215,0.1405,0.24575,0.206,0.1785,0.0777499999999999,0.1255,0.079,0.05025,0.2055,0.10975,0.1154999999999999,0.0642499999999999,0.17175,0.02975,0.03425,0.17175,0.1584999999999999,0.2544999999999999,0.134,0.0857499999999999,0.11025,0.18275,0.0707499999999999,0.1099999999999999,0.0605,0.0559999999999999,0.09375,0.12175,0.1634999999999999,0.144,0.08625,0.16825,0.1257499999999999,0.04875,0.0197499999999999,0.0675,0.254,0.22675,0.11125,0.148,0.145,0.1377499999999999,0.1069999999999999,0.21725,0.0875,0.11775,0.0775,0.04825,0.10175,0.04175,0.031,0.31375,0.20475,0.04675,0.144,0.16225,0.072,0.0499999999999999,0.0292499999999999,0.04975,0.0772499999999999,0.05975,0.09475,0.0647499999999999,0.1054999999999999,0.0235,0.0534999999999999,0.0252499999999999,0.1387499999999999,0.0319999999999999,0.05975,0.124,0.93175,0.1275,0.1079999999999999,0.0697499999999999,0.075,0.0374999999999999,0.088,0.0282499999999999,0.0247499999999999,0.061,0.05025,0.092
"Day of the Dolphin, The (1973)",0.6475,0.6475,0.65675,0.6475,0.4785,0.71175,0.63125,0.3345,0.32225,0.4147499999999999,0.3325,0.63775,0.5755,0.658,0.71625,0.4785,0.46175,0.5495,0.57225,0.407,0.36275,0.08975,0.3435,0.1689999999999999,0.35,0.4509999999999999,0.4325,0.10975,0.278,0.24925,0.4752499999999999,0.21325,0.10725,0.32075,0.2375,0.28325,0.14425,0.2025,0.1765,0.14475,0.4077499999999999,0.15125,0.1967499999999999,0.29025,0.27925,0.27375,0.20725,0.512,0.3485,0.25025,0.3045,0.1795,0.1875,0.36275,0.1564999999999999,0.16675,0.09775,0.24275,0.21625,0.1987499999999999,0.257,0.1164999999999999,0.11775,0.2475,0.4419999999999999,0.1535,0.1415,0.0915,0.059,0.29925,0.4419999999999999,0.0647499999999999,0.11125,0.1805,0.076,0.27725,0.0885,0.11325,0.05625,0.10725,0.09275,0.04475,0.185,0.0645,0.3379999999999999,0.10525,0.0324999999999999,0.147,0.0454999999999999,0.18025,0.04025,0.0767499999999999,0.0905,0.1535,0.0847499999999999,0.08625,0.122,0.34075,0.0944999999999999,0.1952499999999999,0.131,0.37075,0.0685,0.0524999999999999,0.39925,0.16575,0.086,0.0999999999999999,0.067,0.1159999999999999,0.0682499999999999,0.1014999999999999,0.0394999999999999,0.03875,0.08675,0.04125,0.125,0.018,0.1285,0.0935,0.028,0.03775,0.025,0.0172499999999999,0.0339999999999999,0.066,0.07,0.0137499999999999,0.0364999999999999,0.04375,0.0414999999999999,0.1074999999999999,0.1982499999999999,0.06225,0.0272499999999999,0.05175,0.0615,0.03775,0.0287499999999999,0.0205,0.03575,0.21775,0.03925,0.03225,0.061,0.0247499999999999,0.0434999999999999,0.04575,0.03275
See No Evil (1971),0.916,0.7637499999999999,0.61125,0.7637499999999999,0.9045,0.839,0.9045,0.6305,0.8194999999999999,0.5835,0.414,0.3007499999999999,0.38775,0.4107499999999999,0.425,0.69225,0.2435,0.63975,0.1947499999999999,0.22325,0.2804999999999999,0.376,0.31375,0.0964999999999999,0.35075,0.73875,0.2654999999999999,0.1619999999999999,0.24075,0.2975,0.1029999999999999,0.16575,0.063,0.31225,0.345,0.21575,0.17525,0.15525,0.196,0.1614999999999999,0.1515,0.4405,0.27,0.1935,0.1362499999999999,0.2339999999999999,0.4097499999999999,0.20425,0.1074999999999999,0.259,0.0822499999999999,0.0812499999999999,0.1365,0.0785,0.58475,0.18675,0.0847499999999999,0.06225,0.96625,0.08925,0.193,0.1225,0.0935,0.152,0.118,0.087,0.09325,0.1997499999999999,0.1735,0.0394999999999999,0.1079999999999999,0.0519999999999999,0.18175,0.1654999999999999,0.0662499999999999,0.0389999999999999,0.0692499999999999,0.05275,0.0687499999999999,0.028,0.1159999999999999,0.04925,0.064,0.27475,0.081,0.078,0.0672499999999999,0.04125,0.1402499999999999,0.12375,0.0225,0.249,0.078,0.05125,0.0439999999999999,0.083,0.05025,0.0479999999999999,0.063,0.0272499999999999,0.0399999999999999,0.1109999999999999,0.0484999999999999,0.071,0.0295,0.04025,0.0499999999999999,0.145,0.14325,0.0414999999999999,0.05275,0.1322499999999999,0.1895,0.04275,0.0544999999999999,0.03875,0.2385,0.0569999999999999,0.0344999999999999,0.0797499999999999,0.0394999999999999,0.0227499999999999,0.1109999999999999,0.03975,0.0915,0.0697499999999999,0.03425,0.05425,0.03575,0.04975,0.013,0.0655,0.0162499999999999,0.0162499999999999,0.0237499999999999,0.04325,0.0842499999999999,0.05225,0.142,0.0314999999999999,0.0449999999999999,0.0292499999999999,0.0424999999999999,0.029,0.02975,0.03925,0.0215,0.0242499999999999,0.05725
Consenting Adults (1992),0.881,0.881,0.7962499999999999,0.881,0.6105,0.65275,0.65275,0.3612499999999999,0.34475,0.5075,0.34475,0.67325,0.49175,0.5325,0.3045,0.3542499999999999,0.4205,0.52375,0.4205,0.3562499999999999,0.3045,0.22775,0.353,0.27425,0.3279999999999999,0.61925,0.4935,0.623,0.29525,0.15775,0.3295,0.394,0.253,0.2075,0.407,0.3525,0.2684999999999999,0.1382499999999999,0.4825,0.12125,0.3005,0.432,0.174,0.21475,0.2485,0.263,0.23325,0.14425,0.138,0.147,0.11375,0.2165,0.1982499999999999,0.246,0.18375,0.1957499999999999,0.16525,0.11875,0.152,0.7095,0.31,0.0954999999999999,0.4187499999999999,0.2304999999999999,0.10525,0.1205,0.1385,0.2085,0.10575,0.2015,0.17025,0.09825,0.11025,0.1332499999999999,0.1119999999999999,0.1262499999999999,0.1337499999999999,0.1104999999999999,0.137,0.45575,0.069,0.2329999999999999,0.1634999999999999,0.0722499999999999,0.1985,0.1709999999999999,0.09875,0.1367499999999999,0.05675,0.0762499999999999,0.10825,0.079,0.0885,0.06225,0.1014999999999999,0.12125,0.0615,0.11125,0.073,0.22575,0.0637499999999999,0.1252499999999999,0.06075,0.127,0.061,0.0787499999999999,0.063,0.0735,0.05575,0.0319999999999999,0.05225,0.0722499999999999,0.155,0.0404999999999999,0.0687499999999999,0.0802499999999999,0.0569999999999999,0.0667499999999999,0.0394999999999999,0.068,0.04225,0.04225,0.05425,0.10675,0.0444999999999999,0.0374999999999999,0.05425,0.06175,0.0245,0.0489999999999999,0.03825,0.0439999999999999,0.0479999999999999,0.03775,0.03975,0.029,0.0554999999999999,0.03575,0.03825,0.023,0.04625,0.05025,0.0182499999999999,0.0434999999999999,0.03225,0.0384999999999999,0.0272499999999999,0.031,0.0202499999999999
Tightrope (1984),0.89575,0.8845000000000001,0.659,0.8845000000000001,0.79325,0.79325,0.71075,0.7845,0.752,0.82125,0.66225,0.3225,0.4555,0.4235,0.739,0.49775,0.208,0.8115000000000001,0.2465,0.3532499999999999,0.203,0.4595,0.21025,0.33375,0.3715,0.8115000000000001,0.31325,0.1475,0.3037499999999999,0.49775,0.57925,0.39275,0.1064999999999999,0.35275,0.27225,0.21625,0.37875,0.15775,0.12475,0.49775,0.246,0.3904999999999999,0.3964999999999999,0.3015,0.16675,0.1775,0.2309999999999999,0.2219999999999999,0.10875,0.2544999999999999,0.078,0.14475,0.69925,0.085,0.0712499999999999,0.2495,0.25575,0.12475,0.2055,0.4135,0.201,0.6205,0.4065,0.14,0.1709999999999999,0.1257499999999999,0.11625,0.2744999999999999,0.1382499999999999,0.09025,0.138,0.2015,0.1114999999999999,0.1609999999999999,0.1352499999999999,0.0737499999999999,0.2915,0.1287499999999999,0.027,0.3592499999999999,0.0984999999999999,0.0959999999999999,0.10925,0.215,0.1485,0.092,0.06225,0.0847499999999999,0.15,0.0964999999999999,0.15,0.14275,0.142,0.0685,0.07,0.1425,0.0857499999999999,0.0489999999999999,0.29425,0.96125,0.0549999999999999,0.1372499999999999,0.03975,0.09625,0.05375,0.0855,0.0687499999999999,0.0717499999999999,0.08925,0.52725,0.03325,0.0999999999999999,0.04625,0.0479999999999999,0.08625,0.04025,0.23575,0.0999999999999999,0.0359999999999999,0.0737499999999999,0.0579999999999999,0.0295,0.8367500000000001,0.04425,0.0915,0.0394999999999999,0.1129999999999999,0.03425,0.0434999999999999,0.0404999999999999,0.0647499999999999,0.03375,0.03025,0.188,0.0329999999999999,0.0797499999999999,0.1355,0.05425,0.0524999999999999,0.028,0.09475,0.0215,0.085,0.0399999999999999,0.14525,0.0192499999999999,0.1044999999999999,0.0242499999999999,0.0464999999999999
Sleeping with the Enemy (1991),0.78075,0.78075,0.566,0.78075,0.72325,0.485,0.485,0.58525,0.5715,0.7755000000000001,0.4515,0.65525,0.49575,0.5705,0.256,0.2827499999999999,0.3269999999999999,0.2897499999999999,0.4225,0.24975,0.2395,0.2234999999999999,0.6825,0.2289999999999999,0.3319999999999999,0.40075,0.3409999999999999,0.433,0.21625,0.15525,0.2284999999999999,0.2855,0.17225,0.44625,0.21775,0.21875,0.4835,0.252,0.5825,0.2339999999999999,0.23525,0.4555,0.2065,0.16675,0.22575,0.3129999999999999,0.1654999999999999,0.37775,0.17175,0.1305,0.11875,0.5595,0.6625,0.18525,0.366,0.2284999999999999,0.138,0.1649999999999999,0.36075,0.7075,0.1372499999999999,0.0875,0.1574999999999999,0.06025,0.17975,0.1255,0.11425,0.188,0.8540000000000001,0.2055,0.138,0.11425,0.1282499999999999,0.1272499999999999,0.11525,0.122,0.15125,0.09125,0.18125,0.156,0.0564999999999999,0.0354999999999999,0.12375,0.11025,0.0707499999999999,0.0782499999999999,0.1932499999999999,0.1164999999999999,0.05275,0.10625,0.04475,0.0815,0.0842499999999999,0.08775,0.05175,0.1392499999999999,0.0745,0.1555,0.1024999999999999,0.24725,0.1044999999999999,0.21475,0.0207499999999999,0.0745,0.09225,0.076,0.0662499999999999,0.04725,0.0672499999999999,0.2935,0.0499999999999999,0.086,0.2279999999999999,0.0935,0.061,0.1357499999999999,0.09125,0.03075,0.0389999999999999,0.04975,0.0305,0.10625,0.064,0.0777499999999999,0.05675,0.05325,0.0484999999999999,0.17675,0.0394999999999999,0.07,0.0275,0.0837499999999999,0.0742499999999999,0.03075,0.2022499999999999,0.0479999999999999,0.04875,0.04725,0.0324999999999999,0.02,0.083,0.0857499999999999,0.04825,0.0287499999999999,0.0459999999999999,0.0339999999999999,0.0379999999999999,0.0217499999999999,0.0215
Out of Time (2003),0.92425,0.69775,0.70225,0.68625,0.5625,0.9015,0.9015,0.7795000000000001,0.4892499999999999,0.8647499999999999,0.38375,0.592,0.37725,0.5,0.36075,0.272,0.41125,0.3482499999999999,0.41125,0.196,0.4105,0.4922499999999999,0.24225,0.69775,0.33075,0.50575,0.287,0.312,0.2897499999999999,0.132,0.308,0.2165,0.2425,0.209,0.129,0.308,0.365,0.1945,0.2025,0.29325,0.1892499999999999,0.261,0.2784999999999999,0.199,0.1917499999999999,0.2199999999999999,0.16475,0.21975,0.20775,0.12175,0.08825,0.15525,0.14175,0.1302499999999999,0.09975,0.541,0.2334999999999999,0.2345,0.15025,0.67225,0.1355,0.512,0.0787499999999999,0.0802499999999999,0.12125,0.1245,0.12275,0.1584999999999999,0.34975,0.1699999999999999,0.1664999999999999,0.0767499999999999,0.0752499999999999,0.1282499999999999,0.139,0.22375,0.1257499999999999,0.1332499999999999,0.1362499999999999,0.1435,0.0595,0.1014999999999999,0.1154999999999999,0.0655,0.09325,0.0767499999999999,0.09,0.1267499999999999,0.16325,0.0632499999999999,0.14125,0.0737499999999999,0.0662499999999999,0.04675,0.1365,0.0837499999999999,0.06075,0.0969999999999999,0.06175,0.0479999999999999,0.082,0.14175,0.04425,0.0757499999999999,0.2319999999999999,0.118,0.0722499999999999,0.0454999999999999,0.0707499999999999,0.1099999999999999,0.0675,0.1044999999999999,0.14225,0.062,0.0642499999999999,0.0885,0.091,0.03225,0.0295,0.0655,0.0329999999999999,0.54825,0.10025,0.0554999999999999,0.0645,0.0394999999999999,0.04825,0.0735,0.0207499999999999,0.06175,0.38375,0.0635,0.076,0.03625,0.0642499999999999,0.04775,0.05725,0.05025,0.03125,0.03875,0.1185,0.05375,0.04725,0.0429999999999999,0.0247499999999999,0.0185,0.0277499999999999,0.0227499999999999,0.023
Runaway Jury (2003),0.8527499999999999,0.81775,0.691,0.89825,0.83375,0.8527499999999999,0.8527499999999999,0.70125,0.83375,0.72125,0.69975,0.4705,0.67425,0.81775,0.42625,0.36975,0.61925,0.34175,0.3645,0.92525,0.41925,0.24675,0.2445,0.58,0.3215,0.20425,0.39175,0.8975,0.24925,0.29225,0.309,0.182,0.4555,0.29525,0.3695,0.284,0.20375,0.32225,0.36475,0.2015,0.2345,0.2125,0.37,0.3065,0.241,0.296,0.14625,0.28825,0.26125,0.16875,0.58975,0.26975,0.184,0.132,0.18525,0.1347499999999999,0.24025,0.37,0.32425,0.10075,0.18125,0.0835,0.08925,0.2165,0.12075,0.27625,0.15575,0.0762499999999999,0.17025,0.16925,0.16225,0.11725,0.15175,0.154,0.12,0.18525,0.0672499999999999,0.1975,0.0832499999999999,0.21375,0.14175,0.38475,0.1932499999999999,0.15375,0.09325,0.10875,0.061,0.0949999999999999,0.1044999999999999,0.083,0.06025,0.0655,0.0847499999999999,0.23625,0.11675,0.20375,0.29225,0.0974999999999999,0.03475,0.0647499999999999,0.132,0.09075,0.4425,0.05125,0.11875,0.187,0.11625,0.0742499999999999,0.0885,0.0847499999999999,0.05825,0.0675,0.129,0.0747499999999999,0.0787499999999999,0.0865,0.1372499999999999,0.05325,0.078,0.066,0.066,0.22975,0.0399999999999999,0.0429999999999999,0.0827499999999999,0.136,0.0685,0.1009999999999999,0.04825,0.06025,0.05975,0.05425,0.0692499999999999,0.0782499999999999,0.04575,0.0677499999999999,0.0539999999999999,0.05425,0.03475,0.0712499999999999,0.0384999999999999,0.05675,0.1377499999999999,0.04625,0.0534999999999999,0.03025,0.0404999999999999,0.04225,0.04825
Gothika (2003),0.8185,0.7395,0.7782500000000001,0.70275,0.7875000000000001,0.7875000000000001,0.3552499999999999,0.51375,0.7609999999999999,0.5345,0.3552499999999999,0.75325,0.5615,0.51525,0.3429999999999999,0.35075,0.7395,0.359,0.7395,0.27775,0.4742499999999999,0.16075,0.26275,0.22975,0.353,0.267,0.34275,0.264,0.35175,0.153,0.32575,0.3195,0.3475,0.17325,0.26725,0.235,0.65975,0.172,0.2905,0.1385,0.25925,0.49275,0.177,0.25375,0.18175,0.2504999999999999,0.185,0.2027499999999999,0.16275,0.14125,0.088,0.1395,0.21925,0.5525,0.11175,0.1902499999999999,0.1387499999999999,0.25975,0.27125,0.0737499999999999,0.17325,0.14675,0.089,0.1962499999999999,0.131,0.088,0.1569999999999999,0.0825,0.1044999999999999,0.0885,0.23925,0.0524999999999999,0.174,0.141,0.40575,0.21325,0.42425,0.0837499999999999,0.24075,0.0815,0.0662499999999999,0.0519999999999999,0.11425,0.0489999999999999,0.11375,0.127,0.07,0.0925,0.0705,0.1335,0.09675,0.145,0.25375,0.1175,0.14925,0.09275,0.05575,0.0835,0.04625,0.0762499999999999,0.1094999999999999,0.0657499999999999,0.084,0.0394999999999999,0.0745,0.05425,0.0847499999999999,0.05625,0.1074999999999999,0.0282499999999999,0.06075,0.079,0.0569999999999999,0.1855,0.0745,0.06175,0.0519999999999999,0.8527499999999999,0.0725,0.0815,0.0642499999999999,0.04375,0.069,0.0414999999999999,0.03,0.06075,0.0499999999999999,0.08825,0.0329999999999999,0.03475,0.0329999999999999,0.0944999999999999,0.065,0.05675,0.2907499999999999,0.03425,0.0414999999999999,0.0267499999999999,0.51475,0.04575,0.0394999999999999,0.0687499999999999,0.0324999999999999,0.0645,0.0559999999999999,0.0429999999999999,0.0409999999999999,0.0272499999999999,0.0182499999999999
Final Analysis (1992),0.95525,0.86025,0.669,0.86025,0.8115000000000001,0.8115000000000001,0.64625,0.4875,0.7907500000000001,0.4785,0.40225,0.6625,0.4845,0.544,0.39525,0.5525,0.50075,0.52225,0.50075,0.274,0.29125,0.24325,0.32325,0.23075,0.3465,0.776,0.3964999999999999,0.7555000000000001,0.37625,0.1594999999999999,0.4399999999999999,0.2664999999999999,0.2845,0.2827499999999999,0.2744999999999999,0.24475,0.2355,0.3075,0.259,0.2504999999999999,0.24025,0.26275,0.368,0.31225,0.20325,0.1877499999999999,0.15925,0.15625,0.195,0.20625,0.09875,0.244,0.301,0.2614999999999999,0.132,0.3435,0.16725,0.15325,0.209,0.5065,0.27475,0.4702499999999999,0.2947499999999999,0.188,0.2734999999999999,0.09875,0.1395,0.3435,0.1395,0.478,0.16275,0.11825,0.10275,0.1922499999999999,0.603,0.25775,0.11625,0.146,0.16825,0.831,0.10225,0.09475,0.1252499999999999,0.0725,0.1599999999999999,0.09175,0.067,0.10825,0.0627499999999999,0.0777499999999999,0.0722499999999999,0.10425,0.1099999999999999,0.14675,0.10075,0.0399999999999999,0.0717499999999999,0.0752499999999999,0.077,0.1255,0.0672499999999999,0.1629999999999999,0.06025,0.0645,0.0795,0.0875,0.065,0.04375,0.08825,0.0182499999999999,0.0682499999999999,0.078,0.2214999999999999,0.1109999999999999,0.077,0.0642499999999999,0.12425,0.0682499999999999,0.06125,0.09275,0.12275,0.04575,0.0469999999999999,0.0245,0.027,0.0647499999999999,0.0687499999999999,0.03325,0.0519999999999999,0.122,0.0305,0.0727499999999999,0.0484999999999999,0.0267499999999999,0.05325,0.028,0.085,0.0137499999999999,0.03025,0.0529999999999999,0.10325,0.0772499999999999,0.05275,0.0569999999999999,0.031,0.0682499999999999,0.0369999999999999,0.0255,0.0177499999999999
Knight Moves (1992),0.8905000000000001,0.7705,0.691,0.7705,0.54225,0.54675,0.54675,0.7665,0.5,0.4385,0.31025,0.62375,0.6685,0.4389999999999999,0.43125,0.40725,0.24125,0.5205,0.3007499999999999,0.42825,0.3462499999999999,0.32375,0.33225,0.37,0.34125,0.491,0.27875,0.29825,0.24125,0.22025,0.275,0.4245,0.3265,0.22025,0.25875,0.25575,0.0999999999999999,0.129,0.24775,0.16275,0.235,0.1955,0.2345,0.26325,0.2634999999999999,0.22975,0.2185,0.237,0.11325,0.1245,0.22025,0.15425,0.2284999999999999,0.1654999999999999,0.078,0.374,0.1322499999999999,0.214,0.3575,0.1355,0.142,0.1357499999999999,0.236,0.207,0.155,0.22025,0.1435,0.27575,0.11125,0.30925,0.16925,0.16925,0.0999999999999999,0.119,0.11025,0.0434999999999999,0.0632499999999999,0.1825,0.11425,0.11375,0.1357499999999999,0.131,0.15475,0.1064999999999999,0.132,0.1375,0.1285,0.1014999999999999,0.0717499999999999,0.0627499999999999,0.0702499999999999,0.069,0.064,0.1564999999999999,0.064,0.093,0.0832499999999999,0.1875,0.0682499999999999,0.0727499999999999,0.03825,0.1034999999999999,0.07,0.05575,0.08725,0.074,0.0657499999999999,0.0692499999999999,0.04475,0.0215,0.05275,0.16625,0.10975,0.0529999999999999,0.0785,0.0855,0.091,0.074,0.0645,0.0875,0.2199999999999999,0.0409999999999999,0.0755,0.03075,0.0295,0.126,0.0474999999999999,0.0349999999999999,0.0454999999999999,0.04925,0.199,0.1054999999999999,0.0564999999999999,0.0574999999999999,0.11675,0.0247499999999999,0.073,0.05625,0.0449999999999999,0.03,0.03175,0.0494999999999999,0.0319999999999999,0.05275,0.029,0.0534999999999999,0.0265,0.0319999999999999,0.0155
Presumed Innocent (1990),0.97575,0.93625,0.8587499999999999,0.827,0.8852500000000001,0.8832500000000001,0.8832500000000001,0.86975,0.7602500000000001,0.745,0.93625,0.393,0.68825,0.5135,0.60475,0.52175,0.393,0.4802499999999999,0.2734999999999999,0.8727499999999999,0.26675,0.1277499999999999,0.291,0.3405,0.3615,0.58925,0.29,0.982,0.1917499999999999,0.41025,0.3425,0.3572499999999999,0.192,0.20725,0.39325,0.284,0.24375,0.37525,0.2229999999999999,0.41025,0.17825,0.4605,0.43875,0.2045,0.21575,0.1935,0.203,0.17875,0.1937499999999999,0.2334999999999999,0.526,0.1917499999999999,0.206,0.249,0.127,0.3585,0.31975,0.22225,0.20875,0.85575,0.26425,0.187,0.2564999999999999,0.1957499999999999,0.151,0.125,0.17625,0.1952499999999999,0.1845,0.23725,0.1485,0.1395,0.12375,0.129,0.131,0.12025,0.121,0.45075,0.0434999999999999,0.1387499999999999,0.1342499999999999,0.6375,0.1584999999999999,0.2145,0.1084999999999999,0.25125,0.0837499999999999,0.0994999999999999,0.0832499999999999,0.0419999999999999,0.131,0.0725,0.0795,0.0855,0.14075,0.1044999999999999,0.0762499999999999,0.09525,0.2935,0.0645,0.0827499999999999,0.0672499999999999,0.1815,0.08875,0.1069999999999999,0.0812499999999999,0.0989999999999999,0.08675,0.0675,0.0939999999999999,0.0637499999999999,0.082,0.1089999999999999,0.05525,0.0815,0.09575,0.0792499999999999,0.1775,0.0409999999999999,0.1024999999999999,0.179,0.04825,0.0959999999999999,0.0439999999999999,0.088,0.0777499999999999,0.2784999999999999,0.0732499999999999,0.0569999999999999,0.0374999999999999,0.1235,0.0295,0.04475,0.073,0.059,0.04575,0.081,0.0667499999999999,0.0175,0.15875,0.1009999999999999,0.0344999999999999,0.09375,0.079,0.0282499999999999,0.0205,0.04775,0.0439999999999999,0.03475
Year of the Dragon (1985),0.87175,0.56725,0.551,0.2224999999999999,0.56725,0.60825,0.6205,0.87175,0.7505,0.54,0.6205,0.26375,0.6145,0.51875,0.7505,0.6005,0.503,0.4609999999999999,0.251,0.26425,0.503,0.146,0.263,0.22475,0.36275,0.1525,0.30025,0.1049999999999999,0.3265,0.414,0.21075,0.5255,0.0667499999999999,0.30425,0.20425,0.22025,0.1639999999999999,0.2947499999999999,0.11825,0.414,0.09725,0.0775,0.1815,0.50425,0.127,0.15575,0.1892499999999999,0.14425,0.1902499999999999,0.1245,0.1619999999999999,0.1589999999999999,0.131,0.121,0.0652499999999999,0.0742499999999999,0.16025,0.25525,0.2007499999999999,0.0677499999999999,0.2175,0.26075,0.265,0.121,0.1654999999999999,0.2504999999999999,0.08825,0.21775,0.14075,0.05525,0.14875,0.31425,0.0812499999999999,0.1579999999999999,0.084,0.03225,0.122,0.11375,0.0305,0.03825,0.0682499999999999,0.0404999999999999,0.0989999999999999,0.37575,0.126,0.144,0.03575,0.10225,0.2175,0.1034999999999999,0.0842499999999999,0.155,0.05725,0.05325,0.0737499999999999,0.06225,0.09025,0.0464999999999999,0.3485,0.0187499999999999,0.0484999999999999,0.3452499999999999,0.03825,0.0687499999999999,0.0635,0.22325,0.1725,0.0895,0.0459999999999999,0.1069999999999999,0.05625,0.10075,0.0474999999999999,0.0772499999999999,0.2269999999999999,0.04925,0.075,0.0252499999999999,0.05325,0.05875,0.04075,0.04475,0.26425,0.0277499999999999,0.14175,0.069,0.0682499999999999,0.03925,0.0742499999999999,0.0329999999999999,0.1094999999999999,0.0635,0.0215,0.0252499999999999,0.0292499999999999,0.27325,0.0925,0.06075,0.03425,0.0225,0.0242499999999999,0.0257499999999999,0.0275,0.03625,0.14925,0.0449999999999999,0.04075,0.0275,0.0202499999999999
