movieId,original,greed,weird,drama,vengeance,good,culture clash,runaway,melancholic,independent film,betrayal,mentor,dialogue,unlikely friendships,pornography,life & death,light,catastrophe,adaptation,drinking,islam,chase,very funny,sacrifice,fight scenes,quirky,surveillance,fun movie,family,childhood,death,prejudice,first contact,period piece,life philosophy,fantasy world,weapons,survival,teen movie,creativity,good music,alter ego,predictable,absurd,british,classic car,nudity (full frontal - brief),dysfunctional family,nudity (topless - brief),underrated,awesome soundtrack,computer animation,farce,wartime,stereotypes,sexy,documentary,queer,transformation,california,small town,multiple storylines,addiction,80s,foul language,censorship,film noir,not funny,doctors,writers,hospital,simple,bollywood,dreams,irish accent,brothers,wilderness,women,tokyo,alternate history,mad scientist,directorial debut,new jersey,stand-up comedy,road movie,internet,memory,1930s,atheism,pulp,rebellion,hip hop,hotel,too long,cancer,indians,divorce,blindness,workplace,stoner movie,ensemble cast,potential oscar nom,prison,notable nudity,desert,best of 2005,race,camp,interracial romance,kidnapping,buddy movie,god,nudity (rear),hunting,new york city,texas,island,kick-butt women,ghosts/afterlife,radio,father daughter relationship,time,made for tv,russian,los angeles,san francisco,graphic novel,goth,snakes,trilogy,immortality,australia,lawyer,too short,finnish,wine,adoption,reality tv,oil,robert downey jr,unlikeable characters,french,homeless,shopping,no plot,single father,prostitution,fashion,remake
Rush: Beyond the Lighted Stage (2010),0.90125,0.86025,0.80925,0.86025,0.83125,0.80925,0.68975,0.7749999999999999,0.7815000000000001,0.4965,0.57125,0.7569999999999999,0.6505,0.672,0.521,0.4992499999999999,0.7789999999999999,0.7625,0.5215,0.4345,0.1975,0.68275,0.66425,0.4389999999999999,0.7925,0.6865,0.7925,0.8160000000000001,0.8919999999999999,0.65575,0.3592499999999999,0.4389999999999999,0.7625,0.1277499999999999,0.1885,0.742,0.56425,0.2977499999999999,0.58525,0.566,0.93725,0.71475,0.621,0.6865,0.3665,0.3215,0.38575,0.402,0.3415,0.60875,0.625,0.65575,0.6865,0.1975,0.5775,0.4589999999999999,0.9415,0.52675,0.2987499999999999,0.3844999999999999,0.17025,0.361,0.476,0.5405,0.295,0.1815,0.153,0.3239999999999999,0.1089999999999999,0.1297499999999999,0.299,0.59375,0.36275,0.21375,0.14975,0.3485,0.05375,0.0657499999999999,0.24975,0.10375,0.368,0.138,0.3319999999999999,0.17175,0.31975,0.491,0.2155,0.05975,0.144,0.3455,0.3087499999999999,0.53225,0.4399999999999999,0.4315,0.29225,0.0762499999999999,0.44925,0.08925,0.0865,0.23325,0.26125,0.024,0.1139999999999999,0.0429999999999999,0.1327499999999999,0.1594999999999999,0.0837499999999999,0.21,0.03775,0.22525,0.45175,0.1089999999999999,0.16275,0.09975,0.2827499999999999,0.09075,0.214,0.3515,0.0569999999999999,0.2885,0.07,0.2249999999999999,0.2189999999999999,0.10475,0.139,0.1995,0.0245,0.0464999999999999,0.18575,0.2624999999999999,0.3964999999999999,0.083,0.04825,0.09225,0.0805,0.14225,0.0944999999999999,0.1332499999999999,0.0182499999999999,0.0642499999999999,0.05175,0.04325,0.03875,0.1382499999999999,0.0817499999999999,0.0285,0.03975,0.2279999999999999,0.0135
War of the Arrows (Choi-jong-byeong-gi Hwal) (2011),0.8845000000000001,0.84425,0.93525,0.8365,0.914,0.8262499999999999,0.8262499999999999,0.8262499999999999,0.93525,0.74725,0.7657499999999999,0.7115,0.72675,0.51825,0.7,0.494,0.4115,0.662,0.56975,0.60275,0.6445,0.926,0.4922499999999999,0.697,0.926,0.38125,0.65425,0.58625,0.591,0.4629999999999999,0.67825,0.423,0.4085,0.7185,0.686,0.2957499999999999,0.926,0.8592500000000001,0.1885,0.48375,0.27,0.51,0.4085,0.208,0.3095,0.6065,0.595,0.5005,0.39575,0.33825,0.248,0.3605,0.25775,0.6445,0.2915,0.24175,0.17725,0.17925,0.3375,0.152,0.40125,0.31125,0.1445,0.21,0.37075,0.0702499999999999,0.1775,0.38675,0.54825,0.15925,0.24325,0.578,0.79175,0.1362499999999999,0.3622499999999999,0.275,0.32625,0.4965,0.57925,0.387,0.16375,0.2135,0.1159999999999999,0.0885,0.24775,0.135,0.2947499999999999,0.20425,0.36575,0.17175,0.2284999999999999,0.05625,0.1965,0.2845,0.1164999999999999,0.2085,0.2684999999999999,0.3005,0.05975,0.44525,0.1725,0.2847499999999999,0.206,0.4715,0.4479999999999999,0.15525,0.3105,0.15125,0.1795,0.6865,0.1942499999999999,0.1054999999999999,0.1245,0.4515,0.0745,0.0665,0.10725,0.311,0.198,0.0685,0.10525,0.1265,0.1357499999999999,0.28225,0.14825,0.1004999999999999,0.258,0.2224999999999999,0.0554999999999999,0.25625,0.26025,0.1342499999999999,0.12375,0.05375,0.18325,0.1684999999999999,0.12375,0.019,0.1069999999999999,0.14175,0.0489999999999999,0.295,0.04225,0.04625,0.0994999999999999,0.3129999999999999,0.09525,0.0725,0.0489999999999999
Doomsday Book (2012),0.94275,0.81375,0.845,0.74325,0.906,0.94275,0.7815000000000001,0.70925,0.74775,0.62175,0.8082499999999999,0.8305,0.7887500000000001,0.79175,0.68325,0.67475,0.7947500000000001,0.97775,0.547,0.7055,0.51,0.8474999999999999,0.77475,0.59275,0.72375,0.64425,0.5785,0.7745,0.7705,0.54775,0.69175,0.48075,0.97775,0.65425,0.4985,0.66725,0.57825,0.97925,0.71075,0.6155,0.35275,0.49975,0.76325,0.7545,0.65425,0.507,0.50375,0.3545,0.32275,0.4752499999999999,0.35275,0.3582499999999999,0.435,0.389,0.482,0.4812499999999999,0.1455,0.1735,0.38875,0.46325,0.511,0.669,0.47375,0.312,0.525,0.1287499999999999,0.14375,0.3145,0.48375,0.44425,0.3522499999999999,0.45425,0.54925,0.3245,0.40525,0.2875,0.6125,0.30325,0.4752499999999999,0.3692499999999999,0.53025,0.21725,0.30025,0.0717499999999999,0.3505,0.5945,0.4529999999999999,0.31675,0.39425,0.22275,0.2674999999999999,0.0534999999999999,0.059,0.2279999999999999,0.1674999999999999,0.4615,0.1295,0.1114999999999999,0.267,0.14325,0.3565,0.16675,0.25325,0.18475,0.38325,0.3632499999999999,0.1634999999999999,0.11775,0.0707499999999999,0.58225,0.2284999999999999,0.39425,0.2035,0.3874999999999999,0.264,0.20975,0.66425,0.1875,0.154,0.27,0.30525,0.128,0.12325,0.1977499999999999,0.11375,0.1215,0.16325,0.10825,0.397,0.56875,0.138,0.124,0.0715,0.37825,0.513,0.241,0.10375,0.1089999999999999,0.1252499999999999,0.10575,0.1905,0.0755,0.0787499999999999,0.182,0.2045,0.143,0.0915,0.0275,0.1322499999999999
"Thing: Terror Takes Shape, The (1998)",0.92425,0.8827499999999999,0.9055,0.8827499999999999,0.863,0.8827499999999999,0.8827499999999999,0.8819999999999999,0.8405,0.8405,0.774,0.786,0.7827500000000001,0.5,0.75125,0.6235,0.6975,0.59575,0.66925,0.603,0.57375,0.7555000000000001,0.64475,0.4605,0.8765000000000001,0.8242499999999999,0.634,0.7165,0.4435,0.542,0.5305,0.68775,0.8765000000000001,0.4465,0.41625,0.26925,0.50925,0.685,0.27225,0.5725,0.4054999999999999,0.4479999999999999,0.31775,0.5455,0.3874999999999999,0.53875,0.473,0.4365,0.8262499999999999,0.5845,0.4054999999999999,0.35475,0.51725,0.36775,0.1569999999999999,0.5695,0.8547499999999999,0.40075,0.364,0.74475,0.5075,0.71075,0.35975,0.59075,0.4327499999999999,0.57625,0.34275,0.24375,0.20925,0.2734999999999999,0.48,0.22225,0.0702499999999999,0.37175,0.408,0.24075,0.37525,0.1362499999999999,0.195,0.40275,0.8465,0.3725,0.1912499999999999,0.11825,0.25625,0.3512499999999999,0.2005,0.4097499999999999,0.25,0.25375,0.21275,0.2214999999999999,0.4772499999999999,0.30325,0.16325,0.3712499999999999,0.14075,0.1405,0.1845,0.1159999999999999,0.65975,0.2279999999999999,0.198,0.245,0.38825,0.21975,0.1634999999999999,0.1257499999999999,0.2425,0.126,0.05375,0.12225,0.10325,0.17725,0.18,0.3385,0.2985,0.1139999999999999,0.0815,0.1272499999999999,0.17775,0.2017499999999999,0.2145,0.0695,0.60075,0.1295,0.05475,0.0974999999999999,0.15225,0.1119999999999999,0.248,0.0984999999999999,0.1265,0.0692499999999999,0.10325,0.0815,0.069,0.079,0.35675,0.14075,0.0785,0.0984999999999999,0.0755,0.09725,0.05875,0.0215,0.09625,0.0727499999999999,0.0295
How to Survive a Plague (2012),0.907,0.8267500000000001,0.76525,0.8267500000000001,0.8267500000000001,0.7,0.76525,0.8267500000000001,0.8405,0.76275,0.70575,0.7825,0.76525,0.8405,0.59725,0.49275,0.68375,0.53825,0.4735,0.537,0.96975,0.40025,0.249,0.71125,0.51925,0.38525,0.585,0.40025,0.5115,0.53475,0.778,0.65875,0.2915,0.907,0.2405,0.363,0.3165,0.36175,0.3305,0.506,0.38625,0.4905,0.214,0.271,0.4845,0.22675,0.40625,0.309,0.2355,0.1295,0.38625,0.2319999999999999,0.271,0.62175,0.5115,0.353,0.9605,0.93275,0.2274999999999999,0.2269999999999999,0.29325,0.2209999999999999,0.893,0.682,0.23175,0.5215,0.271,0.389,0.3625,0.1885,0.3512499999999999,0.2857499999999999,0.1327499999999999,0.2847499999999999,0.18375,0.15375,0.3435,0.6885,0.2815,0.1569999999999999,0.0822499999999999,0.2334999999999999,0.1164999999999999,0.1009999999999999,0.11375,0.646,0.15475,0.22275,0.33825,0.1372499999999999,0.22875,0.1982499999999999,0.2855,0.1574999999999999,0.1945,0.1345,0.27175,0.2987499999999999,0.3495,0.151,0.1119999999999999,0.3149999999999999,0.16525,0.2199999999999999,0.1164999999999999,0.03425,0.181,0.2967499999999999,0.0722499999999999,0.0484999999999999,0.0534999999999999,0.1569999999999999,0.11775,0.2395,0.56675,0.214,0.0989999999999999,0.0712499999999999,0.0464999999999999,0.12,0.0695,0.0707499999999999,0.1825,0.24,0.03375,0.27025,0.0285,0.2345,0.0379999999999999,0.0529999999999999,0.076,0.0777499999999999,0.1134999999999999,0.04075,0.0494999999999999,0.1629999999999999,0.0775,0.09725,0.11525,0.0212499999999999,0.0329999999999999,0.15125,0.0544999999999999,0.0574999999999999,0.05825,0.04075,0.1029999999999999,0.427,0.0285
Steve Jobs: The Lost Interview (2012),0.92225,0.8414999999999999,0.79525,0.92225,0.89025,0.91075,0.91075,0.91075,0.79525,0.74225,0.60775,0.905,0.51125,0.73425,0.498,0.7602500000000001,0.669,0.9805,0.7862499999999999,0.52825,0.938,0.69025,0.4862499999999999,0.938,0.65125,0.71625,0.47175,0.69825,0.62925,0.855,0.0697499999999999,0.6095,0.9805,0.938,0.7445,0.585,0.73225,0.54175,0.5305,0.4945,0.2815,0.61675,0.6255,0.3355,0.3665,0.704,0.3605,0.4525,0.68975,0.30625,0.2815,0.60225,0.18325,0.6925,0.1104999999999999,0.26025,0.64375,0.16925,0.377,0.59275,0.346,0.25475,0.46675,0.7055,0.54675,0.10975,0.2895,0.3692499999999999,0.46775,0.27375,0.22725,0.508,0.25775,0.295,0.1942499999999999,0.0469999999999999,0.3794999999999999,0.14575,0.127,0.20925,0.46075,0.142,0.0865,0.45225,0.2485,0.9315,0.127,0.3764999999999999,0.16275,0.1455,0.2664999999999999,0.09975,0.131,0.5255,0.25025,0.2995,0.18525,0.08875,0.51,0.2475,0.1335,0.5185,0.11975,0.1317499999999999,0.1569999999999999,0.0825,0.29725,0.0549999999999999,0.0574999999999999,0.03375,0.0117499999999999,0.3522499999999999,0.0665,0.256,0.3635,0.151,0.28225,0.256,0.1205,0.14475,0.04625,0.189,0.15925,0.17075,0.0777499999999999,0.083,0.16175,0.03825,0.1624999999999999,0.18075,0.0584999999999999,0.119,0.57775,0.027,0.06225,0.12425,0.06225,0.17025,0.624,0.05475,0.1465,0.0569999999999999,0.21075,0.0514999999999999,0.1049999999999999,0.059,0.09775,0.21275,0.005
"Details, The (2011)",0.91775,0.8915,0.9565,0.8765000000000001,0.8765000000000001,0.8614999999999999,0.8082499999999999,0.7125,0.91825,0.93375,0.849,0.592,0.7475,0.4895,0.8915,0.70775,0.78075,0.63175,0.59675,0.7662500000000001,0.2977499999999999,0.602,0.9095,0.484,0.5635,0.9565,0.7745,0.44475,0.5575,0.2624999999999999,0.61125,0.281,0.59225,0.3235,0.79975,0.4685,0.4845,0.4625,0.235,0.26075,0.274,0.5335,0.63875,0.83775,0.55925,0.432,0.786,0.568,0.3149999999999999,0.4445,0.274,0.43975,0.8592500000000001,0.2977499999999999,0.4267499999999999,0.8472500000000001,0.06025,0.6035,0.3047499999999999,0.32775,0.30725,0.601,0.5425,0.244,0.4335,0.3175,0.45375,0.32425,0.7305,0.3884999999999999,0.4832499999999999,0.33925,0.2204999999999999,0.37875,0.172,0.3385,0.10625,0.7735000000000001,0.0785,0.1619999999999999,0.3075,0.297,0.568,0.21725,0.67725,0.6645,0.2927499999999999,0.29625,0.39,0.45425,0.2754999999999999,0.0702499999999999,0.34275,0.1535,0.0702499999999999,0.1609999999999999,0.7515000000000001,0.129,0.383,0.632,0.33875,0.3335,0.18125,0.386,0.32925,0.3964999999999999,0.1634999999999999,0.34325,0.2875,0.3285,0.72375,0.39,0.521,0.20575,0.2175,0.2219999999999999,0.0747499999999999,0.121,0.11825,0.1795,0.16125,0.0549999999999999,0.1352499999999999,0.0792499999999999,0.1159999999999999,0.14725,0.06,0.0569999999999999,0.0374999999999999,0.1604999999999999,0.1785,0.18525,0.1709999999999999,0.3025,0.03825,0.1109999999999999,0.36875,0.11225,0.0715,0.2877499999999999,0.4004999999999999,0.04825,0.1997499999999999,0.0842499999999999,0.26525,0.3345,0.0994999999999999,0.0419999999999999,0.1094999999999999
Snow White (Blancanieves) (2012),0.99025,0.994,0.99025,0.902,0.875,0.897,0.9185,0.99025,0.94725,0.91925,0.867,0.61475,0.9185,0.71825,0.91925,0.676,0.99025,0.4465,0.63,0.8674999999999999,0.60675,0.371,0.49075,0.68275,0.1109999999999999,0.3954999999999999,0.691,0.52775,0.7815000000000001,0.8365,0.707,0.68275,0.23725,0.47875,0.583,0.94375,0.10475,0.1579999999999999,0.357,0.75075,0.5415,0.40525,0.2405,0.2155,0.4882499999999999,0.4965,0.37625,0.4752499999999999,0.3732499999999999,0.31875,0.28225,0.2845,0.16725,0.3409999999999999,0.2594999999999999,0.3409999999999999,0.179,0.23425,0.2794999999999999,0.1887499999999999,0.1765,0.33775,0.22575,0.1985,0.12375,0.603,0.99025,0.3435,0.534,0.1535,0.286,0.59325,0.14675,0.46625,0.2664999999999999,0.609,0.5235,0.52675,0.3455,0.33075,0.2947499999999999,0.473,0.1917499999999999,0.33075,0.1957499999999999,0.0745,0.17975,0.922,0.2817499999999999,0.1634999999999999,0.1555,0.0324999999999999,0.47475,0.0647499999999999,0.077,0.397,0.42925,0.0712499999999999,0.071,0.31375,0.1059999999999999,0.25725,0.186,0.0202499999999999,0.2007499999999999,0.2005,0.2105,0.0667499999999999,0.153,0.2045,0.09625,0.4792499999999999,0.03525,0.0762499999999999,0.10875,0.21575,0.15225,0.299,0.16875,0.0954999999999999,0.24975,0.0865,0.1382499999999999,0.1574999999999999,0.1019999999999999,0.20775,0.0835,0.709,0.3215,0.0745,0.3375,0.179,0.19,0.0147499999999999,0.2714999999999999,0.34775,0.04275,0.04875,0.05075,0.0142499999999999,0.0117499999999999,0.3295,0.0419999999999999,0.0242499999999999,0.08925,0.23825,0.0959999999999999,0.0675,0.04975
Kiss Me (Kyss Mig) (2011),0.93575,0.8687499999999999,0.91325,0.93575,0.8745,0.9885,0.93575,0.8467499999999999,0.973,0.8467499999999999,0.7145,0.656,0.76475,0.68825,0.7915000000000001,0.6855,0.772,0.6935,0.7889999999999999,0.6695,0.54725,0.578,0.478,0.50175,0.388,0.622,0.7145,0.425,0.88225,0.3475,0.4335,0.57625,0.27675,0.63275,0.347,0.496,0.34375,0.20975,0.568,0.471,0.46825,0.4325,0.41525,0.2204999999999999,0.63275,0.42225,0.39625,0.68625,0.67825,0.30125,0.46825,0.4207499999999999,0.0652499999999999,0.24625,0.485,0.76125,0.3705,0.94425,0.24225,0.5595,0.38475,0.57475,0.3149999999999999,0.5385,0.154,0.135,0.2985,0.306,0.26475,0.51425,0.2845,0.25025,0.17125,0.15225,0.4579999999999999,0.29525,0.1099999999999999,0.8815,0.132,0.2937499999999999,0.0569999999999999,0.1965,0.0757499999999999,0.0735,0.364,0.25825,0.2955,0.19,0.1305,0.3229999999999999,0.23325,0.5785,0.2975,0.408,0.393,0.15725,0.8220000000000001,0.10575,0.2425,0.1074999999999999,0.10175,0.0237499999999999,0.21225,0.083,0.068,0.0334999999999999,0.0595,0.1855,0.8022499999999999,0.1317499999999999,0.0242499999999999,0.1305,0.20675,0.16425,0.254,0.3189999999999999,0.0235,0.25775,0.1709999999999999,0.0702499999999999,0.55675,0.125,0.129,0.3675,0.0984999999999999,0.15025,0.04375,0.2155,0.2269999999999999,0.3047499999999999,0.0292499999999999,0.1342499999999999,0.04525,0.40325,0.30525,0.22275,0.0652499999999999,0.03275,0.028,0.0255,0.1435,0.2365,0.0215,0.175,0.1405,0.0792499999999999,0.123,0.21225,0.0275
Sound City (2013),0.8160000000000001,0.78525,0.73825,0.7709999999999999,0.656,0.72,0.73825,0.6005,0.73825,0.5125,0.78525,0.867,0.53325,0.40225,0.31425,0.56475,0.43325,0.8125,0.4902499999999999,0.52375,0.80125,0.61925,0.269,0.659,0.5765,0.30925,0.48875,0.57225,0.50325,0.8002499999999999,0.47775,0.38125,0.8125,0.80125,0.54925,0.31125,0.25325,0.39675,0.33975,0.76125,0.998,0.279,0.3305,0.3017499999999999,0.2329999999999999,0.5735,0.2365,0.291,0.34125,0.21975,0.43975,0.27775,0.156,0.12,0.26625,0.1945,0.8302499999999999,0.192,0.2355,0.68575,0.1709999999999999,0.33375,0.37525,0.2355,0.33025,0.3339999999999999,0.2005,0.35,0.137,0.2224999999999999,0.2199999999999999,0.16225,0.4645,0.42,0.283,0.2405,0.16675,0.09125,0.153,0.33875,0.10875,0.58325,0.385,0.1054999999999999,0.1947499999999999,0.65125,0.2269999999999999,0.10175,0.2314999999999999,0.1887499999999999,0.16975,0.4655,0.32275,0.17525,0.0805,0.214,0.15925,0.17725,0.3129999999999999,0.09975,0.16325,0.149,0.16175,0.3405,0.0655,0.263,0.09125,0.1019999999999999,0.14975,0.2214999999999999,0.21875,0.10375,0.124,0.0584999999999999,0.15775,0.09,0.14875,0.08825,0.152,0.2105,0.3575,0.1099999999999999,0.0715,0.082,0.4925,0.5125,0.0464999999999999,0.03725,0.066,0.0742499999999999,0.0429999999999999,0.10325,0.0695,0.04925,0.0439999999999999,0.11975,0.0519999999999999,0.0675,0.067,0.0645,0.0795,0.05425,0.0444999999999999,0.22225,0.1159999999999999,0.0569999999999999,0.0695,0.0265,0.03925
"Band Called Death, A (2012)",0.93325,0.89775,0.8812500000000001,0.9245,0.9245,0.8939999999999999,0.89775,0.89775,0.8812500000000001,0.8720000000000001,0.8640000000000001,0.702,0.8294999999999999,0.86975,0.85825,0.93075,0.72875,0.7577499999999999,0.69625,0.772,0.665,0.75925,0.6745,0.56875,0.7815000000000001,0.747,0.813,0.62925,0.7885,0.122,0.9975,0.66825,0.70225,0.33925,0.4772499999999999,0.7435,0.6415,0.78925,0.7435,0.635,0.9905,0.7715000000000001,0.506,0.6385,0.33925,0.54575,0.731,0.694,0.756,0.709,0.59075,0.1932499999999999,0.6385,0.56875,0.74375,0.68925,0.8919999999999999,0.55925,0.3562499999999999,0.578,0.1495,0.5615,0.73325,0.58225,0.726,0.0745,0.4649999999999999,0.34275,0.44475,0.22725,0.7315,0.0939999999999999,0.664,0.904,0.60875,0.7975000000000001,0.2827499999999999,0.39775,0.52125,0.1347499999999999,0.404,0.3522499999999999,0.6615,0.607,0.31925,0.6015,0.4535,0.16975,0.5215,0.25125,0.53075,0.50075,0.2425,0.51325,0.96375,0.2189999999999999,0.2947499999999999,0.25175,0.03925,0.072,0.3954999999999999,0.30225,0.24875,0.1445,0.43775,0.565,0.4085,0.03475,0.28075,0.481,0.41825,0.24475,0.673,0.136,0.3692499999999999,0.23225,0.1699999999999999,0.3625,0.1114999999999999,0.1024999999999999,0.17075,0.414,0.21875,0.258,0.2867499999999999,0.1164999999999999,0.18475,0.04675,0.0245,0.38925,0.59225,0.21775,0.13,0.2857499999999999,0.0399999999999999,0.2219999999999999,0.191,0.18725,0.0692499999999999,0.0817499999999999,0.21575,0.1634999999999999,0.0999999999999999,0.128,0.23275,0.04125,0.137,0.0205,0.1305
"Battery, The (2012)",0.8115000000000001,0.76525,0.8799999999999999,0.746,0.8565,0.4995,0.652,0.65025,0.8799999999999999,0.8242499999999999,0.67225,0.4054999999999999,0.6765,0.564,0.6395,0.58375,0.45175,0.469,0.2827499999999999,0.746,0.2199999999999999,0.59425,0.44725,0.4945,0.3485,0.62875,0.53075,0.39325,0.2395,0.4165,0.3169999999999999,0.1865,0.34275,0.69025,0.61775,0.3279999999999999,0.4539999999999999,0.98125,0.26775,0.542,0.42,0.55225,0.382,0.684,0.69025,0.494,0.2495,0.2194999999999999,0.11825,0.20875,0.89975,0.2395,0.185,0.2927499999999999,0.183,0.1064999999999999,0.149,0.58375,0.3585,0.06125,0.26125,0.4365,0.4972499999999999,0.0772499999999999,0.076,0.1644999999999999,0.1987499999999999,0.3515,0.23625,0.3612499999999999,0.263,0.568,0.0712499999999999,0.14125,0.11975,0.1917499999999999,0.70825,0.135,0.27275,0.2825,0.471,0.2674999999999999,0.0795,0.1257499999999999,0.8932500000000001,0.0939999999999999,0.09925,0.1362499999999999,0.1282499999999999,0.30225,0.1312499999999999,0.4117499999999999,0.142,0.2115,0.03875,0.09475,0.147,0.0805,0.136,0.129,0.207,0.358,0.1295,0.1154999999999999,0.069,0.38975,0.154,0.4285,0.0765,0.022,0.38925,0.03875,0.0984999999999999,0.156,0.0705,0.078,0.3625,0.23625,0.0145,0.5065,0.0277499999999999,0.0389999999999999,0.059,0.11375,0.0285,0.059,0.3315,0.08625,0.197,0.0677499999999999,0.0459999999999999,0.46675,0.026,0.03475,0.1139999999999999,0.04075,0.0295,0.17675,0.03075,0.0349999999999999,0.0295,0.1079999999999999,0.05375,0.0349999999999999,0.0267499999999999,0.0132499999999999,0.0969999999999999,0.0265,0.0102499999999999
Coffee Town (2013),0.943,0.7582500000000001,0.71775,0.6945,0.7549999999999999,0.943,0.71375,0.6575,0.71375,0.71775,0.7582500000000001,0.77,0.78975,0.73925,0.69975,0.724,0.91,0.74025,0.53525,0.8587499999999999,0.44125,0.8574999999999999,0.926,0.44125,0.657,0.67175,0.45025,0.67775,0.194,0.4479999999999999,0.649,0.3135,0.7315,0.507,0.8787499999999999,0.40275,0.37625,0.643,0.3087499999999999,0.3175,0.26925,0.4822499999999999,0.6525,0.67425,0.17725,0.66925,0.576,0.44025,0.37275,0.42925,0.4615,0.22425,0.5585,0.17875,0.3764999999999999,0.27175,0.03275,0.3472499999999999,0.41225,0.58975,0.3445,0.4805,0.498,0.3225,0.65225,0.381,0.1342499999999999,0.17475,0.22225,0.6915,0.18275,0.507,0.0379999999999999,0.16225,0.2774999999999999,0.11425,0.279,0.1342499999999999,0.22575,0.15825,0.4695,0.173,0.48675,0.32925,0.2664999999999999,0.646,0.1977499999999999,0.37575,0.11575,0.2395,0.24375,0.1445,0.132,0.3315,0.0712499999999999,0.10075,0.1485,0.176,0.61025,0.1987499999999999,0.4105,0.1985,0.1109999999999999,0.0727499999999999,0.06175,0.40175,0.17275,0.14175,0.0314999999999999,0.0935,0.23275,0.09025,0.37925,0.0222499999999999,0.24375,0.0295,0.4815,0.09075,0.4147499999999999,0.0559999999999999,0.10975,0.11675,0.0765,0.145,0.76475,0.10775,0.266,0.03975,0.0454999999999999,0.244,0.1089999999999999,0.04825,0.0742499999999999,0.1455,0.11425,0.1745,0.1004999999999999,0.04375,0.0237499999999999,0.48275,0.5455,0.0285,0.05675,0.27475,0.236,0.0544999999999999,0.0449999999999999,0.024,0.14175
Muscle Shoals (2013),0.9125,0.81725,0.9125,0.81725,0.81725,0.9125,0.81725,0.8300000000000001,0.81125,0.503,0.74275,0.71375,0.63825,0.6065,0.4185,0.6705,0.564,0.4655,0.7769999999999999,0.4315,0.67075,0.72225,0.60225,0.6155,0.4469999999999999,0.1765,0.39275,0.73975,0.09725,0.39675,0.14225,0.87975,0.398,0.6155,0.44725,0.3299999999999999,0.4469999999999999,0.6305,0.399,0.6045,0.976,0.18525,0.25225,0.2584999999999999,0.088,0.46675,0.1644999999999999,0.3705,0.12275,0.18675,0.51375,0.146,0.26025,0.1019999999999999,0.27075,0.2604999999999999,0.9885,0.20575,0.3415,0.3235,0.43,0.3725,0.083,0.22275,0.4915,0.2694999999999999,0.1064999999999999,0.33975,0.1094999999999999,0.11075,0.21125,0.14,0.472,0.21175,0.1967499999999999,0.422,0.33325,0.063,0.0579999999999999,0.404,0.14175,0.5545,0.1654999999999999,0.10575,0.2825,0.426,0.36575,0.1297499999999999,0.26125,0.1975,0.1109999999999999,0.40025,0.0655,0.25625,0.0994999999999999,0.4792499999999999,0.0702499999999999,0.3904999999999999,0.04975,0.05025,0.1669999999999999,0.1972499999999999,0.2219999999999999,0.51775,0.1395,0.31725,0.0685,0.0662499999999999,0.0807499999999999,0.1342499999999999,0.121,0.14375,0.11475,0.03625,0.30525,0.0915,0.0549999999999999,0.0642499999999999,0.0637499999999999,0.093,0.06125,0.24725,0.05525,0.14775,0.2214999999999999,0.10225,0.0835,0.289,0.04575,0.11775,0.0615,0.18575,0.16025,0.1144999999999999,0.418,0.22225,0.1475,0.0255,0.3522499999999999,0.21825,0.0637499999999999,0.0519999999999999,0.05375,0.09825,0.0444999999999999,0.029,0.0329999999999999,0.0275,0.016
Life Itself (2014),0.91,0.91,0.92625,0.92625,0.92625,0.91,0.91,0.92625,0.8422499999999999,0.8867499999999999,0.7445,0.8925000000000001,0.6505,0.8127500000000001,0.58675,0.8867499999999999,0.6075,0.8447499999999999,0.8180000000000001,0.71875,0.3492499999999999,0.69325,0.50375,0.6495,0.605,0.54175,0.484,0.5815,0.5775,0.8049999999999999,0.7575000000000001,0.6495,0.541,0.3455,0.58025,0.28125,0.2975,0.2614999999999999,0.263,0.5385,0.387,0.50675,0.27475,0.2185,0.399,0.431,0.386,0.206,0.432,0.22075,0.387,0.1805,0.29925,0.22775,0.22025,0.434,0.9845,0.366,0.3239999999999999,0.50025,0.4267499999999999,0.3722499999999999,0.4014999999999999,0.4107499999999999,0.4609999999999999,0.3944999999999999,0.23025,0.3035,0.48875,0.56925,0.54775,0.26725,0.1119999999999999,0.33125,0.1684999999999999,0.266,0.23075,0.21475,0.25225,0.18475,0.14575,0.2135,0.2897499999999999,0.2334999999999999,0.1905,0.42525,0.4325,0.2554999999999999,0.237,0.177,0.173,0.246,0.25375,0.298,0.9375,0.10075,0.1659999999999999,0.1342499999999999,0.0832499999999999,0.24175,0.1714999999999999,0.4187499999999999,0.15975,0.0785,0.17625,0.1352499999999999,0.1877499999999999,0.0989999999999999,0.0795,0.0994999999999999,0.218,0.209,0.1049999999999999,0.1679999999999999,0.25725,0.1609999999999999,0.14225,0.10025,0.2857499999999999,0.1897499999999999,0.22175,0.2274999999999999,0.2304999999999999,0.0672499999999999,0.15025,0.2485,0.05625,0.086,0.22275,0.192,0.1397499999999999,0.0984999999999999,0.05125,0.0807499999999999,0.0469999999999999,0.1644999999999999,0.0782499999999999,0.10825,0.3117499999999999,0.1649999999999999,0.05875,0.0677499999999999,0.0817499999999999,0.0252499999999999,0.04675,0.0227499999999999,0.16925,0.0832499999999999,0.0182499999999999
