movieId,independent film,betrayal,runaway,culture clash,wartime,good,fight scenes,weapons,islam,chase,mentor,original,drama,weird,sacrifice,catastrophe,prejudice,vengeance,fun movie,period piece,predictable,greed,dialogue,drinking,survival,melancholic,adaptation,first contact,surveillance,light,fantasy world,death,unlikely friendships,not funny,stereotypes,british,life & death,life philosophy,transformation,very funny,family,nudity (full frontal - brief),camp,teen movie,irish accent,pornography,alternate history,childhood,russian,underrated,desert,indians,computer animation,alter ego,classic car,absurd,doctors,island,hospital,dysfunctional family,california,ensemble cast,creativity,rebellion,too long,women,quirky,brothers,multiple storylines,foul language,pulp,prison,good music,awesome soundtrack,sexy,simple,queer,mad scientist,1930s,radio,new jersey,memory,nudity (topless - brief),blindness,internet,80s,interracial romance,writers,nudity (rear),race,notable nudity,small town,finnish,tokyo,kidnapping,bollywood,wilderness,oil,australia,farce,censorship,film noir,hotel,hunting,atheism,graphic novel,road movie,god,texas,immortality,trilogy,too short,best of 2005,buddy movie,time,san francisco,directorial debut,snakes,remake,new york city,potential oscar nom,made for tv,stoner movie,divorce,no plot,stand-up comedy,adoption,dreams,addiction,hip hop,cancer,ghosts/afterlife,lawyer,kick-butt women,unlikeable characters,workplace,fashion,robert downey jr,french,father daughter relationship,single father,los angeles,reality tv,goth,shopping,wine,homeless,prostitution,documentary
Memphis Belle (1990),0.939,0.939,0.893,0.893,0.98675,0.80325,0.68025,0.68025,0.86425,0.68025,0.9025,0.7585,0.893,0.69525,0.88775,0.71725,0.88775,0.4235,0.57525,0.939,0.51075,0.46475,0.6615,0.67775,0.744,0.33325,0.59725,0.50775,0.27675,0.4975,0.31825,0.1987499999999999,0.514,0.349,0.57525,0.656,0.16425,0.28825,0.3502499999999999,0.40825,0.47875,0.38175,0.14975,0.3552499999999999,0.284,0.2355,0.39425,0.3954999999999999,0.1709999999999999,0.23425,0.28325,0.2995,0.2279999999999999,0.1367499999999999,0.1992499999999999,0.1654999999999999,0.3117499999999999,0.184,0.242,0.18525,0.2724999999999999,0.68675,0.1935,0.156,0.1589999999999999,0.17375,0.2015,0.23775,0.33225,0.244,0.10975,0.1295,0.1877499999999999,0.2684999999999999,0.1297499999999999,0.1995,0.1875,0.0944999999999999,0.205,0.4835,0.20775,0.18425,0.1745,0.09725,0.17425,0.238,0.21725,0.1564999999999999,0.188,0.3165,0.149,0.16275,0.1119999999999999,0.1835,0.1029999999999999,0.0662499999999999,0.0855,0.144,0.3814999999999999,0.09525,0.15275,0.09125,0.12225,0.088,0.08625,0.1044999999999999,0.09075,0.0499999999999999,0.1515,0.0685,0.10825,0.1875,0.0797499999999999,0.22125,0.28325,0.118,0.09475,0.0509999999999999,0.076,0.0935,0.1109999999999999,0.207,0.08825,0.07,0.0737499999999999,0.09625,0.1154999999999999,0.0732499999999999,0.0444999999999999,0.05275,0.06125,0.12025,0.10475,0.0605,0.04825,0.0812499999999999,0.138,0.09575,0.03675,0.05775,0.0802499999999999,0.10625,0.068,0.0419999999999999,0.04225,0.0287499999999999,0.03825,0.0459999999999999,0.076
"Flying Leathernecks, The (1951)",0.93825,0.43975,0.506,0.506,0.9895,0.60725,0.69875,0.555,0.6575,0.69875,0.50275,0.7425,0.418,0.57075,0.2815,0.4115,0.709,0.7785,0.69875,0.295,0.53875,0.50875,0.4872499999999999,0.363,0.09125,0.45475,0.27375,0.27475,0.1659999999999999,0.626,0.4579999999999999,0.415,0.71375,0.361,0.574,0.26875,0.5515,0.26275,0.212,0.46375,0.7285,0.295,0.6515,0.32775,0.35375,0.238,0.1049999999999999,0.52775,0.267,0.2704999999999999,0.71725,0.61475,0.352,0.4087499999999999,0.17275,0.27125,0.4247499999999999,0.34025,0.2165,0.3974999999999999,0.358,0.3435,0.283,0.0474999999999999,0.1074999999999999,0.55625,0.2734999999999999,0.1285,0.24125,0.1004999999999999,0.32625,0.119,0.11425,0.22475,0.28625,0.2165,0.17925,0.20325,0.489,0.05175,0.0484999999999999,0.2279999999999999,0.4885,0.24775,0.084,0.24875,0.49575,0.1465,0.4529999999999999,0.06075,0.5845,0.15675,0.63625,0.2319999999999999,0.22625,0.23975,0.0474999999999999,0.0539999999999999,0.1074999999999999,0.1574999999999999,0.0632499999999999,0.2744999999999999,0.1579999999999999,0.0762499999999999,0.1337499999999999,0.39225,0.088,0.2002499999999999,0.66625,0.0727499999999999,0.1887499999999999,0.03625,0.0964999999999999,0.071,0.1292499999999999,0.25075,0.1169999999999999,0.22725,0.1392499999999999,0.05025,0.18225,0.0329999999999999,0.0782499999999999,0.064,0.0519999999999999,0.0374999999999999,0.17425,0.126,0.0727499999999999,0.075,0.0529999999999999,0.0449999999999999,0.0524999999999999,0.18575,0.08825,0.0735,0.0687499999999999,0.03375,0.0605,0.1024999999999999,0.17175,0.0374999999999999,0.04425,0.15225,0.0524999999999999,0.023,0.04725,0.04575,0.04575
Winter War (Talvisota) (1989),0.989,0.8512500000000001,0.937,0.8705,0.989,0.7285,0.64025,0.6375,0.937,0.542,0.7709999999999999,0.7822499999999999,0.8705,0.7285,0.7709999999999999,0.4922499999999999,0.7709999999999999,0.82575,0.64025,0.8512500000000001,0.21175,0.57575,0.54175,0.591,0.62375,0.604,0.7822499999999999,0.21175,0.141,0.45175,0.31125,0.29225,0.5935,0.35575,0.3355,0.26225,0.2224999999999999,0.3884999999999999,0.3642499999999999,0.43325,0.32875,0.36375,0.211,0.18275,0.23975,0.27625,0.3944999999999999,0.213,0.74825,0.25525,0.0954999999999999,0.28525,0.1649999999999999,0.23725,0.2495,0.21075,0.1265,0.199,0.18175,0.24575,0.137,0.1109999999999999,0.186,0.14225,0.22625,0.1332499999999999,0.2524999999999999,0.4067499999999999,0.214,0.214,0.135,0.12275,0.1975,0.20725,0.2185,0.1505,0.194,0.121,0.16225,0.2239999999999999,0.1084999999999999,0.093,0.1965,0.1159999999999999,0.09075,0.1435,0.20725,0.12125,0.14125,0.12325,0.21325,0.1644999999999999,0.9985,0.18375,0.075,0.14575,0.15,0.0742499999999999,0.1659999999999999,0.1074999999999999,0.139,0.3289999999999999,0.1634999999999999,0.294,0.08825,0.183,0.10275,0.0494999999999999,0.076,0.05775,0.0677499999999999,0.1785,0.09175,0.066,0.0745,0.0697499999999999,0.1342499999999999,0.0742499999999999,0.0444999999999999,0.0765,0.10125,0.184,0.0822499999999999,0.08775,0.0787499999999999,0.11475,0.0677499999999999,0.0725,0.0665,0.0569999999999999,0.0717499999999999,0.0519999999999999,0.03075,0.0865,0.0404999999999999,0.0524999999999999,0.03275,0.05875,0.12425,0.04225,0.0277499999999999,0.06175,0.0444999999999999,0.0647499999999999,0.0359999999999999,0.04575,0.0292499999999999,0.04825,0.09275
King Arthur (2004),0.97875,0.97875,0.96875,0.4619999999999999,0.26025,0.9045,0.92025,0.92025,0.96875,0.92025,0.58225,0.62425,0.40075,0.58375,0.6215,0.9045,0.7325,0.44625,0.672,0.97875,0.9045,0.21125,0.5625,0.15675,0.31575,0.3057499999999999,0.417,0.4399999999999999,0.1307499999999999,0.31225,0.79,0.16875,0.14975,0.33075,0.2694999999999999,0.69125,0.214,0.3105,0.376,0.2817499999999999,0.2455,0.2005,0.11575,0.2957499999999999,0.347,0.2249999999999999,0.54475,0.14425,0.1149999999999999,0.1987499999999999,0.0655,0.2204999999999999,0.2012499999999999,0.25875,0.1287499999999999,0.1992499999999999,0.0842499999999999,0.16275,0.0885,0.14575,0.0625,0.0984999999999999,0.2314999999999999,0.283,0.135,0.15975,0.18075,0.11175,0.198,0.0494999999999999,0.2334999999999999,0.09675,0.1775,0.1109999999999999,0.154,0.0822499999999999,0.15075,0.0722499999999999,0.06225,0.0374999999999999,0.134,0.12175,0.031,0.14375,0.1907499999999999,0.0359999999999999,0.0835,0.16975,0.1415,0.1044999999999999,0.11125,0.05425,0.059,0.05575,0.11625,0.1307499999999999,0.05175,0.0444999999999999,0.0705,0.12225,0.1004999999999999,0.0837499999999999,0.0524999999999999,0.0162499999999999,0.22725,0.24725,0.0637499999999999,0.22725,0.06225,0.21875,0.081,0.1257499999999999,0.0939999999999999,0.0675,0.0605,0.0564999999999999,0.04675,0.04225,0.25,0.04375,0.04475,0.08675,0.068,0.0822499999999999,0.14175,0.0692499999999999,0.0737499999999999,0.0687499999999999,0.0399999999999999,0.0905,0.0255,0.0797499999999999,0.0197499999999999,0.05875,0.0652499999999999,0.0504999999999999,0.064,0.0707499999999999,0.0329999999999999,0.0434999999999999,0.0519999999999999,0.0359999999999999,0.0255,0.15625,0.0255,0.03575,0.04175,0.0292499999999999,0.0205
Wake Island (1942),0.9765,0.8795,0.904,0.904,0.99225,0.8807499999999999,0.827,0.7555000000000001,0.94925,0.74825,0.82175,0.7115,0.8807499999999999,0.904,0.8534999999999999,0.44775,0.747,0.8002499999999999,0.827,0.705,0.5975,0.635,0.53825,0.904,0.76525,0.8795,0.3655,0.415,0.4335,0.60775,0.427,0.43625,0.44675,0.3429999999999999,0.768,0.5165,0.11425,0.1725,0.17325,0.3385,0.3015,0.504,0.5365,0.44825,0.32575,0.5985,0.3139999999999999,0.27325,0.3702499999999999,0.1252499999999999,0.1277499999999999,0.11525,0.2145,0.2345,0.30325,0.14875,0.156,0.901,0.245,0.203,0.174,0.27525,0.1485,0.3295,0.21525,0.03325,0.196,0.2915,0.22525,0.1975,0.204,0.2495,0.1955,0.16025,0.173,0.09275,0.1307499999999999,0.3149999999999999,0.32675,0.4962499999999999,0.03525,0.1639999999999999,0.084,0.127,0.0925,0.4539999999999999,0.2455,0.1599999999999999,0.23275,0.295,0.38125,0.17425,0.567,0.364,0.0554999999999999,0.084,0.0257499999999999,0.03,0.083,0.1992499999999999,0.24125,0.5685,0.1215,0.18725,0.05975,0.0197499999999999,0.15925,0.0645,0.1475,0.0514999999999999,0.1074999999999999,0.05425,0.0615,0.44225,0.1714999999999999,0.12325,0.04175,0.093,0.0752499999999999,0.14475,0.04725,0.0695,0.25925,0.0354999999999999,0.0215,0.05975,0.0747499999999999,0.15075,0.2189999999999999,0.0359999999999999,0.0374999999999999,0.04875,0.0384999999999999,0.10775,0.0842499999999999,0.2002499999999999,0.09825,0.0579999999999999,0.064,0.0324999999999999,0.0262499999999999,0.149,0.1402499999999999,0.2045,0.0354999999999999,0.0082499999999999,0.03425,0.04125,0.1282499999999999
Musa the Warrior (Musa) (2001),0.8855,0.8855,0.78575,0.8055000000000001,0.67225,0.6695,0.9015,0.8225,0.72425,0.8225,0.69075,0.73325,0.687,0.923,0.69175,0.47675,0.69075,0.7815000000000001,0.833,0.8855,0.44625,0.59775,0.78575,0.78575,0.4087499999999999,0.923,0.38175,0.34175,0.34875,0.496,0.507,0.3349999999999999,0.389,0.35775,0.401,0.1932499999999999,0.3595,0.554,0.3415,0.3065,0.09875,0.235,0.2309999999999999,0.126,0.3615,0.413,0.242,0.217,0.2279999999999999,0.27025,0.80575,0.3125,0.28425,0.286,0.2794999999999999,0.10425,0.16725,0.1624999999999999,0.0835,0.179,0.1392499999999999,0.2564999999999999,0.17625,0.1262499999999999,0.7922499999999999,0.204,0.3335,0.2125,0.44275,0.1405,0.15775,0.1285,0.1755,0.2885,0.15075,0.12225,0.267,0.0732499999999999,0.1825,0.0374999999999999,0.2435,0.10475,0.1654999999999999,0.14675,0.08825,0.0817499999999999,0.1265,0.12,0.083,0.1317499999999999,0.0544999999999999,0.1134999999999999,0.10775,0.26975,0.1385,0.1124999999999999,0.26175,0.0837499999999999,0.1877499999999999,0.0635,0.09875,0.1109999999999999,0.0584999999999999,0.07,0.06025,0.2304999999999999,0.15325,0.06,0.0675,0.189,0.25975,0.16475,0.1054999999999999,0.0895,0.0237499999999999,0.093,0.2155,0.0717499999999999,0.03475,0.0339999999999999,0.1347499999999999,0.0802499999999999,0.152,0.0434999999999999,0.1124999999999999,0.1049999999999999,0.078,0.1275,0.1129999999999999,0.0775,0.0489999999999999,0.0815,0.03025,0.294,0.0474999999999999,0.0574999999999999,0.03425,0.12275,0.09575,0.04525,0.0429999999999999,0.0655,0.0257499999999999,0.0852499999999999,0.029,0.0702499999999999,0.028,0.03625,0.04325
They Were Expendable (1945),0.9895,0.76875,0.893,0.893,0.9895,0.5685,0.40525,0.72575,0.66475,0.49875,0.524,0.63025,0.76875,0.893,0.71025,0.528,0.524,0.47875,0.32575,0.50875,0.528,0.4752499999999999,0.45025,0.893,0.40325,0.61725,0.46575,0.528,0.1835,0.5685,0.33575,0.36775,0.1887499999999999,0.3655,0.2634999999999999,0.43025,0.202,0.1855,0.18425,0.188,0.17325,0.3419999999999999,0.14975,0.1594999999999999,0.1664999999999999,0.3129999999999999,0.05825,0.1392499999999999,0.27275,0.3984999999999999,0.62775,0.2744999999999999,0.21225,0.408,0.14775,0.139,0.2857499999999999,0.23825,0.33675,0.124,0.14575,0.2345,0.1099999999999999,0.04375,0.1352499999999999,0.1402499999999999,0.1955,0.1604999999999999,0.119,0.1034999999999999,0.20675,0.088,0.0827499999999999,0.1159999999999999,0.128,0.1357499999999999,0.2504999999999999,0.076,0.31975,0.1445,0.0979999999999999,0.2065,0.0569999999999999,0.082,0.1272499999999999,0.17125,0.2135,0.09625,0.16225,0.071,0.121,0.1149999999999999,0.0795,0.152,0.0742499999999999,0.288,0.08725,0.2085,0.44175,0.0802499999999999,0.0727499999999999,0.4347499999999999,0.1415,0.30425,0.0815,0.04625,0.11425,0.0815,0.1674999999999999,0.081,0.0539999999999999,0.081,0.03275,0.04275,0.0645,0.1915,0.1245,0.17525,0.03375,0.0454999999999999,0.0559999999999999,0.07,0.09575,0.17475,0.0207499999999999,0.05075,0.0812499999999999,0.0444999999999999,0.077,0.10375,0.0349999999999999,0.0265,0.0212499999999999,0.08825,0.0534999999999999,0.072,0.0379999999999999,0.0564999999999999,0.0662499999999999,0.0554999999999999,0.03175,0.03975,0.04425,0.05825,0.02,0.0215,0.02975,0.11125,0.0399999999999999
"Unknown Soldier, The (Tuntematon sotilas) (1955)",0.9895,0.7765,0.73025,0.73025,0.9895,0.63025,0.5895,0.396,0.7145,0.5895,0.689,0.821,0.73025,0.68625,0.689,0.57725,0.689,0.7065,0.5895,0.7765,0.24975,0.52025,0.7717499999999999,0.68625,0.7365,0.52025,0.8592500000000001,0.24475,0.1644999999999999,0.6485,0.52,0.8055000000000001,0.4077499999999999,0.3085,0.61725,0.28025,0.4659999999999999,0.569,0.3369999999999999,0.4982499999999999,0.405,0.25725,0.382,0.2584999999999999,0.2724999999999999,0.203,0.2754999999999999,0.3145,0.5475,0.2075,0.1689999999999999,0.1785,0.247,0.191,0.29,0.35275,0.1205,0.21025,0.23175,0.1962499999999999,0.1564999999999999,0.1315,0.22075,0.139,0.125,0.181,0.26,0.186,0.1965,0.2584999999999999,0.14225,0.198,0.3097499999999999,0.18275,0.28,0.2524999999999999,0.20325,0.0857499999999999,0.16625,0.05775,0.12075,0.086,0.126,0.0777499999999999,0.12025,0.04675,0.20925,0.11975,0.0959999999999999,0.119,0.22525,0.1252499999999999,0.99875,0.18275,0.0625,0.09875,0.20375,0.067,0.12175,0.39775,0.1962499999999999,0.51575,0.1525,0.0805,0.15125,0.0579999999999999,0.1372499999999999,0.0474999999999999,0.085,0.0752499999999999,0.27175,0.133,0.17475,0.124,0.05625,0.04925,0.15775,0.11025,0.1355,0.072,0.0895,0.10375,0.1144999999999999,0.1185,0.09825,0.08,0.0949999999999999,0.0677499999999999,0.0645,0.08,0.1169999999999999,0.087,0.05025,0.072,0.1144999999999999,0.0735,0.0925,0.05725,0.06175,0.0469999999999999,0.0252499999999999,0.05475,0.04425,0.09,0.061,0.10625,0.0334999999999999,0.0534999999999999,0.05275
"Vikings, The (1958)",0.8045,0.8045,0.64875,0.7525,0.1425,0.57625,0.8200000000000001,0.718,0.4782499999999999,0.8200000000000001,0.64875,0.5725,0.46975,0.54225,0.64875,0.4277499999999999,0.64875,0.806,0.8200000000000001,0.8045,0.639,0.38775,0.369,0.471,0.10475,0.4325,0.365,0.4237499999999999,0.182,0.4075,0.58125,0.56575,0.1425,0.36975,0.0837499999999999,0.4925,0.6045,0.2877499999999999,0.57475,0.4217499999999999,0.1525,0.1315,0.3349999999999999,0.20425,0.09275,0.383,0.178,0.41525,0.064,0.376,0.2025,0.1555,0.1545,0.16225,0.408,0.1785,0.17275,0.1114999999999999,0.1882499999999999,0.1225,0.10375,0.06025,0.2115,0.2055,0.3585,0.3155,0.11725,0.2314999999999999,0.1755,0.04775,0.236,0.1039999999999999,0.145,0.1945,0.2229999999999999,0.09275,0.3542499999999999,0.2249999999999999,0.1134999999999999,0.0235,0.0615,0.1465,0.10425,0.27375,0.0935,0.33075,0.18125,0.12425,0.05875,0.09375,0.10275,0.0459999999999999,0.0207499999999999,0.092,0.29125,0.0692499999999999,0.07,0.0524999999999999,0.066,0.27775,0.3149999999999999,0.0807499999999999,0.1074999999999999,0.26975,0.08725,0.0369999999999999,0.0722499999999999,0.1124999999999999,0.1317499999999999,0.4639999999999999,0.0632499999999999,0.0805,0.04275,0.1009999999999999,0.05525,0.1029999999999999,0.0424999999999999,0.40075,0.1555,0.0627499999999999,0.0217499999999999,0.0424999999999999,0.0762499999999999,0.22175,0.0394999999999999,0.1024999999999999,0.04075,0.0504999999999999,0.09675,0.0554999999999999,0.0414999999999999,0.0625,0.05475,0.1347499999999999,0.05875,0.04725,0.3,0.0959999999999999,0.0414999999999999,0.018,0.0752499999999999,0.11275,0.0474999999999999,0.0265,0.10425,0.05375,0.0379999999999999,0.085,0.0175
In Harm's Way (1965),0.95075,0.79325,0.7785,0.79325,0.9835,0.827,0.827,0.7915000000000001,0.7005,0.7657499999999999,0.699,0.67375,0.79525,0.77125,0.64775,0.827,0.7005,0.57225,0.58925,0.6685,0.827,0.5325,0.66,0.77125,0.34675,0.44925,0.4034999999999999,0.7915000000000001,0.4842499999999999,0.61175,0.4245,0.3472499999999999,0.44625,0.3545,0.30625,0.37775,0.20475,0.483,0.382,0.61175,0.541,0.55025,0.18225,0.25125,0.1649999999999999,0.4912499999999999,0.1255,0.3275,0.32325,0.4862499999999999,0.3712499999999999,0.5685,0.39475,0.3722499999999999,0.175,0.207,0.2475,0.28625,0.46825,0.52325,0.1315,0.44075,0.195,0.18525,0.4395,0.1785,0.21225,0.1475,0.3492499999999999,0.481,0.245,0.1372499999999999,0.1302499999999999,0.3015,0.39825,0.08975,0.17275,0.5885,0.262,0.11025,0.0762499999999999,0.11675,0.656,0.2935,0.28525,0.4145,0.4469999999999999,0.1714999999999999,0.23175,0.174,0.40475,0.1154999999999999,0.0727499999999999,0.24175,0.2465,0.31325,0.12075,0.17425,0.1689999999999999,0.09825,0.1644999999999999,0.4205,0.12075,0.0722499999999999,0.1425,0.1079999999999999,0.0812499999999999,0.1425,0.269,0.08,0.0949999999999999,0.0935,0.27775,0.25925,0.1515,0.4347499999999999,0.0949999999999999,0.309,0.1044999999999999,0.09475,0.0915,0.09475,0.21725,0.3369999999999999,0.0379999999999999,0.076,0.0885,0.05775,0.18,0.0235,0.1505,0.05525,0.1059999999999999,0.1574999999999999,0.1599999999999999,0.0875,0.0742499999999999,0.0755,0.0595,0.04325,0.1014999999999999,0.0514999999999999,0.086,0.03475,0.0534999999999999,0.0215,0.03,0.04725,0.0379999999999999
Saints and Soldiers (2003),0.96725,0.84975,0.79375,0.68325,0.96725,0.8334999999999999,0.46325,0.50775,0.74125,0.4365,0.869,0.72175,0.68325,0.68325,0.79375,0.8334999999999999,0.79375,0.54575,0.3279999999999999,0.55175,0.46325,0.5345,0.479,0.47,0.72275,0.516,0.33875,0.3219999999999999,0.25825,0.4147499999999999,0.276,0.2704999999999999,0.58475,0.3535,0.41025,0.39475,0.20925,0.37075,0.2817499999999999,0.31675,0.269,0.3485,0.2304999999999999,0.1955,0.271,0.1674999999999999,0.2165,0.2534999999999999,0.25075,0.25725,0.17525,0.14625,0.2534999999999999,0.15425,0.235,0.1892499999999999,0.1905,0.131,0.1275,0.2425,0.17225,0.4205,0.1885,0.061,0.08725,0.21375,0.199,0.31875,0.136,0.413,0.10875,0.60675,0.1262499999999999,0.1262499999999999,0.1054999999999999,0.1775,0.152,0.06125,0.1402499999999999,0.238,0.1912499999999999,0.16775,0.1302499999999999,0.1997499999999999,0.0822499999999999,0.05575,0.15075,0.237,0.13,0.14575,0.09075,0.1195,0.126,0.0534999999999999,0.0807499999999999,0.15775,0.23025,0.0529999999999999,0.15925,0.0807499999999999,0.071,0.10075,0.0765,0.0677499999999999,0.18225,0.0707499999999999,0.14075,0.18225,0.0885,0.0389999999999999,0.04775,0.0825,0.2425,0.09425,0.0569999999999999,0.0429999999999999,0.1292499999999999,0.0235,0.05225,0.0642499999999999,0.20925,0.08975,0.11925,0.0574999999999999,0.0675,0.0717499999999999,0.05725,0.06,0.0797499999999999,0.0845,0.06175,0.0519999999999999,0.03675,0.05125,0.0682499999999999,0.0534999999999999,0.0489999999999999,0.0825,0.0765,0.0765,0.0464999999999999,0.05825,0.0637499999999999,0.0655,0.0282499999999999,0.0979999999999999,0.0697499999999999,0.0369999999999999,0.0265
Sergeant York (1941),0.984,0.83325,0.86775,0.8247500000000001,0.984,0.81725,0.4722499999999999,0.57425,0.7717499999999999,0.525,0.9515,0.579,0.81725,0.81725,0.86775,0.608,0.86775,0.37475,0.4722499999999999,0.43775,0.33975,0.576,0.392,0.7909999999999999,0.62925,0.566,0.28325,0.33975,0.36975,0.66175,0.29,0.2495,0.4495,0.3545,0.1614999999999999,0.45975,0.3145,0.3339999999999999,0.38875,0.22525,0.372,0.2465,0.217,0.27025,0.2684999999999999,0.10175,0.27425,0.4872499999999999,0.3335,0.2825,0.1659999999999999,0.24675,0.47375,0.18575,0.14925,0.18225,0.285,0.1579999999999999,0.23775,0.1064999999999999,0.195,0.0469999999999999,0.1952499999999999,0.06175,0.14825,0.12175,0.15125,0.62125,0.06225,0.294,0.1009999999999999,0.1649999999999999,0.239,0.1185,0.08925,0.4585,0.265,0.2194999999999999,0.33575,0.184,0.17775,0.0949999999999999,0.09525,0.12025,0.0979999999999999,0.1315,0.15575,0.09875,0.0255,0.20325,0.0795,0.3315,0.3475,0.0805,0.031,0.11725,0.1084999999999999,0.1295,0.14075,0.18225,0.077,0.47275,0.1405,0.3017499999999999,0.2284999999999999,0.04075,0.17925,0.2284999999999999,0.077,0.085,0.04775,0.07,0.11775,0.064,0.204,0.146,0.05725,0.0662499999999999,0.05975,0.8380000000000001,0.0285,0.12175,0.05575,0.0832499999999999,0.0227499999999999,0.0564999999999999,0.1129999999999999,0.0685,0.04775,0.0994999999999999,0.0574999999999999,0.23425,0.1297499999999999,0.0424999999999999,0.0489999999999999,0.0444999999999999,0.1415,0.09375,0.0815,0.0409999999999999,0.03,0.0529999999999999,0.0329999999999999,0.024,0.0339999999999999,0.0197499999999999,0.151,0.0484999999999999,0.028
"Green Berets, The (1968)",0.974,0.55475,0.633,0.5035,0.974,0.55975,0.8187500000000001,0.8187500000000001,0.8265,0.8187500000000001,0.633,0.71275,0.39625,0.5035,0.633,0.553,0.633,0.7505,0.486,0.482,0.666,0.2917499999999999,0.4489999999999999,0.5035,0.21575,0.24925,0.3047499999999999,0.565,0.2085,0.63125,0.3057499999999999,0.29,0.1545,0.3515,0.4317499999999999,0.15125,0.1925,0.31675,0.278,0.62475,0.29725,0.1882499999999999,0.6425,0.629,0.25725,0.46875,0.2264999999999999,0.20575,0.245,0.17375,0.2284999999999999,0.46575,0.182,0.1935,0.15625,0.396,0.359,0.21075,0.16925,0.1835,0.2415,0.18375,0.14225,0.1305,0.0775,0.12275,0.216,0.192,0.11675,0.089,0.2694999999999999,0.1059999999999999,0.0494999999999999,0.11125,0.18525,0.081,0.1372499999999999,0.25725,0.0737499999999999,0.125,0.12475,0.067,0.0675,0.1997499999999999,0.1985,0.1755,0.09925,0.201,0.18325,0.1694999999999999,0.1312499999999999,0.12425,0.2445,0.05825,0.16875,0.08675,0.0242499999999999,0.073,0.0805,0.15675,0.3145,0.0935,0.0627499999999999,0.15775,0.1654999999999999,0.1897499999999999,0.08825,0.3615,0.129,0.08775,0.1495,0.1599999999999999,0.04275,0.082,0.10225,0.0737499999999999,0.0687499999999999,0.0632499999999999,0.09875,0.0865,0.04025,0.04775,0.1099999999999999,0.05925,0.0752499999999999,0.08725,0.1054999999999999,0.0615,0.0717499999999999,0.0652499999999999,0.0657499999999999,0.0544999999999999,0.08775,0.0564999999999999,0.21125,0.064,0.0652499999999999,0.0499999999999999,0.03875,0.0319999999999999,0.0672499999999999,0.0949999999999999,0.10675,0.0822499999999999,0.15225,0.0292499999999999,0.0715,0.04675,0.0215
Battle of the Bulge (1965),0.93725,0.93575,0.933,0.7882499999999999,0.93725,0.4295,0.619,0.5445,0.933,0.619,0.528,0.622,0.682,0.7882499999999999,0.528,0.61025,0.8162499999999999,0.378,0.619,0.93575,0.47975,0.3065,0.4267499999999999,0.7882499999999999,0.3295,0.21825,0.2425,0.47975,0.3355,0.365,0.56175,0.09025,0.15875,0.35775,0.56425,0.65875,0.1245,0.2324999999999999,0.2415,0.2594999999999999,0.56625,0.3455,0.3135,0.41025,0.064,0.241,0.1952499999999999,0.2274999999999999,0.20325,0.23775,0.67525,0.32825,0.15625,0.14575,0.1355,0.1609999999999999,0.1619999999999999,0.0667499999999999,0.05175,0.11475,0.17675,0.1664999999999999,0.1952499999999999,0.064,0.0875,0.1074999999999999,0.177,0.085,0.10475,0.124,0.145,0.1465,0.1505,0.154,0.1604999999999999,0.0725,0.1357499999999999,0.17025,0.11175,0.15925,0.0717499999999999,0.08775,0.05875,0.09175,0.0637499999999999,0.0775,0.29325,0.1387499999999999,0.1397499999999999,0.0807499999999999,0.0989999999999999,0.10275,0.3735,0.04625,0.04675,0.17025,0.0662499999999999,0.08775,0.138,0.1639999999999999,0.10675,0.1029999999999999,0.1267499999999999,0.04425,0.04375,0.066,0.1139999999999999,0.0434999999999999,0.2254999999999999,0.1302499999999999,0.025,0.093,0.0287499999999999,0.0665,0.089,0.15525,0.04925,0.17725,0.0235,0.04175,0.0484999999999999,0.04975,0.0717499999999999,0.09375,0.0282499999999999,0.064,0.05175,0.0549999999999999,0.0645,0.03525,0.03775,0.0682499999999999,0.02,0.0499999999999999,0.1175,0.04875,0.0752499999999999,0.03175,0.03825,0.0574999999999999,0.0252499999999999,0.0725,0.0554999999999999,0.04175,0.031,0.0635,0.0187499999999999,0.04325,0.04525
