movieId,betrayal,chase,fight scenes,vengeance,weapons,culture clash,good,original,fun movie,weird,greed,dialogue,drama,runaway,surveillance,melancholic,mentor,catastrophe,predictable,independent film,light,pornography,drinking,adaptation,first contact,life philosophy,very funny,death,classic car,sexy,fantasy world,survival,not funny,kidnapping,creativity,underrated,pulp,sacrifice,unlikely friendships,alter ego,life & death,transformation,nudity (full frontal - brief),quirky,absurd,family,childhood,stereotypes,british,period piece,irish accent,islam,dysfunctional family,teen movie,nudity (topless - brief),hospital,prejudice,multiple storylines,california,computer animation,hotel,foul language,good music,awesome soundtrack,memory,film noir,writers,simple,women,doctors,prison,blindness,kick-butt women,queer,buddy movie,80s,notable nudity,internet,addiction,tokyo,farce,road movie,brothers,hunting,no plot,new jersey,bollywood,alternate history,los angeles,small town,nudity (rear),directorial debut,mad scientist,wilderness,graphic novel,wartime,russian,camp,san francisco,island,too long,new york city,hip hop,divorce,ensemble cast,desert,trilogy,censorship,lawyer,french,immortality,indians,remake,snakes,best of 2005,potential oscar nom,dreams,1930s,race,unlikeable characters,stoner movie,prostitution,texas,workplace,oil,interracial romance,rebellion,stand-up comedy,atheism,shopping,ghosts/afterlife,father daughter relationship,cancer,adoption,robert downey jr,australia,time,goth,fashion,finnish,homeless,made for tv,wine,too short,god,radio,reality tv,single father,documentary
Naked Weapon (Chek law dak gung) (2002),0.9675,0.96075,0.96075,0.9675,0.96075,0.70425,0.67125,0.7915000000000001,0.7689999999999999,0.45975,0.619,0.65425,0.70425,0.4265,0.8234999999999999,0.9015,0.72175,0.5675,0.80975,0.4267499999999999,0.5835,0.78775,0.22025,0.554,0.49175,0.3542499999999999,0.5835,0.63475,0.251,0.9185,0.3984999999999999,0.488,0.346,0.557,0.14975,0.1215,0.38825,0.26075,0.243,0.37175,0.29225,0.412,0.4609999999999999,0.27925,0.4875,0.2125,0.1392499999999999,0.37175,0.3395,0.2504999999999999,0.15525,0.4267499999999999,0.2534999999999999,0.4357499999999999,0.1674999999999999,0.211,0.285,0.2955,0.14475,0.148,0.1855,0.21475,0.1225,0.09025,0.1704999999999999,0.1069999999999999,0.24,0.1292499999999999,0.89425,0.09275,0.1355,0.1159999999999999,0.5015,0.188,0.0225,0.2022499999999999,0.2614999999999999,0.53675,0.1875,0.26275,0.2654999999999999,0.12075,0.0717499999999999,0.028,0.298,0.1335,0.10425,0.176,0.06,0.09425,0.2175,0.091,0.3565,0.0282499999999999,0.4865,0.11625,0.14075,0.545,0.141,0.74075,0.0822499999999999,0.2005,0.10225,0.1252499999999999,0.0667499999999999,0.088,0.05525,0.17825,0.0494999999999999,0.0842499999999999,0.4575,0.1975,0.2194999999999999,0.1609999999999999,0.17125,0.0812499999999999,0.1699999999999999,0.0745,0.0282499999999999,0.11625,0.0645,0.1195,0.0559999999999999,0.118,0.1785,0.05975,0.0964999999999999,0.409,0.0737499999999999,0.03075,0.019,0.186,0.15175,0.09175,0.0424999999999999,0.0197499999999999,0.05975,0.16775,0.05425,0.0185,0.0394999999999999,0.04525,0.085,0.093,0.092,0.021,0.0334999999999999,0.04525,0.027
Ong-Bak: The Thai Warrior (Ong Bak) (2003),0.865,0.98225,0.98225,0.865,0.98225,0.61525,0.73875,0.808,0.968,0.8265,0.46825,0.67325,0.61525,0.552,0.3552499999999999,0.621,0.867,0.5045,0.53275,0.519,0.26775,0.599,0.519,0.3057499999999999,0.3315,0.2955,0.38625,0.2865,0.2435,0.2145,0.38275,0.14675,0.3129999999999999,0.144,0.33225,0.2564999999999999,0.32875,0.3884999999999999,0.537,0.3369999999999999,0.2997499999999999,0.379,0.31,0.2165,0.28425,0.1942499999999999,0.33925,0.2784999999999999,0.18075,0.0954999999999999,0.1952499999999999,0.14525,0.183,0.1604999999999999,0.2365,0.2035,0.1997499999999999,0.20375,0.1725,0.3105,0.0837499999999999,0.2724999999999999,0.21575,0.3335,0.188,0.09325,0.11675,0.39325,0.118,0.081,0.10825,0.2095,0.2857499999999999,0.1425,0.247,0.15725,0.0905,0.1664999999999999,0.46075,0.25525,0.2234999999999999,0.1599999999999999,0.29925,0.1039999999999999,0.555,0.16175,0.21675,0.1104999999999999,0.09675,0.139,0.09025,0.1569999999999999,0.09525,0.10075,0.15125,0.0682499999999999,0.1387499999999999,0.1144999999999999,0.0949999999999999,0.1365,0.0935,0.0514999999999999,0.32375,0.0627499999999999,0.061,0.0857499999999999,0.10625,0.191,0.026,0.065,0.2534999999999999,0.0974999999999999,0.04175,0.31025,0.1735,0.09425,0.14475,0.0795,0.1195,0.0735,0.129,0.1355,0.082,0.133,0.0404999999999999,0.0702499999999999,0.09575,0.1292499999999999,0.122,0.0837499999999999,0.0655,0.1029999999999999,0.11075,0.0785,0.0665,0.1714999999999999,0.05425,0.064,0.0635,0.082,0.06225,0.0745,0.027,0.05225,0.21275,0.02975,0.04725,0.03125,0.04325
"Memory of a Killer, The (Zaak Alzheimer, De) (2003)",0.88975,0.76875,0.64325,0.93175,0.64325,0.88975,0.8740000000000001,0.7115,0.64025,0.7649999999999999,0.88975,0.7485,0.665,0.67375,0.8740000000000001,0.7869999999999999,0.8262499999999999,0.4327499999999999,0.34775,0.7869999999999999,0.70225,0.511,0.67375,0.76125,0.274,0.31225,0.2085,0.265,0.349,0.247,0.4715,0.145,0.34975,0.6055,0.245,0.1049999999999999,0.273,0.488,0.3924999999999999,0.16075,0.22925,0.26225,0.4145,0.26575,0.1335,0.37,0.4227499999999999,0.4305,0.29825,0.29825,0.3914999999999999,0.6375,0.17725,0.3622499999999999,0.0994999999999999,0.185,0.488,0.1555,0.0702499999999999,0.289,0.1267499999999999,0.05225,0.432,0.09125,0.7985,0.4157499999999999,0.1965,0.24325,0.11975,0.16125,0.199,0.17825,0.1624999999999999,0.27625,0.1892499999999999,0.11975,0.16125,0.0847499999999999,0.17225,0.0752499999999999,0.1164999999999999,0.0777499999999999,0.368,0.288,0.13,0.1255,0.77675,0.10275,0.09675,0.118,0.1377499999999999,0.152,0.0785,0.075,0.262,0.21575,0.2334999999999999,0.3189999999999999,0.05975,0.29625,0.14675,0.03475,0.2284999999999999,0.065,0.05425,0.0642499999999999,0.11875,0.22525,0.0949999999999999,0.211,0.0409999999999999,0.2355,0.0665,0.0369999999999999,0.21,0.026,0.127,0.1569999999999999,0.25025,0.0642499999999999,0.11275,0.7105,0.04725,0.0959999999999999,0.03725,0.0792499999999999,0.1385,0.05575,0.11875,0.0657499999999999,0.24525,0.2997499999999999,0.08925,0.12425,0.121,0.0782499999999999,0.027,0.148,0.03325,0.296,0.0655,0.15375,0.076,0.0935,0.1029999999999999,0.0499999999999999,0.04825,0.03875,0.06
Azumi (2003),0.974,0.947,0.947,0.9485,0.947,0.6055,0.83925,0.7685,0.8367500000000001,0.8452500000000001,0.5285,0.84975,0.6055,0.84975,0.974,0.8992500000000001,0.90575,0.569,0.501,0.531,0.531,0.609,0.531,0.4912499999999999,0.3495,0.507,0.3015,0.55625,0.45275,0.43975,0.3712499999999999,0.40025,0.3097499999999999,0.198,0.199,0.31475,0.3159999999999999,0.67175,0.38325,0.83925,0.2534999999999999,0.33825,0.284,0.4325,0.4385,0.16925,0.286,0.367,0.32675,0.2185,0.17575,0.22475,0.2947499999999999,0.54175,0.2917499999999999,0.16725,0.20525,0.26625,0.078,0.14925,0.10925,0.14525,0.2299999999999999,0.2299999999999999,0.09475,0.0984999999999999,0.1312499999999999,0.1907499999999999,0.124,0.1325,0.1282499999999999,0.23075,0.3615,0.2214999999999999,0.1109999999999999,0.1292499999999999,0.12325,0.079,0.36575,0.7105,0.1882499999999999,0.08725,0.1932499999999999,0.22875,0.1385,0.11075,0.1574999999999999,0.1387499999999999,0.04725,0.14225,0.15925,0.15625,0.138,0.3465,0.8747499999999999,0.3125,0.1912499999999999,0.2855,0.05275,0.10125,0.2815,0.0755,0.248,0.04175,0.0682499999999999,0.0832499999999999,0.10625,0.1159999999999999,0.0262499999999999,0.0672499999999999,0.1282499999999999,0.12475,0.04675,0.1885,0.1865,0.22275,0.0787499999999999,0.09075,0.14075,0.1445,0.2309999999999999,0.0705,0.14475,0.0662499999999999,0.133,0.0742499999999999,0.1995,0.1129999999999999,0.05175,0.083,0.0344999999999999,0.0842499999999999,0.05025,0.092,0.0732499999999999,0.0812499999999999,0.03325,0.18375,0.05275,0.297,0.04525,0.0812499999999999,0.05425,0.0805,0.0584999999999999,0.0399999999999999,0.06,0.0185,0.04375
Dot the I (2003),0.95375,0.528,0.59125,0.45175,0.59125,0.7895000000000001,0.91525,0.91575,0.64175,0.8447499999999999,0.71025,0.8365,0.7895000000000001,0.71025,0.7025,0.74425,0.5445,0.64725,0.8365,0.7835000000000001,0.58925,0.3974999999999999,0.2764999999999999,0.3075,0.504,0.3305,0.5555,0.17025,0.183,0.665,0.4489999999999999,0.238,0.37475,0.16025,0.2825,0.3097499999999999,0.265,0.3319999999999999,0.26425,0.1535,0.21125,0.22725,0.2027499999999999,0.422,0.379,0.32375,0.32375,0.3505,0.68325,0.27225,0.38725,0.15925,0.17525,0.52225,0.15275,0.1755,0.1129999999999999,0.433,0.125,0.291,0.2105,0.4555,0.2957499999999999,0.2957499999999999,0.3944999999999999,0.32225,0.56325,0.1415,0.1669999999999999,0.23725,0.1195,0.1215,0.0949999999999999,0.212,0.059,0.09825,0.21975,0.22475,0.087,0.1089999999999999,0.262,0.06025,0.075,0.05325,0.60375,0.1275,0.60575,0.1755,0.0534999999999999,0.093,0.11975,0.23375,0.34125,0.05125,0.08675,0.11425,0.23175,0.0655,0.10675,0.26075,0.11675,0.119,0.1952499999999999,0.3525,0.1589999999999999,0.04375,0.0989999999999999,0.05175,0.1265,0.1485,0.05475,0.2224999999999999,0.10175,0.0247499999999999,0.09125,0.1367499999999999,0.1362499999999999,0.0969999999999999,0.0702499999999999,0.11375,0.05925,0.0409999999999999,0.05775,0.12125,0.0247499999999999,0.0747499999999999,0.1089999999999999,0.0805,0.0725,0.0695,0.0394999999999999,0.10875,0.0474999999999999,0.0449999999999999,0.126,0.0414999999999999,0.0885,0.04075,0.04275,0.023,0.0195,0.1149999999999999,0.067,0.20925,0.205,0.04575,0.05725,0.0627499999999999,0.0524999999999999
"Eiger Sanction, The (1975)",0.96775,0.905,0.905,0.912,0.905,0.7165,0.8242499999999999,0.71825,0.72225,0.654,0.7165,0.912,0.5125,0.66225,0.97625,0.7385,0.745,0.493,0.50275,0.56725,0.46975,0.50625,0.5875,0.563,0.4177499999999999,0.34875,0.4525,0.4509999999999999,0.34175,0.747,0.404,0.3195,0.2937499999999999,0.239,0.21075,0.3085,0.33175,0.16525,0.3622499999999999,0.211,0.3045,0.17675,0.3319999999999999,0.2145,0.379,0.11225,0.1897499999999999,0.2475,0.2274999999999999,0.1525,0.21675,0.2975,0.1365,0.1272499999999999,0.72875,0.3037499999999999,0.235,0.2304999999999999,0.3245,0.1907499999999999,0.401,0.1505,0.0994999999999999,0.08675,0.118,0.14225,0.15775,0.066,0.21025,0.23325,0.14875,0.17175,0.26375,0.16775,0.26725,0.14325,0.3565,0.2385,0.1267499999999999,0.09425,0.3279999999999999,0.1345,0.06025,0.16025,0.1302499999999999,0.09125,0.08825,0.09725,0.1352499999999999,0.11925,0.247,0.1205,0.13,0.1312499999999999,0.0177499999999999,0.1905,0.1382499999999999,0.308,0.205,0.156,0.2304999999999999,0.1395,0.07,0.0989999999999999,0.065,0.43,0.1312499999999999,0.088,0.1375,0.06075,0.0489999999999999,0.10375,0.15375,0.273,0.0544999999999999,0.18425,0.0697499999999999,0.0974999999999999,0.1302499999999999,0.0319999999999999,0.0757499999999999,0.1079999999999999,0.09225,0.075,0.2269999999999999,0.213,0.04475,0.0705,0.0642499999999999,0.0812499999999999,0.0205,0.0287499999999999,0.0627499999999999,0.0394999999999999,0.04725,0.03175,0.0655,0.0314999999999999,0.0837499999999999,0.0569999999999999,0.0775,0.0529999999999999,0.0344999999999999,0.03725,0.0642499999999999,0.0745,0.0519999999999999,0.03275,0.0277499999999999
Unleashed (Danny the Dog) (2005),0.88775,0.94725,0.969,0.90075,0.94725,0.7285,0.64525,0.7982499999999999,0.955,0.5505,0.5175,0.78125,0.7757499999999999,0.5215,0.45725,0.5505,0.94375,0.64525,0.4135,0.282,0.259,0.67125,0.26625,0.3784999999999999,0.2847499999999999,0.4235,0.33425,0.39825,0.21225,0.143,0.3319999999999999,0.4685,0.32725,0.2214999999999999,0.18525,0.3475,0.3595,0.36775,0.4257499999999999,0.36775,0.4187499999999999,0.42725,0.2355,0.25125,0.2724999999999999,0.569,0.2485,0.30725,0.2095,0.1325,0.3175,0.282,0.4535,0.177,0.44375,0.34175,0.2905,0.2395,0.17975,0.1634999999999999,0.0905,0.148,0.1262499999999999,0.23575,0.139,0.1287499999999999,0.1317499999999999,0.1905,0.12375,0.1935,0.12025,0.7585,0.23075,0.173,0.2465,0.08775,0.1164999999999999,0.1272499999999999,0.1925,0.0964999999999999,0.1295,0.10725,0.29525,0.1029999999999999,0.1149999999999999,0.124,0.2105,0.10175,0.0832499999999999,0.10525,0.1465,0.1925,0.11275,0.0682499999999999,0.24675,0.0817499999999999,0.1267499999999999,0.0815,0.08725,0.0787499999999999,0.078,0.1024999999999999,0.4004999999999999,0.0745,0.0989999999999999,0.04175,0.11175,0.086,0.04275,0.0695,0.18725,0.062,0.066,0.12075,0.45275,0.14775,0.12125,0.05575,0.1257499999999999,0.08825,0.0865,0.1159999999999999,0.05875,0.11925,0.03425,0.0687499999999999,0.10875,0.12375,0.0725,0.0847499999999999,0.1089999999999999,0.11475,0.191,0.1992499999999999,0.18525,0.0692499999999999,0.0349999999999999,0.09475,0.03375,0.04125,0.087,0.0807499999999999,0.0272499999999999,0.0822499999999999,0.15275,0.029,0.0765,0.0534999999999999,0.03275
High Tension (Haute tension) (Switchblade Romance) (2003),0.97075,0.8145,0.32025,0.964,0.58725,0.95275,0.58775,0.8452500000000001,0.4855,0.95275,0.7589999999999999,0.8647499999999999,0.89825,0.964,0.58775,0.7015,0.472,0.561,0.58725,0.2915,0.1925,0.821,0.30125,0.372,0.58725,0.365,0.235,0.4409999999999999,0.31425,0.23275,0.2947499999999999,0.7075,0.3702499999999999,0.59625,0.41,0.29725,0.17275,0.3015,0.2125,0.2135,0.2017499999999999,0.2145,0.35075,0.20975,0.58825,0.32475,0.1932499999999999,0.274,0.1175,0.0954999999999999,0.148,0.08675,0.22375,0.2445,0.17475,0.31225,0.17275,0.22625,0.10525,0.16425,0.21,0.22425,0.156,0.1185,0.187,0.12275,0.23225,0.22625,0.125,0.204,0.1114999999999999,0.22525,0.0675,0.33225,0.03375,0.1154999999999999,0.0707499999999999,0.1895,0.10275,0.08,0.0827499999999999,0.199,0.08925,0.1765,0.10275,0.1382499999999999,0.0647499999999999,0.11975,0.04525,0.14225,0.0727499999999999,0.15475,0.14725,0.148,0.56075,0.089,0.073,0.1342499999999999,0.0645,0.0984999999999999,0.0984999999999999,0.0559999999999999,0.0722499999999999,0.10025,0.05275,0.0509999999999999,0.06,0.17575,0.06125,0.60775,0.03525,0.0554999999999999,0.1902499999999999,0.05475,0.38975,0.1292499999999999,0.131,0.03725,0.085,0.132,0.09375,0.0499999999999999,0.17125,0.04975,0.0319999999999999,0.03725,0.0439999999999999,0.0767499999999999,0.0627499999999999,0.0324999999999999,0.0394999999999999,0.03725,0.0529999999999999,0.03875,0.0292499999999999,0.05375,0.0354999999999999,0.118,0.0374999999999999,0.0469999999999999,0.0444999999999999,0.0579999999999999,0.0559999999999999,0.0855,0.06225,0.0745,0.154,0.03625,0.0237499999999999
Gambit (1966),0.817,0.83375,0.537,0.78575,0.373,0.7609999999999999,0.8552500000000001,0.79725,0.93525,0.7465,0.618,0.71575,0.7609999999999999,0.7609999999999999,0.656,0.7522500000000001,0.67075,0.4795,0.3077499999999999,0.2189999999999999,0.8907499999999999,0.1277499999999999,0.21525,0.52325,0.618,0.27225,0.26575,0.23025,0.45225,0.3319999999999999,0.33325,0.0915,0.277,0.05275,0.39975,0.12225,0.34125,0.0797499999999999,0.3532499999999999,0.28225,0.33475,0.22875,0.3355,0.30025,0.1455,0.32175,0.66075,0.0627499999999999,0.3625,0.3462499999999999,0.1897499999999999,0.241,0.2614999999999999,0.10325,0.03775,0.064,0.1307499999999999,0.297,0.142,0.289,0.646,0.087,0.17175,0.10225,0.09775,0.2827499999999999,0.143,0.397,0.10525,0.34475,0.2264999999999999,0.3914999999999999,0.03725,0.1059999999999999,0.0185,0.0762499999999999,0.0295,0.429,0.04425,0.0429999999999999,0.3622499999999999,0.1099999999999999,0.04425,0.083,0.26575,0.09725,0.069,0.3045,0.0792499999999999,0.1445,0.079,0.0685,0.2754999999999999,0.0529999999999999,0.0207499999999999,0.15225,0.0305,0.0752499999999999,0.17675,0.0752499999999999,0.1275,0.04625,0.0702499999999999,0.15175,0.0722499999999999,0.03225,0.0857499999999999,0.3435,0.18275,0.1124999999999999,0.0667499999999999,0.0939999999999999,0.11175,0.0832499999999999,0.04275,0.03925,0.0692499999999999,0.4135,0.2355,0.0157499999999999,0.0454999999999999,0.063,0.0797499999999999,0.0717499999999999,0.4549999999999999,0.10675,0.1287499999999999,0.0939999999999999,0.0494999999999999,0.03925,0.04375,0.0434999999999999,0.0314999999999999,0.09475,0.0262499999999999,0.0647499999999999,0.197,0.059,0.04425,0.072,0.04175,0.2105,0.18525,0.1337499999999999,0.0172499999999999,0.1445,0.0549999999999999,0.077,0.088
Four Brothers (2005),0.9405,0.9275,0.9275,0.95275,0.9275,0.73875,0.5895,0.6585,0.7965,0.502,0.73875,0.601,0.53825,0.4225,0.3904999999999999,0.4225,0.6315,0.5895,0.51925,0.1972499999999999,0.1967499999999999,0.367,0.3015,0.2209999999999999,0.3315,0.3339999999999999,0.33475,0.45875,0.3299999999999999,0.1654999999999999,0.3095,0.18075,0.3299999999999999,0.2027499999999999,0.2224999999999999,0.2714999999999999,0.2269999999999999,0.2704999999999999,0.3125,0.178,0.2624999999999999,0.2445,0.31225,0.195,0.1664999999999999,0.5035,0.2249999999999999,0.46075,0.1084999999999999,0.11525,0.262,0.091,0.47375,0.17725,0.0925,0.1639999999999999,0.5595,0.11575,0.1402499999999999,0.1624999999999999,0.123,0.3602499999999999,0.18225,0.1604999999999999,0.1579999999999999,0.0832499999999999,0.0994999999999999,0.1485,0.17575,0.05375,0.11625,0.192,0.2155,0.3065,0.2264999999999999,0.0579999999999999,0.22725,0.1159999999999999,0.147,0.0837499999999999,0.09975,0.11975,0.972,0.0762499999999999,0.1375,0.16175,0.089,0.10375,0.1104999999999999,0.09725,0.0939999999999999,0.1235,0.0652499999999999,0.0775,0.23775,0.06075,0.0812499999999999,0.0855,0.0632499999999999,0.0842499999999999,0.05925,0.0939999999999999,0.47075,0.077,0.1054999999999999,0.0514999999999999,0.0474999999999999,0.0672499999999999,0.09975,0.03625,0.0595,0.181,0.27025,0.03325,0.61975,0.0682499999999999,0.068,0.0474999999999999,0.1352499999999999,0.10175,0.09425,0.063,0.10725,0.0509999999999999,0.04375,0.17375,0.04025,0.0727499999999999,0.0732499999999999,0.03,0.0554999999999999,0.0845,0.08625,0.7597499999999999,0.0682499999999999,0.0795,0.0524999999999999,0.0675,0.064,0.0832499999999999,0.0642499999999999,0.0642499999999999,0.03225,0.0925,0.064,0.03775,0.0665,0.11525,0.0267499999999999
Come Drink with Me (Da zui xia) (1966),0.4952499999999999,0.81725,0.9085,0.75875,0.81725,0.59825,0.718,0.68875,0.718,0.7545,0.532,0.62125,0.59825,0.652,0.16125,0.7545,0.502,0.4255,0.244,0.59825,0.652,0.17275,0.59825,0.3027499999999999,0.20675,0.1917499999999999,0.34075,0.2997499999999999,0.10225,0.306,0.419,0.1545,0.3085,0.4762499999999999,0.1285,0.0685,0.2234999999999999,0.25,0.215,0.1574999999999999,0.1435,0.44325,0.1725,0.2475,0.27175,0.2857499999999999,0.5345,0.0885,0.174,0.6175,0.0807499999999999,0.1275,0.2219999999999999,0.21,0.0479999999999999,0.1159999999999999,0.1149999999999999,0.11975,0.205,0.30125,0.09175,0.03675,0.1965,0.1014999999999999,0.1455,0.27975,0.10925,0.076,0.241,0.0665,0.14375,0.10975,0.426,0.1555,0.0364999999999999,0.2827499999999999,0.15575,0.15175,0.03975,0.49875,0.22175,0.124,0.61725,0.2835,0.1104999999999999,0.147,0.11425,0.04375,0.0187499999999999,0.20875,0.0544999999999999,0.1305,0.3075,0.353,0.031,0.11675,0.1134999999999999,0.16625,0.04725,0.09725,0.09275,0.029,0.2435,0.04525,0.072,0.0544999999999999,0.0549999999999999,0.05275,0.02975,0.0885,0.151,0.076,0.0255,0.43125,0.0944999999999999,0.05575,0.09525,0.2345,0.0235,0.028,0.09175,0.05275,0.1942499999999999,0.04325,0.11675,0.08725,0.09075,0.0797499999999999,0.0895,0.0295,0.0207499999999999,0.059,0.04775,0.04675,0.0642499999999999,0.0369999999999999,0.0255,0.0202499999999999,0.0499999999999999,0.0349999999999999,0.0207499999999999,0.15625,0.11325,0.1059999999999999,0.0895,0.0324999999999999,0.05525,0.0324999999999999,0.20475
Domino (2005),0.79525,0.7745,0.7745,0.79525,0.7745,0.63675,0.68525,0.7542500000000001,0.68525,0.75875,0.50325,0.6075,0.48675,0.5675,0.50475,0.75875,0.706,0.6085,0.5465,0.433,0.4885,0.72825,0.1619999999999999,0.3375,0.29,0.4307499999999999,0.3155,0.27825,0.242,0.45225,0.3492499999999999,0.11075,0.33475,0.29925,0.44475,0.241,0.4772499999999999,0.2324999999999999,0.1317499999999999,0.3692499999999999,0.389,0.2425,0.967,0.3139999999999999,0.3315,0.195,0.17825,0.34475,0.1815,0.09425,0.204,0.1875,0.23525,0.35475,0.176,0.132,0.189,0.3047499999999999,0.1644999999999999,0.1679999999999999,0.10425,0.38225,0.24425,0.4655,0.139,0.11075,0.28,0.09075,0.16625,0.11875,0.1205,0.15725,0.269,0.17875,0.061,0.05825,0.1639999999999999,0.34075,0.35475,0.1064999999999999,0.15025,0.1325,0.2385,0.1362499999999999,0.25075,0.2365,0.1114999999999999,0.149,0.15775,0.09775,0.175,0.1124999999999999,0.0775,0.066,0.57175,0.0695,0.0984999999999999,0.0685,0.0414999999999999,0.04975,0.1315,0.0785,0.32875,0.05225,0.28025,0.15225,0.0544999999999999,0.0757499999999999,0.0449999999999999,0.0384999999999999,0.0915,0.08,0.1009999999999999,0.0489999999999999,0.58475,0.1425,0.0832499999999999,0.06,0.128,0.25875,0.1134999999999999,0.0559999999999999,0.08975,0.068,0.03225,0.03625,0.1287499999999999,0.0865,0.089,0.05125,0.069,0.0732499999999999,0.074,0.0615,0.26625,0.04175,0.0394999999999999,0.3295,0.0949999999999999,0.0574999999999999,0.08975,0.063,0.0227499999999999,0.14125,0.141,0.0662499999999999,0.585,0.0672499999999999,0.0579999999999999
"Anderson Tapes, The (1971)",0.93475,0.612,0.56825,0.8792500000000001,0.56825,0.88025,0.67275,0.76275,0.612,0.88025,0.84325,0.67275,0.687,0.8254999999999999,0.99825,0.714,0.66125,0.4207499999999999,0.2837499999999999,0.26325,0.622,0.511,0.26325,0.32375,0.27725,0.1445,0.56175,0.29325,0.45825,0.75325,0.2554999999999999,0.24925,0.3289999999999999,0.2435,0.32925,0.20625,0.3205,0.1337499999999999,0.25,0.0775,0.17075,0.1674999999999999,0.242,0.51875,0.3285,0.3585,0.3585,0.25175,0.525,0.257,0.0852499999999999,0.22275,0.1387499999999999,0.42,0.0579999999999999,0.11425,0.0662499999999999,0.2504999999999999,0.1835,0.3585,0.3934999999999999,0.1094999999999999,0.1059999999999999,0.08875,0.0484999999999999,0.37625,0.1877499999999999,0.06125,0.10575,0.1019999999999999,0.41,0.2604999999999999,0.0364999999999999,0.9075,0.10675,0.423,0.0672499999999999,0.10725,0.04975,0.05325,0.4742499999999999,0.18575,0.0964999999999999,0.1014999999999999,0.0245,0.15875,0.1402499999999999,0.09125,0.09125,0.1114999999999999,0.172,0.1962499999999999,0.21475,0.14075,0.008,0.0792499999999999,0.03375,0.1305,0.17275,0.0685,0.04825,0.576,0.09075,0.08,0.1084999999999999,0.0207499999999999,0.018,0.2299999999999999,0.071,0.0642499999999999,0.06175,0.1654999999999999,0.024,0.04225,0.0647499999999999,0.0334999999999999,0.14575,0.1714999999999999,0.0825,0.0205,0.0265,0.132,0.1372499999999999,0.16525,0.1225,0.0637499999999999,0.0429999999999999,0.0795,0.0895,0.05725,0.25475,0.0439999999999999,0.025,0.06,0.03925,0.2269999999999999,0.091,0.05825,0.11325,0.03925,0.03625,0.0832499999999999,0.0514999999999999,0.0212499999999999,0.0354999999999999,0.4085,0.0414999999999999,0.0187499999999999,0.28025
Seven Swords (Chat gim) (2005),0.73375,0.8585,0.9685,0.73375,0.8585,0.794,0.914,0.88825,0.73875,0.746,0.622,0.688,0.708,0.688,0.1745,0.7375,0.63175,0.4972499999999999,0.46525,0.688,0.4297499999999999,0.47275,0.688,0.5055,0.30925,0.83975,0.30525,0.31725,0.22375,0.1367499999999999,0.66275,0.172,0.3155,0.0802499999999999,0.48475,0.28,0.25325,0.63175,0.301,0.4157499999999999,0.39925,0.26825,0.204,0.277,0.2224999999999999,0.71125,0.414,0.22725,0.26025,0.3735,0.11075,0.4065,0.34375,0.266,0.37475,0.21325,0.63175,0.43875,0.0787499999999999,0.28625,0.0404999999999999,0.12,0.389,0.1485,0.294,0.11125,0.145,0.43125,0.24925,0.3259999999999999,0.10975,0.0865,0.50875,0.291,0.04375,0.149,0.0364999999999999,0.1139999999999999,0.126,0.25775,0.1205,0.15525,0.151,0.261,0.1332499999999999,0.059,0.50325,0.1725,0.0344999999999999,0.2475,0.2405,0.11775,0.131,0.216,0.1019999999999999,0.1912499999999999,0.2594999999999999,0.15075,0.0999999999999999,0.16225,0.48275,0.0807499999999999,0.1584999999999999,0.0645,0.2495,0.16075,0.2204999999999999,0.12375,0.0652499999999999,0.10275,0.4389999999999999,0.0857499999999999,0.0245,0.09375,0.0727499999999999,0.182,0.139,0.1584999999999999,0.087,0.0685,0.3275,0.04675,0.144,0.086,0.0574999999999999,0.0349999999999999,0.1295,0.04725,0.142,0.06,0.2012499999999999,0.10325,0.21725,0.137,0.1149999999999999,0.1392499999999999,0.086,0.389,0.04025,0.15225,0.0394999999999999,0.182,0.0514999999999999,0.1272499999999999,0.186,0.04525,0.0647499999999999,0.0265,0.14825
