movieId,fight scenes,chase,weapons,fun movie,original,predictable,vengeance,mentor,good,betrayal,catastrophe,dialogue,very funny,culture clash,runaway,light,first contact,weird,greed,life philosophy,melancholic,fantasy world,drama,not funny,surveillance,pornography,pulp,death,teen movie,adaptation,transformation,family,alter ego,buddy movie,classic car,sexy,stereotypes,life & death,creativity,80s,nudity (full frontal - brief),absurd,quirky,kidnapping,camp,independent film,childhood,unlikely friendships,farce,sacrifice,computer animation,drinking,women,california,hospital,writers,dysfunctional family,multiple storylines,internet,kick-butt women,los angeles,new jersey,mad scientist,underrated,notable nudity,hip hop,prison,irish accent,nudity (rear),road movie,queer,survival,awesome soundtrack,simple,remake,island,too long,prejudice,immortality,alternate history,islam,no plot,brothers,memory,russian,stand-up comedy,tokyo,blindness,doctors,hotel,nudity (topless - brief),race,new york city,addiction,film noir,small town,period piece,san francisco,shopping,good music,indians,trilogy,bollywood,foul language,british,desert,snakes,divorce,interracial romance,wartime,wilderness,stoner movie,dreams,too short,censorship,god,ghosts/afterlife,fashion,texas,hunting,adoption,unlikeable characters,workplace,ensemble cast,single father,reality tv,australia,directorial debut,finnish,graphic novel,cancer,robert downey jr,atheism,homeless,time,made for tv,1930s,father daughter relationship,oil,prostitution,lawyer,radio,potential oscar nom,goth,french,rebellion,wine,best of 2005,documentary
Passenger 57 (1992),0.983,0.983,0.983,0.981,0.63425,0.6745,0.5475,0.57675,0.7055,0.45375,0.67,0.5455,0.255,0.3642499999999999,0.384,0.61775,0.531,0.2095,0.296,0.4575,0.24625,0.21775,0.237,0.3269999999999999,0.3155,0.21875,0.433,0.3239999999999999,0.22175,0.265,0.298,0.1825,0.16175,0.54875,0.23875,0.2907499999999999,0.39375,0.193,0.1684999999999999,0.3159999999999999,0.2017499999999999,0.1375,0.189,0.22875,0.349,0.0915,0.1965,0.123,0.1225,0.3275,0.1332499999999999,0.129,0.15675,0.4575,0.272,0.21525,0.141,0.1195,0.215,0.10675,0.93525,0.1305,0.349,0.1997499999999999,0.1674999999999999,0.2925,0.14875,0.188,0.1714999999999999,0.12225,0.127,0.15725,0.061,0.12425,0.1245,0.14725,0.1205,0.14875,0.14275,0.11525,0.10825,0.124,0.0707499999999999,0.1255,0.0662499999999999,0.09675,0.05025,0.12125,0.10325,0.11775,0.17075,0.0984999999999999,0.084,0.0564999999999999,0.1004999999999999,0.1365,0.076,0.11775,0.1619999999999999,0.1129999999999999,0.0675,0.0429999999999999,0.0857499999999999,0.11525,0.0667499999999999,0.0574999999999999,0.08825,0.14,0.19,0.0707499999999999,0.074,0.0539999999999999,0.0632499999999999,0.139,0.0949999999999999,0.05075,0.064,0.0697499999999999,0.0682499999999999,0.0682499999999999,0.0802499999999999,0.0499999999999999,0.082,0.04275,0.0687499999999999,0.0615,0.04025,0.0469999999999999,0.05825,0.012,0.0484999999999999,0.05925,0.0574999999999999,0.0519999999999999,0.05375,0.0655,0.0319999999999999,0.0559999999999999,0.05325,0.04525,0.04475,0.0217499999999999,0.03525,0.03,0.0242499999999999,0.0197499999999999,0.03725,0.024,0.013
Streets of Fire (1984),0.71675,0.71675,0.71675,0.7105,0.61725,0.7435,0.4515,0.4569999999999999,0.518,0.4515,0.3994999999999999,0.66725,0.184,0.99325,0.44325,0.4972499999999999,0.7435,0.8447499999999999,0.22575,0.194,0.68775,0.4355,0.2214999999999999,0.32775,0.0717499999999999,0.1985,0.735,0.122,0.1885,0.1972499999999999,0.2405,0.18575,0.12175,0.2744999999999999,0.17175,0.4357499999999999,0.1215,0.134,0.40475,0.7542500000000001,0.1134999999999999,0.12125,0.255,0.32575,0.45275,0.3395,0.582,0.18,0.08675,0.0939999999999999,0.16925,0.17675,0.1445,0.14975,0.0755,0.143,0.178,0.0842499999999999,0.0569999999999999,0.09025,0.1634999999999999,0.261,0.3135,0.24075,0.06025,0.148,0.0815,0.1282499999999999,0.0529999999999999,0.23625,0.14575,0.7435,0.97725,0.09975,0.0314999999999999,0.05975,0.1392499999999999,0.192,0.175,0.10425,0.0682499999999999,0.1352499999999999,0.0615,0.0802499999999999,0.04875,0.0835,0.0939999999999999,0.0697499999999999,0.0662499999999999,0.0755,0.04725,0.12225,0.11525,0.0687499999999999,0.18075,0.0954999999999999,0.0815,0.0645,0.09325,0.724,0.1382499999999999,0.079,0.05925,0.0394999999999999,0.05625,0.1059999999999999,0.1034999999999999,0.0429999999999999,0.069,0.05675,0.0832499999999999,0.1039999999999999,0.10225,0.03225,0.1079999999999999,0.0384999999999999,0.0697499999999999,0.1287499999999999,0.0725,0.04325,0.04525,0.0272499999999999,0.06,0.0544999999999999,0.0172499999999999,0.03375,0.0479999999999999,0.05725,0.03575,0.04125,0.0245,0.061,0.0529999999999999,0.1044999999999999,0.05425,0.0265,0.05225,0.0444999999999999,0.03925,0.0554999999999999,0.0105,0.14725,0.0277499999999999,0.05625,0.027,0.11925,0.03825,0.024,0.0167499999999999
Torque (2004),0.92325,0.92325,0.92325,0.7105,0.6405,0.89575,0.3884999999999999,0.47175,0.55175,0.35075,0.634,0.542,0.73075,0.3315,0.4227499999999999,0.7835000000000001,0.7465,0.4227499999999999,0.21725,0.3345,0.3874999999999999,0.39025,0.258,0.30525,0.1039999999999999,0.174,0.2395,0.21025,0.39125,0.272,0.27375,0.36375,0.25875,0.063,0.20925,0.31525,0.23775,0.26025,0.2857499999999999,0.10475,0.1825,0.2967499999999999,0.1912499999999999,0.04525,0.3482499999999999,0.1614999999999999,0.133,0.1599999999999999,0.73075,0.22375,0.2495,0.1614999999999999,0.4127499999999999,0.1877499999999999,0.128,0.2734999999999999,0.1815,0.1815,0.20375,0.31775,0.2837499999999999,0.0895,0.3482499999999999,0.0817499999999999,0.172,0.17225,0.12125,0.1275,0.25875,0.51825,0.14675,0.08775,0.10625,0.1024999999999999,0.17675,0.16075,0.2165,0.1074999999999999,0.147,0.1357499999999999,0.124,0.2907499999999999,0.1119999999999999,0.10775,0.136,0.1044999999999999,0.0605,0.18075,0.0765,0.0727499999999999,0.0419999999999999,0.188,0.05925,0.091,0.1079999999999999,0.05975,0.10075,0.0692499999999999,0.0989999999999999,0.1094999999999999,0.15525,0.04675,0.135,0.03675,0.077,0.2554999999999999,0.09325,0.09075,0.1024999999999999,0.06,0.15325,0.082,0.0815,0.14325,0.0514999999999999,0.29725,0.05975,0.127,0.0354999999999999,0.083,0.0765,0.0802499999999999,0.0772499999999999,0.0509999999999999,0.061,0.18725,0.0672499999999999,0.04325,0.0479999999999999,0.0665,0.0529999999999999,0.0915,0.0737499999999999,0.0692499999999999,0.03425,0.0549999999999999,0.0595,0.0444999999999999,0.06075,0.03825,0.03,0.04475,0.024,0.0504999999999999,0.04225,0.0742499999999999,0.03625,0.025,0.0225
Only the Strong (1993),0.969,0.92875,0.92875,0.8594999999999999,0.66075,0.7105,0.6615,0.961,0.85775,0.6615,0.44375,0.70925,0.3309999999999999,0.75675,0.3215,0.63825,0.38175,0.37875,0.3215,0.8085,0.42025,0.24025,0.5555,0.312,0.1327499999999999,0.39875,0.1795,0.283,0.63325,0.259,0.53925,0.46225,0.14575,0.2105,0.203,0.1455,0.4669999999999999,0.26375,0.3894999999999999,0.11925,0.4755,0.3159999999999999,0.191,0.38,0.35175,0.25275,0.4345,0.26,0.149,0.2917499999999999,0.4345,0.31375,0.1377499999999999,0.09425,0.16225,0.139,0.12125,0.1877499999999999,0.1505,0.15675,0.136,0.05625,0.53475,0.21725,0.37675,0.1325,0.145,0.1074999999999999,0.32125,0.0979999999999999,0.33325,0.351,0.28525,0.2027499999999999,0.3532499999999999,0.23225,0.0842499999999999,0.1654999999999999,0.345,0.1064999999999999,0.25275,0.211,0.32375,0.31825,0.0334999999999999,0.09925,0.072,0.09775,0.1377499999999999,0.0489999999999999,0.1375,0.3592499999999999,0.11025,0.24925,0.0984999999999999,0.1009999999999999,0.17575,0.04825,0.0245,0.3199999999999999,0.0959999999999999,0.11425,0.03825,0.1322499999999999,0.1679999999999999,0.05875,0.174,0.05725,0.0695,0.09375,0.0155,0.072,0.10525,0.1725,0.0725,0.0584999999999999,0.39875,0.0524999999999999,0.06,0.10375,0.092,0.192,0.0595,0.0752499999999999,0.074,0.0702499999999999,0.1074999999999999,0.073,0.0142499999999999,0.1099999999999999,0.025,0.0964999999999999,0.0584999999999999,0.065,0.0842499999999999,0.14675,0.0569999999999999,0.0802499999999999,0.03825,0.03825,0.0504999999999999,0.05425,0.0374999999999999,0.1149999999999999,0.0399999999999999,0.11975,0.0374999999999999,0.03175,0.0125
Hells Angels on Wheels (1967),0.9435,0.64425,0.4735,0.4735,0.70675,0.9435,0.57375,0.40275,0.265,0.57375,0.407,0.4735,0.66375,0.26875,0.26675,0.66375,0.2877499999999999,0.82125,0.2229999999999999,0.55,0.55075,0.24875,0.1915,0.3442499999999999,0.0974999999999999,0.29225,0.4785,0.18425,0.45525,0.18375,0.181,0.1515,0.10075,0.6765,0.25425,0.5015,0.2614999999999999,0.21425,0.1372499999999999,0.21675,0.2915,0.17125,0.22925,0.16875,0.38275,0.3804999999999999,0.1865,0.1185,0.1505,0.1139999999999999,0.1865,0.44925,0.20875,0.63075,0.066,0.16425,0.14475,0.16425,0.09575,0.32675,0.15275,0.1735,0.20475,0.10625,0.1019999999999999,0.42,0.091,0.12275,0.0787499999999999,0.4257499999999999,0.13,0.05375,0.1895,0.0454999999999999,0.03825,0.09525,0.19,0.09325,0.09175,0.09125,0.12475,0.27725,0.03825,0.05475,0.0225,0.0524999999999999,0.10425,0.13,0.0319999999999999,0.0837499999999999,0.073,0.0409999999999999,0.03975,0.10225,0.121,0.196,0.078,0.15025,0.0379999999999999,0.3325,0.09875,0.0277499999999999,0.135,0.0712499999999999,0.05375,0.142,0.23975,0.0762499999999999,0.1505,0.0657499999999999,0.09925,0.077,0.07,0.1525,0.072,0.05525,0.05675,0.20375,0.1245,0.02,0.1287499999999999,0.0489999999999999,0.09625,0.0559999999999999,0.0419999999999999,0.0667499999999999,0.0627499999999999,0.0394999999999999,0.0329999999999999,0.05425,0.025,0.0569999999999999,0.05625,0.05975,0.0267499999999999,0.0782499999999999,0.0354999999999999,0.0812499999999999,0.0172499999999999,0.03875,0.0245,0.0222499999999999,0.0242499999999999,0.0429999999999999,0.018,0.0369999999999999,0.05475,0.019,0.06025
Raw Deal (1986),0.973,0.973,0.973,0.923,0.65125,0.7225,0.8347500000000001,0.7875000000000001,0.2927499999999999,0.622,0.4347499999999999,0.8240000000000001,0.23975,0.39025,0.2965,0.32425,0.3874999999999999,0.3375,0.39025,0.38975,0.3375,0.4852499999999999,0.2875,0.31225,0.4065,0.54475,0.47975,0.4902499999999999,0.1445,0.181,0.256,0.196,0.1225,0.21675,0.37675,0.198,0.1089999999999999,0.216,0.1312499999999999,0.6595,0.1895,0.1385,0.1887499999999999,0.20325,0.32425,0.1325,0.135,0.10775,0.0812499999999999,0.275,0.14075,0.29125,0.1114999999999999,0.1604999999999999,0.15775,0.118,0.1485,0.2847499999999999,0.17275,0.09,0.2045,0.14125,0.32425,0.2534999999999999,0.1124999999999999,0.18425,0.14275,0.213,0.2594999999999999,0.1149999999999999,0.1215,0.1159999999999999,0.1245,0.0969999999999999,0.1079999999999999,0.0752499999999999,0.1569999999999999,0.07,0.18725,0.1377499999999999,0.11625,0.0409999999999999,0.0499999999999999,0.1119999999999999,0.1342499999999999,0.0905,0.0687499999999999,0.0989999999999999,0.10225,0.10025,0.25825,0.0404999999999999,0.1119999999999999,0.0399999999999999,0.12,0.4409999999999999,0.09,0.073,0.0755,0.2022499999999999,0.0625,0.11075,0.0484999999999999,0.08725,0.0414999999999999,0.04475,0.0657499999999999,0.0559999999999999,0.05675,0.0655,0.06225,0.0549999999999999,0.06175,0.03625,0.0479999999999999,0.0775,0.0414999999999999,0.069,0.05775,0.088,0.06225,0.05725,0.0615,0.0757499999999999,0.03475,0.131,0.0605,0.0414999999999999,0.0509999999999999,0.03775,0.04675,0.028,0.0539999999999999,0.0242499999999999,0.04975,0.0692499999999999,0.0479999999999999,0.04025,0.33575,0.03475,0.04175,0.0349999999999999,0.0915,0.04025,0.0215,0.0177499999999999,0.0282499999999999,0.0295,0.0167499999999999
Walking Tall (2004),0.98625,0.98625,0.98625,0.939,0.685,0.58225,0.8687499999999999,0.66075,0.78125,0.8205,0.78125,0.4559999999999999,0.28825,0.642,0.45125,0.26125,0.4297499999999999,0.2045,0.642,0.378,0.2145,0.1935,0.307,0.36775,0.21575,0.184,0.34975,0.1357499999999999,0.1902499999999999,0.2165,0.37625,0.241,0.23225,0.5055,0.18725,0.10825,0.193,0.2827499999999999,0.2189999999999999,0.09875,0.2314999999999999,0.124,0.1965,0.1967499999999999,0.11475,0.11775,0.1805,0.1765,0.09625,0.16275,0.1639999999999999,0.1415,0.1415,0.1985,0.2415,0.1332499999999999,0.147,0.10425,0.14275,0.0964999999999999,0.0762499999999999,0.22175,0.11475,0.129,0.123,0.1312499999999999,0.11825,0.1614999999999999,0.12375,0.1277499999999999,0.11675,0.16225,0.0529999999999999,0.1987499999999999,0.90825,0.11425,0.14125,0.132,0.0675,0.1139999999999999,0.10475,0.0855,0.149,0.1295,0.10375,0.1054999999999999,0.0645,0.1895,0.09675,0.078,0.062,0.11825,0.0757499999999999,0.2817499999999999,0.088,0.82375,0.0732499999999999,0.0969999999999999,0.0655,0.0519999999999999,0.0692499999999999,0.03375,0.0837499999999999,0.09125,0.06225,0.0785,0.0559999999999999,0.0842499999999999,0.076,0.0722499999999999,0.061,0.0595,0.0712499999999999,0.23525,0.077,0.05875,0.1515,0.0727499999999999,0.1302499999999999,0.0702499999999999,0.1164999999999999,0.173,0.083,0.087,0.123,0.0677499999999999,0.0494999999999999,0.0549999999999999,0.068,0.0544999999999999,0.05925,0.0627499999999999,0.0645,0.0647499999999999,0.03275,0.0479999999999999,0.0404999999999999,0.0625,0.0825,0.1545,0.0827499999999999,0.02975,0.0314999999999999,0.0489999999999999,0.03,0.03,0.0212499999999999,0.0399999999999999,0.022
Versus (2000),0.9805,0.9805,0.9805,0.827,0.7335,0.59875,0.8365,0.48375,0.629,0.8365,0.5035,0.6885,0.57,0.27625,0.72,0.4365,0.35475,0.63875,0.3672499999999999,0.6335,0.62375,0.4137499999999999,0.27625,0.33375,0.33325,0.2654999999999999,0.63075,0.39475,0.30125,0.2415,0.2867499999999999,0.20475,0.4645,0.4715,0.2185,0.31,0.26475,0.20425,0.2975,0.0875,0.17175,0.48675,0.37925,0.33825,0.303,0.3672499999999999,0.1312499999999999,0.18325,0.25075,0.2905,0.15775,0.31975,0.146,0.0707499999999999,0.1945,0.20575,0.45075,0.188,0.1785,0.20725,0.0569999999999999,0.1282499999999999,0.303,0.1134999999999999,0.04825,0.1475,0.69575,0.2324999999999999,0.1265,0.119,0.17425,0.4895,0.82925,0.27925,0.05475,0.2304999999999999,0.2095,0.17675,0.6445,0.145,0.10275,0.51675,0.17175,0.1084999999999999,0.0737499999999999,0.1054999999999999,0.575,0.14175,0.08925,0.0949999999999999,0.139,0.0695,0.0632499999999999,0.15275,0.1104999999999999,0.1382499999999999,0.065,0.03325,0.1347499999999999,0.0939999999999999,0.0974999999999999,0.0584999999999999,0.12075,0.0725,0.15175,0.10625,0.11025,0.0439999999999999,0.0479999999999999,0.066,0.3315,0.133,0.081,0.05475,0.0675,0.1405,0.03,0.0449999999999999,0.0915,0.074,0.06125,0.1295,0.10175,0.0605,0.0222499999999999,0.08,0.10275,0.09825,0.0489999999999999,0.31375,0.1372499999999999,0.03975,0.0569999999999999,0.0414999999999999,0.0177499999999999,0.04825,0.0504999999999999,0.0662499999999999,0.03225,0.0434999999999999,0.018,0.0459999999999999,0.04125,0.1307499999999999,0.0499999999999999,0.022,0.016,0.0837499999999999,0.013
"Delta Force, The (1986)",0.9815,0.9815,0.9815,0.95875,0.731,0.6165,0.6845,0.47575,0.7225,0.612,0.51,0.58525,0.2385,0.4465,0.3572499999999999,0.351,0.46475,0.44025,0.3345,0.2279999999999999,0.3299999999999999,0.358,0.4465,0.40025,0.1935,0.2289999999999999,0.32025,0.33925,0.2209999999999999,0.24125,0.20675,0.358,0.476,0.37525,0.21525,0.1925,0.5295,0.16675,0.13,0.74,0.274,0.11975,0.2002499999999999,0.18325,0.25125,0.3722499999999999,0.3067499999999999,0.15675,0.1164999999999999,0.25075,0.17625,0.27925,0.1169999999999999,0.25375,0.10125,0.2,0.17425,0.3027499999999999,0.2355,0.0852499999999999,0.1084999999999999,0.1357499999999999,0.1669999999999999,0.11375,0.087,0.0837499999999999,0.10775,0.128,0.1355,0.06125,0.1094999999999999,0.10475,0.1725,0.16375,0.05225,0.2815,0.14525,0.3722499999999999,0.1295,0.14,0.6465,0.09675,0.1059999999999999,0.092,0.11225,0.10775,0.1084999999999999,0.0855,0.08775,0.1139999999999999,0.076,0.1009999999999999,0.2299999999999999,0.0559999999999999,0.10375,0.086,0.149,0.10725,0.0637499999999999,0.12,0.0865,0.0647499999999999,0.076,0.39525,0.0637499999999999,0.16275,0.278,0.1367499999999999,0.0847499999999999,0.378,0.0449999999999999,0.0685,0.0697499999999999,0.0635,0.04725,0.1064999999999999,0.0399999999999999,0.0479999999999999,0.155,0.11325,0.0509999999999999,0.0509999999999999,0.0627499999999999,0.35875,0.0554999999999999,0.0642499999999999,0.0474999999999999,0.04825,0.05325,0.05875,0.05925,0.067,0.0627499999999999,0.0245,0.084,0.06,0.071,0.0564999999999999,0.12375,0.04425,0.04575,0.03325,0.0605,0.0212499999999999,0.03075,0.04575,0.04925,0.019,0.0265
Good Guys Wear Black (1978),0.80525,0.7869999999999999,0.7869999999999999,0.554,0.651,0.71675,0.494,0.4615,0.36875,0.47575,0.4385,0.46725,0.6165,0.2654999999999999,0.251,0.6165,0.356,0.3065,0.423,0.308,0.4972499999999999,0.2905,0.2204999999999999,0.34475,0.3077499999999999,0.261,0.64,0.08675,0.1815,0.242,0.15325,0.479,0.30625,0.06025,0.17125,0.156,0.1355,0.147,0.1725,0.253,0.21775,0.202,0.3405,0.0787499999999999,0.4575,0.11075,0.1415,0.21,0.40475,0.1382499999999999,0.21725,0.09575,0.12275,0.5115,0.10975,0.1315,0.15925,0.22625,0.0807499999999999,0.09875,0.063,0.1119999999999999,0.204,0.0645,0.15775,0.1285,0.10025,0.1755,0.066,0.203,0.151,0.10375,0.08675,0.14,0.08725,0.1154999999999999,0.2937499999999999,0.11575,0.065,0.22625,0.1372499999999999,0.259,0.04725,0.0852499999999999,0.04575,0.1044999999999999,0.03325,0.144,0.06,0.152,0.0275,0.186,0.05725,0.076,0.1262499999999999,0.05725,0.0822499999999999,0.14725,0.3107499999999999,0.0712499999999999,0.0637499999999999,0.03425,0.0767499999999999,0.0339999999999999,0.0805,0.1795,0.0509999999999999,0.03075,0.0747499999999999,0.09075,0.065,0.1014999999999999,0.0454999999999999,0.344,0.0672499999999999,0.1357499999999999,0.0635,0.1287499999999999,0.241,0.35475,0.1149999999999999,0.0645,0.0687499999999999,0.0765,0.0564999999999999,0.066,0.029,0.05725,0.0235,0.03375,0.03225,0.0424999999999999,0.0752499999999999,0.027,0.14325,0.0544999999999999,0.0635,0.03275,0.0359999999999999,0.05575,0.071,0.0742499999999999,0.0227499999999999,0.03775,0.03375,0.0334999999999999,0.03225,0.0197499999999999,0.023
Sniper (1993),0.95575,0.95575,0.95575,0.933,0.59375,0.5055,0.655,0.712,0.484,0.65175,0.4519999999999999,0.5825,0.2405,0.479,0.38075,0.1307499999999999,0.2847499999999999,0.46025,0.46025,0.3355,0.187,0.2495,0.479,0.361,0.65175,0.16575,0.2219999999999999,0.1569999999999999,0.17625,0.2175,0.21475,0.0847499999999999,0.1034999999999999,0.1079999999999999,0.177,0.1325,0.1205,0.32625,0.1604999999999999,0.0959999999999999,0.289,0.1139999999999999,0.138,0.09975,0.16925,0.143,0.1515,0.1372499999999999,0.0737499999999999,0.43025,0.16025,0.143,0.09075,0.079,0.1415,0.09025,0.1084999999999999,0.14825,0.1154999999999999,0.0389999999999999,0.09025,0.0944999999999999,0.09325,0.12275,0.17275,0.09825,0.138,0.1465,0.11425,0.0655,0.1297499999999999,0.4337499999999999,0.0695,0.061,0.0559999999999999,0.12025,0.136,0.065,0.0767499999999999,0.11925,0.11625,0.0685,0.0717499999999999,0.18175,0.1014999999999999,0.073,0.03975,0.1382499999999999,0.0765,0.09725,0.06025,0.0434999999999999,0.0564999999999999,0.0775,0.0837499999999999,0.0579999999999999,0.06,0.061,0.0479999999999999,0.05575,0.0514999999999999,0.0324999999999999,0.03975,0.075,0.09075,0.1074999999999999,0.0374999999999999,0.0787499999999999,0.0822499999999999,0.1382499999999999,0.06075,0.073,0.0695,0.0469999999999999,0.0847499999999999,0.0374999999999999,0.068,0.05725,0.0349999999999999,0.1584999999999999,0.03775,0.03925,0.06075,0.0369999999999999,0.0319999999999999,0.05475,0.09175,0.0429999999999999,0.03275,0.0267499999999999,0.03075,0.0384999999999999,0.0474999999999999,0.0519999999999999,0.072,0.0509999999999999,0.04575,0.025,0.0514999999999999,0.04225,0.0232499999999999,0.0349999999999999,0.026,0.0262499999999999,0.0272499999999999,0.0287499999999999,0.0235,0.02,0.0177499999999999
"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",0.96925,0.8685,0.8685,0.83575,0.67875,0.2045,0.57,0.5895,0.587,0.3555,0.4247499999999999,0.62275,0.67025,0.58275,0.4912499999999999,0.54975,0.2017499999999999,0.58725,0.56875,0.3037499999999999,0.5835,0.34775,0.436,0.24025,0.3555,0.23425,0.1252499999999999,0.2885,0.1362499999999999,0.31375,0.37975,0.246,0.3017499999999999,0.127,0.1915,0.39525,0.1604999999999999,0.205,0.3575,0.11625,0.21325,0.1699999999999999,0.2967499999999999,0.08975,0.10175,0.56875,0.23525,0.25075,0.39725,0.10725,0.16825,0.479,0.0647499999999999,0.09525,0.1079999999999999,0.0994999999999999,0.30025,0.1624999999999999,0.0885,0.5295,0.05025,0.081,0.0705,0.1689999999999999,0.0745,0.1765,0.0979999999999999,0.136,0.153,0.08725,0.23975,0.0695,0.4335,0.1185,0.016,0.1129999999999999,0.06,0.1805,0.1609999999999999,0.08725,0.138,0.2324999999999999,0.1972499999999999,0.05775,0.17775,0.10375,0.215,0.1049999999999999,0.09575,0.0652499999999999,0.198,0.1205,0.04325,0.0695,0.1019999999999999,0.1425,0.27125,0.05175,0.029,0.1594999999999999,0.09825,0.1332499999999999,0.41125,0.03625,0.1917499999999999,0.0384999999999999,0.08875,0.1805,0.14125,0.1029999999999999,0.1139999999999999,0.0645,0.0685,0.0969999999999999,0.0827499999999999,0.0295,0.089,0.0752499999999999,0.09675,0.05875,0.0815,0.03575,0.09175,0.064,0.0162499999999999,0.0349999999999999,0.071,0.11725,0.2025,0.04125,0.04875,0.05675,0.0529999999999999,0.03475,0.05575,0.05675,0.0939999999999999,0.11625,0.0767499999999999,0.05275,0.0247499999999999,0.03125,0.05275,0.0439999999999999,0.09325,0.1144999999999999,0.11175,0.0935,0.1094999999999999
Return of the Street Fighter (Satsujin ken 2) (1974),0.8325,0.7815000000000001,0.7815000000000001,0.7597499999999999,0.76475,0.4832499999999999,0.8772500000000001,0.5815,0.3794999999999999,0.71775,0.39525,0.4775,0.357,0.305,0.67175,0.26725,0.24025,0.40275,0.2229999999999999,0.3265,0.3542499999999999,0.38475,0.2145,0.29,0.60825,0.75675,0.26725,0.2564999999999999,0.35175,0.202,0.2425,0.25775,0.15675,0.0359999999999999,0.1405,0.131,0.5605,0.1387499999999999,0.1295,0.21275,0.4157499999999999,0.4625,0.238,0.3315,0.32525,0.28625,0.15625,0.1927499999999999,0.2957499999999999,0.11875,0.25775,0.2405,0.04475,0.0394999999999999,0.1505,0.1064999999999999,0.14575,0.1947499999999999,0.0687499999999999,0.42025,0.0215,0.0579999999999999,0.11425,0.1034999999999999,0.6065,0.0205,0.05925,0.0745,0.21325,0.0954999999999999,0.40475,0.0765,0.152,0.04975,0.05525,0.12025,0.0964999999999999,0.2002499999999999,0.072,0.0837499999999999,0.11625,0.3299999999999999,0.1545,0.10075,0.0672499999999999,0.1257499999999999,0.44025,0.28225,0.1154999999999999,0.05275,0.10575,0.0444999999999999,0.025,0.05975,0.11575,0.0419999999999999,0.0439999999999999,0.0329999999999999,0.0222499999999999,0.14225,0.0625,0.2025,0.0637499999999999,0.0324999999999999,0.1114999999999999,0.016,0.1674999999999999,0.1084999999999999,0.075,0.0969999999999999,0.1825,0.2055,0.1307499999999999,0.194,0.0817499999999999,0.0439999999999999,0.119,0.1332499999999999,0.12275,0.16075,0.0399999999999999,0.1104999999999999,0.0999999999999999,0.0655,0.021,0.1382499999999999,0.0509999999999999,0.0875,0.0989999999999999,0.0949999999999999,0.04425,0.0324999999999999,0.0479999999999999,0.0324999999999999,0.0655,0.1902499999999999,0.0712499999999999,0.0262499999999999,0.05575,0.05675,0.0062499999999999,0.0157499999999999,0.0329999999999999,0.33125,0.04775,0.0539999999999999,0.04075,0.0969999999999999,0.0155
Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),0.98025,0.98025,0.98025,0.9445,0.74775,0.75925,0.784,0.63175,0.4669999999999999,0.61125,0.4669999999999999,0.5035,0.285,0.27425,0.29725,0.23925,0.34375,0.23575,0.2045,0.243,0.398,0.3429999999999999,0.27425,0.3355,0.0875,0.151,0.3702499999999999,0.4872499999999999,0.21225,0.2017499999999999,0.143,0.33075,0.4287499999999999,0.5335,0.208,0.09325,0.24125,0.2254999999999999,0.18075,0.69,0.3085,0.14675,0.17125,0.0984999999999999,0.69975,0.1149999999999999,0.1664999999999999,0.1257499999999999,0.25825,0.214,0.22125,0.0979999999999999,0.1704999999999999,0.11475,0.152,0.14825,0.15475,0.211,0.27325,0.0842499999999999,0.1139999999999999,0.0792499999999999,0.1405,0.04625,0.146,0.14475,0.08675,0.07,0.1382499999999999,0.122,0.1285,0.0842499999999999,0.20325,0.1609999999999999,0.0827499999999999,0.1594999999999999,0.1684999999999999,0.0954999999999999,0.1297499999999999,0.1435,0.25175,0.0559999999999999,0.0642499999999999,0.11575,0.05625,0.12075,0.0647499999999999,0.0559999999999999,0.0842499999999999,0.0474999999999999,0.085,0.0979999999999999,0.0697499999999999,0.2534999999999999,0.0994999999999999,0.05725,0.078,0.0539999999999999,0.05575,0.0807499999999999,0.0835,0.0715,0.03075,0.092,0.05275,0.059,0.1019999999999999,0.0549999999999999,0.066,0.182,0.04775,0.0725,0.04625,0.0994999999999999,0.03675,0.0439999999999999,0.0474999999999999,0.0559999999999999,0.1865,0.0439999999999999,0.0529999999999999,0.03425,0.0822499999999999,0.04925,0.03775,0.093,0.0354999999999999,0.03825,0.05175,0.0364999999999999,0.0554999999999999,0.04875,0.082,0.0479999999999999,0.0529999999999999,0.0635,0.03725,0.03025,0.0459999999999999,0.0379999999999999,0.03,0.0242499999999999,0.03875,0.03,0.0237499999999999,0.05225,0.04825,0.0205,0.0245
