movieId,good,predictable,weapons,fight scenes,weird,first contact,catastrophe,chase,culture clash,original,dialogue,fun movie,runaway,drama,greed,betrayal,light,survival,mentor,fantasy world,vengeance,melancholic,independent film,alter ego,sacrifice,adaptation,mad scientist,drinking,computer animation,very funny,transformation,awesome soundtrack,childhood,surveillance,creativity,family,life philosophy,unlikely friendships,islam,trilogy,prejudice,good music,not funny,pornography,life & death,wartime,death,absurd,teen movie,underrated,classic car,stereotypes,immortality,alternate history,quirky,dysfunctional family,80s,tokyo,sexy,graphic novel,too long,pulp,period piece,simple,desert,rebellion,british,multiple storylines,nudity (full frontal - brief),island,california,ensemble cast,internet,memory,camp,irish accent,doctors,queer,time,foul language,snakes,too short,writers,brothers,women,no plot,robert downey jr,farce,race,ghosts/afterlife,best of 2005,dreams,nudity (topless - brief),new jersey,film noir,hospital,indians,new york city,hotel,road movie,god,blindness,1930s,small town,father daughter relationship,prison,wilderness,oil,censorship,buddy movie,san francisco,atheism,nudity (rear),hunting,directorial debut,unlikeable characters,bollywood,kick-butt women,divorce,kidnapping,cancer,addiction,workplace,stoner movie,goth,los angeles,hip hop,remake,interracial romance,australia,notable nudity,fashion,made for tv,radio,stand-up comedy,russian,reality tv,single father,shopping,adoption,potential oscar nom,texas,homeless,wine,prostitution,french,documentary,finnish,lawyer
Star Wars: Episode III - Revenge of the Sith (2005),0.96125,0.996,0.96275,0.95975,0.8680000000000001,0.996,0.96125,0.9575,0.8680000000000001,0.90675,0.921,0.8480000000000001,0.49775,0.831,0.8480000000000001,0.831,0.5435,0.82925,0.714,0.89775,0.8327500000000001,0.41925,0.9185,0.387,0.59825,0.2875,0.645,0.4962499999999999,0.54625,0.37075,0.5985,0.551,0.2694999999999999,0.3465,0.30925,0.3814999999999999,0.351,0.27375,0.30425,0.98025,0.38075,0.3575,0.3622499999999999,0.23775,0.3702499999999999,0.9185,0.486,0.189,0.29625,0.21825,0.15425,0.173,0.53875,0.249,0.1644999999999999,0.38975,0.173,0.2219999999999999,0.24925,0.269,0.35175,0.2355,0.1397499999999999,0.2165,0.3655,0.6355,0.15175,0.3075,0.2897499999999999,0.1337499999999999,0.085,0.0959999999999999,0.17825,0.2514999999999999,0.2524999999999999,0.1982499999999999,0.1569999999999999,0.17475,0.26725,0.0642499999999999,0.0807499999999999,0.29,0.31375,0.09425,0.09775,0.308,0.05975,0.0745,0.1089999999999999,0.1262499999999999,0.38625,0.1315,0.04525,0.1169999999999999,0.088,0.10125,0.12475,0.063,0.0842499999999999,0.0697499999999999,0.2284999999999999,0.147,0.064,0.0662499999999999,0.0524999999999999,0.08625,0.04625,0.05225,0.06225,0.0534999999999999,0.05275,0.10975,0.10625,0.0529999999999999,0.0615,0.0964999999999999,0.1337499999999999,0.05025,0.0807499999999999,0.0574999999999999,0.0775,0.0855,0.061,0.0615,0.0424999999999999,0.0474999999999999,0.0625,0.1129999999999999,0.05975,0.0394999999999999,0.09475,0.0324999999999999,0.14625,0.0389999999999999,0.069,0.0989999999999999,0.0717499999999999,0.0822499999999999,0.0409999999999999,0.077,0.0319999999999999,0.031,0.03175,0.0324999999999999,0.05175,0.0344999999999999,0.0235,0.03325,0.03225
Batman Begins (2005),0.97925,0.97325,0.99625,0.99625,0.93975,0.74525,0.9565,0.959,0.93975,0.839,0.9365,0.7847500000000001,0.8245,0.93975,0.93975,0.8207500000000001,0.7665,0.4772499999999999,0.93725,0.63475,0.9955,0.835,0.8245,0.99925,0.71675,0.75125,0.246,0.7665,0.25275,0.4609999999999999,0.59675,0.65525,0.488,0.61225,0.3732499999999999,0.33425,0.4245,0.51375,0.2229999999999999,0.5635,0.32475,0.433,0.365,0.39375,0.2584999999999999,0.1902499999999999,0.2945,0.16925,0.1987499999999999,0.3259999999999999,0.311,0.29425,0.25175,0.30425,0.2234999999999999,0.3369999999999999,0.0994999999999999,0.2694999999999999,0.2654999999999999,0.8632500000000001,0.26125,0.2279999999999999,0.27325,0.127,0.0499999999999999,0.1905,0.25575,0.23275,0.21875,0.08625,0.1669999999999999,0.412,0.1335,0.1149999999999999,0.18475,0.24825,0.16425,0.24825,0.03775,0.1629999999999999,0.1265,0.14275,0.11475,0.3249999999999999,0.09075,0.1014999999999999,0.3635,0.1285,0.10075,0.1282499999999999,0.81575,0.1175,0.14125,0.1895,0.3145,0.1302499999999999,0.0647499999999999,0.11825,0.12125,0.0767499999999999,0.0489999999999999,0.128,0.1175,0.121,0.14375,0.20625,0.0695,0.072,0.153,0.16975,0.0822499999999999,0.066,0.078,0.0374999999999999,0.1185,0.16425,0.14475,0.0692499999999999,0.0642499999999999,0.073,0.142,0.2027499999999999,0.0499999999999999,0.0632499999999999,0.45025,0.0697499999999999,0.0915,0.0737499999999999,0.04075,0.04475,0.06175,0.0677499999999999,0.0762499999999999,0.03925,0.0727499999999999,0.062,0.10325,0.04525,0.024,0.072,0.0954999999999999,0.0757499999999999,0.0667499999999999,0.05325,0.04925,0.0444999999999999,0.0349999999999999,0.0282499999999999,0.0474999999999999
Serenity (2005),0.98325,0.98175,0.9105,0.9105,0.8245,0.98325,0.98125,0.9105,0.8245,0.8712500000000001,0.77675,0.8240000000000001,0.734,0.734,0.734,0.6375,0.76925,0.92775,0.60375,0.4155,0.782,0.52125,0.57825,0.374,0.4609999999999999,0.3315,0.2804999999999999,0.4825,0.2365,0.76925,0.3904999999999999,0.419,0.29925,0.7757499999999999,0.489,0.27025,0.43725,0.613,0.1875,0.3672499999999999,0.2504999999999999,0.419,0.30125,0.2075,0.23175,0.1972499999999999,0.23975,0.33425,0.35975,0.4004999999999999,0.2977499999999999,0.286,0.2017499999999999,0.207,0.5455,0.3339999999999999,0.14425,0.1997499999999999,0.2185,0.0822499999999999,0.2027499999999999,0.25925,0.29825,0.1594999999999999,0.1755,0.34575,0.3732499999999999,0.208,0.1599999999999999,0.1335,0.186,0.5745,0.20825,0.1382499999999999,0.1855,0.28225,0.55175,0.2095,0.15375,0.1975,0.0569999999999999,0.482,0.23875,0.142,0.132,0.172,0.0825,0.179,0.1295,0.03975,0.32625,0.10425,0.24175,0.1604999999999999,0.12,0.15125,0.0762499999999999,0.04625,0.11825,0.1564999999999999,0.0484999999999999,0.10825,0.078,0.1495,0.08775,0.09125,0.125,0.12325,0.12125,0.1039999999999999,0.0807499999999999,0.09625,0.1149999999999999,0.08875,0.398,0.1069999999999999,0.1317499999999999,1.0,0.065,0.0895,0.08725,0.11875,0.0817499999999999,0.0675,0.08925,0.0672499999999999,0.05525,0.0157499999999999,0.05825,0.1684999999999999,0.04375,0.0842499999999999,0.31925,0.125,0.0705,0.09675,0.2564999999999999,0.03875,0.0424999999999999,0.0727499999999999,0.075,0.061,0.03425,0.0454999999999999,0.04775,0.0499999999999999,0.0354999999999999,0.04475,0.0172499999999999
King Kong (2005),1.0,0.973,1.0,1.0,0.859,0.96875,0.973,0.8887499999999999,0.843,0.8587499999999999,0.84175,0.5815,0.5055,0.678,0.5485,0.678,0.62375,0.6685,0.56575,0.65975,0.50775,0.58725,0.5055,0.60525,0.6745,0.54625,0.8325,0.5055,0.69275,0.37875,0.488,0.202,0.4685,0.1669999999999999,0.4257499999999999,0.4347499999999999,0.4185,0.214,0.23675,0.54875,0.28925,0.1144999999999999,0.3275,0.3375,0.41,0.1322499999999999,0.349,0.21075,0.15375,0.21825,0.22225,0.4127499999999999,0.245,0.209,0.1942499999999999,0.16125,0.0885,0.371,0.239,0.6015,0.9355,0.207,0.24825,0.21625,0.32825,0.0825,0.1009999999999999,0.3355,0.299,0.94975,0.20775,0.1255,0.1295,0.1295,0.1297499999999999,0.1225,0.137,0.1659999999999999,0.11975,0.2564999999999999,0.2967499999999999,0.187,0.1815,0.086,0.15125,0.1327499999999999,0.1109999999999999,0.10375,0.1262499999999999,0.09825,0.74475,0.123,0.08675,0.15725,0.086,0.1405,0.1377499999999999,0.762,0.0772499999999999,0.0682499999999999,0.2827499999999999,0.1355,0.748,0.0722499999999999,0.08725,0.077,0.155,0.1079999999999999,0.0767499999999999,0.0499999999999999,0.09425,0.1505,0.10825,0.061,0.0752499999999999,0.3335,0.17525,0.10925,0.09875,0.0524999999999999,0.0584999999999999,0.0514999999999999,0.0787499999999999,0.0682499999999999,0.0275,0.08975,0.05925,0.92725,0.15025,0.03875,0.1039999999999999,0.09,0.0584999999999999,0.028,0.0905,0.06025,0.04675,0.087,0.04375,0.0559999999999999,0.1139999999999999,0.059,0.05525,0.03875,0.0384999999999999,0.0454999999999999,0.0339999999999999,0.0225,0.0404999999999999
V for Vendetta (2006),0.96375,0.96125,0.936,0.96125,0.94875,0.94725,0.82175,0.936,0.96375,0.8972500000000001,0.85425,0.715,0.99375,0.94675,0.94675,0.873,0.7922499999999999,0.94725,0.7245,0.39875,0.9405,0.85375,0.96,0.98025,0.6455,0.7675000000000001,0.3205,0.7922499999999999,0.26975,0.311,0.511,0.40275,0.173,0.7657499999999999,0.477,0.2075,0.5655,0.297,0.974,0.39075,0.59775,0.40275,0.4024999999999999,0.643,0.32075,0.7785,0.22275,0.4327499999999999,0.262,0.33775,0.382,0.4187499999999999,0.12475,0.59175,0.29725,0.2309999999999999,0.0647499999999999,0.249,0.2965,0.97825,0.191,0.3165,0.823,0.1975,0.1099999999999999,0.8775,0.823,0.534,0.27525,0.24025,0.136,0.2534999999999999,0.45375,0.2145,0.1584999999999999,0.244,0.1897499999999999,0.50825,0.1325,0.259,0.10425,0.1395,0.2925,0.50725,0.1644999999999999,0.1589999999999999,0.16175,0.11725,0.2005,0.0479999999999999,0.533,0.1307499999999999,0.12375,0.0984999999999999,0.1455,0.1225,0.1435,0.0757499999999999,0.1074999999999999,0.11175,0.2319999999999999,0.1624999999999999,0.145,0.11175,0.10825,0.3455,0.09125,0.15575,0.63475,0.03225,0.0782499999999999,0.248,0.0697499999999999,0.05475,0.3612499999999999,0.1315,0.2604999999999999,0.11325,0.0842499999999999,0.0852499999999999,0.08875,0.0939999999999999,0.148,0.0772499999999999,0.133,0.0419999999999999,0.03275,0.04075,0.1205,0.0615,0.0682499999999999,0.068,0.0702499999999999,0.0935,0.063,0.0584999999999999,0.10425,0.0374999999999999,0.0449999999999999,0.0615,0.17075,0.04425,0.0755,0.0559999999999999,0.0752499999999999,0.0635,0.05175,0.04225,0.028
Casino Royale (2006),0.8985000000000001,0.96675,0.9705,0.9705,0.6915,0.6165,0.8985000000000001,0.9705,0.73525,0.80125,0.849,0.86775,0.73525,0.73525,0.56725,0.699,0.60925,0.53075,0.60825,0.36575,0.62825,0.6915,0.73525,0.907,0.40425,0.8405,0.2694999999999999,0.57625,0.215,0.35775,0.415,0.34475,0.384,0.9465,0.24025,0.3369999999999999,0.3035,0.495,0.349,0.23475,0.2234999999999999,0.34475,0.3339999999999999,0.2289999999999999,0.24025,0.1345,0.22325,0.3385,0.4275,0.286,0.39425,0.3662499999999999,0.09625,0.2025,0.2264999999999999,0.2664999999999999,0.1195,0.22625,0.62475,0.1109999999999999,0.5935,0.25,0.62625,0.1669999999999999,0.11875,0.17525,0.65325,0.17075,0.1654999999999999,0.1975,0.26625,0.191,0.153,0.14625,0.1465,0.23875,0.351,0.151,0.0745,0.1535,0.25175,0.1129999999999999,0.2005,0.061,0.45425,0.15075,0.10525,0.153,0.1347499999999999,0.0732499999999999,0.194,0.137,0.243,0.18325,0.1584999999999999,0.2249999999999999,0.0662499999999999,0.09775,0.296,0.15525,0.0549999999999999,0.10725,0.12,0.142,0.1644999999999999,0.1347499999999999,0.0652499999999999,0.481,0.0732499999999999,0.173,0.1039999999999999,0.0959999999999999,0.0742499999999999,0.1282499999999999,0.1064999999999999,0.0797499999999999,0.1267499999999999,0.1074999999999999,0.11625,0.152,0.1029999999999999,0.0845,0.1164999999999999,0.0625,0.0747499999999999,0.0762499999999999,0.05425,0.0364999999999999,0.16025,0.0802499999999999,0.11225,0.1104999999999999,0.12375,0.11625,0.0785,0.173,0.1195,0.06175,0.10025,0.0574999999999999,0.17675,0.1312499999999999,0.0424999999999999,0.0989999999999999,0.0675,0.03525,0.03,0.021,0.0529999999999999
300 (2007),0.95975,0.98175,0.96725,0.98175,0.977,0.8354999999999999,0.91125,0.96725,0.95725,0.8327500000000001,0.8832500000000001,0.91825,0.9685,0.83325,0.55275,0.97525,0.8069999999999999,0.62125,0.79375,0.95975,0.924,0.933,0.97525,0.7582500000000001,0.851,0.6605,0.543,0.65375,0.60825,0.505,0.56475,0.57225,0.1912499999999999,0.4277499999999999,0.3545,0.2299999999999999,0.3335,0.21625,0.9685,0.1745,0.79375,0.29825,0.31675,0.68475,0.31625,0.90675,0.348,0.4885,0.20625,0.25275,0.2035,0.4257499999999999,0.62375,0.43025,0.1995,0.14925,0.05375,0.2395,0.3924999999999999,0.992,0.2294999999999999,0.27875,0.97525,0.27,0.1755,0.277,0.24425,0.31425,0.37725,0.16725,0.1114999999999999,0.1455,0.25475,0.1365,0.2015,0.20725,0.1074999999999999,0.2005,0.0559999999999999,0.27425,0.20975,0.16575,0.1175,0.25625,0.1972499999999999,0.202,0.15825,0.209,0.16525,0.14125,0.43825,0.076,0.1415,0.1367499999999999,0.10675,0.09725,0.1915,0.079,0.063,0.0835,0.34325,0.19,0.10925,0.0632499999999999,0.0852499999999999,0.1079999999999999,0.141,0.1064999999999999,0.27675,0.11275,0.0792499999999999,0.193,0.1405,0.04725,0.11275,0.178,0.22425,0.09,0.132,0.0954999999999999,0.0682499999999999,0.068,0.05225,0.0842499999999999,0.2504999999999999,0.0875,0.0772499999999999,0.4165,0.068,0.0857499999999999,0.1709999999999999,0.07,0.06175,0.04025,0.0959999999999999,0.1084999999999999,0.03375,0.0429999999999999,0.0235,0.05025,0.11575,0.0652499999999999,0.024,0.04275,0.04075,0.04175,0.0504999999999999,0.04325,0.0225
Origin: Spirits of the Past (Gin-iro no kami no Agito) (2006),0.96675,0.96675,0.762,0.762,0.9415,0.96675,0.969,0.762,0.73475,0.87225,0.693,0.63,0.7265,0.7055,0.7055,0.567,0.7709999999999999,0.78325,0.41125,0.74725,0.52925,0.63025,0.78775,0.483,0.774,0.29125,0.37075,0.4555,0.98325,0.27625,0.503,0.429,0.59025,0.256,0.376,0.2955,0.287,0.3495,0.73075,0.029,0.3219999999999999,0.429,0.4097499999999999,0.49675,0.3904999999999999,0.78775,0.16125,0.3652499999999999,0.35275,0.5055,0.262,0.6375,0.345,0.3794999999999999,0.238,0.1372499999999999,0.0772499999999999,0.58775,0.15475,0.2674999999999999,0.1525,0.298,0.593,0.1535,0.04825,0.26375,0.20625,0.20875,0.27825,0.2025,0.236,0.08725,0.18725,0.3067499999999999,0.1185,0.16775,0.286,0.2155,0.0305,0.071,0.09075,0.192,0.2724999999999999,0.1659999999999999,0.653,0.47975,0.125,0.1877499999999999,0.28,0.146,0.1395,0.23925,0.2927499999999999,0.2905,0.11175,0.22525,0.1064999999999999,0.145,0.151,0.0707499999999999,0.1352499999999999,0.131,0.09975,0.1099999999999999,0.1845,0.0954999999999999,0.061,0.1347499999999999,0.17175,0.0237499999999999,0.137,0.24275,0.20475,0.0409999999999999,0.1034999999999999,0.0439999999999999,0.0642499999999999,0.2199999999999999,0.0314999999999999,0.031,0.0484999999999999,0.09675,0.15575,0.04625,0.0822499999999999,0.0524999999999999,0.1292499999999999,0.2329999999999999,0.2877499999999999,0.0489999999999999,0.0374999999999999,0.3442499999999999,0.174,0.0797499999999999,0.178,0.05925,0.019,0.0857499999999999,0.06025,0.29525,0.0792499999999999,0.0499999999999999,0.11375,0.0384999999999999,0.1004999999999999,0.0389999999999999,0.0484999999999999,0.0102499999999999,0.0292499999999999
I Am Legend (2007),0.97275,0.97275,0.91075,0.91075,0.90075,0.94825,0.94825,0.91075,0.802,0.8062499999999999,0.4952499999999999,0.50375,0.78525,0.802,0.51925,0.802,0.33625,0.981,0.5695,0.2544999999999999,0.39325,0.90075,0.36175,0.289,0.6235,0.9615,0.47975,0.38975,0.498,0.3555,0.4449999999999999,0.0825,0.2514999999999999,0.57,0.32475,0.2945,0.574,0.29125,0.36175,0.0994999999999999,0.3225,0.20575,0.40175,0.2847499999999999,0.62875,0.14675,0.3379999999999999,0.245,0.2264999999999999,0.3285,0.2927499999999999,0.27925,0.2817499999999999,0.1795,0.1325,0.128,0.04075,0.073,0.11225,0.209,0.12125,0.1594999999999999,0.1139999999999999,0.17775,0.2654999999999999,0.0737499999999999,0.21375,0.10725,0.2065,0.3349999999999999,0.10275,0.0384999999999999,0.1375,0.17875,0.1129999999999999,0.17525,0.355,0.12225,0.1139999999999999,0.1922499999999999,0.1917499999999999,0.2,0.214,0.10175,0.15725,0.0984999999999999,0.09825,0.0672499999999999,0.18425,0.203,0.138,0.1054999999999999,0.09575,0.38125,0.081,0.32375,0.0732499999999999,0.8227500000000001,0.1659999999999999,0.15775,0.4599999999999999,0.27275,0.0554999999999999,0.09225,0.0757499999999999,0.09675,0.2005,0.0847499999999999,0.0514999999999999,0.1355,0.1347499999999999,0.27525,0.08675,0.361,0.0847499999999999,0.11975,0.1245,0.03575,0.0765,0.0539999999999999,0.67,0.09975,0.079,0.0735,0.0745,0.14225,0.0747499999999999,0.521,0.0757499999999999,0.0394999999999999,0.09225,0.0842499999999999,0.0742499999999999,0.1907499999999999,0.0822499999999999,0.0529999999999999,0.074,0.1367499999999999,0.17675,0.0787499999999999,0.0677499999999999,0.0267499999999999,0.3295,0.027,0.05375,0.03275,0.0247499999999999,0.0359999999999999,0.0424999999999999
"Dark Knight, The (2008)",0.98225,0.94175,0.993,0.993,0.97575,0.79,0.94175,0.949,0.97575,0.8745,0.9355,0.90125,0.877,0.98225,0.97575,0.8734999999999999,0.8342499999999999,0.649,0.8327500000000001,0.652,0.99125,0.877,0.8342499999999999,0.997,0.8240000000000001,0.7942499999999999,0.34675,0.8342499999999999,0.1977499999999999,0.44975,0.56575,0.7415,0.2724999999999999,0.67275,0.388,0.26925,0.5705,0.6325,0.3135,0.606,0.32775,0.56675,0.379,0.43925,0.40025,0.257,0.3552499999999999,0.25425,0.1375,0.32675,0.4509999999999999,0.26,0.275,0.34175,0.5315,0.3375,0.11775,0.245,0.32475,0.81775,0.73075,0.235,0.26225,0.135,0.0787499999999999,0.24525,0.22125,0.3289999999999999,0.264,0.09025,0.1735,0.58075,0.1897499999999999,0.0959999999999999,0.1134999999999999,0.2867499999999999,0.15525,0.3425,0.0979999999999999,0.38425,0.17675,0.1335,0.1887499999999999,0.24625,0.0954999999999999,0.1297499999999999,0.403,0.14925,0.11675,0.0697499999999999,0.70575,0.15,0.15,0.122,0.3894999999999999,0.24575,0.0702499999999999,0.10925,0.153,0.08625,0.145,0.128,0.10375,0.11325,0.1275,0.1564999999999999,0.1049999999999999,0.10025,0.18425,0.1815,0.0805,0.09925,0.069,0.0635,0.1185,0.16975,0.24475,0.0459999999999999,0.0707499999999999,0.076,0.201,0.22275,0.0519999999999999,0.0735,0.26775,0.0885,0.10175,0.03425,0.0579999999999999,0.05375,0.0479999999999999,0.03675,0.0802499999999999,0.0414999999999999,0.0752499999999999,0.074,0.151,0.04675,0.0227499999999999,0.0374999999999999,0.1014999999999999,0.0825,0.0549999999999999,0.03975,0.05875,0.04175,0.0324999999999999,0.0287499999999999,0.06025
Iron Man (2008),0.99925,0.97725,0.99975,0.99975,0.953,0.97725,0.97725,0.981,0.80325,0.80975,0.91075,0.92425,0.665,0.665,0.64325,0.65875,0.9595,0.71025,0.89975,0.734,0.9305,0.4225,0.68325,0.99975,0.676,0.64225,0.69525,0.654,0.46425,0.9595,0.57425,0.6665,0.31875,0.50275,0.49175,0.38825,0.60975,0.4539999999999999,0.3495,0.36575,0.3149999999999999,0.39475,0.32425,0.181,0.241,0.68325,0.19,0.31325,0.369,0.2684999999999999,0.356,0.3625,0.2694999999999999,0.287,0.2967499999999999,0.1947499999999999,0.1475,0.274,0.273,0.76725,0.21425,0.3725,0.20875,0.24475,0.207,0.15675,0.199,0.2877499999999999,0.18725,0.22025,0.4375,0.5045,0.3345,0.1579999999999999,0.21575,0.198,0.1937499999999999,0.1624999999999999,0.09175,0.16675,0.1357499999999999,0.3455,0.18,0.17025,0.12125,0.185,0.9985,0.18375,0.15675,0.17125,0.57875,0.09325,0.0539999999999999,0.1709999999999999,0.0795,0.11275,0.0745,0.1644999999999999,0.14075,0.0949999999999999,0.0697499999999999,0.11525,0.09475,0.14,0.1947499999999999,0.129,0.0632499999999999,0.15325,0.1004999999999999,0.18475,0.15075,0.05625,0.0672499999999999,0.0344999999999999,0.0959999999999999,0.272,0.17475,0.0509999999999999,0.1124999999999999,0.12075,0.1235,0.1144999999999999,0.1069999999999999,0.05625,0.0569999999999999,0.066,0.0637499999999999,0.0524999999999999,0.05275,0.065,0.07,0.1599999999999999,0.0549999999999999,0.0755,0.09425,0.0885,0.03825,0.0652499999999999,0.1054999999999999,0.0494999999999999,0.0685,0.04875,0.0574999999999999,0.122,0.0369999999999999,0.05375,0.027,0.03575,0.03175
Watchmen (2009),0.99725,0.99475,0.99775,0.99775,0.984,0.7847500000000001,0.7445,0.7722500000000001,0.93825,0.9515,0.879,0.734,0.93825,0.93825,0.93825,0.958,0.67025,0.8007500000000001,0.533,0.58575,0.985,0.885,0.6065,0.99775,0.69925,0.916,0.33875,0.55825,0.2214999999999999,0.4972499999999999,0.4275,0.6065,0.2584999999999999,0.61275,0.497,0.143,0.57075,0.1785,0.3804999999999999,0.21225,0.347,0.6065,0.30325,0.8727499999999999,0.35575,0.09825,0.2845,0.52775,0.2002499999999999,0.349,0.37825,0.2075,0.29325,0.8262499999999999,0.604,0.247,0.29525,0.23975,0.3349999999999999,0.99775,0.8115000000000001,0.4902499999999999,0.2445,0.1225,0.0994999999999999,0.1785,0.24175,0.419,0.38225,0.10225,0.12125,0.4375,0.21175,0.14625,0.1049999999999999,0.12325,0.1825,0.2329999999999999,0.0657499999999999,0.207,0.059,0.11675,0.3349999999999999,0.1377499999999999,0.1775,0.1902499999999999,0.4335,0.15825,0.0792499999999999,0.03125,0.54525,0.1215,0.16325,0.08975,0.33075,0.10675,0.08975,0.14325,0.10675,0.10825,0.1659999999999999,0.1327499999999999,0.1664999999999999,0.10025,0.083,0.211,0.11675,0.138,0.3419999999999999,0.04375,0.0569999999999999,0.15075,0.1054999999999999,0.05325,0.144,0.52725,0.1059999999999999,0.0637499999999999,0.0837499999999999,0.0449999999999999,0.1357499999999999,0.133,0.10475,0.1335,0.2714999999999999,0.0625,0.0722499999999999,0.04325,0.03075,0.0667499999999999,0.077,0.04875,0.0782499999999999,0.0374999999999999,0.1059999999999999,0.0574999999999999,0.05625,0.0232499999999999,0.0605,0.0469999999999999,0.1795,0.0539999999999999,0.04425,0.0652499999999999,0.0712499999999999,0.0757499999999999,0.03375,0.03075,0.0354999999999999
Altered (2006),0.94475,0.97125,0.8382499999999999,0.8205,0.8779999999999999,0.97125,0.97125,0.4439999999999999,0.64175,0.8614999999999999,0.741,0.628,0.7865,0.6075,0.591,0.64175,0.559,0.6225,0.50175,0.63575,0.7345,0.6425,0.56425,0.26775,0.552,0.36475,0.7555000000000001,0.61325,0.4327499999999999,0.3445,0.4589999999999999,0.11075,0.32225,0.2105,0.50475,0.71025,0.54675,0.38725,0.2405,0.0564999999999999,0.26525,0.10425,0.35575,0.39075,0.39425,0.1099999999999999,0.4925,0.39625,0.415,0.2339999999999999,0.2945,0.357,0.2734999999999999,0.3585,0.5665,0.27525,0.21825,0.2654999999999999,0.15975,0.275,0.15475,0.25125,0.186,0.3269999999999999,0.29,0.0334999999999999,0.1395,0.414,0.131,0.21875,0.23125,0.1714999999999999,0.23825,0.2279999999999999,0.3047499999999999,0.1069999999999999,0.3349999999999999,0.2504999999999999,0.1669999999999999,0.0707499999999999,0.1704999999999999,0.137,0.31525,0.08925,0.2475,0.4157499999999999,0.074,0.44175,0.10025,0.1355,0.087,0.2002499999999999,0.11725,0.1714999999999999,0.128,0.33625,0.2604999999999999,0.0685,0.11875,0.1634999999999999,0.3135,0.05375,0.12475,0.3027499999999999,0.0954999999999999,0.081,0.23125,0.0807499999999999,0.1024999999999999,0.0802499999999999,0.08975,0.16025,0.24825,0.8545,0.1235,0.16125,0.093,0.0832499999999999,0.25575,0.311,0.10375,0.1064999999999999,0.1912499999999999,0.16625,0.1397499999999999,0.04875,0.0635,0.03225,0.0765,0.2584999999999999,0.2224999999999999,0.0765,0.0625,0.3229999999999999,0.1099999999999999,0.16275,0.06075,0.03975,0.0444999999999999,0.0855,0.15775,0.0842499999999999,0.1312499999999999,0.0697499999999999,0.04725,0.0655,0.05075,0.2229999999999999,0.0314999999999999
Star Trek (2009),0.97625,0.99,0.977,0.96175,0.953,0.99,0.97425,0.97,0.8812500000000001,0.916,0.8560000000000001,0.97,0.735,0.8792500000000001,0.8792500000000001,0.721,0.8480000000000001,0.9675,0.7549999999999999,0.72725,0.649,0.617,0.57175,0.662,0.575,0.38025,0.69925,0.48775,0.367,0.8480000000000001,0.4962499999999999,0.67175,0.574,0.51375,0.4862499999999999,0.41,0.421,0.53925,0.3642499999999999,0.526,0.3625,0.57175,0.3745,0.189,0.288,0.292,0.20325,0.259,0.4117499999999999,0.286,0.3235,0.24925,0.3355,0.629,0.22425,0.2857499999999999,0.17625,0.3369999999999999,0.2465,0.1387499999999999,0.63775,0.2534999999999999,0.2259999999999999,0.20425,0.23275,0.4782499999999999,0.2284999999999999,0.411,0.16625,0.1952499999999999,0.25225,0.584,0.251,0.3209999999999999,0.12475,0.1925,0.295,0.16675,0.3349999999999999,0.25425,0.09675,0.358,0.291,0.09025,0.1262499999999999,0.288,0.31,0.10725,0.20675,0.1069999999999999,0.23575,0.15475,0.0785,0.088,0.1039999999999999,0.1225,0.12075,0.063,0.146,0.0832499999999999,0.0792499999999999,0.1014999999999999,0.09,0.0935,0.10925,0.08925,0.0569999999999999,0.2095,0.076,0.05775,0.16325,0.0905,0.11425,0.0449999999999999,0.11925,0.24875,0.16925,0.0855,0.11825,0.0635,0.083,0.1034999999999999,0.062,0.0692499999999999,0.0187499999999999,0.0544999999999999,0.04825,0.39075,0.08725,0.0569999999999999,0.0534999999999999,0.04725,0.1895,0.0655,0.05475,0.1185,0.0999999999999999,0.087,0.05025,0.05175,0.04475,0.05825,0.0245,0.05775,0.0404999999999999,0.0449999999999999,0.0255,0.0242499999999999,0.0292499999999999
