movieId,first contact,predictable,fight scenes,catastrophe,original,chase,weapons,survival,good,dialogue,weird,mad scientist,mentor,fantasy world,very funny,vengeance,greed,fun movie,surveillance,adaptation,transformation,runaway,light,family,not funny,life philosophy,betrayal,drama,culture clash,melancholic,pulp,camp,sacrifice,teen movie,computer animation,creativity,death,pornography,alter ego,life & death,internet,island,absurd,immortality,quirky,writers,stereotypes,nudity (full frontal - brief),sexy,god,remake,dysfunctional family,underrated,islam,childhood,desert,classic car,memory,doctors,independent film,women,unlikely friendships,multiple storylines,alternate history,california,farce,80s,hospital,snakes,new jersey,no plot,drinking,prejudice,nudity (rear),queer,simple,irish accent,too long,unlikeable characters,trilogy,road movie,race,too short,blindness,notable nudity,small town,atheism,awesome soundtrack,period piece,los angeles,new york city,tokyo,film noir,prison,dreams,indians,british,made for tv,time,wartime,kick-butt women,wilderness,stand-up comedy,hotel,hunting,nudity (topless - brief),san francisco,good music,russian,graphic novel,hip hop,reality tv,radio,shopping,kidnapping,bollywood,ghosts/afterlife,brothers,interracial romance,single father,stoner movie,workplace,ensemble cast,fashion,adoption,divorce,goth,oil,addiction,foul language,rebellion,censorship,finnish,directorial debut,australia,cancer,1930s,buddy movie,homeless,father daughter relationship,robert downey jr,texas,best of 2005,prostitution,wine,potential oscar nom,lawyer,french,documentary
This Island Earth (1955),0.9565,0.62375,0.8200000000000001,0.557,0.69025,0.33175,0.63975,0.766,0.293,0.4802499999999999,0.69025,0.7625,0.3964999999999999,0.3472499999999999,0.36575,0.3067499999999999,0.69025,0.33975,0.1619999999999999,0.24775,0.48375,0.38575,0.349,0.09025,0.33025,0.14425,0.21475,0.349,0.4802499999999999,0.4802499999999999,0.678,0.4187499999999999,0.11525,0.1584999999999999,0.16525,0.2,0.22025,0.2199999999999999,0.0944999999999999,0.263,0.0625,0.34975,0.1277499999999999,0.187,0.1977499999999999,0.1885,0.0677499999999999,0.0885,0.17275,0.0875,0.0287499999999999,0.27525,0.0895,0.09125,0.1175,0.3555,0.1775,0.1325,0.1475,0.172,0.10375,0.1089999999999999,0.1345,0.0697499999999999,0.29325,0.15375,0.0974999999999999,0.127,0.11925,0.1134999999999999,0.172,0.15025,0.0807499999999999,0.0752499999999999,0.12125,0.16875,0.1185,0.1495,0.02975,0.0339999999999999,0.12325,0.0994999999999999,0.074,0.072,0.0697499999999999,0.205,0.0672499999999999,0.072,0.0632499999999999,0.04175,0.0252499999999999,0.15075,0.14325,0.076,0.0885,0.09025,0.0687499999999999,0.0494999999999999,0.0579999999999999,0.0574999999999999,0.0757499999999999,0.0885,0.0792499999999999,0.1104999999999999,0.17975,0.0695,0.05325,0.0954999999999999,0.09325,0.0097499999999999,0.04325,0.0252499999999999,0.1629999999999999,0.04175,0.0989999999999999,0.0534999999999999,0.0172499999999999,0.0815,0.0564999999999999,0.0235,0.14975,0.05425,0.0339999999999999,0.0439999999999999,0.0697499999999999,0.021,0.0265,0.17675,0.0732499999999999,0.019,0.02,0.03775,0.0157499999999999,0.0434999999999999,0.0225,0.03875,0.0632499999999999,0.0737499999999999,0.0167499999999999,0.0217499999999999,0.0265,0.0595,0.0215,0.0364999999999999,0.0275,0.0235,0.0285,0.0334999999999999,0.0102499999999999
Around the World in 80 Days (2004),0.598,0.8327500000000001,0.873,0.8327500000000001,0.69325,0.7869999999999999,0.7869999999999999,0.23025,0.49675,0.3275,0.2574999999999999,0.41525,0.565,0.6005,0.7742500000000001,0.297,0.2774999999999999,0.8440000000000001,0.3934999999999999,0.885,0.54,0.2935,0.375,0.5145,0.38275,0.422,0.2664999999999999,0.15175,0.2804999999999999,0.241,0.21325,0.18225,0.12325,0.3565,0.55525,0.46025,0.1332499999999999,0.15625,0.25425,0.1952499999999999,0.2804999999999999,0.188,0.188,0.204,0.22825,0.21325,0.33675,0.1382499999999999,0.1352499999999999,0.0697499999999999,0.89425,0.143,0.1684999999999999,0.124,0.2279999999999999,0.12275,0.1395,0.1009999999999999,0.1327499999999999,0.092,0.15325,0.20525,0.1124999999999999,0.15075,0.2845,0.21475,0.17425,0.1089999999999999,0.0782499999999999,0.0767499999999999,0.0757499999999999,0.12225,0.12075,0.2,0.127,0.1332499999999999,0.1044999999999999,0.152,0.05575,0.0712499999999999,0.069,0.178,0.08925,0.2249999999999999,0.09,0.0695,0.0949999999999999,0.09125,0.262,0.04375,0.3592499999999999,0.05625,0.0875,0.0845,0.0944999999999999,0.1315,0.32025,0.08825,0.0775,0.04475,0.10625,0.0564999999999999,0.0949999999999999,0.11525,0.0195,0.0574999999999999,0.48775,0.0534999999999999,0.0745,0.0404999999999999,0.0782499999999999,0.0459999999999999,0.0449999999999999,0.1694999999999999,0.12125,0.1175,0.139,0.2284999999999999,0.077,0.0554999999999999,0.0652499999999999,0.09775,0.0782499999999999,0.22875,0.14625,0.0847499999999999,0.05375,0.0775,0.05575,0.0374999999999999,0.0314999999999999,0.06175,0.04575,0.0449999999999999,0.0787499999999999,0.0374999999999999,0.0822499999999999,0.3409999999999999,0.031,0.0359999999999999,0.0429999999999999,0.0449999999999999,0.0247499999999999,0.03825,0.1485,0.0389999999999999,0.0479999999999999,0.1684999999999999,0.0217499999999999
Kaena: The Prophecy (Kaena: La prophétie) (2003),0.8465,0.3924999999999999,0.4054999999999999,0.524,0.8672500000000001,0.22425,0.22425,0.26,0.4459999999999999,0.5555,0.853,0.6065,0.3874999999999999,0.94875,0.57075,0.32275,0.853,0.1387499999999999,0.4409999999999999,0.3185,0.46775,0.33775,0.594,0.52025,0.3502499999999999,0.2604999999999999,0.245,0.2724999999999999,0.3159999999999999,0.43875,0.25275,0.081,0.08825,0.193,0.9285,0.56325,0.17625,0.32625,0.1897499999999999,0.57875,0.387,0.04725,0.1589999999999999,0.3155,0.2345,0.4325,0.20575,0.3355,0.40475,0.262,0.0579999999999999,0.1584999999999999,0.16525,0.59475,0.1292499999999999,0.04875,0.1684999999999999,0.152,0.087,0.32625,0.078,0.1375,0.1745,0.206,0.072,0.072,0.1024999999999999,0.0795,0.0237499999999999,0.1365,0.05975,0.409,0.1392499999999999,0.08775,0.15425,0.1114999999999999,0.17625,0.09675,0.12375,0.11175,0.073,0.083,0.0539999999999999,0.1059999999999999,0.15825,0.11725,0.262,0.1347499999999999,0.0775,0.029,0.03475,0.17925,0.1079999999999999,0.11475,0.1312499999999999,0.0657499999999999,0.11325,0.0727499999999999,0.1154999999999999,0.11425,0.04875,0.05025,0.082,0.04825,0.0419999999999999,0.03775,0.0439999999999999,0.0865,0.0504999999999999,0.51325,0.0504999999999999,0.03625,0.0842499999999999,0.03125,0.08825,0.0652499999999999,0.04225,0.0429999999999999,0.059,0.0529999999999999,0.0782499999999999,0.1947499999999999,0.0735,0.0974999999999999,0.0625,0.04225,0.0792499999999999,0.0925,0.0595,0.0305,0.1405,0.06075,0.04475,0.10975,0.0112499999999999,0.03325,0.0652499999999999,0.0305,0.02975,0.0369999999999999,0.0202499999999999,0.0384999999999999,0.0627499999999999,0.0262499999999999,0.1564999999999999,0.0334999999999999,0.011,0.0782499999999999,0.0197499999999999
"Philadelphia Experiment, The (1984)",0.982,0.67225,0.91775,0.917,0.73475,0.8049999999999999,0.80125,0.88025,0.69425,0.4034999999999999,0.3565,0.4367499999999999,0.47775,0.566,0.47675,0.4645,0.4645,0.64775,0.59625,0.24325,0.47575,0.4692499999999999,0.36275,0.32225,0.40475,0.3155,0.244,0.45725,0.45725,0.3155,0.23925,0.15625,0.27425,0.3395,0.17975,0.22775,0.16225,0.198,0.17475,0.19,0.28925,0.2995,0.141,0.2095,0.20775,0.284,0.16525,0.2395,0.1337499999999999,0.14,0.1382499999999999,0.14675,0.4505,0.203,0.2209999999999999,0.32475,0.1865,0.374,0.199,0.12025,0.15225,0.153,0.15225,0.2594999999999999,0.4197499999999999,0.15525,0.6715,0.20325,0.1654999999999999,0.10325,0.146,0.1039999999999999,0.12325,0.24925,0.12075,0.12,0.2274999999999999,0.04825,0.0479999999999999,0.0647499999999999,0.1805,0.1385,0.0474999999999999,0.0822499999999999,0.2045,0.1074999999999999,0.0757499999999999,0.0717499999999999,0.203,0.0725,0.0675,0.0847499999999999,0.088,0.091,0.18575,0.236,0.0695,0.10675,0.5865,0.15425,0.12075,0.0742499999999999,0.082,0.14375,0.066,0.1865,0.10925,0.24175,0.077,0.0399999999999999,0.05925,0.04625,0.18725,0.0632499999999999,0.2534999999999999,0.0805,0.1654999999999999,0.06075,0.0974999999999999,0.03475,0.0949999999999999,0.0605,0.0559999999999999,0.04875,0.04025,0.0745,0.03275,0.0732499999999999,0.04325,0.086,0.03275,0.068,0.0662499999999999,0.05825,0.09425,0.0424999999999999,0.0815,0.1295,0.02975,0.0797499999999999,0.0717499999999999,0.0469999999999999,0.0262499999999999,0.0287499999999999,0.0305,0.03625,0.0514999999999999,0.0257499999999999,0.0424999999999999
AVP: Alien vs. Predator (2004),0.96,0.97975,0.95925,0.9255,0.746,0.95925,0.95925,0.71575,0.9255,0.6505,0.4054999999999999,0.7315,0.48875,0.7642500000000001,0.5615,0.4645,0.4054999999999999,0.42025,0.70175,0.383,0.52825,0.289,0.61825,0.2329999999999999,0.398,0.35275,0.3,0.3077499999999999,0.25525,0.21175,0.31525,0.24325,0.40425,0.25425,0.26125,0.405,0.23725,0.20525,0.47275,0.2475,0.23275,0.34575,0.14675,0.2985,0.2002499999999999,0.2244999999999999,0.2007499999999999,0.1952499999999999,0.16225,0.3502499999999999,0.18325,0.25325,0.2045,0.1375,0.1282499999999999,0.201,0.1902499999999999,0.09625,0.25125,0.1059999999999999,0.1277499999999999,0.1745,0.18575,0.29625,0.16825,0.10575,0.10075,0.15975,0.2,0.1735,0.17775,0.1505,0.10475,0.1297499999999999,0.136,0.155,0.1305,0.1915,0.2085,0.0939999999999999,0.0725,0.204,0.2837499999999999,0.1225,0.0812499999999999,0.0935,0.138,0.072,0.093,0.0645,0.077,0.15775,0.10375,0.1535,0.11725,0.0797499999999999,0.0857499999999999,0.0875,0.0549999999999999,0.0717499999999999,0.06125,0.05275,0.08775,0.077,0.37475,0.0792499999999999,0.086,0.04725,0.0745,0.0832499999999999,0.0837499999999999,0.04825,0.088,0.059,0.0742499999999999,0.09175,0.0707499999999999,0.0925,0.0524999999999999,0.09275,0.0732499999999999,0.0665,0.0712499999999999,0.0752499999999999,0.0827499999999999,0.071,0.0524999999999999,0.0939999999999999,0.0529999999999999,0.073,0.0439999999999999,0.04075,0.0509999999999999,0.0564999999999999,0.03225,0.0559999999999999,0.0449999999999999,0.0875,0.05025,0.0469999999999999,0.05525,0.0339999999999999,0.0434999999999999,0.0399999999999999,0.0409999999999999,0.03,0.0262499999999999,0.03275,0.0182499999999999
Anacondas: The Hunt for the Blood Orchid (2004),0.885,0.903,0.85225,0.76125,0.79525,0.8467499999999999,0.8467499999999999,0.75325,0.59725,0.40475,0.51275,0.79575,0.505,0.46525,0.776,0.503,0.34175,0.44825,0.35,0.37475,0.48975,0.29925,0.3315,0.59225,0.37,0.33275,0.26725,0.415,0.23275,0.2734999999999999,0.2957499999999999,0.571,0.217,0.3565,0.49675,0.23775,0.4539999999999999,0.23475,0.24625,0.257,0.1425,0.59575,0.153,0.5945,0.3245,0.33125,0.53825,0.35875,0.2145,0.09325,0.44425,0.25825,0.15975,0.1267499999999999,0.173,0.15475,0.17225,0.0795,0.273,0.14075,0.2185,0.174,0.34375,0.1619999999999999,0.26275,0.177,0.0847499999999999,0.274,0.99525,0.293,0.21875,0.1674999999999999,0.11725,0.10475,0.142,0.1185,0.1134999999999999,0.1825,0.1465,0.03475,0.1124999999999999,0.12475,0.08925,0.14125,0.1034999999999999,0.10725,0.0865,0.05175,0.0727499999999999,0.129,0.1977499999999999,0.1154999999999999,0.11725,0.1275,0.128,0.0865,0.076,0.0802499999999999,0.0207499999999999,0.09025,0.1932499999999999,0.1004999999999999,0.11075,0.079,0.4415,0.0655,0.0999999999999999,0.0429999999999999,0.0745,0.05675,0.17875,0.0662499999999999,0.061,0.092,0.1039999999999999,0.1337499999999999,0.0682499999999999,0.10525,0.0745,0.09225,0.091,0.0845,0.22425,0.0964999999999999,0.146,0.0725,0.0632499999999999,0.0474999999999999,0.064,0.0645,0.0197499999999999,0.03525,0.0364999999999999,0.0737499999999999,0.0675,0.121,0.06175,0.0564999999999999,0.0905,0.0404999999999999,0.0379999999999999,0.04575,0.04575,0.04675,0.0394999999999999,0.0359999999999999,0.0314999999999999,0.0349999999999999,0.03275
Resident Evil: Apocalypse (2004),0.75675,0.82125,0.96125,0.8015000000000001,0.70525,0.96125,0.96125,0.9945,0.70875,0.516,0.246,0.573,0.4772499999999999,0.2504999999999999,0.35,0.59,0.246,0.33475,0.6805,0.3345,0.4449999999999999,0.23425,0.533,0.133,0.33125,0.517,0.3065,0.2125,0.2125,0.22225,0.1669999999999999,0.2435,0.17725,0.25625,0.2204999999999999,0.3722499999999999,0.15,0.152,0.56875,0.1982499999999999,0.2977499999999999,0.1634999999999999,0.2299999999999999,0.26475,0.1375,0.14675,0.3295,0.40825,0.3409999999999999,0.05725,0.31475,0.143,0.172,0.24275,0.1099999999999999,0.1205,0.1755,0.127,0.1325,0.092,0.20425,0.11075,0.11575,0.1104999999999999,0.06025,0.1317499999999999,0.05275,0.1965,0.1014999999999999,0.26675,0.16825,0.1044999999999999,0.122,0.09625,0.1322499999999999,0.083,0.079,0.0775,0.1372499999999999,0.2055,0.084,0.0752499999999999,0.1367499999999999,0.1902499999999999,0.133,0.0772499999999999,0.0569999999999999,0.153,0.0627499999999999,0.0797499999999999,0.09125,0.088,0.09975,0.0727499999999999,0.06,0.05625,0.074,0.0389999999999999,0.0349999999999999,0.04875,0.269,0.10175,0.0895,0.0847499999999999,0.072,0.0474999999999999,0.073,0.1074999999999999,0.072,0.148,0.08775,0.14,0.0559999999999999,0.0974999999999999,0.0374999999999999,0.08,0.11925,0.0747499999999999,0.062,0.04625,0.0722499999999999,0.0742499999999999,0.05275,0.087,0.04625,0.0584999999999999,0.10075,0.04425,0.07,0.03475,0.0459999999999999,0.05975,0.04125,0.11775,0.0645,0.02975,0.03525,0.0785,0.0842499999999999,0.0354999999999999,0.1164999999999999,0.03025,0.0354999999999999,0.0559999999999999,0.0217499999999999,0.0182499999999999,0.0232499999999999,0.024,0.0152499999999999
"Forgotten, The (2004)",0.9075,0.916,0.67775,0.68475,0.867,0.7745,0.2584999999999999,0.32975,0.661,0.7365,0.62275,0.4295,0.42925,0.4287499999999999,0.6375,0.6475,0.8049999999999999,0.23975,0.86975,0.202,0.42825,0.491,0.3572499999999999,0.35375,0.3632499999999999,0.3415,0.26575,0.491,0.3135,0.32675,0.2554999999999999,0.1624999999999999,0.2915,0.1897499999999999,0.175,0.433,0.3834999999999999,0.1885,0.1195,0.23025,0.2977499999999999,0.2329999999999999,0.36075,0.09075,0.2199999999999999,0.3545,0.14225,0.2334999999999999,0.1679999999999999,0.18575,0.1317499999999999,0.3712499999999999,0.21525,0.10425,0.21225,0.0737499999999999,0.152,0.908,0.35375,0.2887499999999999,0.1465,0.23675,0.18125,0.1362499999999999,0.146,0.31875,0.0632499999999999,0.33225,0.031,0.1515,0.22775,0.196,0.0939999999999999,0.11125,0.131,0.20825,0.1009999999999999,0.10025,0.0725,0.0364999999999999,0.0832499999999999,0.11525,0.10125,0.22625,0.06175,0.092,0.15875,0.0384999999999999,0.1004999999999999,0.0777499999999999,0.1395,0.0544999999999999,0.091,0.0755,0.2055,0.12075,0.0655,0.1277499999999999,0.22875,0.0559999999999999,0.0554999999999999,0.05375,0.0732499999999999,0.11925,0.0627499999999999,0.0742499999999999,0.18475,0.1325,0.0632499999999999,0.0127499999999999,0.0655,0.04075,0.10025,0.0595,0.482,0.10125,0.0419999999999999,0.05925,0.06025,0.3085,0.0705,0.1225,0.0579999999999999,0.05625,0.15375,0.15925,0.03175,0.03125,0.05725,0.04275,0.031,0.0409999999999999,0.0419999999999999,0.05925,0.024,0.0554999999999999,0.0419999999999999,0.03075,0.0652499999999999,0.04725,0.03025,0.0287499999999999,0.031,0.04425,0.0334999999999999,0.0554999999999999,0.0815,0.0225,0.0157499999999999
Fire in the Sky (1993),0.851,0.69925,0.7235,0.69925,0.74575,0.7215,0.28225,0.3722499999999999,0.74575,0.4185,0.63775,0.4595,0.823,0.48675,0.52575,0.4347499999999999,0.53275,0.3712499999999999,0.54,0.749,0.523,0.473,0.62725,0.39575,0.3512499999999999,0.3125,0.50225,0.6025,0.4185,0.4185,0.2584999999999999,0.17425,0.4615,0.16575,0.1689999999999999,0.39075,0.254,0.26825,0.1362499999999999,0.33725,0.43825,0.27575,0.199,0.2877499999999999,0.203,0.27575,0.1225,0.3429999999999999,0.193,0.2415,0.0865,0.18225,0.54075,0.249,0.24,0.24825,0.18575,0.4225,0.23425,0.21575,0.093,0.32025,0.1882499999999999,0.3389999999999999,0.17125,0.238,0.17575,0.3159999999999999,0.0797499999999999,0.2524999999999999,0.068,0.1805,0.17325,0.1345,0.1275,0.2937499999999999,0.1875,0.136,0.04375,0.0439999999999999,0.1704999999999999,0.16275,0.0374999999999999,0.1094999999999999,0.23275,0.3585,0.216,0.09125,0.16675,0.067,0.16275,0.0865,0.0895,0.118,0.29125,0.211,0.128,0.0949999999999999,0.183,0.0695,0.0642499999999999,0.17725,0.08775,0.1109999999999999,0.09025,0.11225,0.09125,0.086,0.0865,0.0479999999999999,0.06075,0.0354999999999999,0.19,0.0737499999999999,0.2189999999999999,0.0925,0.16325,0.0675,0.0635,0.121,0.11575,0.06175,0.0755,0.0697499999999999,0.0494999999999999,0.061,0.068,0.04375,0.0584999999999999,0.06125,0.0534999999999999,0.0705,0.0369999999999999,0.0792499999999999,0.1014999999999999,0.064,0.0782499999999999,0.086,0.072,0.0822499999999999,0.05725,0.0815,0.0349999999999999,0.0354999999999999,0.0419999999999999,0.0672499999999999,0.05275,0.03675,0.0434999999999999
Futureworld (1976),0.7529999999999999,0.5455,0.4067499999999999,0.64725,0.71675,0.5875,0.3225,0.74475,0.2714999999999999,0.31275,0.33725,0.74,0.41025,0.38925,0.2279999999999999,0.2714999999999999,0.47975,0.2155,0.6905,0.1709999999999999,0.1397499999999999,0.719,0.14775,0.0712499999999999,0.34975,0.27775,0.278,0.271,0.2564999999999999,0.4725,0.189,0.2299999999999999,0.0755,0.09,0.32525,0.2644999999999999,0.235,0.294,0.08675,0.21125,0.16525,0.17025,0.3115,0.17825,0.265,0.2105,0.0519999999999999,0.208,0.1955,0.147,0.0627499999999999,0.1735,0.14225,0.0817499999999999,0.1795,0.45925,0.1579999999999999,0.149,0.09275,0.18625,0.1624999999999999,0.1277499999999999,0.141,0.0837499999999999,0.2855,0.0989999999999999,0.0464999999999999,0.21975,0.02975,0.0757499999999999,0.0715,0.15475,0.0765,0.076,0.15575,0.09125,0.0757499999999999,0.14775,0.0242499999999999,0.05625,0.18125,0.0657499999999999,0.0192499999999999,0.05325,0.0434999999999999,0.09325,0.1272499999999999,0.06,0.04725,0.0459999999999999,0.03825,0.1355,0.1049999999999999,0.08775,0.5755,0.0504999999999999,0.06225,0.0534999999999999,0.21875,0.059,0.15725,0.0319999999999999,0.12075,0.2724999999999999,0.019,0.05425,0.0812499999999999,0.08775,0.079,0.0157499999999999,0.03625,0.0319999999999999,0.03775,0.0549999999999999,0.17075,0.176,0.0319999999999999,0.0424999999999999,0.0287499999999999,0.0225,0.11075,0.09125,0.03925,0.03475,0.04825,0.0707499999999999,0.03675,0.1039999999999999,0.0672499999999999,0.03225,0.027,0.18325,0.0514999999999999,0.0369999999999999,0.06,0.0384999999999999,0.04875,0.0464999999999999,0.0227499999999999,0.03,0.0389999999999999,0.0509999999999999,0.031,0.04625,0.05425,0.0192499999999999,0.0329999999999999,0.04975,0.0255
Demon Seed (1977),0.93325,0.3215,0.68825,0.9215,0.668,0.492,0.1942499999999999,0.5175,0.3275,0.31225,0.5695,0.603,0.371,0.2294999999999999,0.31525,0.51075,0.5735,0.3735,0.40925,0.2375,0.388,0.41125,0.30525,0.064,0.4085,0.173,0.22625,0.35375,0.295,0.384,0.235,0.191,0.0765,0.23975,0.50725,0.4247499999999999,0.16175,0.28125,0.129,0.1897499999999999,0.1785,0.10575,0.12175,0.24125,0.1975,0.2035,0.066,0.085,0.136,0.0242499999999999,0.03275,0.11625,0.15975,0.2204999999999999,0.0915,0.16675,0.14875,0.11375,0.1134999999999999,0.155,0.05975,0.10075,0.11175,0.1684999999999999,0.1164999999999999,0.24225,0.09075,0.09475,0.2259999999999999,0.0687499999999999,0.0969999999999999,0.0765,0.1272499999999999,0.04375,0.1475,0.16575,0.0627499999999999,0.0989999999999999,0.0182499999999999,0.0364999999999999,0.10375,0.129,0.012,0.1614999999999999,0.0845,0.1014999999999999,0.0479999999999999,0.091,0.05325,0.0292499999999999,0.0429999999999999,0.17575,0.0989999999999999,0.10175,0.11625,0.04275,0.0434999999999999,0.1039999999999999,0.085,0.0697499999999999,0.04575,0.04625,0.0857499999999999,0.05025,0.0785,0.071,0.0842499999999999,0.1967499999999999,0.0232499999999999,0.0474999999999999,0.031,0.0257499999999999,0.05125,0.0667499999999999,0.0247499999999999,0.09325,0.0115,0.0265,0.0369999999999999,0.0324999999999999,0.0905,0.1907499999999999,0.0287499999999999,0.09925,0.027,0.06225,0.0389999999999999,0.10025,0.03575,0.02,0.04625,0.0735,0.0292499999999999,0.0534999999999999,0.0185,0.0665,0.0369999999999999,0.0225,0.0135,0.015,0.02,0.031,0.0509999999999999,0.0235,0.027,0.0132499999999999,0.0267499999999999,0.0282499999999999,0.0125
Fortress (1992),0.99275,0.59525,0.86025,0.72725,0.718,0.86025,0.78575,0.99275,0.44625,0.3269999999999999,0.3349999999999999,0.526,0.45775,0.295,0.34675,0.488,0.3375,0.52175,0.20625,0.26325,0.3265,0.36275,0.21525,0.12175,0.3702499999999999,0.46625,0.371,0.33325,0.17575,0.22175,0.4034999999999999,0.2604999999999999,0.2815,0.179,0.1375,0.2365,0.26875,0.3465,0.1255,0.27875,0.138,0.12175,0.186,0.26825,0.17475,0.14475,0.09125,0.2334999999999999,0.204,0.0915,0.0817499999999999,0.1265,0.291,0.1245,0.151,0.4579999999999999,0.17225,0.2957499999999999,0.18125,0.12075,0.16925,0.11575,0.1287499999999999,0.1302499999999999,0.1185,0.10525,0.251,0.155,0.14825,0.1059999999999999,0.10125,0.19,0.10125,0.1785,0.1352499999999999,0.18025,0.0747499999999999,0.09825,0.0429999999999999,0.1267499999999999,0.1365,0.1277499999999999,0.0717499999999999,0.17775,0.123,0.128,0.0504999999999999,0.0715,0.0812499999999999,0.0732499999999999,0.0732499999999999,0.04525,0.09775,0.9935,0.40175,0.067,0.0529999999999999,0.05875,0.15275,0.0509999999999999,0.11375,0.0875,0.0655,0.0775,0.063,0.09375,0.0712499999999999,0.073,0.05025,0.0672499999999999,0.04475,0.0767499999999999,0.072,0.072,0.1044999999999999,0.05225,0.05475,0.0725,0.0584999999999999,0.0384999999999999,0.08825,0.0745,0.0459999999999999,0.04175,0.08725,0.0489999999999999,0.0295,0.0245,0.0489999999999999,0.0627499999999999,0.0665,0.1277499999999999,0.0509999999999999,0.0895,0.23325,0.0359999999999999,0.0474999999999999,0.05425,0.0484999999999999,0.028,0.028,0.0637499999999999,0.0212499999999999,0.0384999999999999,0.0255,0.0277499999999999,0.0394999999999999,0.0384999999999999,0.0115
Beowulf (1999),0.95625,0.8779999999999999,0.91925,0.7862499999999999,0.723,0.643,0.8605,0.95625,0.51275,0.5315,0.3712499999999999,0.6595,0.4875,0.81175,0.4215,0.507,0.3275,0.35575,0.50725,0.595,0.4197499999999999,0.4795,0.33525,0.1485,0.3645,0.26125,0.23325,0.2294999999999999,0.2294999999999999,0.27275,0.54775,0.24225,0.2299999999999999,0.27825,0.1895,0.386,0.10375,0.368,0.4325,0.273,0.51,0.24625,0.21725,0.36275,0.1609999999999999,0.1835,0.206,0.3455,0.287,0.51325,0.21775,0.277,0.09075,0.123,0.11725,0.05025,0.1387499999999999,0.0579999999999999,0.16475,0.30225,0.1709999999999999,0.14925,0.2214999999999999,0.2005,0.1064999999999999,0.21175,0.1149999999999999,0.1525,0.3355,0.18425,0.2319999999999999,0.1775,0.08775,0.11975,0.11875,0.0885,0.1977499999999999,0.0974999999999999,0.178,0.0795,0.0605,0.0404999999999999,0.11525,0.21525,0.27375,0.0685,0.14425,0.1355,0.123,0.04625,0.05075,0.0544999999999999,0.1004999999999999,0.093,0.0725,0.1054999999999999,0.085,0.10475,0.022,0.0449999999999999,0.1755,0.03175,0.0885,0.03675,0.0539999999999999,0.1285,0.05075,0.2997499999999999,0.0815,0.1004999999999999,0.0925,0.0514999999999999,0.0252499999999999,0.10425,0.0865,0.0994999999999999,0.05375,0.08675,0.0494999999999999,0.04275,0.063,0.0747499999999999,0.04525,0.0519999999999999,0.05975,0.0519999999999999,0.2329999999999999,0.0379999999999999,0.03925,0.0655,0.0479999999999999,0.0469999999999999,0.04375,0.0494999999999999,0.03525,0.04325,0.067,0.1644999999999999,0.0272499999999999,0.03825,0.04725,0.0167499999999999,0.029,0.05125,0.0494999999999999,0.0247499999999999,0.0374999999999999,0.0339999999999999,0.0147499999999999
Cube 2: Hypercube (2002),0.915,0.8047500000000001,0.644,0.51825,0.8899999999999999,0.3429999999999999,0.37925,0.41025,0.46075,0.5955,0.7285,0.2644999999999999,0.43225,0.863,0.268,0.53575,0.5955,0.24475,0.5465,0.2564999999999999,0.3315,0.53575,0.1995,0.1275,0.3702499999999999,0.2865,0.398,0.53575,0.48675,0.45475,0.28825,0.1164999999999999,0.15725,0.1684999999999999,0.24325,0.46575,0.4317499999999999,0.34875,0.1765,0.32175,0.3695,0.119,0.282,0.1942499999999999,0.203,0.35375,0.32775,0.33075,0.1649999999999999,0.11475,0.25,0.1604999999999999,0.181,0.10475,0.084,0.05625,0.3285,0.35075,0.1014999999999999,0.2754999999999999,0.1024999999999999,0.15675,0.17425,0.12225,0.1089999999999999,0.11375,0.0424999999999999,0.14225,0.0499999999999999,0.1185,0.202,0.1265,0.0847499999999999,0.068,0.3025,0.09625,0.09475,0.083,0.1957499999999999,0.201,0.09075,0.0627499999999999,0.03775,0.28425,0.0595,0.0685,0.1049999999999999,0.0504999999999999,0.088,0.089,0.0574999999999999,0.11175,0.1257499999999999,0.12275,0.1555,0.05325,0.0707499999999999,0.10125,0.1957499999999999,0.0574999999999999,0.10025,0.0454999999999999,0.0817499999999999,0.12075,0.0267499999999999,0.04775,0.0419999999999999,0.10225,0.05375,0.0732499999999999,0.081,0.1594999999999999,0.0469999999999999,0.0757499999999999,0.10525,0.0605,0.04125,0.04425,0.05025,0.03575,0.0875,0.1094999999999999,0.0499999999999999,0.028,0.0712499999999999,0.071,0.03675,0.0305,0.0632499999999999,0.05825,0.0374999999999999,0.0732499999999999,0.0994999999999999,0.09775,0.0454999999999999,0.063,0.0504999999999999,0.0324999999999999,0.027,0.0237499999999999,0.0429999999999999,0.0262499999999999,0.04675,0.0349999999999999,0.0785,0.03375,0.0974999999999999,0.03175,0.0197499999999999
