movieId,weird,culture clash,runaway,melancholic,drama,greed,betrayal,pornography,independent film,original,good,drinking,dialogue,sexy,vengeance,censorship,mentor,light,adaptation,women,life & death,catastrophe,quirky,unlikely friendships,dysfunctional family,absurd,islam,queer,life philosophy,death,nudity (full frontal - brief),prejudice,predictable,addiction,not funny,writers,transformation,divorce,period piece,very funny,childhood,creativity,fantasy world,teen movie,film noir,multiple storylines,british,chase,nudity (topless - brief),surveillance,underrated,sacrifice,doctors,stereotypes,fight scenes,hotel,first contact,alter ego,family,small town,weapons,hospital,classic car,fun movie,workplace,good music,california,1930s,dreams,wartime,interracial romance,farce,tokyo,new jersey,prostitution,nudity (rear),too long,road movie,awesome soundtrack,directorial debut,blindness,atheism,computer animation,pulp,graphic novel,new york city,irish accent,camp,god,rebellion,prison,stoner movie,survival,notable nudity,ensemble cast,bollywood,best of 2005,mad scientist,brothers,memory,unlikeable characters,foul language,texas,wilderness,internet,adoption,simple,potential oscar nom,father daughter relationship,alternate history,stand-up comedy,kick-butt women,lawyer,80s,cancer,hunting,robert downey jr,french,race,indians,documentary,wine,reality tv,island,kidnapping,homeless,goth,desert,los angeles,fashion,immortality,radio,hip hop,made for tv,australia,san francisco,russian,oil,no plot,snakes,finnish,single father,shopping,trilogy,ghosts/afterlife,buddy movie,time,too short,remake
Freaks (1932),0.9545,0.8812500000000001,0.96075,0.9085,0.8520000000000001,0.8625,0.8812500000000001,0.871,0.7975000000000001,0.85025,0.74425,0.7975000000000001,0.9085,0.40125,0.68875,0.871,0.32375,0.8492500000000001,0.4337499999999999,0.2199999999999999,0.354,0.41225,0.44275,0.484,0.3055,0.32375,0.23225,0.4479999999999999,0.4409999999999999,0.25975,0.26825,0.361,0.23025,0.2514999999999999,0.39675,0.1302499999999999,0.3834999999999999,0.3532499999999999,0.21675,0.235,0.181,0.3,0.30125,0.1089999999999999,0.7975000000000001,0.182,0.2804999999999999,0.42325,0.2827499999999999,0.214,0.3165,0.29225,0.238,0.154,0.2045,0.26225,0.18325,0.3462499999999999,0.18,0.2115,0.18325,0.1765,0.195,0.16925,0.0925,0.1312499999999999,0.21425,0.6685,0.16775,0.21225,0.1347499999999999,0.14175,0.11575,0.121,0.04725,0.09775,0.125,0.1505,0.1275,0.1402499999999999,0.2189999999999999,0.11425,0.1535,0.11975,0.1185,0.0549999999999999,0.0905,0.3732499999999999,0.16575,0.18275,0.10675,0.142,0.16025,0.0464999999999999,0.17225,0.1034999999999999,0.11375,0.481,0.11575,0.14525,0.0519999999999999,0.0637499999999999,0.1415,0.17175,0.0675,0.066,0.23525,0.0519999999999999,0.0494999999999999,0.1287499999999999,0.17225,0.05475,0.03475,0.1755,0.1305,0.1255,0.078,0.0657499999999999,0.0635,0.0705,0.1614999999999999,0.075,0.1225,0.15575,0.0905,0.128,0.262,0.1714999999999999,0.0287499999999999,0.0227499999999999,0.1387499999999999,0.0635,0.0454999999999999,0.10975,0.04625,0.10475,0.061,0.0979999999999999,0.09375,0.2185,0.03275,0.0165,0.0225,0.0404999999999999,0.0705,0.03675,0.0979999999999999,0.0282499999999999,0.0247499999999999
"Door in the Floor, The (2004)",0.8674999999999999,0.8674999999999999,0.8674999999999999,0.8214999999999999,0.89975,0.8674999999999999,0.5925,0.9395,0.73275,0.73875,0.73275,0.73275,0.57225,0.7602500000000001,0.559,0.71575,0.6115,0.4315,0.95375,0.53075,0.40325,0.4509999999999999,0.52325,0.48575,0.67725,0.3279999999999999,0.1332499999999999,0.23675,0.30125,0.709,0.3814999999999999,0.2274999999999999,0.3964999999999999,0.16125,0.2967499999999999,0.73325,0.2915,0.73475,0.26025,0.3984999999999999,0.3894999999999999,0.36175,0.32075,0.3545,0.15975,0.34475,0.14875,0.354,0.22075,0.1634999999999999,0.3115,0.201,0.30125,0.123,0.2145,0.22025,0.21375,0.307,0.351,0.16475,0.1915,0.175,0.1634999999999999,0.1365,0.1664999999999999,0.1815,0.15525,0.0875,0.15975,0.0632499999999999,0.04775,0.1475,0.18225,0.1114999999999999,0.10575,0.3329999999999999,0.21125,0.1704999999999999,0.128,0.1347499999999999,0.1845,0.0999999999999999,0.1335,0.21375,0.17725,0.10475,0.147,0.0642499999999999,0.0999999999999999,0.05775,0.078,0.09775,0.09775,0.1775,0.1044999999999999,0.0747499999999999,0.1139999999999999,0.0579999999999999,0.155,0.1945,0.2165,0.1305,0.1089999999999999,0.0994999999999999,0.0735,0.2065,0.188,0.0959999999999999,0.1579999999999999,0.12075,0.118,0.0752499999999999,0.0682499999999999,0.0707499999999999,0.12025,0.0429999999999999,0.10425,0.05725,0.0414999999999999,0.1014999999999999,0.03575,0.17625,0.05075,0.1805,0.1144999999999999,0.04425,0.0865,0.06075,0.0705,0.1089999999999999,0.05575,0.0262499999999999,0.05225,0.0755,0.0745,0.0257499999999999,0.03525,0.0464999999999999,0.1114999999999999,0.0369999999999999,0.0404999999999999,0.205,0.059,0.0682499999999999,0.04075,0.04575,0.03325,0.03475,0.0275
Butterfield 8 (1960),0.85025,0.97825,0.85025,0.873,0.97825,0.4955,0.7945,0.5165,0.33425,0.58725,0.85025,0.60025,0.53575,0.7055,0.403,0.7907500000000001,0.51825,0.35775,0.5455,0.6835,0.54075,0.55,0.1345,0.376,0.21425,0.13,0.19,0.5395,0.58225,0.38275,0.50475,0.534,0.4855,0.183,0.312,0.2724999999999999,0.3625,0.68475,0.239,0.1957499999999999,0.515,0.1589999999999999,0.2975,0.47175,0.11525,0.15325,0.2355,0.411,0.384,0.10175,0.2279999999999999,0.248,0.25275,0.372,0.3974999999999999,0.3315,0.28625,0.2274999999999999,0.30825,0.35,0.1679999999999999,0.26975,0.1619999999999999,0.3702499999999999,0.10975,0.10575,0.21575,0.4465,0.089,0.1069999999999999,0.50275,0.1255,0.132,0.427,0.563,0.16575,0.134,0.143,0.15,0.04225,0.1584999999999999,0.1275,0.1505,0.133,0.03,0.46525,0.071,0.3592499999999999,0.04375,0.0295,0.1054999999999999,0.06,0.1292499999999999,0.11775,0.05325,0.10075,0.061,0.37825,0.09925,0.21525,0.0832499999999999,0.0195,0.0369999999999999,0.0534999999999999,0.1164999999999999,0.0675,0.1039999999999999,0.0645,0.0564999999999999,0.28725,0.0652499999999999,0.0605,0.3279999999999999,0.0529999999999999,0.1295,0.16825,0.0242499999999999,0.0625,0.2115,0.14875,0.0095,0.0419999999999999,0.0837499999999999,0.122,0.0742499999999999,0.08725,0.0295,0.0215,0.09575,0.22775,0.0655,0.12075,0.0314999999999999,0.0195,0.0135,0.297,0.03275,0.0837499999999999,0.05675,0.0439999999999999,0.04475,0.25525,0.27075,0.04475,0.0305,0.059,0.1345,0.05775,0.0439999999999999
Long Day's Journey Into Night (1962),0.86625,0.893,0.893,0.8627499999999999,0.893,0.8627499999999999,0.893,0.3135,0.8547499999999999,0.7195,0.86625,0.8705,0.73025,0.37625,0.402,0.359,0.4515,0.59,0.69675,0.5015,0.5025,0.4595,0.37625,0.3722499999999999,0.91475,0.53525,0.2385,0.2544999999999999,0.1952499999999999,0.3015,0.346,0.34475,0.25225,0.92625,0.31125,0.4165,0.33425,0.43225,0.28725,0.17625,0.25975,0.1745,0.22925,0.1169999999999999,0.7405,0.4545,0.184,0.1639999999999999,0.2815,0.1129999999999999,0.30025,0.3385,0.34475,0.16475,0.33525,0.29825,0.1897499999999999,0.245,0.369,0.11825,0.197,0.2319999999999999,0.26325,0.143,0.28825,0.1292499999999999,0.23575,0.1327499999999999,0.1855,0.10325,0.293,0.11775,0.073,0.1987499999999999,0.0782499999999999,0.16225,0.643,0.17725,0.077,0.17125,0.1169999999999999,0.10925,0.1315,0.11275,0.03225,0.059,0.2435,0.0429999999999999,0.35275,0.0925,0.1405,0.118,0.074,0.0964999999999999,0.14875,0.1275,0.26175,0.1332499999999999,0.272,0.068,0.1377499999999999,0.147,0.17075,0.074,0.0979999999999999,0.184,0.0544999999999999,0.17925,0.0999999999999999,0.125,0.16825,0.179,0.072,0.0745,0.22225,0.0692499999999999,0.1649999999999999,0.065,0.04925,0.0795,0.0554999999999999,0.0314999999999999,0.0935,0.0825,0.0314999999999999,0.0374999999999999,0.03775,0.0885,0.08825,0.0167499999999999,0.3017499999999999,0.0349999999999999,0.0645,0.0692499999999999,0.0319999999999999,0.1337499999999999,0.06225,0.0399999999999999,0.03525,0.0459999999999999,0.03275,0.0439999999999999,0.027,0.03225,0.0252499999999999,0.0615,0.0155,0.0439999999999999,0.0155
Night and Day (1946),0.8425,0.714,0.61825,0.8425,0.68825,0.714,0.714,0.58525,0.66625,0.73125,0.4722499999999999,0.6005,0.51975,0.49775,0.53525,0.20875,0.97,0.4722499999999999,0.65675,0.879,0.74675,0.41325,0.357,0.2405,0.4409999999999999,0.1855,0.3774999999999999,0.935,0.32825,0.257,0.26425,0.3219999999999999,0.2455,0.3215,0.34025,0.53275,0.32625,0.54475,0.669,0.1709999999999999,0.18075,0.275,0.36675,0.154,0.31725,0.3505,0.2095,0.1937499999999999,0.2604999999999999,0.14825,0.2927499999999999,0.15325,0.0885,0.12375,0.16125,0.44375,0.15725,0.4669999999999999,0.14875,0.3722499999999999,0.1545,0.137,0.09575,0.15025,0.10125,0.93075,0.0657499999999999,0.549,0.24475,0.3462499999999999,0.2239999999999999,0.34775,0.0959999999999999,0.0409999999999999,0.0822499999999999,0.283,0.16025,0.25275,0.1584999999999999,0.15225,0.15675,0.144,0.16025,0.15275,0.14575,0.216,0.2065,0.147,0.144,0.061,0.1594999999999999,0.0742499999999999,0.0469999999999999,0.4307499999999999,0.0852499999999999,0.80375,0.3285,0.05175,0.3884999999999999,0.0777499999999999,0.2804999999999999,0.04075,0.255,0.04725,0.0712499999999999,0.0404999999999999,0.0172499999999999,0.3085,0.08625,0.0635,0.0657499999999999,0.0717499999999999,0.423,0.0959999999999999,0.0685,0.05975,0.4615,0.3249999999999999,0.194,0.05625,0.118,0.0265,0.14125,0.0277499999999999,0.0635,0.09175,0.119,0.0519999999999999,0.03175,0.296,0.0667499999999999,0.077,0.5505,0.028,0.0795,0.063,0.33425,0.0855,0.022,0.0132499999999999,0.3964999999999999,0.0364999999999999,0.03,0.05825,0.079,0.0212499999999999,0.0177499999999999,0.04475,0.0875
Smile (1975),0.8400000000000001,0.81925,0.81925,0.8325,0.85375,0.8207500000000001,0.7165,0.628,0.81925,0.7967500000000001,0.68475,0.81925,0.6785,0.73775,0.55325,0.33525,0.4645,0.8274999999999999,0.64525,0.57325,0.41725,0.4155,0.5455,0.4105,0.2897499999999999,0.9805,0.7557499999999999,0.45575,0.1887499999999999,0.4125,0.5455,0.45925,0.6835,0.5125,0.2027499999999999,0.25525,0.2965,0.1604999999999999,0.366,0.7682500000000001,0.4865,0.1704999999999999,0.3794999999999999,0.4895,0.5115,0.383,0.20575,0.5025,0.205,0.422,0.1654999999999999,0.21375,0.0474999999999999,0.644,0.22075,0.17275,0.1845,0.5175,0.3389999999999999,0.7782500000000001,0.57325,0.10775,0.25325,0.2865,0.74,0.1897499999999999,0.946,0.14625,0.22475,0.217,0.1745,0.481,0.3135,0.1932499999999999,0.44425,0.0627499999999999,0.16025,0.192,0.1114999999999999,0.3129999999999999,0.1084999999999999,0.03625,0.15925,0.1245,0.0705,0.177,0.0974999999999999,0.303,0.03625,0.2574999999999999,0.11125,0.121,0.25375,0.1355,0.28525,0.0579999999999999,0.0627499999999999,0.11025,0.14075,0.12275,0.0177499999999999,0.23375,0.51,0.2485,0.14875,0.06,0.077,0.06025,0.08675,0.0534999999999999,0.067,0.303,0.0802499999999999,0.09675,0.05325,0.20375,0.059,0.16575,0.0792499999999999,0.0695,0.1367499999999999,0.1584999999999999,0.1287499999999999,0.0464999999999999,0.23075,0.0685,0.082,0.1124999999999999,0.1119999999999999,0.0857499999999999,0.0379999999999999,0.0687499999999999,0.0747499999999999,0.1265,0.1377499999999999,0.0529999999999999,0.0667499999999999,0.16575,0.1375,0.238,0.0792499999999999,0.0175,0.0692499999999999,0.03775,0.05025,0.1375,0.0137499999999999,0.0245,0.0152499999999999
Hardcore (1979),0.6645,0.71325,0.94075,0.71325,0.64525,0.617,0.71325,0.9915,0.535,0.727,0.6645,0.5685,0.6645,0.6465,0.515,0.76925,0.4579999999999999,0.31475,0.35275,0.592,0.41925,0.4327499999999999,0.267,0.2544999999999999,0.4535,0.27925,0.26925,0.14425,0.252,0.1387499999999999,0.417,0.33825,0.413,0.22775,0.3525,0.2847499999999999,0.3652499999999999,0.236,0.11075,0.296,0.17625,0.2189999999999999,0.3555,0.4665,0.2045,0.20475,0.1124999999999999,0.597,0.24275,0.1825,0.58875,0.43425,0.4327499999999999,0.26725,0.31925,0.3695,0.3225,0.24325,0.215,0.17675,0.3742499999999999,0.1815,0.5335,0.31925,0.30625,0.1169999999999999,0.8420000000000001,0.10625,0.11725,0.0584999999999999,0.1375,0.1124999999999999,0.2987499999999999,0.16525,0.8492500000000001,0.24275,0.1039999999999999,0.2027499999999999,0.073,0.1564999999999999,0.2214999999999999,0.2895,0.15375,0.172,0.10575,0.33225,0.0665,0.37825,0.2895,0.2847499999999999,0.10275,0.08,0.136,0.1104999999999999,0.0554999999999999,0.0762499999999999,0.029,0.12425,0.0905,0.06225,0.156,0.0647499999999999,0.08925,0.2604999999999999,0.151,0.2015,0.1134999999999999,0.1272499999999999,0.25975,0.1185,0.17375,0.33575,0.1287499999999999,0.1347499999999999,0.03275,0.10925,0.0509999999999999,0.05125,0.10475,0.088,0.059,0.0717499999999999,0.1024999999999999,0.05575,0.1755,0.0717499999999999,0.1604999999999999,0.1342499999999999,0.5785,0.16175,0.03675,0.0529999999999999,0.11225,0.0605,0.11025,0.5955,0.0514999999999999,0.0974999999999999,0.066,0.1352499999999999,0.0782499999999999,0.966,0.0697499999999999,0.03275,0.0334999999999999,0.0272499999999999,0.031,0.02975,0.024
P.S. (2004),0.7967500000000001,0.68675,0.68675,0.979,0.68675,0.68675,0.711,0.953,0.7609999999999999,0.8225,0.839,0.60475,0.674,0.953,0.65825,0.15,0.81325,0.43325,0.48375,0.56675,0.5835,0.5265,0.37975,0.57825,0.26475,0.2115,0.1049999999999999,0.95325,0.71875,0.33525,0.2224999999999999,0.1525,0.50975,0.6255,0.34075,0.30225,0.3505,0.8167500000000001,0.2294999999999999,0.2314999999999999,0.36875,0.2259999999999999,0.4469999999999999,0.32775,0.238,0.4595,0.25675,0.3625,0.2385,0.1337499999999999,0.27025,0.33075,0.3175,0.3175,0.358,0.192,0.2455,0.40075,0.309,0.22875,0.358,0.37775,0.24525,0.39225,0.2594999999999999,0.1699999999999999,0.44675,0.10775,0.43975,0.1272499999999999,0.10425,0.4499999999999999,0.1164999999999999,0.37575,0.0792499999999999,0.1815,0.1619999999999999,0.1714999999999999,0.381,0.1725,0.0835,0.11475,0.2115,0.1825,0.5245,0.3874999999999999,0.1337499999999999,0.0697499999999999,0.083,0.05675,0.1245,0.12075,0.1262499999999999,0.3585,0.2445,0.09525,0.17925,0.15125,0.0797499999999999,0.263,0.31,0.1589999999999999,0.0822499999999999,0.077,0.17525,0.0544999999999999,0.3175,0.16725,0.0514999999999999,0.1609999999999999,0.151,0.1415,0.0549999999999999,0.076,0.1505,0.10575,0.2005,0.04225,0.16075,0.08,0.05525,0.2504999999999999,0.04375,0.16325,0.04275,0.05975,0.09025,0.05625,0.075,0.1185,0.1054999999999999,0.079,0.0785,0.08925,0.0474999999999999,0.1382499999999999,0.0384999999999999,0.03325,0.269,0.0969999999999999,0.0757499999999999,0.0369999999999999,0.14275,0.132,0.1594999999999999,0.08825,0.08975,0.05725,0.1129999999999999
"Country Girl, The (1954)",0.929,0.995,0.929,0.8405,0.995,0.8405,0.92425,0.4137499999999999,0.678,0.7529999999999999,0.929,0.73425,0.626,0.5075,0.34675,0.41225,0.78,0.54275,0.58725,0.2995,0.22825,0.4365,0.21675,0.309,0.38675,0.23025,0.32725,0.2907499999999999,0.31575,0.5665,0.21,0.4097499999999999,0.21925,0.56325,0.3515,0.217,0.39675,0.3914999999999999,0.4875,0.2002499999999999,0.2165,0.425,0.22875,0.12375,0.43925,0.1932499999999999,0.4485,0.3149999999999999,0.2664999999999999,0.199,0.133,0.46475,0.39,0.2194999999999999,0.27425,0.538,0.16275,0.4315,0.538,0.12375,0.1262499999999999,0.23875,0.085,0.32825,0.083,0.501,0.1297499999999999,0.26375,0.091,0.2905,0.11575,0.3169999999999999,0.065,0.09375,0.062,0.09175,0.38275,0.33825,0.0944999999999999,0.11175,0.2925,0.09175,0.39775,0.12275,0.0374999999999999,0.1169999999999999,0.1327499999999999,0.09725,0.09,0.0762499999999999,0.12,0.04675,0.148,0.0615,0.1315,0.4034999999999999,0.182,0.0954999999999999,0.0999999999999999,0.0885,0.0504999999999999,0.131,0.0865,0.1935,0.09675,0.061,0.09775,0.12175,0.0935,0.1014999999999999,0.1302499999999999,0.076,0.17325,0.0394999999999999,0.31425,0.23625,0.1927499999999999,0.0697499999999999,0.131,0.06025,0.0677499999999999,0.14825,0.1124999999999999,0.1139999999999999,0.0339999999999999,0.05975,0.1039999999999999,0.08825,0.05225,0.0915,0.10975,0.1402499999999999,0.067,0.1377499999999999,0.0772499999999999,0.15275,0.071,0.09575,0.027,0.03975,0.3139999999999999,0.0715,0.0105,0.0349999999999999,0.0257499999999999,0.17275,0.013,0.05825,0.0479999999999999
"Rose Tattoo, The (1955)",0.7867500000000001,0.996,0.7867500000000001,0.902,0.996,0.669,0.902,0.46375,0.902,0.7662500000000001,0.729,0.902,0.4157499999999999,0.52175,0.35075,0.21375,0.50775,0.68075,0.74675,0.632,0.44525,0.5275,0.60025,0.32825,0.64025,0.30025,0.38225,0.4409999999999999,0.36675,0.4875,0.11225,0.4449999999999999,0.21575,0.2145,0.28625,0.46175,0.4629999999999999,0.9425,0.57025,0.3745,0.15225,0.38025,0.258,0.1922499999999999,0.73525,0.282,0.40725,0.2764999999999999,0.15975,0.0615,0.1109999999999999,0.12025,0.11725,0.4225,0.21225,0.34475,0.196,0.381,0.2145,0.38675,0.25625,0.12075,0.09725,0.121,0.353,0.08925,0.1579999999999999,0.24075,0.121,0.12425,0.3259999999999999,0.6935,0.15575,0.1669999999999999,0.0974999999999999,0.25975,0.08675,0.11575,0.0815,0.14775,0.1555,0.17175,0.25975,0.1272499999999999,0.21275,0.1149999999999999,0.1887499999999999,0.0727499999999999,0.2055,0.1355,0.0757499999999999,0.066,0.0685,0.04875,0.03575,0.10325,0.3135,0.1947499999999999,0.1845,0.31775,0.15875,0.0215,0.08975,0.0379999999999999,0.0735,0.09725,0.09125,0.0832499999999999,0.3804999999999999,0.1962499999999999,0.66225,0.11275,0.05325,0.0374999999999999,0.3279999999999999,0.04375,0.211,0.09775,0.0705,0.1694999999999999,0.09825,0.33025,0.1285,0.0905,0.03325,0.04125,0.05325,0.03425,0.0994999999999999,0.15275,0.0687499999999999,0.11675,0.031,0.0787499999999999,0.0282499999999999,0.0615,0.2045,0.09225,0.0464999999999999,0.0765,0.30025,0.0935,0.09125,0.031,0.0735,0.04325,0.067,0.2115,0.059
Vera Drake (2004),0.915,0.9585,0.915,0.8234999999999999,0.9585,0.915,0.8405,0.5995,0.75525,0.70525,0.8405,0.738,0.56,0.27425,0.54325,0.5995,0.3984999999999999,0.44725,0.41625,0.86625,0.8405,0.5035,0.196,0.45675,0.776,0.251,0.641,0.26025,0.3994999999999999,0.3249999999999999,0.23125,0.60125,0.18225,0.154,0.34975,0.22775,0.26175,0.30025,0.90875,0.21075,0.274,0.2664999999999999,0.23475,0.15475,0.20675,0.16675,0.90875,0.32075,0.2867499999999999,0.38825,0.279,0.27525,0.58725,0.30525,0.1372499999999999,0.14925,0.2002499999999999,0.1169999999999999,0.57975,0.23275,0.32975,0.44925,0.25875,0.17825,0.358,0.1922499999999999,0.119,0.16375,0.09425,0.563,0.281,0.1357499999999999,0.239,0.181,0.241,0.084,0.18475,0.1714999999999999,0.10625,0.141,0.1307499999999999,0.19,0.129,0.1029999999999999,0.0292499999999999,0.06,0.11025,0.10125,0.08875,0.17975,0.173,0.0665,0.072,0.1347499999999999,0.3125,0.10975,0.26575,0.09625,0.2544999999999999,0.09775,0.08625,0.079,0.12025,0.1169999999999999,0.063,0.39325,0.25,0.138,0.18275,0.1009999999999999,0.10125,0.0825,0.134,0.0484999999999999,0.11025,0.141,0.03825,0.0755,0.1689999999999999,0.128,0.0994999999999999,0.20525,0.11775,0.11525,0.04975,0.0605,0.06225,0.05125,0.0334999999999999,0.04475,0.0255,0.0667499999999999,0.03275,0.075,0.1977499999999999,0.0697499999999999,0.0605,0.1704999999999999,0.067,0.0645,0.03375,0.15675,0.123,0.03,0.0162499999999999,0.0305,0.0319999999999999,0.0762499999999999,0.0207499999999999
Callas Forever (2002),0.9635,0.806,0.806,0.9425,0.806,0.7909999999999999,0.88225,0.6915,0.7805,0.69475,0.8245,0.8069999999999999,0.55625,0.6175,0.4075,0.35475,0.948,0.784,0.75525,0.67875,0.78375,0.44275,0.491,0.7769999999999999,0.3475,0.55575,0.4439999999999999,0.92775,0.57275,0.7475,0.49,0.44175,0.5985,0.406,0.355,0.59975,0.401,0.84575,0.5865,0.3655,0.26875,0.41525,0.58525,0.57175,0.1975,0.2135,0.707,0.25475,0.40625,0.40475,0.08675,0.146,0.34325,0.1104999999999999,0.34375,0.26525,0.2355,0.60975,0.21,0.2194999999999999,0.46575,0.24625,0.147,0.23575,0.206,0.67325,0.2345,0.40575,0.594,0.368,0.476,0.17975,0.09525,0.09675,0.129,0.4337499999999999,0.22975,0.0895,0.1525,0.0464999999999999,0.235,0.279,0.25,0.21975,0.10225,0.254,0.09,0.0399999999999999,0.1262499999999999,0.0534999999999999,0.14475,0.0519999999999999,0.04675,0.15975,0.07,0.66375,0.16425,0.141,0.2324999999999999,0.6795,0.0722499999999999,0.1074999999999999,0.093,0.0319999999999999,0.1049999999999999,0.0717499999999999,0.0832499999999999,0.26175,0.32475,0.16475,0.0772499999999999,0.1609999999999999,0.3309999999999999,0.22875,0.4195,0.21725,0.348,0.38025,0.0717499999999999,0.1435,0.296,0.16625,0.06025,0.03425,0.06225,0.1149999999999999,0.10625,0.3874999999999999,0.04425,0.252,0.39925,0.2744999999999999,0.39725,0.0959999999999999,0.2524999999999999,0.1302499999999999,0.4255,0.0202499999999999,0.05875,0.0192499999999999,0.32175,0.3125,0.21925,0.0319999999999999,0.36975,0.017,0.03475,0.0474999999999999,0.11825
Kinsey (2004),0.946,0.946,0.946,0.936,0.946,0.946,0.66225,0.99725,0.6855,0.83175,0.8374999999999999,0.63225,0.79775,0.99725,0.53775,0.9445,0.972,0.45925,0.53425,0.72775,0.472,0.72675,0.3295,0.3602499999999999,0.31325,0.4245,0.6855,0.78325,0.659,0.43975,0.66025,0.6755,0.641,0.4315,0.3065,0.39575,0.397,0.73975,0.42025,0.2875,0.3129999999999999,0.3305,0.26325,0.2917499999999999,0.18575,0.31725,0.25525,0.3027499999999999,0.2415,0.274,0.32775,0.282,0.49875,0.4872499999999999,0.2194999999999999,0.3592499999999999,0.641,0.3462499999999999,0.3027499999999999,0.1387499999999999,0.27975,0.22325,0.3115,0.25775,0.604,0.1094999999999999,0.249,0.39725,0.1634999999999999,0.3175,0.29525,0.1104999999999999,0.199,0.2002499999999999,0.18425,0.2857499999999999,0.17625,0.11925,0.1094999999999999,0.1659999999999999,0.38375,0.247,0.26525,0.12275,0.69525,0.17125,0.14325,0.09025,0.24825,0.492,0.14725,0.0852499999999999,0.194,0.20925,0.203,0.1445,0.3139999999999999,0.37725,0.1024999999999999,0.1235,0.3605,0.183,0.1094999999999999,0.09325,0.16875,0.141,0.085,0.20475,0.14325,0.1525,0.1925,0.181,0.1644999999999999,0.1019999999999999,0.1975,0.14875,0.10725,0.0519999999999999,0.1579999999999999,0.0959999999999999,0.14525,0.082,0.1315,0.124,0.06,0.069,0.0449999999999999,0.088,0.15825,0.0837499999999999,0.03675,0.09125,0.04475,0.0964999999999999,0.04625,0.11625,0.0404999999999999,0.073,0.0489999999999999,0.129,0.0285,0.08675,0.0519999999999999,0.04425,0.069,0.0419999999999999,0.0504999999999999,0.124,0.0655
Bad Education (La mala educación) (2004),0.952,0.8035000000000001,0.94775,0.88225,0.815,0.88225,0.7775000000000001,0.8180000000000001,0.98225,0.8907499999999999,0.71875,0.503,0.537,0.72475,0.70375,0.55925,0.609,0.69,0.358,0.477,0.268,0.414,0.3635,0.698,0.275,0.2997499999999999,0.1327499999999999,0.859,0.311,0.34075,0.26775,0.237,0.2185,0.668,0.30625,0.35675,0.24475,0.05575,0.1084999999999999,0.248,0.59325,0.529,0.3502499999999999,0.74975,0.55175,0.2284999999999999,0.2027499999999999,0.1629999999999999,0.2175,0.29125,0.2125,0.23025,0.0974999999999999,0.17675,0.23675,0.1215,0.1674999999999999,0.1927499999999999,0.1392499999999999,0.18125,0.15425,0.135,0.16775,0.1372499999999999,0.0745,0.185,0.093,0.12,0.21325,0.09475,0.0574999999999999,0.1435,0.209,0.09175,0.0792499999999999,0.12475,0.05175,0.147,0.185,0.1997499999999999,0.1604999999999999,0.263,0.126,0.2239999999999999,0.15775,0.0419999999999999,0.197,0.1982499999999999,0.263,0.05225,0.12075,0.12275,0.0632499999999999,0.0857499999999999,0.0642499999999999,0.2704999999999999,0.0959999999999999,0.06125,0.1882499999999999,0.14975,0.0675,0.0707499999999999,0.1352499999999999,0.1347499999999999,0.0815,0.0775,0.1139999999999999,0.1405,0.1225,0.1024999999999999,0.0822499999999999,0.11175,0.03675,0.10325,0.0429999999999999,0.04425,0.11325,0.10775,0.065,0.11775,0.0667499999999999,0.0429999999999999,0.0237499999999999,0.0529999999999999,0.156,0.026,0.0697499999999999,0.0429999999999999,0.026,0.0559999999999999,0.0657499999999999,0.0262499999999999,0.1014999999999999,0.0695,0.0692499999999999,0.0732499999999999,0.1402499999999999,0.0205,0.268,0.0334999999999999,0.16525,0.023,0.0125,0.0715,0.0374999999999999,0.03275,0.0152499999999999,0.05525,0.0135
