movieId,islam,sacrifice,original,wartime,good,greed,drama,vengeance,period piece,weird,mentor,culture clash,catastrophe,betrayal,runaway,prejudice,melancholic,chase,fight scenes,weapons,predictable,dialogue,adaptation,surveillance,first contact,fantasy world,independent film,not funny,life philosophy,survival,unlikely friendships,fun movie,light,british,pornography,transformation,very funny,life & death,stereotypes,death,family,drinking,nudity (full frontal - brief),teen movie,irish accent,indians,camp,childhood,women,underrated,absurd,quirky,desert,alternate history,computer animation,dysfunctional family,classic car,doctors,russian,creativity,1930s,queer,pulp,interracial romance,writers,california,hospital,alter ego,island,sexy,multiple storylines,finnish,too long,brothers,rebellion,censorship,farce,internet,radio,race,new jersey,good music,prison,hotel,film noir,blindness,bollywood,road movie,memory,simple,small town,ensemble cast,texas,nudity (rear),mad scientist,notable nudity,australia,nudity (topless - brief),tokyo,awesome soundtrack,atheism,wilderness,immortality,80s,divorce,god,kidnapping,stand-up comedy,oil,adoption,made for tv,too short,foul language,graphic novel,hip hop,remake,stoner movie,hunting,dreams,san francisco,directorial debut,addiction,time,workplace,new york city,best of 2005,kick-butt women,trilogy,lawyer,no plot,fashion,snakes,french,potential oscar nom,cancer,robert downey jr,unlikeable characters,buddy movie,ghosts/afterlife,reality tv,documentary,father daughter relationship,single father,wine,homeless,shopping,prostitution,los angeles,goth
Alexander (2004),0.89625,0.7762500000000001,0.89625,0.4077499999999999,0.67825,0.4489999999999999,0.4489999999999999,0.53575,0.9425,0.63425,0.46325,0.3522499999999999,0.8362499999999999,0.4085,0.293,0.4842499999999999,0.429,0.593,0.8362499999999999,0.593,0.8362499999999999,0.543,0.5525,0.469,0.352,0.528,0.1945,0.3339999999999999,0.3425,0.178,0.16775,0.17275,0.139,0.1159999999999999,0.52375,0.28225,0.2925,0.4227499999999999,0.1322499999999999,0.3725,0.2165,0.1775,0.22425,0.1825,0.8847499999999999,0.40925,0.24375,0.176,0.24525,0.16775,0.16475,0.2065,0.1624999999999999,0.188,0.24775,0.1855,0.18175,0.137,0.11225,0.1875,0.0725,0.56275,0.1855,0.1149999999999999,0.26725,0.1134999999999999,0.10525,0.1257499999999999,0.11225,0.21,0.22625,0.04525,0.7535000000000001,0.1164999999999999,0.1175,0.40625,0.10575,0.16775,0.0554999999999999,0.0682499999999999,0.1397499999999999,0.1619999999999999,0.089,0.0682499999999999,0.10475,0.135,0.0697499999999999,0.1185,0.141,0.0752499999999999,0.0785,0.0795,0.0687499999999999,0.22575,0.0837499999999999,0.1089999999999999,0.05025,0.0725,0.09275,0.139,0.1664999999999999,0.10675,0.26525,0.0665,0.06125,0.3615,0.0584999999999999,0.1255,0.04275,0.0815,0.10575,0.08,0.126,0.28325,0.0687499999999999,0.21425,0.0852499999999999,0.0262499999999999,0.1392499999999999,0.05425,0.0539999999999999,0.05525,0.0584999999999999,0.05375,0.0782499999999999,0.05925,0.05925,0.071,0.03875,0.0595,0.064,0.27875,0.0305,0.04775,0.059,0.09625,0.0529999999999999,0.0539999999999999,0.0334999999999999,0.0584999999999999,0.04775,0.0334999999999999,0.0369999999999999,0.05375,0.0339999999999999,0.0265,0.0384999999999999,0.0725,0.0479999999999999
Since You Went Away (1944),0.682,0.682,0.7749999999999999,0.97075,0.7749999999999999,0.65475,0.65475,0.44925,0.4955,0.5435,0.3349999999999999,0.65475,0.4762499999999999,0.1185,0.65475,0.45825,0.574,0.17675,0.0925,0.1114999999999999,0.1307499999999999,0.3884999999999999,0.16175,0.05325,0.1322499999999999,0.14975,0.14,0.3087499999999999,0.22225,0.147,0.1912499999999999,0.1275,0.5435,0.253,0.067,0.25825,0.16175,0.0959999999999999,0.0554999999999999,0.0454999999999999,0.1699999999999999,0.2957499999999999,0.05375,0.15775,0.1169999999999999,0.151,0.0252499999999999,0.27275,0.8460000000000001,0.0755,0.1387499999999999,0.08625,0.0192499999999999,0.11075,0.0752499999999999,0.435,0.125,0.0177499999999999,0.183,0.11325,0.0712499999999999,0.3005,0.0842499999999999,0.2564999999999999,0.14825,0.04575,0.1599999999999999,0.065,0.0944999999999999,0.03525,0.09125,0.30625,0.3475,0.1114999999999999,0.0105,0.0177499999999999,0.1755,0.05625,0.121,0.04075,0.0245,0.2345,0.04175,0.079,0.5435,0.09375,0.0925,0.03775,0.1024999999999999,0.0762499999999999,0.09025,0.11475,0.0797499999999999,0.0072499999999999,0.0285,0.018,0.0127499999999999,0.0085,0.0564999999999999,0.0722499999999999,0.0685,0.0262499999999999,0.0494999999999999,0.0205,0.66975,0.03,0.0605,0.083,0.12025,0.04025,0.04325,0.281,0.03725,0.0409999999999999,0.0722499999999999,0.002,0.0257499999999999,0.0142499999999999,0.04025,0.1609999999999999,0.0237499999999999,0.0474999999999999,0.05625,0.04075,0.0137499999999999,0.03675,0.03875,0.023,0.0434999999999999,0.02,0.1029999999999999,0.03325,0.0469999999999999,0.0227499999999999,0.0215,0.021,0.008,0.0252499999999999,0.0182499999999999,0.1569999999999999,0.0647499999999999,0.0404999999999999,0.1332499999999999,0.03725,0.0215,0.0745,0.0202499999999999,0.0132499999999999,0.013
"Memphis Belle: A Story of a Flying Fortress, The (1944)",0.8674999999999999,0.8674999999999999,0.64975,0.9765,0.59325,0.531,0.531,0.4267499999999999,0.507,0.492,0.65275,0.489,0.568,0.43525,0.3984999999999999,0.86425,0.387,0.66375,0.4519999999999999,0.44675,0.2345,0.3532499999999999,0.2927499999999999,0.27,0.2734999999999999,0.3565,0.27475,0.353,0.3944999999999999,0.2684999999999999,0.1995,0.27475,0.22375,0.20325,0.1947499999999999,0.26475,0.21475,0.56675,0.28725,0.2995,0.1515,0.11375,0.2917499999999999,0.3189999999999999,0.12225,0.0905,0.1735,0.2465,0.3125,0.10725,0.1267499999999999,0.16175,0.2794999999999999,0.3482499999999999,0.14675,0.1574999999999999,0.09,0.1445,0.25325,0.2012499999999999,0.20575,0.1835,0.12,0.35075,0.10075,0.1982499999999999,0.20875,0.10775,0.131,0.3055,0.0935,0.26125,0.0712499999999999,0.1435,0.11725,0.137,0.217,0.1917499999999999,0.27375,0.2314999999999999,0.6065,0.1054999999999999,0.1225,0.1694999999999999,0.10875,0.0782499999999999,0.119,0.1987499999999999,0.1629999999999999,0.17775,0.1159999999999999,0.0742499999999999,0.15675,0.1277499999999999,0.15925,0.4297499999999999,0.0584999999999999,0.25525,0.0727499999999999,0.0687499999999999,0.0605,0.149,0.11825,0.0964999999999999,0.04675,0.04775,0.03375,0.0757499999999999,0.1267499999999999,0.16425,0.14775,0.20425,0.05575,0.031,0.0177499999999999,0.05025,0.072,0.1674999999999999,0.0812499999999999,0.3007499999999999,0.0314999999999999,0.04875,0.1215,0.0895,0.144,0.0202499999999999,0.0755,0.0334999999999999,0.04475,0.0414999999999999,0.0389999999999999,0.0257499999999999,0.10525,0.07,0.0685,0.0339999999999999,0.05075,0.0215,0.09575,0.0999999999999999,0.1282499999999999,0.03775,0.1377499999999999,0.0167499999999999,0.0655,0.021,0.0409999999999999,0.0682499999999999,0.03575
"Vikings, The (1958)",0.4782499999999999,0.64875,0.623,0.1425,0.4995,0.471,0.471,0.806,0.8045,0.515,0.46875,0.623,0.4277499999999999,0.39425,0.471,0.64875,0.4325,0.8200000000000001,0.8200000000000001,0.718,0.639,0.3325,0.365,0.3675,0.4237499999999999,0.58125,0.1302499999999999,0.36975,0.2877499999999999,0.10475,0.1425,0.3662499999999999,0.3462499999999999,0.4925,0.383,0.57475,0.4217499999999999,0.6045,0.0837499999999999,0.56575,0.1525,0.3695,0.1315,0.20425,0.09275,0.1555,0.3349999999999999,0.41525,0.3155,0.376,0.1785,0.11725,0.2025,0.178,0.1545,0.1225,0.408,0.17275,0.064,0.2115,0.1134999999999999,0.3542499999999999,0.236,0.18125,0.12425,0.10375,0.1882499999999999,0.16225,0.1114999999999999,0.2229999999999999,0.1755,0.0207499999999999,0.3585,0.2314999999999999,0.2055,0.3149999999999999,0.27775,0.0935,0.0235,0.09375,0.0615,0.145,0.1039999999999999,0.1074999999999999,0.0807499999999999,0.27375,0.0692499999999999,0.0722499999999999,0.1465,0.09275,0.0459999999999999,0.06025,0.1317499999999999,0.05875,0.2249999999999999,0.10275,0.066,0.10425,0.092,0.1945,0.08725,0.07,0.4639999999999999,0.33075,0.22175,0.1124999999999999,0.29125,0.1024999999999999,0.0524999999999999,0.04075,0.0424999999999999,0.0805,0.04775,0.0369999999999999,0.0554999999999999,0.1555,0.0762499999999999,0.26975,0.0504999999999999,0.1029999999999999,0.0424999999999999,0.09675,0.05525,0.04725,0.0627499999999999,0.04275,0.1347499999999999,0.0632499999999999,0.05475,0.0394999999999999,0.3,0.40075,0.0414999999999999,0.0217499999999999,0.0414999999999999,0.0959999999999999,0.05875,0.1009999999999999,0.0625,0.0474999999999999,0.0175,0.018,0.0752499999999999,0.05375,0.0379999999999999,0.10425,0.085,0.11275,0.0265
"Great Waldo Pepper, The (1975)",0.7865,0.7865,0.8109999999999999,0.86775,0.8109999999999999,0.484,0.4265,0.4695,0.349,0.8109999999999999,0.6535,0.4265,0.45675,0.32425,0.4265,0.37525,0.51025,0.28025,0.47675,0.2445,0.5945,0.36175,0.156,0.2794999999999999,0.37575,0.3255,0.4265,0.33475,0.385,0.0675,0.70675,0.603,0.31925,0.0964999999999999,0.10225,0.25875,0.64575,0.67825,0.0999999999999999,0.31575,0.1355,0.393,0.122,0.38775,0.20425,0.0584999999999999,0.312,0.43125,0.15525,0.38925,0.212,0.1327499999999999,0.02975,0.38525,0.1265,0.09175,0.21725,0.3452499999999999,0.088,0.218,0.485,0.15975,0.2865,0.08775,0.1825,0.0974999999999999,0.388,0.47675,0.09525,0.071,0.0449999999999999,0.0145,0.1205,0.088,0.0399999999999999,0.04225,0.10825,0.10925,0.2204999999999999,0.1252499999999999,0.17375,0.05225,0.12125,0.1382499999999999,0.0852499999999999,0.12075,0.05425,0.1932499999999999,0.02975,0.1987499999999999,0.082,0.0464999999999999,0.1345,0.0865,0.084,0.0727499999999999,0.09025,0.03375,0.0374999999999999,0.0489999999999999,0.04575,0.0384999999999999,0.0359999999999999,0.05675,0.08925,0.015,0.0797499999999999,0.0772499999999999,0.0672499999999999,0.0665,0.04125,0.1277499999999999,0.0369999999999999,0.0329999999999999,0.03875,0.078,0.0374999999999999,0.0339999999999999,0.1649999999999999,0.1945,0.0245,0.05825,0.0817499999999999,0.04175,0.1992499999999999,0.0305,0.0524999999999999,0.0319999999999999,0.03975,0.04875,0.266,0.016,0.0735,0.0305,0.03225,0.1584999999999999,0.1307499999999999,0.08675,0.024,0.04725,0.007,0.0755,0.23975,0.0564999999999999,0.0569999999999999,0.0655,0.04325,0.0222499999999999,0.022
Shining Through (1992),0.30125,0.247,0.42,0.98675,0.82975,0.31225,0.49875,0.31225,0.63225,0.24825,0.52625,0.3339999999999999,0.7235,0.96025,0.46675,0.32575,0.24825,0.5925,0.22625,0.2284999999999999,0.5325,0.2015,0.6605,0.96025,0.48275,0.1699999999999999,0.2269999999999999,0.2995,0.3219999999999999,0.1252499999999999,0.17225,0.2774999999999999,0.3794999999999999,0.12475,0.1725,0.2847499999999999,0.1775,0.132,0.10275,0.0989999999999999,0.2274999999999999,0.0852499999999999,0.132,0.839,0.6815,0.0662499999999999,0.2055,0.09675,0.796,0.22475,0.1225,0.1034999999999999,0.0185,0.075,0.2274999999999999,0.136,0.18525,0.32675,0.0489999999999999,0.12475,0.3169999999999999,0.1297499999999999,0.131,0.25425,0.1905,0.0705,0.0722499999999999,0.08,0.091,0.1955,0.1104999999999999,0.0795,0.10775,0.05325,0.023,0.202,0.124,0.10925,0.093,0.259,0.181,0.2897499999999999,0.0812499999999999,0.21375,0.151,0.14175,0.0549999999999999,0.0815,0.1059999999999999,0.0305,0.1287499999999999,0.0195,0.0262499999999999,0.0817499999999999,0.04375,0.2007499999999999,0.0895,0.10425,0.0255,0.0895,0.0539999999999999,0.156,0.08875,0.09825,0.31,0.03125,0.0369999999999999,0.0584999999999999,0.04525,0.0712499999999999,0.0404999999999999,0.0242499999999999,0.0285,0.0097499999999999,0.247,0.05425,0.0514999999999999,0.0329999999999999,0.0464999999999999,0.1044999999999999,0.0237499999999999,0.0389999999999999,0.03925,0.03975,0.0815,0.017,0.0449999999999999,0.0217499999999999,0.1034999999999999,0.09425,0.0835,0.0195,0.0202499999999999,0.024,0.05575,0.05575,0.0255,0.024,0.0379999999999999,0.04375,0.03675,0.0195,0.026,0.0835,0.0232499999999999,0.0627499999999999,0.0359999999999999,0.04325,0.027
"Beautiful Country, The (2004)",0.63925,0.63925,0.54075,0.63925,0.65575,0.4862499999999999,0.8109999999999999,0.5895,0.1912499999999999,0.5895,0.73575,0.38125,0.6595,0.351,0.44175,0.4345,0.5895,0.2239999999999999,0.1402499999999999,0.16575,0.2534999999999999,0.40475,0.22525,0.1725,0.2534999999999999,0.26325,0.7435,0.33825,0.4509999999999999,0.237,0.51925,0.14375,0.23775,0.14275,0.36175,0.2274999999999999,0.23075,0.2714999999999999,0.35775,0.0845,0.39275,0.2857499999999999,0.3745,0.1604999999999999,0.1907499999999999,0.17125,0.62775,0.14825,0.1694999999999999,0.136,0.10325,0.262,0.0677499999999999,0.4399999999999999,0.12425,0.4545,0.177,0.0687499999999999,0.0752499999999999,0.155,0.071,0.121,0.0974999999999999,0.211,0.2234999999999999,0.25075,0.1495,0.0735,0.0329999999999999,0.089,0.0725,0.2935,0.15075,0.18475,0.05725,0.04925,0.04875,0.0685,0.0802499999999999,0.1927499999999999,0.14225,0.09575,0.05925,0.07,0.0845,0.35875,0.066,0.151,0.0752499999999999,0.1445,0.191,0.03175,0.469,0.075,0.0722499999999999,0.1004999999999999,0.1144999999999999,0.05075,0.132,0.067,0.10725,0.0245,0.0409999999999999,0.0339999999999999,0.146,0.09675,0.0127499999999999,0.0605,0.05425,0.21475,0.03375,0.0687499999999999,0.0192499999999999,0.0187499999999999,0.03425,0.15125,0.14575,0.0205,0.0732499999999999,0.0434999999999999,0.0282499999999999,0.0349999999999999,0.074,0.17075,0.15225,0.0519999999999999,0.0579999999999999,0.03325,0.09375,0.0324999999999999,0.0265,0.0225,0.0314999999999999,0.0722499999999999,0.10725,0.0252499999999999,0.0275,0.017,0.0499999999999999,0.05825,0.023,0.1039999999999999,0.1745,0.0675,0.0419999999999999,0.0232499999999999,0.282,0.05925,0.028
Hitler: The Rise of Evil (2003),0.9865,0.9495,0.9865,0.8927499999999999,0.83725,0.83725,0.83725,0.538,0.9875,0.4925,0.6235,0.4925,0.57775,0.71325,0.50925,0.60975,0.4925,0.3245,0.3884999999999999,0.22375,0.44775,0.3465,0.59425,0.52225,0.3305,0.266,0.27175,0.36,0.43625,0.31225,0.178,0.31275,0.184,0.4245,0.2055,0.4065,0.2887499999999999,0.16825,0.1149999999999999,0.21175,0.1154999999999999,0.24825,0.374,0.1699999999999999,0.09025,0.1272499999999999,0.2674999999999999,0.31775,0.1332499999999999,0.3095,0.2012499999999999,0.1355,0.04425,0.39075,0.1332499999999999,0.119,0.18025,0.277,0.09025,0.202,0.52175,0.1624999999999999,0.14075,0.1275,0.152,0.0692499999999999,0.142,0.15775,0.1725,0.1679999999999999,0.1175,0.1129999999999999,0.1277499999999999,0.1139999999999999,0.1465,0.5835,0.11875,0.134,0.1634999999999999,0.33425,0.16575,0.0964999999999999,0.1725,0.0454999999999999,0.08775,0.255,0.0695,0.0529999999999999,0.133,0.0344999999999999,0.0964999999999999,0.03725,0.0404999999999999,0.1245,0.14675,0.2965,0.05525,0.09725,0.09175,0.0935,0.32575,0.1089999999999999,0.185,0.067,0.0559999999999999,0.0705,0.0282499999999999,0.03525,0.1277499999999999,0.0855,0.28225,0.1352499999999999,0.13,0.387,0.10425,0.20475,0.062,0.0509999999999999,0.11875,0.0747499999999999,0.16375,0.1024999999999999,0.0807499999999999,0.08975,0.0805,0.0702499999999999,0.079,0.04475,0.11575,0.04275,0.017,0.10925,0.0295,0.09775,0.0675,0.0554999999999999,0.0529999999999999,0.03375,0.04575,0.135,0.16375,0.064,0.0349999999999999,0.0135,0.091,0.0272499999999999,0.0554999999999999,0.027,0.0762499999999999
Saints and Soldiers (2003),0.96725,0.96725,0.72175,0.96725,0.8334999999999999,0.67275,0.68325,0.652,0.55175,0.6385,0.869,0.68325,0.8334999999999999,0.5345,0.652,0.79375,0.516,0.4365,0.46325,0.50775,0.46325,0.479,0.33875,0.25825,0.3219999999999999,0.276,0.65325,0.3535,0.37075,0.72275,0.58475,0.1985,0.215,0.39475,0.1674999999999999,0.2817499999999999,0.31675,0.20975,0.41025,0.2704999999999999,0.269,0.29625,0.3485,0.1955,0.271,0.14625,0.2304999999999999,0.16925,0.21375,0.25725,0.1892499999999999,0.199,0.17525,0.2165,0.2534999999999999,0.2425,0.235,0.1905,0.25075,0.1885,0.1402499999999999,0.152,0.10875,0.15075,0.237,0.17225,0.1275,0.15425,0.131,0.1054999999999999,0.136,0.126,0.08725,0.31875,0.061,0.071,0.0807499999999999,0.0822499999999999,0.238,0.14575,0.1912499999999999,0.1262499999999999,0.60675,0.0765,0.10075,0.1997499999999999,0.15775,0.14075,0.16775,0.1775,0.1195,0.4205,0.0885,0.13,0.06125,0.09075,0.15925,0.1302499999999999,0.0534999999999999,0.1262499999999999,0.18225,0.23025,0.0389999999999999,0.05575,0.0574999999999999,0.18225,0.0807499999999999,0.0717499999999999,0.0529999999999999,0.05725,0.08975,0.0825,0.413,0.0707499999999999,0.0845,0.05225,0.11925,0.0677499999999999,0.06,0.0429999999999999,0.1292499999999999,0.0797499999999999,0.0569999999999999,0.0534999999999999,0.0642499999999999,0.2425,0.05125,0.04775,0.03675,0.0675,0.0489999999999999,0.0235,0.0765,0.20925,0.06175,0.0825,0.0682499999999999,0.09425,0.0519999999999999,0.0637499999999999,0.0265,0.0765,0.0464999999999999,0.0979999999999999,0.0697499999999999,0.0282499999999999,0.0369999999999999,0.05825,0.0655
Hell Is for Heroes (1962),0.62525,0.62525,0.5965,0.95225,0.53125,0.5965,0.53125,0.7847500000000001,0.15725,0.66125,0.385,0.53125,0.42325,0.5965,0.53125,0.3702499999999999,0.432,0.43125,0.38075,0.503,0.2239999999999999,0.2875,0.20575,0.37475,0.193,0.15975,0.28075,0.33425,0.2329999999999999,0.2194999999999999,0.144,0.06175,0.3475,0.213,0.4985,0.1987499999999999,0.184,0.28825,0.126,0.2025,0.0305,0.7475,0.4287499999999999,0.2194999999999999,0.20925,0.04025,0.05675,0.0787499999999999,0.0807499999999999,0.084,0.21575,0.2209999999999999,0.431,0.076,0.1164999999999999,0.189,0.24225,0.186,0.119,0.18475,0.0705,0.1225,0.1275,0.1599999999999999,0.1144999999999999,0.09225,0.16375,0.956,0.069,0.1694999999999999,0.1044999999999999,0.43925,0.0855,0.03975,0.022,0.0767499999999999,0.21575,0.05475,0.06025,0.0267499999999999,0.05275,0.04225,0.1255,0.0792499999999999,0.3475,0.08975,0.177,0.05575,0.05875,0.0329999999999999,0.05775,0.3745,0.0655,0.0737499999999999,0.1225,0.261,0.04825,0.1175,0.44725,0.0354999999999999,0.05325,0.03025,0.0255,0.021,0.0137499999999999,0.0267499999999999,0.0539999999999999,0.1185,0.14675,0.0409999999999999,0.05725,0.0137499999999999,0.023,0.04725,0.073,0.0067499999999999,0.04225,0.026,0.0409999999999999,0.0632499999999999,0.0767499999999999,0.1185,0.023,0.1069999999999999,0.0215,0.0464999999999999,0.0742499999999999,0.0227499999999999,0.0145,0.0252499999999999,0.066,0.0735,0.1387499999999999,0.0364999999999999,0.0295,0.0339999999999999,0.0295,0.0195,0.0165,0.0339999999999999,0.05875,0.0329999999999999,0.01,0.03775,0.0187499999999999,0.025,0.04375,0.017,0.0225
Deathwatch (2002),0.8907499999999999,0.8907499999999999,0.7789999999999999,0.8907499999999999,0.497,0.6095,0.50775,0.69425,0.2674999999999999,0.72925,0.3612499999999999,0.6095,0.4135,0.514,0.6095,0.2385,0.6095,0.27425,0.4077499999999999,0.4605,0.4105,0.5495,0.26675,0.435,0.4077499999999999,0.31725,0.6275,0.361,0.34225,0.6025,0.1895,0.16625,0.178,0.5715,0.4034999999999999,0.2027499999999999,0.17225,0.3035,0.39125,0.62825,0.155,0.2885,0.34175,0.1149999999999999,0.1704999999999999,0.05575,0.3974999999999999,0.11525,0.1134999999999999,0.29725,0.1699999999999999,0.2937499999999999,0.14325,0.18625,0.174,0.2544999999999999,0.1569999999999999,0.212,0.2065,0.1362499999999999,0.0705,0.18275,0.1415,0.0627499999999999,0.22025,0.0677499999999999,0.142,0.1972499999999999,0.142,0.26525,0.1955,0.1215,0.1024999999999999,0.125,0.03975,0.066,0.15525,0.1074999999999999,0.20675,0.05225,0.09775,0.23425,0.144,0.198,0.242,0.1387499999999999,0.06225,0.09225,0.0747499999999999,0.10475,0.2055,0.2887499999999999,0.10475,0.14675,0.1332499999999999,0.0359999999999999,0.1485,0.0797499999999999,0.066,0.10725,0.071,0.39725,0.0549999999999999,0.0777499999999999,0.05275,0.071,0.088,0.11925,0.0379999999999999,0.093,0.029,0.0802499999999999,0.0569999999999999,0.28,0.1362499999999999,0.0635,0.05875,0.0519999999999999,0.11025,0.0285,0.2724999999999999,0.10675,0.0215,0.065,0.0737499999999999,0.2165,0.0832499999999999,0.0944999999999999,0.04275,0.08775,0.0359999999999999,0.05675,0.0459999999999999,0.0354999999999999,0.0595,0.0615,0.0772499999999999,0.04325,0.1992499999999999,0.0697499999999999,0.0262499999999999,0.029,0.0255,0.03875,0.05825,0.0227499999999999,0.0579999999999999,0.0339999999999999,0.15325
"Green Berets, The (1968)",0.974,0.974,0.71275,0.974,0.55975,0.5035,0.5035,0.7505,0.6295,0.5035,0.4995,0.5035,0.553,0.55475,0.5035,0.633,0.24925,0.8187500000000001,0.8187500000000001,0.8187500000000001,0.666,0.4489999999999999,0.3047499999999999,0.3339999999999999,0.565,0.3057499999999999,0.218,0.3515,0.31675,0.21575,0.1545,0.2425,0.308,0.15125,0.46875,0.278,0.63125,0.1925,0.4317499999999999,0.29,0.29725,0.1704999999999999,0.1882499999999999,0.629,0.25725,0.46575,0.6425,0.20575,0.12275,0.17375,0.396,0.216,0.2284999999999999,0.2264999999999999,0.182,0.1835,0.15625,0.359,0.245,0.14225,0.0737499999999999,0.1372499999999999,0.2694999999999999,0.09925,0.201,0.2415,0.16925,0.1935,0.21075,0.18525,0.11675,0.2445,0.0775,0.192,0.1305,0.3145,0.2925,0.1985,0.125,0.1694999999999999,0.12475,0.0494999999999999,0.1059999999999999,0.0627499999999999,0.0935,0.1997499999999999,0.08675,0.08825,0.067,0.081,0.12425,0.18375,0.129,0.18325,0.25725,0.1312499999999999,0.0805,0.0675,0.05825,0.11125,0.1654999999999999,0.0242499999999999,0.08775,0.1755,0.05925,0.3615,0.16875,0.08725,0.073,0.1054999999999999,0.04775,0.1599999999999999,0.089,0.1897499999999999,0.0652499999999999,0.09875,0.1099999999999999,0.15775,0.0615,0.0737499999999999,0.0687499999999999,0.0717499999999999,0.10225,0.064,0.0865,0.04275,0.0564999999999999,0.1495,0.08775,0.0752499999999999,0.0652499999999999,0.0632499999999999,0.03875,0.04025,0.0657499999999999,0.0499999999999999,0.21125,0.082,0.0544999999999999,0.10675,0.0215,0.0319999999999999,0.0672499999999999,0.0292499999999999,0.0715,0.15225,0.04675,0.0949999999999999,0.0822499999999999
Battle of the Bulge (1965),0.93725,0.93725,0.933,0.93725,0.7882499999999999,0.7882499999999999,0.7882499999999999,0.62325,0.93575,0.7882499999999999,0.4065,0.7882499999999999,0.61025,0.47875,0.7882499999999999,0.528,0.3065,0.619,0.619,0.5445,0.4295,0.4267499999999999,0.2425,0.4277499999999999,0.47975,0.56175,0.205,0.35775,0.2324999999999999,0.3295,0.15875,0.52675,0.365,0.65875,0.241,0.2415,0.2594999999999999,0.1245,0.56425,0.09025,0.56625,0.16575,0.3455,0.41025,0.064,0.32825,0.3135,0.2274999999999999,0.1074999999999999,0.23775,0.1609999999999999,0.177,0.67525,0.1952499999999999,0.15625,0.11475,0.1355,0.1619999999999999,0.20325,0.1952499999999999,0.11175,0.1357499999999999,0.145,0.29325,0.1387499999999999,0.17675,0.05175,0.14575,0.0667499999999999,0.1604999999999999,0.10475,0.3735,0.0875,0.085,0.064,0.10675,0.1639999999999999,0.0637499999999999,0.15925,0.0807499999999999,0.0717499999999999,0.1505,0.1465,0.1267499999999999,0.1029999999999999,0.09175,0.17025,0.1139999999999999,0.08775,0.0725,0.10275,0.1664999999999999,0.2254999999999999,0.1397499999999999,0.17025,0.0989999999999999,0.138,0.05875,0.04625,0.154,0.04375,0.0662499999999999,0.1302499999999999,0.0775,0.09375,0.0434999999999999,0.04675,0.064,0.08775,0.05175,0.04975,0.093,0.124,0.066,0.03525,0.0235,0.0717499999999999,0.04425,0.0549999999999999,0.15525,0.04925,0.0645,0.089,0.04875,0.04175,0.0287499999999999,0.0499999999999999,0.025,0.02,0.0282499999999999,0.0752499999999999,0.17725,0.03825,0.0484999999999999,0.03775,0.03175,0.1175,0.0665,0.0682499999999999,0.0554999999999999,0.04525,0.0574999999999999,0.0252499999999999,0.0635,0.0187499999999999,0.031,0.04325,0.0725,0.04175
C.S.A.: The Confederate States of America (2004),0.98175,0.95225,0.98175,0.74875,0.58425,0.662,0.8085,0.7025,0.98175,0.5245,0.3814999999999999,0.5245,0.544,0.4195,0.55675,0.92025,0.363,0.3525,0.33025,0.3185,0.5805,0.4785,0.44825,0.4115,0.405,0.60025,0.3289999999999999,0.18375,0.344,0.3462499999999999,0.149,0.40425,0.40625,0.78075,0.7789999999999999,0.30325,0.62525,0.32325,0.70125,0.24775,0.21025,0.1935,0.2995,0.1285,0.10875,0.16375,0.23875,0.1995,0.23075,0.1594999999999999,0.977,0.249,0.085,0.95575,0.16625,0.1019999999999999,0.25375,0.1104999999999999,0.05025,0.28225,0.4895,0.39175,0.15225,0.236,0.24975,0.1932499999999999,0.10025,0.2135,0.2977499999999999,0.1965,0.1322499999999999,0.1704999999999999,0.10975,0.0939999999999999,0.4599999999999999,0.70725,0.62525,0.3545,0.1619999999999999,0.25475,0.2035,0.05825,0.0954999999999999,0.1265,0.09425,0.0915,0.0802499999999999,0.09925,0.0757499999999999,0.03025,0.1415,0.11075,0.25775,0.1159999999999999,0.137,0.05025,0.0655,0.1397499999999999,0.0807499999999999,0.0549999999999999,0.17125,0.062,0.03875,0.04175,0.0672499999999999,0.1297499999999999,0.10425,0.09225,0.17825,0.04275,0.10725,0.084,0.1584999999999999,0.0384999999999999,0.11325,0.0792499999999999,0.0722499999999999,0.03125,0.11875,0.03525,0.1039999999999999,0.0499999999999999,0.0245,0.1684999999999999,0.0615,0.10875,0.0579999999999999,0.0225,0.0822499999999999,0.03825,0.04125,0.0359999999999999,0.03875,0.1357499999999999,0.029,0.1292499999999999,0.0324999999999999,0.0667499999999999,0.0404999999999999,0.2897499999999999,0.5055,0.0424999999999999,0.0285,0.062,0.0514999999999999,0.0652499999999999,0.03275,0.0685,0.0504999999999999
