movieId,culture clash,runaway,independent film,drama,betrayal,weird,good,greed,melancholic,islam,original,wartime,mentor,drinking,period piece,dialogue,prejudice,sacrifice,vengeance,light,adaptation,catastrophe,unlikely friendships,life & death,british,survival,death,surveillance,weapons,fun movie,chase,childhood,pornography,life philosophy,fight scenes,very funny,transformation,not funny,nudity (full frontal - brief),predictable,film noir,family,fantasy world,1930s,good music,first contact,censorship,too long,stereotypes,rebellion,absurd,quirky,underrated,camp,dysfunctional family,irish accent,women,doctors,awesome soundtrack,hospital,classic car,brothers,indians,queer,alternate history,sexy,teen movie,creativity,multiple storylines,small town,bollywood,nudity (topless - brief),russian,ensemble cast,prison,alter ego,california,desert,hotel,computer animation,writers,race,simple,tokyo,memory,blindness,atheism,farce,interracial romance,radio,road movie,wilderness,foul language,island,directorial debut,god,new jersey,80s,dreams,lawyer,divorce,best of 2005,addiction,mad scientist,finnish,oil,potential oscar nom,pulp,french,hunting,texas,nudity (rear),made for tv,workplace,stoner movie,australia,adoption,new york city,documentary,internet,time,immortality,notable nudity,graphic novel,cancer,san francisco,stand-up comedy,kidnapping,father daughter relationship,trilogy,robert downey jr,snakes,wine,buddy movie,prostitution,ghosts/afterlife,too short,hip hop,no plot,fashion,homeless,goth,kick-butt women,unlikeable characters,los angeles,single father,reality tv,remake,shopping
Ben-Hur: A Tale of the Christ (1925),0.91325,0.91325,0.74625,0.91325,0.70925,0.91325,0.91325,0.82575,0.8440000000000001,0.44625,0.7967500000000001,0.859,0.6035,0.74625,0.559,0.8440000000000001,0.66325,0.471,0.7065,0.883,0.7955000000000001,0.53075,0.405,0.20625,0.2877499999999999,0.12275,0.23475,0.2279999999999999,0.65425,0.5705,0.5705,0.7585,0.51175,0.28825,0.5705,0.389,0.47975,0.376,0.35075,0.65425,0.74625,0.4975,0.5015,0.6815,0.27975,0.65425,0.31725,0.4135,0.3215,0.15675,0.344,0.1425,0.1689999999999999,0.1215,0.23725,0.1955,0.28125,0.1034999999999999,0.1885,0.1004999999999999,0.1584999999999999,0.18025,0.204,0.2219999999999999,0.2855,0.38375,0.27975,0.4135,0.1932499999999999,0.1084999999999999,0.10625,0.0944999999999999,0.0479999999999999,0.059,0.1825,0.286,0.2935,0.289,0.09,0.29225,0.09,0.6485,0.23975,0.20825,0.0989999999999999,0.22275,0.32575,0.2,0.2804999999999999,0.0434999999999999,0.0544999999999999,0.09525,0.1295,0.14925,0.127,0.487,0.0685,0.1382499999999999,0.142,0.0777499999999999,0.1495,0.1795,0.0632499999999999,0.25975,0.1024999999999999,0.062,0.0409999999999999,0.14675,0.0655,0.0727499999999999,0.0625,0.09375,0.2465,0.0652499999999999,0.08825,0.03825,0.18175,0.0735,0.0762499999999999,0.083,0.154,0.24375,0.08,0.1139999999999999,0.08725,0.15,0.1039999999999999,0.0524999999999999,0.1139999999999999,0.14375,0.088,0.22225,0.03575,0.11975,0.066,0.09525,0.0529999999999999,0.03925,0.0529999999999999,0.04975,0.0285,0.03225,0.0832499999999999,0.03525,0.0519999999999999,0.0954999999999999,0.0285,0.1895,0.0404999999999999
"Midnight Clear, A (1992)",0.9635,0.7565,0.9825,0.9635,0.78375,0.90975,0.90975,0.74225,0.692,0.67575,0.7915000000000001,0.9825,0.68725,0.74075,0.5725,0.58975,0.636,0.6265,0.6735,0.4475,0.81975,0.7135,0.68725,0.56425,0.365,0.58,0.374,0.3319999999999999,0.6675,0.49475,0.4745,0.268,0.4645,0.271,0.49475,0.42,0.25525,0.3774999999999999,0.4247499999999999,0.3245,0.397,0.307,0.25325,0.3275,0.26725,0.3245,0.31875,0.17925,0.48075,0.218,0.52225,0.32725,0.4762499999999999,0.4972499999999999,0.291,0.3215,0.2817499999999999,0.10925,0.26725,0.26025,0.15725,0.363,0.3425,0.30725,0.29125,0.1855,0.273,0.1594999999999999,0.26425,0.2022499999999999,0.18125,0.379,0.2007499999999999,0.3435,0.1825,0.14075,0.246,0.153,0.2674999999999999,0.17025,0.1455,0.1982499999999999,0.26625,0.1275,0.32625,0.09725,0.09975,0.11375,0.264,0.1415,0.22775,0.18175,0.17475,0.1332499999999999,0.2025,0.05525,0.10925,0.14375,0.24275,0.0344999999999999,0.0795,0.09925,0.0747499999999999,0.1895,0.1997499999999999,0.03675,0.1765,0.1124999999999999,0.10575,0.15475,0.10325,0.2017499999999999,0.129,0.0682499999999999,0.0979999999999999,0.14975,0.0625,0.08875,0.0715,0.0765,0.1195,0.03425,0.0657499999999999,0.079,0.0682499999999999,0.05125,0.084,0.03825,0.071,0.04575,0.09525,0.0559999999999999,0.04175,0.08,0.0625,0.073,0.088,0.0605,0.05075,0.0339999999999999,0.0282499999999999,0.0404999999999999,0.0464999999999999,0.0989999999999999,0.05525,0.0305,0.0519999999999999,0.0314999999999999,0.0215
"Blue Kite, The (Lan feng zheng) (1993)",0.9475,0.99,0.99,0.8460000000000001,0.9425,0.8460000000000001,0.8460000000000001,0.8460000000000001,0.8314999999999999,0.99,0.68875,0.391,0.70275,0.8460000000000001,0.9425,0.68125,0.8785000000000001,0.727,0.6445,0.75075,0.54775,0.4495,0.4379999999999999,0.32625,0.23725,0.11075,0.54075,0.15025,0.35875,0.18,0.23825,0.45975,0.3047499999999999,0.2907499999999999,0.41225,0.2254999999999999,0.33625,0.3349999999999999,0.0845,0.1925,0.26575,0.4812499999999999,0.4845,0.34575,0.29725,0.1664999999999999,0.71925,0.3395,0.0539999999999999,0.49975,0.2165,0.3535,0.0647499999999999,0.24025,0.55175,0.1387499999999999,0.27575,0.14575,0.29725,0.21025,0.137,0.1892499999999999,0.4782499999999999,0.34075,0.10075,0.1332499999999999,0.2065,0.1589999999999999,0.38225,0.5445,0.57425,0.0389999999999999,0.1885,0.10925,0.1004999999999999,0.1074999999999999,0.536,0.1907499999999999,0.25625,0.393,0.28625,0.10375,0.1545,0.47075,0.35775,0.12275,0.21125,0.0775,0.44325,0.0429999999999999,0.1795,0.10825,0.0529999999999999,0.09425,0.15175,0.3642499999999999,0.1327499999999999,0.0469999999999999,0.40025,0.05225,0.51725,0.3205,0.08825,0.0939999999999999,0.09925,0.05875,0.3542499999999999,0.1215,0.0974999999999999,0.0147499999999999,0.1629999999999999,0.0247499999999999,0.147,0.04725,0.0697499999999999,0.20475,0.18125,0.0584999999999999,0.309,0.1405,0.073,0.0469999999999999,0.093,0.20775,0.123,0.24875,0.04875,0.0157499999999999,0.2185,0.1525,0.0509999999999999,0.0349999999999999,0.0665,0.0484999999999999,0.0737499999999999,0.06025,0.0175,0.09425,0.0687499999999999,0.0102499999999999,0.0605,0.0414999999999999,0.27475,0.0262499999999999,0.04175,0.29325,0.0329999999999999,0.0147499999999999,0.0404999999999999
"Statement, The (2003)",0.8907499999999999,0.8347500000000001,0.8347500000000001,0.6955,0.8907499999999999,0.8907499999999999,0.8354999999999999,0.82975,0.576,0.66125,0.8185,0.97625,0.54075,0.8347500000000001,0.311,0.82975,0.2065,0.3055,0.8915,0.22775,0.91175,0.40225,0.22175,0.39,0.3339999999999999,0.59575,0.78975,0.8354999999999999,0.375,0.14975,0.7415,0.08825,0.743,0.52375,0.375,0.22775,0.2239999999999999,0.3774999999999999,0.305,0.43325,0.27075,0.0697499999999999,0.43825,0.06075,0.0667499999999999,0.24675,0.30025,0.10075,0.416,0.0329999999999999,0.3562499999999999,0.3572499999999999,0.1144999999999999,0.18225,0.16175,0.283,0.25875,0.3185,0.05875,0.1282499999999999,0.2764999999999999,0.1054999999999999,0.0692499999999999,0.1535,0.1455,0.20925,0.10925,0.1505,0.4085,0.304,0.137,0.28925,0.56375,0.62825,0.21625,0.211,0.2887499999999999,0.05775,0.1935,0.1845,0.3399999999999999,0.0627499999999999,0.05825,0.08,0.24625,0.37925,0.1159999999999999,0.22025,0.0479999999999999,0.0845,0.1505,0.14375,0.11075,0.21675,0.0852499999999999,0.1159999999999999,0.0595,0.0857499999999999,0.0974999999999999,0.26525,0.1935,0.1415,0.1402499999999999,0.0549999999999999,0.144,0.0667499999999999,0.1009999999999999,0.2815,0.64575,0.181,0.0632499999999999,0.32675,0.0979999999999999,0.09125,0.04625,0.0499999999999999,0.0479999999999999,0.08725,0.0369999999999999,0.0757499999999999,0.031,0.085,0.16125,0.11575,0.05725,0.0652499999999999,0.04725,0.578,0.0275,0.09875,0.0635,0.021,0.16825,0.15475,0.0374999999999999,0.084,0.0287499999999999,0.0637499999999999,0.0187499999999999,0.0227499999999999,0.0389999999999999,0.24425,0.0687499999999999,0.15275,0.0449999999999999,0.019,0.0742499999999999,0.0964999999999999,0.0245
Cold Mountain (2003),0.85225,0.8354999999999999,0.96275,0.85225,0.85225,0.8302499999999999,0.9745,0.59825,0.78975,0.5445,0.6505,0.96275,0.64875,0.59825,0.831,0.52075,0.64875,0.64875,0.7749999999999999,0.4525,0.9425,0.599,0.45575,0.52125,0.31725,0.73325,0.43875,0.1345,0.23925,0.257,0.2514999999999999,0.20675,0.22625,0.3219999999999999,0.2764999999999999,0.254,0.3047499999999999,0.3365,0.344,0.4014999999999999,0.076,0.3037499999999999,0.24275,0.1977499999999999,0.15625,0.23175,0.09875,0.84325,0.45175,0.1074999999999999,0.1805,0.208,0.172,0.153,0.16825,0.2239999999999999,0.472,0.142,0.154,0.2584999999999999,0.1815,0.192,0.195,0.2279999999999999,0.2264999999999999,0.21275,0.31475,0.16825,0.29125,0.1312499999999999,0.11775,0.1267499999999999,0.1395,0.17275,0.203,0.1255,0.11475,0.4752499999999999,0.1144999999999999,0.123,0.217,0.09975,0.11325,0.0652499999999999,0.11925,0.145,0.0772499999999999,0.0805,0.22325,0.1262499999999999,0.1674999999999999,0.1755,0.11575,0.14225,0.0732499999999999,0.0439999999999999,0.08775,0.03825,0.09675,0.04625,0.1169999999999999,0.127,0.0642499999999999,0.05025,0.0697499999999999,0.05625,0.09575,0.1327499999999999,0.0494999999999999,0.1805,0.11375,0.141,0.0474999999999999,0.04425,0.0712499999999999,0.11625,0.0757499999999999,0.05475,0.03225,0.073,0.04675,0.04225,0.12,0.1252499999999999,0.0777499999999999,0.03825,0.0717499999999999,0.04375,0.0559999999999999,0.0742499999999999,0.0842499999999999,0.0329999999999999,0.0559999999999999,0.03775,0.04725,0.0292499999999999,0.1535,0.04475,0.0745,0.062,0.03725,0.0489999999999999,0.0615,0.0574999999999999,0.04775,0.0374999999999999,0.0439999999999999,0.087,0.0702499999999999
Kanal (1957),0.9055,0.96575,0.8927499999999999,0.7829999999999999,0.8360000000000001,0.9055,0.7155,0.96575,0.995,0.603,0.59875,0.9565,0.721,0.8927499999999999,0.50375,0.78075,0.721,0.721,0.4225,0.6325,0.3315,0.4885,0.349,0.65275,0.471,0.65825,0.72,0.16325,0.32325,0.201,0.25325,0.2794999999999999,0.31475,0.26175,0.18075,0.3735,0.2284999999999999,0.3399999999999999,0.44225,0.1902499999999999,0.8927499999999999,0.10925,0.14975,0.22975,0.3027499999999999,0.1902499999999999,0.1629999999999999,0.21375,0.16375,0.5485,0.275,0.36675,0.1659999999999999,0.1262499999999999,0.3015,0.143,0.245,0.1405,0.10525,0.20575,0.152,0.0685,0.1669999999999999,0.3117499999999999,0.11975,0.29625,0.0832499999999999,0.2574999999999999,0.18625,0.35775,0.1927499999999999,0.074,0.41,0.08825,0.203,0.087,0.11975,0.2935,0.408,0.15325,0.1402499999999999,0.05125,0.1257499999999999,0.3289999999999999,0.3295,0.085,0.0637499999999999,0.17225,0.1972499999999999,0.135,0.517,0.15825,0.0295,0.14825,0.0775,0.0637499999999999,0.1795,0.0212499999999999,0.256,0.0187499999999999,0.1795,0.1144999999999999,0.1079999999999999,0.0832499999999999,0.25725,0.1104999999999999,0.1262499999999999,0.1372499999999999,0.21275,0.307,0.10375,0.03775,0.1332499999999999,0.2614999999999999,0.145,0.0625,0.0675,0.06025,0.4575,0.0715,0.0394999999999999,0.04475,0.0282499999999999,0.0262499999999999,0.03375,0.04375,0.11175,0.0287499999999999,0.0255,0.6035,0.03,0.0489999999999999,0.151,0.03325,0.258,0.0772499999999999,0.0805,0.08775,0.0514999999999999,0.03875,0.1327499999999999,0.06175,0.0847499999999999,0.05425,0.03575,0.0217499999999999,0.0722499999999999,0.016,0.029
"Goodbye, Mr. Chips (1939)",0.9495,0.83575,0.8627499999999999,0.83575,0.887,0.83575,0.83575,0.66575,0.717,0.511,0.7762500000000001,0.8627499999999999,0.93475,0.634,0.8925000000000001,0.4315,0.72475,0.72475,0.488,0.746,0.893,0.536,0.748,0.536,0.8925000000000001,0.3245,0.4225,0.23225,0.26775,0.409,0.44775,0.71,0.119,0.4287499999999999,0.3399999999999999,0.243,0.54325,0.353,0.304,0.26775,0.5055,0.62025,0.405,0.48675,0.212,0.26775,0.1034999999999999,0.2865,0.27175,0.51225,0.14475,0.137,0.3325,0.14975,0.10925,0.22475,0.1185,0.30125,0.188,0.2895,0.1402499999999999,0.14925,0.17925,0.1885,0.14875,0.14325,0.89775,0.22575,0.12375,0.1877499999999999,0.294,0.0707499999999999,0.1272499999999999,0.0359999999999999,0.129,0.34325,0.1342499999999999,0.16025,0.16275,0.26875,0.10675,0.1689999999999999,0.4295,0.12275,0.30225,0.197,0.079,0.1159999999999999,0.141,0.1312499999999999,0.09175,0.0429999999999999,0.08875,0.16975,0.0737499999999999,0.069,0.146,0.1465,0.28925,0.0595,0.36775,0.0767499999999999,0.17275,0.2185,0.0595,0.0787499999999999,0.04375,0.1357499999999999,0.0825,0.1322499999999999,0.0529999999999999,0.09375,0.147,0.0464999999999999,0.147,0.083,0.123,0.0717499999999999,0.04075,0.08,0.1775,0.175,0.076,0.079,0.15575,0.1332499999999999,0.1245,0.0692499999999999,0.05725,0.1267499999999999,0.0459999999999999,0.11075,0.05425,0.1084999999999999,0.05525,0.1392499999999999,0.2214999999999999,0.0262499999999999,0.0444999999999999,0.1175,0.0954999999999999,0.0277499999999999,0.0454999999999999,0.028,0.0277499999999999,0.1009999999999999,0.0242499999999999,0.0655,0.06225
"Good bye, Lenin! (2003)",0.957,0.957,0.97325,0.9505,0.8,0.9505,0.7395,0.9505,0.97325,0.8745,0.8234999999999999,0.95825,0.6615,0.97325,0.72825,0.56325,0.3672499999999999,0.46225,0.4692499999999999,0.5505,0.36875,0.4862499999999999,0.8,0.54725,0.32075,0.3319999999999999,0.262,0.2887499999999999,0.2714999999999999,0.235,0.28025,0.4735,0.42,0.3555,0.22375,0.8287500000000001,0.43625,0.261,0.3625,0.207,0.1395,0.49675,0.31475,0.144,0.494,0.20725,0.1887499999999999,0.28625,0.20525,0.20675,0.5925,0.31675,0.2339999999999999,0.0772499999999999,0.7645,0.197,0.24075,0.5715,0.494,0.5325,0.27325,0.2254999999999999,0.2012499999999999,0.16825,0.1982499999999999,0.151,0.20875,0.3605,0.19,0.1965,0.4409999999999999,0.62775,0.2724999999999999,0.0822499999999999,0.1535,0.1307499999999999,0.1735,0.135,0.1104999999999999,0.14975,0.16325,0.1805,0.2485,0.37375,0.38075,0.1624999999999999,0.11775,0.26275,0.1995,0.05525,0.2329999999999999,0.1285,0.10025,0.153,0.14925,0.0672499999999999,0.11975,0.2985,0.35475,0.03975,0.151,0.125,0.1564999999999999,0.077,0.16075,0.1395,0.18725,0.0857499999999999,0.14225,0.1134999999999999,0.0792499999999999,0.14675,0.063,0.22625,0.1044999999999999,0.1305,0.1962499999999999,0.05425,0.086,0.0994999999999999,0.1134999999999999,0.0755,0.0655,0.0424999999999999,0.16025,0.04725,0.10675,0.04925,0.0979999999999999,0.0579999999999999,0.03875,0.0282499999999999,0.1039999999999999,0.03425,0.0795,0.02975,0.0544999999999999,0.0494999999999999,0.08875,0.073,0.0812499999999999,0.04175,0.06075,0.0255,0.03875,0.0692499999999999,0.0509999999999999,0.0205,0.0702499999999999
Under Fire (1983),0.97725,0.73525,0.97725,0.7845,0.73025,0.734,0.70175,0.715,0.67325,0.97725,0.59425,0.8947499999999999,0.619,0.734,0.7,0.64825,0.619,0.619,0.6315,0.5195,0.48775,0.52175,0.56375,0.45675,0.4862499999999999,0.3209999999999999,0.5115,0.63425,0.4469999999999999,0.25225,0.33775,0.2514999999999999,0.46825,0.25975,0.33775,0.266,0.2664999999999999,0.36375,0.373,0.1855,0.2045,0.27075,0.2514999999999999,0.32175,0.27975,0.2395,0.2865,0.1907499999999999,0.2269999999999999,0.70825,0.4712499999999999,0.2995,0.1312499999999999,0.63775,0.27575,0.1594999999999999,0.3129999999999999,0.2837499999999999,0.27975,0.149,0.2012499999999999,0.21475,0.15425,0.191,0.24,0.52925,0.1277499999999999,0.2075,0.1725,0.20825,0.05725,0.33275,0.1855,0.21775,0.14875,0.17175,0.32025,0.40625,0.34475,0.1265,0.242,0.0939999999999999,0.05325,0.18725,0.09775,0.1322499999999999,0.0994999999999999,0.1395,0.20975,0.46675,0.23525,0.18575,0.0295,0.10825,0.119,0.0994999999999999,0.29725,0.31225,0.0677499999999999,0.069,0.14875,0.06125,0.1382499999999999,0.0655,0.11225,0.1927499999999999,0.0845,0.1922499999999999,0.33875,0.21525,0.252,0.3435,0.0732499999999999,0.1619999999999999,0.06025,0.139,0.079,0.21725,0.1282499999999999,0.04575,0.0539999999999999,0.03525,0.1144999999999999,0.05075,0.0529999999999999,0.385,0.0812499999999999,0.0627499999999999,0.0409999999999999,0.11775,0.0564999999999999,0.0255,0.1845,0.0262499999999999,0.10375,0.03075,0.0167499999999999,0.03675,0.07,0.143,0.0647499999999999,0.0272499999999999,0.0707499999999999,0.1029999999999999,0.0835,0.0305,0.0642499999999999,0.017,0.03725
Fail-Safe (1964),0.97675,0.97675,0.8162499999999999,0.97675,0.97675,0.96825,0.7695000000000001,0.7945,0.7542500000000001,0.7265,0.7602500000000001,0.5795,0.5565,0.8162499999999999,0.4629999999999999,0.73275,0.5565,0.704,0.30325,0.677,0.7965,0.7545,0.24625,0.262,0.4207499999999999,0.43925,0.269,0.542,0.8685,0.44475,0.33525,0.2214999999999999,0.2835,0.27,0.2604999999999999,0.30125,0.48875,0.3612499999999999,0.258,0.736,0.8162499999999999,0.25125,0.24775,0.1235,0.27275,0.736,0.1947499999999999,0.1425,0.266,0.11975,0.4755,0.401,0.36675,0.14925,0.236,0.17675,0.20525,0.3442499999999999,0.11425,0.22125,0.26975,0.0954999999999999,0.0832499999999999,0.14925,0.3235,0.2887499999999999,0.1689999999999999,0.17475,0.24475,0.22475,0.0782499999999999,0.26025,0.48075,0.54925,0.09925,0.32525,0.1619999999999999,0.1245,0.248,0.2017499999999999,0.1272499999999999,0.142,0.2012499999999999,0.1357499999999999,0.11875,0.17825,0.1327499999999999,0.3047499999999999,0.15775,0.417,0.1014999999999999,0.085,0.1019999999999999,0.1362499999999999,0.17875,0.0685,0.1689999999999999,0.27625,0.1795,0.1024999999999999,0.1225,0.1104999999999999,0.091,0.4287499999999999,0.03025,0.27975,0.0845,0.145,0.06225,0.0845,0.0742499999999999,0.1305,0.17525,0.22525,0.0895,0.05275,0.0595,0.81325,0.09875,0.13,0.18425,0.0569999999999999,0.0857499999999999,0.029,0.05075,0.1337499999999999,0.0775,0.0369999999999999,0.0905,0.04825,0.0454999999999999,0.1674999999999999,0.065,0.0409999999999999,0.05675,0.0439999999999999,0.03875,0.0439999999999999,0.1079999999999999,0.086,0.03225,0.04725,0.0384999999999999,0.04625,0.0489999999999999,0.0384999999999999,0.0464999999999999,0.0235,0.04525
"Man in the Gray Flannel Suit, The (1956)",0.8025,0.8025,0.853,0.8282499999999999,0.72125,0.8025,0.72125,0.7965,0.8134999999999999,0.566,0.75,0.959,0.6765,0.8025,0.401,0.473,0.4765,0.73475,0.36375,0.6195,0.94025,0.5015,0.504,0.50475,0.37925,0.20725,0.5095,0.18,0.2554999999999999,0.45325,0.41625,0.3245,0.16375,0.815,0.18225,0.26225,0.34975,0.35175,0.36675,0.2294999999999999,0.4795,0.589,0.3249999999999999,0.14,0.1699999999999999,0.2294999999999999,0.427,0.5705,0.204,0.03425,0.2754999999999999,0.40125,0.1875,0.2857499999999999,0.42725,0.09375,0.44275,0.17075,0.134,0.1505,0.20725,0.14525,0.12075,0.1704999999999999,0.1019999999999999,0.2554999999999999,0.25925,0.252,0.22375,0.33475,0.16525,0.0725,0.297,0.24375,0.15275,0.28,0.1785,0.1302499999999999,0.30725,0.1694999999999999,0.283,0.09175,0.09775,0.31675,0.182,0.16175,0.19,0.31875,0.3924999999999999,0.10725,0.1942499999999999,0.06175,0.06075,0.22125,0.15025,0.0459999999999999,0.1815,0.079,0.118,0.21325,0.53,0.05875,0.16925,0.2435,0.2204999999999999,0.24875,0.08975,0.1305,0.05325,0.086,0.064,0.12425,0.066,0.69825,0.1395,0.1977499999999999,0.1714999999999999,0.2945,0.0479999999999999,0.0855,0.237,0.05825,0.0685,0.0369999999999999,0.1845,0.0984999999999999,0.0855,0.03975,0.15975,0.0662499999999999,0.063,0.0374999999999999,0.0574999999999999,0.2584999999999999,0.0354999999999999,0.0765,0.2005,0.09725,0.1927499999999999,0.1699999999999999,0.11125,0.026,0.14175,0.0785,0.04025,0.03275,0.04575,0.03725,0.0374999999999999
Soldier of Orange (a.k.a. Survival Run) (Soldaat van Oranje) (1977),0.9245,0.9245,0.97725,0.82175,0.8692500000000001,0.9245,0.74725,0.7922499999999999,0.8507499999999999,0.6305,0.8122499999999999,0.981,0.671,0.9245,0.674,0.63575,0.667,0.667,0.687,0.58625,0.7827500000000001,0.4265,0.77475,0.31425,0.40525,0.51375,0.257,0.4942499999999999,0.26825,0.522,0.25625,0.4325,0.54175,0.34025,0.32975,0.527,0.32825,0.34175,0.4509999999999999,0.2015,0.48175,0.1357499999999999,0.3149999999999999,0.139,0.4157499999999999,0.23225,0.27325,0.1699999999999999,0.22075,0.1679999999999999,0.46025,0.4565,0.32725,0.5915,0.2007499999999999,0.0579999999999999,0.3335,0.066,0.3425,0.15925,0.3572499999999999,0.1285,0.0989999999999999,0.3097499999999999,0.288,0.44075,0.2324999999999999,0.1604999999999999,0.3289999999999999,0.16925,0.1169999999999999,0.45125,0.4044999999999999,0.3735,0.11425,0.2085,0.185,0.2022499999999999,0.25225,0.16675,0.1892499999999999,0.0334999999999999,0.2002499999999999,0.24725,0.08825,0.121,0.0805,0.1525,0.2654999999999999,0.45325,0.2965,0.148,0.06025,0.11275,0.2105,0.0207499999999999,0.1159999999999999,0.211,0.0905,0.04375,0.193,0.04975,0.34975,0.11475,0.4455,0.16575,0.0672499999999999,0.1385,0.18625,0.0479999999999999,0.11625,0.3259999999999999,0.09925,0.10025,0.3745,0.1024999999999999,0.0712499999999999,0.14325,0.184,0.0847499999999999,0.04225,0.0247499999999999,0.37,0.32825,0.0954999999999999,0.0785,0.1907499999999999,0.04775,0.0479999999999999,0.0652499999999999,0.0737499999999999,0.0205,0.0827499999999999,0.0685,0.0782499999999999,0.0215,0.04425,0.0949999999999999,0.0349999999999999,0.0459999999999999,0.0569999999999999,0.05125,0.0812499999999999,0.1297499999999999,0.0369999999999999,0.0182499999999999,0.0172499999999999,0.0172499999999999,0.05825
"Bridge Too Far, A (1977)",0.9155,0.9595,0.97725,0.9155,0.9505,0.85175,0.85175,0.737,0.55325,0.9595,0.73275,0.97725,0.8560000000000001,0.8280000000000001,0.9505,0.624,0.8560000000000001,0.8560000000000001,0.61275,0.5075,0.83375,0.57675,0.32775,0.132,0.79925,0.3874999999999999,0.25425,0.47075,0.692,0.43225,0.4832499999999999,0.254,0.29025,0.28025,0.43225,0.3219999999999999,0.30225,0.36975,0.35475,0.4187499999999999,0.16675,0.16575,0.304,0.3565,0.299,0.4187499999999999,0.212,0.4317499999999999,0.2965,0.29125,0.1972499999999999,0.1892499999999999,0.3745,0.21125,0.217,0.2185,0.1139999999999999,0.363,0.299,0.237,0.17775,0.154,0.21575,0.1775,0.3205,0.1922499999999999,0.14675,0.1584999999999999,0.28725,0.1387499999999999,0.05775,0.25375,0.2977499999999999,0.7445,0.15475,0.2035,0.2199999999999999,0.484,0.1785,0.349,0.084,0.22475,0.08975,0.1049999999999999,0.1215,0.23875,0.0835,0.17375,0.1992499999999999,0.3605,0.3005,0.09575,0.17175,0.1614999999999999,0.08925,0.0514999999999999,0.1574999999999999,0.24875,0.0682499999999999,0.069,0.0767499999999999,0.177,0.076,0.16275,0.1634999999999999,0.1589999999999999,0.10075,0.09775,0.0645,0.0805,0.10075,0.16925,0.1312499999999999,0.05925,0.1079999999999999,0.20975,0.0559999999999999,0.0755,0.0705,0.10525,0.10925,0.0544999999999999,0.1699999999999999,0.0775,0.0399999999999999,0.1175,0.087,0.09375,0.0389999999999999,0.1134999999999999,0.0802499999999999,0.0662499999999999,0.0474999999999999,0.0757499999999999,0.04825,0.06025,0.0905,0.0364999999999999,0.0514999999999999,0.0707499999999999,0.0265,0.0665,0.0509999999999999,0.082,0.0549999999999999,0.0252499999999999,0.0319999999999999,0.0494999999999999,0.0349999999999999
Sammy and Rosie Get Laid (1987),0.8625,0.66,0.8625,0.65075,0.8965000000000001,0.8420000000000001,0.66925,0.73,0.8507499999999999,0.8625,0.8414999999999999,0.69075,0.4742499999999999,0.542,0.95125,0.66,0.431,0.5245,0.8965000000000001,0.6975,0.554,0.4399999999999999,0.5205,0.5595,0.982,0.56925,0.557,0.62325,0.3005,0.3149999999999999,0.4147499999999999,0.25475,0.731,0.385,0.5825,0.36375,0.18025,0.3195,0.1515,0.3319999999999999,0.3105,0.1639999999999999,0.3984999999999999,0.18625,0.52225,0.2704999999999999,0.1669999999999999,0.0949999999999999,0.40625,0.2867499999999999,0.4862499999999999,0.4589999999999999,0.4745,0.0974999999999999,0.4044999999999999,0.23075,0.595,0.26875,0.52225,0.27125,0.10975,0.092,0.2907499999999999,0.504,0.0677499999999999,0.615,0.306,0.24625,0.58225,0.0735,0.18475,0.64475,0.1709999999999999,0.4295,0.1134999999999999,0.4257499999999999,0.0772499999999999,0.05325,0.1927499999999999,0.211,0.21925,0.0775,0.0845,0.10025,0.186,0.28225,0.15625,0.1865,0.53075,0.05025,0.11275,0.08825,0.1215,0.1365,0.17725,0.15625,0.073,0.34325,0.0974999999999999,0.0692499999999999,0.7685,0.079,0.3904999999999999,0.201,0.024,0.0524999999999999,0.22775,0.2345,0.0925,0.1435,0.0682499999999999,0.33975,0.027,0.0539999999999999,0.08925,0.1084999999999999,0.0439999999999999,0.27675,0.0489999999999999,0.078,0.141,0.2584999999999999,0.3455,0.44275,0.0645,0.085,0.06,0.062,0.10775,0.1455,0.0379999999999999,0.151,0.0827499999999999,0.04275,0.1327499999999999,0.05075,0.0157499999999999,0.04675,0.05025,0.1855,0.03275,0.0479999999999999,0.0662499999999999,0.0939999999999999,0.0409999999999999,0.1387499999999999,0.0852499999999999,0.031,0.04275
