movieId,computer animation,family,original,childhood,weird,good,runaway,light,fun movie,greed,fantasy world,culture clash,unlikely friendships,mentor,adaptation,drama,melancholic,catastrophe,chase,vengeance,very funny,dialogue,creativity,life & death,predictable,fight scenes,life philosophy,transformation,first contact,betrayal,good music,stereotypes,simple,not funny,teen movie,sacrifice,independent film,prejudice,underrated,weapons,quirky,surveillance,drinking,alter ego,british,mad scientist,farce,pornography,classic car,dysfunctional family,period piece,death,island,nudity (full frontal - brief),too short,absurd,survival,adoption,small town,awesome soundtrack,indians,pulp,queer,writers,road movie,dreams,irish accent,memory,women,doctors,1930s,sexy,alternate history,snakes,hotel,multiple storylines,california,islam,camp,film noir,hunting,hospital,brothers,divorce,wartime,80s,interracial romance,wilderness,internet,race,bollywood,censorship,single father,too long,tokyo,kidnapping,stand-up comedy,prison,ghosts/afterlife,new jersey,made for tv,directorial debut,blindness,fashion,desert,san francisco,stoner movie,new york city,buddy movie,shopping,workplace,russian,radio,no plot,trilogy,atheism,immortality,time,foul language,hip hop,oil,addiction,goth,nudity (topless - brief),kick-butt women,notable nudity,french,ensemble cast,wine,father daughter relationship,australia,rebellion,graphic novel,best of 2005,texas,homeless,potential oscar nom,nudity (rear),cancer,lawyer,god,reality tv,unlikeable characters,documentary,finnish,robert downey jr,prostitution,los angeles,remake
Harry Potter and the Prisoner of Azkaban (2004),0.75875,0.8047500000000001,0.8485,0.77075,0.88175,0.7969999999999999,0.5675,0.29,0.4702499999999999,0.8485,0.99025,0.3672499999999999,0.92775,0.7549999999999999,0.98775,0.47475,0.3675,0.8407500000000001,0.509,0.74275,0.37275,0.5945,0.37975,0.88175,0.96075,0.8407500000000001,0.3385,0.431,0.7525,0.4327499999999999,0.37,0.20475,0.2847499999999999,0.3315,0.712,0.3419999999999999,0.8485,0.44725,0.237,0.509,0.1892499999999999,0.46825,0.22175,0.38675,0.53225,0.1599999999999999,0.089,0.8485,0.279,0.24,0.53225,0.16375,0.10275,0.17575,0.40425,0.1019999999999999,0.0949999999999999,0.0787499999999999,0.077,0.41925,0.0767499999999999,0.1357499999999999,0.1609999999999999,0.1569999999999999,0.0895,0.0615,0.4419999999999999,0.09275,0.1365,0.1044999999999999,0.0702499999999999,0.14275,0.1044999999999999,0.25775,0.11425,0.137,0.0685,0.1285,0.09625,0.14075,0.0324999999999999,0.0954999999999999,0.10625,0.0615,0.05975,0.0807499999999999,0.06075,0.05725,0.085,0.06175,0.0857499999999999,0.0672499999999999,0.0364999999999999,0.3085,0.0559999999999999,0.0389999999999999,0.0732499999999999,0.397,0.4675,0.11075,0.1385,0.08,0.09425,0.0732499999999999,0.03675,0.0514999999999999,0.0752499999999999,0.0569999999999999,0.04075,0.0842499999999999,0.0434999999999999,0.0647499999999999,0.0534999999999999,0.0807499999999999,0.609,0.0935,0.16125,0.0949999999999999,0.0344999999999999,0.0979999999999999,0.04575,0.186,0.271,0.0334999999999999,0.0394999999999999,0.0344999999999999,0.0434999999999999,0.0944999999999999,0.0339999999999999,0.05775,0.0319999999999999,0.18475,0.04775,0.14075,0.027,0.0519999999999999,0.04225,0.0394999999999999,0.0647499999999999,0.0379999999999999,0.03475,0.09025,0.0252499999999999,0.024,0.0519999999999999,0.10075,0.0329999999999999,0.0237499999999999,0.0275
"Claymation Christmas Celebration, A (1987)",0.806,0.806,0.88575,0.7435,0.7075,0.72225,0.88575,0.61625,0.73175,0.69,0.437,0.88575,0.4297499999999999,0.572,0.32175,0.69075,0.60975,0.474,0.28075,0.88575,0.729,0.56075,0.5665,0.363,0.2189999999999999,0.258,0.3349999999999999,0.3007499999999999,0.2329999999999999,0.5265,0.817,0.18725,0.296,0.26075,0.09125,0.25425,0.32225,0.25125,0.20575,0.4327499999999999,0.32475,0.2135,0.375,0.1272499999999999,0.32425,0.154,0.38275,0.26225,0.1962499999999999,0.3622499999999999,0.23875,0.2674999999999999,0.1945,0.3954999999999999,0.23625,0.21625,0.2485,0.17625,0.41125,0.22175,0.11125,0.14875,0.23475,0.1084999999999999,0.1375,0.1564999999999999,0.22125,0.2015,0.09075,0.1535,0.23775,0.14325,0.1302499999999999,0.07,0.25625,0.2714999999999999,0.71225,0.2355,0.0735,0.14975,0.10075,0.215,0.11175,0.26475,0.30925,0.0682499999999999,0.178,0.2835,0.09475,0.17975,0.1287499999999999,0.25925,0.1392499999999999,0.2249999999999999,0.3139999999999999,0.1064999999999999,0.22125,0.0935,0.03075,0.16375,0.25175,0.23225,0.15425,0.10025,0.0895,0.0389999999999999,0.0722499999999999,0.08625,0.0657499999999999,0.2544999999999999,0.22475,0.0632499999999999,0.0944999999999999,0.05325,0.0675,0.0519999999999999,0.0414999999999999,0.16925,0.11275,0.09275,0.1262499999999999,0.09525,0.0324999999999999,0.09225,0.1357499999999999,0.1505,0.0969999999999999,0.0949999999999999,0.16725,0.0752499999999999,0.086,0.0394999999999999,0.0379999999999999,0.2204999999999999,0.04475,0.0805,0.15175,0.0584999999999999,0.04725,0.05475,0.0324999999999999,0.0847499999999999,0.05475,0.0559999999999999,0.0722499999999999,0.0464999999999999,0.0627499999999999,0.04225,0.0157499999999999
"No Deposit, No Return (1976)",0.55925,0.55925,0.6885,0.58225,0.6885,0.6885,0.36075,0.24025,0.4425,0.729,0.653,0.396,0.24,0.53575,0.28025,0.396,0.4882499999999999,0.44975,0.931,0.396,0.59125,0.3349999999999999,0.2815,0.7525,0.33125,0.2514999999999999,0.4375,0.1785,0.26075,0.7502500000000001,0.093,0.11925,0.20625,0.2714999999999999,0.38225,0.25375,0.205,0.144,0.0845,0.24525,0.1094999999999999,0.31225,0.26875,0.1129999999999999,0.675,0.2175,0.39725,0.11225,0.52675,0.1689999999999999,0.59975,0.1114999999999999,0.39475,0.24175,0.0162499999999999,0.124,0.23025,0.11675,0.04475,0.1322499999999999,0.10525,0.15175,0.11625,0.25525,0.18425,0.0409999999999999,0.134,0.1347499999999999,0.0755,0.26375,0.2219999999999999,0.0944999999999999,0.1285,0.1947499999999999,0.05425,0.15875,0.0822499999999999,0.17475,0.0364999999999999,0.10825,0.0529999999999999,0.1302499999999999,0.0615,0.18475,0.29725,0.04125,0.19,0.04225,0.1292499999999999,0.0832499999999999,0.1009999999999999,0.022,0.12125,0.12225,0.065,0.9395,0.064,0.1089999999999999,0.03125,0.06225,0.04075,0.0265,0.067,0.0444999999999999,0.2027499999999999,0.1009999999999999,0.028,0.0205,0.029,0.1962499999999999,0.0364999999999999,0.197,0.0805,0.10075,0.067,0.12275,0.0287499999999999,0.2885,0.03925,0.0429999999999999,0.09625,0.076,0.019,0.0627499999999999,0.05675,0.09625,0.0615,0.1397499999999999,0.088,0.05625,0.18725,0.02,0.0172499999999999,0.0145,0.0657499999999999,0.14175,0.027,0.18575,0.05275,0.0287499999999999,0.0237499999999999,0.0192499999999999,0.03,0.0267499999999999,0.412,0.0135,0.0549999999999999,0.141,0.0272499999999999
Black Beauty (1971),0.7802500000000001,0.7802500000000001,0.73,0.66725,0.69775,0.73525,0.69775,0.69775,0.38025,0.36175,0.2105,0.55975,0.285,0.51825,0.9455,0.48,0.565,0.47475,0.29225,0.29125,0.34975,0.36075,0.4565,0.17475,0.34975,0.18075,0.271,0.273,0.27275,0.4912499999999999,0.12475,0.18125,0.0677499999999999,0.32675,0.725,0.642,0.306,0.642,0.05725,0.2002499999999999,0.143,0.18025,0.36175,0.10825,0.4469999999999999,0.061,0.14525,0.11075,0.083,0.15325,0.5345,0.174,0.11675,0.1515,0.0255,0.153,0.09075,0.11825,0.2319999999999999,0.0825,0.8427500000000001,0.17875,0.14175,0.1287499999999999,0.4087499999999999,0.0539999999999999,0.0905,0.0944999999999999,0.1927499999999999,0.0822499999999999,0.1282499999999999,0.072,0.18575,0.0187499999999999,0.0625,0.0989999999999999,0.0752499999999999,0.22375,0.0499999999999999,0.1139999999999999,0.5535,0.11525,0.2012499999999999,0.11425,0.11625,0.074,0.2925,0.0665,0.1094999999999999,0.0885,0.3492499999999999,0.073,0.3107499999999999,0.15425,0.03775,0.05525,0.10775,0.082,0.0665,0.16575,0.0187499999999999,0.029,0.12275,0.1877499999999999,0.05625,0.18625,0.09425,0.17725,0.025,0.0712499999999999,0.0404999999999999,0.03175,0.05925,0.04275,0.05925,0.10625,0.09575,0.0177499999999999,0.09025,0.0885,0.0205,0.082,0.0349999999999999,0.0667499999999999,0.0637499999999999,0.1355,0.06125,0.03725,0.04075,0.1604999999999999,0.04125,0.03825,0.0215,0.0237499999999999,0.10625,0.05225,0.027,0.12275,0.1164999999999999,0.3375,0.03075,0.03075,0.0185,0.0364999999999999,0.04925,0.0207499999999999,0.0454999999999999,0.0287499999999999,0.0745
Dead End (1937),0.90875,0.90875,0.92525,0.8265,0.6665,0.53475,0.6665,0.50925,0.24925,0.6665,0.4044999999999999,0.4585,0.242,0.64525,0.3442499999999999,0.63425,0.7045,0.43825,0.36175,0.768,0.183,0.359,0.1365,0.3652499999999999,0.24,0.36175,0.558,0.389,0.2514999999999999,0.92575,0.05075,0.16125,0.0637499999999999,0.31575,0.40475,0.1589999999999999,0.6065,0.2135,0.14775,0.1937499999999999,0.4205,0.3225,0.7085,0.17925,0.36475,0.211,0.1699999999999999,0.2624999999999999,0.2885,0.15875,0.527,0.2005,0.09,0.1955,0.137,0.1044999999999999,0.1337499999999999,0.1104999999999999,0.2229999999999999,0.21025,0.14,0.1644999999999999,0.153,0.2694999999999999,0.242,0.173,0.1325,0.0667499999999999,0.1275,0.14725,0.8160000000000001,0.122,0.084,0.0717499999999999,0.3309999999999999,0.14175,0.1362499999999999,0.1104999999999999,0.1392499999999999,0.50925,0.0142499999999999,0.09275,0.1267499999999999,0.14725,0.15575,0.0652499999999999,0.0717499999999999,0.0875,0.1455,0.0212499999999999,0.1034999999999999,0.4365,0.0175,0.1295,0.03975,0.252,0.14225,0.15,0.0257499999999999,0.4942499999999999,0.0685,0.0939999999999999,0.217,0.0235,0.08925,0.10475,0.0885,0.575,0.0675,0.0255,0.11775,0.0449999999999999,0.0687499999999999,0.0157499999999999,0.067,0.03925,0.029,0.027,0.05425,0.3057499999999999,0.0524999999999999,0.15575,0.09125,0.0534999999999999,0.02975,0.0504999999999999,0.0489999999999999,0.13,0.0232499999999999,0.03,0.04075,0.0272499999999999,0.02975,0.2125,0.1755,0.1277499999999999,0.17175,0.008,0.021,0.0524999999999999,0.03225,0.0217499999999999,0.0247499999999999,0.085,0.1094999999999999,0.064,0.27075,0.18175,0.0165
"Charlie Brown Christmas, A (1965)",0.979,0.979,0.8545,0.96875,0.9355,0.61975,0.9355,0.9355,0.58075,0.57875,0.2817499999999999,0.8545,0.61975,0.48975,0.38675,0.61975,0.6535,0.48475,0.4087499999999999,0.8545,0.402,0.59625,0.484,0.4932499999999999,0.1584999999999999,0.3452499999999999,0.3299999999999999,0.4475,0.22325,0.2907499999999999,0.383,0.0775,0.548,0.33525,0.23625,0.21925,0.25125,0.21925,0.21925,0.2115,0.2825,0.1915,0.56975,0.1897499999999999,0.20575,0.3035,0.2825,0.1975,0.1922499999999999,0.3485,0.1755,0.14775,0.1599999999999999,0.24,0.1395,0.2825,0.2055,0.125,0.119,0.11025,0.075,0.1679999999999999,0.1355,0.1292499999999999,0.1952499999999999,0.10275,0.12325,0.24025,0.1029999999999999,0.144,0.129,0.1252499999999999,0.1255,0.14575,0.27275,0.11575,0.11125,0.1004999999999999,0.15275,0.3105,0.16825,0.23575,0.12425,0.2249999999999999,0.1942499999999999,0.11675,0.1009999999999999,0.12,0.05875,0.0647499999999999,0.05825,0.1704999999999999,0.0797499999999999,0.1297499999999999,0.1267499999999999,0.05475,0.144,0.0722499999999999,0.03725,0.0637499999999999,0.595,0.1054999999999999,0.138,0.0539999999999999,0.1119999999999999,0.0855,0.09,0.073,0.04175,0.3612499999999999,0.091,0.0414999999999999,0.1425,0.0419999999999999,0.0584999999999999,0.11675,0.031,0.174,0.04025,0.03375,0.20325,0.05025,0.0344999999999999,0.072,0.04875,0.0737499999999999,0.10225,0.04725,0.089,0.0329999999999999,0.0344999999999999,0.1689999999999999,0.03025,0.0534999999999999,0.0579999999999999,0.04125,0.0954999999999999,0.03525,0.0775,0.0479999999999999,0.0795,0.0444999999999999,0.0314999999999999,0.05275,0.026,0.03475,0.0449999999999999,0.03775,0.0175
Asterix and the Gauls (Astérix le Gaulois) (1967),0.91525,0.8500000000000001,0.69625,0.72975,0.5165,0.69875,0.50925,0.72125,0.7597499999999999,0.501,0.95425,0.34275,0.1882499999999999,0.62325,0.8815,0.43975,0.34275,0.4952499999999999,0.48,0.4245,0.7345,0.391,0.392,0.22475,0.29125,0.72125,0.2937499999999999,0.4115,0.2877499999999999,0.62775,0.28125,0.23525,0.25425,0.24225,0.27725,0.1282499999999999,0.184,0.1362499999999999,0.27125,0.1634999999999999,0.1584999999999999,0.62775,0.46425,0.22875,0.08775,0.1307499999999999,0.3169999999999999,0.27475,0.4379999999999999,0.10825,0.1114999999999999,0.09925,0.09775,0.346,0.0137499999999999,0.24175,0.14075,0.03525,0.1039999999999999,0.2329999999999999,0.11325,0.3655,0.148,0.089,0.06225,0.0695,0.10875,0.0959999999999999,0.077,0.0835,0.10575,0.187,0.2425,0.0504999999999999,0.081,0.1405,0.08775,0.1937499999999999,0.10475,0.1185,0.0707499999999999,0.15625,0.061,0.0554999999999999,0.2259999999999999,0.0954999999999999,0.0474999999999999,0.259,0.12275,0.026,0.05075,0.1694999999999999,0.027,0.10475,0.087,0.476,0.20925,0.09825,0.14175,0.075,0.1599999999999999,0.0842499999999999,0.1129999999999999,0.03125,0.0524999999999999,0.05325,0.0885,0.04475,0.03775,0.05675,0.0682499999999999,0.1679999999999999,0.08925,0.0514999999999999,0.0715,0.1134999999999999,0.36575,0.11325,0.03575,0.1654999999999999,0.028,0.0847499999999999,0.2022499999999999,0.05825,0.079,0.08825,0.23325,0.0735,0.0265,0.0319999999999999,0.08975,0.04375,0.09025,0.061,0.0272499999999999,0.04625,0.0217499999999999,0.14675,0.04625,0.0295,0.0727499999999999,0.0655,0.04275,0.027,0.03175,0.03075,0.0544999999999999,0.0319999999999999,0.0105
Asterix and Cleopatra (Astérix et Cléopâtre) (1968),0.99325,0.99325,0.7855000000000001,0.90475,0.6605,0.79575,0.6605,0.67825,0.8220000000000001,0.56075,0.806,0.489,0.28,0.52575,0.85575,0.5975,0.4752499999999999,0.4619999999999999,0.5645,0.489,0.7895000000000001,0.38075,0.4509999999999999,0.45875,0.51575,0.5645,0.34375,0.43525,0.3389999999999999,0.35975,0.59425,0.39425,0.358,0.27575,0.21725,0.2385,0.262,0.2254999999999999,0.37625,0.206,0.1987499999999999,0.1995,0.26625,0.42925,0.1644999999999999,0.1594999999999999,0.5095,0.26475,0.2309999999999999,0.093,0.3,0.1945,0.15025,0.1952499999999999,0.1144999999999999,0.2239999999999999,0.24625,0.0529999999999999,0.14175,0.24075,0.1054999999999999,0.3075,0.1584999999999999,0.0857499999999999,0.2604999999999999,0.077,0.0905,0.09225,0.0742499999999999,0.11025,0.15725,0.1295,0.1262499999999999,0.0795,0.08625,0.0775,0.11125,0.136,0.1932499999999999,0.14775,0.04175,0.16075,0.1029999999999999,0.075,0.1555,0.1287499999999999,0.0772499999999999,0.14425,0.118,0.04725,0.05175,0.42,0.04675,0.136,0.10675,0.1505,0.24525,0.127,0.2274999999999999,0.0792499999999999,0.12125,0.09125,0.0394999999999999,0.04475,0.1332499999999999,0.18075,0.204,0.0559999999999999,0.0805,0.10725,0.11875,0.0717499999999999,0.09425,0.05325,0.0519999999999999,0.14225,0.16075,0.0915,0.0215,0.24225,0.0524999999999999,0.14275,0.15625,0.18425,0.0509999999999999,0.063,0.38225,0.0319999999999999,0.0242499999999999,0.03975,0.17075,0.0737499999999999,0.22275,0.03275,0.03,0.03275,0.0267499999999999,0.2007499999999999,0.0334999999999999,0.0857499999999999,0.0835,0.0265,0.0359999999999999,0.05175,0.022,0.0484999999999999,0.0595,0.0319999999999999,0.0187499999999999
"Yours, Mine and Ours (1968)",0.96125,0.99925,0.7615000000000001,0.99925,0.47575,0.8402499999999999,0.50725,0.47575,0.43625,0.6525,0.4535,0.6525,0.8402499999999999,0.565,0.55125,0.6525,0.44625,0.4615,0.583,0.6525,0.43975,0.634,0.2704999999999999,0.194,0.40625,0.4197499999999999,0.4197499999999999,0.32925,0.3005,0.3129999999999999,0.0652499999999999,0.40925,0.1895,0.3259999999999999,0.2997499999999999,0.29025,0.193,0.3622499999999999,0.17925,0.17025,0.1895,0.34375,0.193,0.3715,0.16425,0.14975,0.15325,0.16925,0.10375,0.8747499999999999,0.3502499999999999,0.17675,0.18575,0.0722499999999999,0.14775,0.08875,0.12025,0.4942499999999999,0.17225,0.09925,0.11525,0.1327499999999999,0.12025,0.1245,0.083,0.05375,0.17675,0.12375,0.174,0.5215,0.0875,0.0615,0.09375,0.05775,0.15725,0.15325,0.197,0.1957499999999999,0.089,0.08925,0.071,0.2365,0.192,0.559,0.1089999999999999,0.06175,0.198,0.1455,0.14,0.23175,0.2475,0.17475,0.5535,0.148,0.0615,0.24575,0.0802499999999999,0.061,0.0449999999999999,0.131,0.1377499999999999,0.08625,0.255,0.1382499999999999,0.0295,0.3874999999999999,0.078,0.0935,0.0994999999999999,0.191,0.1257499999999999,0.06075,0.09425,0.075,0.0835,0.134,0.0655,0.09275,0.03975,0.03725,0.03625,0.05125,0.023,0.0305,0.0797499999999999,0.0519999999999999,0.08825,0.06,0.0695,0.09275,0.05725,0.0675,0.0752499999999999,0.191,0.05625,0.04575,0.09125,0.04625,0.04925,0.0339999999999999,0.064,0.0765,0.05475,0.04525,0.0579999999999999,0.0514999999999999,0.03275,0.0662499999999999,0.18425
"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",0.98675,0.98625,0.911,0.915,0.8585,0.7669999999999999,0.8585,0.8585,0.7829999999999999,0.68575,0.80125,0.5875,0.50825,0.72025,0.746,0.5875,0.63725,0.45675,0.49375,0.50725,0.8145,0.4539999999999999,0.735,0.55725,0.354,0.49375,0.62025,0.516,0.2254999999999999,0.31375,0.2544999999999999,0.28,0.3015,0.3047499999999999,0.14825,0.2115,0.3169999999999999,0.27725,0.3087499999999999,0.2445,0.49875,0.3585,0.2987499999999999,0.3732499999999999,0.24325,0.44275,0.76875,0.36875,0.38425,0.0935,0.14575,0.2365,0.478,0.4579999999999999,0.0275,0.64725,0.21325,0.13,0.11225,0.1402499999999999,0.10625,0.2857499999999999,0.1402499999999999,0.09875,0.0837499999999999,0.3389999999999999,0.0539999999999999,0.217,0.05725,0.175,0.149,0.3774999999999999,0.24825,0.0845,0.09925,0.11525,0.1215,0.186,0.17375,0.1644999999999999,0.285,0.12275,0.10225,0.15025,0.1579999999999999,0.14225,0.0747499999999999,0.15025,0.0835,0.1609999999999999,0.05425,0.4625,0.05025,0.09625,0.243,0.061,0.18525,0.1302499999999999,0.063,0.06175,0.11775,0.10425,0.0837499999999999,0.04675,0.186,0.20775,0.249,0.03025,0.1054999999999999,0.0745,0.14525,0.0737499999999999,0.0439999999999999,0.06125,0.0262499999999999,0.14575,0.489,0.0692499999999999,0.06075,0.0459999999999999,0.0305,0.0915,0.1455,0.1325,0.0509999999999999,0.086,0.2234999999999999,0.0444999999999999,0.063,0.04975,0.03925,0.0895,0.3085,0.05775,0.0324999999999999,0.04575,0.0314999999999999,0.11475,0.04625,0.0419999999999999,0.39925,0.0237499999999999,0.0275,0.0414999999999999,0.029,0.03675,0.04775,0.0197499999999999,0.012
Cloak & Dagger (1984),0.8145,0.8145,0.8340000000000001,0.8640000000000001,0.817,0.724,0.7642500000000001,0.4137499999999999,0.48475,0.80125,0.857,0.3582499999999999,0.42325,0.90725,0.2847499999999999,0.415,0.3582499999999999,0.724,0.81,0.80125,0.4995,0.48875,0.3105,0.817,0.47475,0.50075,0.655,0.3472499999999999,0.281,0.8875,0.17475,0.14675,0.081,0.3129999999999999,0.555,0.3005,0.3485,0.15375,0.3017499999999999,0.4367499999999999,0.20425,0.8792500000000001,0.3455,0.50075,0.2214999999999999,0.1034999999999999,0.29825,0.2465,0.3365,0.17825,0.138,0.348,0.145,0.241,0.16775,0.246,0.1365,0.1159999999999999,0.2125,0.17475,0.15025,0.30525,0.19,0.12075,0.0792499999999999,0.3159999999999999,0.1639999999999999,0.493,0.2145,0.249,0.0959999999999999,0.16525,0.26675,0.0655,0.26025,0.1574999999999999,0.0755,0.11125,0.3195,0.12375,0.1252499999999999,0.279,0.1059999999999999,0.3097499999999999,0.532,0.5705,0.04425,0.10525,0.1345,0.06,0.1425,0.0825,0.93225,0.1004999999999999,0.10475,0.22625,0.16125,0.1144999999999999,0.15875,0.1952499999999999,0.0935,0.12,0.1694999999999999,0.05825,0.11125,0.1049999999999999,0.05875,0.282,0.06,0.0605,0.04575,0.08725,0.0999999999999999,0.10175,0.0514999999999999,0.1084999999999999,0.179,0.22625,0.05725,0.16575,0.0564999999999999,0.10825,0.11225,0.11225,0.0762499999999999,0.1987499999999999,0.076,0.05325,0.0242499999999999,0.04475,0.0499999999999999,0.138,0.0625,0.04025,0.23875,0.1154999999999999,0.0647499999999999,0.1689999999999999,0.0672499999999999,0.0627499999999999,0.0832499999999999,0.064,0.05425,0.0394999999999999,0.06075,0.0925,0.05225,0.0514999999999999,0.14625
Asterix in Britain (Astérix chez les Bretons) (1986),0.82125,0.7305,0.7345,0.7305,0.413,0.6405,0.40425,0.57225,0.8182499999999999,0.518,0.893,0.2935,0.11975,0.45625,0.76325,0.1997499999999999,0.4075,0.432,0.311,0.40425,0.5765,0.38125,0.45275,0.283,0.36175,0.57225,0.31275,0.57,0.238,0.391,0.09525,0.39125,0.2214999999999999,0.21925,0.09325,0.2165,0.15325,0.2165,0.09025,0.141,0.15325,0.2794999999999999,0.57375,0.10125,0.8405,0.0984999999999999,0.3745,0.21475,0.1352499999999999,0.1139999999999999,0.4479999999999999,0.09575,0.26975,0.0842499999999999,0.03575,0.3215,0.15275,0.0369999999999999,0.09275,0.1624999999999999,0.071,0.20525,0.14925,0.14975,0.3105,0.0554999999999999,0.1397499999999999,0.0752499999999999,0.0569999999999999,0.11425,0.1694999999999999,0.24575,0.1525,0.05425,0.05175,0.1262499999999999,0.0394999999999999,0.12175,0.11625,0.11125,0.0222499999999999,0.11225,0.03925,0.2105,0.17525,0.05275,0.05975,0.3245,0.1019999999999999,0.03225,0.0379999999999999,0.143,0.0374999999999999,0.139,0.0687499999999999,0.0494999999999999,0.129,0.20375,0.156,0.06,0.1129999999999999,0.0637499999999999,0.079,0.0245,0.0655,0.04825,0.0647499999999999,0.0217499999999999,0.0822499999999999,0.0702499999999999,0.23775,0.03875,0.061,0.021,0.0359999999999999,0.10475,0.065,0.0554999999999999,0.0329999999999999,0.0267499999999999,0.0852499999999999,0.0939999999999999,0.09475,0.0247499999999999,0.0554999999999999,0.3309999999999999,0.59075,0.03675,0.4639999999999999,0.0359999999999999,0.075,0.06,0.03725,0.03325,0.0202499999999999,0.0235,0.0305,0.12275,0.027,0.03025,0.04175,0.0359999999999999,0.019,0.0354999999999999,0.0384999999999999,0.0217499999999999,0.0727499999999999,0.0085,0.03525
Kirikou and the Sorceress (Kirikou et la sorcière) (1998),0.758,0.8405,0.8314999999999999,0.8405,0.6065,0.581,0.62575,0.654,0.1917499999999999,0.73625,0.96425,0.52825,0.246,0.37625,0.30325,0.43225,0.55025,0.4225,0.1745,0.528,0.36275,0.2279999999999999,0.2857499999999999,0.4702499999999999,0.1609999999999999,0.243,0.40025,0.426,0.15925,0.26325,0.193,0.1599999999999999,0.2835,0.2815,0.1347499999999999,0.68975,0.3625,0.68975,0.14125,0.1287499999999999,0.20575,0.2035,0.3129999999999999,0.243,0.3155,0.1275,0.1785,0.31275,0.1634999999999999,0.2027499999999999,0.14275,0.088,0.067,0.2155,0.0287499999999999,0.1775,0.1039999999999999,0.1977499999999999,0.1654999999999999,0.188,0.2764999999999999,0.15825,0.1322499999999999,0.15375,0.1639999999999999,0.1235,0.1312499999999999,0.0627499999999999,0.45375,0.0645,0.1912499999999999,0.3075,0.1654999999999999,0.04375,0.0499999999999999,0.09025,0.147,0.2935,0.0647499999999999,0.2025,0.05125,0.0782499999999999,0.0832499999999999,0.0667499999999999,0.11375,0.06025,0.0782499999999999,0.422,0.09675,0.0534999999999999,0.05225,0.12225,0.0157499999999999,0.0802499999999999,0.21175,0.1039999999999999,0.04375,0.074,0.267,0.0414999999999999,0.063,0.08925,0.0777499999999999,0.0344999999999999,0.0252499999999999,0.0334999999999999,0.14425,0.0344999999999999,0.0444999999999999,0.04475,0.11425,0.04025,0.04775,0.02,0.065,0.084,0.1064999999999999,0.0205,0.0217499999999999,0.03175,0.1164999999999999,0.0564999999999999,0.27625,0.0444999999999999,0.1877499999999999,0.0504999999999999,0.2455,0.0185,0.15425,0.018,0.04675,0.0785,0.083,0.0394999999999999,0.04875,0.0692499999999999,0.1014999999999999,0.0389999999999999,0.0237499999999999,0.0429999999999999,0.05425,0.04075,0.0117499999999999,0.0782499999999999,0.0825,0.0267499999999999,0.074,0.018,0.0087499999999999
Daria: Is It Fall Yet? (2000),0.8767499999999999,0.71025,0.68625,0.4575,0.7929999999999999,0.6705,0.7929999999999999,0.6705,0.26175,0.7929999999999999,0.253,0.7929999999999999,0.689,0.69575,0.3005,0.381,0.66575,0.56575,0.4965,0.4295,0.5225,0.39925,0.247,0.255,0.26875,0.23675,0.41425,0.3129999999999999,0.1932499999999999,0.408,0.17425,0.15775,0.1014999999999999,0.26225,0.945,0.16775,0.3562499999999999,0.2095,0.43875,0.1725,0.5725,0.258,0.26975,0.10375,0.14175,0.1272499999999999,0.5725,0.395,0.2847499999999999,0.17975,0.1004999999999999,0.28,0.0632499999999999,0.351,0.18375,0.91875,0.1139999999999999,0.0725,0.2395,0.247,0.0827499999999999,0.16075,0.34675,0.2804999999999999,0.149,0.0737499999999999,0.11175,0.0802499999999999,0.21575,0.152,0.0855,0.14425,0.1345,0.04525,0.09575,0.1624999999999999,0.09275,0.1445,0.7165,0.12025,0.1262499999999999,0.17775,0.03475,0.0832499999999999,0.1415,0.12375,0.074,0.0655,0.21475,0.0509999999999999,0.083,0.26275,0.022,0.0722499999999999,0.1962499999999999,0.073,0.1659999999999999,0.11975,0.0404999999999999,0.091,0.7155,0.1735,0.04525,0.45475,0.04275,0.064,0.062,0.0285,0.0334999999999999,0.03975,0.09925,0.1029999999999999,0.1312499999999999,0.15025,0.0677499999999999,0.0842499999999999,0.04075,0.0439999999999999,0.04325,0.21175,0.0752499999999999,0.16875,0.17525,0.0825,0.0692499999999999,0.22725,0.03525,0.0449999999999999,0.0202499999999999,0.0252499999999999,0.09775,0.1029999999999999,0.03975,0.069,0.0642499999999999,0.0429999999999999,0.0915,0.05425,0.04625,0.0374999999999999,0.0339999999999999,0.2209999999999999,0.03425,0.11975,0.1545,0.05275,0.05875,0.0225,0.0055
