movieId,betrayal,culture clash,weird,melancholic,greed,runaway,drama,good,original,film noir,independent film,dialogue,drinking,vengeance,light,surveillance,chase,mentor,adaptation,sexy,catastrophe,hotel,fun movie,death,pornography,1930s,quirky,period piece,california,british,not funny,childhood,divorce,weapons,life & death,small town,life philosophy,unlikely friendships,classic car,islam,fight scenes,transformation,censorship,predictable,wartime,very funny,underrated,fantasy world,pulp,prejudice,farce,absurd,sacrifice,first contact,women,alter ego,nudity (full frontal - brief),creativity,writers,lawyer,queer,road movie,dysfunctional family,family,memory,san francisco,doctors,nudity (topless - brief),hospital,good music,blindness,irish accent,prison,kidnapping,los angeles,multiple storylines,computer animation,simple,too long,directorial debut,new york city,mad scientist,desert,dreams,oil,teen movie,french,new jersey,wilderness,tokyo,hunting,addiction,stereotypes,survival,workplace,island,camp,brothers,texas,prostitution,ensemble cast,wine,awesome soundtrack,bollywood,interracial romance,no plot,indians,radio,best of 2005,alternate history,80s,rebellion,adoption,documentary,potential oscar nom,stand-up comedy,russian,stoner movie,kick-butt women,time,foul language,made for tv,race,fashion,nudity (rear),internet,snakes,atheism,immortality,ghosts/afterlife,robert downey jr,notable nudity,father daughter relationship,homeless,buddy movie,trilogy,finnish,unlikeable characters,australia,hip hop,cancer,shopping,goth,remake,god,too short,graphic novel,reality tv,single father
"Postman Always Rings Twice, The (1946)",0.97475,0.788,0.87625,0.897,0.897,0.8574999999999999,0.788,0.6995,0.7765,0.96125,0.8612500000000001,0.63875,0.8612500000000001,0.8334999999999999,0.8574999999999999,0.543,0.51925,0.4237499999999999,0.833,0.8492500000000001,0.418,0.52225,0.1765,0.3389999999999999,0.54175,0.5165,0.25175,0.23625,0.73575,0.23625,0.3047499999999999,0.23225,0.7809999999999999,0.16525,0.26275,0.2925,0.32775,0.33475,0.2875,0.2674999999999999,0.14175,0.25825,0.67075,0.173,0.0915,0.23625,0.2734999999999999,0.2055,0.549,0.2319999999999999,0.24425,0.2145,0.15975,0.20875,0.2495,0.15525,0.20475,0.21775,0.2734999999999999,0.65825,0.2204999999999999,0.55975,0.1907499999999999,0.1957499999999999,0.24475,0.48,0.22975,0.1865,0.15375,0.1917499999999999,0.3289999999999999,0.1357499999999999,0.1475,0.121,0.531,0.17625,0.1574999999999999,0.26825,0.23425,0.12325,0.09575,0.1629999999999999,0.27825,0.1149999999999999,0.26825,0.125,0.089,0.123,0.1475,0.1069999999999999,0.14775,0.0742499999999999,0.0969999999999999,0.0564999999999999,0.0767499999999999,0.0895,0.09025,0.15425,0.1515,0.142,0.0434999999999999,0.0767499999999999,0.071,0.0685,0.2017499999999999,0.22175,0.21075,0.0574999999999999,0.0752499999999999,0.0835,0.0722499999999999,0.0692499999999999,0.1295,0.05675,0.2165,0.0792499999999999,0.0414999999999999,0.08875,0.21525,0.17725,0.04025,0.1049999999999999,0.0504999999999999,0.0569999999999999,0.09625,0.0554999999999999,0.15275,0.11725,0.0484999999999999,0.0277499999999999,0.0354999999999999,0.0544999999999999,0.0494999999999999,0.0554999999999999,0.05525,0.03375,0.0579999999999999,0.05325,0.0595,0.0469999999999999,0.03025,0.0489999999999999,0.0252499999999999,0.15625,0.0379999999999999,0.0339999999999999,0.0865,0.0222499999999999,0.0314999999999999
Throne of Blood (Kumonosu jô) (1957),0.9205,0.976,0.976,0.99475,0.9775,0.9775,0.976,0.8995,0.8705,0.9605,0.9605,0.969,0.9605,0.7035,0.74775,0.5325,0.303,0.51675,0.7425,0.40025,0.4115,0.1917499999999999,0.18025,0.4317499999999999,0.24125,0.1704999999999999,0.3067499999999999,0.473,0.09325,0.304,0.35375,0.5035,0.2345,0.2684999999999999,0.2075,0.181,0.197,0.20825,0.124,0.2817499999999999,0.23525,0.4812499999999999,0.1505,0.10975,0.20675,0.197,0.2012499999999999,0.31425,0.0857499999999999,0.2724999999999999,0.266,0.2229999999999999,0.2284999999999999,0.1392499999999999,0.08725,0.31225,0.255,0.3295,0.1312499999999999,0.092,0.21825,0.14125,0.263,0.1185,0.16625,0.0504999999999999,0.123,0.2817499999999999,0.154,0.2724999999999999,0.20325,0.1745,0.11975,0.0785,0.0329999999999999,0.1937499999999999,0.1089999999999999,0.17125,0.3035,0.1674999999999999,0.05175,0.582,0.0742499999999999,0.22825,0.15375,0.1295,0.197,0.086,0.23025,0.72425,0.09175,0.1397499999999999,0.1004999999999999,0.0837499999999999,0.0677499999999999,0.1215,0.0954999999999999,0.1957499999999999,0.0999999999999999,0.05975,0.1335,0.1099999999999999,0.18,0.2614999999999999,0.064,0.0765,0.134,0.0314999999999999,0.0775,0.1285,0.0364999999999999,0.47575,0.07,0.0785,0.05275,0.09525,0.16075,0.11475,0.0652499999999999,0.0247499999999999,0.0429999999999999,0.12425,0.05175,0.05325,0.04425,0.061,0.1302499999999999,0.0722499999999999,0.282,0.03675,0.04975,0.018,0.05925,0.0359999999999999,0.0227499999999999,0.0925,0.0399999999999999,0.03,0.0419999999999999,0.04925,0.0595,0.0102499999999999,0.1079999999999999,0.0305,0.1139999999999999,0.0247499999999999,0.0434999999999999,0.0237499999999999,0.0147499999999999
"Parallax View, The (1974)",0.99275,0.9675,0.954,0.8692500000000001,0.9675,0.95875,0.8907499999999999,0.999,0.8405,0.6625,0.572,0.7905,0.57175,0.762,0.59275,0.999,0.72725,0.5315,0.4795,0.51175,0.5,0.56875,0.3077499999999999,0.7505,0.5955,0.1445,0.516,0.1355,0.5385,0.16325,0.3522499999999999,0.22825,0.28225,0.41825,0.30725,0.2857499999999999,0.22675,0.23325,0.5165,0.9875,0.22975,0.25875,0.34025,0.55575,0.39075,0.2905,0.3732499999999999,0.257,0.27025,0.2299999999999999,0.20325,0.623,0.3964999999999999,0.41825,0.3319999999999999,0.32225,0.379,0.24475,0.239,0.30825,0.149,0.212,0.22075,0.2495,0.27025,0.22775,0.3115,0.5045,0.23925,0.284,0.199,0.1624999999999999,0.1357499999999999,0.20675,0.57975,0.31775,0.14875,0.2475,0.34175,0.213,0.14925,0.177,0.2259999999999999,0.17025,0.433,0.135,0.11325,0.1114999999999999,0.16825,0.1164999999999999,0.23075,0.264,0.134,0.25925,0.30725,0.11675,0.14375,0.0807499999999999,0.21075,0.0827499999999999,0.0835,0.10575,0.1245,0.0732499999999999,0.10025,0.2614999999999999,0.092,0.09375,0.0767499999999999,0.122,0.1649999999999999,0.26575,0.1375,0.12225,0.201,0.1044999999999999,0.0605,0.15175,0.126,0.10925,0.0999999999999999,0.0737499999999999,0.1255,0.0727499999999999,0.29225,0.11475,0.09625,0.072,0.04475,0.0349999999999999,0.0732499999999999,0.1292499999999999,0.03675,0.0687499999999999,0.04025,0.1735,0.03625,0.1139999999999999,0.062,0.0959999999999999,0.04825,0.0539999999999999,0.03125,0.0255,0.0514999999999999,0.03175,0.04075,0.04125,0.03125
"Haunted Palace, The (1963)",0.8342499999999999,0.78375,0.8895,0.8827499999999999,0.87575,0.901,0.583,0.7797499999999999,0.8282499999999999,0.8180000000000001,0.78375,0.87575,0.78375,0.9355,0.494,0.51725,0.4565,0.8180000000000001,0.68925,0.197,0.4379999999999999,0.2564999999999999,0.4445,0.7777499999999999,0.4305,0.2774999999999999,0.3169999999999999,0.5705,0.1725,0.60225,0.37175,0.3572499999999999,0.32925,0.53125,0.639,0.59875,0.2897499999999999,0.2975,0.1952499999999999,0.59975,0.72925,0.31975,0.05775,0.53125,0.59975,0.4345,0.63275,0.541,0.34375,0.3415,0.23775,0.1475,0.3399999999999999,0.60075,0.25375,0.46025,0.1267499999999999,0.2005,0.2744999999999999,0.15025,0.54175,0.0939999999999999,0.2025,0.212,0.15525,0.03375,0.4459999999999999,0.04725,0.3745,0.23325,0.242,0.278,0.198,0.38825,0.138,0.15,0.1044999999999999,0.11475,0.20325,0.22025,0.0847499999999999,0.7597499999999999,0.0722499999999999,0.1982499999999999,0.1425,0.206,0.0672499999999999,0.03775,0.36375,0.29525,0.2514999999999999,0.09475,0.14725,0.17375,0.14375,0.514,0.14175,0.1679999999999999,0.03575,0.0615,0.18175,0.151,0.23325,0.7575000000000001,0.129,0.21775,0.10125,0.17175,0.1405,0.1175,0.2329999999999999,0.0732499999999999,0.0702499999999999,0.426,0.0762499999999999,0.0692499999999999,0.0685,0.087,0.1109999999999999,0.05075,0.0687499999999999,0.11825,0.10475,0.26875,0.3722499999999999,0.1352499999999999,0.1342499999999999,0.369,0.21825,0.36075,0.0595,0.0579999999999999,0.25525,0.0685,0.0282499999999999,0.15275,0.04125,0.04525,0.09875,0.05175,0.05925,0.2935,0.485,0.0217499999999999,0.36875,0.04125,0.0737499999999999,0.04025,0.0559999999999999
Stray Dog (Nora inu) (1949),0.97175,0.97175,0.97175,0.99575,0.97975,0.97975,0.8712500000000001,0.6915,0.8400000000000001,0.96275,0.90125,0.9155,0.90125,0.9025,0.6915,0.56625,0.8514999999999999,0.8025,0.20725,0.41225,0.4135,0.50975,0.14225,0.3874999999999999,0.2239999999999999,0.1149999999999999,0.3555,0.2254999999999999,0.24725,0.3575,0.34025,0.3215,0.2125,0.53975,0.507,0.29625,0.37875,0.43525,0.27575,0.2475,0.1287499999999999,0.251,0.0989999999999999,0.11125,0.494,0.23475,0.31525,0.2674999999999999,0.3027499999999999,0.2815,0.23075,0.2249999999999999,0.27275,0.15225,0.14775,0.1089999999999999,0.2845,0.12325,0.10525,0.153,0.202,0.3482499999999999,0.21175,0.1029999999999999,0.2867499999999999,0.153,0.0835,0.1925,0.2734999999999999,0.24475,0.2947499999999999,0.37,0.145,0.3429999999999999,0.1725,0.1825,0.11225,0.22775,0.3325,0.1887499999999999,0.0835,0.088,0.0797499999999999,0.215,0.1305,0.212,0.209,0.1292499999999999,0.10125,0.94775,0.088,0.1785,0.13,0.16375,0.14825,0.084,0.12425,0.11325,0.1154999999999999,0.1659999999999999,0.04825,0.1425,0.15475,0.1277499999999999,0.1455,0.073,0.0855,0.10775,0.11025,0.09375,0.03925,0.1785,0.11075,0.2224999999999999,0.11475,0.1049999999999999,0.398,0.1139999999999999,0.04975,0.0672499999999999,0.06125,0.1014999999999999,0.0642499999999999,0.09125,0.04375,0.05725,0.0489999999999999,0.05475,0.0399999999999999,0.0354999999999999,0.031,0.085,0.0489999999999999,0.20575,0.25925,0.078,0.1327499999999999,0.0305,0.0865,0.078,0.0579999999999999,0.0979999999999999,0.0429999999999999,0.0175,0.0459999999999999,0.03,0.02,0.03325,0.0172499999999999
High and Low (Tengoku to jigoku) (1963),0.93625,0.9735,0.9735,0.994,0.9735,0.9585,0.9735,0.8069999999999999,0.8887499999999999,0.8895,0.919,0.935,0.8895,0.8899999999999999,0.70375,0.8965000000000001,0.63175,0.4545,0.703,0.3075,0.4922499999999999,0.32675,0.2415,0.364,0.285,0.1337499999999999,0.4692499999999999,0.206,0.141,0.386,0.3462499999999999,0.56975,0.3225,0.214,0.4585,0.2299999999999999,0.2475,0.23375,0.3309999999999999,0.34175,0.1084999999999999,0.34325,0.1159999999999999,0.214,0.239,0.266,0.257,0.27525,0.2915,0.236,0.258,0.2744999999999999,0.7155,0.23125,0.11275,0.09925,0.277,0.264,0.1352499999999999,0.24225,0.184,0.24375,0.3742499999999999,0.26375,0.202,0.0944999999999999,0.22125,0.2304999999999999,0.4425,0.38925,0.1962499999999999,0.22875,0.2007499999999999,0.96225,0.085,0.1875,0.0989999999999999,0.241,0.71,0.14175,0.09875,0.0757499999999999,0.0875,0.3844999999999999,0.14,0.093,0.23875,0.0707499999999999,0.21075,0.7995000000000001,0.22675,0.22525,0.0627499999999999,0.0777499999999999,0.1937499999999999,0.09375,0.0579999999999999,0.1995,0.0847499999999999,0.09475,0.03825,0.1355,0.119,0.3535,0.05825,0.0815,0.1175,0.0469999999999999,0.08875,0.0785,0.0424999999999999,0.1564999999999999,0.14575,0.14575,0.0354999999999999,0.11975,0.189,0.2355,0.09525,0.0454999999999999,0.0255,0.0837499999999999,0.068,0.0635,0.028,0.05975,0.03925,0.04175,0.0319999999999999,0.012,0.0245,0.02,0.0715,0.074,0.03425,0.1367499999999999,0.03525,0.028,0.0964999999999999,0.03175,0.082,0.03025,0.0095,0.014,0.0364999999999999,0.0215,0.014,0.0329999999999999,0.0339999999999999
"Killers, The (1946)",0.94575,0.94475,0.9595,0.9835,0.97225,0.97225,0.8915,0.8687499999999999,0.8852500000000001,0.98475,0.9725,0.91225,0.9725,0.92175,0.87375,0.7075,0.60125,0.6045,0.679,0.69775,0.4277499999999999,0.608,0.37175,0.69325,0.17225,0.2855,0.3472499999999999,0.1995,0.5465,0.3179999999999999,0.359,0.32875,0.22225,0.37175,0.2764999999999999,0.96475,0.25275,0.2835,0.2319999999999999,0.20825,0.37175,0.2574999999999999,0.1285,0.2254999999999999,0.2002499999999999,0.286,0.26425,0.1992499999999999,0.4649999999999999,0.248,0.17325,0.16925,0.4145,0.20325,0.183,0.3305,0.312,0.2475,0.354,0.145,0.127,0.2827499999999999,0.1325,0.1639999999999999,0.40475,0.2895,0.1317499999999999,0.177,0.17275,0.204,0.4405,0.20325,0.3159999999999999,0.2254999999999999,0.18125,0.0944999999999999,0.1455,0.25425,0.1114999999999999,0.1765,0.11075,0.11125,0.29825,0.1775,0.22175,0.119,0.1634999999999999,0.8262499999999999,0.17375,0.21875,0.14775,0.0805,0.0959999999999999,0.1044999999999999,0.33425,0.1345,0.1044999999999999,0.1337499999999999,0.196,0.10275,0.062,0.23825,0.10425,0.074,0.0745,0.154,0.189,0.0549999999999999,0.1305,0.0805,0.0529999999999999,0.05925,0.05375,0.0782499999999999,0.11225,0.1149999999999999,0.09,0.061,0.0727499999999999,0.14225,0.083,0.087,0.0852499999999999,0.10325,0.0915,0.05275,0.09625,0.0529999999999999,0.05025,0.0722499999999999,0.03375,0.03825,0.05475,0.0755,0.0827499999999999,0.088,0.078,0.0574999999999999,0.0745,0.0257499999999999,0.0905,0.0267499999999999,0.0742499999999999,0.0615,0.03,0.2977499999999999,0.04475,0.03025,0.024
I Am a Fugitive from a Chain Gang (1932),0.92125,0.92125,0.84425,0.8552500000000001,0.92125,0.8305,0.8832500000000001,0.8202499999999999,0.8827499999999999,0.8425,0.8425,0.663,0.8425,0.8285,0.60975,0.40575,0.821,0.82575,0.3117499999999999,0.1305,0.4185,0.27075,0.29625,0.2664999999999999,0.21225,0.74525,0.26025,0.134,0.5075,0.2204999999999999,0.33325,0.537,0.24325,0.20375,0.4705,0.2684999999999999,0.30525,0.551,0.2704999999999999,0.4455,0.20375,0.2877499999999999,0.25125,0.204,0.24675,0.2847499999999999,0.18625,0.22625,0.18525,0.44325,0.0832499999999999,0.125,0.266,0.204,0.17075,0.237,0.21825,0.20625,0.11125,0.1315,0.14625,0.4075,0.13,0.11475,0.1935,0.1825,0.14225,0.10575,0.282,0.1985,0.10775,0.2229999999999999,0.97975,0.10875,0.3565,0.1322499999999999,0.15525,0.11875,0.1624999999999999,0.142,0.0825,0.1415,0.15,0.44275,0.078,0.10525,0.10275,0.394,0.15275,0.25125,0.10825,0.1395,0.182,0.42125,0.1835,0.0655,0.372,0.2544999999999999,0.14675,0.1139999999999999,0.05225,0.04075,0.1985,0.03625,0.0529999999999999,0.0514999999999999,0.0852499999999999,0.10925,0.03825,0.0757499999999999,0.1149999999999999,0.32875,0.09325,0.1014999999999999,0.14925,0.0782499999999999,0.16325,0.11275,0.04325,0.27375,0.11475,0.0984999999999999,0.15025,0.05475,0.0319999999999999,0.0627499999999999,0.0379999999999999,0.0474999999999999,0.06025,0.0404999999999999,0.0842499999999999,0.0182499999999999,0.0389999999999999,0.3725,0.11325,0.0984999999999999,0.1649999999999999,0.03075,0.0959999999999999,0.04025,0.0964999999999999,0.1099999999999999,0.03075,0.0157499999999999,0.0474999999999999,0.0215,0.0374999999999999,0.0389999999999999,0.0205
Harper (1966),0.91625,0.9155,0.9155,0.8827499999999999,0.9155,0.9155,0.9155,0.7882499999999999,0.84175,0.9255,0.68225,0.8394999999999999,0.68225,0.8394999999999999,0.8005,0.49275,0.7615000000000001,0.44825,0.88775,0.82125,0.4157499999999999,0.679,0.60875,0.395,0.55275,0.702,0.69875,0.32175,0.8832500000000001,0.434,0.3405,0.423,0.70875,0.60875,0.3189999999999999,0.55,0.369,0.514,0.32075,0.4882499999999999,0.60875,0.20725,0.4315,0.25575,0.2299999999999999,0.6875,0.299,0.209,0.38525,0.2027499999999999,0.5965,0.418,0.218,0.2937499999999999,0.5915,0.23625,0.27175,0.1327499999999999,0.54175,0.788,0.2917499999999999,0.52825,0.3572499999999999,0.25925,0.144,0.31875,0.1375,0.6755,0.1937499999999999,0.26075,0.146,0.132,0.1342499999999999,0.87975,0.72125,0.581,0.20625,0.05625,0.405,0.30125,0.1714999999999999,0.121,0.60675,0.1019999999999999,0.3215,0.17375,0.145,0.2274999999999999,0.257,0.11075,0.25325,0.4962499999999999,0.15675,0.0939999999999999,0.32375,0.1574999999999999,0.3299999999999999,0.1317499999999999,0.393,0.1317499999999999,0.51675,0.1709999999999999,0.26075,0.075,0.1684999999999999,0.143,0.1342499999999999,0.39275,0.11425,0.1074999999999999,0.2324999999999999,0.064,0.1267499999999999,0.2145,0.24675,0.1069999999999999,0.1342499999999999,0.11075,0.25025,0.0319999999999999,0.08725,0.05125,0.0745,0.063,0.1365,0.10225,0.06175,0.0707499999999999,0.04725,0.0324999999999999,0.152,0.45525,0.1965,0.09125,0.2035,0.04875,0.0394999999999999,0.6355,0.09175,0.0459999999999999,0.09575,0.2105,0.0205,0.0787499999999999,0.0707499999999999,0.0212499999999999,0.0499999999999999,0.0212499999999999,0.0762499999999999
Captain Blood (1935),0.72975,0.8912500000000001,0.8912500000000001,0.6915,0.8912500000000001,0.94625,0.8912500000000001,0.798,0.81525,0.8685,0.8685,0.717,0.8685,0.5375,0.94625,0.50075,0.8187500000000001,0.66475,0.51575,0.46675,0.43775,0.1957499999999999,0.8154999999999999,0.28075,0.152,0.825,0.1795,0.74775,0.3742499999999999,0.74775,0.37175,0.648,0.2085,0.8187500000000001,0.22175,0.23675,0.50775,0.3745,0.282,0.356,0.8187500000000001,0.4549999999999999,0.1392499999999999,0.62525,0.178,0.4054999999999999,0.31775,0.53425,0.27525,0.4932499999999999,0.51875,0.15925,0.4932499999999999,0.47,0.14275,0.30225,0.1332499999999999,0.27125,0.0905,0.0615,0.1609999999999999,0.20625,0.133,0.31575,0.15875,0.156,0.60375,0.2604999999999999,0.1139999999999999,0.17875,0.1267499999999999,0.09775,0.1505,0.1185,0.05075,0.0807499999999999,0.21225,0.3219999999999999,0.14225,0.12325,0.1014999999999999,0.37825,0.28075,0.1159999999999999,0.198,0.256,0.3159999999999999,0.1014999999999999,0.132,0.15,0.16875,0.05675,0.3255,0.16125,0.0645,0.527,0.15525,0.3315,0.10125,0.0564999999999999,0.06,0.0767499999999999,0.23925,0.17825,0.2827499999999999,0.04125,0.1865,0.10825,0.10825,0.1325,0.28425,0.7827500000000001,0.03375,0.0459999999999999,0.0787499999999999,0.0737499999999999,0.10675,0.0712499999999999,0.0969999999999999,0.2825,0.1054999999999999,0.12475,0.081,0.26,0.0464999999999999,0.10875,0.26925,0.05325,0.149,0.18275,0.087,0.0705,0.0765,0.0329999999999999,0.17175,0.20975,0.15525,0.0295,0.15525,0.03575,0.04625,0.0464999999999999,0.021,0.0615,0.0409999999999999,0.0675,0.0379999999999999,0.0247499999999999,0.0247499999999999
"1000 Eyes of Dr. Mabuse, The (Die 1000 Augen des Dr. Mabuse) (1960)",0.766,0.7925,0.85775,0.847,0.847,0.85775,0.7255,0.48275,0.714,0.707,0.707,0.66675,0.707,0.6965,0.30025,0.8545,0.50725,0.3784999999999999,0.26375,0.74375,0.42925,0.73425,0.28025,0.11325,0.578,0.4135,0.31925,0.0554999999999999,0.2125,0.0652499999999999,0.3665,0.06025,0.10275,0.5315,0.45625,0.0695,0.2754999999999999,0.0842499999999999,0.65925,0.196,0.16125,0.1975,0.39,0.1947499999999999,0.703,0.1735,0.1134999999999999,0.23475,0.1664999999999999,0.09475,0.2254999999999999,0.1579999999999999,0.1277499999999999,0.1947499999999999,0.133,0.1295,0.252,0.10475,0.119,0.08925,0.1257499999999999,0.1014999999999999,0.12025,0.0584999999999999,0.26575,0.08,0.1235,0.2185,0.1435,0.0692499999999999,0.27,0.03075,0.1169999999999999,0.172,0.0217499999999999,0.1297499999999999,0.1044999999999999,0.0232499999999999,0.082,0.0807499999999999,0.04725,0.1975,0.05875,0.254,0.0802499999999999,0.1064999999999999,0.0539999999999999,0.0742499999999999,0.0202499999999999,0.27725,0.0175,0.04525,0.06075,0.1292499999999999,0.09425,0.0959999999999999,0.0549999999999999,0.029,0.04125,0.0722499999999999,0.0489999999999999,0.25675,0.03875,0.05075,0.0499999999999999,0.12225,0.0192499999999999,0.14725,0.03025,0.0544999999999999,0.0379999999999999,0.0559999999999999,0.0364999999999999,0.0215,0.0424999999999999,0.10875,0.1332499999999999,0.0202499999999999,0.09575,0.04525,0.063,0.18325,0.04925,0.05525,0.0667499999999999,0.0752499999999999,0.0504999999999999,0.0285,0.0529999999999999,0.0172499999999999,0.0474999999999999,0.0277499999999999,0.0135,0.0285,0.0135,0.06125,0.1525,0.0227499999999999,0.0697499999999999,0.0282499999999999,0.0217499999999999,0.0267499999999999,0.0652499999999999,0.0085,0.0364999999999999,0.012,0.027,0.015,0.015
Mystery of the Wax Museum (1933),0.74925,0.62525,0.7969999999999999,0.7669999999999999,0.7669999999999999,0.85375,0.59175,0.59175,0.8305,0.6275,0.476,0.598,0.476,0.44825,0.85375,0.2875,0.6975,0.54125,0.40625,0.5645,0.416,0.269,0.3632499999999999,0.3774999999999999,0.2504999999999999,0.8162499999999999,0.23475,0.26325,0.404,0.386,0.3339999999999999,0.198,0.10525,0.3645,0.209,0.24975,0.26125,0.135,0.15275,0.0742499999999999,0.4075,0.41925,0.3429999999999999,0.4725,0.22025,0.236,0.1564999999999999,0.28825,0.37575,0.1262499999999999,0.46375,0.1425,0.2012499999999999,0.4725,0.15175,0.4379999999999999,0.21425,0.25725,0.1545,0.0324999999999999,0.154,0.141,0.17975,0.2015,0.09625,0.061,0.48275,0.198,0.3007499999999999,0.0677499999999999,0.1619999999999999,0.1252499999999999,0.0817499999999999,0.05275,0.0627499999999999,0.1195,0.2012499999999999,0.14275,0.0837499999999999,0.12375,0.4892499999999999,0.75875,0.0725,0.0935,0.1009999999999999,0.2105,0.03975,0.2189999999999999,0.18225,0.377,0.139,0.21925,0.32125,0.38075,0.0765,0.24225,0.2269999999999999,0.1714999999999999,0.059,0.0595,0.04775,0.076,0.06025,0.083,0.09075,0.09725,0.079,0.1305,0.10575,0.0964999999999999,0.1614999999999999,0.0319999999999999,0.03675,0.021,0.0354999999999999,0.10125,0.0655,0.05125,0.11575,0.06125,0.05925,0.0277499999999999,0.0802499999999999,0.0939999999999999,0.076,0.11725,0.218,0.05325,0.8245,0.385,0.0257499999999999,0.0255,0.02975,0.0539999999999999,0.0574999999999999,0.04825,0.0344999999999999,0.0394999999999999,0.0197499999999999,0.05475,0.031,0.10025,0.09375,0.512,0.05325,0.0257499999999999,0.05925,0.021,0.0225
"Razor's Edge, The (1946)",0.9375,0.9375,0.8805000000000001,0.8805000000000001,0.80925,0.861,0.9375,0.861,0.8612500000000001,0.669,0.77475,0.7902499999999999,0.8185,0.5745,0.83325,0.2664999999999999,0.48975,0.73025,0.9525,0.4852499999999999,0.4125,0.40275,0.3692499999999999,0.5015,0.3017499999999999,0.5065,0.4865,0.49175,0.544,0.505,0.40075,0.58575,0.746,0.3692499999999999,0.68,0.3025,0.54075,0.591,0.346,0.3139999999999999,0.587,0.244,0.25625,0.50225,0.4932499999999999,0.3552499999999999,0.2465,0.3199999999999999,0.17175,0.3389999999999999,0.3249999999999999,0.38775,0.68125,0.37725,0.17925,0.55975,0.44175,0.1312499999999999,0.4,0.24775,0.8147500000000001,0.23725,0.3309999999999999,0.6145,0.4054999999999999,0.188,0.17025,0.198,0.52725,0.2105,0.08975,0.156,0.1024999999999999,0.063,0.12125,0.385,0.1912499999999999,0.27575,0.545,0.1345,0.1614999999999999,0.2224999999999999,0.14775,0.251,0.191,0.1942499999999999,0.0662499999999999,0.1922499999999999,0.10175,0.1325,0.192,0.2435,0.27225,0.2234999999999999,0.2204999999999999,0.1285,0.33875,0.0984999999999999,0.092,0.4822499999999999,0.4405,0.2055,0.2105,0.1659999999999999,0.09025,0.09975,0.30025,0.24275,0.1745,0.082,0.133,0.18,0.2314999999999999,0.0885,0.1039999999999999,0.10175,0.05575,0.51875,0.27975,0.1545,0.0379999999999999,0.0707499999999999,0.15825,0.072,0.077,0.12375,0.181,0.062,0.24925,0.14125,0.22025,0.091,0.153,0.1265,0.1099999999999999,0.17425,0.0439999999999999,0.069,0.05825,0.09675,0.082,0.0702499999999999,0.0359999999999999,0.08825,0.10225,0.0225,0.0162499999999999,0.0379999999999999,0.0479999999999999
"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",0.8400000000000001,0.885,0.885,0.929,0.929,0.905,0.885,0.8187500000000001,0.76325,0.7967500000000001,0.7655000000000001,0.8082499999999999,0.7655000000000001,0.4865,0.905,0.4519999999999999,0.3355,0.56975,0.8875,0.72275,0.43975,0.2734999999999999,0.3605,0.32325,0.4645,0.8,0.2534999999999999,0.387,0.3,0.402,0.358,0.3425,0.25225,0.261,0.1564999999999999,0.15,0.2794999999999999,0.1545,0.2239999999999999,0.2825,0.261,0.39675,0.7405,0.37875,0.10775,0.3017499999999999,0.22775,0.27375,0.14125,0.3662499999999999,0.3632499999999999,0.20525,0.28325,0.37875,0.29125,0.3195,0.45125,0.272,0.14775,0.14,0.34675,0.0752499999999999,0.2259999999999999,0.151,0.39375,0.82325,0.10075,0.1704999999999999,0.12,0.212,0.1312499999999999,0.20375,0.22725,0.1039999999999999,0.10075,0.1245,0.17475,0.09525,0.202,0.4147499999999999,0.1425,0.16425,0.10025,0.132,0.09325,0.1069999999999999,0.1302499999999999,0.0855,0.0999999999999999,0.201,0.062,0.08775,0.178,0.37875,0.0762499999999999,0.1059999999999999,0.10275,0.2955,0.08825,0.0725,0.0695,0.084,0.10925,0.0885,0.16425,0.063,0.09025,0.03125,0.1609999999999999,0.139,0.0735,0.1094999999999999,0.0725,0.0925,0.085,0.091,0.04025,0.08925,0.11025,0.11175,0.0915,0.208,0.06025,0.03225,0.05975,0.0762499999999999,0.20525,0.131,0.2754999999999999,0.0549999999999999,0.0865,0.0697499999999999,0.1265,0.026,0.10925,0.05225,0.028,0.03875,0.0324999999999999,0.04625,0.0277499999999999,0.0285,0.03625,0.146,0.0692499999999999,0.0414999999999999,0.063,0.0207499999999999,0.0277499999999999
