movieId,melancholic,weird,culture clash,greed,independent film,runaway,dialogue,drinking,betrayal,drama,original,film noir,good,light,life & death,pornography,catastrophe,vengeance,quirky,mentor,life philosophy,childhood,death,absurd,dreams,sexy,adaptation,not funny,unlikely friendships,creativity,hotel,transformation,tokyo,fantasy world,chase,women,predictable,wartime,dysfunctional family,divorce,islam,surveillance,very funny,road movie,classic car,first contact,too long,memory,censorship,1930s,french,russian,writers,good music,small town,weapons,hospital,sacrifice,nudity (full frontal - brief),doctors,god,period piece,queer,british,multiple storylines,fight scenes,workplace,simple,prejudice,farce,fun movie,underrated,stoner movie,desert,wilderness,immortality,mad scientist,computer animation,blindness,irish accent,addiction,pulp,alter ego,documentary,survival,family,wine,finnish,prison,california,atheism,prostitution,bollywood,camp,directorial debut,texas,hunting,indians,stand-up comedy,awesome soundtrack,brothers,interracial romance,teen movie,trilogy,nudity (topless - brief),island,oil,homeless,new jersey,adoption,rebellion,no plot,stereotypes,alternate history,australia,kick-butt women,san francisco,made for tv,cancer,internet,new york city,goth,radio,nudity (rear),fashion,hip hop,ensemble cast,ghosts/afterlife,notable nudity,father daughter relationship,kidnapping,race,80s,time,snakes,best of 2005,shopping,potential oscar nom,lawyer,reality tv,robert downey jr,los angeles,unlikeable characters,too short,graphic novel,foul language,buddy movie,single father,remake
Haxan: Witchcraft Through the Ages (a.k.a. The Witches) (1922),0.9965,0.7609999999999999,0.80775,0.72525,0.63825,0.80775,0.64225,0.63825,0.502,0.386,0.69475,0.6005,0.487,0.34575,0.1892499999999999,0.51775,0.4645,0.4925,0.3455,0.36075,0.243,0.2574999999999999,0.30125,0.2005,0.1129999999999999,0.3555,0.411,0.3365,0.1272499999999999,0.34025,0.243,0.27975,0.129,0.58175,0.16525,0.58425,0.4465,0.187,0.20875,0.0725,0.41125,0.17775,0.178,0.1089999999999999,0.1855,0.4465,0.1144999999999999,0.11625,0.51775,0.7517499999999999,0.10725,0.1255,0.17675,0.0725,0.10075,0.4465,0.0974999999999999,0.426,0.2674999999999999,0.1305,0.241,0.3077499999999999,0.32475,0.1094999999999999,0.145,0.193,0.08725,0.1345,0.16925,0.08725,0.14625,0.1445,0.11275,0.0314999999999999,0.1362499999999999,0.33775,0.123,0.085,0.15275,0.1352499999999999,0.082,0.1505,0.151,0.71975,0.03975,0.0735,0.0792499999999999,0.0959999999999999,0.08925,0.17525,0.241,0.177,0.08825,0.09075,0.1069999999999999,0.11125,0.3005,0.05775,0.09325,0.093,0.05625,0.1465,0.0842499999999999,0.0595,0.0775,0.0785,0.0645,0.03725,0.0757499999999999,0.10375,0.0339999999999999,0.04125,0.0687499999999999,0.194,0.03675,0.0564999999999999,0.11925,0.0954999999999999,0.028,0.0642499999999999,0.0419999999999999,0.2995,0.014,0.0414999999999999,0.0449999999999999,0.05775,0.04025,0.0695,0.0295,0.06175,0.07,0.03225,0.05475,0.05325,0.125,0.0295,0.0212499999999999,0.10525,0.02,0.10125,0.0324999999999999,0.0295,0.0155,0.0155,0.0359999999999999,0.0349999999999999,0.021,0.017,0.0082499999999999
Greed (1924),0.95975,0.95975,0.87375,0.995,0.87375,0.95975,0.95975,0.87375,0.82925,0.87375,0.67875,0.691,0.87375,0.647,0.5485,0.3305,0.477,0.3814999999999999,0.16825,0.3712499999999999,0.4024999999999999,0.32575,0.8627499999999999,0.2035,0.199,0.4,0.75925,0.3209999999999999,0.24325,0.3199999999999999,0.298,0.39475,0.49,0.3405,0.34475,0.131,0.193,0.17975,0.2125,0.8845000000000001,0.3784999999999999,0.24525,0.27425,0.2219999999999999,0.1372499999999999,0.2224999999999999,0.8999999999999999,0.17575,0.56025,0.61875,0.14725,0.09175,0.2229999999999999,0.1932499999999999,0.0695,0.2185,0.3365,0.259,0.23625,0.22275,0.0885,0.39725,0.26725,0.2045,0.1765,0.2185,0.122,0.14975,0.244,0.2125,0.16825,0.11925,0.08925,0.707,0.0632499999999999,0.1912499999999999,0.15225,0.1119999999999999,0.1322499999999999,0.123,0.08975,0.09225,0.09975,0.06225,0.1942499999999999,0.0969999999999999,0.25775,0.018,0.0822499999999999,0.23875,0.062,0.0855,0.11725,0.18425,0.04975,0.11525,0.08775,0.081,0.0559999999999999,0.137,0.10325,0.09675,0.0949999999999999,0.12475,0.069,0.05875,0.08725,0.0339999999999999,0.03225,0.0994999999999999,0.15975,0.0994999999999999,0.0755,0.11975,0.0524999999999999,0.14425,0.3582499999999999,0.26175,0.0855,0.0825,0.04675,0.023,0.0334999999999999,0.089,0.03025,0.0339999999999999,0.0449999999999999,0.061,0.05925,0.11725,0.0252499999999999,0.0237499999999999,0.0727499999999999,0.2017499999999999,0.22025,0.0574999999999999,0.0655,0.0509999999999999,0.11025,0.0292499999999999,0.03225,0.0252499999999999,0.14,0.016,0.021,0.03375,0.0282499999999999,0.0314999999999999,0.0215
October (1928),0.9515,0.8354999999999999,0.98275,0.64525,0.98275,0.8354999999999999,0.8354999999999999,0.8365,0.66525,0.49675,0.55825,0.8365,0.49675,0.32425,0.30325,0.59825,0.411,0.26225,0.32475,0.3575,0.2825,0.26075,0.33875,0.3465,0.2214999999999999,0.28075,0.28325,0.3185,0.10175,0.2455,0.21175,0.2007499999999999,0.138,0.27425,0.22025,0.1307499999999999,0.17425,0.5165,0.22975,0.10775,0.98275,0.3854999999999999,0.2115,0.1265,0.23575,0.17425,0.67575,0.074,0.819,0.6635,0.0835,0.7545,0.1215,0.21425,0.1372499999999999,0.241,0.06025,0.271,0.131,0.0605,0.24475,0.66525,0.1725,0.14725,0.1614999999999999,0.11025,0.15075,0.04925,0.1305,0.22375,0.20925,0.0782499999999999,0.1885,0.17025,0.14825,0.0792499999999999,0.0979999999999999,0.14475,0.061,0.1265,0.09,0.1175,0.08825,0.38,0.05125,0.0979999999999999,0.068,0.09925,0.0737499999999999,0.0999999999999999,0.1245,0.0642499999999999,0.5465,0.0745,0.1315,0.0745,0.0625,0.3502499999999999,0.0645,0.11475,0.1397499999999999,0.23325,0.1079999999999999,0.0605,0.0727499999999999,0.0802499999999999,0.05625,0.0637499999999999,0.10075,0.0225,0.8029999999999999,0.0349999999999999,0.071,0.0549999999999999,0.1054999999999999,0.06025,0.03125,0.11975,0.03175,0.05375,0.0295,0.0097499999999999,0.04875,0.1265,0.03975,0.0817499999999999,0.0384999999999999,0.03825,0.04875,0.0782499999999999,0.0202499999999999,0.074,0.1985,0.06225,0.0205,0.021,0.0237499999999999,0.0172499999999999,0.0344999999999999,0.0404999999999999,0.025,0.0292499999999999,0.0212499999999999,0.0324999999999999,0.0195,0.0305,0.0282499999999999,0.0162499999999999,0.006
"Pandora's Box (Büchse der Pandora, Die) (1929)",0.99325,0.92925,0.927,0.911,0.68625,0.78725,0.7597499999999999,0.68625,0.927,0.7295,0.63975,0.68625,0.52425,0.52875,0.57325,0.92075,0.43125,0.25875,0.23725,0.285,0.379,0.15375,0.403,0.3125,0.1594999999999999,0.92075,0.41725,0.3209999999999999,0.26875,0.202,0.2594999999999999,0.23425,0.27925,0.27625,0.3592499999999999,0.549,0.1599999999999999,0.682,0.1515,0.4785,0.1362499999999999,0.3055,0.1604999999999999,0.1347499999999999,0.174,0.1995,0.17975,0.0762499999999999,0.689,0.67875,0.0797499999999999,0.0652499999999999,0.12,0.1034999999999999,0.1019999999999999,0.29825,0.0847499999999999,0.1805,0.17925,0.1362499999999999,0.0474999999999999,0.18525,0.21675,0.27,0.12125,0.1144999999999999,0.10725,0.2485,0.1962499999999999,0.22225,0.12275,0.074,0.0665,0.0717499999999999,0.1099999999999999,0.348,0.155,0.15225,0.09875,0.06125,0.17975,0.198,0.10025,0.05275,0.0715,0.10525,0.1272499999999999,0.0227499999999999,0.1375,0.1302499999999999,0.0474999999999999,0.6935,0.0605,0.12125,0.0752499999999999,0.1285,0.1525,0.071,0.1044999999999999,0.08,0.04075,0.2309999999999999,0.091,0.0364999999999999,0.0429999999999999,0.0695,0.05525,0.03875,0.0935,0.065,0.287,0.09925,0.15075,0.0464999999999999,0.0247499999999999,0.0494999999999999,0.3095,0.0752499999999999,0.031,0.04275,0.05575,0.04875,0.0329999999999999,0.076,0.10375,0.0524999999999999,0.0305,0.0842499999999999,0.0205,0.15025,0.0242499999999999,0.0329999999999999,0.06225,0.03525,0.0359999999999999,0.0185,0.0132499999999999,0.0655,0.04625,0.04075,0.069,0.0277499999999999,0.03,0.05175,0.0429999999999999,0.0305,0.0137499999999999,0.0305,0.0082499999999999
"Crowd, The (1928)",0.9325,0.94475,0.94475,0.94475,0.94475,0.94475,0.64525,0.94475,0.9325,0.94475,0.62825,0.7995000000000001,0.94475,0.60075,0.26275,0.4539999999999999,0.45025,0.352,0.32625,0.35175,0.3385,0.42625,0.28025,0.125,0.8109999999999999,0.276,0.30525,0.29025,0.7702500000000001,0.2239999999999999,0.2714999999999999,0.3107499999999999,0.24375,0.2244999999999999,0.434,0.387,0.2,0.10275,0.25575,0.953,0.28425,0.0722499999999999,0.1604999999999999,0.1425,0.11375,0.2,0.0905,0.10275,0.08925,0.51375,0.03425,0.0775,0.25975,0.10225,0.5405,0.1942499999999999,0.4305,0.251,0.1325,0.3017499999999999,0.143,0.2189999999999999,0.16825,0.0574999999999999,0.1275,0.18725,0.4087499999999999,0.2229999999999999,0.1679999999999999,0.0984999999999999,0.18125,0.1302499999999999,0.0605,0.273,0.132,0.0379999999999999,0.23875,0.1357499999999999,0.1892499999999999,0.1679999999999999,0.1285,0.1089999999999999,0.12325,0.071,0.0939999999999999,0.1387499999999999,0.0255,0.0292499999999999,0.09075,0.23175,0.05025,0.1104999999999999,0.11825,0.084,0.0822499999999999,0.21025,0.24275,0.39675,0.15025,0.0822499999999999,0.3944999999999999,0.1952499999999999,0.0935,0.03025,0.211,0.1935,0.1265,0.0785,0.1282499999999999,0.16225,0.0989999999999999,0.0167499999999999,0.05925,0.0494999999999999,0.146,0.066,0.0657499999999999,0.04775,0.078,0.0469999999999999,0.7475,0.1109999999999999,0.03725,0.0695,0.10975,0.1387499999999999,0.03725,0.09175,0.0489999999999999,0.15375,0.0145,0.02975,0.069,0.0657499999999999,0.0424999999999999,0.0735,0.0404999999999999,0.09425,0.0529999999999999,0.0207499999999999,0.0265,0.0439999999999999,0.0242499999999999,0.03425,0.04275,0.03875,0.03525,0.03275,0.0072499999999999
"Man Who Laughs, The (1928)",0.92875,0.8180000000000001,0.74975,0.83725,0.8180000000000001,0.8180000000000001,0.8180000000000001,0.8180000000000001,0.71125,0.71125,0.53125,0.62125,0.6345,0.74575,0.2604999999999999,0.48,0.3675,0.17075,0.4615,0.21775,0.25925,0.22525,0.05325,0.26025,0.0559999999999999,0.27825,0.62725,0.33525,0.2644999999999999,0.1175,0.14375,0.271,0.03525,0.21825,0.2185,0.16575,0.1205,0.683,0.14725,0.33525,0.123,0.0802499999999999,0.26325,0.1024999999999999,0.16275,0.22825,0.0795,0.06025,0.2965,0.72075,0.35275,0.04875,0.081,0.0835,0.0732499999999999,0.088,0.075,0.04725,0.061,0.1505,0.0394999999999999,0.598,0.39975,0.598,0.1402499999999999,0.0732499999999999,0.1505,0.066,0.16525,0.20325,0.084,0.0812499999999999,0.1619999999999999,0.08725,0.146,0.1205,0.26925,0.11825,0.55075,0.05325,0.17025,0.11875,0.0822499999999999,0.31925,0.0202499999999999,0.0207499999999999,0.275,0.1255,0.09875,0.0782499999999999,0.03075,0.15375,0.092,0.0627499999999999,0.14275,0.17075,0.14075,0.0242499999999999,0.18625,0.0742499999999999,0.10625,0.14375,0.0414999999999999,0.0192499999999999,0.188,0.04125,0.0857499999999999,0.0265,0.0267499999999999,0.0715,0.0242499999999999,0.04525,0.0292499999999999,0.03525,0.23225,0.022,0.53175,0.0242499999999999,0.0172499999999999,0.0384999999999999,0.0369999999999999,0.1425,0.0999999999999999,0.015,0.0147499999999999,0.005,0.06075,0.0142499999999999,0.024,0.0067499999999999,0.0182499999999999,0.05775,0.03125,0.0055,0.0182499999999999,0.0117499999999999,0.0245,0.0519999999999999,0.0257499999999999,0.021,0.016,0.02,0.0115,0.0077499999999999,0.0062499999999999,0.008,0.014,0.017,0.013
"Andalusian Dog, An (Chien andalou, Un) (1929)",0.91925,0.996,0.91925,0.8767499999999999,0.91925,0.9035,0.9035,0.73025,0.4389999999999999,0.63,0.73375,0.73025,0.4995,0.85625,0.49475,0.617,0.4197499999999999,0.43225,0.32025,0.356,0.292,0.4459999999999999,0.7677499999999999,0.734,0.93725,0.617,0.28025,0.3645,0.1159999999999999,0.6165,0.3135,0.25825,0.2724999999999999,0.2534999999999999,0.3625,0.2524999999999999,0.3097499999999999,0.0742499999999999,0.1614999999999999,0.16875,0.1345,0.23875,0.2415,0.3097499999999999,0.192,0.21575,0.137,0.3904999999999999,0.6635,0.4515,0.1134999999999999,0.0647499999999999,0.123,0.16325,0.10525,0.1735,0.16875,0.11125,0.198,0.17925,0.239,0.09,0.28725,0.15425,0.1917499999999999,0.1584999999999999,0.14375,0.23875,0.1277499999999999,0.28325,0.1584999999999999,0.15325,0.2375,0.2435,0.09475,0.14325,0.28125,0.1257499999999999,0.1305,0.15225,0.0702499999999999,0.1475,0.2674999999999999,0.0765,0.145,0.092,0.03375,0.03575,0.121,0.1327499999999999,0.1684999999999999,0.0745,0.0642499999999999,0.1375,0.26625,0.074,0.084,0.064,0.1252499999999999,0.0805,0.0812499999999999,0.1059999999999999,0.10775,0.04175,0.1745,0.1034999999999999,0.05125,0.0627499999999999,0.081,0.0504999999999999,0.263,0.1609999999999999,0.0672499999999999,0.0797499999999999,0.0574999999999999,0.091,0.1275,0.0685,0.123,0.09275,0.04925,0.0192499999999999,0.03425,0.04725,0.0275,0.0334999999999999,0.0439999999999999,0.0737499999999999,0.03425,0.05125,0.09025,0.0745,0.12375,0.12075,0.09075,0.0564999999999999,0.05125,0.0305,0.0559999999999999,0.04175,0.0384999999999999,0.0324999999999999,0.0265,0.10575,0.04975,0.0334999999999999,0.03925,0.0115,0.0095
"Golden Age, The (Âge d'Or, L') (1930)",0.9875,0.985,0.7815000000000001,0.8420000000000001,0.70025,0.747,0.747,0.58825,0.59675,0.4135,0.6325,0.52825,0.28075,0.4855,0.35275,0.7569999999999999,0.41025,0.3165,0.295,0.3055,0.27975,0.39025,0.1975,0.648,0.6945,0.7569999999999999,0.274,0.2925,0.0949999999999999,0.4347499999999999,0.262,0.2189999999999999,0.21275,0.21825,0.2784999999999999,0.31325,0.2574999999999999,0.0842499999999999,0.14925,0.3335,0.16275,0.217,0.2524999999999999,0.12425,0.12275,0.17325,0.259,0.248,0.5315,0.498,0.2309999999999999,0.1775,0.1282499999999999,0.0875,0.08825,0.1505,0.1455,0.0964999999999999,0.0989999999999999,0.17675,0.361,0.09875,0.14,0.1069999999999999,0.297,0.1282499999999999,0.09075,0.15775,0.072,0.18125,0.131,0.0857499999999999,0.2015,0.11475,0.059,0.1357499999999999,0.1765,0.11175,0.25075,0.0732499999999999,0.0534999999999999,0.1302499999999999,0.1044999999999999,0.18575,0.05675,0.068,0.1054999999999999,0.066,0.0767499999999999,0.0732499999999999,0.361,0.09975,0.1292499999999999,0.0915,0.066,0.0574999999999999,0.2304999999999999,0.06,0.0979999999999999,0.0464999999999999,0.04175,0.1154999999999999,0.0959999999999999,0.03225,0.0514999999999999,0.04725,0.0429999999999999,0.0554999999999999,0.0439999999999999,0.0519999999999999,0.0474999999999999,0.1054999999999999,0.0504999999999999,0.0697499999999999,0.03725,0.0459999999999999,0.0364999999999999,0.0434999999999999,0.0295,0.04725,0.0544999999999999,0.0205,0.0192499999999999,0.06175,0.0667499999999999,0.05325,0.0554999999999999,0.0175,0.024,0.0245,0.03775,0.03325,0.0449999999999999,0.0529999999999999,0.0275,0.018,0.0374999999999999,0.018,0.03475,0.022,0.0287499999999999,0.014,0.031,0.0349999999999999,0.0125,0.029,0.0127499999999999,0.0095,0.0085
Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),0.99575,0.83575,0.91625,0.8047500000000001,0.64575,0.65125,0.7867500000000001,0.64575,0.74725,0.65125,0.6335,0.5855,0.38,0.5855,0.4207499999999999,0.4812499999999999,0.41025,0.1987499999999999,0.84975,0.31325,0.70075,0.2022499999999999,0.3545,0.51125,0.10675,0.4812499999999999,0.428,0.2564999999999999,0.21975,0.30725,0.1337499999999999,0.178,0.1295,0.2544999999999999,0.172,0.1164999999999999,0.2309999999999999,0.1287499999999999,0.20325,0.5475,0.38675,0.118,0.3067499999999999,0.211,0.1674999999999999,0.1927499999999999,0.17825,0.0682499999999999,0.26625,0.347,0.6965,0.10375,0.184,0.06025,0.05175,0.1084999999999999,0.27375,0.04125,0.1094999999999999,0.14725,0.0847499999999999,0.0847499999999999,0.12175,0.1205,0.1362499999999999,0.1064999999999999,0.24975,0.2175,0.0657499999999999,0.60075,0.10875,0.04175,0.08975,0.0215,0.154,0.17275,0.0757499999999999,0.14775,0.1175,0.0479999999999999,0.1175,0.126,0.05575,0.1915,0.06025,0.0762499999999999,0.47975,0.05175,0.08825,0.05375,0.0847499999999999,0.1004999999999999,0.0885,0.0605,0.05375,0.0559999999999999,0.4825,0.0717499999999999,0.145,0.0379999999999999,0.0519999999999999,0.0454999999999999,0.0692499999999999,0.04775,0.0185,0.04625,0.0652499999999999,0.8514999999999999,0.05675,0.1332499999999999,0.0702499999999999,0.0175,0.09625,0.0484999999999999,0.0247499999999999,0.04225,0.1505,0.0459999999999999,0.0459999999999999,0.0409999999999999,0.017,0.0187499999999999,0.19,0.03075,0.0449999999999999,0.04175,0.0324999999999999,0.022,0.03225,0.0187499999999999,0.0075,0.03075,0.03525,0.0185,0.0185,0.03125,0.0757499999999999,0.0185,0.0389999999999999,0.025,0.0227499999999999,0.0117499999999999,0.0215,0.0132499999999999,0.012,0.0142499999999999,0.0132499999999999,0.015,0.0115
"I Was Born, But... (a.k.a. Children of Tokyo) (Otona no miru ehon - Umarete wa mita keredo) (1932)",0.988,0.89375,0.89375,0.927,0.92925,0.927,0.8899999999999999,0.92925,0.8027500000000001,0.843,0.7989999999999999,0.92925,0.66,0.5695,0.2002499999999999,0.4155,0.3974999999999999,0.641,0.52775,0.32925,0.1255,0.8280000000000001,0.3107499999999999,0.615,0.3615,0.4155,0.2554999999999999,0.291,0.4257499999999999,0.21825,0.1277499999999999,0.2355,0.8625,0.1795,0.15325,0.0895,0.1955,0.2385,0.43925,0.1089999999999999,0.15275,0.3245,0.26525,0.262,0.2925,0.1987499999999999,0.1579999999999999,0.309,0.23025,0.32625,0.1805,0.22275,0.124,0.145,0.306,0.177,0.0647499999999999,0.08925,0.0905,0.05275,0.0359999999999999,0.0979999999999999,0.151,0.22475,0.093,0.22725,0.0807499999999999,0.1825,0.0964999999999999,0.3612499999999999,0.11925,0.0835,0.5895,0.05025,0.06175,0.0227499999999999,0.1955,0.10275,0.0334999999999999,0.059,0.09025,0.10225,0.1382499999999999,0.1345,0.05075,0.22175,0.0195,0.21375,0.09225,0.0815,0.0217499999999999,0.0534999999999999,0.1599999999999999,0.2365,0.08,0.1064999999999999,0.27075,0.0767499999999999,0.3275,0.0722499999999999,0.6195,0.03875,0.14125,0.0255,0.09325,0.022,0.0175,0.03675,0.03175,0.1335,0.0725,0.0182499999999999,0.04975,0.1069999999999999,0.0162499999999999,0.0625,0.1322499999999999,0.03425,0.023,0.04975,0.0489999999999999,0.0225,0.021,0.0474999999999999,0.0344999999999999,0.0484999999999999,0.0394999999999999,0.0464999999999999,0.021,0.0247499999999999,0.0157499999999999,0.0262499999999999,0.0245,0.0305,0.0172499999999999,0.0207499999999999,0.0162499999999999,0.0177499999999999,0.0354999999999999,0.03275,0.028,0.0155,0.03525,0.0222499999999999,0.0554999999999999,0.0195,0.02,0.03925,0.0035
Vampyr (1932),0.99225,0.92875,0.66075,0.8972500000000001,0.88375,0.895,0.8755,0.88375,0.55075,0.3864999999999999,0.704,0.88375,0.33325,0.60575,0.35875,0.1805,0.4285,0.25375,0.285,0.27875,0.251,0.29725,0.5765,0.2189999999999999,0.63125,0.3007499999999999,0.583,0.347,0.1044999999999999,0.3804999999999999,0.2845,0.46975,0.129,0.2754999999999999,0.3185,0.293,0.173,0.34325,0.2005,0.1159999999999999,0.0822499999999999,0.15625,0.2234999999999999,0.135,0.143,0.22275,0.127,0.154,0.15425,0.4285,0.11375,0.11725,0.12325,0.1054999999999999,0.30125,0.15325,0.122,0.30925,0.10775,0.31225,0.0822499999999999,0.20375,0.15725,0.1714999999999999,0.0792499999999999,0.1614999999999999,0.131,0.1257499999999999,0.1282499999999999,0.1709999999999999,0.146,0.2465,0.1275,0.10225,0.1267499999999999,0.2415,0.4357499999999999,0.11925,0.2405,0.09975,0.09275,0.1195,0.10025,0.03625,0.10075,0.0797499999999999,0.09075,0.1292499999999999,0.1074999999999999,0.1164999999999999,0.076,0.0514999999999999,0.0559999999999999,0.09975,0.09175,0.1295,0.0762499999999999,0.0964999999999999,0.0647499999999999,0.0725,0.11675,0.0514999999999999,0.1104999999999999,0.04375,0.06125,0.1669999999999999,0.05975,0.0584999999999999,0.16725,0.0782499999999999,0.0277499999999999,0.1689999999999999,0.0825,0.0692499999999999,0.0519999999999999,0.059,0.0454999999999999,0.0657499999999999,0.03825,0.073,0.04275,0.2209999999999999,0.0444999999999999,0.0172499999999999,0.05575,0.04625,0.0369999999999999,0.0775,0.021,0.0529999999999999,0.0329999999999999,0.03975,0.04325,0.0267499999999999,0.083,0.0162499999999999,0.03275,0.03675,0.0369999999999999,0.03,0.0314999999999999,0.0202499999999999,0.0419999999999999,0.0112499999999999,0.014,0.0097499999999999,0.0215,0.0185,0.0117499999999999
Island of Lost Souls (1932),0.98075,0.8654999999999999,0.6535,0.76925,0.92625,0.94,0.8145,0.92625,0.6535,0.6535,0.65625,0.92625,0.526,0.94,0.1545,0.49675,0.475,0.34175,0.2254999999999999,0.3299999999999999,0.1882499999999999,0.549,0.153,0.27875,0.19,0.49675,0.6545,0.388,0.093,0.24125,0.3239999999999999,0.32225,0.2022499999999999,0.2204999999999999,0.3155,0.32325,0.26225,0.13,0.1175,0.1465,0.2269999999999999,0.29625,0.236,0.189,0.16325,0.23725,0.1405,0.10875,0.6155,0.8792500000000001,0.0559999999999999,0.0625,0.1397499999999999,0.0632499999999999,0.1275,0.15,0.2185,0.12275,0.079,0.3329999999999999,0.27225,0.2279999999999999,0.18225,0.2229999999999999,0.08625,0.11575,0.202,0.12075,0.18425,0.69775,0.1195,0.09175,0.09275,0.25975,0.0295,0.129,0.97975,0.549,0.2485,0.1044999999999999,0.0652499999999999,0.11425,0.1445,0.0994999999999999,0.0559999999999999,0.0544999999999999,0.0319999999999999,0.0212499999999999,0.1129999999999999,0.281,0.0905,0.0549999999999999,0.3445,0.2022499999999999,0.15075,0.0479999999999999,0.0722499999999999,0.0544999999999999,0.08875,0.0399999999999999,0.069,0.05775,0.1139999999999999,0.0175,0.09175,0.704,0.1579999999999999,0.05825,0.0752499999999999,0.03925,0.10575,0.0212499999999999,0.0667499999999999,0.05975,0.04075,0.069,0.1134999999999999,0.09925,0.0225,0.0424999999999999,0.0414999999999999,0.0444999999999999,0.1235,0.0117499999999999,0.0197499999999999,0.09075,0.0404999999999999,0.0574999999999999,0.0235,0.0205,0.0429999999999999,0.0772499999999999,0.0747499999999999,0.0252499999999999,0.2754999999999999,0.07,0.024,0.02,0.04425,0.0175,0.04175,0.0155,0.0105,0.0242499999999999,0.0182499999999999,0.013,0.028,0.0092499999999999,0.0122499999999999
"Atalante, L' (1934)",0.99,0.92875,0.8855,0.863,0.8925000000000001,0.92875,0.92825,0.8925000000000001,0.7835000000000001,0.70425,0.6385,0.8925000000000001,0.5145,0.62075,0.516,0.43875,0.48975,0.3379999999999999,0.55575,0.34275,0.5955,0.49,0.55875,0.26775,0.5495,0.4247499999999999,0.196,0.3017499999999999,0.5175,0.38525,0.41625,0.3169999999999999,0.3355,0.2465,0.305,0.546,0.23375,0.23225,0.2165,0.8847499999999999,0.1957499999999999,0.1885,0.3275,0.1942499999999999,0.215,0.1332499999999999,0.217,0.35275,0.09875,0.44675,0.56475,0.235,0.24475,0.2905,0.2744999999999999,0.1845,0.127,0.15775,0.1352499999999999,0.14675,0.05725,0.1935,0.1382499999999999,0.1402499999999999,0.18275,0.1357499999999999,0.1885,0.5195,0.073,0.2455,0.15575,0.12025,0.1195,0.14125,0.1714999999999999,0.1775,0.09975,0.1305,0.11175,0.0519999999999999,0.0595,0.1277499999999999,0.14125,0.1372499999999999,0.08775,0.0857499999999999,0.2385,0.0637499999999999,0.1084999999999999,0.09025,0.0334999999999999,0.09475,0.0805,0.0984999999999999,0.1342499999999999,0.09575,0.215,0.08875,0.0785,0.05075,0.079,0.1084999999999999,0.0905,0.0855,0.0637499999999999,0.118,0.10175,0.0842499999999999,0.0757499999999999,0.0852499999999999,0.04425,0.0534999999999999,0.0429999999999999,0.0657499999999999,0.061,0.0655,0.069,0.0364999999999999,0.0579999999999999,0.03175,0.03625,0.0319999999999999,0.0999999999999999,0.04925,0.072,0.03675,0.0439999999999999,0.17775,0.0409999999999999,0.05525,0.06175,0.0499999999999999,0.04475,0.0685,0.023,0.05075,0.1604999999999999,0.0339999999999999,0.0344999999999999,0.0207499999999999,0.04575,0.019,0.085,0.031,0.021,0.0165,0.0215,0.016,0.009
Day of Wrath (Vredens dag) (1943),0.996,0.91925,0.9285,0.98525,0.87775,0.98525,0.91925,0.87775,0.9285,0.8022499999999999,0.56025,0.87775,0.7689999999999999,0.6375,0.54,0.54375,0.413,0.4825,0.14175,0.34275,0.38075,0.3249999999999999,0.4835,0.1957499999999999,0.12375,0.54375,0.2194999999999999,0.37375,0.28825,0.1709999999999999,0.22925,0.26825,0.32875,0.46575,0.1555,0.39825,0.1079999999999999,0.2514999999999999,0.3732499999999999,0.66375,0.1654999999999999,0.1215,0.18125,0.1382499999999999,0.2254999999999999,0.1302499999999999,0.194,0.08625,0.24875,0.1912499999999999,0.208,0.1302499999999999,0.0939999999999999,0.10175,0.264,0.18425,0.21225,0.1024999999999999,0.2027499999999999,0.0815,0.2204999999999999,0.24625,0.178,0.085,0.09,0.087,0.10625,0.0969999999999999,0.33225,0.1257499999999999,0.09425,0.0837499999999999,0.04975,0.0409999999999999,0.1164999999999999,0.073,0.0647499999999999,0.0832499999999999,0.1104999999999999,0.10825,0.1347499999999999,0.0979999999999999,0.0805,0.05525,0.0319999999999999,0.12225,0.1355,0.0529999999999999,0.0687499999999999,0.0479999999999999,0.2085,0.09,0.11875,0.0459999999999999,0.0717499999999999,0.08725,0.59525,0.0822499999999999,0.0817499999999999,0.0444999999999999,0.0964999999999999,0.0925,0.0717499999999999,0.0627499999999999,0.024,0.0715,0.071,0.0625,0.0262499999999999,0.17675,0.28825,0.0419999999999999,0.08825,0.05225,0.0255,0.05125,0.0504999999999999,0.04425,0.06175,0.03275,0.0277499999999999,0.0777499999999999,0.011,0.0217499999999999,0.0185,0.0095,0.0287499999999999,0.10625,0.023,0.026,0.0652499999999999,0.0559999999999999,0.02,0.0225,0.03175,0.018,0.0295,0.0625,0.0225,0.0479999999999999,0.0135,0.008,0.061,0.0222499999999999,0.0105,0.025,0.0247499999999999,0.0222499999999999,0.0067499999999999
