movieId,pornography,sexy,weird,melancholic,runaway,original,independent film,censorship,greed,vengeance,culture clash,betrayal,women,dialogue,predictable,drama,good,mentor,catastrophe,adaptation,nudity (full frontal - brief),drinking,life philosophy,queer,absurd,quirky,light,fantasy world,not funny,very funny,fight scenes,life & death,nudity (rear),death,teen movie,dysfunctional family,writers,first contact,chase,notable nudity,transformation,addiction,multiple storylines,creativity,divorce,unlikely friendships,weapons,classic car,hotel,pulp,camp,doctors,fun movie,childhood,prejudice,stereotypes,farce,prostitution,underrated,islam,surveillance,road movie,computer animation,film noir,alter ego,dreams,hospital,period piece,mad scientist,interracial romance,california,graphic novel,nudity (topless - brief),workplace,family,new jersey,too long,sacrifice,internet,tokyo,blindness,british,irish accent,god,stand-up comedy,stoner movie,small town,unlikeable characters,kick-butt women,good music,atheism,80s,memory,fashion,kidnapping,directorial debut,reality tv,wilderness,awesome soundtrack,hip hop,alternate history,bollywood,prison,wartime,goth,new york city,french,los angeles,survival,adoption,no plot,island,immortality,texas,1930s,indians,australia,simple,desert,ensemble cast,documentary,foul language,wine,robert downey jr,brothers,shopping,san francisco,finnish,russian,best of 2005,cancer,remake,made for tv,potential oscar nom,race,father daughter relationship,hunting,lawyer,snakes,ghosts/afterlife,rebellion,homeless,radio,too short,trilogy,single father,buddy movie,oil,time
"Isle, The (Seom) (2000)",0.72275,0.72275,0.925,0.92475,0.8107500000000001,0.758,0.55275,0.4589999999999999,0.92475,0.8567499999999999,0.6785,0.62575,0.379,0.7722500000000001,0.481,0.557,0.3389999999999999,0.376,0.419,0.2284999999999999,0.3185,0.4862499999999999,0.33325,0.1902499999999999,0.52,0.434,0.1445,0.25825,0.4075,0.2955,0.203,0.345,0.10425,0.2194999999999999,0.078,0.23925,0.1435,0.1927499999999999,0.21925,0.0662499999999999,0.24675,0.09675,0.1975,0.23125,0.1069999999999999,0.287,0.1285,0.1887499999999999,0.3155,0.21975,0.0625,0.1305,0.137,0.285,0.27625,0.0444999999999999,0.06075,0.72775,0.1014999999999999,0.0657499999999999,0.1149999999999999,0.089,0.285,0.17675,0.071,0.3419999999999999,0.125,0.0652499999999999,0.085,0.11225,0.0424999999999999,0.0732499999999999,0.0835,0.077,0.0287499999999999,0.08825,0.09675,0.091,0.09075,0.20575,0.121,0.075,0.248,0.17325,0.2002499999999999,0.11875,0.09625,0.03075,0.0712499999999999,0.1277499999999999,0.12075,0.0197499999999999,0.29025,0.0665,0.11375,0.174,0.03975,0.0852499999999999,0.0529999999999999,0.04575,0.0822499999999999,0.084,0.073,0.14825,0.0439999999999999,0.0232499999999999,0.06075,0.0225,0.0695,0.05975,0.062,0.1885,0.1059999999999999,0.078,0.04275,0.05075,0.0489999999999999,0.0792499999999999,0.0499999999999999,0.02975,0.03325,0.0275,0.0564999999999999,0.0242499999999999,0.14625,0.0667499999999999,0.0215,0.02975,0.17425,0.023,0.0469999999999999,0.013,0.0444999999999999,0.0745,0.026,0.03175,0.0369999999999999,0.0324999999999999,0.0474999999999999,0.0187499999999999,0.04325,0.0822499999999999,0.0212499999999999,0.0125,0.0484999999999999,0.017,0.03925,0.0339999999999999,0.0905
Amy's O (a.k.a. Amy's Orgasm) (2001),0.8815,0.8815,0.5795,0.95275,0.5795,0.70775,0.821,0.202,0.34175,0.31575,0.382,0.36475,0.87225,0.45125,0.64375,0.382,0.64375,0.52075,0.4375,0.43125,0.33775,0.1917499999999999,0.46375,0.21275,0.20625,0.43925,0.37925,0.27775,0.31975,0.413,0.29325,0.43775,0.1942499999999999,0.09825,0.4175,0.186,0.6275,0.3047499999999999,0.2847499999999999,0.39575,0.23425,0.15325,0.21,0.1775,0.24725,0.369,0.25125,0.2095,0.185,0.22125,0.2935,0.16825,0.4365,0.4495,0.236,0.4165,0.1887499999999999,0.1584999999999999,0.09375,0.236,0.10525,0.0717499999999999,0.25175,0.1134999999999999,0.26175,0.127,0.11325,0.0765,0.24125,0.22375,0.0822499999999999,0.0737499999999999,0.16825,0.09825,0.39525,0.20825,0.0989999999999999,0.128,0.29425,0.0827499999999999,0.11675,0.09175,0.1049999999999999,0.1084999999999999,0.201,0.1149999999999999,0.0895,0.04875,0.131,0.0845,0.1977499999999999,0.0915,0.22225,0.072,0.04325,0.1327499999999999,0.148,0.2734999999999999,0.0944999999999999,0.15525,0.25425,0.141,0.0712499999999999,0.0762499999999999,0.03725,0.28925,0.0449999999999999,0.29425,0.1402499999999999,0.0964999999999999,0.03625,0.15025,0.0349999999999999,0.0364999999999999,0.0645,0.1074999999999999,0.0305,0.1134999999999999,0.0062499999999999,0.05225,0.0257499999999999,0.062,0.1009999999999999,0.0852499999999999,0.0737499999999999,0.5525,0.04175,0.028,0.03525,0.0359999999999999,0.074,0.1009999999999999,0.0775,0.0595,0.0344999999999999,0.0464999999999999,0.0197499999999999,0.04025,0.0182499999999999,0.081,0.0389999999999999,0.03425,0.533,0.3335,0.0399999999999999,0.05175,0.04075,0.0247499999999999,0.028
"Last House on the Left, The (1972)",0.95925,0.71375,0.955,0.31775,0.955,0.6925,0.45725,0.7675000000000001,0.4775,0.96425,0.42,0.8805000000000001,0.1972499999999999,0.8294999999999999,0.63975,0.42,0.3115,0.3195,0.3994999999999999,0.33175,0.534,0.1765,0.2405,0.1614999999999999,0.1977499999999999,0.21725,0.21925,0.3475,0.2917499999999999,0.2764999999999999,0.6315,0.1815,0.1317499999999999,0.3542499999999999,0.4935,0.1875,0.1785,0.20375,0.306,0.0584999999999999,0.23725,0.3635,0.14625,0.1365,0.0514999999999999,0.10475,0.1765,0.2714999999999999,0.09375,0.17075,0.2534999999999999,0.17725,0.1345,0.0842499999999999,0.0964999999999999,0.1109999999999999,0.10575,0.0969999999999999,0.24,0.06,0.10175,0.3974999999999999,0.139,0.0837499999999999,0.10625,0.14,0.1674999999999999,0.06225,0.21925,0.0777499999999999,0.09525,0.37375,0.15975,0.0802499999999999,0.1215,0.1525,0.0989999999999999,0.10325,0.1337499999999999,0.1074999999999999,0.1584999999999999,0.064,0.0635,0.05925,0.09825,0.18725,0.1387499999999999,0.08875,0.09775,0.1277499999999999,0.04275,0.1835,0.09875,0.03725,0.7665,0.251,0.20675,0.22675,0.075,0.078,0.09725,0.062,0.31375,0.0464999999999999,0.237,0.11525,0.03825,0.05975,0.07,0.0424999999999999,0.09075,0.067,0.0732499999999999,0.26775,0.03525,0.0539999999999999,0.11725,0.0695,0.05025,0.03975,0.04025,0.0479999999999999,0.03575,0.0504999999999999,0.0642499999999999,0.0324999999999999,0.0257499999999999,0.04475,0.05375,0.11125,0.0334999999999999,0.1009999999999999,0.05775,0.0324999999999999,0.03925,0.03675,0.0635,0.0469999999999999,0.09475,0.0165,0.04675,0.031,0.0637499999999999,0.0215,0.0484999999999999,0.0192499999999999,0.0215,0.04175,0.0319999999999999
Claire of the Moon (1992),0.93675,0.768,0.52125,0.84375,0.378,0.62825,0.93725,0.22475,0.46425,0.636,0.4619999999999999,0.4549999999999999,0.8975,0.7882499999999999,0.68625,0.296,0.5495,0.429,0.43925,0.504,0.26975,0.1362499999999999,0.4044999999999999,0.80975,0.1895,0.2857499999999999,0.27025,0.38825,0.32125,0.2405,0.66575,0.261,0.5575,0.217,0.24425,0.21175,0.78375,0.3874999999999999,0.3329999999999999,0.32875,0.1689999999999999,0.351,0.23625,0.24375,0.17575,0.20375,0.273,0.2375,0.31625,0.278,0.22875,0.14525,0.16475,0.20475,0.17725,0.3934999999999999,0.1435,0.0715,0.10975,0.20425,0.0655,0.09775,0.1977499999999999,0.1285,0.1285,0.187,0.05675,0.18175,0.2845,0.383,0.09525,0.0389999999999999,0.4307499999999999,0.0657499999999999,0.2185,0.12325,0.27425,0.2125,0.184,0.088,0.083,0.1124999999999999,0.26025,0.1099999999999999,0.15,0.11825,0.17275,0.04125,0.16825,0.09925,0.0969999999999999,0.1225,0.128,0.17375,0.03125,0.0855,0.08975,0.0672499999999999,0.1629999999999999,0.09175,0.16925,0.142,0.10325,0.10375,0.2724999999999999,0.1164999999999999,0.03725,0.0767499999999999,0.0954999999999999,0.0564999999999999,0.14875,0.1245,0.1114999999999999,0.0662499999999999,0.0742499999999999,0.072,0.0822499999999999,0.133,0.05675,0.0514999999999999,0.012,0.0627499999999999,0.0262499999999999,0.04375,0.0817499999999999,0.08925,0.08975,0.0677499999999999,0.0642499999999999,0.0364999999999999,0.10775,0.0544999999999999,0.062,0.0379999999999999,0.0544999999999999,0.03375,0.092,0.0419999999999999,0.0255,0.067,0.02975,0.026,0.06025,0.089,0.059,0.0627499999999999,0.016,0.0687499999999999,0.0354999999999999
To the Devil a Daughter (1976),0.8420000000000001,0.7855000000000001,0.96725,0.596,0.92225,0.84575,0.364,0.31575,0.544,0.7782500000000001,0.4,0.4655,0.0637499999999999,0.544,0.359,0.5375,0.26525,0.3245,0.3399999999999999,0.534,0.2345,0.15775,0.242,0.127,0.3309999999999999,0.4905,0.3309999999999999,0.31375,0.33525,0.2304999999999999,0.2425,0.17575,0.118,0.48675,0.14975,0.35075,0.188,0.246,0.2754999999999999,0.025,0.1699999999999999,0.0797499999999999,0.179,0.142,0.0394999999999999,0.10975,0.1755,0.25525,0.11725,0.38,0.373,0.2194999999999999,0.09825,0.08625,0.04925,0.08825,0.1515,0.0847499999999999,0.1074999999999999,0.05375,0.132,0.10275,0.1342499999999999,0.24075,0.14125,0.14,0.1619999999999999,0.0479999999999999,0.51075,0.0217499999999999,0.4345,0.0812499999999999,0.0314999999999999,0.2815,0.04225,0.0584999999999999,0.1805,0.875,0.04425,0.2145,0.3265,0.282,0.123,0.75125,0.2299999999999999,0.17825,0.21425,0.05275,0.0595,0.05375,0.75125,0.119,0.0449999999999999,0.024,0.3415,0.16475,0.0712499999999999,0.0855,0.0787499999999999,0.04075,0.081,0.022,0.0817499999999999,0.0969999999999999,0.4755,0.0207499999999999,0.023,0.0295,0.062,0.0439999999999999,0.0344999999999999,0.0334999999999999,0.10725,0.04725,0.04925,0.0369999999999999,0.10425,0.0865,0.0237499999999999,0.0595,0.1579999999999999,0.0227499999999999,0.016,0.0252499999999999,0.0464999999999999,0.0125,0.0145,0.0152499999999999,0.0354999999999999,0.0145,0.03225,0.0379999999999999,0.2015,0.0162499999999999,0.0182499999999999,0.0409999999999999,0.1365,0.016,0.25275,0.0615,0.0379999999999999,0.0295,0.0414999999999999,0.0102499999999999,0.028,0.014,0.0152499999999999,0.028,0.0389999999999999
"Entity, The (1981)",0.92725,0.6405,0.843,0.4455,0.8514999999999999,0.65475,0.1892499999999999,0.6405,0.7509999999999999,0.8879999999999999,0.61225,0.61225,0.23425,0.70525,0.56475,0.61225,0.395,0.651,0.434,0.4195,0.3642499999999999,0.32575,0.2604999999999999,0.1317499999999999,0.173,0.1895,0.26775,0.3675,0.3025,0.217,0.285,0.547,0.17325,0.1985,0.244,0.17925,0.17475,0.56475,0.41725,0.54475,0.3804999999999999,0.11125,0.1997499999999999,0.1892499999999999,0.1034999999999999,0.14225,0.56475,0.30425,0.215,0.2005,0.43775,0.7155,0.1897499999999999,0.16075,0.1699999999999999,0.0625,0.11825,0.0765,0.5185,0.1699999999999999,0.2284999999999999,0.1307499999999999,0.125,0.093,0.1397499999999999,0.1345,0.38325,0.0757499999999999,0.5285,0.07,0.53,0.1205,0.24925,0.1029999999999999,0.15725,0.1149999999999999,0.18525,0.2045,0.11825,0.146,0.1765,0.0319999999999999,0.0777499999999999,0.1282499999999999,0.23775,0.08925,0.16625,0.0959999999999999,0.05725,0.08725,0.1282499999999999,0.6255,0.0655,0.03475,0.11625,0.0682499999999999,0.0499999999999999,0.15175,0.0915,0.0574999999999999,0.136,0.062,0.09025,0.0559999999999999,0.28925,0.04325,0.03025,0.662,0.15325,0.05625,0.0295,0.09925,0.079,0.11275,0.04125,0.0944999999999999,0.04475,0.06175,0.09625,0.0574999999999999,0.0247499999999999,0.148,0.0454999999999999,0.18325,0.0579999999999999,0.08925,0.0727499999999999,0.0237499999999999,0.03,0.0584999999999999,0.0802499999999999,0.1139999999999999,0.118,0.0272499999999999,0.03425,0.03375,0.15625,0.0805,0.0865,0.20975,0.0167499999999999,0.0292499999999999,0.0394999999999999,0.023,0.0265,0.0305,0.0349999999999999,0.0419999999999999,0.0394999999999999
Lady Chatterley's Lover (1981),0.97575,0.97575,0.64725,0.51725,0.80325,0.562,0.2145,0.80325,0.2594999999999999,0.293,0.3395,0.712,0.4237499999999999,0.31625,0.37,0.22675,0.37,0.51875,0.4429999999999999,0.70525,0.7655000000000001,0.23025,0.1962499999999999,0.392,0.195,0.186,0.22425,0.27625,0.3155,0.2445,0.19,0.118,0.426,0.0944999999999999,0.278,0.191,0.20625,0.2644999999999999,0.17375,0.31875,0.2867499999999999,0.0777499999999999,0.1915,0.31725,0.6265,0.16675,0.18425,0.20325,0.15725,0.209,0.0584999999999999,0.20625,0.11525,0.21475,0.1377499999999999,0.14875,0.42325,0.08625,0.182,0.1922499999999999,0.16075,0.0627499999999999,0.1569999999999999,0.09475,0.133,0.0949999999999999,0.12075,0.7677499999999999,0.078,0.4255,0.0802499999999999,0.0772499999999999,0.0615,0.10025,0.16925,0.0504999999999999,0.185,0.0865,0.139,0.0692499999999999,0.1965,0.37675,0.2035,0.08675,0.0722499999999999,0.03875,0.0389999999999999,0.0314999999999999,0.05025,0.05575,0.0792499999999999,0.11675,0.0652499999999999,0.4167499999999999,0.069,0.0715,0.03,0.03775,0.0989999999999999,0.0999999999999999,0.1357499999999999,0.1009999999999999,0.0795,0.1362499999999999,0.025,0.08675,0.0379999999999999,0.03875,0.0747499999999999,0.0499999999999999,0.0449999999999999,0.141,0.0949999999999999,0.0404999999999999,0.24825,0.0765,0.0374999999999999,0.0509999999999999,0.0344999999999999,0.04875,0.0215,0.0544999999999999,0.0755,0.0379999999999999,0.04375,0.1272499999999999,0.05875,0.0117499999999999,0.03275,0.156,0.0484999999999999,0.1669999999999999,0.10475,0.0262499999999999,0.0389999999999999,0.0969999999999999,0.0454999999999999,0.11625,0.0177499999999999,0.04225,0.03575,0.0212499999999999,0.03425,0.0112499999999999,0.03325,0.03075,0.0334999999999999,0.0185,0.03425
Modern Romance (1981),0.623,0.623,0.98225,0.95975,0.631,0.68075,0.3735,0.50375,0.66575,0.37825,0.65225,0.4145,0.5205,0.51225,0.22425,0.4712499999999999,0.4712499999999999,0.37625,0.416,0.32425,0.4539999999999999,0.43875,0.33725,0.27625,0.38625,0.3814999999999999,0.40575,0.2935,0.22125,0.58425,0.18675,0.16375,0.3442499999999999,0.291,0.09825,0.33475,0.44875,0.25225,0.2674999999999999,0.30225,0.273,0.20475,0.3309999999999999,0.34225,0.2694999999999999,0.30525,0.14825,0.3442499999999999,0.3475,0.1365,0.05025,0.10575,0.18675,0.212,0.258,0.1305,0.29,0.0509999999999999,0.1927499999999999,0.1169999999999999,0.09475,0.14975,0.24025,0.16225,0.25,0.0752499999999999,0.1215,0.09175,0.0999999999999999,0.3692499999999999,0.1674999999999999,0.0217499999999999,0.05925,0.11775,0.1775,0.0574999999999999,0.24375,0.1455,0.05275,0.1285,0.21675,0.20475,0.12075,0.03,0.1119999999999999,0.05025,0.2115,0.05325,0.0984999999999999,0.0969999999999999,0.05925,0.23675,0.061,0.08825,0.03475,0.149,0.0725,0.3185,0.1932499999999999,0.0364999999999999,0.0944999999999999,0.0685,0.0722499999999999,0.11975,0.04225,0.17275,0.0752499999999999,0.22125,0.0715,0.0685,0.03425,0.0895,0.031,0.0812499999999999,0.14825,0.0627499999999999,0.0429999999999999,0.14425,0.0787499999999999,0.0705,0.0464999999999999,0.04125,0.0974999999999999,0.0314999999999999,0.0574999999999999,0.0775,0.0805,0.0257499999999999,0.0364999999999999,0.03125,0.04375,0.0152499999999999,0.03825,0.0847499999999999,0.04275,0.04125,0.1337499999999999,0.0272499999999999,0.05175,0.1195,0.03,0.064,0.1569999999999999,0.0632499999999999,0.0454999999999999,0.0247499999999999,0.0359999999999999,0.024,0.0265
Femme Fatale (2002),0.9605,0.9605,0.8145,0.8867499999999999,0.64,0.647,0.254,0.4955,0.5895,0.75,0.4812499999999999,0.86575,0.5355,0.5875,0.4579999999999999,0.43325,0.586,0.4337499999999999,0.4317499999999999,0.24025,0.33225,0.254,0.2319999999999999,0.16425,0.3389999999999999,0.21025,0.45025,0.23325,0.3525,0.23675,0.393,0.36875,0.31825,0.17775,0.133,0.1362499999999999,0.2334999999999999,0.2594999999999999,0.45575,0.1555,0.2495,0.05975,0.17275,0.32375,0.1185,0.12125,0.393,0.1967499999999999,0.49375,0.35175,0.12375,0.203,0.25675,0.14925,0.0775,0.1245,0.18075,0.1159999999999999,0.1545,0.0949999999999999,0.716,0.0722499999999999,0.138,0.569,0.15325,0.4589999999999999,0.0847499999999999,0.10175,0.0842499999999999,0.086,0.1619999999999999,0.0235,0.1262499999999999,0.0544999999999999,0.14425,0.11125,0.144,0.0802499999999999,0.1014999999999999,0.1044999999999999,0.12125,0.0742499999999999,0.10825,0.0399999999999999,0.0722499999999999,0.0695,0.09225,0.04775,0.1624999999999999,0.1009999999999999,0.128,0.0797499999999999,0.15375,0.28525,0.4065,0.0732499999999999,0.10025,0.06025,0.074,0.0692499999999999,0.09975,0.14575,0.10625,0.05275,0.03175,0.067,0.27975,0.0642499999999999,0.0569999999999999,0.1109999999999999,0.24925,0.076,0.0374999999999999,0.0544999999999999,0.0852499999999999,0.0715,0.0569999999999999,0.10325,0.065,0.0434999999999999,0.028,0.04925,0.05725,0.0394999999999999,0.065,0.0374999999999999,0.0695,0.03275,0.05775,0.04825,0.0235,0.05525,0.0389999999999999,0.03975,0.04425,0.0559999999999999,0.0579999999999999,0.08675,0.10075,0.03125,0.0167499999999999,0.0292499999999999,0.0237499999999999,0.0404999999999999,0.04475,0.023,0.0605,0.03075,0.0314999999999999
I Spit on Your Grave (Day of the Woman) (1978),0.98425,0.67325,0.91575,0.2837499999999999,0.9175,0.667,0.37925,0.9175,0.3169999999999999,0.9795,0.3814999999999999,0.8400000000000001,0.1925,0.6425,0.63775,0.37,0.193,0.3097499999999999,0.39025,0.3279999999999999,0.4327499999999999,0.1039999999999999,0.20425,0.12425,0.1584999999999999,0.197,0.3582499999999999,0.32575,0.35575,0.27475,0.47075,0.1315,0.1775,0.4295,0.22675,0.129,0.46475,0.25625,0.26025,0.0625,0.24425,0.05425,0.1144999999999999,0.1589999999999999,0.0364999999999999,0.08875,0.261,0.1892499999999999,0.05875,0.3185,0.3595,0.144,0.09875,0.065,0.0687499999999999,0.1059999999999999,0.08875,0.071,0.1292499999999999,0.05925,0.12425,0.15775,0.1175,0.0777499999999999,0.09675,0.0632499999999999,0.18375,0.0379999999999999,0.3582499999999999,0.04025,0.0667499999999999,0.3319999999999999,0.09775,0.0595,0.0637499999999999,0.1079999999999999,0.27575,0.068,0.10525,0.0595,0.10675,0.04625,0.0484999999999999,0.075,0.087,0.0994999999999999,0.122,0.03925,0.05575,0.0464999999999999,0.04825,0.14625,0.0627499999999999,0.0544999999999999,0.31225,0.0954999999999999,0.10725,0.2329999999999999,0.05475,0.06125,0.0662499999999999,0.03475,0.0569999999999999,0.0414999999999999,0.12225,0.0852499999999999,0.029,0.014,0.0755,0.0499999999999999,0.0559999999999999,0.0805,0.0469999999999999,0.0632499999999999,0.0217499999999999,0.0615,0.11975,0.09325,0.04075,0.0374999999999999,0.0197499999999999,0.0424999999999999,0.0152499999999999,0.04225,0.0359999999999999,0.04275,0.0225,0.04775,0.03375,0.0334999999999999,0.03775,0.14175,0.0687499999999999,0.0215,0.03225,0.019,0.10175,0.0662499999999999,0.03675,0.03875,0.0135,0.0265,0.03825,0.0217499999999999,0.03025,0.0137499999999999,0.019,0.0324999999999999,0.0295
Bad Influence (1990),0.68925,0.7575000000000001,0.62025,0.624,0.64475,0.674,0.1927499999999999,0.08925,0.62025,0.566,0.56875,0.57125,0.10675,0.3385,0.31675,0.2965,0.57125,0.73775,0.424,0.2425,0.378,0.7315,0.5245,0.1875,0.15925,0.1977499999999999,0.16675,0.2694999999999999,0.352,0.2199999999999999,0.24675,0.3994999999999999,0.144,0.17325,0.20975,0.17825,0.14375,0.1942499999999999,0.3409999999999999,0.0807499999999999,0.23625,0.66975,0.1322499999999999,0.1295,0.15075,0.4105,0.24675,0.255,0.1485,0.543,0.1064999999999999,0.10525,0.38325,0.17725,0.1654999999999999,0.15975,0.0627499999999999,0.12275,0.21025,0.08725,0.57125,0.09225,0.1589999999999999,0.288,0.17075,0.1594999999999999,0.142,0.0509999999999999,0.1545,0.0762499999999999,0.405,0.0685,0.0895,0.568,0.194,0.18025,0.1109999999999999,0.1654999999999999,0.1405,0.1034999999999999,0.1059999999999999,0.05625,0.1285,0.0509999999999999,0.09125,0.17775,0.1124999999999999,0.145,0.0822499999999999,0.075,0.0817499999999999,0.22825,0.1104999999999999,0.0842499999999999,0.1942499999999999,0.10025,0.04775,0.1044999999999999,0.0847499999999999,0.04725,0.087,0.05425,0.0775,0.0464999999999999,0.0275,0.10475,0.0237499999999999,0.14975,0.05275,0.04425,0.0742499999999999,0.087,0.0449999999999999,0.04575,0.0329999999999999,0.04875,0.0225,0.1255,0.0212499999999999,0.0334999999999999,0.031,0.0474999999999999,0.0835,0.089,0.0657499999999999,0.0857499999999999,0.08825,0.0364999999999999,0.03525,0.066,0.05575,0.03325,0.05475,0.0504999999999999,0.0725,0.0494999999999999,0.0722499999999999,0.18425,0.0645,0.0404999999999999,0.029,0.08675,0.04325,0.0195,0.03825,0.0235,0.03775,0.0225,0.0454999999999999
Body of Evidence (1993),0.9935,0.9935,0.561,0.32625,0.561,0.697,0.11975,0.53575,0.32825,0.4475,0.45275,0.907,0.365,0.528,0.7375,0.45275,0.32875,0.46975,0.435,0.3495,0.60525,0.1564999999999999,0.34775,0.1345,0.1609999999999999,0.243,0.26275,0.3349999999999999,0.34375,0.308,0.684,0.24875,0.65675,0.5765,0.2614999999999999,0.17925,0.21475,0.30125,0.3095,0.71875,0.20425,0.281,0.264,0.14925,0.662,0.1714999999999999,0.31475,0.1937499999999999,0.1044999999999999,0.26,0.42625,0.31775,0.22725,0.1475,0.09525,0.1975,0.15075,0.10725,0.089,0.09375,0.181,0.0802499999999999,0.1785,0.24775,0.1835,0.0944999999999999,0.16175,0.0777499999999999,0.184,0.1129999999999999,0.0787499999999999,0.15325,0.1535,0.08875,0.252,0.0989999999999999,0.18725,0.1169999999999999,0.15075,0.0655,0.1887499999999999,0.0905,0.1395,0.1084999999999999,0.1094999999999999,0.0994999999999999,0.075,0.0865,0.08625,0.1282499999999999,0.09775,0.11275,0.1485,0.0935,0.1154999999999999,0.0439999999999999,0.16325,0.0595,0.0695,0.11675,0.179,0.0815,0.09475,0.0745,0.04625,0.088,0.03325,0.0605,0.0655,0.05225,0.14,0.0925,0.0785,0.03475,0.0605,0.0564999999999999,0.04575,0.0765,0.016,0.0675,0.017,0.09625,0.04125,0.06025,0.05925,0.11025,0.1079999999999999,0.0374999999999999,0.0524999999999999,0.0652499999999999,0.07,0.26775,0.0569999999999999,0.0519999999999999,0.05125,0.0414999999999999,0.0344999999999999,0.748,0.0444999999999999,0.0705,0.0262499999999999,0.0232499999999999,0.04675,0.05625,0.0404999999999999,0.0539999999999999,0.03475,0.03525,0.0489999999999999
"Story of O, The (Histoire d'O) (1975)",0.98275,0.98275,0.813,0.8992500000000001,0.8732500000000001,0.589,0.27725,0.8732500000000001,0.5405,0.55475,0.47875,0.5465,0.75475,0.5435,0.3275,0.47875,0.2957499999999999,0.621,0.421,0.8845000000000001,0.60575,0.27725,0.24,0.35775,0.17475,0.1579999999999999,0.25325,0.28825,0.2975,0.26275,0.31,0.1599999999999999,0.728,0.1907499999999999,0.38975,0.1104999999999999,0.1882499999999999,0.32775,0.3065,0.66275,0.197,0.0672499999999999,0.21225,0.1574999999999999,0.288,0.16725,0.37375,0.1455,0.1619999999999999,0.3369999999999999,0.412,0.17575,0.2105,0.0812499999999999,0.1505,0.18,0.132,0.092,0.22525,0.1392499999999999,0.3189999999999999,0.0812499999999999,0.1624999999999999,0.09525,0.17025,0.1054999999999999,0.0702499999999999,0.3289999999999999,0.2239999999999999,0.29025,0.1245,0.075,0.195,0.14525,0.0667499999999999,0.0625,0.05925,0.285,0.185,0.1059999999999999,0.1265,0.23275,0.065,0.03675,0.11575,0.1119999999999999,0.0549999999999999,0.12025,0.1029999999999999,0.09775,0.05375,0.1019999999999999,0.09725,0.185,0.142,0.05925,0.04825,0.0865,0.11975,0.03575,0.088,0.1245,0.10075,0.1024999999999999,0.09,0.0642499999999999,0.15025,0.0554999999999999,0.08825,0.0765,0.0459999999999999,0.0852499999999999,0.061,0.0665,0.10125,0.0795,0.0409999999999999,0.0334999999999999,0.09975,0.0807499999999999,0.0559999999999999,0.088,0.1129999999999999,0.0984999999999999,0.04775,0.05175,0.0595,0.0474999999999999,0.03525,0.0334999999999999,0.0225,0.03375,0.04075,0.0434999999999999,0.0509999999999999,0.0287499999999999,0.04025,0.0755,0.0484999999999999,0.0384999999999999,0.0257499999999999,0.0112499999999999,0.04775,0.0232499999999999,0.03675,0.0167499999999999,0.0287499999999999,0.0227499999999999,0.03525
Sonny (2002),0.8725,0.73075,0.8187500000000001,0.6565,0.8187500000000001,0.72275,0.96075,0.61175,0.39825,0.7562500000000001,0.57625,0.50825,0.743,0.53375,0.508,0.50825,0.57625,0.70275,0.4227499999999999,0.386,0.75725,0.3712499999999999,0.347,0.7525,0.17575,0.35875,0.2514999999999999,0.4225,0.3592499999999999,0.387,0.3565,0.39625,0.4247499999999999,0.549,0.1669999999999999,0.4885,0.403,0.304,0.23725,0.53125,0.2955,0.4569999999999999,0.40625,0.2204999999999999,0.0544999999999999,0.3565,0.2584999999999999,0.299,0.0697499999999999,0.201,0.2017499999999999,0.4355,0.14625,0.13,0.3532499999999999,0.2155,0.077,0.722,0.2299999999999999,0.16025,0.11825,0.1525,0.2125,0.1099999999999999,0.153,0.121,0.127,0.08,0.0885,0.21225,0.32825,0.135,0.57,0.1119999999999999,0.14625,0.059,0.1154999999999999,0.1119999999999999,0.11725,0.0865,0.1225,0.204,0.1372499999999999,0.27575,0.126,0.1574999999999999,0.0815,0.213,0.12175,0.0915,0.0842499999999999,0.2524999999999999,0.083,0.0175,0.0544999999999999,0.707,0.09125,0.1169999999999999,0.12025,0.69575,0.08725,0.273,0.0685,0.144,0.0539999999999999,0.1029999999999999,0.0394999999999999,0.10225,0.0732499999999999,0.0389999999999999,0.0369999999999999,0.18,0.0677499999999999,0.361,0.0767499999999999,0.149,0.10525,0.0959999999999999,0.15825,0.065,0.1009999999999999,0.3399999999999999,0.0242499999999999,0.3035,0.0732499999999999,0.0742499999999999,0.05275,0.5485,0.2957499999999999,0.17075,0.0384999999999999,0.0925,0.0115,0.1614999999999999,0.05325,0.0295,0.0344999999999999,0.0655,0.0454999999999999,0.0519999999999999,0.0625,0.05275,0.1104999999999999,0.08875,0.05375,0.05625,0.16275,0.0172499999999999,0.0354999999999999
