movieId,betrayal,weird,culture clash,vengeance,drama,greed,runaway,melancholic,good,original,dialogue,independent film,chase,mentor,drinking,fun movie,surveillance,light,weapons,fight scenes,quirky,adaptation,pornography,catastrophe,good music,unlikely friendships,very funny,awesome soundtrack,predictable,life & death,death,life philosophy,foul language,classic car,absurd,addiction,film noir,alter ego,multiple storylines,sacrifice,underrated,sexy,nudity (full frontal - brief),irish accent,fantasy world,creativity,not funny,nudity (topless - brief),islam,pulp,british,prejudice,ensemble cast,childhood,survival,dysfunctional family,transformation,first contact,stereotypes,period piece,too long,california,kidnapping,writers,queer,small town,hotel,family,hospital,directorial debut,prison,brothers,wartime,censorship,road movie,tokyo,new jersey,farce,simple,doctors,dreams,teen movie,best of 2005,graphic novel,stoner movie,80s,alternate history,buddy movie,memory,potential oscar nom,new york city,los angeles,women,wilderness,bollywood,computer animation,trilogy,desert,texas,blindness,1930s,rebellion,lawyer,hunting,unlikeable characters,hip hop,indians,no plot,kick-butt women,divorce,internet,workplace,nudity (rear),robert downey jr,camp,race,prostitution,russian,father daughter relationship,oil,cancer,san francisco,mad scientist,island,goth,atheism,notable nudity,french,snakes,stand-up comedy,homeless,australia,adoption,time,documentary,immortality,finnish,radio,god,interracial romance,wine,made for tv,ghosts/afterlife,reality tv,remake,shopping,fashion,too short,single father
"Cincinnati Kid, The (1965)",0.981,0.981,0.981,0.62575,0.8935,0.725,0.8245,0.8692500000000001,0.8935,0.80775,0.8740000000000001,0.7922499999999999,0.356,0.92725,0.7922499999999999,0.8740000000000001,0.48875,0.68425,0.8740000000000001,0.8740000000000001,0.38575,0.4595,0.414,0.5115,0.2504999999999999,0.593,0.27575,0.2504999999999999,0.3505,0.27775,0.3535,0.57675,0.23725,0.3994999999999999,0.149,0.1987499999999999,0.46825,0.30225,0.26475,0.1235,0.3804999999999999,0.6715,0.241,0.19,0.27825,0.3715,0.3854999999999999,0.41525,0.20975,0.3279999999999999,0.3,0.26,0.22625,0.577,0.0969999999999999,0.1475,0.2857499999999999,0.196,0.17225,0.724,0.2435,0.41625,0.05225,0.2234999999999999,0.26425,0.4277499999999999,0.496,0.577,0.1745,0.237,0.1644999999999999,0.1295,0.148,0.16075,0.1322499999999999,0.1624999999999999,0.28525,0.23375,0.1382499999999999,0.2105,0.17025,0.2224999999999999,0.11725,0.0479999999999999,0.3309999999999999,0.2279999999999999,0.1594999999999999,0.22025,0.0715,0.26275,0.2674999999999999,0.0682499999999999,0.2229999999999999,0.059,0.0707499999999999,0.577,0.066,0.075,0.4207499999999999,0.15625,0.7617499999999999,0.0935,0.25725,0.0812499999999999,0.13,0.05075,0.079,0.0434999999999999,0.078,0.32725,0.0905,0.1074999999999999,0.1255,0.1307499999999999,0.211,0.11375,0.135,0.12325,0.0329999999999999,0.2355,0.10225,0.1352499999999999,0.16675,0.1144999999999999,0.0795,0.10575,0.0732499999999999,0.1347499999999999,0.04925,0.1074999999999999,0.0404999999999999,0.05075,0.1664999999999999,0.09325,0.10575,0.11925,0.0444999999999999,0.14725,0.0655,0.10525,0.11525,0.08625,0.0444999999999999,0.0727499999999999,0.0409999999999999,0.0344999999999999,0.0999999999999999,0.0344999999999999,0.0564999999999999
Collateral (2004),0.96,0.96,0.96,0.93075,0.8992500000000001,0.8992500000000001,0.8992500000000001,0.88825,0.88975,0.85375,0.93075,0.7669999999999999,0.93675,0.736,0.7669999999999999,0.7887500000000001,0.88975,0.5765,0.93675,0.93675,0.64625,0.3844999999999999,0.37,0.5915,0.3379999999999999,0.26425,0.299,0.4054999999999999,0.53225,0.4725,0.37075,0.4842499999999999,0.264,0.4307499999999999,0.60375,0.2875,0.41825,0.4865,0.355,0.30325,0.3804999999999999,0.4745,0.27575,0.2835,0.3452499999999999,0.3315,0.296,0.3289999999999999,0.20725,0.33675,0.20325,0.24375,0.15675,0.15475,0.5835,0.173,0.361,0.53225,0.3329999999999999,0.1154999999999999,0.1674999999999999,0.606,0.2239999999999999,0.1962499999999999,0.174,0.1815,0.40725,0.20625,0.506,0.1927499999999999,0.14225,0.09975,0.08925,0.09325,0.297,0.1302499999999999,0.254,0.1104999999999999,0.24625,0.27,0.36975,0.134,0.23275,0.0529999999999999,0.0944999999999999,0.126,0.11725,0.3355,0.2214999999999999,0.2445,0.2249999999999999,0.9515,0.15,0.1267499999999999,0.10175,0.16825,0.0747499999999999,0.1282499999999999,0.0815,0.2465,0.10325,0.0857499999999999,0.312,0.21875,0.14325,0.1285,0.0775,0.1392499999999999,0.1272499999999999,0.1927499999999999,0.1315,0.3435,0.1225,0.1327499999999999,0.08,0.1195,0.11025,0.0637499999999999,0.0574999999999999,0.18225,0.0715,0.15675,0.1275,0.11925,0.0989999999999999,0.078,0.14875,0.05775,0.1295,0.0717499999999999,0.1614999999999999,0.0469999999999999,0.06175,0.04025,0.04275,0.06225,0.0474999999999999,0.1305,0.0384999999999999,0.08825,0.12025,0.0474999999999999,0.1079999999999999,0.0999999999999999,0.04975,0.15725,0.089,0.05975,0.04675
The Machinist (2004),0.958,0.99175,0.96875,0.7609999999999999,0.96875,0.99175,0.98025,0.97,0.93875,0.93425,0.98075,0.84825,0.3339999999999999,0.63925,0.84825,0.3117499999999999,0.90075,0.66525,0.3105,0.26525,0.6495,0.46025,0.67975,0.5005,0.34775,0.22325,0.26,0.34775,0.37975,0.436,0.37375,0.4117499999999999,0.27025,0.3315,0.79725,0.3405,0.6885,0.4549999999999999,0.31475,0.518,0.51575,0.32475,0.39525,0.427,0.46775,0.3339999999999999,0.41825,0.354,0.1372499999999999,0.2445,0.2845,0.18675,0.11375,0.17375,0.2085,0.28725,0.39675,0.3105,0.1564999999999999,0.11825,0.151,0.1805,0.1815,0.24775,0.156,0.21525,0.3067499999999999,0.11475,0.34675,0.26575,0.183,0.135,0.0822499999999999,0.1535,0.1775,0.1134999999999999,0.2065,0.06075,0.153,0.37975,0.59925,0.1114999999999999,0.3345,0.1262499999999999,0.14425,0.0815,0.196,0.0657499999999999,0.817,0.3525,0.11875,0.2055,0.137,0.1084999999999999,0.10525,0.10225,0.0685,0.0695,0.0825,0.28025,0.0685,0.0949999999999999,0.077,0.0742499999999999,0.17225,0.03825,0.0667499999999999,0.15125,0.0845,0.0925,0.12375,0.435,0.1392499999999999,0.0812499999999999,0.1129999999999999,0.0969999999999999,0.4295,0.08725,0.0434999999999999,0.0984999999999999,0.092,0.0687499999999999,0.10225,0.0635,0.15775,0.268,0.0554999999999999,0.061,0.05025,0.09075,0.11025,0.0305,0.05725,0.1357499999999999,0.0464999999999999,0.03725,0.029,0.0725,0.18475,0.03775,0.0424999999999999,0.0722499999999999,0.0559999999999999,0.0329999999999999,0.0454999999999999,0.0444999999999999,0.03025,0.0334999999999999,0.04025
House of Flying Daggers (Shi mian mai fu) (2004),0.8912500000000001,0.9895,0.99075,0.74975,0.69375,0.90475,0.8885000000000001,0.966,0.92725,0.90875,0.8885000000000001,0.90475,0.93625,0.64925,0.8885000000000001,0.79775,0.7927500000000001,0.90575,0.93625,0.9595,0.30225,0.3295,0.658,0.59075,0.26775,0.4785,0.298,0.292,0.4922499999999999,0.354,0.35975,0.347,0.04875,0.27125,0.698,0.069,0.126,0.3105,0.3299999999999999,0.641,0.293,0.4692499999999999,0.2554999999999999,0.21425,0.7805,0.4135,0.33725,0.2485,0.394,0.32775,0.2504999999999999,0.21525,0.05025,0.21375,0.1285,0.2754999999999999,0.3319999999999999,0.4915,0.3375,0.50175,0.23375,0.0767499999999999,0.1064999999999999,0.18025,0.286,0.083,0.0964999999999999,0.17825,0.1397499999999999,0.1629999999999999,0.1689999999999999,0.26625,0.3005,0.085,0.12475,0.33125,0.0767499999999999,0.10575,0.269,0.14375,0.1775,0.12025,0.25175,0.1684999999999999,0.0855,0.0514999999999999,0.17025,0.0865,0.1962499999999999,0.1342499999999999,0.04375,0.04575,0.178,0.15875,0.43025,0.2017499999999999,0.24275,0.1372499999999999,0.0627499999999999,0.4439999999999999,0.1387499999999999,0.5265,0.0282499999999999,0.04425,0.04075,0.05625,0.1555,0.2694999999999999,0.6965,0.0825,0.1109999999999999,0.0812499999999999,0.1307499999999999,0.0379999999999999,0.1009999999999999,0.0802499999999999,0.0474999999999999,0.09775,0.10575,0.0574999999999999,0.0772499999999999,0.05725,0.17575,0.1139999999999999,0.0842499999999999,0.091,0.1149999999999999,0.119,0.14225,0.069,0.0295,0.0615,0.0865,0.05025,0.04675,0.16325,0.09275,0.03025,0.0627499999999999,0.10475,0.059,0.05375,0.0895,0.03725,0.0319999999999999,0.0202499999999999,0.0732499999999999,0.1084999999999999,0.0252499999999999
Scarface (1932),0.99975,0.88225,0.8945000000000001,0.9865,0.8400000000000001,0.8705,0.829,0.8487499999999999,0.8552500000000001,0.8640000000000001,0.8945000000000001,0.72175,0.70625,0.6705,0.72175,0.7762500000000001,0.73025,0.80575,0.7762500000000001,0.7762500000000001,0.6815,0.44925,0.6435,0.427,0.3037499999999999,0.3814999999999999,0.4165,0.3037499999999999,0.31675,0.32975,0.60125,0.34025,0.33175,0.309,0.20675,0.4237499999999999,0.65725,0.99475,0.2905,0.241,0.41825,0.63175,0.2269999999999999,0.42925,0.33975,0.1972499999999999,0.31975,0.3904999999999999,0.2065,0.3065,0.27025,0.22425,0.10375,0.3015,0.09825,0.3005,0.3435,0.21825,0.2284999999999999,0.191,0.30725,0.3025,0.1345,0.1159999999999999,0.27725,0.1877499999999999,0.39875,0.192,0.1957499999999999,0.1694999999999999,0.15625,0.1985,0.1972499999999999,0.84125,0.21,0.1977499999999999,0.1785,0.16225,0.1164999999999999,0.1275,0.1342499999999999,0.12425,0.155,0.15,0.122,0.3299999999999999,0.0949999999999999,0.24325,0.1345,0.217,0.26125,0.196,0.1475,0.1064999999999999,0.0574999999999999,0.18475,0.1937499999999999,0.11175,0.1584999999999999,0.118,0.8792500000000001,0.0984999999999999,0.186,0.0852499999999999,0.0875,0.3462499999999999,0.0752499999999999,0.059,0.0895,0.2085,0.0715,0.074,0.1272499999999999,0.086,0.151,0.11175,0.0675,0.0905,0.05275,0.09325,0.08675,0.1755,0.0949999999999999,0.0564999999999999,0.03975,0.0792499999999999,0.0665,0.0825,0.05275,0.082,0.03425,0.0777499999999999,0.064,0.09175,0.0595,0.09275,0.092,0.0509999999999999,0.0792499999999999,0.0787499999999999,0.0379999999999999,0.10025,0.067,0.06075,0.45525,0.0295,0.0379999999999999,0.025,0.0207499999999999
"Killers, The (1964)",0.937,0.8202499999999999,0.90475,0.93775,0.64,0.90475,0.65075,0.934,0.67475,0.911,0.9215,0.56675,0.8452500000000001,0.7622500000000001,0.56675,0.7255,0.72775,0.69775,0.7255,0.7255,0.51475,0.65575,0.8162499999999999,0.4679999999999999,0.1034999999999999,0.1885,0.69775,0.073,0.31425,0.3135,0.63125,0.22525,0.2012499999999999,0.62225,0.3944999999999999,0.10775,0.90975,0.2947499999999999,0.1775,0.29425,0.4952499999999999,0.66825,0.54625,0.278,0.2189999999999999,0.18375,0.35875,0.3944999999999999,0.502,0.7145,0.311,0.2015,0.0737499999999999,0.179,0.26425,0.15325,0.24375,0.3655,0.2264999999999999,0.14225,0.11175,0.748,0.33125,0.1292499999999999,0.275,0.2917499999999999,0.2135,0.1332499999999999,0.143,0.3055,0.1545,0.1835,0.1375,0.2825,0.17375,0.0845,0.25425,0.2875,0.083,0.1644999999999999,0.1074999999999999,0.3445,0.04775,0.1362499999999999,0.0845,0.135,0.15125,0.0672499999999999,0.3725,0.078,0.1362499999999999,0.1639999999999999,0.16175,0.24625,0.2815,0.14825,0.0615,0.2209999999999999,0.2734999999999999,0.43775,0.1405,0.17975,0.1629999999999999,0.0802499999999999,0.182,0.0667499999999999,0.25425,0.0642499999999999,0.2664999999999999,0.0645,0.1019999999999999,0.14475,0.1312499999999999,0.0964999999999999,0.239,0.4445,0.09,0.0449999999999999,0.0725,0.153,0.0414999999999999,0.2704999999999999,0.239,0.0802499999999999,0.05825,0.10025,0.0652499999999999,0.0549999999999999,0.1402499999999999,0.0989999999999999,0.04175,0.124,0.08975,0.1985,0.0655,0.1395,0.077,0.0225,0.10025,0.1375,0.0625,0.1325,0.14325,0.05075,0.8440000000000001,0.05525,0.0329999999999999,0.1315,0.0702499999999999
State of Grace (1990),0.9855,0.9015,0.9015,0.9235,0.9015,0.7965,0.78075,0.8945000000000001,0.9015,0.887,0.8200000000000001,0.696,0.5695,0.7435,0.8574999999999999,0.57775,0.701,0.488,0.57775,0.57775,0.4832499999999999,0.477,0.58625,0.5705,0.3934999999999999,0.90325,0.24075,0.4972499999999999,0.351,0.3904999999999999,0.56325,0.414,0.86575,0.41525,0.21375,0.4985,0.57,0.33125,0.4347499999999999,0.29525,0.69975,0.33325,0.2339999999999999,0.74225,0.41025,0.1644999999999999,0.3592499999999999,0.52375,0.2105,0.2684999999999999,0.3864999999999999,0.32725,0.31925,0.4107499999999999,0.3315,0.2155,0.23925,0.2309999999999999,0.4595,0.2995,0.1775,0.2825,0.1337499999999999,0.293,0.36775,0.3017499999999999,0.3455,0.4105,0.27,0.28125,0.148,0.393,0.25575,0.132,0.1745,0.10125,0.4649999999999999,0.1134999999999999,0.0807499999999999,0.4147499999999999,0.16075,0.22475,0.1257499999999999,0.2334999999999999,0.1024999999999999,0.3219999999999999,0.09475,0.21425,0.148,0.3215,0.9765,0.089,0.1835,0.253,0.1765,0.185,0.26525,0.11975,0.2015,0.17625,0.2825,0.1014999999999999,0.212,0.14075,0.21275,0.11875,0.1594999999999999,0.10625,0.0807499999999999,0.1405,0.0782499999999999,0.1169999999999999,0.286,0.18075,0.09775,0.0994999999999999,0.04975,0.04525,0.1402499999999999,0.0747499999999999,0.121,0.0514999999999999,0.1252499999999999,0.07,0.09,0.15875,0.10725,0.05225,0.11225,0.0949999999999999,0.05825,0.1332499999999999,0.092,0.14775,0.0802499999999999,0.04975,0.11675,0.1315,0.15875,0.1099999999999999,0.04575,0.1074999999999999,0.17125,0.0637499999999999,0.05325,0.02975,0.1205,0.0574999999999999,0.0369999999999999
Lady Snowblood (Shurayukihime) (1973),0.908,0.902,0.73975,0.987,0.73975,0.8712500000000001,0.8872500000000001,0.9655,0.72875,0.8002499999999999,0.8872500000000001,0.8712500000000001,0.798,0.7035,0.688,0.624,0.75475,0.688,0.798,0.798,0.56775,0.56325,0.64975,0.41825,0.57675,0.46475,0.5815,0.5145,0.3359999999999999,0.37725,0.70575,0.33175,0.1049999999999999,0.45575,0.3425,0.17275,0.2495,0.15,0.181,0.29925,0.253,0.276,0.35075,0.1485,0.542,0.28925,0.3824999999999999,0.22825,0.204,0.32225,0.387,0.18425,0.0595,0.62925,0.245,0.484,0.282,0.28125,0.29125,0.1367499999999999,0.1947499999999999,0.29,0.29625,0.177,0.27475,0.24325,0.192,0.5925,0.27325,0.18325,0.5845,0.22625,0.20575,0.17075,0.20925,0.90625,0.0989999999999999,0.1967499999999999,0.3299999999999999,0.1992499999999999,0.16875,0.3275,0.1257499999999999,0.1215,0.45275,0.2329999999999999,0.142,0.0685,0.14975,0.1402499999999999,0.0632499999999999,0.0915,0.44425,0.18575,0.172,0.14425,0.1639999999999999,0.14075,0.1164999999999999,0.1302499999999999,0.1255,0.4207499999999999,0.062,0.21175,0.0514999999999999,0.12375,0.0797499999999999,0.11725,0.3409999999999999,0.0655,0.139,0.066,0.05725,0.05675,0.25625,0.0702499999999999,0.4034999999999999,0.2594999999999999,0.201,0.05125,0.0979999999999999,0.05075,0.12425,0.217,0.0667499999999999,0.0807499999999999,0.0394999999999999,0.1982499999999999,0.1619999999999999,0.137,0.0662499999999999,0.128,0.15075,0.0825,0.0772499999999999,0.0554999999999999,0.2005,0.05275,0.0807499999999999,0.06175,0.0554999999999999,0.0792499999999999,0.0959999999999999,0.0484999999999999,0.03975,0.06075,0.152,0.0404999999999999,0.03325
11:14 (2003),0.8067500000000001,0.8640000000000001,0.727,0.8394999999999999,0.72275,0.72275,0.72275,0.51125,0.7995000000000001,0.8767499999999999,0.727,0.57275,0.7995000000000001,0.397,0.5675,0.7995000000000001,0.63075,0.32575,0.302,0.2975,0.8640000000000001,0.2554999999999999,0.3319999999999999,0.4745,0.4237499999999999,0.17575,0.509,0.1352499999999999,0.42625,0.32425,0.47675,0.376,0.2239999999999999,0.44975,0.39575,0.23325,0.31475,0.17575,0.7885,0.27675,0.435,0.34875,0.39875,0.397,0.3655,0.481,0.26875,0.144,0.12175,0.27725,0.1669999999999999,0.14775,0.8992500000000001,0.1584999999999999,0.1069999999999999,0.31975,0.25475,0.302,0.17125,0.11175,0.0627499999999999,0.2845,0.33025,0.4105,0.1355,0.62675,0.1917499999999999,0.1505,0.1935,0.1765,0.14725,0.1124999999999999,0.10475,0.0755,0.55325,0.118,0.2035,0.241,0.1644999999999999,0.17025,0.09675,0.2504999999999999,0.34075,0.03125,0.1925,0.0697499999999999,0.17925,0.04125,0.22075,0.1932499999999999,0.08,0.17425,0.10525,0.0935,0.147,0.1114999999999999,0.0454999999999999,0.0775,0.1355,0.1639999999999999,0.0717499999999999,0.10375,0.1009999999999999,0.0494999999999999,0.132,0.11225,0.16725,0.2294999999999999,0.14625,0.09925,0.2405,0.2375,0.16275,0.05425,0.0499999999999999,0.1285,0.0574999999999999,0.08975,0.0737499999999999,0.03725,0.0359999999999999,0.119,0.061,0.0752499999999999,0.09025,0.085,0.09975,0.0777499999999999,0.05175,0.1029999999999999,0.05725,0.0697499999999999,0.083,0.10275,0.04675,0.05325,0.0647499999999999,0.1505,0.0454999999999999,0.0484999999999999,0.18675,0.04625,0.0797499999999999,0.04575,0.0419999999999999,0.14775,0.0287499999999999,0.0832499999999999,0.03425
Old Boy (2003),0.9835,0.97075,0.97075,0.98975,0.97075,0.97075,0.959,0.96675,0.92525,0.945,0.959,0.9125,0.37725,0.586,0.7509999999999999,0.4205,0.7835000000000001,0.65925,0.4205,0.66375,0.78,0.49675,0.8634999999999999,0.45075,0.74775,0.3635,0.4375,0.74775,0.36875,0.435,0.30025,0.306,0.235,0.387,0.806,0.31225,0.53675,0.44575,0.33625,0.46525,0.32625,0.5135,0.4785,0.2289999999999999,0.31425,0.4375,0.37875,0.3105,0.20675,0.502,0.27075,0.196,0.04825,0.40025,0.203,0.1965,0.3329999999999999,0.346,0.1659999999999999,0.1372499999999999,0.3605,0.1415,0.67375,0.2339999999999999,0.1679999999999999,0.0984999999999999,0.4297499999999999,0.138,0.3007499999999999,0.208,0.63325,0.1892499999999999,0.11775,0.5135,0.12075,0.374,0.05925,0.11425,0.25125,0.209,0.39175,0.1134999999999999,0.66725,0.68575,0.2554999999999999,0.1292499999999999,0.2289999999999999,0.074,0.4405,0.238,0.08975,0.0805,0.1282499999999999,0.14325,0.39075,0.1357499999999999,0.479,0.1325,0.0787499999999999,0.1865,0.0885,0.11525,0.0787499999999999,0.1307499999999999,0.05725,0.079,0.1699999999999999,0.2855,0.12125,0.08625,0.1385,0.064,0.1357499999999999,0.0637499999999999,0.077,0.11975,0.09375,0.09,0.1367499999999999,0.05425,0.078,0.06125,0.0885,0.0797499999999999,0.0514999999999999,0.1362499999999999,0.059,0.126,0.075,0.11375,0.0715,0.09175,0.08875,0.0969999999999999,0.0554999999999999,0.0419999999999999,0.0369999999999999,0.0267499999999999,0.135,0.0444999999999999,0.03875,0.0632499999999999,0.0157499999999999,0.0675,0.0534999999999999,0.023,0.0339999999999999,0.03125,0.0222499999999999
Layer Cake (2004),0.9945,0.863,0.8919999999999999,0.9595,0.863,0.863,0.863,0.97925,0.8454999999999999,0.8740000000000001,0.835,0.642,0.776,0.7755000000000001,0.4555,0.835,0.74525,0.616,0.835,0.835,0.7635000000000001,0.72925,0.35975,0.531,0.642,0.41925,0.32375,0.642,0.28075,0.2817499999999999,0.2857499999999999,0.4225,0.4157499999999999,0.42225,0.20675,0.941,0.4105,0.256,0.531,0.2684999999999999,0.40225,0.4755,0.2135,0.4367499999999999,0.3455,0.26375,0.3299999999999999,0.3542499999999999,0.1887499999999999,0.67725,0.9125,0.17525,0.4265,0.212,0.138,0.19,0.22575,0.2345,0.41825,0.66525,0.125,0.2244999999999999,0.31425,0.25225,0.2339999999999999,0.183,0.24425,0.1445,0.187,0.747,0.18175,0.15025,0.172,0.0935,0.15275,0.093,0.20375,0.1185,0.1255,0.2012499999999999,0.11575,0.11925,0.2339999999999999,0.0645,0.16975,0.1084999999999999,0.1525,0.1684999999999999,0.197,0.2644999999999999,0.0974999999999999,0.0732499999999999,0.09225,0.1175,0.1342499999999999,0.184,0.1169999999999999,0.0785,0.0875,0.10875,0.12375,0.09325,0.1034999999999999,0.0519999999999999,0.3575,0.10725,0.05275,0.27625,0.09075,0.09425,0.2314999999999999,0.0969999999999999,0.133,0.1895,0.10375,0.083,0.0514999999999999,0.1245,0.1335,0.1455,0.06,0.0677499999999999,0.0584999999999999,0.066,0.03325,0.06125,0.1357499999999999,0.04675,0.0509999999999999,0.0752499999999999,0.0419999999999999,0.10175,0.064,0.0374999999999999,0.0785,0.04275,0.0717499999999999,0.10725,0.0449999999999999,0.0559999999999999,0.10025,0.0605,0.0434999999999999,0.0329999999999999,0.03625,0.0939999999999999,0.05025,0.0655,0.0262499999999999
Sin City (2005),0.99375,0.98375,0.978,0.99375,0.9665,0.9665,0.968,0.984,0.8674999999999999,0.9745,0.9655,0.8665,0.9025,0.5895,0.7742500000000001,0.8875,0.524,0.7522500000000001,0.9025,0.9935,0.93775,0.819,0.8825000000000001,0.57975,0.42025,0.3149999999999999,0.4812499999999999,0.42025,0.9935,0.25825,0.32225,0.5295,0.38225,0.4605,0.496,0.34875,0.855,0.922,0.93675,0.5445,0.3645,0.68125,0.3625,0.2514999999999999,0.51925,0.4649999999999999,0.34175,0.37825,0.32225,0.8260000000000001,0.23875,0.2955,0.63125,0.26925,0.70125,0.303,0.40525,0.382,0.351,0.151,0.21025,0.20375,0.1589999999999999,0.4429999999999999,0.31625,0.1515,0.1845,0.26225,0.1377499999999999,0.2259999999999999,0.142,0.16875,0.10475,0.38975,0.1574999999999999,0.3532499999999999,0.179,0.1875,0.11675,0.1089999999999999,0.1455,0.21375,0.8845000000000001,0.996,0.14325,0.0837499999999999,0.289,0.1367499999999999,0.1024999999999999,0.18575,0.12325,0.1347499999999999,0.3129999999999999,0.119,0.09775,0.26225,0.2269999999999999,0.1372499999999999,0.1312499999999999,0.16925,0.15075,0.15275,0.03425,0.0717499999999999,0.4295,0.0815,0.088,0.0795,0.181,0.09675,0.18125,0.08775,0.0815,0.2209999999999999,0.09725,0.083,0.4095,0.04975,0.20675,0.0725,0.0787499999999999,0.06175,0.2165,0.069,0.4679999999999999,0.09275,0.0642499999999999,0.0835,0.1815,0.10925,0.04875,0.0652499999999999,0.0574999999999999,0.0245,0.0554999999999999,0.1044999999999999,0.0459999999999999,0.03675,0.0524999999999999,0.05475,0.0752499999999999,0.04525,0.072,0.05975,0.0359999999999999,0.05375,0.0539999999999999,0.0795,0.0172499999999999
Lord of War (2005),0.96075,0.94325,0.96175,0.93425,0.94325,0.96075,0.96175,0.5795,0.9115,0.8385,0.74725,0.8205,0.5505,0.669,0.57875,0.64125,0.588,0.68175,0.96625,0.5505,0.72775,0.3149999999999999,0.5105,0.58725,0.21675,0.29625,0.34175,0.1947499999999999,0.4912499999999999,0.582,0.4459999999999999,0.57775,0.31,0.356,0.68175,0.73425,0.16725,0.3159999999999999,0.2664999999999999,0.44525,0.4357499999999999,0.26525,0.26225,0.347,0.3904999999999999,0.31875,0.2977499999999999,0.60875,0.99575,0.2027499999999999,0.2475,0.62725,0.2475,0.16275,0.555,0.2827499999999999,0.39775,0.4912499999999999,0.3415,0.24725,0.1624999999999999,0.25825,0.17175,0.27275,0.14775,0.22975,0.2274999999999999,0.22175,0.2634999999999999,0.1825,0.148,0.57225,0.8205,0.278,0.212,0.10475,0.2485,0.1282499999999999,0.18675,0.2219999999999999,0.2045,0.11475,0.58575,0.20925,0.1144999999999999,0.15975,0.346,0.085,0.0974999999999999,0.21425,0.3675,0.088,0.1664999999999999,0.1049999999999999,0.1079999999999999,0.1902499999999999,0.0429999999999999,0.14675,0.09875,0.1674999999999999,0.09575,0.2209999999999999,0.196,0.11325,0.25475,0.09775,0.0635,0.0822499999999999,0.05125,0.1275,0.35975,0.3,0.1337499999999999,0.1144999999999999,0.0954999999999999,0.1725,0.0969999999999999,0.282,0.1195,0.3225,0.1255,0.06025,0.0847499999999999,0.1059999999999999,0.0687499999999999,0.1917499999999999,0.1385,0.0605,0.04375,0.0682499999999999,0.12475,0.1185,0.11475,0.0324999999999999,0.11375,0.0379999999999999,0.0805,0.1634999999999999,0.11075,0.0554999999999999,0.11675,0.0474999999999999,0.06125,0.08975,0.05225,0.08,0.0717499999999999,0.0637499999999999,0.0364999999999999
"History of Violence, A (2005)",0.995,0.87225,0.88225,0.995,0.88225,0.7589999999999999,0.9205,0.87225,0.8160000000000001,0.8214999999999999,0.9205,0.658,0.554,0.4267499999999999,0.59925,0.46425,0.68775,0.3522499999999999,0.554,0.554,0.58675,0.498,0.90225,0.4569999999999999,0.23775,0.183,0.2744999999999999,0.1649999999999999,0.6435,0.257,0.33175,0.287,0.4255,0.33325,0.5945,0.25375,0.26475,0.4619999999999999,0.33025,0.3662499999999999,0.3229999999999999,0.7455,0.591,0.154,0.253,0.208,0.29425,0.24,0.3309999999999999,0.45875,0.1725,0.25225,0.156,0.137,0.2654999999999999,0.60425,0.353,0.22625,0.32125,0.11775,0.32825,0.247,0.33375,0.31325,0.3385,0.916,0.22075,0.61075,0.31125,0.15775,0.11825,0.2289999999999999,0.0855,0.7455,0.1397499999999999,0.118,0.20325,0.10875,0.1937499999999999,0.16375,0.11325,0.146,0.861,0.92525,0.1009999999999999,0.1149999999999999,0.10875,0.0832499999999999,0.22275,0.2314999999999999,0.09325,0.12125,0.2269999999999999,0.135,0.0857499999999999,0.14725,0.0747499999999999,0.1335,0.1965,0.2229999999999999,0.09175,0.08,0.50425,0.21775,0.33425,0.08775,0.088,0.20575,0.155,0.364,0.089,0.129,0.2155,0.1347499999999999,0.10825,0.05825,0.1094999999999999,0.08825,0.1129999999999999,0.0732499999999999,0.08925,0.0767499999999999,0.12475,0.0625,0.0785,0.0832499999999999,0.1877499999999999,0.04225,0.0702499999999999,0.1104999999999999,0.04575,0.0722499999999999,0.1649999999999999,0.0262499999999999,0.0384999999999999,0.05575,0.0245,0.03525,0.0847499999999999,0.124,0.04725,0.063,0.0235,0.21275,0.0399999999999999,0.0667499999999999,0.04575,0.05725,0.10825
