movieId,teen movie,good,predictable,original,very funny,catastrophe,mentor,family,childhood,fun movie,melancholic,runaway,women,chase,light,stereotypes,fight scenes,dialogue,fantasy world,culture clash,sexy,first contact,life philosophy,unlikely friendships,betrayal,vengeance,adaptation,weird,divorce,drama,pornography,transformation,not funny,greed,weapons,quirky,writers,shopping,farce,internet,drinking,new jersey,dysfunctional family,life & death,creativity,fashion,interracial romance,absurd,queer,computer animation,nudity (full frontal - brief),new york city,independent film,single father,death,sacrifice,hospital,hotel,pulp,prejudice,notable nudity,classic car,surveillance,underrated,multiple storylines,hip hop,nudity (rear),camp,california,alter ego,irish accent,doctors,simple,remake,too long,80s,small town,san francisco,islam,good music,awesome soundtrack,dreams,adoption,island,mad scientist,period piece,alternate history,foul language,no plot,bollywood,british,road movie,memory,unlikeable characters,indians,workplace,stand-up comedy,blindness,immortality,wine,father daughter relationship,film noir,lawyer,kick-butt women,too short,ghosts/afterlife,race,stoner movie,cancer,wartime,survival,los angeles,brothers,radio,addiction,prison,ensemble cast,atheism,reality tv,buddy movie,god,time,tokyo,robert downey jr,censorship,russian,kidnapping,nudity (topless - brief),made for tv,wilderness,goth,1930s,directorial debut,homeless,texas,australia,prostitution,finnish,trilogy,snakes,potential oscar nom,oil,french,best of 2005,desert,rebellion,graphic novel,hunting,documentary
My Father the Hero (1994),0.8825000000000001,0.7745,0.6615,0.70175,0.53,0.52225,0.4479999999999999,0.5755,0.52125,0.2534999999999999,0.2995,0.4014999999999999,0.7562500000000001,0.4712499999999999,0.28225,0.15175,0.29225,0.39775,0.5835,0.2897499999999999,0.28725,0.40725,0.31375,0.2095,0.2624999999999999,0.359,0.21325,0.37525,0.27475,0.22075,0.22525,0.26775,0.2644999999999999,0.22125,0.26575,0.17375,0.1014999999999999,0.4625,0.1164999999999999,0.11525,0.1049999999999999,0.2465,0.16675,0.262,0.191,0.138,0.21325,0.14275,0.1972499999999999,0.243,0.23875,0.0825,0.22125,0.98375,0.1649999999999999,0.128,0.2654999999999999,0.239,0.2055,0.0935,0.1397499999999999,0.2219999999999999,0.123,0.10475,0.28725,0.0534999999999999,0.25,0.14375,0.11575,0.2345,0.293,0.21625,0.062,0.67025,0.155,0.0514999999999999,0.0504999999999999,0.1129999999999999,0.1325,0.0667499999999999,0.078,0.1912499999999999,0.2239999999999999,0.42125,0.28525,0.0632499999999999,0.18225,0.0314999999999999,0.17725,0.10075,0.0865,0.0687499999999999,0.11075,0.1159999999999999,0.11325,0.0705,0.1114999999999999,0.0795,0.08625,0.0247499999999999,0.42,0.1009999999999999,0.0235,0.0847499999999999,0.07,0.0504999999999999,0.05175,0.0722499999999999,0.0379999999999999,0.0835,0.0677499999999999,0.0489999999999999,0.069,0.04575,0.0662499999999999,0.0857499999999999,0.0414999999999999,0.0632499999999999,0.0354999999999999,0.04125,0.05175,0.0334999999999999,0.10975,0.03475,0.2395,0.0494999999999999,0.2005,0.05475,0.086,0.03475,0.0534999999999999,0.03675,0.0564999999999999,0.05075,0.0235,0.04325,0.17875,0.0339999999999999,0.03675,0.0434999999999999,0.0227499999999999,0.0207499999999999,0.2774999999999999,0.0262499999999999,0.0625,0.0384999999999999,0.0969999999999999,0.01,0.0195
Bring It On Again (2004),0.981,0.77,0.77875,0.8180000000000001,0.46075,0.4347499999999999,0.4925,0.45175,0.284,0.4972499999999999,0.3385,0.2027499999999999,0.265,0.37,0.39925,0.695,0.69075,0.46375,0.3582499999999999,0.22525,0.26775,0.3015,0.3369999999999999,0.177,0.27075,0.34375,0.3299999999999999,0.2604999999999999,0.0825,0.2249999999999999,0.23425,0.2664999999999999,0.27875,0.2027499999999999,0.27,0.3359999999999999,0.292,0.1525,0.46075,0.1495,0.2125,0.60775,0.183,0.21875,0.1927499999999999,0.11875,0.0767499999999999,0.375,0.2145,0.205,0.308,0.078,0.23525,0.0762499999999999,0.184,0.10025,0.11075,0.09725,0.2774999999999999,0.705,0.1892499999999999,0.1425,0.209,0.0852499999999999,0.2524999999999999,0.67825,0.18275,0.23225,0.1312499999999999,0.18275,0.0964999999999999,0.0815,0.14675,0.173,0.1345,0.2395,0.067,0.04725,0.1564999999999999,0.09225,0.125,0.20475,0.10825,0.075,0.14,0.09125,0.133,0.0632499999999999,0.16225,0.1892499999999999,0.0815,0.0717499999999999,0.08,0.09275,0.09575,0.08675,0.1725,0.066,0.3205,0.0554999999999999,0.06125,0.1175,0.0399999999999999,0.1195,0.03575,0.0785,0.09425,0.1009999999999999,0.0364999999999999,0.05575,0.04575,0.0282499999999999,0.0404999999999999,0.085,0.0579999999999999,0.0735,0.10825,0.0544999999999999,0.09925,0.05275,0.129,0.0374999999999999,0.0815,0.0479999999999999,0.0817499999999999,0.0885,0.063,0.0334999999999999,0.15275,0.03975,0.062,0.0605,0.08775,0.026,0.06225,0.0334999999999999,0.04075,0.0489999999999999,0.03675,0.0519999999999999,0.0379999999999999,0.029,0.029,0.0364999999999999,0.014,0.031,0.0379999999999999,0.0235,0.027
"Wedding Date, The (2005)",0.994,0.99775,0.65475,0.52975,0.3442499999999999,0.53975,0.347,0.6205,0.6785,0.33725,0.80325,0.5875,0.56,0.52575,0.5315,0.32875,0.312,0.33675,0.28925,0.3087499999999999,0.5705,0.3565,0.3475,0.1094999999999999,0.4295,0.23875,0.3974999999999999,0.1932499999999999,0.55125,0.18275,0.15275,0.27275,0.25525,0.2185,0.1345,0.194,0.217,0.3125,0.133,0.21875,0.18725,0.1609999999999999,0.17275,0.15975,0.16375,0.16975,0.3229999999999999,0.1455,0.10375,0.1495,0.089,0.1245,0.0837499999999999,0.1302499999999999,0.0979999999999999,0.12475,0.11575,0.26575,0.1185,0.18325,0.1795,0.1119999999999999,0.179,0.15025,0.1159999999999999,0.06175,0.10175,0.062,0.0534999999999999,0.069,0.2012499999999999,0.1034999999999999,0.1114999999999999,0.083,0.12275,0.0394999999999999,0.0805,0.1377499999999999,0.08725,0.0554999999999999,0.05625,0.071,0.072,0.0672499999999999,0.05275,0.33125,0.0979999999999999,0.17125,0.2189999999999999,0.071,0.4107499999999999,0.0657499999999999,0.123,0.24425,0.0822499999999999,0.05575,0.06,0.09725,0.0767499999999999,0.201,0.0449999999999999,0.0845,0.076,0.0735,0.09775,0.04525,0.05875,0.0675,0.0429999999999999,0.05775,0.05125,0.0389999999999999,0.0712499999999999,0.0549999999999999,0.0579999999999999,0.0529999999999999,0.03875,0.05725,0.04925,0.0192499999999999,0.0469999999999999,0.04175,0.0434999999999999,0.062,0.0429999999999999,0.03825,0.0257499999999999,0.0195,0.0459999999999999,0.0295,0.03275,0.0329999999999999,0.0285,0.0292499999999999,0.0285,0.03925,0.16475,0.026,0.03125,0.0137499999999999,0.0237499999999999,0.04575,0.023,0.0627499999999999,0.022,0.0197499999999999,0.026,0.0227499999999999,0.0145
Hitch (2005),0.9975,0.9975,0.73125,0.7987500000000001,0.95525,0.8345,0.542,0.8174999999999999,0.8174999999999999,0.7025,0.8087500000000001,0.7055,0.74825,0.64025,0.47975,0.67975,0.404,0.57475,0.33575,0.40225,0.45725,0.32925,0.36975,0.281,0.3007499999999999,0.3265,0.23325,0.383,0.3325,0.3622499999999999,0.18025,0.34175,0.2704999999999999,0.27275,0.404,0.16425,0.176,0.1915,0.3492499999999999,0.356,0.2907499999999999,0.1897499999999999,0.09575,0.17475,0.2674999999999999,0.2475,0.3025,0.0795,0.1277499999999999,0.25025,0.1962499999999999,0.654,0.188,0.23325,0.1357499999999999,0.188,0.22725,0.15225,0.1272499999999999,0.21275,0.15325,0.1669999999999999,0.3005,0.23675,0.145,0.14525,0.23275,0.086,0.16425,0.1835,0.15825,0.4095,0.2007499999999999,0.1094999999999999,0.16025,0.0802499999999999,0.0855,0.1952499999999999,0.11525,0.11675,0.0974999999999999,0.2175,0.06175,0.251,0.1599999999999999,0.1144999999999999,0.11075,0.3225,0.15275,0.2654999999999999,0.09925,0.05575,0.26775,0.0584999999999999,0.0905,0.11175,0.0627499999999999,0.1564999999999999,0.06175,0.23425,0.0757499999999999,0.0802499999999999,0.12025,0.084,0.1897499999999999,0.15075,0.1505,0.0569999999999999,0.05475,0.11525,0.0815,0.061,0.059,0.068,0.05875,0.0805,0.08675,0.067,0.0444999999999999,0.23875,0.05675,0.125,0.062,0.0875,0.0305,0.06225,0.0424999999999999,0.0369999999999999,0.04325,0.0409999999999999,0.0207499999999999,0.05225,0.0479999999999999,0.09275,0.029,0.04075,0.0504999999999999,0.0212499999999999,0.0449999999999999,0.031,0.06075,0.066,0.03575,0.1169999999999999,0.0265,0.03025,0.0255,0.0227499999999999,0.0272499999999999
The Boyfriend School (1990),0.91525,0.92925,0.67425,0.72425,0.512,0.45725,0.54725,0.58575,0.764,0.4485,0.3964999999999999,0.297,0.155,0.4485,0.38575,0.187,0.476,0.2885,0.4155,0.268,0.26625,0.373,0.61,0.297,0.3209999999999999,0.50925,0.61675,0.27525,0.10925,0.297,0.17725,0.3745,0.27675,0.1957499999999999,0.36075,0.2445,0.2234999999999999,0.2917499999999999,0.1377499999999999,0.37175,0.0954999999999999,0.1525,0.1355,0.274,0.146,0.08875,0.1084999999999999,0.1094999999999999,0.136,0.1785,0.1714999999999999,0.066,0.1325,0.1004999999999999,0.1525,0.22575,0.20375,0.05175,0.206,0.0757499999999999,0.1664999999999999,0.1297499999999999,0.088,0.09,0.1385,0.06175,0.04325,0.1109999999999999,0.0815,0.24025,0.0875,0.0905,0.22675,0.1664999999999999,0.72,0.05475,0.05975,0.069,0.09225,0.05075,0.0752499999999999,0.3625,0.17475,0.0762499999999999,0.0865,0.1089999999999999,0.2244999999999999,0.03125,0.10025,0.09325,0.0777499999999999,0.068,0.121,0.04175,0.0595,0.0745,0.1735,0.10825,0.0697499999999999,0.11875,0.0374999999999999,0.0974999999999999,0.08,0.1355,0.1445,0.0762499999999999,0.0364999999999999,0.04425,0.7715000000000001,0.0785,0.0574999999999999,0.0369999999999999,0.0529999999999999,0.0225,0.0775,0.10375,0.0459999999999999,0.1397499999999999,0.05525,0.0252499999999999,0.11025,0.0692499999999999,0.0474999999999999,0.03775,0.0364999999999999,0.06075,0.05025,0.02975,0.0765,0.1962499999999999,0.0354999999999999,0.0384999999999999,0.04125,0.0469999999999999,0.018,0.0765,0.022,0.0205,0.0564999999999999,0.0195,0.0329999999999999,0.216,0.0287499999999999,0.0185,0.04325,0.0177499999999999,0.0815,0.04475,0.0107499999999999
Man of the House (2005),0.95525,0.95525,0.718,0.629,0.7702500000000001,0.7335,0.47475,0.3185,0.25325,0.6915,0.2189999999999999,0.4565,0.67375,0.76475,0.54275,0.74275,0.5525,0.31475,0.4065,0.266,0.54725,0.25575,0.3662499999999999,0.137,0.5545,0.3335,0.2214999999999999,0.2027499999999999,0.1825,0.2005,0.2027499999999999,0.423,0.1945,0.1917499999999999,0.55,0.1375,0.18675,0.0324999999999999,0.10675,0.1599999999999999,0.1195,0.18375,0.11275,0.17925,0.1357499999999999,0.1619999999999999,0.14075,0.11925,0.15575,0.20975,0.139,0.0715,0.0827499999999999,0.1302499999999999,0.11825,0.0847499999999999,0.084,0.0519999999999999,0.18275,0.1907499999999999,0.05275,0.1855,0.15775,0.14875,0.15375,0.089,0.1515,0.1659999999999999,0.2194999999999999,0.2554999999999999,0.10725,0.1079999999999999,0.1285,0.1699999999999999,0.14775,0.0494999999999999,0.0549999999999999,0.0989999999999999,0.12275,0.1375,0.08925,0.0905,0.1039999999999999,0.1397499999999999,0.16225,0.0775,0.1109999999999999,0.2495,0.267,0.11025,0.067,0.05625,0.0847499999999999,0.379,0.10175,0.09875,0.06175,0.1555,0.0837499999999999,0.0349999999999999,0.17775,0.09275,0.0647499999999999,0.28225,0.05525,0.06025,0.131,0.0584999999999999,0.03225,0.06175,0.0725,0.0349999999999999,0.0652499999999999,0.029,0.04575,0.0735,0.0469999999999999,0.063,0.0434999999999999,0.04925,0.0399999999999999,0.0454999999999999,0.09325,0.05025,0.0494999999999999,0.09025,0.2594999999999999,0.023,0.0549999999999999,0.04075,0.03225,0.05375,0.0319999999999999,0.04125,0.34475,0.027,0.05125,0.0222499999999999,0.04225,0.0267499999999999,0.0344999999999999,0.0399999999999999,0.0145,0.0994999999999999,0.0344999999999999,0.142,0.04575,0.0464999999999999,0.0117499999999999
Tyler Perry's Diary of a Mad Black Woman (2005),0.4655,0.52275,0.4165,0.635,0.4832499999999999,0.5,0.4459999999999999,0.526,0.15425,0.21725,0.7135,0.3165,0.475,0.1955,0.21125,0.488,0.1972499999999999,0.3037499999999999,0.28925,0.3774999999999999,0.4034999999999999,0.2907499999999999,0.58925,0.214,0.4655,0.5615,0.3452499999999999,0.284,0.6625,0.581,0.27775,0.2997499999999999,0.25625,0.2125,0.17825,0.15175,0.3249999999999999,0.069,0.2002499999999999,0.1342499999999999,0.266,0.078,0.3702499999999999,0.15725,0.24075,0.14325,0.32475,0.135,0.15975,0.17375,0.2887499999999999,0.0635,0.22025,0.806,0.1649999999999999,0.1505,0.17025,0.1109999999999999,0.141,0.246,0.0662499999999999,0.1445,0.1225,0.1972499999999999,0.1574999999999999,0.0989999999999999,0.04025,0.1205,0.1322499999999999,0.1029999999999999,0.1302499999999999,0.1584999999999999,0.05525,0.1262499999999999,0.1387499999999999,0.03975,0.0959999999999999,0.0792499999999999,0.12225,0.076,0.072,0.1305,0.22225,0.0757499999999999,0.08725,0.0662499999999999,0.1154999999999999,0.11425,0.0782499999999999,0.0954999999999999,0.09275,0.1044999999999999,0.0755,0.04175,0.0474999999999999,0.0652499999999999,0.1302499999999999,0.1302499999999999,0.0479999999999999,0.06125,0.0292499999999999,0.0875,0.284,0.09325,0.0217499999999999,0.09225,0.12425,0.0637499999999999,0.15675,0.0807499999999999,0.08,0.05975,0.09075,0.0464999999999999,0.1925,0.0715,0.04825,0.2017499999999999,0.0635,0.03175,0.16275,0.03,0.0837499999999999,0.09775,0.0434999999999999,0.059,0.0539999999999999,0.0419999999999999,0.0479999999999999,0.04475,0.0374999999999999,0.04325,0.08775,0.1535,0.0464999999999999,0.018,0.0394999999999999,0.04825,0.0277499999999999,0.0424999999999999,0.0534999999999999,0.027,0.0157499999999999,0.08925,0.0167499999999999,0.0172499999999999,0.04625,0.031,0.0449999999999999
Ice Princess (2005),0.98375,0.8614999999999999,0.56925,0.591,0.209,0.54625,0.656,0.547,0.5645,0.56025,0.16625,0.54075,0.5165,0.4347499999999999,0.15125,0.54275,0.22025,0.35275,0.40725,0.384,0.14175,0.56925,0.26975,0.3914999999999999,0.1485,0.1975,0.2465,0.215,0.0875,0.1614999999999999,0.1332499999999999,0.3512499999999999,0.352,0.285,0.22025,0.123,0.1545,0.1669999999999999,0.09125,0.33775,0.14275,0.23525,0.1425,0.2927499999999999,0.2027499999999999,0.1265,0.20825,0.10575,0.1275,0.18025,0.10275,0.0579999999999999,0.087,0.1725,0.0777499999999999,0.1882499999999999,0.0994999999999999,0.0665,0.1382499999999999,0.1905,0.05875,0.16025,0.2704999999999999,0.1515,0.10975,0.16575,0.03275,0.131,0.23975,0.1079999999999999,0.0847499999999999,0.08,0.1505,0.1044999999999999,0.11625,0.062,0.1019999999999999,0.0925,0.1455,0.04975,0.0692499999999999,0.6235,0.16575,0.0822499999999999,0.185,0.05175,0.084,0.0379999999999999,0.0705,0.18125,0.05175,0.084,0.05425,0.0757499999999999,0.129,0.0459999999999999,0.087,0.06,0.0707499999999999,0.08925,0.17075,0.0817499999999999,0.028,0.0677499999999999,0.1084999999999999,0.0205,0.10425,0.0642499999999999,0.04325,0.0494999999999999,0.04425,0.0339999999999999,0.0409999999999999,0.0524999999999999,0.03975,0.0519999999999999,0.03075,0.0549999999999999,0.0544999999999999,0.0215,0.0484999999999999,0.03425,0.0439999999999999,0.0404999999999999,0.0319999999999999,0.05075,0.0354999999999999,0.04725,0.10725,0.04825,0.0272499999999999,0.0267499999999999,0.0344999999999999,0.0237499999999999,0.0439999999999999,0.06225,0.0369999999999999,0.03325,0.0247499999999999,0.04025,0.0235,0.0235,0.0272499999999999,0.03525,0.027,0.03075,0.014,0.017,0.0142499999999999
Miss Congeniality 2: Armed and Fabulous (2005),0.96725,0.96725,0.8732500000000001,0.706,0.89375,0.50925,0.479,0.4255,0.4325,0.36175,0.18575,0.2455,0.33975,0.4107499999999999,0.40175,0.30425,0.429,0.3239999999999999,0.3379999999999999,0.26025,0.20975,0.246,0.33225,0.238,0.20625,0.27125,0.21525,0.22375,0.1044999999999999,0.16875,0.16275,0.2977499999999999,0.27525,0.1955,0.34775,0.22425,0.3067499999999999,0.21775,0.3405,0.1619999999999999,0.14825,0.155,0.125,0.1709999999999999,0.257,0.33175,0.0999999999999999,0.1755,0.60575,0.1714999999999999,0.1392499999999999,0.0695,0.10975,0.091,0.1347499999999999,0.1104999999999999,0.1377499999999999,0.1579999999999999,0.3067499999999999,0.1074999999999999,0.0732499999999999,0.1295,0.176,0.0725,0.15125,0.1292499999999999,0.22425,0.16825,0.078,0.128,0.09575,0.087,0.08775,0.14775,0.2135,0.0509999999999999,0.0702499999999999,0.1252499999999999,0.0712499999999999,0.0469999999999999,0.0569999999999999,0.0504999999999999,0.09125,0.218,0.0984999999999999,0.15825,0.10475,0.0449999999999999,0.1579999999999999,0.1169999999999999,0.10425,0.118,0.088,0.04675,0.0989999999999999,0.0979999999999999,0.0725,0.067,0.135,0.0682499999999999,0.03725,0.09675,0.085,0.085,0.0675,0.061,0.0685,0.064,0.05325,0.04825,0.05075,0.0334999999999999,0.0767499999999999,0.03775,0.0519999999999999,0.0685,0.04975,0.05725,0.03875,0.12375,0.065,0.0695,0.04225,0.03575,0.03625,0.061,0.41025,0.0197499999999999,0.0647499999999999,0.0359999999999999,0.0349999999999999,0.0339999999999999,0.03175,0.03425,0.0334999999999999,0.0524999999999999,0.02975,0.0414999999999999,0.05525,0.0277499999999999,0.03325,0.0324999999999999,0.0207499999999999,0.06075,0.03575,0.0162499999999999,0.0165,0.0319999999999999,0.0132499999999999
Guess Who (2005),0.8905000000000001,0.8905000000000001,0.7145,0.67425,0.95,0.64475,0.494,0.72725,0.1415,0.257,0.32625,0.2425,0.285,0.4115,0.286,0.739,0.4317499999999999,0.2827499999999999,0.2837499999999999,0.6545,0.18475,0.4625,0.3239999999999999,0.12,0.3007499999999999,0.3169999999999999,0.24975,0.17025,0.3335,0.24,0.24625,0.3145,0.23325,0.2075,0.4317499999999999,0.1185,0.1932499999999999,0.0707499999999999,0.57575,0.3005,0.131,0.40025,0.3365,0.2155,0.26,0.1054999999999999,0.99725,0.1024999999999999,0.11075,0.154,0.49975,0.1094999999999999,0.17725,0.3692499999999999,0.1495,0.17725,0.1907499999999999,0.131,0.137,0.96775,0.2085,0.12025,0.1039999999999999,0.1295,0.0817499999999999,0.21275,0.2584999999999999,0.0627499999999999,0.11025,0.16375,0.10975,0.136,0.1099999999999999,0.95025,0.1089999999999999,0.04075,0.09,0.14175,0.211,0.0792499999999999,0.04175,0.0504999999999999,0.2294999999999999,0.122,0.0795,0.0765,0.1044999999999999,0.1345,0.0625,0.1905,0.0584999999999999,0.10275,0.0855,0.1305,0.08675,0.0767499999999999,0.20625,0.23325,0.0642499999999999,0.0702499999999999,0.1405,0.08675,0.16425,0.064,0.0687499999999999,0.09575,0.39875,0.06075,0.05075,0.0635,0.0625,0.05975,0.083,0.05625,0.0479999999999999,0.09425,0.04025,0.084,0.05375,0.0842499999999999,0.10125,0.05875,0.0627499999999999,0.0384999999999999,0.0787499999999999,0.0685,0.06,0.04825,0.04875,0.08725,0.0334999999999999,0.04175,0.04575,0.03775,0.04275,0.0409999999999999,0.03175,0.04275,0.0414999999999999,0.03175,0.0419999999999999,0.03375,0.0255,0.16225,0.03725,0.03175,0.0349999999999999,0.0202499999999999,0.0142499999999999
D.E.B.S. (2004),0.8580000000000001,0.76725,0.79775,0.72275,0.27025,0.5035,0.4247499999999999,0.20875,0.2145,0.6285,0.38125,0.3155,0.55225,0.39825,0.693,0.671,0.366,0.3309999999999999,0.2175,0.26025,0.871,0.25525,0.2185,0.2002499999999999,0.32075,0.23775,0.24175,0.4945,0.0409999999999999,0.25525,0.39875,0.24625,0.202,0.26025,0.398,0.2544999999999999,0.3115,0.04925,0.22175,0.2329999999999999,0.10125,0.11925,0.135,0.2055,0.17525,0.2015,0.1574999999999999,0.64925,0.7629999999999999,0.1877499999999999,0.176,0.0494999999999999,0.5675,0.025,0.075,0.1392499999999999,0.05875,0.1049999999999999,0.184,0.11225,0.1164999999999999,0.14675,0.8612500000000001,0.1089999999999999,0.1815,0.11825,0.04225,0.419,0.134,0.33925,0.0732499999999999,0.0484999999999999,0.062,0.04475,0.1164999999999999,0.0715,0.0677499999999999,0.09175,0.0725,0.11975,0.11975,0.074,0.05175,0.0509999999999999,0.419,0.04725,0.0722499999999999,0.0424999999999999,0.16975,0.1074999999999999,0.075,0.0645,0.0677499999999999,0.09725,0.0459999999999999,0.062,0.10675,0.064,0.0627499999999999,0.0344999999999999,0.03175,0.09875,0.0177499999999999,0.2027499999999999,0.134,0.0172499999999999,0.05375,0.068,0.03425,0.0399999999999999,0.0339999999999999,0.0349999999999999,0.0687499999999999,0.04675,0.0807499999999999,0.06,0.1069999999999999,0.04375,0.0712499999999999,0.023,0.08875,0.0262499999999999,0.063,0.03625,0.087,0.1039999999999999,0.0524999999999999,0.04475,0.0767499999999999,0.0272499999999999,0.05125,0.0255,0.0637499999999999,0.019,0.0645,0.1674999999999999,0.04625,0.0217499999999999,0.0314999999999999,0.0354999999999999,0.0324999999999999,0.0262499999999999,0.04075,0.09275,0.027,0.0227499999999999,0.0642499999999999,0.028,0.017
Beauty Shop (2005),0.71975,0.71975,0.58,0.6045,0.7762500000000001,0.46575,0.48975,0.44725,0.1952499999999999,0.57675,0.22275,0.2574999999999999,0.8282499999999999,0.31375,0.3175,0.8287500000000001,0.4237499999999999,0.2895,0.39275,0.39625,0.2314999999999999,0.3452499999999999,0.25425,0.1362499999999999,0.1599999999999999,0.25175,0.22075,0.1967499999999999,0.15025,0.1669999999999999,0.141,0.35775,0.24675,0.1925,0.22775,0.1669999999999999,0.2007499999999999,0.3562499999999999,0.24575,0.14325,0.131,0.193,0.131,0.17175,0.22125,0.0752499999999999,0.2965,0.11925,0.52625,0.22275,0.186,0.08975,0.1287499999999999,0.0969999999999999,0.1154999999999999,0.21275,0.10925,0.0944999999999999,0.1387499999999999,0.27175,0.0514999999999999,0.1515,0.1129999999999999,0.132,0.1305,0.24525,0.089,0.1395,0.0925,0.17725,0.0835,0.10725,0.10675,0.09525,0.21775,0.0419999999999999,0.0697499999999999,0.0777499999999999,0.16025,0.10625,0.068,0.1947499999999999,0.1104999999999999,0.076,0.2475,0.0842499999999999,0.09525,0.312,0.1139999999999999,0.0775,0.0712499999999999,0.124,0.0627499999999999,0.03875,0.092,0.0915,0.10825,0.0974999999999999,0.082,0.1014999999999999,0.04225,0.088,0.1144999999999999,0.1245,0.06,0.0787499999999999,0.0825,0.081,0.03725,0.05125,0.06175,0.0449999999999999,0.0539999999999999,0.21625,0.0389999999999999,0.08975,0.358,0.05925,0.0524999999999999,0.0384999999999999,0.0662499999999999,0.0354999999999999,0.0632499999999999,0.04075,0.0419999999999999,0.0479999999999999,0.03875,0.0287499999999999,0.08675,0.03575,0.18075,0.04475,0.04775,0.031,0.02975,0.0655,0.04075,0.0222499999999999,0.03225,0.0509999999999999,0.0262499999999999,0.0389999999999999,0.0172499999999999,0.0817499999999999,0.015,0.0167499999999999,0.027,0.0215,0.0212499999999999
Fever Pitch (2005),0.974,0.974,0.602,0.654,0.554,0.56875,0.55725,0.66175,0.66175,0.65225,0.776,0.6515,0.256,0.31125,0.4439999999999999,0.436,0.25025,0.3542499999999999,0.33875,0.3135,0.245,0.21275,0.36775,0.3502499999999999,0.2214999999999999,0.3159999999999999,0.9175,0.73825,0.15225,0.2339999999999999,0.156,0.3007499999999999,0.2815,0.26625,0.17675,0.3602499999999999,0.27825,0.0707499999999999,0.1365,0.20875,0.1064999999999999,0.47675,0.191,0.1882499999999999,0.2012499999999999,0.12,0.1619999999999999,0.1555,0.207,0.20875,0.2045,0.15225,0.1119999999999999,0.0675,0.1415,0.18525,0.1515,0.10025,0.1335,0.22225,0.1579999999999999,0.1367499999999999,0.0999999999999999,0.16675,0.061,0.0717499999999999,0.1569999999999999,0.0672499999999999,0.11175,0.2209999999999999,0.10175,0.10275,0.1302499999999999,0.1604999999999999,0.09075,0.061,0.1455,0.08725,0.0745,0.09675,0.10675,0.0885,0.0564999999999999,0.1302499999999999,0.0797499999999999,0.18425,0.12325,0.32925,0.0574999999999999,0.09525,0.17725,0.069,0.0697499999999999,0.0544999999999999,0.0782499999999999,0.0632499999999999,0.0847499999999999,0.093,0.1164999999999999,0.09825,0.0479999999999999,0.0857499999999999,0.0429999999999999,0.0605,0.1119999999999999,0.09675,0.0832499999999999,0.0735,0.0747499999999999,0.0449999999999999,0.05075,0.0319999999999999,0.3622499999999999,0.20475,0.184,0.0702499999999999,0.0287499999999999,0.062,0.1272499999999999,0.07,0.06225,0.0444999999999999,0.0737499999999999,0.1175,0.05425,0.0489999999999999,0.03425,0.03175,0.0875,0.0514999999999999,0.04975,0.04825,0.06225,0.031,0.05725,0.14375,0.0282499999999999,0.0379999999999999,0.0369999999999999,0.0314999999999999,0.0339999999999999,0.03175,0.0265,0.1887499999999999,0.0195,0.031,0.04275,0.02975,0.05075
Monster-in-Law (2005),0.9925,0.9925,0.7505,0.526,0.94425,0.61125,0.3834999999999999,0.4549999999999999,0.48,0.28825,0.414,0.3435,0.70475,0.3515,0.2784999999999999,0.40125,0.71175,0.2957499999999999,0.3904999999999999,0.24075,0.42,0.4495,0.37925,0.14625,0.1765,0.2485,0.235,0.1972499999999999,0.81975,0.24075,0.148,0.33875,0.2294999999999999,0.17925,0.15325,0.3615,0.20575,0.3325,0.3007499999999999,0.196,0.26125,0.16625,0.247,0.204,0.279,0.33625,0.3097499999999999,0.1109999999999999,0.1972499999999999,0.16775,0.1835,0.0969999999999999,0.0835,0.39875,0.11725,0.10075,0.293,0.2249999999999999,0.16425,0.09375,0.1495,0.12325,0.0802499999999999,0.11975,0.127,0.1144999999999999,0.20325,0.11725,0.1257499999999999,0.1175,0.11125,0.277,0.179,0.2319999999999999,0.2085,0.04925,0.071,0.17625,0.0925,0.03725,0.05425,0.1109999999999999,0.1185,0.1074999999999999,0.1435,0.064,0.09525,0.05575,0.1034999999999999,0.0999999999999999,0.05775,0.1079999999999999,0.0509999999999999,0.2012499999999999,0.0817499999999999,0.10325,0.1004999999999999,0.122,0.11875,0.0514999999999999,0.0509999999999999,0.0954999999999999,0.10225,0.10025,0.04325,0.0705,0.06225,0.05675,0.0559999999999999,0.05775,0.05425,0.0539999999999999,0.05225,0.0554999999999999,0.09725,0.05975,0.0222499999999999,0.0439999999999999,0.0725,0.03,0.0994999999999999,0.0534999999999999,0.05425,0.04725,0.03675,0.0414999999999999,0.0464999999999999,0.018,0.0474999999999999,0.0519999999999999,0.03075,0.03675,0.028,0.0339999999999999,0.0267499999999999,0.0292499999999999,0.04775,0.0212499999999999,0.03175,0.024,0.026,0.0192499999999999,0.0215,0.1094999999999999,0.0207499999999999,0.021,0.0292499999999999,0.023,0.0165
