movieId,very funny,original,farce,light,weird,good,absurd,greed,runaway,predictable,quirky,melancholic,culture clash,vengeance,fun movie,mentor,chase,betrayal,drama,catastrophe,dialogue,independent film,surveillance,adaptation,creativity,pornography,fight scenes,life philosophy,fantasy world,drinking,family,first contact,transformation,life & death,underrated,weapons,unlikely friendships,sexy,stereotypes,childhood,writers,nudity (full frontal - brief),british,alter ego,dysfunctional family,islam,period piece,death,teen movie,classic car,computer animation,hotel,sacrifice,multiple storylines,prejudice,queer,not funny,pulp,good music,doctors,california,road movie,mad scientist,nudity (topless - brief),hospital,small town,stoner movie,censorship,women,80s,camp,workplace,buddy movie,alternate history,ensemble cast,foul language,survival,irish accent,new jersey,simple,brothers,1930s,awesome soundtrack,divorce,film noir,directorial debut,wartime,new york city,stand-up comedy,kidnapping,notable nudity,memory,nudity (rear),internet,too long,dreams,island,addiction,blindness,radio,bollywood,prison,wilderness,time,indians,tokyo,french,desert,no plot,russian,unlikeable characters,race,los angeles,fashion,reality tv,hip hop,shopping,interracial romance,wine,robert downey jr,lawyer,san francisco,ghosts/afterlife,immortality,atheism,adoption,australia,finnish,texas,best of 2005,made for tv,kick-butt women,god,rebellion,remake,homeless,cancer,trilogy,snakes,hunting,too short,oil,goth,potential oscar nom,prostitution,father daughter relationship,graphic novel,documentary,single father
Man's Favorite Sport? (1964),0.863,0.5975,0.745,0.64725,0.405,0.59225,0.1805,0.568,0.63475,0.393,0.15525,0.5035,0.44575,0.44575,0.701,0.47175,0.6985,0.39575,0.44575,0.44775,0.3784999999999999,0.15525,0.274,0.4409999999999999,0.2694999999999999,0.40325,0.3195,0.2175,0.2244999999999999,0.366,0.2284999999999999,0.23925,0.2309999999999999,0.2465,0.50275,0.18025,0.2145,0.40325,0.373,0.16775,0.1295,0.1775,0.3702499999999999,0.1144999999999999,0.1305,0.251,0.22125,0.124,0.183,0.30325,0.1644999999999999,0.3229999999999999,0.0787499999999999,0.1385,0.1277499999999999,0.12075,0.215,0.21925,0.179,0.45225,0.29325,0.1144999999999999,0.2075,0.15,0.1074999999999999,0.183,0.04975,0.16925,0.29625,0.0842499999999999,0.16475,0.0504999999999999,0.0509999999999999,0.1129999999999999,0.078,0.0564999999999999,0.28,0.11925,0.0827499999999999,0.2294999999999999,0.0595,0.4267499999999999,0.083,0.1992499999999999,0.1594999999999999,0.077,0.17825,0.077,0.0727499999999999,0.0835,0.05575,0.15225,0.0835,0.182,0.11475,0.0627499999999999,0.24075,0.04975,0.1912499999999999,0.10075,0.0652499999999999,0.11275,0.0615,0.1925,0.14225,0.08975,0.18525,0.1967499999999999,0.04625,0.0374999999999999,0.0192499999999999,0.10875,0.0344999999999999,0.286,0.04875,0.11125,0.1425,0.1922499999999999,0.2475,0.016,0.2075,0.37475,0.063,0.2005,0.26975,0.0319999999999999,0.1325,0.119,0.09775,0.0217499999999999,0.04175,0.0509999999999999,0.04725,0.05425,0.46325,0.0399999999999999,0.0257499999999999,0.0685,0.0717499999999999,0.24575,0.0292499999999999,0.0135,0.0282499999999999,0.0359999999999999,0.05725,0.03425,0.0319999999999999,0.0277499999999999,0.2125
Start the Revolution Without Me (1970),0.97075,0.8660000000000001,0.92575,0.92475,0.7535000000000001,0.748,0.986,0.7535000000000001,0.748,0.8460000000000001,0.8425,0.7535000000000001,0.7535000000000001,0.59425,0.6765,0.4237499999999999,0.819,0.503,0.546,0.524,0.4982499999999999,0.43,0.4842499999999999,0.45125,0.41025,0.25525,0.1942499999999999,0.24675,0.2455,0.27575,0.261,0.32375,0.32175,0.22275,0.18725,0.156,0.262,0.382,0.20725,0.2229999999999999,0.2554999999999999,0.25725,0.533,0.197,0.30025,0.6215,0.73525,0.1907499999999999,0.18,0.09225,0.21025,0.3329999999999999,0.4639999999999999,0.173,0.2334999999999999,0.3299999999999999,0.1397499999999999,0.27675,0.15,0.3087499999999999,0.18375,0.18675,0.2927499999999999,0.0682499999999999,0.1185,0.24,0.1624999999999999,0.10075,0.11225,0.21675,0.1555,0.17075,0.0464999999999999,0.39475,0.065,0.05625,0.25725,0.1795,0.08725,0.1014999999999999,0.6185,0.23225,0.1455,0.136,0.17125,0.25175,0.20725,0.03925,0.0519999999999999,0.0842499999999999,0.0727499999999999,0.2704999999999999,0.03175,0.075,0.10375,0.14575,0.09375,0.0725,0.5345,0.1579999999999999,0.1845,0.0837499999999999,0.197,0.3345,0.0865,0.1262499999999999,0.35575,0.1905,0.15925,0.0712499999999999,0.05375,0.0645,0.03675,0.03675,0.05725,0.05475,0.0655,0.11475,0.5255,0.0354999999999999,0.073,0.063,0.11075,0.0765,0.0847499999999999,0.0842499999999999,0.1215,0.0524999999999999,0.0772499999999999,0.1267499999999999,0.0494999999999999,0.1034999999999999,0.0847499999999999,0.1465,0.0197499999999999,0.023,0.04625,0.03475,0.085,0.0314999999999999,0.0775,0.0339999999999999,0.0212499999999999,0.17325,0.05275,0.0424999999999999,0.04825,0.03075,0.03
"Kiss Me, Stupid (1964)",0.7485,0.7829999999999999,0.7902499999999999,0.619,0.572,0.4435,0.3522499999999999,0.5785,0.572,0.4519999999999999,0.33175,0.6085,0.572,0.3615,0.4515,0.367,0.412,0.3495,0.345,0.49775,0.50875,0.4405,0.30525,0.41825,0.21025,0.2987499999999999,0.2485,0.32875,0.3635,0.34975,0.25275,0.4097499999999999,0.42625,0.4712499999999999,0.37725,0.23375,0.14275,0.4365,0.086,0.2385,0.22825,0.18275,0.16925,0.425,0.1925,0.217,0.0675,0.1855,0.385,0.3492499999999999,0.2185,0.212,0.1907499999999999,0.1069999999999999,0.077,0.1604999999999999,0.3007499999999999,0.249,0.64625,0.0645,0.2415,0.2375,0.365,0.04325,0.11475,0.595,0.1337499999999999,0.217,0.191,0.087,0.11525,0.2544999999999999,0.089,0.0695,0.0354999999999999,0.11625,0.17075,0.0544999999999999,0.255,0.20375,0.0549999999999999,0.2085,0.08875,0.3462499999999999,0.396,0.05525,0.1295,0.0979999999999999,0.1109999999999999,0.12025,0.04575,0.10825,0.1049999999999999,0.0785,0.17525,0.1287499999999999,0.26175,0.0895,0.09075,0.1265,0.184,0.0817499999999999,0.51,0.14775,0.0554999999999999,0.0635,0.0715,0.397,0.0394999999999999,0.0692499999999999,0.0255,0.0424999999999999,0.03875,0.151,0.025,0.0122499999999999,0.10175,0.0637499999999999,0.31725,0.0534999999999999,0.0245,0.1455,0.0344999999999999,0.0802499999999999,0.04825,0.0374999999999999,0.03025,0.0595,0.0852499999999999,0.05875,0.0489999999999999,0.05175,0.0584999999999999,0.0384999999999999,0.0287499999999999,0.03225,0.02975,0.03775,0.10125,0.11575,0.0564999999999999,0.0419999999999999,0.0287499999999999,0.03025,0.27675,0.021,0.0227499999999999,0.0235,0.0235
"What's Up, Tiger Lily? (1966)",0.96025,0.8554999999999999,0.96025,0.8947499999999999,0.77,0.4955,0.94425,0.5275,0.4389999999999999,0.92575,0.8154999999999999,0.4715,0.5505,0.5275,0.2945,0.51025,0.50975,0.8247500000000001,0.4255,0.45975,0.78,0.64475,0.8247500000000001,0.3482499999999999,0.5065,0.4485,0.34325,0.2905,0.33975,0.149,0.1825,0.30925,0.2825,0.2734999999999999,0.23075,0.26825,0.177,0.30925,0.1629999999999999,0.33825,0.34025,0.34325,0.2957499999999999,0.211,0.1564999999999999,0.3359999999999999,0.125,0.24175,0.16775,0.142,0.21975,0.1337499999999999,0.1765,0.18525,0.181,0.195,0.136,0.16775,0.2825,0.0675,0.0817499999999999,0.1084999999999999,0.134,0.29225,0.1877499999999999,0.082,0.18275,0.22325,0.2115,0.1947499999999999,0.272,0.15025,0.04775,0.12375,0.0785,0.064,0.0697499999999999,0.0569999999999999,0.125,0.174,0.20525,0.152,0.24275,0.0715,0.1897499999999999,0.8454999999999999,0.09125,0.11925,0.0925,0.05375,0.0915,0.12275,0.09375,0.1285,0.12025,0.082,0.09175,0.081,0.1004999999999999,0.129,0.0825,0.08825,0.127,0.0647499999999999,0.1287499999999999,0.293,0.0509999999999999,0.067,0.21775,0.10525,0.0675,0.089,0.0742499999999999,0.04675,0.0665,0.1545,0.0655,0.1064999999999999,0.0319999999999999,0.0752499999999999,0.03025,0.0469999999999999,0.0245,0.1262499999999999,0.1059999999999999,0.0574999999999999,0.09,0.0984999999999999,0.0685,0.1972499999999999,0.09325,0.083,0.1555,0.09675,0.1317499999999999,0.0717499999999999,0.05825,0.0765,0.10425,0.05425,0.05625,0.0579999999999999,0.0484999999999999,0.22125,0.0564999999999999,0.0702499999999999,0.0672499999999999,0.0717499999999999,0.0147499999999999
I Love You to Death (1990),0.90925,0.7435,0.59725,0.58925,0.72,0.55775,0.51375,0.3625,0.3994999999999999,0.282,0.68075,0.488,0.3555,0.4865,0.2017499999999999,0.8875,0.33725,0.9785,0.3555,0.4355,0.31925,0.68075,0.9785,0.3515,0.24225,0.286,0.24225,0.40325,0.3225,0.499,0.2017499999999999,0.198,0.2544999999999999,0.23525,0.38575,0.206,0.29325,0.2269999999999999,0.23375,0.1654999999999999,0.192,0.17875,0.1669999999999999,0.298,0.538,0.14075,0.11175,0.32925,0.128,0.1664999999999999,0.1689999999999999,0.26525,0.1382499999999999,0.2837499999999999,0.1292499999999999,0.14125,0.216,0.172,0.0742499999999999,0.3562499999999999,0.11425,0.135,0.179,0.17625,0.62025,0.1024999999999999,0.362,0.0767499999999999,0.3315,0.1119999999999999,0.1034999999999999,0.25225,0.26175,0.17025,0.217,0.076,0.1144999999999999,0.1362499999999999,0.2125,0.0792499999999999,0.11125,0.076,0.0979999999999999,0.907,0.11025,0.0994999999999999,0.1195,0.0695,0.242,0.0647499999999999,0.26375,0.1425,0.21275,0.09125,0.0645,0.0855,0.05975,0.133,0.14125,0.0857499999999999,0.0389999999999999,0.15825,0.10875,0.1387499999999999,0.05775,0.083,0.0429999999999999,0.09,0.09625,0.0409999999999999,0.08,0.077,0.04425,0.1594999999999999,0.0464999999999999,0.0717499999999999,0.1485,0.11025,0.074,0.11125,0.0737499999999999,0.1089999999999999,0.0509999999999999,0.077,0.0419999999999999,0.2435,0.03375,0.04375,0.04675,0.04975,0.0484999999999999,0.0595,0.04075,0.074,0.0339999999999999,0.10875,0.0805,0.0314999999999999,0.024,0.0807499999999999,0.0155,0.0225,0.05475,0.0379999999999999,0.0529999999999999,0.0802499999999999,0.06125,0.0265,0.05025
"Pink Panther, The (1963)",0.9025,0.77525,0.969,0.9025,0.782,0.60375,0.8500000000000001,0.72325,0.782,0.7622500000000001,0.44825,0.72325,0.6295,0.55775,0.5905,0.46875,0.7649999999999999,0.6855,0.6415,0.49975,0.5175,0.4609999999999999,0.60475,0.3007499999999999,0.365,0.4609999999999999,0.2435,0.2997499999999999,0.38175,0.394,0.17875,0.2125,0.34775,0.39625,0.3179999999999999,0.1982499999999999,0.1985,0.40925,0.22075,0.24975,0.181,0.312,0.39975,0.2895,0.15675,0.191,0.35775,0.2445,0.127,0.2269999999999999,0.17875,0.4732499999999999,0.1355,0.15475,0.3037499999999999,0.3159999999999999,0.195,0.179,0.16825,0.1252499999999999,0.1765,0.3612499999999999,0.10975,0.2927499999999999,0.15225,0.11375,0.20825,0.282,0.2055,0.148,0.1295,0.16675,0.1079999999999999,0.1129999999999999,0.27075,0.0474999999999999,0.10525,0.12275,0.0702499999999999,0.14425,0.1257499999999999,0.3047499999999999,0.1034999999999999,0.2554999999999999,0.2385,0.1285,0.10325,0.0785,0.082,0.15075,0.0905,0.08725,0.1124999999999999,0.087,0.1629999999999999,0.085,0.0994999999999999,0.071,0.1014999999999999,0.119,0.0865,0.151,0.1257499999999999,0.078,0.1599999999999999,0.1735,0.235,0.10275,0.1325,0.10375,0.3305,0.09575,0.072,0.11675,0.089,0.04875,0.04425,0.07,0.188,0.067,0.0574999999999999,0.09425,0.04425,0.10475,0.05325,0.0419999999999999,0.064,0.09075,0.05475,0.0675,0.064,0.0509999999999999,0.031,0.11825,0.0344999999999999,0.0845,0.0369999999999999,0.1059999999999999,0.0529999999999999,0.10725,0.05025,0.0787499999999999,0.04175,0.10175,0.069,0.04075,0.0384999999999999,0.0287499999999999,0.014
"Pink Panther Strikes Again, The (1976)",0.919,0.71175,0.93475,0.919,0.7642500000000001,0.57425,0.921,0.73025,0.553,0.555,0.24475,0.54875,0.401,0.51425,0.476,0.515,0.72375,0.796,0.35875,0.54325,0.41325,0.50175,0.73025,0.27525,0.3954999999999999,0.36975,0.215,0.3502499999999999,0.3279999999999999,0.25425,0.14475,0.199,0.28025,0.292,0.185,0.39825,0.2624999999999999,0.2634999999999999,0.1267499999999999,0.274,0.1104999999999999,0.236,0.36375,0.26925,0.18125,0.093,0.3027499999999999,0.27325,0.12375,0.2345,0.1382499999999999,0.4425,0.1985,0.1604999999999999,0.1387499999999999,0.137,0.211,0.2145,0.1694999999999999,0.23775,0.1267499999999999,0.2125,0.28425,0.3665,0.4075,0.077,0.15775,0.1014999999999999,0.14975,0.1099999999999999,0.1485,0.12225,0.1372499999999999,0.10075,0.0429999999999999,0.0645,0.0905,0.11925,0.0687499999999999,0.17875,0.1255,0.0835,0.08825,0.07,0.1377499999999999,0.1024999999999999,0.1089999999999999,0.0524999999999999,0.118,0.64425,0.146,0.1109999999999999,0.1267499999999999,0.10275,0.081,0.077,0.135,0.0584999999999999,0.12475,0.0702499999999999,0.092,0.1225,0.0979999999999999,0.218,0.11025,0.17375,0.1402499999999999,0.1235,0.15875,0.218,0.0605,0.089,0.03525,0.062,0.0745,0.029,0.0429999999999999,0.0705,0.06125,0.0364999999999999,0.0354999999999999,0.1335,0.0949999999999999,0.1305,0.0484999999999999,0.09725,0.0735,0.0389999999999999,0.04675,0.0657499999999999,0.0504999999999999,0.05525,0.04375,0.11425,0.0329999999999999,0.05225,0.0725,0.1564999999999999,0.06225,0.0762499999999999,0.0334999999999999,0.05925,0.0379999999999999,0.05525,0.078,0.04825,0.0262499999999999,0.0242499999999999,0.0267499999999999
Once Upon a Time in the Midlands (2002),0.8460000000000001,0.8885000000000001,0.26425,0.6485,0.8029999999999999,0.581,0.54275,0.5705,0.48175,0.50775,0.8065,0.5365,0.514,0.5705,0.4365,0.54625,0.702,0.481,0.7629999999999999,0.581,0.55925,0.85825,0.401,0.3492499999999999,0.3249999999999999,0.296,0.414,0.26375,0.425,0.2345,0.81125,0.362,0.1972499999999999,0.21325,0.2594999999999999,0.22625,0.26175,0.26475,0.1545,0.31875,0.38925,0.24375,0.53925,0.30925,0.65925,0.1367499999999999,0.23975,0.1255,0.389,0.1634999999999999,0.24875,0.0979999999999999,0.1455,0.36175,0.1245,0.1535,0.2837499999999999,0.2334999999999999,0.1505,0.0845,0.14575,0.0875,0.203,0.23025,0.0815,0.3087499999999999,0.37525,0.1985,0.10925,0.12375,0.15425,0.292,0.061,0.44225,0.3864999999999999,0.1912499999999999,0.28525,0.22475,0.10875,0.197,0.128,0.1485,0.1505,0.08625,0.22025,0.216,0.0817499999999999,0.1982499999999999,0.1059999999999999,0.1947499999999999,0.1029999999999999,0.1175,0.1574999999999999,0.2224999999999999,0.09425,0.1054999999999999,0.0979999999999999,0.0999999999999999,0.10725,0.03775,0.1475,0.08825,0.139,0.1629999999999999,0.0735,0.1109999999999999,0.0202499999999999,0.0665,0.0662499999999999,0.11125,0.4137499999999999,0.0662499999999999,0.091,0.0825,0.776,0.0222499999999999,0.12475,0.08825,0.03425,0.0815,0.024,0.05375,0.091,0.1337499999999999,0.0579999999999999,0.15825,0.1435,0.0414999999999999,0.0574999999999999,0.0595,0.0454999999999999,0.1109999999999999,0.0632499999999999,0.1054999999999999,0.0509999999999999,0.063,0.30225,0.37,0.03125,0.05875,0.0509999999999999,0.03025,0.21725,0.0287499999999999,0.0647499999999999,0.18075,0.04025,0.071,0.0605
Leningrad Cowboys Go America (1989),0.9035,0.8362499999999999,0.657,0.694,0.633,0.496,0.8400000000000001,0.56375,0.548,0.2825,0.90375,0.7887500000000001,0.776,0.3315,0.43775,0.48,0.369,0.391,0.4862499999999999,0.422,0.37525,0.67425,0.1639999999999999,0.2855,0.299,0.392,0.2244999999999999,0.26375,0.20725,0.2784999999999999,0.10375,0.1897499999999999,0.20875,0.32275,0.186,0.2189999999999999,0.3125,0.1967499999999999,0.16075,0.2002499999999999,0.21525,0.2385,0.1325,0.1039999999999999,0.18075,0.3117499999999999,0.0692499999999999,0.45325,0.092,0.32375,0.144,0.1905,0.09725,0.21375,0.1425,0.1375,0.207,0.22625,0.87975,0.067,0.09325,0.944,0.0797499999999999,0.4395,0.1164999999999999,0.2465,0.46225,0.0772499999999999,0.153,0.1154999999999999,0.5225,0.15625,0.23825,0.09875,0.08,0.1054999999999999,0.0584999999999999,0.08675,0.2304999999999999,0.13,0.1345,0.067,0.33025,0.0424999999999999,0.1149999999999999,0.1634999999999999,0.1205,0.1709999999999999,0.0757499999999999,0.0479999999999999,0.0782499999999999,0.05925,0.137,0.04375,0.16825,0.48675,0.0459999999999999,0.2259999999999999,0.0775,0.1327499999999999,0.073,0.0737499999999999,0.15725,0.03575,0.149,0.09675,0.04675,0.0782499999999999,0.0625,0.5215,0.0569999999999999,0.03225,0.05025,0.0177499999999999,0.063,0.312,0.0989999999999999,0.0364999999999999,0.0349999999999999,0.0429999999999999,0.0197499999999999,0.04025,0.0707499999999999,0.0464999999999999,0.0652499999999999,0.09225,0.09225,0.99475,0.23975,0.0237499999999999,0.04375,0.09325,0.0404999999999999,0.071,0.0167499999999999,0.0837499999999999,0.03375,0.0384999999999999,0.0334999999999999,0.02,0.0364999999999999,0.0647499999999999,0.03825,0.0314999999999999,0.04475,0.06225,0.0222499999999999,0.04875,0.0252499999999999
Into the Night (1985),0.8002499999999999,0.7925,0.4629999999999999,0.69975,0.76325,0.609,0.543,0.4825,0.609,0.33525,0.8514999999999999,0.584,0.4297499999999999,0.57875,0.77275,0.5315,0.8947499999999999,0.8565,0.348,0.43225,0.3115,0.4705,0.8565,0.1805,0.1962499999999999,0.2055,0.405,0.40575,0.2175,0.3215,0.1714999999999999,0.2334999999999999,0.267,0.427,0.1982499999999999,0.32175,0.3844999999999999,0.53025,0.14675,0.34675,0.3625,0.23575,0.24525,0.0989999999999999,0.1962499999999999,0.079,0.12075,0.16825,0.12375,0.194,0.1947499999999999,0.277,0.05675,0.1765,0.077,0.15225,0.2365,0.358,0.3804999999999999,0.11225,0.18275,0.41125,0.1332499999999999,0.5395,0.2284999999999999,0.1375,0.0885,0.0534999999999999,0.148,0.311,0.1129999999999999,0.1099999999999999,0.1114999999999999,0.0707499999999999,0.10025,0.04875,0.0847499999999999,0.1972499999999999,0.14125,0.0795,0.091,0.05975,0.3804999999999999,0.23125,0.3525,0.17125,0.0464999999999999,0.04575,0.0695,0.129,0.029,0.20875,0.1535,0.071,0.0812499999999999,0.0805,0.0825,0.0569999999999999,0.1629999999999999,0.1342499999999999,0.0672499999999999,0.17725,0.194,0.24725,0.1505,0.0672499999999999,0.0329999999999999,0.16125,0.0544999999999999,0.04575,0.03275,0.0974999999999999,0.613,0.0625,0.016,0.081,0.14575,0.10575,0.0915,0.0344999999999999,0.0484999999999999,0.0865,0.04025,0.03175,0.087,0.089,0.0479999999999999,0.0439999999999999,0.1362499999999999,0.05125,0.0474999999999999,0.10225,0.0285,0.03325,0.0334999999999999,0.24525,0.0379999999999999,0.0489999999999999,0.0685,0.17625,0.0132499999999999,0.0812499999999999,0.03625,0.083,0.0747499999999999,0.0434999999999999,0.015,0.0287499999999999,0.05325
Intolerable Cruelty (2003),0.8127500000000001,0.73025,0.8512500000000001,0.62675,0.62675,0.74875,0.60975,0.74875,0.43525,0.51625,0.56475,0.5755,0.43525,0.52225,0.57,0.50575,0.31225,0.4912499999999999,0.42325,0.46725,0.70775,0.4852499999999999,0.3874999999999999,0.369,0.3005,0.406,0.25075,0.3535,0.2955,0.1515,0.1907499999999999,0.20425,0.2269999999999999,0.21575,0.2837499999999999,0.15425,0.11425,0.5485,0.3615,0.0949999999999999,0.269,0.1654999999999999,0.2105,0.184,0.186,0.087,0.27075,0.1907499999999999,0.38225,0.172,0.1694999999999999,0.28625,0.14525,0.24675,0.2075,0.1902499999999999,0.1922499999999999,0.16125,0.05875,0.15775,0.4855,0.0944999999999999,0.0782499999999999,0.1144999999999999,0.1064999999999999,0.10425,0.0712499999999999,0.0999999999999999,0.1255,0.05125,0.1325,0.1129999999999999,0.062,0.1164999999999999,0.10275,0.11925,0.088,0.1917499999999999,0.0984999999999999,0.11825,0.2155,0.3585,0.0504999999999999,0.8845000000000001,0.15475,0.0837499999999999,0.05675,0.082,0.0805,0.06,0.09675,0.10175,0.1044999999999999,0.1755,0.064,0.071,0.0692499999999999,0.0707499999999999,0.09375,0.0459999999999999,0.09225,0.0827499999999999,0.0534999999999999,0.03575,0.0885,0.0742499999999999,0.0369999999999999,0.0277499999999999,0.10525,0.0625,0.52975,0.05475,0.15625,0.23925,0.08625,0.075,0.0925,0.14,0.302,0.145,0.8280000000000001,0.0439999999999999,0.08625,0.0539999999999999,0.0707499999999999,0.0489999999999999,0.0647499999999999,0.03475,0.1619999999999999,0.0817499999999999,0.0444999999999999,0.0687499999999999,0.04325,0.03825,0.0685,0.0439999999999999,0.0514999999999999,0.0459999999999999,0.03975,0.03875,0.0439999999999999,0.28325,0.0419999999999999,0.085,0.0404999999999999,0.05975,0.0364999999999999,0.0295,0.0364999999999999
Bad Santa (2003),0.7702500000000001,0.7947500000000001,0.7702500000000001,0.7702500000000001,0.8109999999999999,0.48875,0.68525,0.57475,0.492,0.3994999999999999,0.8109999999999999,0.4589999999999999,0.492,0.44325,0.33325,0.4702499999999999,0.39775,0.5225,0.4905,0.415,0.6465,0.68,0.288,0.35,0.417,0.4782499999999999,0.23275,0.37375,0.275,0.8062499999999999,0.60975,0.20475,0.24975,0.23925,0.243,0.27725,0.271,0.32625,0.26675,0.60975,0.30825,0.265,0.1335,0.2175,0.373,0.0925,0.0827499999999999,0.199,0.18525,0.25575,0.60975,0.3315,0.12075,0.304,0.138,0.25475,0.2155,0.24325,0.1235,0.138,0.2135,0.1957499999999999,0.065,0.14775,0.22725,0.148,0.265,0.16175,0.14225,0.1069999999999999,0.1375,0.1755,0.2249999999999999,0.10375,0.1119999999999999,0.9055,0.0825,0.20475,0.16975,0.138,0.1285,0.0662499999999999,0.1235,0.1515,0.1335,0.15925,0.0665,0.09275,0.1104999999999999,0.1044999999999999,0.1594999999999999,0.1649999999999999,0.09,0.091,0.1215,0.1084999999999999,0.0642499999999999,0.17325,0.15825,0.0559999999999999,0.0742499999999999,0.12,0.08625,0.0797499999999999,0.0787499999999999,0.0969999999999999,0.05025,0.1009999999999999,0.067,0.04425,0.183,0.0615,0.1094999999999999,0.03725,0.0534999999999999,0.068,0.56025,0.0419999999999999,0.05075,0.0727499999999999,0.0374999999999999,0.03875,0.03075,0.0499999999999999,0.081,0.1059999999999999,0.03525,0.05325,0.08775,0.18325,0.089,0.05325,0.05025,0.10725,0.0314999999999999,0.132,0.0429999999999999,0.0379999999999999,0.04925,0.0765,0.03675,0.03875,0.05125,0.1272499999999999,0.11525,0.0384999999999999,0.063,0.0419999999999999,0.0374999999999999
"Freshman, The (1990)",0.90875,0.8612500000000001,0.7495,0.73775,0.59375,0.694,0.7909999999999999,0.6135,0.524,0.6305,0.86375,0.6135,0.64225,0.50975,0.63025,0.65775,0.55575,0.59375,0.50975,0.4385,0.551,0.272,0.4315,0.3652499999999999,0.3505,0.2895,0.3095,0.3115,0.277,0.3472499999999999,0.35175,0.24075,0.296,0.1957499999999999,0.3844999999999999,0.17975,0.5045,0.4287499999999999,0.309,0.57275,0.37975,0.265,0.21775,0.26875,0.30625,0.12075,0.1485,0.2604999999999999,0.2105,0.172,0.258,0.1257499999999999,0.21,0.2155,0.2115,0.17525,0.1907499999999999,0.15775,0.245,0.1405,0.1972499999999999,0.1887499999999999,0.12125,0.4675,0.1382499999999999,0.22225,0.12125,0.1159999999999999,0.093,0.1094999999999999,0.17425,0.22375,0.10725,0.1365,0.5155,0.1569999999999999,0.0677499999999999,0.17125,0.45525,0.10025,0.187,0.10375,0.245,0.0642499999999999,0.11475,0.17375,0.092,0.668,0.075,0.0765,0.11275,0.16275,0.14975,0.0959999999999999,0.0499999999999999,0.154,0.0722499999999999,0.0605,0.1185,0.0964999999999999,0.079,0.1044999999999999,0.09425,0.06025,0.077,0.09525,0.03625,0.03625,0.09475,0.04525,0.154,0.1084999999999999,0.1345,0.06075,0.03025,0.1089999999999999,0.03225,0.0707499999999999,0.1609999999999999,0.1664999999999999,0.15325,0.0747499999999999,0.177,0.0595,0.10175,0.0787499999999999,0.05975,0.03475,0.09925,0.0479999999999999,0.06025,0.1039999999999999,0.0685,0.04025,0.0625,0.0682499999999999,0.04725,0.087,0.0802499999999999,0.04775,0.05075,0.05975,0.09475,0.05075,0.0504999999999999,0.1099999999999999,0.04475,0.03,0.05875
Guarding Tess (1994),0.917,0.688,0.368,0.7015,0.40225,0.54225,0.4712499999999999,0.6755,0.37975,0.57925,0.2784999999999999,0.6185,0.3914999999999999,0.387,0.585,0.65375,0.786,0.8015000000000001,0.849,0.54225,0.50575,0.2259999999999999,0.6755,0.25375,0.251,0.14275,0.413,0.40025,0.34575,0.44375,0.46325,0.3179999999999999,0.31675,0.23725,0.21575,0.27775,0.377,0.17275,0.3107499999999999,0.1902499999999999,0.28825,0.25925,0.23225,0.15925,0.248,0.1877499999999999,0.1337499999999999,0.29025,0.56425,0.193,0.16075,0.2475,0.22125,0.18125,0.1335,0.1535,0.20425,0.2324999999999999,0.11175,0.47375,0.1855,0.0745,0.1054999999999999,0.189,0.55525,0.1594999999999999,0.05775,0.0359999999999999,0.16725,0.05575,0.0702499999999999,0.22525,0.12175,0.1664999999999999,0.18275,0.18325,0.1325,0.1347499999999999,0.3409999999999999,0.0707499999999999,0.0647499999999999,0.0735,0.071,0.3732499999999999,0.1094999999999999,0.067,0.07,0.24725,0.1004999999999999,0.6585,0.17925,0.123,0.0989999999999999,0.2694999999999999,0.0705,0.0697499999999999,0.0672499999999999,0.09825,0.1355,0.1785,0.0665,0.10375,0.04175,0.0845,0.0519999999999999,0.06,0.0384999999999999,0.0245,0.1287499999999999,0.10525,0.063,0.1639999999999999,0.1129999999999999,0.124,0.0479999999999999,0.0954999999999999,0.3545,0.10525,0.18525,0.1084999999999999,0.17475,0.1159999999999999,0.1044999999999999,0.059,0.08725,0.09175,0.0232499999999999,0.0399999999999999,0.0692499999999999,0.0374999999999999,0.0539999999999999,0.0757499999999999,0.0414999999999999,0.0152499999999999,0.23375,0.062,0.09475,0.0574999999999999,0.0569999999999999,0.024,0.03025,0.10075,0.0449999999999999,0.0802499999999999,0.0369999999999999,0.0655,0.0135,0.0165,0.3007499999999999
