movieId,original,vengeance,weird,fight scenes,betrayal,greed,chase,weapons,good,melancholic,pornography,drama,surveillance,runaway,culture clash,dialogue,mentor,catastrophe,independent film,light,predictable,first contact,survival,very funny,adaptation,fun movie,fantasy world,alter ego,quirky,death,drinking,life & death,sacrifice,life philosophy,absurd,creativity,sexy,classic car,transformation,unlikely friendships,not funny,family,computer animation,nudity (full frontal - brief),awesome soundtrack,pulp,underrated,childhood,graphic novel,tokyo,stereotypes,dysfunctional family,good music,farce,islam,mad scientist,multiple storylines,british,teen movie,period piece,nudity (topless - brief),prejudice,queer,irish accent,hospital,foul language,simple,kick-butt women,kidnapping,camp,80s,addiction,women,california,brothers,film noir,desert,wilderness,alternate history,blindness,writers,doctors,small town,immortality,road movie,memory,directorial debut,censorship,goth,new jersey,trilogy,hotel,snakes,hunting,no plot,internet,wartime,island,too long,notable nudity,bollywood,hip hop,prison,dreams,buddy movie,nudity (rear),best of 2005,stoner movie,rebellion,indians,unlikeable characters,ensemble cast,texas,ghosts/afterlife,russian,1930s,australia,stand-up comedy,potential oscar nom,workplace,father daughter relationship,divorce,god,atheism,new york city,race,cancer,finnish,los angeles,adoption,robert downey jr,san francisco,remake,too short,interracial romance,french,prostitution,oil,reality tv,made for tv,shopping,time,homeless,fashion,radio,lawyer,wine,documentary,single father
Sword of the Stranger (Sutorejia: Mukô hadan) (2007),0.7902499999999999,0.79375,0.7902499999999999,0.8205,0.7902499999999999,0.678,0.60325,0.60325,0.679,0.70575,0.625,0.678,0.4915,0.60625,0.678,0.61425,0.73125,0.42225,0.4315,0.31775,0.1947499999999999,0.1987499999999999,0.0762499999999999,0.245,0.37625,0.11375,0.58725,0.37275,0.4902499999999999,0.24875,0.403,0.57875,0.44975,0.3545,0.1614999999999999,0.127,0.1362499999999999,0.4365,0.362,0.425,0.3399999999999999,0.23275,0.8245,0.4177499999999999,0.5045,0.18125,0.1699999999999999,0.2674999999999999,0.16375,0.7742500000000001,0.17775,0.30325,0.6875,0.17275,0.39575,0.1947499999999999,0.3615,0.17625,0.18075,0.16225,0.1255,0.20775,0.28625,0.37925,0.18075,0.073,0.127,0.0984999999999999,0.0529999999999999,0.0489999999999999,0.1302499999999999,0.1372499999999999,0.21525,0.0979999999999999,0.1995,0.198,0.09175,0.0559999999999999,0.35075,0.20775,0.1387499999999999,0.088,0.1164999999999999,0.58825,0.10025,0.17525,0.2455,0.09975,0.11875,0.09725,0.05075,0.1114999999999999,0.06075,0.1775,0.1365,0.0579999999999999,0.16975,0.091,0.1925,0.0504999999999999,0.4155,0.092,0.0842499999999999,0.18025,0.05225,0.03475,0.1397499999999999,0.3125,0.10875,0.1262499999999999,0.0374999999999999,0.09075,0.0702499999999999,0.1614999999999999,0.146,0.09925,0.1245,0.21625,0.079,0.1159999999999999,0.12225,0.05375,0.04325,0.124,0.0374999999999999,0.0727499999999999,0.18525,0.0797499999999999,0.0287499999999999,0.059,0.0765,0.0267499999999999,0.0085,0.0152499999999999,0.0449999999999999,0.0544999999999999,0.0534999999999999,0.0615,0.03925,0.125,0.015,0.0319999999999999,0.0672499999999999,0.0364999999999999,0.0637499999999999,0.0775,0.0479999999999999,0.0815,0.026
Afro Samurai: Resurrection (2009),0.91875,0.94175,0.87225,0.8792500000000001,0.8812500000000001,0.71725,0.74375,0.74375,0.8792500000000001,0.707,0.68775,0.7695000000000001,0.516,0.55375,0.4559999999999999,0.51675,0.571,0.52,0.71725,0.39075,0.42425,0.69075,0.69075,0.33675,0.40125,0.39,0.39325,0.4107499999999999,0.4075,0.524,0.4107499999999999,0.1912499999999999,0.154,0.3027499999999999,0.2957499999999999,0.3229999999999999,0.5115,0.39025,0.31475,0.22675,0.344,0.29625,0.8667499999999999,0.55675,0.2594999999999999,0.35075,0.12425,0.2289999999999999,0.4712499999999999,0.78975,0.41125,0.349,0.57075,0.2165,0.1465,0.18625,0.2584999999999999,0.11625,0.32475,0.1367499999999999,0.4347499999999999,0.246,0.20925,0.21875,0.129,0.31875,0.2604999999999999,0.38175,0.3844999999999999,0.0692499999999999,0.0665,0.22525,0.089,0.08925,0.1624999999999999,0.2012499999999999,0.0979999999999999,0.05425,0.26575,0.16525,0.193,0.16025,0.135,0.17025,0.0732499999999999,0.0989999999999999,0.1355,0.15625,0.0625,0.21475,0.0569999999999999,0.0852499999999999,0.0847499999999999,0.0772499999999999,0.17525,0.1024999999999999,0.1465,0.09625,0.0805,0.249,0.09475,0.8354999999999999,0.132,0.1485,0.2,0.138,0.11675,0.1267499999999999,0.1405,0.06175,0.09725,0.05875,0.0685,0.0359999999999999,0.0419999999999999,0.059,0.04425,0.2155,0.0747499999999999,0.083,0.14,0.0662499999999999,0.071,0.071,0.0635,0.0569999999999999,0.1089999999999999,0.0334999999999999,0.0822499999999999,0.0847499999999999,0.066,0.0665,0.0675,0.0705,0.0524999999999999,0.04275,0.09825,0.03975,0.136,0.0569999999999999,0.08775,0.0195,0.06225,0.0449999999999999,0.0459999999999999,0.027,0.0235,0.0349999999999999,0.03375
"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)",0.942,0.8194999999999999,0.962,0.8745,0.93675,0.606,0.93175,0.8745,0.7822499999999999,0.942,0.72125,0.7802500000000001,0.588,0.7822499999999999,0.7802500000000001,0.606,0.52,0.4267499999999999,0.394,0.56875,0.34675,0.1987499999999999,0.2214999999999999,0.61475,0.3325,0.8342499999999999,0.2415,0.2309999999999999,0.614,0.32025,0.44925,0.3077499999999999,0.31225,0.5435,0.544,0.37075,0.39875,0.4175,0.307,0.7802500000000001,0.267,0.25575,0.1555,0.29825,0.4065,0.299,0.27425,0.431,0.0949999999999999,0.24575,0.3425,0.254,0.4065,0.41325,0.23025,0.10275,0.3235,0.29525,0.10225,0.2945,0.21225,0.183,0.2614999999999999,0.3139999999999999,0.1019999999999999,0.0665,0.2259999999999999,0.44075,0.14,0.10275,0.1375,0.266,0.3419999999999999,0.1895,0.1992499999999999,0.17475,0.93975,0.62675,0.1362499999999999,0.1385,0.217,0.1245,0.1649999999999999,0.0895,0.33975,0.08825,0.172,0.0994999999999999,0.11725,0.15175,0.25175,0.22475,0.18225,0.218,0.30425,0.0895,0.129,0.1609999999999999,0.22875,0.1079999999999999,0.3722499999999999,0.39125,0.136,0.0847499999999999,0.27575,0.2017499999999999,0.121,0.2917499999999999,0.1144999999999999,0.31275,0.125,0.12025,0.254,0.03175,0.24525,0.663,0.10925,0.089,0.1375,0.12025,0.139,0.0817499999999999,0.0584999999999999,0.0815,0.05075,0.10675,0.08775,0.15675,0.0852499999999999,0.0449999999999999,0.0635,0.0944999999999999,0.0519999999999999,0.0449999999999999,0.11125,0.0695,0.09125,0.17875,0.03175,0.0677499999999999,0.05575,0.0675,0.0469999999999999,0.10025,0.0695,0.031,0.04925,0.066,0.0257499999999999
"Cottage, The (2008)",0.88375,0.9105,0.7769999999999999,0.679,0.9355,0.685,0.679,0.595,0.61925,0.4712499999999999,0.685,0.44275,0.9355,0.64225,0.5655,0.73525,0.45375,0.4399999999999999,0.685,0.52075,0.3874999999999999,0.29125,0.238,0.81925,0.45425,0.56475,0.4465,0.56325,0.52875,0.4077499999999999,0.1877499999999999,0.3365,0.64425,0.41325,0.407,0.45325,0.20825,0.41125,0.3495,0.2835,0.2435,0.629,0.39725,0.2875,0.1679999999999999,0.56625,0.1855,0.361,0.09475,0.10775,0.4872499999999999,0.26875,0.1714999999999999,0.37175,0.2017499999999999,0.17825,0.30825,0.6145,0.2214999999999999,0.47275,0.1327499999999999,0.1579999999999999,0.2847499999999999,0.31025,0.27975,0.656,0.2334999999999999,0.0805,0.92625,0.22175,0.22425,0.12,0.2189999999999999,0.37625,0.605,0.4712499999999999,0.23975,0.285,0.312,0.17875,0.30425,0.11025,0.2294999999999999,0.0275,0.24425,0.0775,0.1855,0.0687499999999999,0.2204999999999999,0.385,0.11825,0.1342499999999999,0.1064999999999999,0.303,0.2887499999999999,0.14525,0.2017499999999999,0.195,0.0969999999999999,0.27275,0.4609999999999999,0.26575,0.1154999999999999,0.09325,0.12225,0.20425,0.236,0.0935,0.0429999999999999,0.136,0.12325,0.2269999999999999,0.3625,0.3309999999999999,0.0797499999999999,0.11775,0.12175,0.09775,0.254,0.0802499999999999,0.0765,0.06075,0.0409999999999999,0.0665,0.09075,0.125,0.0757499999999999,0.0642499999999999,0.071,0.1372499999999999,0.2514999999999999,0.0999999999999999,0.0524999999999999,0.0359999999999999,0.14175,0.05075,0.0667499999999999,0.0255,0.0439999999999999,0.076,0.076,0.0287499999999999,0.022,0.0667499999999999,0.18325,0.03525,0.0954999999999999,0.0145,0.194
"Quick and the Dead, The (1987)",0.7942499999999999,0.7942499999999999,0.76925,0.4569999999999999,0.662,0.662,0.7617499999999999,0.34275,0.74075,0.76925,0.508,0.73575,0.4167499999999999,0.54475,0.72425,0.38475,0.5295,0.48,0.60575,0.37275,0.5065,0.48,0.7809999999999999,0.3455,0.80975,0.40575,0.42325,0.25425,0.14425,0.33425,0.3399999999999999,0.39375,0.3405,0.39025,0.10725,0.16175,0.16075,0.3562499999999999,0.283,0.18675,0.3349999999999999,0.1302499999999999,0.1312499999999999,0.40175,0.18,0.29825,0.42025,0.14975,0.236,0.1877499999999999,0.1029999999999999,0.44775,0.18,0.1149999999999999,0.404,0.1455,0.35675,0.1955,0.1195,0.50525,0.66875,0.0785,0.139,0.25975,0.128,0.03325,0.3712499999999999,0.0762499999999999,0.0857499999999999,0.18475,0.20325,0.17475,0.183,0.15225,0.32525,0.1134999999999999,0.434,0.5145,0.2465,0.0549999999999999,0.21525,0.356,0.14725,0.0762499999999999,0.15075,0.18125,0.1935,0.15225,0.04875,0.17075,0.128,0.0939999999999999,0.0642499999999999,0.2654999999999999,0.44475,0.0657499999999999,0.195,0.174,0.0885,0.52375,0.0579999999999999,0.0389999999999999,0.1375,0.09325,0.0692499999999999,0.38125,0.0369999999999999,0.411,0.03475,0.694,0.23625,0.0489999999999999,0.09025,0.0222499999999999,0.41525,0.14775,0.3269999999999999,0.0554999999999999,0.0282499999999999,0.0802499999999999,0.0782499999999999,0.0959999999999999,0.11175,0.0722499999999999,0.126,0.063,0.21525,0.1599999999999999,0.0319999999999999,0.0722499999999999,0.10425,0.10475,0.14425,0.17325,0.0725,0.05425,0.04275,0.0564999999999999,0.0262499999999999,0.0434999999999999,0.018,0.0464999999999999,0.08875,0.2365,0.0665,0.1985,0.0115,0.0102499999999999,0.029
Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005),0.8587499999999999,0.65175,0.68325,0.8107500000000001,0.536,0.63475,0.6295,0.6295,0.719,0.5885,0.65175,0.7055,0.35775,0.50525,0.50525,0.64075,0.54525,0.50175,0.534,0.32125,0.79925,0.4515,0.2684999999999999,0.2975,0.3107499999999999,0.32675,0.921,0.3725,0.18025,0.26825,0.281,0.20625,0.47875,0.2977499999999999,0.18225,0.2175,0.3532499999999999,0.1684999999999999,0.45175,0.3035,0.2977499999999999,0.4795,0.7867500000000001,0.398,0.899,0.17775,0.279,0.2244999999999999,0.14625,0.5245,0.3592499999999999,0.34975,0.4882499999999999,0.18,0.4115,0.11675,0.262,0.22575,0.18625,0.3505,0.15675,0.26175,0.31325,0.191,0.2075,0.14125,0.2145,0.17525,0.09175,0.0905,0.1059999999999999,0.09675,0.288,0.18425,0.413,0.1144999999999999,0.42825,0.0785,0.1805,0.33925,0.3482499999999999,0.3117499999999999,0.09125,0.24225,0.0845,0.1985,0.18325,0.20375,0.1119999999999999,0.304,0.21125,0.21425,0.04975,0.0257499999999999,0.2145,0.2045,0.4115,0.0737499999999999,0.149,0.0414999999999999,0.2284999999999999,0.1272499999999999,0.09425,0.36375,0.0237499999999999,0.1915,0.0875,0.076,0.2015,0.05875,0.0394999999999999,0.1385,0.06125,0.287,0.09625,0.1104999999999999,0.06225,0.13,0.0499999999999999,0.17325,0.0767499999999999,0.0935,0.0787499999999999,0.0787499999999999,0.0797499999999999,0.08725,0.12325,0.0364999999999999,0.0574999999999999,0.09275,0.066,0.10875,0.0697499999999999,0.0559999999999999,0.10325,0.03925,0.0787499999999999,0.04025,0.15125,0.1885,0.0197499999999999,0.0715,0.0419999999999999,0.0324999999999999,0.0852499999999999,0.0444999999999999,0.0605,0.0489999999999999,0.03125
Watchmen: Tales of the Black Freighter (2009),0.83925,0.78375,0.7975000000000001,0.95725,0.73975,0.723,0.3442499999999999,0.31825,0.7455,0.572,0.598,0.723,0.37675,0.50525,0.50525,0.3692499999999999,0.35275,0.46475,0.598,0.95725,0.26825,0.2254999999999999,0.1415,0.21925,0.76075,0.16975,0.39325,0.95025,0.21425,0.30525,0.2827499999999999,0.1855,0.33025,0.24925,0.2012499999999999,0.45725,0.194,0.1995,0.3429999999999999,0.14675,0.3205,0.6745,0.7542500000000001,0.2209999999999999,0.11025,0.3339999999999999,0.27425,0.247,0.98575,0.10625,0.092,0.21875,0.11025,0.125,0.1624999999999999,0.1362499999999999,0.17375,0.1709999999999999,0.21,0.11375,0.2025,0.26025,0.1594999999999999,0.11625,0.0855,0.04925,0.2,0.076,0.089,0.079,0.0652499999999999,0.1059999999999999,0.09675,0.0675,0.14325,0.1629999999999999,0.128,0.09375,0.2684999999999999,0.25425,0.3485,0.2025,0.10025,0.0657499999999999,0.0767499999999999,0.1875,0.09625,0.0949999999999999,0.3007499999999999,0.1325,0.1004999999999999,0.0787499999999999,0.0165,0.0539999999999999,0.0772499999999999,0.187,0.1054999999999999,0.09725,0.17775,0.1952499999999999,0.09475,0.0782499999999999,0.0705,0.11275,0.0222499999999999,0.0775,0.25175,0.0732499999999999,0.0895,0.085,0.17125,0.0815,0.0544999999999999,0.0762499999999999,0.0359999999999999,0.0702499999999999,0.0439999999999999,0.0969999999999999,0.0544999999999999,0.12375,0.05275,0.0439999999999999,0.0822499999999999,0.071,0.0344999999999999,0.0295,0.0605,0.09875,0.0255,0.031,0.1755,0.06025,0.0242499999999999,0.55875,0.0677499999999999,0.0494999999999999,0.05675,0.0454999999999999,0.0429999999999999,0.24475,0.0329999999999999,0.0155,0.03375,0.04875,0.0494999999999999,0.0424999999999999,0.026,0.03375,0.0265
Ninja Assassin (2009),0.97,0.97,0.68925,0.9775,0.98925,0.928,0.9775,0.9775,0.7649999999999999,0.68925,0.694,0.5315,0.928,0.3725,0.2997499999999999,0.56775,0.76325,0.65775,0.3645,0.663,0.606,0.606,0.3764999999999999,0.47075,0.355,0.4712499999999999,0.4655,0.663,0.15775,0.38775,0.22975,0.1975,0.3482499999999999,0.4675,0.54075,0.3442499999999999,0.24725,0.25475,0.41225,0.154,0.3045,0.44075,0.44075,0.2634999999999999,0.1365,0.3067499999999999,0.18725,0.3655,0.67475,0.246,0.29725,0.1579999999999999,0.14975,0.11725,0.525,0.2017499999999999,0.15275,0.10025,0.20975,0.1109999999999999,0.04125,0.209,0.18375,0.139,0.1619999999999999,0.0939999999999999,0.2165,0.4649999999999999,0.5025,0.1639999999999999,0.1725,0.0732499999999999,0.126,0.03925,0.26775,0.09525,0.0645,0.0705,0.1574999999999999,0.254,0.1285,0.08625,0.0795,0.2907499999999999,0.074,0.1149999999999999,0.0825,0.066,0.1019999999999999,0.15175,0.14825,0.0939999999999999,0.14175,0.1915,0.2022499999999999,0.10875,0.0685,0.09225,0.10475,0.118,0.10075,0.09925,0.0944999999999999,0.0692499999999999,0.1019999999999999,0.091,0.1124999999999999,0.0857499999999999,0.0712499999999999,0.0905,0.186,0.0524999999999999,0.0384999999999999,0.0625,0.1392499999999999,0.03375,0.0329999999999999,0.11825,0.0584999999999999,0.0559999999999999,0.04275,0.1019999999999999,0.08725,0.0697499999999999,0.0762499999999999,0.0655,0.04925,0.16575,0.0247499999999999,0.05275,0.08975,0.05775,0.1119999999999999,0.1505,0.04725,0.0499999999999999,0.062,0.04625,0.0444999999999999,0.0524999999999999,0.0449999999999999,0.0349999999999999,0.03325,0.0627499999999999,0.0314999999999999,0.0152499999999999,0.0172499999999999,0.0334999999999999,0.0519999999999999
Kick-Ass (2010),0.9845,0.9925,0.8979999999999999,0.997,0.94675,0.6415,0.95975,0.95975,0.83325,0.8979999999999999,0.9305,0.67625,0.9305,0.7,0.53925,0.6665,0.8287500000000001,0.8322499999999999,0.54225,0.997,0.5025,0.3602499999999999,0.21525,0.95775,0.7595000000000001,0.687,0.46275,0.997,0.75475,0.27925,0.4065,0.23325,0.4187499999999999,0.3339999999999999,0.58375,0.3199999999999999,0.528,0.526,0.417,0.84575,0.3345,0.24275,0.1982499999999999,0.3259999999999999,0.78325,0.55175,0.2965,0.44375,0.943,0.3954999999999999,0.47575,0.26725,0.78325,0.7065,0.14375,0.17625,0.51675,0.18675,0.8640000000000001,0.1154999999999999,0.11025,0.28225,0.41425,0.15775,0.197,0.8732500000000001,0.1614999999999999,0.189,0.10975,0.2027499999999999,0.18275,0.3325,0.35975,0.26075,0.154,0.08925,0.0702499999999999,0.0895,0.23625,0.1169999999999999,0.22225,0.1054999999999999,0.179,0.10075,0.139,0.078,0.16325,0.21825,0.33675,0.27825,0.06125,0.085,0.073,0.0635,0.0935,0.3745,0.0797499999999999,0.10775,0.28425,0.0944999999999999,0.1845,0.16975,0.11775,0.241,0.175,0.074,0.32525,0.21725,0.1887499999999999,0.1079999999999999,0.3169999999999999,0.11225,0.0797499999999999,0.0494999999999999,0.04675,0.0697499999999999,0.08875,0.0855,0.1159999999999999,0.1287499999999999,0.885,0.0705,0.04425,0.0705,0.1495,0.0792499999999999,0.0777499999999999,0.0625,0.05775,0.11425,0.29125,0.0685,0.0262499999999999,0.1084999999999999,0.069,0.05225,0.09375,0.04025,0.10525,0.05325,0.0984999999999999,0.0257499999999999,0.0359999999999999,0.0697499999999999,0.03175,0.0265,0.04575,0.0339999999999999,0.06175
Vengeance (Fuk sau) (2009),0.96075,0.99,0.96075,0.9015,0.99975,0.76325,0.9015,0.9015,0.7025,0.96075,0.69375,0.72075,0.99975,0.7025,0.76325,0.7882499999999999,0.417,0.45325,0.37825,0.405,0.48775,0.28325,0.25125,0.49175,0.31775,0.27325,0.3285,0.2022499999999999,0.50825,0.5275,0.46625,0.26775,0.4145,0.50425,0.29625,0.4645,0.5415,0.46075,0.2704999999999999,0.419,0.344,0.31925,0.204,0.1785,0.14175,0.36175,0.17275,0.2987499999999999,0.09775,0.566,0.1525,0.4805,0.1654999999999999,0.24975,0.15275,0.1019999999999999,0.24275,0.11425,0.194,0.42625,0.32225,0.0845,0.178,0.31775,0.5885,0.11375,0.192,0.4755,0.09425,0.3047499999999999,0.15475,0.2365,0.3395,0.17475,0.135,0.31,0.1144999999999999,0.2584999999999999,0.1257499999999999,0.23625,0.1952499999999999,0.3672499999999999,0.2284999999999999,0.0747499999999999,0.17125,0.644,0.1347499999999999,0.7605,0.1392499999999999,0.09825,0.17325,0.3379999999999999,0.021,0.74575,0.48475,0.143,0.1342499999999999,0.138,0.1262499999999999,0.2514999999999999,0.0984999999999999,0.4772499999999999,0.084,0.075,0.031,0.41425,0.1795,0.04425,0.03425,0.1119999999999999,0.10875,0.27375,0.07,0.10325,0.23775,0.10225,0.2674999999999999,0.18725,0.0745,0.27925,0.05925,0.09975,0.1674999999999999,0.1674999999999999,0.073,0.0949999999999999,0.0715,0.05275,0.0707499999999999,0.22725,0.1897499999999999,0.16275,0.023,0.2935,0.245,0.4044999999999999,0.0637499999999999,0.1935,0.0702499999999999,0.09775,0.15025,0.03825,0.0655,0.0705,0.086,0.08875,0.1004999999999999,0.2135,0.14625
True Legend (Su Qi-Er) (2010),0.8645,0.8787499999999999,0.893,0.985,0.7445,0.7789999999999999,0.89575,0.89575,0.6125,0.893,0.7827500000000001,0.625,0.7445,0.61525,0.80125,0.4237499999999999,0.598,0.3914999999999999,0.587,0.3465,0.6065,0.311,0.15975,0.82525,0.40575,0.283,0.3754999999999999,0.3555,0.621,0.67375,0.4305,0.38375,0.19,0.599,0.623,0.3535,0.4405,0.15725,0.45725,0.42925,0.33075,0.26,0.33825,0.39725,0.123,0.2847499999999999,0.186,0.5495,0.275,0.4429999999999999,0.3219999999999999,0.8480000000000001,0.15125,0.58625,0.22125,0.2279999999999999,0.3774999999999999,0.4685,0.25425,0.21075,0.3462499999999999,0.15075,0.3794999999999999,0.263,0.10225,0.0424999999999999,0.45825,0.68775,0.25675,0.10425,0.21725,0.2425,0.26325,0.0825,0.53275,0.16075,0.237,0.47575,0.1154999999999999,0.509,0.215,0.0807499999999999,0.151,0.2002499999999999,0.137,0.26625,0.3077499999999999,0.05175,0.081,0.11075,0.1297499999999999,0.11925,0.242,0.1322499999999999,0.2895,0.0702499999999999,0.17025,0.10425,0.2017499999999999,0.0822499999999999,0.8402499999999999,0.11875,0.17025,0.26475,0.39875,0.14825,0.0767499999999999,0.1392499999999999,0.57475,0.3175,0.03425,0.0449999999999999,0.15375,0.0715,0.63675,0.08775,0.3285,0.63475,0.2704999999999999,0.21875,0.14275,0.09,0.4217499999999999,0.15725,0.04875,0.10775,0.154,0.30225,0.03325,0.373,0.04075,0.04575,0.08975,0.0514999999999999,0.12175,0.10575,0.05075,0.05575,0.0369999999999999,0.1735,0.0232499999999999,0.09175,0.05325,0.0182499999999999,0.0384999999999999,0.0117499999999999,0.371,0.0999999999999999,0.0339999999999999
Ip Man 2 (2010),0.72,0.7887500000000001,0.88375,0.974,0.68475,0.68475,0.96875,0.96875,0.6985,0.88375,0.4935,0.58475,0.486,0.431,0.5295,0.4635,0.8952500000000001,0.56125,0.2945,0.185,0.4034999999999999,0.25925,0.3562499999999999,0.3339999999999999,0.27725,0.3764999999999999,0.26725,0.29025,0.1564999999999999,0.33975,0.25,0.27825,0.3095,0.4679999999999999,0.21575,0.40325,0.1255,0.29325,0.402,0.47575,0.35875,0.3005,0.1579999999999999,0.247,0.21075,0.13,0.23275,0.3532499999999999,0.1014999999999999,0.31675,0.37625,0.18675,0.1815,0.1084999999999999,0.3419999999999999,0.0782499999999999,0.1679999999999999,0.61775,0.4499999999999999,0.4665,0.0875,0.44625,0.1285,0.18175,0.193,0.09175,0.2764999999999999,0.32225,0.1265,0.11475,0.11875,0.1589999999999999,0.1019999999999999,0.0797499999999999,0.22375,0.0835,0.0817499999999999,0.04325,0.1455,0.211,0.09275,0.11275,0.10325,0.252,0.06125,0.0847499999999999,0.1119999999999999,0.0812499999999999,0.076,0.15275,0.31375,0.10375,0.1064999999999999,0.04125,0.1154999999999999,0.0954999999999999,0.184,0.09125,0.0732499999999999,0.0787499999999999,0.1564999999999999,0.1149999999999999,0.1282499999999999,0.0865,0.2415,0.1099999999999999,0.1054999999999999,0.1669999999999999,0.23325,0.1907499999999999,0.0655,0.0579999999999999,0.08,0.21575,0.137,0.11675,0.0757499999999999,0.059,0.0702499999999999,0.0434999999999999,0.11425,0.062,0.05475,0.0657499999999999,0.04575,0.1345,0.12275,0.16625,0.03025,0.0905,0.0727499999999999,0.06175,0.06125,0.15575,0.0702499999999999,0.0687499999999999,0.062,0.0354999999999999,0.0399999999999999,0.1004999999999999,0.0574999999999999,0.0757499999999999,0.0655,0.0782499999999999,0.0675,0.023,0.0354999999999999,0.03225,0.072
Machete (2010),0.951,0.9595,0.8947499999999999,0.93175,0.951,0.72075,0.93175,0.93175,0.596,0.8240000000000001,0.9595,0.4355,0.9595,0.4872499999999999,0.4872499999999999,0.706,0.43875,0.409,0.4705,0.31425,0.56875,0.25425,0.1322499999999999,0.688,0.45325,0.52175,0.373,0.4765,0.8947499999999999,0.262,0.40225,0.2065,0.2045,0.32925,0.7655000000000001,0.265,0.7565,0.38475,0.2827499999999999,0.11475,0.25075,0.16825,0.2005,0.33775,0.5315,0.60325,0.2259999999999999,0.1205,0.69275,0.1109999999999999,0.435,0.27975,0.1362499999999999,0.688,0.6005,0.3329999999999999,0.4044999999999999,0.1292499999999999,0.14925,0.0702499999999999,0.16425,0.22025,0.26825,0.2204999999999999,0.251,0.1845,0.0647499999999999,0.2774999999999999,0.1104999999999999,0.3329999999999999,0.148,0.5075,0.3984999999999999,0.16475,0.10225,0.09525,0.0584999999999999,0.1024999999999999,0.135,0.087,0.15725,0.118,0.10025,0.0727499999999999,0.11475,0.05375,0.133,0.4155,0.125,0.1317499999999999,0.06225,0.1044999999999999,0.2284999999999999,0.1352499999999999,0.12225,0.11425,0.15,0.0554999999999999,0.11275,0.09725,0.0817499999999999,0.1064999999999999,0.086,0.073,0.27925,0.10025,0.2185,0.126,0.05725,0.0665,0.2005,0.22825,0.6115,0.0197499999999999,0.05225,0.0539999999999999,0.03675,0.0777499999999999,0.12275,0.14425,0.0569999999999999,0.0812499999999999,0.0852499999999999,0.083,0.05075,0.1252499999999999,0.0584999999999999,0.05925,0.0645,0.04825,0.1337499999999999,0.027,0.0424999999999999,0.0424999999999999,0.0935,0.03425,0.0554999999999999,0.0687499999999999,0.155,0.06175,0.05375,0.014,0.0282499999999999,0.05425,0.03325,0.0354999999999999,0.0454999999999999,0.03125,0.0162499999999999
Sintel (2010),0.905,0.7555000000000001,0.8145,0.7562500000000001,0.565,0.66375,0.8282499999999999,0.616,0.8899999999999999,0.639,0.5915,0.7555000000000001,0.679,0.65775,0.479,0.669,0.6805,0.7737499999999999,0.665,0.274,0.55725,0.7562500000000001,0.735,0.274,0.4227499999999999,0.5005,0.9705,0.3452499999999999,0.206,0.688,0.54275,0.8142499999999999,0.34125,0.2654999999999999,0.11475,0.303,0.3954999999999999,0.52725,0.47775,0.69825,0.3129999999999999,0.33625,0.92525,0.15425,0.354,0.22275,0.182,0.3295,0.0439999999999999,0.11075,0.1405,0.3249999999999999,0.354,0.03975,0.20875,0.1639999999999999,0.25825,0.1352499999999999,0.18375,0.0944999999999999,0.0384999999999999,0.3662499999999999,0.1937499999999999,0.2764999999999999,0.1887499999999999,0.148,0.17225,0.05625,0.218,0.11525,0.2105,0.0765,0.48,0.10775,0.1059999999999999,0.17125,0.33025,0.4315,0.1885,0.1257499999999999,0.1669999999999999,0.08625,0.131,0.085,0.2365,0.32725,0.16675,0.0677499999999999,0.03175,0.1099999999999999,0.42725,0.06,0.0772499999999999,0.03425,0.1004999999999999,0.3565,0.1699999999999999,0.132,0.0999999999999999,0.0267499999999999,0.0399999999999999,0.1059999999999999,0.1144999999999999,0.14425,0.067,0.0319999999999999,0.0732499999999999,0.0419999999999999,0.1977499999999999,0.0805,0.0727499999999999,0.1029999999999999,0.082,0.1545,0.21825,0.148,0.25725,0.063,0.0265,0.0715,0.0805,0.0439999999999999,0.0242499999999999,0.22675,0.03875,0.0504999999999999,0.21975,0.0215,0.09775,0.0369999999999999,0.1445,0.027,0.03,0.8979999999999999,0.0374999999999999,0.03,0.03775,0.074,0.0439999999999999,0.1322499999999999,0.014,0.10675,0.05325,0.0105,0.0544999999999999,0.03225,0.0205,0.05475,0.0384999999999999
