movieId,betrayal,culture clash,weird,vengeance,original,drama,mentor,runaway,greed,good,melancholic,addiction,independent film,drinking,dialogue,catastrophe,pornography,life philosophy,life & death,unlikely friendships,adaptation,chase,quirky,fight scenes,predictable,death,light,fun movie,weapons,not funny,very funny,new jersey,underrated,good music,fantasy world,nudity (full frontal - brief),prejudice,prison,surveillance,childhood,hospital,classic car,writers,dysfunctional family,teen movie,hip hop,awesome soundtrack,multiple storylines,transformation,stereotypes,california,irish accent,creativity,queer,first contact,stoner movie,road movie,islam,sacrifice,nudity (topless - brief),british,sexy,small town,alter ego,absurd,family,pulp,foul language,brothers,new york city,survival,dreams,film noir,period piece,doctors,directorial debut,women,80s,homeless,computer animation,censorship,los angeles,hotel,texas,ensemble cast,wilderness,robert downey jr,cancer,wartime,prostitution,lawyer,buddy movie,farce,notable nudity,too long,stand-up comedy,memory,blindness,nudity (rear),unlikeable characters,camp,internet,kidnapping,potential oscar nom,alternate history,bollywood,simple,indians,workplace,finnish,race,rebellion,tokyo,russian,australia,best of 2005,mad scientist,1930s,radio,divorce,graphic novel,atheism,adoption,hunting,ghosts/afterlife,interracial romance,kick-butt women,san francisco,documentary,made for tv,no plot,god,island,immortality,desert,father daughter relationship,shopping,reality tv,goth,trilogy,fashion,wine,snakes,single father,oil,french,time,too short,remake
Stander (2003),0.9025,0.9025,0.52475,0.9445,0.71475,0.52475,0.899,0.50775,0.9025,0.552,0.515,0.264,0.3295,0.366,0.54775,0.4419999999999999,0.25575,0.31725,0.61225,0.4227499999999999,0.23425,0.70925,0.26625,0.43325,0.3219999999999999,0.2634999999999999,0.26725,0.2927499999999999,0.4105,0.33275,0.33325,0.3472499999999999,0.3149999999999999,0.10325,0.354,0.356,0.2345,0.4555,0.3984999999999999,0.26225,0.253,0.2544999999999999,0.15975,0.12175,0.3565,0.1714999999999999,0.10325,0.088,0.289,0.1649999999999999,0.1589999999999999,0.2289999999999999,0.3505,0.1905,0.2425,0.0989999999999999,0.21925,0.2334999999999999,0.11725,0.14375,0.1755,0.17575,0.1277499999999999,0.092,0.2604999999999999,0.1134999999999999,0.1342499999999999,0.0727499999999999,0.196,0.0647499999999999,0.2365,0.09625,0.1109999999999999,0.1367499999999999,0.14775,0.1049999999999999,0.1255,0.208,0.18625,0.1845,0.11225,0.0964999999999999,0.1644999999999999,0.23875,0.0364999999999999,0.1925,0.04875,0.193,0.122,0.0762499999999999,0.0994999999999999,0.09175,0.132,0.11775,0.11675,0.261,0.0979999999999999,0.1609999999999999,0.2937499999999999,0.0722499999999999,0.1185,0.0732499999999999,0.18425,0.028,0.0974999999999999,0.0805,0.1315,0.118,0.16525,0.1415,0.0434999999999999,0.24775,0.10225,0.237,0.2194999999999999,0.122,0.0772499999999999,0.0494999999999999,0.0685,0.0647499999999999,0.087,0.0579999999999999,0.0595,0.1649999999999999,0.0707499999999999,0.0712499999999999,0.077,0.1009999999999999,0.0662499999999999,0.1297499999999999,0.0509999999999999,0.0409999999999999,0.076,0.069,0.0504999999999999,0.089,0.0885,0.0632499999999999,0.0444999999999999,0.03875,0.0832499999999999,0.0509999999999999,0.0652499999999999,0.03275,0.0509999999999999,0.0712499999999999,0.069,0.0439999999999999,0.06
"Great White Hope, The (1970)",0.79975,0.835,0.7537499999999999,0.6955,0.738,0.835,0.637,0.79975,0.78575,0.764,0.5255,0.35075,0.5825,0.5825,0.429,0.41,0.49275,0.581,0.662,0.58825,0.53225,0.2239999999999999,0.54975,0.24475,0.29325,0.25225,0.429,0.34575,0.31775,0.3415,0.2244999999999999,0.36675,0.12225,0.083,0.3974999999999999,0.2002499999999999,0.597,0.1154999999999999,0.2375,0.3405,0.34075,0.211,0.25125,0.14125,0.248,0.0534999999999999,0.0775,0.22625,0.3047499999999999,0.15075,0.2025,0.1019999999999999,0.198,0.1475,0.1957499999999999,0.264,0.0702499999999999,0.2817499999999999,0.2395,0.24075,0.14575,0.2997499999999999,0.253,0.38325,0.142,0.1495,0.1382499999999999,0.0632499999999999,0.1215,0.0855,0.55825,0.1325,0.25175,0.586,0.1599999999999999,0.17225,0.201,0.0459999999999999,0.0499999999999999,0.1594999999999999,0.2115,0.05925,0.10425,0.1345,0.1262499999999999,0.373,0.3555,0.27025,0.243,0.18225,0.1094999999999999,0.03575,0.16925,0.2022499999999999,0.10325,0.05125,0.0742499999999999,0.0715,0.0795,0.09575,0.0732499999999999,0.076,0.0409999999999999,0.27025,0.11625,0.491,0.0529999999999999,0.135,0.0469999999999999,0.0727499999999999,0.04275,0.023,0.14825,0.0329999999999999,0.0334999999999999,0.0657499999999999,0.1957499999999999,0.10525,0.15325,0.0519999999999999,0.03025,0.35675,0.0354999999999999,0.2299999999999999,0.028,0.18125,0.10225,0.03375,0.16225,0.0847499999999999,0.0152499999999999,0.03825,0.03725,0.15175,0.0559999999999999,0.04575,0.0197499999999999,0.0605,0.1465,0.04325,0.05525,0.0544999999999999,0.15325,0.0319999999999999,0.074,0.0994999999999999,0.03625,0.022,0.0364999999999999
Clean (2004),0.61675,0.7762500000000001,0.82175,0.54675,0.605,0.7762500000000001,0.48175,0.82175,0.711,0.711,0.96425,0.97975,0.7762500000000001,0.7927500000000001,0.561,0.396,0.73175,0.6635,0.352,0.4702499999999999,0.4327499999999999,0.24575,0.2465,0.32375,0.23925,0.66525,0.69525,0.11375,0.24025,0.3155,0.1579999999999999,0.1877499999999999,0.1004999999999999,0.4307499999999999,0.403,0.15225,0.14575,0.32725,0.185,0.26725,0.4469999999999999,0.2319999999999999,0.53425,0.27175,0.11175,0.04075,0.148,0.34875,0.267,0.3065,0.0765,0.14975,0.1927499999999999,0.1892499999999999,0.2624999999999999,0.1069999999999999,0.21975,0.3914999999999999,0.21075,0.31,0.36075,0.45775,0.04375,0.0727499999999999,0.17525,0.15375,0.1195,0.0384999999999999,0.196,0.0409999999999999,0.09125,0.21525,0.14525,0.196,0.0787499999999999,0.0959999999999999,0.26,0.0379999999999999,0.239,0.1215,0.45775,0.0257499999999999,0.32475,0.14225,0.0765,0.17525,0.1195,0.15175,0.092,0.132,0.0152499999999999,0.03325,0.05075,0.0999999999999999,0.08975,0.15325,0.17975,0.0409999999999999,0.11775,0.2345,0.0379999999999999,0.059,0.1907499999999999,0.0785,0.1019999999999999,0.062,0.05825,0.0999999999999999,0.10625,0.2734999999999999,0.0252499999999999,0.09975,0.3502499999999999,0.17525,0.0842499999999999,0.524,0.0564999999999999,0.0379999999999999,0.0815,0.1579999999999999,0.03425,0.09625,0.17525,0.0185,0.296,0.0474999999999999,0.0717499999999999,0.18175,0.031,0.0359999999999999,0.121,0.09625,0.0272499999999999,0.0785,0.04075,0.23125,0.0499999999999999,0.04075,0.0469999999999999,0.27025,0.143,0.1515,0.02,0.05675,0.0374999999999999,0.437,0.03475,0.05525,0.142
It's All Gone Pete Tong (2004),0.66625,0.65325,0.7005,0.4585,0.78725,0.699,0.742,0.6315,0.53,0.53925,0.7005,0.9245,0.5885,0.7725,0.38475,0.48175,0.27,0.3974999999999999,0.404,0.6315,0.53375,0.21825,0.6525,0.3045,0.31375,0.2995,0.4822499999999999,0.3149999999999999,0.3045,0.22375,0.63225,0.05825,0.1357499999999999,0.92275,0.33075,0.3175,0.2259999999999999,0.0895,0.13,0.29825,0.52725,0.244,0.27875,0.271,0.1282499999999999,0.3255,0.381,0.23925,0.31925,0.174,0.1195,0.25175,0.51325,0.142,0.18575,0.52775,0.23825,0.1555,0.2259999999999999,0.356,0.663,0.14475,0.1159999999999999,0.11125,0.399,0.21275,0.1629999999999999,0.25175,0.21325,0.05575,0.25125,0.2614999999999999,0.1019999999999999,0.14975,0.38275,0.1079999999999999,0.11975,0.0529999999999999,0.082,0.16675,0.0999999999999999,0.0529999999999999,0.1699999999999999,0.082,0.0509999999999999,0.08,0.09825,0.18525,0.089,0.05925,0.0252499999999999,0.0319999999999999,0.38025,0.0702499999999999,0.0675,0.14925,0.17375,0.1982499999999999,0.14175,0.0559999999999999,0.11375,0.08,0.0529999999999999,0.1252499999999999,0.14125,0.4735,0.3117499999999999,0.0702499999999999,0.0752499999999999,0.16575,0.0842499999999999,0.1372499999999999,0.0685,0.16075,0.15875,0.15075,0.0434999999999999,0.077,0.20675,0.27375,0.0514999999999999,0.2274999999999999,0.09,0.17425,0.0905,0.0524999999999999,0.0434999999999999,0.11425,0.1725,0.0627499999999999,0.0324999999999999,0.07,0.1604999999999999,0.05275,0.05725,0.09825,0.0645,0.04975,0.0645,0.05375,0.12,0.0287499999999999,0.0295,0.04525,0.0429999999999999,0.05525,0.03,0.0817499999999999,0.0215
Hustle & Flow (2005),0.66025,0.917,0.917,0.64775,0.7762500000000001,0.917,0.7,0.71125,0.71125,0.917,0.6505,0.61975,0.6145,0.576,0.56725,0.5315,0.34475,0.58925,0.542,0.4832499999999999,0.292,0.27625,0.36675,0.35975,0.25075,0.2574999999999999,0.41625,0.35975,0.35975,0.3442499999999999,0.2975,0.3702499999999999,0.2794999999999999,0.92875,0.37625,0.39875,0.4855,0.21125,0.1305,0.2269999999999999,0.21325,0.2847499999999999,0.2594999999999999,0.31725,0.2495,0.98975,0.56725,0.2947499999999999,0.34675,0.8485,0.2674999999999999,0.15825,0.53175,0.2219999999999999,0.207,0.271,0.32175,0.1897499999999999,0.292,0.28925,0.1169999999999999,0.17375,0.39675,0.24625,0.16925,0.25575,0.22775,0.489,0.196,0.1119999999999999,0.34675,0.9075,0.1024999999999999,0.1599999999999999,0.17025,0.15825,0.31125,0.10225,0.1699999999999999,0.17325,0.2614999999999999,0.2895,0.14175,0.1624999999999999,0.41825,0.22125,0.1574999999999999,0.21225,0.0964999999999999,0.558,0.06225,0.126,0.06175,0.146,0.0777499999999999,0.11325,0.11475,0.14325,0.0979999999999999,0.1154999999999999,0.128,0.0832499999999999,0.0534999999999999,0.1945,0.1069999999999999,0.2334999999999999,0.21675,0.12025,0.09725,0.05475,0.14425,0.269,0.09625,0.074,0.06075,0.6105,0.0705,0.1225,0.377,0.05725,0.05425,0.202,0.0635,0.064,0.0665,0.09025,0.0742499999999999,0.06025,0.1024999999999999,0.0489999999999999,0.05725,0.09025,0.0949999999999999,0.04625,0.05225,0.0665,0.1709999999999999,0.0817499999999999,0.05225,0.03675,0.0534999999999999,0.0539999999999999,0.0822499999999999,0.0727499999999999,0.0479999999999999,0.0514999999999999,0.0242499999999999,0.05425,0.029
Pusher II: With Blood on My Hands (2004),0.86025,0.86025,0.772,0.81975,0.61925,0.772,0.53675,0.859,0.859,0.772,0.86025,0.94,0.6925,0.672,0.58,0.4125,0.61775,0.387,0.4395,0.352,0.21375,0.21175,0.358,0.10175,0.3315,0.381,0.22575,0.0895,0.1485,0.32125,0.18525,0.3057499999999999,0.191,0.22725,0.2314999999999999,0.1515,0.128,0.7945,0.1505,0.38425,0.2544999999999999,0.4075,0.1599999999999999,0.3139999999999999,0.1604999999999999,0.09,0.22725,0.1624999999999999,0.22725,0.059,0.1535,0.10875,0.1885,0.1245,0.1699999999999999,0.2425,0.413,0.144,0.11975,0.0625,0.1139999999999999,0.1069999999999999,0.2744999999999999,0.066,0.09975,0.10325,0.14,0.0584999999999999,0.18375,0.03425,0.0692499999999999,0.1912499999999999,0.2794999999999999,0.0687499999999999,0.21375,0.2002499999999999,0.17775,0.0895,0.1109999999999999,0.0964999999999999,0.1069999999999999,0.026,0.0742499999999999,0.16475,0.0509999999999999,0.1887499999999999,0.077,0.0692499999999999,0.1019999999999999,0.26775,0.0484999999999999,0.0305,0.0632499999999999,0.0747499999999999,0.0409999999999999,0.20375,0.0504999999999999,0.08975,0.03175,0.03075,0.03125,0.0384999999999999,0.0707499999999999,0.0695,0.085,0.0394999999999999,0.0539999999999999,0.16825,0.10325,0.10775,0.0825,0.0444999999999999,0.203,0.20925,0.15575,0.0539999999999999,0.0554999999999999,0.0767499999999999,0.03375,0.0605,0.018,0.0645,0.0657499999999999,0.09575,0.05675,0.0682499999999999,0.05725,0.0202499999999999,0.1915,0.1775,0.04825,0.05325,0.05725,0.03425,0.026,0.081,0.087,0.04225,0.0339999999999999,0.402,0.0235,0.0569999999999999,0.0354999999999999,0.03375,0.0262499999999999,0.04225,0.0379999999999999,0.0137499999999999,0.008
Green Street Hooligans (a.k.a. Hooligans) (2005),0.97925,0.81175,0.81175,0.97925,0.727,0.81175,0.8512500000000001,0.6385,0.50475,0.81175,0.61,0.4915,0.617,0.5105,0.53575,0.65775,0.3335,0.3572499999999999,0.3047499999999999,0.8667499999999999,0.31825,0.39975,0.1855,0.79575,0.4004999999999999,0.2324999999999999,0.27725,0.641,0.411,0.34475,0.29,0.17875,0.28425,0.3824999999999999,0.3229999999999999,0.30425,0.53,0.139,0.2945,0.208,0.1745,0.19,0.15375,0.22075,0.4559999999999999,0.38225,0.3824999999999999,0.17575,0.29125,0.5405,0.11275,0.3075,0.2385,0.56525,0.2027499999999999,0.08925,0.0775,0.53,0.39825,0.16925,0.8792500000000001,0.20875,0.1109999999999999,0.28325,0.20675,0.27175,0.12025,0.2925,0.29825,0.0705,0.1877499999999999,0.1149999999999999,0.0752499999999999,0.86375,0.11725,0.1654999999999999,0.1282499999999999,0.084,0.085,0.14925,0.10025,0.1074999999999999,0.0935,0.1402499999999999,0.2564999999999999,0.11475,0.1355,0.156,0.1275,0.0369999999999999,0.026,0.071,0.10625,0.1912499999999999,0.0652499999999999,0.07,0.0984999999999999,0.15075,0.0777499999999999,0.11025,0.0737499999999999,0.3299999999999999,0.0944999999999999,0.12425,0.2279999999999999,0.2774999999999999,0.08775,0.0989999999999999,0.0579999999999999,0.0735,0.2045,0.12225,0.0857499999999999,0.14225,0.0807499999999999,0.2987499999999999,0.0615,0.0745,0.1094999999999999,0.05975,0.26,0.09275,0.0642499999999999,0.05025,0.0722499999999999,0.0825,0.05475,0.0429999999999999,0.0675,0.1149999999999999,0.1109999999999999,0.04825,0.12175,0.05475,0.0324999999999999,0.10875,0.0364999999999999,0.152,0.0999999999999999,0.1064999999999999,0.0732499999999999,0.03125,0.0509999999999999,0.05325,0.0334999999999999,0.0349999999999999,0.04025,0.0835,0.08725
Dead Man's Shoes (2004),0.78075,0.8652500000000001,0.8652500000000001,0.95775,0.6305,0.796,0.55325,0.8915,0.8915,0.796,0.8915,0.8,0.8452500000000001,0.5065,0.68125,0.4155,0.7542500000000001,0.2155,0.4752499999999999,0.217,0.25125,0.1882499999999999,0.4125,0.1397499999999999,0.27,0.3115,0.5065,0.086,0.14375,0.381,0.261,0.1195,0.33025,0.3335,0.2774999999999999,0.34875,0.17175,0.08975,0.30325,0.2544999999999999,0.1372499999999999,0.27125,0.1972499999999999,0.274,0.1315,0.147,0.3335,0.16025,0.24275,0.1064999999999999,0.0727499999999999,0.2995,0.1709999999999999,0.26775,0.1877499999999999,0.07,0.1545,0.091,0.3245,0.18125,0.61025,0.1865,0.90625,0.0999999999999999,0.15,0.146,0.21875,0.0539999999999999,0.394,0.0232499999999999,0.10475,0.06075,0.1892499999999999,0.5745,0.12025,0.15475,0.0762499999999999,0.063,0.10375,0.0959999999999999,0.21625,0.0157499999999999,0.10125,0.1024999999999999,0.0449999999999999,0.17625,0.11225,0.1144999999999999,0.21025,0.0474999999999999,0.0687499999999999,0.0162499999999999,0.0662499999999999,0.0245,0.0802499999999999,0.076,0.0772499999999999,0.12275,0.1877499999999999,0.0795,0.10975,0.13,0.0484999999999999,0.18575,0.10125,0.0815,0.1257499999999999,0.0564999999999999,0.0762499999999999,0.05375,0.0845,0.0499999999999999,0.0559999999999999,0.0935,0.127,0.062,0.088,0.0439999999999999,0.0369999999999999,0.03125,0.1079999999999999,0.05725,0.0655,0.199,0.0324999999999999,0.04975,0.04225,0.0192499999999999,0.0949999999999999,0.0469999999999999,0.06025,0.146,0.05475,0.04025,0.0267499999999999,0.0329999999999999,0.0275,0.0807499999999999,0.0855,0.0595,0.0202499999999999,0.03525,0.018,0.0439999999999999,0.0757499999999999,0.04575,0.029,0.0295,0.0127499999999999
Over the Edge (1979),0.67175,0.6815,0.8029999999999999,0.639,0.714,0.67,0.2965,0.67,0.71725,0.57325,0.89775,0.8402499999999999,0.67,0.57325,0.6145,0.4097499999999999,0.3754999999999999,0.21225,0.564,0.2995,0.4379999999999999,0.8547499999999999,0.3095,0.295,0.40175,0.14925,0.57325,0.295,0.295,0.3369999999999999,0.1659999999999999,0.0449999999999999,0.27325,0.53575,0.36975,0.22675,0.1445,0.1277499999999999,0.4715,0.56625,0.1292499999999999,0.542,0.0969999999999999,0.09175,0.72875,0.188,0.96575,0.16675,0.17575,0.1362499999999999,0.4705,0.0529999999999999,0.4247499999999999,0.17325,0.40175,0.544,0.3135,0.3455,0.187,0.36775,0.2314999999999999,0.369,0.379,0.34675,0.30425,0.56625,0.12375,0.03875,0.1014999999999999,0.0605,0.4862499999999999,0.1134999999999999,0.3492499999999999,0.391,0.09375,0.0875,0.14125,0.4327499999999999,0.191,0.56625,0.54925,0.04375,0.14975,0.21075,0.04725,0.26125,0.0857499999999999,0.03,0.1634999999999999,0.0994999999999999,0.0539999999999999,0.0852499999999999,0.1059999999999999,0.0152499999999999,0.1365,0.0419999999999999,0.086,0.11375,0.0574999999999999,0.0792499999999999,0.22075,0.30825,0.148,0.022,0.0737499999999999,0.082,0.1835,0.24025,0.06075,0.0339999999999999,0.03125,0.86225,0.18525,0.04775,0.0999999999999999,0.0777499999999999,0.1345,0.1054999999999999,0.1064999999999999,0.1149999999999999,0.014,0.0314999999999999,0.12425,0.2375,0.0479999999999999,0.10075,0.0484999999999999,0.17725,0.0554999999999999,0.1129999999999999,0.1164999999999999,0.024,0.184,0.0449999999999999,0.156,0.0277499999999999,0.20925,0.0484999999999999,0.0245,0.09875,0.0384999999999999,0.0212499999999999,0.04175,0.0479999999999999,0.0277499999999999,0.0757499999999999,0.0287499999999999,0.014,0.0035
"Business, The (2005)",0.99825,0.7795000000000001,0.48275,0.961,0.60675,0.3375,0.8105,0.5415,0.726,0.7795000000000001,0.91175,0.953,0.555,0.29025,0.772,0.4327499999999999,0.2937499999999999,0.4795,0.4915,0.134,0.21725,0.39325,0.2155,0.772,0.4117499999999999,0.1009999999999999,0.45025,0.772,0.772,0.33125,0.45025,0.09675,0.2845,0.45725,0.2269999999999999,0.0775,0.182,0.144,0.16775,0.3339999999999999,0.1119999999999999,0.39925,0.10625,0.217,0.3542499999999999,0.393,0.45725,0.4912499999999999,0.173,0.3665,0.1425,0.3369999999999999,0.23375,0.17875,0.2254999999999999,0.15275,0.119,0.2584999999999999,0.17525,0.1392499999999999,0.83925,0.4409999999999999,0.1917499999999999,0.24575,0.11875,0.0399999999999999,0.22675,0.37875,0.06,0.0504999999999999,0.1069999999999999,0.09275,0.1684999999999999,0.5325,0.1634999999999999,0.14625,0.437,0.3804999999999999,0.0725,0.137,0.0479999999999999,0.0319999999999999,0.0974999999999999,0.153,0.09675,0.17475,0.11025,0.0595,0.2584999999999999,0.0265,0.09925,0.141,0.1335,0.33275,0.1009999999999999,0.08925,0.0905,0.0812499999999999,0.0499999999999999,0.069,0.0514999999999999,0.08925,0.1034999999999999,0.34875,0.08925,0.0672499999999999,0.04225,0.0424999999999999,0.04725,0.1225,0.03,0.014,0.076,0.081,0.26725,0.202,0.12025,0.081,0.2975,0.0379999999999999,0.2284999999999999,0.059,0.04675,0.03675,0.0627499999999999,0.0544999999999999,0.12075,0.022,0.0137499999999999,0.0459999999999999,0.24175,0.04775,0.1694999999999999,0.02975,0.0682499999999999,0.0319999999999999,0.068,0.11725,0.0334999999999999,0.03325,0.4795,0.0135,0.09525,0.0647499999999999,0.091,0.0167499999999999,0.023,0.1054999999999999,0.14975
Find Me Guilty (2006),0.99725,0.8685,0.50675,0.78325,0.768,0.8685,0.929,0.8685,0.7685,0.72625,0.4722499999999999,0.392,0.4722499999999999,0.4722499999999999,0.73325,0.437,0.28225,0.39325,0.2022499999999999,0.2244999999999999,0.365,0.434,0.32025,0.434,0.3249999999999999,0.3774999999999999,0.24875,0.5355,0.434,0.296,0.3305,0.8454999999999999,0.3045,0.1094999999999999,0.5045,0.17675,0.434,0.2115,0.72625,0.17225,0.131,0.1845,0.2614999999999999,0.33525,0.10025,0.262,0.11375,0.267,0.2917499999999999,0.28225,0.23325,0.3884999999999999,0.26325,0.152,0.24475,0.1129999999999999,0.1034999999999999,0.25125,0.434,0.2734999999999999,0.184,0.14825,0.1397499999999999,0.26225,0.122,0.5635,0.15425,0.2997499999999999,0.1604999999999999,0.7542500000000001,0.0765,0.0765,0.1039999999999999,0.1977499999999999,0.2015,0.1337499999999999,0.09925,0.0777499999999999,0.05775,0.18675,0.0775,0.11875,0.11925,0.132,0.22125,0.1282499999999999,0.24025,0.142,0.1365,0.0815,0.8027500000000001,0.10375,0.09725,0.0727499999999999,0.1485,0.2754999999999999,0.0925,0.1574999999999999,0.0954999999999999,0.1699999999999999,0.05675,0.20425,0.0767499999999999,0.183,0.131,0.137,0.15,0.0969999999999999,0.069,0.12425,0.0732499999999999,0.031,0.0777499999999999,0.1255,0.0539999999999999,0.1365,0.08775,0.0984999999999999,0.09275,0.08775,0.09675,0.0665,0.191,0.0652499999999999,0.1024999999999999,0.0787499999999999,0.05675,0.0677499999999999,0.0519999999999999,0.10225,0.0282499999999999,0.0665,0.0324999999999999,0.072,0.0324999999999999,0.0717499999999999,0.028,0.1034999999999999,0.0374999999999999,0.0964999999999999,0.067,0.0404999999999999,0.063,0.05925,0.0692499999999999,0.0324999999999999,0.04025,0.0529999999999999,0.03425
"Guide to Recognizing Your Saints, A (2006)",0.72,0.7685,0.7685,0.827,0.69175,0.7685,0.84375,0.70725,0.5895,0.7685,0.8660000000000001,0.63825,0.64775,0.614,0.53475,0.4305,0.428,0.61475,0.717,0.97075,0.70125,0.2574999999999999,0.5265,0.3399999999999999,0.2309999999999999,0.2534999999999999,0.25375,0.2947499999999999,0.23025,0.381,0.3085,0.32375,0.12175,0.18075,0.236,0.272,0.20925,0.2105,0.1322499999999999,0.94425,0.4585,0.137,0.33725,0.573,0.33675,0.2815,0.18075,0.34225,0.1902499999999999,0.21225,0.511,0.23425,0.41825,0.0772499999999999,0.1997499999999999,0.253,0.0845,0.073,0.11625,0.1054999999999999,0.1689999999999999,0.1985,0.1185,0.1925,0.1272499999999999,0.34125,0.182,0.54925,0.0979999999999999,0.938,0.1245,0.48475,0.0817499999999999,0.083,0.2075,0.11575,0.1297499999999999,0.6205,0.3655,0.34125,0.1985,0.24225,0.1307499999999999,0.0939999999999999,0.38875,0.03825,0.8594999999999999,0.2005,0.0434999999999999,0.071,0.0105,0.03675,0.0584999999999999,0.0827499999999999,0.0722499999999999,0.15275,0.39325,0.0697499999999999,0.279,0.0494999999999999,0.0354999999999999,0.05325,0.1079999999999999,0.08675,0.1347499999999999,0.0939999999999999,0.2867499999999999,0.1375,0.03875,0.079,0.075,0.0197499999999999,0.2219999999999999,0.15975,0.03825,0.20825,0.0655,0.059,0.0369999999999999,0.11125,0.0384999999999999,0.05075,0.0815,0.0272499999999999,0.0115,0.04675,0.05875,0.0549999999999999,0.023,0.03125,0.0677499999999999,0.05975,0.0857499999999999,0.0564999999999999,0.0117499999999999,0.1267499999999999,0.0354999999999999,0.0197499999999999,0.05575,0.03875,0.0605,0.02975,0.0785,0.0757499999999999,0.0147499999999999,0.0519999999999999,0.068,0.0499999999999999,0.0177499999999999
Harsh Times (2006),0.77875,0.6825,0.6825,0.77875,0.7105,0.6825,0.4985,0.533,0.64975,0.6825,0.533,0.4619999999999999,0.52875,0.88625,0.475,0.55125,0.2997499999999999,0.4125,0.306,0.66425,0.22475,0.274,0.18675,0.274,0.5075,0.0984999999999999,0.17425,0.274,0.21025,0.3395,0.2239999999999999,0.30225,0.1927499999999999,0.09975,0.24175,0.3175,0.126,0.0939999999999999,0.129,0.14375,0.127,0.1995,0.27225,0.2002499999999999,0.11275,0.4335,0.0989999999999999,0.20375,0.2405,0.2185,0.29625,0.18275,0.2027499999999999,0.1134999999999999,0.24175,0.0939999999999999,0.18225,0.1049999999999999,0.26275,0.17675,0.04625,0.141,0.09375,0.1475,0.20375,0.10475,0.288,0.4395,0.073,0.10325,0.27375,0.154,0.09725,0.0625,0.0757499999999999,0.24125,0.1375,0.0374999999999999,0.18225,0.10775,0.05475,0.88575,0.1265,0.075,0.07,0.0845,0.089,0.0662499999999999,0.16575,0.1397499999999999,0.079,0.15075,0.066,0.0637499999999999,0.09625,0.0925,0.149,0.1205,0.0569999999999999,0.3425,0.06,0.09775,0.03725,0.1639999999999999,0.11025,0.0429999999999999,0.0695,0.0637499999999999,0.1074999999999999,0.0339999999999999,0.04825,0.0262499999999999,0.0489999999999999,0.0529999999999999,0.0364999999999999,0.1352499999999999,0.0845,0.0374999999999999,0.0469999999999999,0.0782499999999999,0.05125,0.1019999999999999,0.0414999999999999,0.0484999999999999,0.0207499999999999,0.0632499999999999,0.0715,0.0707499999999999,0.0167499999999999,0.028,0.06,0.0655,0.0414999999999999,0.03125,0.0207499999999999,0.023,0.0217499999999999,0.05375,0.0727499999999999,0.022,0.017,0.0255,0.0529999999999999,0.05175,0.0429999999999999,0.0252499999999999,0.0665,0.0484999999999999,0.05175
London to Brighton (2006),0.8345,0.8965000000000001,0.8965000000000001,0.86575,0.64975,0.72675,0.49775,0.91425,0.7882499999999999,0.57625,0.8965000000000001,0.23425,0.6795,0.63375,0.4645,0.4355,0.4419999999999999,0.3145,0.38075,0.406,0.37,0.6065,0.2309999999999999,0.3425,0.2845,0.15025,0.4357499999999999,0.295,0.24625,0.3525,0.2704999999999999,0.21025,0.16675,0.179,0.34875,0.22725,0.3005,0.14975,0.3385,0.55875,0.304,0.2185,0.244,0.26675,0.472,0.344,0.179,0.294,0.2284999999999999,0.48875,0.24575,0.0964999999999999,0.1604999999999999,0.257,0.24775,0.1044999999999999,0.1922499999999999,0.24425,0.34275,0.2684999999999999,0.8242499999999999,0.2957499999999999,0.23875,0.204,0.16975,0.667,0.394,0.5215,0.122,0.1255,0.0944999999999999,0.1084999999999999,0.1535,0.4832499999999999,0.31575,0.0935,0.618,0.065,0.3742499999999999,0.18475,0.3409999999999999,0.0369999999999999,0.18075,0.1684999999999999,0.0837499999999999,0.0785,0.1362499999999999,0.04825,0.27925,0.9335,0.1129999999999999,0.0205,0.1342499999999999,0.029,0.16825,0.0797499999999999,0.0717499999999999,0.069,0.14275,0.04675,0.2574999999999999,0.2784999999999999,0.18125,0.237,0.0615,0.0762499999999999,0.11525,0.0625,0.0534999999999999,0.2415,0.17575,0.028,0.26475,0.23475,0.10225,0.2857499999999999,0.2259999999999999,0.0895,0.03425,0.071,0.0399999999999999,0.132,0.0827499999999999,0.1347499999999999,0.0167499999999999,0.0414999999999999,0.0715,0.0727499999999999,0.136,0.08725,0.1392499999999999,0.132,0.067,0.0419999999999999,0.0529999999999999,0.09025,0.1387499999999999,0.016,0.0272499999999999,0.09775,0.04825,0.1619999999999999,0.03325,0.11075,0.09775,0.0727499999999999,0.0267499999999999,0.0692499999999999,0.0252499999999999
