movieId,weird,original,first contact,greed,melancholic,survival,dialogue,culture clash,vengeance,catastrophe,drama,runaway,good,independent film,life & death,predictable,surveillance,pornography,mentor,fantasy world,fight scenes,creativity,life philosophy,chase,absurd,light,drinking,adaptation,quirky,betrayal,transformation,mad scientist,not funny,memory,death,weapons,very funny,sacrifice,fun movie,underrated,doctors,writers,dreams,dysfunctional family,unlikely friendships,islam,internet,classic car,nudity (full frontal - brief),god,sexy,desert,immortality,pulp,family,computer animation,hospital,multiple storylines,childhood,road movie,film noir,atheism,alter ego,british,alternate history,simple,small town,prejudice,california,tokyo,hotel,irish accent,wilderness,teen movie,women,queer,stereotypes,workplace,blindness,nudity (topless - brief),good music,directorial debut,time,island,farce,period piece,too long,new jersey,awesome soundtrack,stoner movie,camp,no plot,addiction,censorship,rebellion,wartime,80s,radio,nudity (rear),indians,prison,hunting,oil,unlikeable characters,kidnapping,ensemble cast,race,australia,1930s,divorce,bollywood,graphic novel,reality tv,brothers,trilogy,cancer,notable nudity,snakes,new york city,foul language,best of 2005,homeless,stand-up comedy,los angeles,father daughter relationship,russian,goth,kick-butt women,texas,made for tv,adoption,potential oscar nom,interracial romance,wine,ghosts/afterlife,remake,san francisco,hip hop,too short,finnish,french,robert downey jr,shopping,prostitution,fashion,documentary,single father,buddy movie,lawyer
"Road, The (2009)",0.98925,0.98925,0.8825000000000001,0.98925,0.98925,0.9605,0.90975,0.98925,0.80725,0.829,0.9305,0.98925,0.8109999999999999,0.9305,0.728,0.70025,0.34975,0.8727499999999999,0.52225,0.2915,0.3085,0.27,0.4815,0.3555,0.348,0.1624999999999999,0.90975,0.93175,0.2935,0.6335,0.3565,0.1074999999999999,0.3702499999999999,0.2774999999999999,0.567,0.369,0.27325,0.4955,0.1282499999999999,0.26275,0.2534999999999999,0.23925,0.3095,0.4785,0.51725,0.2825,0.12375,0.3754999999999999,0.272,0.37975,0.128,0.305,0.081,0.15425,0.40025,0.11275,0.33225,0.21975,0.4865,0.94625,0.24475,0.308,0.18525,0.195,0.1535,0.2165,0.1897499999999999,0.23025,0.16525,0.1387499999999999,0.126,0.1932499999999999,0.5035,0.1119999999999999,0.1225,0.1285,0.11625,0.092,0.41025,0.2219999999999999,0.1674999999999999,0.1405,0.0529999999999999,0.11475,0.0857499999999999,0.0979999999999999,0.3017499999999999,0.1669999999999999,0.1674999999999999,0.2209999999999999,0.09125,0.05625,0.2229999999999999,0.0697499999999999,0.1302499999999999,0.1109999999999999,0.072,0.06225,0.0605,0.1619999999999999,0.09975,0.31225,0.1275,0.068,0.122,0.0605,0.0715,0.1887499999999999,0.0782499999999999,0.09775,0.1069999999999999,0.1054999999999999,0.0414999999999999,0.16625,0.1282499999999999,0.3605,0.027,0.084,0.0595,0.12425,0.15525,0.4004999999999999,0.1385,0.0504999999999999,0.11825,0.0549999999999999,0.0835,0.05725,0.1292499999999999,0.076,0.26225,0.207,0.0429999999999999,0.063,0.0245,0.0267499999999999,0.0339999999999999,0.0319999999999999,0.0334999999999999,0.04025,0.04225,0.03575,0.0559999999999999,0.0875,0.0255,0.04525,0.0935,0.0227499999999999,0.03325
Castaway (1986),0.78575,0.75525,0.636,0.8227500000000001,0.91325,0.92775,0.57,0.67275,0.8227500000000001,0.67475,0.711,0.60875,0.7045,0.74175,0.69025,0.4469999999999999,0.3712499999999999,0.615,0.641,0.69875,0.3615,0.528,0.594,0.52075,0.242,0.3289999999999999,0.481,0.64925,0.31675,0.279,0.3462499999999999,0.1927499999999999,0.3675,0.178,0.551,0.1265,0.4185,0.33125,0.70625,0.21125,0.2985,0.22175,0.3389999999999999,0.14225,0.34125,0.36675,0.089,0.33825,0.60875,0.09875,0.647,0.8785000000000001,0.0394999999999999,0.2007499999999999,0.177,0.2269999999999999,0.3077499999999999,0.1897499999999999,0.5095,0.2244999999999999,0.1397499999999999,0.16675,0.2045,0.425,0.34275,0.36875,0.1865,0.1885,0.236,0.1664999999999999,0.126,0.156,0.6665,0.4609999999999999,0.733,0.144,0.15925,0.23275,0.1064999999999999,0.31875,0.1245,0.09725,0.27925,0.9735,0.146,0.24875,0.17475,0.3754999999999999,0.0935,0.0765,0.17475,0.0732499999999999,0.0574999999999999,0.1257499999999999,0.1755,0.10225,0.4982499999999999,0.122,0.4187499999999999,0.179,0.0835,0.0994999999999999,0.0895,0.0524999999999999,0.0429999999999999,0.05425,0.1054999999999999,0.80725,0.0697499999999999,0.2654999999999999,0.0687499999999999,0.0625,0.0682499999999999,0.0865,0.0414999999999999,0.1405,0.3309999999999999,0.06125,0.1515,0.0865,0.1322499999999999,0.20425,0.0584999999999999,0.08775,0.0434999999999999,0.0544999999999999,0.0285,0.065,0.04975,0.06125,0.088,0.142,0.2475,0.4335,0.0795,0.0237499999999999,0.0959999999999999,0.021,0.1024999999999999,0.0202499999999999,0.04475,0.021,0.141,0.04075,0.10525,0.03125,0.1325,0.16225,0.05375
"Timecrimes (Cronocrímenes, Los) (2007)",0.91775,0.91775,0.897,0.942,0.871,0.7265,0.871,0.871,0.91775,0.55225,0.899,0.8182499999999999,0.942,0.7245,0.5205,0.72125,0.64425,0.499,0.391,0.407,0.4575,0.50125,0.32575,0.72525,0.51475,0.3349999999999999,0.554,0.2674999999999999,0.36775,0.7785,0.2975,0.2244999999999999,0.36,0.4525,0.352,0.349,0.2977499999999999,0.2734999999999999,0.517,0.29125,0.268,0.394,0.27025,0.1629999999999999,0.1947499999999999,0.11925,0.25575,0.2784999999999999,0.27,0.0837499999999999,0.499,0.195,0.05725,0.1975,0.1569999999999999,0.1317499999999999,0.1875,0.2125,0.212,0.21725,0.27425,0.1069999999999999,0.23225,0.1952499999999999,0.1825,0.539,0.1654999999999999,0.25225,0.1725,0.3097499999999999,0.3007499999999999,0.23675,0.09975,0.10425,0.11625,0.1377499999999999,0.1225,0.1325,0.1932499999999999,0.21625,0.21125,0.40025,0.764,0.14125,0.1604999999999999,0.10825,0.12125,0.0805,0.144,0.1952499999999999,0.05825,0.2534999999999999,0.079,0.0775,0.0825,0.08875,0.126,0.2185,0.152,0.14475,0.1164999999999999,0.1039999999999999,0.09475,0.1094999999999999,0.28625,0.06175,0.1215,0.1039999999999999,0.1049999999999999,0.12375,0.118,0.03725,0.03325,0.0725,0.18375,0.0605,0.0822499999999999,0.05525,0.0682499999999999,0.1624999999999999,0.23675,0.03225,0.076,0.09,0.11075,0.0802499999999999,0.0227499999999999,0.143,0.0812499999999999,0.0692499999999999,0.0469999999999999,0.0875,0.07,0.0732499999999999,0.1109999999999999,0.0434999999999999,0.0805,0.03425,0.06125,0.0595,0.11175,0.03325,0.075,0.061,0.03075,0.0449999999999999,0.03,0.0324999999999999,0.10975
Moon (2009),0.967,0.96925,0.99375,0.967,0.967,0.9575,0.967,0.967,0.94525,0.96125,0.94525,0.94525,0.93275,0.88025,0.81,0.73675,0.7525,0.88025,0.56775,0.45725,0.7065,0.4965,0.482,0.51725,0.48575,0.44925,0.675,0.50275,0.52325,0.39875,0.50225,0.51225,0.4065,0.7657499999999999,0.52925,0.3994999999999999,0.379,0.60475,0.4247499999999999,0.46975,0.37725,0.2694999999999999,0.4932499999999999,0.33275,0.62825,0.29,0.3005,0.33325,0.3349999999999999,0.1709999999999999,0.2465,0.14325,0.4095,0.3472499999999999,0.235,0.29925,0.27125,0.23475,0.365,0.1317499999999999,0.2975,0.27525,0.415,0.4137499999999999,0.36,0.3662499999999999,0.24525,0.24025,0.21575,0.311,0.2345,0.3379999999999999,0.1805,0.10625,0.0885,0.124,0.141,0.21575,0.14675,0.251,0.58575,0.71075,0.40375,0.17175,0.11075,0.21225,0.2185,0.12325,0.58575,0.132,0.0662499999999999,0.17875,0.0705,0.1139999999999999,0.16725,0.10475,0.21175,0.16275,0.1004999999999999,0.10825,0.1205,0.0815,0.21875,0.0817499999999999,0.0767499999999999,0.196,0.1372499999999999,0.0782499999999999,0.12,0.1004999999999999,0.16275,0.05375,0.04575,0.0707499999999999,0.118,0.11325,0.0344999999999999,0.10025,0.077,0.28075,0.17425,0.05225,0.0657499999999999,0.0817499999999999,0.1579999999999999,0.078,0.05325,0.03925,0.07,0.122,0.0832499999999999,0.26725,0.04125,0.0954999999999999,0.0439999999999999,0.0202499999999999,0.064,0.0424999999999999,0.03875,0.0329999999999999,0.0625,0.0424999999999999,0.04275,0.04825,0.0267499999999999,0.05125,0.075,0.04575,0.04125
Franklyn (2008),0.8992500000000001,0.8887499999999999,0.705,0.7577499999999999,0.7577499999999999,0.705,0.61825,0.61825,0.86375,0.40925,0.7505,0.32575,0.53875,0.646,0.56175,0.53925,0.371,0.646,0.4004999999999999,0.8102499999999999,0.3035,0.51225,0.36675,0.378,0.3735,0.22575,0.617,0.2624999999999999,0.4895,0.25675,0.2115,0.05625,0.31825,0.23825,0.52425,0.20575,0.1985,0.176,0.11225,0.15175,0.14275,0.46675,0.3175,0.32475,0.18475,0.1059999999999999,0.2485,0.18475,0.264,0.39275,0.2199999999999999,0.04975,0.11525,0.2995,0.0645,0.10075,0.3145,0.58,0.1609999999999999,0.1362499999999999,0.12475,0.39275,0.16125,0.499,0.149,0.135,0.1375,0.04075,0.0845,0.1915,0.1952499999999999,0.189,0.0529999999999999,0.16425,0.10275,0.1694999999999999,0.0444999999999999,0.0969999999999999,0.12225,0.135,0.1325,0.22425,0.0359999999999999,0.0717499999999999,0.1124999999999999,0.141,0.0785,0.193,0.0625,0.0852499999999999,0.0647499999999999,0.18225,0.0687499999999999,0.0605,0.0305,0.0722499999999999,0.04025,0.026,0.0677499999999999,0.05775,0.08675,0.0282499999999999,0.0389999999999999,0.05725,0.09275,0.0757499999999999,0.0369999999999999,0.0394999999999999,0.0667499999999999,0.0489999999999999,0.0625,0.06175,0.0344999999999999,0.0625,0.0569999999999999,0.2025,0.0697499999999999,0.068,0.09825,0.0514999999999999,0.1024999999999999,0.0647499999999999,0.0974999999999999,0.1362499999999999,0.0449999999999999,0.1104999999999999,0.70075,0.068,0.0262499999999999,0.081,0.0705,0.0479999999999999,0.0324999999999999,0.03175,0.04975,0.0252499999999999,0.04925,0.1175,0.0227499999999999,0.05675,0.04725,0.0787499999999999,0.04175,0.064,0.0605,0.0252499999999999,0.024,0.0225,0.0237499999999999
"Imaginarium of Doctor Parnassus, The (2009)",0.998,0.9515,0.53875,0.9515,0.83525,0.25775,0.83525,0.83525,0.60675,0.4852499999999999,0.718,0.575,0.57575,0.5825,0.998,0.30725,0.3874999999999999,0.5825,0.4095,0.96275,0.53875,0.74875,0.478,0.214,0.501,0.23075,0.17175,0.416,0.541,0.2584999999999999,0.35875,0.25525,0.379,0.3269999999999999,0.54575,0.1385,0.2175,0.45825,0.2355,0.278,0.5345,0.293,0.745,0.2264999999999999,0.24675,0.10575,0.21225,0.18525,0.1064999999999999,0.2837499999999999,0.1372499999999999,0.06,0.98475,0.175,0.0792499999999999,0.1397499999999999,0.13,0.237,0.15925,0.1555,0.0964999999999999,0.1639999999999999,0.23725,0.31275,0.27175,0.0984999999999999,0.1385,0.0954999999999999,0.084,0.18575,0.15075,0.56225,0.0842499999999999,0.1255,0.12075,0.156,0.0837499999999999,0.17475,0.0777499999999999,0.1039999999999999,0.0885,0.118,0.14325,0.0842499999999999,0.1039999999999999,0.1287499999999999,0.1009999999999999,0.12025,0.1119999999999999,0.09175,0.0647499999999999,0.15175,0.078,0.04225,0.0534999999999999,0.063,0.0534999999999999,0.05775,0.0762499999999999,0.0444999999999999,0.083,0.023,0.04475,0.0935,0.06125,0.11125,0.0735,0.05125,0.15125,0.0647499999999999,0.083,0.123,0.0409999999999999,0.07,0.0765,0.0735,0.03325,0.1365,0.0665,0.0509999999999999,0.172,0.141,0.0625,0.03375,0.0837499999999999,0.08875,0.07,0.0615,0.04075,0.04725,0.03225,0.0722499999999999,0.03175,0.0595,0.0717499999999999,0.03925,0.0207499999999999,0.03425,0.04875,0.0384999999999999,0.0534999999999999,0.1257499999999999,0.03525,0.03975,0.0529999999999999,0.028,0.0282499999999999,0.0227499999999999,0.028
Visioneers (2008),0.93825,0.83525,0.7515000000000001,0.5935,0.5935,0.99125,0.5935,0.5935,0.45475,0.41425,0.7682500000000001,0.4752499999999999,0.4665,0.91175,0.5705,0.4529999999999999,0.20975,0.39525,0.64975,0.38375,0.2055,0.248,0.41825,0.356,0.93275,0.37525,0.33825,0.402,0.8720000000000001,0.22575,0.22175,0.1149999999999999,0.195,0.0885,0.1367499999999999,0.28425,0.67175,0.18275,0.1114999999999999,0.2304999999999999,0.2234999999999999,0.27,0.837,0.3107499999999999,0.34025,0.11925,0.0657499999999999,0.16325,0.1775,0.1154999999999999,0.1114999999999999,0.1382499999999999,0.0682499999999999,0.2135,0.09325,0.1255,0.29525,0.3017499999999999,0.1375,0.24425,0.09925,0.2015,0.1875,0.1885,0.0815,0.11325,0.202,0.1982499999999999,0.199,0.12475,0.0984999999999999,0.198,0.0484999999999999,0.1185,0.15775,0.1644999999999999,0.086,0.95125,0.06225,0.2264999999999999,0.1124999999999999,0.23325,0.029,0.0414999999999999,0.23725,0.11925,0.1584999999999999,0.10025,0.077,0.40825,0.1255,0.0504999999999999,0.139,0.28825,0.2977499999999999,0.09525,0.0915,0.124,0.0847499999999999,0.06025,0.069,0.0167499999999999,0.063,0.0795,0.0504999999999999,0.0984999999999999,0.05875,0.05675,0.10025,0.059,0.1305,0.0285,0.08775,0.17275,0.0559999999999999,0.0747499999999999,0.08725,0.0404999999999999,0.0295,0.0429999999999999,0.0662499999999999,0.177,0.0875,0.0384999999999999,0.0285,0.0652499999999999,0.0419999999999999,0.06,0.05525,0.04625,0.05825,0.078,0.0369999999999999,0.0484999999999999,0.0662499999999999,0.0112499999999999,0.029,0.0539999999999999,0.0324999999999999,0.12,0.04425,0.05325,0.05625,0.0489999999999999,0.0185,0.029,0.017,0.04575,0.0127499999999999
9 (2009),0.981,0.92775,0.893,0.92775,0.59725,0.905,0.62725,0.59725,0.59675,0.843,0.636,0.59675,0.67875,0.7485,0.7847500000000001,0.5325,0.2845,0.7485,0.525,0.712,0.4692499999999999,0.652,0.5615,0.4692499999999999,0.3335,0.39025,0.1997499999999999,0.30225,0.298,0.28825,0.38125,0.4509999999999999,0.4,0.3077499999999999,0.23125,0.4692499999999999,0.266,0.54125,0.26025,0.2324999999999999,0.1997499999999999,0.24175,0.1815,0.187,0.48475,0.26425,0.23975,0.21225,0.1445,0.086,0.0895,0.15275,0.1609999999999999,0.155,0.34575,0.7649999999999999,0.14875,0.14875,0.22575,0.118,0.1352499999999999,0.15225,0.176,0.1257499999999999,0.70975,0.496,0.17425,0.1995,0.0752499999999999,0.23775,0.1877499999999999,0.16975,0.15975,0.1337499999999999,0.1574999999999999,0.1485,0.3057499999999999,0.1397499999999999,0.1335,0.0737499999999999,0.198,0.1535,0.0797499999999999,0.1265,0.092,0.1089999999999999,0.1775,0.1124999999999999,0.14925,0.15375,0.0722499999999999,0.2244999999999999,0.0697499999999999,0.03375,0.10275,0.25325,0.0569999999999999,0.09425,0.0707499999999999,0.0935,0.09425,0.1335,0.1024999999999999,0.21875,0.05325,0.1584999999999999,0.1129999999999999,0.04675,0.10975,0.0755,0.0845,0.1124999999999999,0.0409999999999999,0.1282499999999999,0.14125,0.072,0.0605,0.0757499999999999,0.0655,0.129,0.22025,0.0647499999999999,0.0667499999999999,0.0434999999999999,0.063,0.0665,0.0787499999999999,0.0645,0.05575,0.03275,0.0635,0.09225,0.0454999999999999,0.09225,0.093,0.04725,0.03525,0.03425,0.36375,0.03725,0.0539999999999999,0.03875,0.0792499999999999,0.05775,0.0857499999999999,0.0272499999999999,0.0529999999999999,0.0429999999999999,0.0202499999999999
Frequently Asked Questions About Time Travel (2009),0.8055000000000001,0.879,0.98425,0.8042499999999999,0.8042499999999999,0.74325,0.8042499999999999,0.8042499999999999,0.69475,0.7535000000000001,0.69475,0.69475,0.8614999999999999,0.4067499999999999,0.6525,0.689,0.372,0.252,0.46325,0.61,0.7335,0.628,0.423,0.53075,0.6445,0.7305,0.4255,0.268,0.55225,0.21725,0.3045,0.3129999999999999,0.2825,0.59025,0.147,0.2514999999999999,0.79175,0.3075,0.7597499999999999,0.351,0.432,0.3245,0.24625,0.21525,0.55025,0.12425,0.34325,0.23175,0.20975,0.10675,0.275,0.2155,0.1049999999999999,0.24075,0.3135,0.2105,0.14625,0.16575,0.20775,0.21275,0.1252499999999999,0.1475,0.1995,0.792,0.374,0.245,0.21725,0.18025,0.1024999999999999,0.15575,0.2239999999999999,0.3389999999999999,0.0835,0.528,0.2007499999999999,0.1714999999999999,0.37875,0.1355,0.119,0.2574999999999999,0.2784999999999999,0.23925,0.546,0.1455,0.45325,0.3595,0.1362499999999999,0.0832499999999999,0.2784999999999999,0.18325,0.0999999999999999,0.26725,0.0702499999999999,0.0782499999999999,0.15675,0.1435,0.1649999999999999,0.1887499999999999,0.15175,0.13,0.0855,0.0579999999999999,0.11025,0.1297499999999999,0.0722499999999999,0.1049999999999999,0.10775,0.14125,0.1315,0.06125,0.18675,0.03275,0.0605,0.1084999999999999,0.0832499999999999,0.0747499999999999,0.1882499999999999,0.05075,0.05325,0.153,0.09475,0.0305,0.074,0.06225,0.09075,0.12025,0.0197499999999999,0.0935,0.04425,0.1382499999999999,0.028,0.0705,0.0875,0.084,0.0802499999999999,0.018,0.05075,0.06025,0.288,0.04675,0.0424999999999999,0.0625,0.05725,0.03575,0.05175,0.03525,0.04925,0.09325,0.027
Pandorum (2009),0.9475,0.86025,0.99575,0.7625,0.7625,0.93525,0.7625,0.7625,0.71975,0.78325,0.6255,0.71625,0.719,0.659,0.3575,0.71175,0.724,0.659,0.36775,0.29025,0.65475,0.4385,0.33775,0.65475,0.3359999999999999,0.47375,0.36775,0.2774999999999999,0.201,0.21025,0.43975,0.70175,0.395,0.90725,0.23825,0.65475,0.2199999999999999,0.39425,0.3934999999999999,0.477,0.3145,0.172,0.2,0.1965,0.1285,0.14325,0.2815,0.17325,0.235,0.1669999999999999,0.1302499999999999,0.2254999999999999,0.1955,0.2664999999999999,0.0875,0.17175,0.181,0.0857499999999999,0.0974999999999999,0.1029999999999999,0.1205,0.17775,0.1955,0.14625,0.29425,0.17375,0.149,0.15,0.08775,0.09775,0.1569999999999999,0.176,0.0925,0.1195,0.10725,0.12225,0.1902499999999999,0.06,0.16825,0.137,0.0974999999999999,0.12425,0.11625,0.14075,0.063,0.1367499999999999,0.14825,0.0787499999999999,0.04775,0.0672499999999999,0.10775,0.18075,0.0752499999999999,0.03375,0.0637499999999999,0.09725,0.065,0.21025,0.1265,0.10675,0.0745,0.2027499999999999,0.132,0.26425,0.062,0.0409999999999999,0.145,0.0652499999999999,0.05275,0.0549999999999999,0.05425,0.0529999999999999,0.03975,0.05175,0.0712499999999999,0.0454999999999999,0.05325,0.0692499999999999,0.0424999999999999,0.0479999999999999,0.06125,0.0529999999999999,0.0642499999999999,0.03775,0.05925,0.0439999999999999,0.1315,0.0544999999999999,0.0424999999999999,0.059,0.05125,0.0539999999999999,0.0394999999999999,0.04575,0.1014999999999999,0.04275,0.0524999999999999,0.04025,0.059,0.05775,0.0384999999999999,0.0242499999999999,0.0349999999999999,0.05125,0.0257499999999999,0.0195,0.06125,0.03525,0.0165
Metropia (2009),0.8932500000000001,0.82575,0.7885,0.7685,0.6445,0.606,0.4107499999999999,0.39875,0.54625,0.55625,0.35675,0.37,0.36475,0.921,0.481,0.29625,0.387,0.5635,0.3522499999999999,0.364,0.22125,0.34075,0.4885,0.309,0.33475,0.2385,0.211,0.3319999999999999,0.3884999999999999,0.4405,0.4355,0.195,0.3369999999999999,0.1882499999999999,0.17875,0.1962499999999999,0.247,0.09975,0.0855,0.21225,0.08675,0.142,0.1074999999999999,0.243,0.14675,0.2744999999999999,0.1865,0.285,0.1392499999999999,0.063,0.261,0.0394999999999999,0.15575,0.44475,0.4345,0.97875,0.0712499999999999,0.1684999999999999,0.21275,0.09625,0.4379999999999999,0.214,0.23675,0.1669999999999999,0.3625,0.2425,0.10225,0.3215,0.0837499999999999,0.24575,0.1185,0.12325,0.1917499999999999,0.1257499999999999,0.1069999999999999,0.18625,0.1619999999999999,0.24625,0.11075,0.085,0.09025,0.1684999999999999,0.0267499999999999,0.0827499999999999,0.1295,0.0682499999999999,0.0895,0.11575,0.06225,0.1694999999999999,0.08725,0.23625,0.1322499999999999,0.1634999999999999,0.0682499999999999,0.0905,0.05275,0.1129999999999999,0.085,0.064,0.0667499999999999,0.0449999999999999,0.4034999999999999,0.0915,0.10975,0.0374999999999999,0.1185,0.04375,0.093,0.067,0.0344999999999999,0.23625,0.0645,0.05125,0.04025,0.0295,0.1725,0.03375,0.0499999999999999,0.018,0.1564999999999999,0.05175,0.05875,0.0272499999999999,0.05425,0.0655,0.10325,0.0792499999999999,0.0359999999999999,0.0544999999999999,0.0514999999999999,0.0615,0.1029999999999999,0.0647499999999999,0.017,0.0167499999999999,0.2684999999999999,0.03625,0.0255,0.05625,0.0715,0.0677499999999999,0.0242499999999999,0.0722499999999999,0.04875,0.09225,0.0215,0.03325,0.0175
"Box, The (2009)",0.855,0.8727499999999999,0.8620000000000001,0.8160000000000001,0.8160000000000001,0.4832499999999999,0.7942499999999999,0.7942499999999999,0.8182499999999999,0.60625,0.619,0.5425,0.8182499999999999,0.47275,0.4712499999999999,0.859,0.7625,0.2937499999999999,0.4815,0.65725,0.45425,0.4635,0.35775,0.44775,0.578,0.4355,0.148,0.3295,0.23375,0.4975,0.3369999999999999,0.43625,0.3652499999999999,0.4659999999999999,0.395,0.20825,0.2987499999999999,0.60925,0.23025,0.24925,0.189,0.33075,0.25825,0.23325,0.1455,0.09475,0.43825,0.21975,0.179,0.493,0.1815,0.091,0.16975,0.2744999999999999,0.25025,0.24525,0.274,0.25975,0.14375,0.11775,0.12425,0.24725,0.17925,0.0735,0.1745,0.3562499999999999,0.12225,0.0692499999999999,0.137,0.1044999999999999,0.1154999999999999,0.2007499999999999,0.0509999999999999,0.173,0.149,0.1614999999999999,0.1265,0.09375,0.3077499999999999,0.093,0.0775,0.08925,0.20675,0.10775,0.0969999999999999,0.1337499999999999,0.16175,0.2007499999999999,0.0775,0.1064999999999999,0.1034999999999999,0.2887499999999999,0.04975,0.0727499999999999,0.04125,0.0637499999999999,0.1009999999999999,0.0732499999999999,0.0905,0.0825,0.0697499999999999,0.0464999999999999,0.0329999999999999,0.2219999999999999,0.2045,0.04825,0.15625,0.03675,0.05725,0.09975,0.10075,0.0785,0.0374999999999999,0.0647499999999999,0.067,0.073,0.0775,0.0379999999999999,0.09125,0.1257499999999999,0.0632499999999999,0.066,0.0747499999999999,0.0815,0.05975,0.0657499999999999,0.0272499999999999,0.05775,0.04375,0.082,0.08925,0.0464999999999999,0.0424999999999999,0.03375,0.027,0.17225,0.05225,0.08675,0.15925,0.04525,0.03,0.0637499999999999,0.04925,0.0429999999999999,0.0745,0.0282499999999999,0.059,0.04575,0.0647499999999999
Sleep Dealer (2008),0.636,0.754,0.9795,0.636,0.61775,0.8694999999999999,0.26325,0.59225,0.59225,0.9355,0.754,0.59225,0.59225,0.51725,0.22875,0.27375,0.406,0.22125,0.38775,0.3535,0.429,0.48975,0.3572499999999999,0.32575,0.33825,0.25725,0.51725,0.27775,0.2027499999999999,0.2324999999999999,0.23125,0.40225,0.36,0.60325,0.05875,0.1987499999999999,0.20625,0.11575,0.39125,0.0852499999999999,0.35,0.33725,0.371,0.2365,0.21475,0.33375,0.43525,0.09175,0.147,0.06025,0.0969999999999999,0.14425,0.03575,0.1825,0.192,0.1164999999999999,0.1335,0.1039999999999999,0.12475,0.1555,0.1119999999999999,0.1902499999999999,0.1084999999999999,0.12275,0.0692499999999999,0.195,0.3289999999999999,0.15375,0.23875,0.22625,0.0529999999999999,0.0559999999999999,0.0275,0.1775,0.10925,0.15875,0.139,0.17825,0.0697499999999999,0.0267499999999999,0.06175,0.1659999999999999,0.06225,0.0915,0.122,0.12275,0.0785,0.17875,0.0434999999999999,0.0702499999999999,0.0635,0.1295,0.0667499999999999,0.0685,0.0645,0.0949999999999999,0.0464999999999999,0.1169999999999999,0.1352499999999999,0.2334999999999999,0.0675,0.0324999999999999,0.16475,0.05225,0.0162499999999999,0.0394999999999999,0.05275,0.05025,0.0509999999999999,0.0444999999999999,0.634,0.0314999999999999,0.08,0.077,0.0359999999999999,0.04025,0.0384999999999999,0.0237499999999999,0.0217499999999999,0.0177499999999999,0.03225,0.0775,0.0615,0.0192499999999999,0.05475,0.0745,0.03,0.05275,0.182,0.0687499999999999,0.075,0.0529999999999999,0.1639999999999999,0.1267499999999999,0.0205,0.0097499999999999,0.14925,0.17675,0.03875,0.0125,0.03475,0.18125,0.0509999999999999,0.0329999999999999,0.10625,0.0677499999999999,0.05375,0.0155,0.0314999999999999
Carriers (2009),0.58625,0.804,0.95075,0.756,0.5115,0.9805,0.4815,0.5115,0.97025,0.95075,0.749,0.5115,0.68425,0.76875,0.4429999999999999,0.71575,0.3695,0.97025,0.42525,0.2274999999999999,0.60875,0.296,0.60625,0.60875,0.2435,0.2584999999999999,0.62975,0.28925,0.27375,0.26925,0.28925,0.33975,0.39175,0.11575,0.62925,0.60875,0.28525,0.5385,0.33475,0.1912499999999999,0.3205,0.2664999999999999,0.09375,0.46725,0.275,0.1669999999999999,0.3874999999999999,0.1629999999999999,0.1765,0.0705,0.1255,0.485,0.05925,0.1282499999999999,0.27975,0.1297499999999999,0.472,0.21375,0.1907499999999999,0.739,0.0885,0.0732499999999999,0.1332499999999999,0.1455,0.1367499999999999,0.12075,0.35475,0.155,0.1325,0.078,0.2249999999999999,0.16825,0.11725,0.5555,0.199,0.12125,0.4905,0.08625,0.15525,0.0964999999999999,0.078,0.16225,0.0282499999999999,0.1584999999999999,0.0742499999999999,0.10625,0.1257499999999999,0.21425,0.06175,0.0715,0.147,0.09375,0.1215,0.04075,0.0657499999999999,0.0905,0.03875,0.093,0.0682499999999999,0.0807499999999999,0.0695,0.06025,0.0757499999999999,0.5665,0.14375,0.1282499999999999,0.0519999999999999,0.10575,0.0424999999999999,0.0974999999999999,0.0569999999999999,0.26075,0.1425,0.701,0.05275,0.15225,0.0379999999999999,0.0652499999999999,0.0647499999999999,0.11175,0.0637499999999999,0.082,0.0925,0.04625,0.11625,0.0404999999999999,0.18425,0.10175,0.1335,0.03725,0.0519999999999999,0.1245,0.05225,0.0519999999999999,0.09425,0.1159999999999999,0.03975,0.0595,0.0725,0.0519999999999999,0.0272499999999999,0.04575,0.1004999999999999,0.03925,0.05775,0.0202499999999999,0.14975,0.0394999999999999,0.026
