movieId,weird,greed,original,runaway,melancholic,light,culture clash,good,drama,very funny,farce,vengeance,dialogue,fun movie,betrayal,chase,mentor,drinking,1930s,film noir,catastrophe,adaptation,period piece,independent film,childhood,absurd,quirky,divorce,surveillance,unlikely friendships,sexy,hotel,british,transformation,life philosophy,creativity,life & death,family,women,fantasy world,pornography,prejudice,predictable,fight scenes,islam,wartime,not funny,first contact,underrated,alter ego,sacrifice,dysfunctional family,writers,classic car,queer,death,teen movie,censorship,stereotypes,mad scientist,computer animation,california,good music,nudity (full frontal - brief),new york city,weapons,doctors,small town,simple,french,workplace,interracial romance,multiple storylines,survival,wine,hospital,road movie,san francisco,tokyo,island,pulp,fashion,blindness,dreams,memory,brothers,nudity (topless - brief),bollywood,lawyer,too long,irish accent,awesome soundtrack,radio,camp,ensemble cast,immortality,prison,new jersey,alternate history,time,desert,directorial debut,80s,oil,race,adoption,wilderness,indians,hunting,ghosts/afterlife,stand-up comedy,shopping,kidnapping,no plot,internet,snakes,rebellion,stoner movie,father daughter relationship,russian,best of 2005,atheism,made for tv,texas,addiction,prostitution,notable nudity,foul language,homeless,buddy movie,nudity (rear),finnish,robert downey jr,kick-butt women,australia,documentary,unlikeable characters,trilogy,potential oscar nom,single father,hip hop,too short,los angeles,cancer,god,goth,remake,graphic novel,reality tv
"Sunshine Boys, The (1975)",0.794,0.8565,0.8492500000000001,0.9015,0.62775,0.724,0.9015,0.9015,0.99975,0.96175,0.696,0.794,0.7502500000000001,0.67025,0.60075,0.381,0.7315,0.4992499999999999,0.493,0.26725,0.51025,0.685,0.429,0.4992499999999999,0.47675,0.7722500000000001,0.49875,0.24925,0.33975,0.6095,0.14325,0.23875,0.376,0.35075,0.50775,0.40125,0.3425,0.62975,0.1654999999999999,0.32175,0.28525,0.3764999999999999,0.3522499999999999,0.2125,0.429,0.15825,0.26825,0.21,0.31325,0.46375,0.429,0.28425,0.291,0.21625,0.21875,0.3185,0.20425,0.2977499999999999,0.311,0.23075,0.27325,0.49775,0.14525,0.35875,0.74075,0.39875,0.413,0.20975,0.11175,0.0379999999999999,0.206,0.0969999999999999,0.251,0.11025,0.086,0.414,0.148,0.1262499999999999,0.15725,0.14425,0.1405,0.0605,0.1485,0.10025,0.56925,0.201,0.3535,0.0722499999999999,0.2055,0.26975,0.17175,0.14525,0.363,0.04775,0.1614999999999999,0.1034999999999999,0.1302499999999999,0.7905,0.182,0.2012499999999999,0.1947499999999999,0.22975,0.38625,0.11175,0.1985,0.11775,0.08675,0.082,0.09675,0.143,0.15425,0.064,0.0855,0.05475,0.10075,0.15925,0.0797499999999999,0.0757499999999999,0.1312499999999999,0.05675,0.1955,0.1009999999999999,0.09225,0.0939999999999999,0.187,0.0534999999999999,0.145,0.37525,0.09725,0.51975,0.1977499999999999,0.0652499999999999,0.24725,0.0645,0.0717499999999999,0.0344999999999999,0.09675,0.0549999999999999,0.2405,0.10175,0.0404999999999999,0.0359999999999999,0.04525,0.26275,0.1825,0.0544999999999999,0.05675,0.05925,0.0444999999999999
Midnight (1939),0.68775,0.71275,0.68775,0.66225,0.7025,0.68775,0.64225,0.68775,0.4965,0.36675,0.9415,0.44925,0.4195,0.299,0.27525,0.2965,0.35375,0.3355,0.7005,0.66225,0.4247499999999999,0.14975,0.17175,0.1892499999999999,0.2165,0.28325,0.4705,0.371,0.118,0.0954999999999999,0.213,0.5775,0.1574999999999999,0.27425,0.3027499999999999,0.3149999999999999,0.1195,0.20525,0.1195,0.15025,0.0979999999999999,0.19,0.1644999999999999,0.1332499999999999,0.10275,0.1014999999999999,0.243,0.1589999999999999,0.15975,0.0802499999999999,0.24225,0.1335,0.24875,0.0775,0.4569999999999999,0.063,0.09575,0.05825,0.1485,0.15425,0.20525,0.0747499999999999,0.0827499999999999,0.0782499999999999,0.15125,0.07,0.04275,0.23775,0.0835,0.1659999999999999,0.0255,0.139,0.0775,0.09525,0.133,0.0905,0.1257499999999999,0.15625,0.03925,0.0647499999999999,0.12025,0.0364999999999999,0.062,0.03425,0.0735,0.05675,0.0449999999999999,0.4267499999999999,0.10175,0.09,0.25825,0.0295,0.0534999999999999,0.092,0.0449999999999999,0.0404999999999999,0.09175,0.04175,0.0444999999999999,0.05375,0.08675,0.0737499999999999,0.0464999999999999,0.2544999999999999,0.0787499999999999,0.1009999999999999,0.1262499999999999,0.2175,0.1134999999999999,0.0167499999999999,0.10825,0.0135,0.0197499999999999,0.0825,0.0539999999999999,0.0787499999999999,0.03225,0.04875,0.0185,0.0484999999999999,0.0225,0.069,0.064,0.05425,0.04325,0.027,0.0242499999999999,0.0102499999999999,0.246,0.0217499999999999,0.016,0.0242499999999999,0.0225,0.0434999999999999,0.03975,0.0142499999999999,0.0147499999999999,0.0292499999999999,0.0242499999999999,0.0192499999999999,0.084,0.05875,0.0157499999999999,0.0222499999999999,0.0265,0.02,0.008,0.026,0.03225
Woman of the Year (1942),0.78375,0.8407500000000001,0.78375,0.8407500000000001,0.93,0.78375,0.8407500000000001,0.8082499999999999,0.8407500000000001,0.6545,0.80575,0.583,0.756,0.59625,0.73625,0.45875,0.6375,0.49875,0.32075,0.621,0.54575,0.492,0.502,0.39475,0.49975,0.4165,0.211,0.95825,0.35075,0.3562499999999999,0.602,0.36075,0.42025,0.517,0.34325,0.3804999999999999,0.276,0.59675,0.776,0.44825,0.22025,0.393,0.27925,0.1795,0.87175,0.7705,0.26775,0.187,0.205,0.375,0.536,0.3552499999999999,0.53275,0.1907499999999999,0.2209999999999999,0.40725,0.289,0.193,0.4752499999999999,0.16275,0.304,0.135,0.09375,0.2825,0.60075,0.23025,0.3754999999999999,0.2435,0.20525,0.1385,0.209,0.46175,0.179,0.27175,0.3655,0.237,0.156,0.1629999999999999,0.212,0.246,0.16475,0.5715,0.21125,0.17375,0.1699999999999999,0.1169999999999999,0.1425,0.1054999999999999,0.15775,0.14575,0.10275,0.16725,0.4449999999999999,0.18475,0.08875,0.0755,0.1119999999999999,0.1255,0.1589999999999999,0.25825,0.17375,0.1535,0.0989999999999999,0.0815,0.18325,0.7789999999999999,0.1129999999999999,0.0845,0.191,0.18425,0.09025,0.11675,0.0305,0.2022499999999999,0.11475,0.11975,0.0925,0.03975,0.09125,0.0772499999999999,0.1535,0.1644999999999999,0.1004999999999999,0.0344999999999999,0.05625,0.0439999999999999,0.093,0.04925,0.074,0.0524999999999999,0.12475,0.0574999999999999,0.04625,0.0484999999999999,0.03675,0.04525,0.03625,0.0697499999999999,0.0579999999999999,0.069,0.0454999999999999,0.09625,0.03175,0.03825,0.10875,0.0235,0.02975,0.0197499999999999,0.0444999999999999
Summertime (1955),0.9275,0.8015000000000001,0.81175,0.8400000000000001,0.98525,0.6335,0.8400000000000001,0.786,0.827,0.24,0.3592499999999999,0.512,0.427,0.3429999999999999,0.50025,0.31325,0.4137499999999999,0.57725,0.5035,0.5475,0.4795,0.44575,0.66725,0.55175,0.33425,0.1907499999999999,0.307,0.57825,0.135,0.8835,0.4105,0.5985,0.33125,0.4775,0.59225,0.1555,0.4065,0.1445,0.6015,0.2385,0.312,0.2115,0.2955,0.1282499999999999,0.14525,0.33575,0.34075,0.2955,0.1785,0.1694999999999999,0.19,0.17625,0.2175,0.23475,0.1992499999999999,0.3592499999999999,0.2022499999999999,0.259,0.50425,0.15225,0.12025,0.03875,0.1094999999999999,0.45375,0.17375,0.1372499999999999,0.08725,0.25525,0.248,0.1877499999999999,0.195,0.5445,0.1755,0.10575,0.30125,0.1704999999999999,0.14225,0.0805,0.11475,0.1175,0.131,0.3612499999999999,0.208,0.34025,0.1907499999999999,0.0707499999999999,0.0484999999999999,0.1574999999999999,0.09425,0.1589999999999999,0.08725,0.04425,0.0765,0.1114999999999999,0.0287499999999999,0.059,0.0757499999999999,0.1129999999999999,0.0695,0.0915,0.09025,0.126,0.0712499999999999,0.124,0.078,0.0695,0.16675,0.09025,0.2269999999999999,0.2845,0.14125,0.15975,0.0359999999999999,0.09225,0.0675,0.0687499999999999,0.03825,0.04575,0.1305,0.0529999999999999,0.1029999999999999,0.063,0.14875,0.1302499999999999,0.06225,0.09775,0.2339999999999999,0.0165,0.1735,0.0147499999999999,0.03175,0.0632499999999999,0.0692499999999999,0.0469999999999999,0.0359999999999999,0.1024999999999999,0.0389999999999999,0.02975,0.1195,0.05125,0.0935,0.0339999999999999,0.0339999999999999,0.03625,0.0319999999999999,0.019,0.0539999999999999,0.08,0.03575
"Prince and the Showgirl, The (1957)",0.68875,0.73175,0.8634999999999999,0.682,0.73175,0.8307500000000001,0.682,0.7155,0.845,0.66,0.658,0.6475,0.6865,0.54825,0.4095,0.42725,0.42525,0.471,0.3055,0.192,0.4429999999999999,0.5315,0.8687499999999999,0.3472499999999999,0.247,0.4569999999999999,0.345,0.22775,0.3844999999999999,0.23825,0.7815000000000001,0.11725,0.8687499999999999,0.183,0.27025,0.1745,0.34025,0.67525,0.5385,0.54225,0.23175,0.56575,0.39475,0.402,0.8009999999999999,0.67,0.3027499999999999,0.2455,0.4982499999999999,0.45875,0.5685,0.21325,0.181,0.1392499999999999,0.1835,0.17575,0.22775,0.33125,0.29,0.0969999999999999,0.36375,0.147,0.1425,0.3914999999999999,0.1059999999999999,0.2604999999999999,0.35475,0.1945,0.18175,0.1387499999999999,0.05975,0.3299999999999999,0.16725,0.14925,0.0295,0.25575,0.0667499999999999,0.08925,0.11175,0.1245,0.1917499999999999,0.3445,0.31,0.1044999999999999,0.1825,0.1295,0.2594999999999999,0.29725,0.0994999999999999,0.1947499999999999,0.11775,0.10075,0.065,0.0969999999999999,0.0529999999999999,0.1765,0.09725,0.0275,0.16175,0.1957499999999999,0.22275,0.086,0.0885,0.42425,0.0974999999999999,0.0514999999999999,0.081,0.065,0.0735,0.0954999999999999,0.1144999999999999,0.0369999999999999,0.1069999999999999,0.077,0.15475,0.0687499999999999,0.31025,0.0519999999999999,0.13,0.086,0.22775,0.207,0.15825,0.15675,0.10025,0.1109999999999999,0.09875,0.0605,0.0252499999999999,0.03275,0.2674999999999999,0.0225,0.0964999999999999,0.05975,0.0805,0.0727499999999999,0.04225,0.0715,0.05925,0.0692499999999999,0.10675,0.05975,0.05775,0.09225,0.1149999999999999,0.0772499999999999,0.089,0.14625,0.1327499999999999
Pat and Mike (1952),0.8385,0.6945,0.743,0.8385,0.8385,0.8552500000000001,0.8385,0.733,0.6945,0.76,0.8047500000000001,0.5905,0.50425,0.8294999999999999,0.417,0.34225,0.867,0.39,0.25475,0.2314999999999999,0.58075,0.40125,0.552,0.32175,0.4117499999999999,0.256,0.261,0.32875,0.3662499999999999,0.51375,0.3395,0.131,0.552,0.45975,0.33575,0.33875,0.26125,0.5295,0.4952499999999999,0.31275,0.1639999999999999,0.45825,0.2804999999999999,0.23925,0.16325,0.0979999999999999,0.27225,0.263,0.21875,0.3295,0.45825,0.13,0.385,0.09825,0.365,0.2614999999999999,0.4347499999999999,0.24425,0.4885,0.18,0.20975,0.472,0.10725,0.24725,0.1709999999999999,0.23875,0.2774999999999999,0.417,0.14,0.0787499999999999,0.073,0.24725,0.152,0.1094999999999999,0.1952499999999999,0.1255,0.0692499999999999,0.43875,0.0735,0.1064999999999999,0.1445,0.22025,0.1347499999999999,0.38025,0.0782499999999999,0.175,0.1367499999999999,0.1535,0.1292499999999999,0.139,0.214,0.1345,0.2574999999999999,0.0692499999999999,0.07,0.0845,0.09175,0.253,0.1674999999999999,0.0835,0.0255,0.14475,0.16375,0.073,0.31775,0.1765,0.04825,0.085,0.1535,0.37,0.0697499999999999,0.03725,0.04125,0.05225,0.20425,0.15725,0.093,0.0579999999999999,0.23725,0.04325,0.05525,0.152,0.1109999999999999,0.1307499999999999,0.15175,0.04225,0.09225,0.0845,0.066,0.1555,0.066,0.0489999999999999,0.09125,0.0539999999999999,0.086,0.078,0.0459999999999999,0.0384999999999999,0.0359999999999999,0.1305,0.05275,0.1235,0.1084999999999999,0.309,0.029,0.03375,0.0429999999999999,0.0584999999999999,0.09675
Animal Crackers (1930),0.85425,0.8855,0.8855,0.8374999999999999,0.8855,0.86825,0.85425,0.85425,0.85425,0.88225,0.7995000000000001,0.77075,0.747,0.56825,0.36075,0.58325,0.512,0.4645,0.8347500000000001,0.4014999999999999,0.5,0.56325,0.284,0.3894999999999999,0.365,0.65475,0.65475,0.1589999999999999,0.3315,0.186,0.408,0.57675,0.4075,0.3545,0.2189999999999999,0.44275,0.3409999999999999,0.252,0.24025,0.252,0.40175,0.33575,0.44475,0.2005,0.239,0.12075,0.24675,0.258,0.3635,0.3075,0.1765,0.2987499999999999,0.1955,0.17725,0.2025,0.18175,0.147,0.2927499999999999,0.2847499999999999,0.1972499999999999,0.14625,0.277,0.71525,0.2927499999999999,0.15475,0.1387499999999999,0.1084999999999999,0.1159999999999999,0.185,0.10925,0.1134999999999999,0.0925,0.181,0.142,0.1119999999999999,0.1297499999999999,0.1014999999999999,0.1659999999999999,0.26575,0.32575,0.1285,0.14925,0.1365,0.1252499999999999,0.14275,0.696,0.10675,0.1059999999999999,0.0805,0.30925,0.1397499999999999,0.1649999999999999,0.18525,0.0767499999999999,0.11425,0.1215,0.11775,0.077,0.14775,0.119,0.04575,0.2017499999999999,0.1375,0.0757499999999999,0.09825,0.05825,0.1584999999999999,0.0875,0.1397499999999999,0.0807499999999999,0.26975,0.05375,0.1669999999999999,0.21275,0.076,0.1307499999999999,0.1129999999999999,0.25825,0.143,0.0702499999999999,0.1054999999999999,0.0627499999999999,0.067,0.0717499999999999,0.0939999999999999,0.0827499999999999,0.0795,0.14575,0.04725,0.10525,0.069,0.0994999999999999,0.1119999999999999,0.06125,0.0682499999999999,0.0615,0.0272499999999999,0.0479999999999999,0.0777499999999999,0.016,0.03875,0.0132499999999999,0.062,0.03625,0.05225,0.0459999999999999,0.02,0.03275,0.0399999999999999
Another Thin Man (1939),0.7985,0.977,0.7985,0.737,0.737,0.7985,0.737,0.8734999999999999,0.599,0.664,0.8872500000000001,0.59275,0.43225,0.4579999999999999,0.9135,0.61925,0.45025,0.5095,0.5805,0.3692499999999999,0.43225,0.2925,0.3742499999999999,0.1525,0.3864999999999999,0.41225,0.23325,0.2075,0.33475,0.25675,0.128,0.506,0.3742499999999999,0.20925,0.2264999999999999,0.17925,0.2035,0.40325,0.0925,0.1967499999999999,0.1367499999999999,0.27425,0.24725,0.2015,0.05625,0.129,0.29425,0.1875,0.20925,0.22825,0.1435,0.5215,0.1972499999999999,0.15075,0.11975,0.39725,0.1362499999999999,0.0712499999999999,0.08975,0.0692499999999999,0.20525,0.14525,0.1982499999999999,0.1644999999999999,0.14625,0.1009999999999999,0.174,0.14275,0.084,0.0817499999999999,0.0379999999999999,0.08675,0.1397499999999999,0.07,0.0657499999999999,0.11275,0.364,0.63275,0.0745,0.47575,0.1215,0.15125,0.0707499999999999,0.16775,0.1965,0.1034999999999999,0.04325,0.066,0.1882499999999999,0.19,0.18725,0.11325,0.082,0.10525,0.0885,0.0324999999999999,0.3502499999999999,0.087,0.0732499999999999,0.2027499999999999,0.0637499999999999,0.0732499999999999,0.08725,0.03775,0.14625,0.16275,0.065,0.0782499999999999,0.0655,0.16525,0.1267499999999999,0.0449999999999999,0.2214999999999999,0.1765,0.04375,0.0454999999999999,0.0334999999999999,0.0564999999999999,0.084,0.0825,0.03175,0.04575,0.18,0.04375,0.0645,0.05375,0.0782499999999999,0.03925,0.0812499999999999,0.10525,0.0424999999999999,0.25625,0.05825,0.0722499999999999,0.061,0.05425,0.028,0.0559999999999999,0.0227499999999999,0.0212499999999999,0.0364999999999999,0.08625,0.031,0.09825,0.0265,0.02,0.0247499999999999,0.0235,0.0334999999999999
"Thin Man Goes Home, The (1945)",0.8142499999999999,0.8919999999999999,0.8009999999999999,0.8142499999999999,0.74125,0.8142499999999999,0.74125,0.63875,0.606,0.54725,0.46525,0.59325,0.55725,0.63625,0.8907499999999999,0.715,0.564,0.7762500000000001,0.45525,0.4235,0.43825,0.3492499999999999,0.46225,0.24175,0.584,0.2435,0.24875,0.4085,0.363,0.2947499999999999,0.2977499999999999,0.39675,0.46225,0.2524999999999999,0.2835,0.404,0.2065,0.3369999999999999,0.1505,0.2017499999999999,0.15575,0.36375,0.4852499999999999,0.2804999999999999,0.0964999999999999,0.8799999999999999,0.31525,0.1835,0.192,0.2214999999999999,0.3565,0.297,0.26675,0.26975,0.11775,0.21775,0.1584999999999999,0.1855,0.176,0.16725,0.211,0.24675,0.2279999999999999,0.261,0.2604999999999999,0.1272499999999999,0.41825,0.61625,0.1435,0.09525,0.0752499999999999,0.1357499999999999,0.0742499999999999,0.1292499999999999,0.12075,0.21275,0.147,0.1629999999999999,0.14975,0.0775,0.1325,0.2095,0.12075,0.06075,0.2095,0.1079999999999999,0.14075,0.0715,0.30625,0.10375,0.22775,0.1962499999999999,0.08875,0.075,0.0755,0.0275,0.1124999999999999,0.0672499999999999,0.20875,0.27525,0.0665,0.08625,0.1402499999999999,0.05725,0.1074999999999999,0.2135,0.11125,0.1175,0.04325,0.0762499999999999,0.11925,0.0949999999999999,0.15925,0.2219999999999999,0.0705,0.0479999999999999,0.0499999999999999,0.0637499999999999,0.176,0.025,0.05025,0.0334999999999999,0.14,0.069,0.04525,0.0574999999999999,0.0534999999999999,0.03625,0.0574999999999999,0.0857499999999999,0.04675,0.0145,0.0439999999999999,0.05525,0.11525,0.0277499999999999,0.069,0.1029999999999999,0.0222499999999999,0.1104999999999999,0.0225,0.03275,0.0265,0.1679999999999999,0.0177499999999999,0.022,0.0265,0.028,0.04675
Shadow of the Thin Man (1941),0.8945000000000001,0.831,0.7415,0.8945000000000001,0.669,0.8945000000000001,0.669,0.60775,0.5815,0.5445,0.54375,0.4305,0.2219999999999999,0.52175,0.9335,0.6285,0.65,0.5935,0.37825,0.2634999999999999,0.4285,0.2564999999999999,0.2995,0.15775,0.4579999999999999,0.1714999999999999,0.2664999999999999,0.194,0.38875,0.3085,0.1164999999999999,0.406,0.292,0.283,0.27475,0.2075,0.2734999999999999,0.25775,0.138,0.1975,0.10675,0.3395,0.3225,0.2165,0.06,0.0895,0.3189999999999999,0.217,0.14775,0.1415,0.147,0.51275,0.154,0.23625,0.129,0.35375,0.1485,0.061,0.1114999999999999,0.15875,0.1455,0.24975,0.21125,0.14725,0.0795,0.136,0.1195,0.17975,0.09375,0.11525,0.0499999999999999,0.125,0.1235,0.10125,0.0319999999999999,0.1175,0.135,0.56275,0.093,0.0637499999999999,0.1375,0.23925,0.1357499999999999,0.0464999999999999,0.1044999999999999,0.139,0.085,0.04975,0.4659999999999999,0.0825,0.26175,0.135,0.12075,0.09775,0.04475,0.0464999999999999,0.1882499999999999,0.0314999999999999,0.082,0.12075,0.0974999999999999,0.0544999999999999,0.10375,0.0155,0.61175,0.0885,0.10275,0.10625,0.0807499999999999,0.2294999999999999,0.28825,0.0665,0.1252499999999999,0.05575,0.0727499999999999,0.0519999999999999,0.0379999999999999,0.06125,0.0319999999999999,0.063,0.0292499999999999,0.03525,0.18475,0.0459999999999999,0.0464999999999999,0.0499999999999999,0.0845,0.03075,0.0732499999999999,0.0712499999999999,0.0369999999999999,0.1175,0.0319999999999999,0.0685,0.0885,0.0202499999999999,0.02975,0.059,0.0105,0.0409999999999999,0.0257499999999999,0.0217499999999999,0.0197499999999999,0.03325,0.0225,0.0245,0.0265,0.0217499999999999,0.04725
After the Thin Man (1936),0.86775,0.95575,0.8594999999999999,0.86775,0.86775,0.83925,0.86775,0.83925,0.7565,0.8847499999999999,0.734,0.5405,0.525,0.73775,0.9675,0.7465,0.60675,0.69125,0.80775,0.549,0.4375,0.52225,0.2554999999999999,0.2145,0.8015000000000001,0.361,0.5665,0.532,0.3475,0.57475,0.3572499999999999,0.3994999999999999,0.24825,0.208,0.2907499999999999,0.1945,0.24575,0.54125,0.18125,0.16475,0.17875,0.25975,0.294,0.26425,0.09125,0.1282499999999999,0.31475,0.172,0.2915,0.285,0.15575,0.15975,0.4335,0.57375,0.2254999999999999,0.1599999999999999,0.09725,0.16975,0.18425,0.1357499999999999,0.3215,0.4225,0.2022499999999999,0.3349999999999999,0.26875,0.11175,0.2435,0.1962499999999999,0.0785,0.1765,0.0925,0.12325,0.1355,0.081,0.1099999999999999,0.13,0.174,0.9225,0.0895,0.127,0.16575,0.1282499999999999,0.124,0.10875,0.1689999999999999,0.1079999999999999,0.181,0.15775,0.30525,0.1104999999999999,0.17425,0.1644999999999999,0.242,0.17625,0.1124999999999999,0.03775,0.1907499999999999,0.0994999999999999,0.077,0.23775,0.0685,0.0969999999999999,0.1257499999999999,0.0685,0.156,0.21175,0.0944999999999999,0.0652499999999999,0.1295,0.1555,0.0959999999999999,0.0529999999999999,0.1485,0.10975,0.0379999999999999,0.03675,0.0474999999999999,0.05925,0.1129999999999999,0.0954999999999999,0.062,0.0767499999999999,0.14175,0.0832499999999999,0.12,0.061,0.0559999999999999,0.0737499999999999,0.0842499999999999,0.2045,0.0605,0.1425,0.08975,0.0675,0.0825,0.03925,0.05175,0.0574999999999999,0.0374999999999999,0.0295,0.025,0.04425,0.0815,0.03575,0.03475,0.0305,0.0207499999999999,0.0165,0.0344999999999999
Song of the Thin Man (1947),0.86625,0.91475,0.79775,0.86625,0.73525,0.86625,0.73525,0.719,0.54075,0.5615,0.80975,0.37175,0.4034999999999999,0.74425,0.813,0.69575,0.5565,0.5925,0.4925,0.4599999999999999,0.43425,0.274,0.25925,0.1345,0.506,0.1634999999999999,0.1775,0.31225,0.56475,0.29425,0.16825,0.2837499999999999,0.2875,0.2204999999999999,0.2817499999999999,0.27825,0.17025,0.2445,0.1282499999999999,0.2209999999999999,0.1059999999999999,0.38225,0.238,0.4247499999999999,0.0715,0.083,0.32175,0.1765,0.213,0.2214999999999999,0.15325,0.0959999999999999,0.24075,0.21975,0.147,0.1684999999999999,0.34275,0.0857499999999999,0.18725,0.0964999999999999,0.1775,0.14725,0.26425,0.1815,0.077,0.1069999999999999,0.086,0.2005,0.072,0.075,0.03975,0.15475,0.14975,0.08675,0.03275,0.0855,0.2319999999999999,0.2435,0.0682499999999999,0.0677499999999999,0.1709999999999999,0.2534999999999999,0.15975,0.0479999999999999,0.09125,0.089,0.0712499999999999,0.03025,0.2524999999999999,0.1307499999999999,0.142,0.1325,0.1435,0.1124999999999999,0.0605,0.0439999999999999,0.15875,0.0662499999999999,0.11575,0.1855,0.1004999999999999,0.0712499999999999,0.1049999999999999,0.0292499999999999,0.22725,0.04325,0.0732499999999999,0.1129999999999999,0.11225,0.137,0.22525,0.04025,0.14,0.1255,0.08625,0.04725,0.0305,0.06225,0.06225,0.0399999999999999,0.03325,0.0339999999999999,0.1795,0.0837499999999999,0.06125,0.04725,0.2015,0.0334999999999999,0.0384999999999999,0.2045,0.03675,0.0217499999999999,0.03525,0.066,0.0615,0.03625,0.03575,0.05025,0.0265,0.03325,0.0827499999999999,0.024,0.0245,0.0334999999999999,0.027,0.03475,0.05775,0.0245,0.074
Zelig (1983),0.8935,0.8935,0.928,0.8772500000000001,0.8867499999999999,0.8772500000000001,0.8867499999999999,0.7962499999999999,0.8779999999999999,0.7745,0.7745,0.7925,0.7145,0.4722499999999999,0.4589999999999999,0.3722499999999999,0.6355,0.4712499999999999,0.91325,0.8772500000000001,0.4429999999999999,0.49675,0.4772499999999999,0.8935,0.39225,0.92675,0.542,0.16475,0.608,0.4649999999999999,0.18225,0.29625,0.202,0.4117499999999999,0.46175,0.73575,0.66125,0.17225,0.2289999999999999,0.2977499999999999,0.32425,0.374,0.51225,0.1619999999999999,0.5165,0.3349999999999999,0.1669999999999999,0.2817499999999999,0.4629999999999999,0.2835,0.3315,0.23825,0.409,0.23625,0.208,0.27675,0.089,0.32675,0.273,0.283,0.3442499999999999,0.285,0.3025,0.1709999999999999,0.24725,0.1669999999999999,0.5435,0.22925,0.1887499999999999,0.1885,0.2584999999999999,0.0765,0.15175,0.246,0.2189999999999999,0.26,0.14425,0.1235,0.1265,0.11125,0.32925,0.0852499999999999,0.14825,0.25175,0.21275,0.15925,0.3685,0.0534999999999999,0.06125,0.2229999999999999,0.1624999999999999,0.1357499999999999,0.11425,0.0855,0.09025,0.05625,0.1064999999999999,0.3219999999999999,0.212,0.09175,0.05725,0.301,0.2219999999999999,0.18225,0.1362499999999999,0.0747499999999999,0.256,0.125,0.1074999999999999,0.0384999999999999,0.09175,0.083,0.0765,0.062,0.2375,0.0777499999999999,0.0687499999999999,0.2375,0.05275,0.08825,0.1397499999999999,0.14475,0.0635,0.09475,0.11725,0.05425,0.0409999999999999,0.04625,0.22325,0.05575,0.04325,0.083,0.1084999999999999,0.0632499999999999,0.0454999999999999,0.58075,0.05875,0.0359999999999999,0.187,0.0185,0.0954999999999999,0.0404999999999999,0.1185,0.0984999999999999,0.11075,0.03225,0.02,0.0344999999999999,0.091
Smiles of a Summer Night (Sommarnattens leende) (1955),0.99125,0.99125,0.92525,0.99125,0.99125,0.8654999999999999,0.99125,0.8654999999999999,0.78525,0.766,0.82325,0.584,0.7025,0.39525,0.593,0.3475,0.37925,0.71675,0.264,0.74625,0.45525,0.4307499999999999,0.411,0.59025,0.3435,0.491,0.38325,0.8180000000000001,0.2475,0.5245,0.68575,0.43425,0.3562499999999999,0.32125,0.24025,0.2764999999999999,0.2734999999999999,0.21625,0.7637499999999999,0.1967499999999999,0.4415,0.12225,0.187,0.181,0.2274999999999999,0.32675,0.24575,0.1634999999999999,0.15575,0.1392499999999999,0.1609999999999999,0.4195,0.2674999999999999,0.2594999999999999,0.271,0.24825,0.16975,0.23925,0.16475,0.0652499999999999,0.1815,0.0895,0.33725,0.18475,0.0775,0.1385,0.124,0.4265,0.1415,0.284,0.22825,0.3057499999999999,0.3472499999999999,0.09125,0.5655,0.144,0.20325,0.04975,0.18725,0.1535,0.11825,0.085,0.09025,0.25575,0.0574999999999999,0.173,0.08,0.25925,0.35375,0.18575,0.1109999999999999,0.2085,0.06,0.09675,0.38075,0.05825,0.08925,0.05225,0.09875,0.0177499999999999,0.1099999999999999,0.1385,0.0777499999999999,0.0935,0.08,0.059,0.10675,0.0837499999999999,0.2095,0.0449999999999999,0.09625,0.0667499999999999,0.0469999999999999,0.1149999999999999,0.05225,0.0374999999999999,0.09575,0.0559999999999999,0.0652499999999999,0.2925,0.0747499999999999,0.04025,0.0369999999999999,0.0939999999999999,0.0667499999999999,0.10575,0.04475,0.026,0.0295,0.0182499999999999,0.0529999999999999,0.149,0.06025,0.063,0.03425,0.082,0.05775,0.14475,0.0464999999999999,0.0235,0.085,0.018,0.0292499999999999,0.0237499999999999,0.04775,0.0539999999999999,0.023,0.0177499999999999,0.03875
