movieId,predictable,first contact,catastrophe,good,weapons,fight scenes,original,chase,survival,fun movie,mad scientist,dialogue,weird,light,mentor,fantasy world,vengeance,runaway,culture clash,betrayal,adaptation,transformation,greed,very funny,drama,not funny,life philosophy,camp,melancholic,sacrifice,pulp,family,creativity,teen movie,death,computer animation,absurd,alter ego,island,immortality,independent film,pornography,internet,life & death,quirky,god,childhood,surveillance,stereotypes,writers,desert,sexy,nudity (full frontal - brief),underrated,memory,islam,dysfunctional family,snakes,classic car,80s,alternate history,california,doctors,remake,drinking,multiple storylines,unlikely friendships,women,new jersey,no plot,hospital,prejudice,simple,irish accent,nudity (rear),farce,queer,too long,trilogy,atheism,unlikeable characters,race,road movie,los angeles,time,too short,awesome soundtrack,tokyo,small town,blindness,notable nudity,wartime,hunting,period piece,dreams,british,prison,new york city,indians,film noir,wilderness,kick-butt women,san francisco,nudity (topless - brief),made for tv,radio,good music,hotel,stand-up comedy,shopping,graphic novel,single father,russian,hip hop,ensemble cast,reality tv,ghosts/afterlife,interracial romance,oil,workplace,kidnapping,brothers,stoner movie,fashion,bollywood,divorce,foul language,censorship,adoption,rebellion,addiction,buddy movie,1930s,goth,australia,directorial debut,cancer,father daughter relationship,robert downey jr,homeless,finnish,texas,best of 2005,prostitution,wine,potential oscar nom,french,lawyer,documentary
"People That Time Forgot, The (1977)",0.8799999999999999,0.8799999999999999,0.63725,0.8180000000000001,0.8799999999999999,0.45675,0.756,0.8407500000000001,0.8095000000000001,0.5765,0.87225,0.41225,0.47875,0.66675,0.45075,0.8180000000000001,0.43825,0.53875,0.32375,0.43825,0.821,0.4715,0.4975,0.48475,0.49575,0.346,0.24925,0.39875,0.31725,0.6685,0.6565,0.1895,0.3854999999999999,0.3135,0.208,0.17525,0.263,0.11975,0.90625,0.21275,0.26775,0.491,0.1119999999999999,0.2405,0.25825,0.201,0.17525,0.0737499999999999,0.16275,0.181,0.43775,0.38525,0.25,0.24475,0.1185,0.0905,0.22425,0.581,0.1855,0.30825,0.12125,0.4599999999999999,0.215,0.069,0.26775,0.2194999999999999,0.2299999999999999,0.1385,0.29325,0.0379999999999999,0.16225,0.1435,0.139,0.18425,0.15375,0.1977499999999999,0.10475,0.1927499999999999,0.20725,0.069,0.21575,0.32925,0.204,0.0735,0.20975,0.021,0.0529999999999999,0.1465,0.1725,0.05525,0.45075,0.0969999999999999,0.25425,0.17325,0.125,0.17325,0.1755,0.088,0.2324999999999999,0.09275,0.1395,0.05725,0.2314999999999999,0.31475,0.10325,0.092,0.04875,0.1312499999999999,0.1322499999999999,0.1654999999999999,0.0102499999999999,0.0474999999999999,0.03925,0.03025,0.05575,0.0235,0.0404999999999999,0.06125,0.17275,0.07,0.1795,0.0687499999999999,0.11275,0.087,0.0559999999999999,0.0384999999999999,0.0712499999999999,0.0627499999999999,0.0944999999999999,0.0765,0.0625,0.0667499999999999,0.0949999999999999,0.0329999999999999,0.42,0.06175,0.1124999999999999,0.086,0.04625,0.05775,0.2319999999999999,0.15025,0.0175,0.04775,0.0202499999999999,0.0287499999999999,0.0257499999999999,0.029,0.0057499999999999
"Crawling Eye, The (a.k.a. Trollenberg Terror, The) (1958)",0.936,0.87575,0.82175,0.87575,0.808,0.39,0.708,0.213,0.1164999999999999,0.21175,0.936,0.33075,0.3784999999999999,0.67875,0.36975,0.37275,0.3065,0.39775,0.22625,0.1654999999999999,0.249,0.59975,0.22625,0.196,0.22625,0.31825,0.374,0.67875,0.3225,0.4,0.56275,0.10625,0.1332499999999999,0.10775,0.2314999999999999,0.16525,0.1039999999999999,0.093,0.55075,0.066,0.1555,0.121,0.0747499999999999,0.1887499999999999,0.16025,0.064,0.17225,0.0672499999999999,0.1317499999999999,0.213,0.0569999999999999,0.10725,0.10475,0.11625,0.12475,0.068,0.18375,0.2254999999999999,0.1455,0.05625,0.1262499999999999,0.211,0.14925,0.1257499999999999,0.18675,0.179,0.1332499999999999,0.09975,0.202,0.1295,0.24075,0.09475,0.121,0.0755,0.0324999999999999,0.0722499999999999,0.1297499999999999,0.1347499999999999,0.0157499999999999,0.06025,0.03875,0.0429999999999999,0.05475,0.0255,0.031,0.025,0.0625,0.26525,0.1535,0.1377499999999999,0.0227499999999999,0.0595,0.0384999999999999,0.03875,0.12025,0.0979999999999999,0.05125,0.0217499999999999,0.0379999999999999,0.1555,0.05075,0.08625,0.0389999999999999,0.024,0.151,0.189,0.0394999999999999,0.0905,0.08,0.05325,0.0237499999999999,0.03075,0.0364999999999999,0.0292499999999999,0.1149999999999999,0.05375,0.04175,0.0384999999999999,0.015,0.0627499999999999,0.0225,0.09175,0.067,0.0389999999999999,0.06075,0.03725,0.0207499999999999,0.0167499999999999,0.0807499999999999,0.0107499999999999,0.0509999999999999,0.0232499999999999,0.0424999999999999,0.03975,0.0195,0.03625,0.04375,0.0207499999999999,0.01,0.016,0.0272499999999999,0.0232499999999999,0.0177499999999999,0.03075,0.0247499999999999,0.03225,0.024,0.0142499999999999,0.0147499999999999
Spacehunter: Adventures in the Forbidden Zone (1983),0.99325,0.99325,0.98975,0.9895,0.8905000000000001,0.525,0.747,0.68325,0.95125,0.77075,0.7529999999999999,0.525,0.58775,0.7529999999999999,0.4559999999999999,0.46125,0.3582499999999999,0.3625,0.3715,0.3715,0.25175,0.519,0.2694999999999999,0.5695,0.3715,0.31225,0.23275,0.7529999999999999,0.3117499999999999,0.17325,0.79525,0.20575,0.38275,0.3552499999999999,0.35975,0.2485,0.21625,0.2224999999999999,0.365,0.3365,0.17125,0.28075,0.14625,0.1975,0.3705,0.2714999999999999,0.3279999999999999,0.17475,0.1039999999999999,0.17175,0.81725,0.56075,0.20325,0.2435,0.3087499999999999,0.12125,0.1684999999999999,0.34325,0.1775,0.73225,0.1947499999999999,0.4875,0.2845,0.10225,0.15,0.12,0.16225,0.32875,0.1292499999999999,0.1009999999999999,0.14,0.1185,0.16375,0.15675,0.2075,0.14725,0.143,0.16625,0.0504999999999999,0.0782499999999999,0.0797499999999999,0.09,0.197,0.0757499999999999,0.155,0.0605,0.1154999999999999,0.09775,0.10125,0.10825,0.139,0.0647499999999999,0.1302499999999999,0.06075,0.14075,0.0944999999999999,0.10025,0.0747499999999999,0.0974999999999999,0.1129999999999999,0.1327499999999999,0.09,0.0989999999999999,0.24725,0.0775,0.15875,0.09275,0.11525,0.0755,0.064,0.0469999999999999,0.0569999999999999,0.09975,0.084,0.04475,0.0615,0.0419999999999999,0.0725,0.0807499999999999,0.0559999999999999,0.0652499999999999,0.0665,0.0842499999999999,0.0695,0.089,0.0484999999999999,0.0265,0.0765,0.09575,0.05625,0.0697499999999999,0.0842499999999999,0.04725,0.05775,0.12175,0.0712499999999999,0.0805,0.0359999999999999,0.0434999999999999,0.021,0.0409999999999999,0.0732499999999999,0.031,0.05875,0.0202499999999999,0.05675,0.03125,0.0135,0.0162499999999999
Dragonslayer (1981),0.97575,0.97575,0.74675,0.99625,0.97575,0.74675,0.70775,0.583,0.48575,0.4995,0.8042499999999999,0.53875,0.865,0.666,0.6425,0.99775,0.4197499999999999,0.51675,0.8009999999999999,0.35075,0.48575,0.4629999999999999,0.5555,0.2804999999999999,0.3512499999999999,0.3095,0.2845,0.2967499999999999,0.4469999999999999,0.9285,0.45625,0.22225,0.41925,0.238,0.3279999999999999,0.4655,0.1397499999999999,0.21075,0.21575,0.495,0.4469999999999999,0.60975,0.11275,0.1897499999999999,0.2239999999999999,0.1342499999999999,0.3139999999999999,0.1215,0.193,0.11375,0.26375,0.16225,0.1885,0.46675,0.1159999999999999,0.1109999999999999,0.187,0.3475,0.16225,0.67925,0.24075,0.178,0.1659999999999999,0.03275,0.4469999999999999,0.196,0.25175,0.09575,0.1267499999999999,0.1205,0.0999999999999999,0.1965,0.29125,0.2299999999999999,0.2022499999999999,0.10225,0.11325,0.27825,0.42825,0.1342499999999999,0.0484999999999999,0.1059999999999999,0.1584999999999999,0.0989999999999999,0.3355,0.1014999999999999,0.356,0.20725,0.16275,0.074,0.071,0.088,0.1149999999999999,0.257,0.212,0.24225,0.10675,0.086,0.271,0.176,0.3045,0.0994999999999999,0.065,0.1564999999999999,0.25075,0.0835,0.1292499999999999,0.05875,0.08725,0.03875,0.17125,0.0252499999999999,0.0797499999999999,0.0857499999999999,0.0524999999999999,0.0469999999999999,0.3255,0.1054999999999999,0.1285,0.10675,0.0675,0.061,0.1029999999999999,0.0484999999999999,0.0672499999999999,0.0399999999999999,0.0369999999999999,0.0554999999999999,0.03725,0.1094999999999999,0.0637499999999999,0.1044999999999999,0.075,0.1897499999999999,0.0939999999999999,0.0812499999999999,0.0504999999999999,0.05775,0.0419999999999999,0.04575,0.0287499999999999,0.05725,0.03675,0.03275,0.0267499999999999,0.0399999999999999,0.0439999999999999,0.023,0.0277499999999999
Conan the Destroyer (1984),0.8454999999999999,0.8454999999999999,0.59025,0.9585,0.8454999999999999,0.7589999999999999,0.8,0.7589999999999999,0.25275,0.662,0.75925,0.59775,0.408,0.55725,0.5045,0.9585,0.65775,0.424,0.3139999999999999,0.6575,0.3672499999999999,0.4762499999999999,0.3139999999999999,0.50975,0.3139999999999999,0.3077499999999999,0.346,0.5335,0.408,0.6865,0.8089999999999999,0.17025,0.18225,0.2105,0.14275,0.137,0.175,0.21125,0.25075,0.61625,0.1134999999999999,0.3325,0.09425,0.17625,0.22575,0.3515,0.23325,0.0707499999999999,0.1235,0.216,0.25675,0.3764999999999999,0.3662499999999999,0.28425,0.0697499999999999,0.081,0.18325,0.3355,0.2319999999999999,0.495,0.1555,0.2817499999999999,0.1109999999999999,0.267,0.16325,0.289,0.14625,0.08775,0.15475,0.05725,0.10375,0.1654999999999999,0.1604999999999999,0.0969999999999999,0.1257499999999999,0.1019999999999999,0.1267499999999999,0.1044999999999999,0.3914999999999999,0.0665,0.0742499999999999,0.066,0.0762499999999999,0.081,0.0529999999999999,0.0559999999999999,0.2249999999999999,0.1589999999999999,0.0782499999999999,0.11925,0.0755,0.0757499999999999,0.08875,0.10175,0.1159999999999999,0.0835,0.08875,0.0832499999999999,0.086,0.1059999999999999,0.1367499999999999,0.1315,0.0652499999999999,0.15075,0.1315,0.03675,0.15875,0.04675,0.0857499999999999,0.05675,0.1235,0.0157499999999999,0.06175,0.0767499999999999,0.1699999999999999,0.0775,0.1992499999999999,0.0277499999999999,0.08975,0.078,0.14125,0.0685,0.137,0.0504999999999999,0.05825,0.0424999999999999,0.0379999999999999,0.067,0.0652499999999999,0.03675,0.0544999999999999,0.0994999999999999,0.0509999999999999,0.12125,0.1019999999999999,0.0665,0.04475,0.04575,0.0374999999999999,0.05225,0.03375,0.04525,0.0235,0.03175,0.0232499999999999,0.0439999999999999,0.03525,0.021,0.0135
Galaxina (1980),0.9785,0.9785,0.9785,0.97825,0.7867500000000001,0.75475,0.8867499999999999,0.4982499999999999,0.91625,0.38425,0.632,0.55325,0.59225,0.90525,0.4409999999999999,0.58575,0.4702499999999999,0.2837499999999999,0.3057499999999999,0.45125,0.33675,0.46625,0.31125,0.6035,0.2927499999999999,0.191,0.261,0.63775,0.4932499999999999,0.253,0.6815,0.21375,0.25025,0.1725,0.3764999999999999,0.7555000000000001,0.981,0.14875,0.28325,0.09575,0.15875,0.2284999999999999,0.1669999999999999,0.1875,0.3934999999999999,0.6865,0.1159999999999999,0.40625,0.2219999999999999,0.3814999999999999,0.1372499999999999,0.44875,0.28525,0.22125,0.1475,0.1955,0.22525,0.063,0.236,0.2967499999999999,0.27625,0.186,0.09225,0.0817499999999999,0.2935,0.1505,0.129,0.1315,0.27675,0.15175,0.1564999999999999,0.11325,0.08725,0.15575,0.06025,0.46425,0.21375,0.24925,0.0635,0.2239999999999999,0.1039999999999999,0.061,0.0827499999999999,0.08775,0.0657499999999999,0.0735,0.08,0.077,0.09025,0.0434999999999999,0.0925,0.0775,0.0419999999999999,0.0994999999999999,0.1674999999999999,0.182,0.09075,0.0722499999999999,0.09575,0.12375,0.1044999999999999,0.0822499999999999,0.0625,0.05025,0.11575,0.0657499999999999,0.0742499999999999,0.0842499999999999,0.24625,0.0514999999999999,0.02,0.0247499999999999,0.0399999999999999,0.1114999999999999,0.05775,0.0715,0.0314999999999999,0.05825,0.0364999999999999,0.0817499999999999,0.1114999999999999,0.0984999999999999,0.11375,0.04825,0.0414999999999999,0.0275,0.20525,0.0757499999999999,0.1069999999999999,0.05375,0.09025,0.03175,0.0559999999999999,0.1089999999999999,0.09,0.04775,0.0915,0.0212499999999999,0.04925,0.03175,0.133,0.0374999999999999,0.019,0.1104999999999999,0.0275,0.04125,0.0319999999999999,0.0147499999999999,0.0117499999999999
Impostor (2002),0.99425,0.99425,0.99425,0.9885,0.8547499999999999,0.7785,0.7589999999999999,0.87825,0.98875,0.2455,0.3017499999999999,0.4335,0.52325,0.36975,0.45475,0.2764999999999999,0.36875,0.52325,0.3565,0.796,0.43875,0.38525,0.4335,0.24,0.3565,0.37275,0.3279999999999999,0.1074999999999999,0.4335,0.252,0.3844999999999999,0.118,0.37375,0.1714999999999999,0.16575,0.1574999999999999,0.17025,0.1272499999999999,0.1614999999999999,0.1902499999999999,0.1365,0.178,0.22275,0.15275,0.2345,0.1034999999999999,0.10475,0.4177499999999999,0.11825,0.2425,0.1709999999999999,0.11275,0.237,0.4435,0.33475,0.1644999999999999,0.16425,0.05325,0.1654999999999999,0.08925,0.15975,0.11625,0.3722499999999999,0.0944999999999999,0.11025,0.09225,0.144,0.0944999999999999,0.15625,0.209,0.36875,0.12425,0.2259999999999999,0.2304999999999999,0.1925,0.082,0.1282499999999999,0.0974999999999999,0.0905,0.1019999999999999,0.0469999999999999,0.24925,0.0747499999999999,0.0579999999999999,0.16925,0.58575,0.0544999999999999,0.088,0.09275,0.16425,0.0697499999999999,0.1064999999999999,0.1649999999999999,0.1215,0.11875,0.05875,0.10975,0.0657499999999999,0.11025,0.0939999999999999,0.0755,0.04825,0.1175,0.14775,0.308,0.09975,0.1297499999999999,0.08725,0.0837499999999999,0.0429999999999999,0.04625,0.063,0.1292499999999999,0.0524999999999999,0.0504999999999999,0.04225,0.0275,0.04075,0.0675,0.11425,0.0725,0.05275,0.0735,0.05725,0.0755,0.0519999999999999,0.0444999999999999,0.0539999999999999,0.0695,0.0549999999999999,0.07,0.0374999999999999,0.04625,0.03175,0.03675,0.0727499999999999,0.0695,0.0444999999999999,0.03875,0.0832499999999999,0.03125,0.03775,0.084,0.03575,0.03675,0.03175,0.03175,0.0319999999999999,0.0145
"Deadly Mantis, The (1957)",0.969,0.969,0.969,0.923,0.93725,0.6155,0.72,0.33825,0.4845,0.30225,0.96475,0.644,0.644,0.63875,0.4327499999999999,0.373,0.2574999999999999,0.591,0.40575,0.40575,0.2897499999999999,0.61625,0.37525,0.20425,0.26475,0.3552499999999999,0.10175,0.63875,0.24675,0.204,0.3075,0.1584999999999999,0.146,0.207,0.1865,0.1845,0.1365,0.1619999999999999,0.81125,0.1975,0.1629999999999999,0.1664999999999999,0.0615,0.216,0.20725,0.11425,0.152,0.0484999999999999,0.129,0.1835,0.3175,0.1255,0.1064999999999999,0.0837499999999999,0.0675,0.066,0.17675,0.38625,0.186,0.21325,0.24925,0.21175,0.2002499999999999,0.0692499999999999,0.155,0.194,0.149,0.1109999999999999,0.7615000000000001,0.14275,0.23175,0.08925,0.1362499999999999,0.0737499999999999,0.0815,0.0652499999999999,0.144,0.17825,0.0424999999999999,0.0772499999999999,0.11875,0.03375,0.0822499999999999,0.0272499999999999,0.0539999999999999,0.0785,0.0662499999999999,0.379,0.156,0.1589999999999999,0.0795,0.0757499999999999,0.11825,0.0414999999999999,0.205,0.0875,0.0822499999999999,0.4962499999999999,0.04575,0.11575,0.1185,0.068,0.0735,0.0742499999999999,0.1775,0.14875,0.04025,0.1039999999999999,0.129,0.0429999999999999,0.0479999999999999,0.0319999999999999,0.0732499999999999,0.0399999999999999,0.05875,0.05375,0.10725,0.031,0.05375,0.08725,0.0627499999999999,0.0605,0.0999999999999999,0.0755,0.024,0.04475,0.072,0.0559999999999999,0.0717499999999999,0.016,0.05325,0.02975,0.06,0.0637499999999999,0.0115,0.04225,0.03175,0.02975,0.015,0.0374999999999999,0.0514999999999999,0.0519999999999999,0.0107499999999999,0.0314999999999999,0.0374999999999999,0.03625,0.0242499999999999,0.0404999999999999,0.0157499999999999
"Time Machine, The (2002)",0.9455,0.9805,0.99875,0.941,0.92225,0.8245,0.79925,0.589,0.9455,0.549,0.44275,0.3615,0.77,0.39975,0.552,0.552,0.311,0.4137499999999999,0.51375,0.2764999999999999,0.9025,0.42225,0.31225,0.262,0.31225,0.38175,0.34775,0.1129999999999999,0.23575,0.2955,0.24875,0.21525,0.4265,0.1925,0.28525,0.3545,0.285,0.1975,0.2007499999999999,0.45425,0.4107499999999999,0.1775,0.40075,0.2224999999999999,0.177,0.1755,0.14675,0.1292499999999999,0.14825,0.22325,0.20425,0.129,0.30725,0.1892499999999999,0.36175,0.4107499999999999,0.10775,0.0554999999999999,0.148,0.08625,0.1574999999999999,0.119,0.1215,0.93,0.10425,0.1275,0.15,0.15625,0.11375,0.09925,0.10275,0.20725,0.14,0.2455,0.17775,0.1169999999999999,0.1345,0.124,0.183,0.1405,0.1029999999999999,0.3379999999999999,0.122,0.0584999999999999,0.47975,0.22825,0.0722499999999999,0.09575,0.079,0.172,0.0812499999999999,0.06175,0.0499999999999999,0.16975,0.09175,0.1285,0.08975,0.1644999999999999,0.0994999999999999,0.09375,0.05975,0.0665,0.10775,0.0657499999999999,0.09675,0.04675,0.31275,0.05825,0.084,0.0805,0.0949999999999999,0.0702499999999999,0.05375,0.0544999999999999,0.03275,0.06225,0.2085,0.0984999999999999,0.0524999999999999,0.0685,0.0514999999999999,0.0605,0.09,0.08925,0.08,0.0635,0.04475,0.14175,0.05025,0.1099999999999999,0.059,0.04875,0.05075,0.03825,0.0364999999999999,0.08675,0.0359999999999999,0.0369999999999999,0.0504999999999999,0.0949999999999999,0.0287499999999999,0.03175,0.05125,0.05025,0.04525,0.02,0.0285,0.04075,0.0205
Hawk the Slayer (1980),0.83525,0.83525,0.4585,0.8905000000000001,0.83525,0.7757499999999999,0.64425,0.383,0.04875,0.249,0.403,0.39575,0.72025,0.658,0.407,0.8905000000000001,0.3269999999999999,0.1515,0.1515,0.15225,0.191,0.2955,0.201,0.241,0.11025,0.3295,0.18275,0.4965,0.3047499999999999,0.1545,0.25975,0.09425,0.1805,0.281,0.11875,0.1942499999999999,0.22475,0.11425,0.0775,0.2329999999999999,0.146,0.16925,0.0782499999999999,0.1154999999999999,0.22375,0.1485,0.249,0.06225,0.14225,0.1034999999999999,0.06225,0.0959999999999999,0.179,0.1255,0.0775,0.0584999999999999,0.143,0.1689999999999999,0.1342499999999999,0.1875,0.0775,0.10025,0.0429999999999999,0.0414999999999999,0.1425,0.12375,0.1709999999999999,0.1347499999999999,0.1614999999999999,0.06225,0.0944999999999999,0.093,0.20525,0.11375,0.0267499999999999,0.191,0.1014999999999999,0.144,0.05025,0.0255,0.0615,0.0469999999999999,0.09425,0.0235,0.04425,0.08825,0.06,0.0399999999999999,0.05825,0.06075,0.02975,0.0479999999999999,0.0474999999999999,0.0474999999999999,0.0787499999999999,0.1044999999999999,0.04125,0.04075,0.0905,0.0974999999999999,0.10225,0.15925,0.0275,0.0319999999999999,0.26125,0.03075,0.1019999999999999,0.0429999999999999,0.08625,0.0615,0.0544999999999999,0.03775,0.029,0.0147499999999999,0.0245,0.0642499999999999,0.0454999999999999,0.086,0.0282499999999999,0.06175,0.0742499999999999,0.0504999999999999,0.05975,0.0157499999999999,0.09625,0.0314999999999999,0.0197499999999999,0.0292499999999999,0.0662499999999999,0.0135,0.04225,0.0697499999999999,0.04375,0.04475,0.09325,0.0519999999999999,0.026,0.0329999999999999,0.0292499999999999,0.0157499999999999,0.1584999999999999,0.0282499999999999,0.0212499999999999,0.03025,0.0949999999999999,0.0215,0.0187499999999999,0.0092499999999999,0.0135
Resident Evil (2002),0.8087500000000001,0.8087500000000001,0.804,0.804,0.966,0.966,0.71975,0.966,0.964,0.75475,0.674,0.7275,0.3205,0.299,0.51725,0.3219999999999999,0.7589999999999999,0.7589999999999999,0.36475,0.4559999999999999,0.4459999999999999,0.4585,0.254,0.2219999999999999,0.3077499999999999,0.39,0.401,0.20475,0.3205,0.23475,0.193,0.1405,0.35175,0.2905,0.21075,0.2887499999999999,0.176,0.4337499999999999,0.18125,0.22575,0.14675,0.1815,0.303,0.2495,0.1755,0.0479999999999999,0.16975,0.61325,0.3742499999999999,0.12325,0.1029999999999999,0.3047499999999999,0.302,0.28225,0.5455,0.14675,0.141,0.181,0.182,0.0632499999999999,0.12375,0.11175,0.138,0.39475,0.1292499999999999,0.16625,0.1435,0.1619999999999999,0.1942499999999999,0.151,0.1445,0.1475,0.10775,0.1129999999999999,0.1089999999999999,0.09475,0.14075,0.079,0.10925,0.0675,0.0949999999999999,0.10875,0.0944999999999999,0.0675,0.0235,0.121,0.351,0.0745,0.1154999999999999,0.1725,0.14975,0.05975,0.0832499999999999,0.09175,0.0817499999999999,0.089,0.077,0.059,0.0574999999999999,0.0939999999999999,0.1262499999999999,0.06025,0.0767499999999999,0.1225,0.0464999999999999,0.082,0.10475,0.088,0.0807499999999999,0.0685,0.33625,0.05625,0.05775,0.085,0.0825,0.15275,0.1664999999999999,0.0662499999999999,0.0459999999999999,0.10675,0.0419999999999999,0.1342499999999999,0.0692499999999999,0.0725,0.0999999999999999,0.0605,0.0534999999999999,0.12275,0.0499999999999999,0.0429999999999999,0.0935,0.1079999999999999,0.0459999999999999,0.28225,0.04975,0.08,0.04475,0.04275,0.1515,0.0635,0.0484999999999999,0.0429999999999999,0.0434999999999999,0.03275,0.0314999999999999,0.03025,0.028,0.026,0.017
Split Second (1992),0.991,0.991,0.96925,0.94025,0.70075,0.66375,0.7305,0.8472500000000001,0.991,0.3665,0.91025,0.53825,0.72,0.4902499999999999,0.577,0.3705,0.33725,0.3189999999999999,0.31,0.256,0.3077499999999999,0.4752499999999999,0.27775,0.22625,0.31,0.3419999999999999,0.4185,0.4317499999999999,0.3189999999999999,0.0762499999999999,0.63225,0.0657499999999999,0.3692499999999999,0.11425,0.3235,0.137,0.32675,0.1922499999999999,0.2339999999999999,0.32775,0.149,0.21775,0.16175,0.15675,0.2425,0.0685,0.124,0.10575,0.0797499999999999,0.16425,0.1009999999999999,0.1257499999999999,0.2385,0.49775,0.16975,0.09525,0.1785,0.0852499999999999,0.178,0.1335,0.15425,0.0825,0.1952499999999999,0.10725,0.348,0.156,0.12075,0.1297499999999999,0.14475,0.14675,0.1535,0.11875,0.11325,0.1405,0.065,0.0792499999999999,0.11275,0.151,0.0429999999999999,0.05825,0.212,0.03425,0.131,0.10525,0.05125,0.0855,0.123,0.1069999999999999,0.10025,0.1535,0.0539999999999999,0.0524999999999999,0.3077499999999999,0.05425,0.12375,0.5755,0.0605,0.08625,0.04875,0.0915,0.2209999999999999,0.082,0.04975,0.05625,0.153,0.151,0.076,0.1345,0.0569999999999999,0.118,0.0324999999999999,0.0579999999999999,0.0632499999999999,0.0247499999999999,0.03025,0.0765,0.0795,0.04825,0.0499999999999999,0.09075,0.068,0.0394999999999999,0.065,0.04625,0.085,0.084,0.031,0.04575,0.05275,0.0314999999999999,0.081,0.1054999999999999,0.0334999999999999,0.0915,0.11175,0.05575,0.0469999999999999,0.0364999999999999,0.0235,0.05725,0.0777499999999999,0.03175,0.015,0.09425,0.0439999999999999,0.0185,0.0247499999999999,0.0115,0.0072499999999999
Jason X (2002),0.98375,0.8500000000000001,0.89825,0.8500000000000001,0.98375,0.95825,0.77925,0.386,0.76125,0.51175,0.55425,0.4569999999999999,0.3482499999999999,0.52525,0.4469999999999999,0.31475,0.4815,0.4815,0.2857499999999999,0.53225,0.24975,0.31125,0.2857499999999999,0.3205,0.2857499999999999,0.31375,0.2857499999999999,0.794,0.28925,0.133,0.34075,0.288,0.3482499999999999,0.7757499999999999,0.60225,0.26325,0.632,0.1579999999999999,0.14775,0.181,0.14775,0.382,0.17725,0.26325,0.25125,0.12225,0.11775,0.10025,0.21125,0.24475,0.0647499999999999,0.382,0.23725,0.10575,0.154,0.092,0.17125,0.08925,0.23025,0.22375,0.133,0.139,0.22025,0.2664999999999999,0.1975,0.1952499999999999,0.1365,0.1555,0.1367499999999999,0.0999999999999999,0.23575,0.08675,0.09225,0.14075,0.1397499999999999,0.2214999999999999,0.15225,0.17225,0.11175,0.0705,0.18525,0.06225,0.11025,0.0384999999999999,0.0652499999999999,0.0842499999999999,0.09575,0.0905,0.09125,0.069,0.0732499999999999,0.05175,0.0735,0.05125,0.14875,0.081,0.10175,0.083,0.0534999999999999,0.123,0.0579999999999999,0.0775,0.04575,0.1285,0.0742499999999999,0.0672499999999999,0.071,0.0845,0.1069999999999999,0.0464999999999999,0.11725,0.0359999999999999,0.0642499999999999,0.09475,0.0514999999999999,0.3107499999999999,0.05375,0.0409999999999999,0.0359999999999999,0.069,0.0755,0.0747499999999999,0.1395,0.08925,0.0835,0.04425,0.05125,0.0855,0.06125,0.04375,0.0797499999999999,0.0454999999999999,0.0469999999999999,0.0665,0.059,0.0595,0.0569999999999999,0.027,0.0354999999999999,0.0449999999999999,0.084,0.068,0.03925,0.05275,0.0434999999999999,0.03,0.0319999999999999,0.027,0.024
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),0.9265,0.9265,0.9265,0.8885000000000001,0.88975,0.8852500000000001,0.7575000000000001,0.64225,0.252,0.6455,0.28325,0.536,0.3305,0.69925,0.6365,0.3229999999999999,0.32525,0.28075,0.2624999999999999,0.24475,0.20375,0.425,0.3834999999999999,0.7749999999999999,0.245,0.2654999999999999,0.3645,0.14,0.23025,0.26175,0.1704999999999999,0.3249999999999999,0.5255,0.26825,0.1312499999999999,0.45925,0.179,0.235,0.185,0.2249999999999999,0.1014999999999999,0.184,0.19,0.172,0.22225,0.18575,0.24375,0.60675,0.247,0.23725,0.09525,0.37575,0.23775,0.2209999999999999,0.4395,0.0939999999999999,0.14425,0.10125,0.1495,0.10725,0.1337499999999999,0.1574999999999999,0.1855,0.217,0.154,0.1272499999999999,0.135,0.16425,0.1785,0.247,0.16175,0.1079999999999999,0.149,0.11725,0.1735,0.137,0.129,0.16925,0.15975,0.09725,0.0414999999999999,0.1282499999999999,0.0732499999999999,0.0489999999999999,0.21275,0.34675,0.0682499999999999,0.10325,0.0875,0.091,0.0717499999999999,0.05975,0.0544999999999999,0.0682499999999999,0.0605,0.09325,0.0815,0.144,0.092,0.0925,0.0449999999999999,0.09675,0.09975,0.0519999999999999,0.12125,0.0855,0.05675,0.09425,0.0835,0.1267499999999999,0.022,0.0852499999999999,0.0767499999999999,0.09925,0.07,0.0369999999999999,0.1669999999999999,0.0615,0.08,0.06225,0.0847499999999999,0.05775,0.0707499999999999,0.08775,0.083,0.0715,0.0529999999999999,0.0464999999999999,0.0797499999999999,0.024,0.0454999999999999,0.3129999999999999,0.0384999999999999,0.04575,0.04125,0.0504999999999999,0.0484999999999999,0.0439999999999999,0.0677499999999999,0.0524999999999999,0.0434999999999999,0.03325,0.0429999999999999,0.0374999999999999,0.0245,0.0389999999999999,0.0314999999999999,0.03975,0.0175
