movieId,drama,culture clash,good,runaway,betrayal,mentor,weird,unlikely friendships,original,independent film,melancholic,greed,life & death,drinking,catastrophe,childhood,prejudice,light,dialogue,adaptation,sacrifice,family,life philosophy,teen movie,vengeance,dysfunctional family,very funny,fun movie,predictable,death,transformation,islam,chase,good music,fight scenes,hospital,creativity,not funny,fantasy world,period piece,stereotypes,quirky,dreams,nudity (full frontal - brief),survival,pornography,first contact,doctors,bollywood,cancer,awesome soundtrack,small town,weapons,underrated,british,simple,classic car,computer animation,irish accent,writers,new jersey,brothers,surveillance,foul language,queer,women,alter ego,addiction,indians,california,nudity (topless - brief),road movie,multiple storylines,single father,absurd,memory,race,wartime,1930s,alternate history,adoption,too long,sexy,father daughter relationship,blindness,rebellion,divorce,directorial debut,atheism,80s,homeless,tokyo,radio,prison,wilderness,censorship,film noir,new york city,internet,hotel,farce,ensemble cast,interracial romance,stoner movie,god,mad scientist,pulp,workplace,best of 2005,lawyer,island,potential oscar nom,texas,hip hop,immortality,stand-up comedy,made for tv,ghosts/afterlife,san francisco,camp,time,australia,buddy movie,hunting,russian,notable nudity,los angeles,nudity (rear),robert downey jr,too short,documentary,desert,shopping,fashion,kidnapping,wine,finnish,trilogy,french,kick-butt women,reality tv,snakes,prostitution,goth,no plot,unlikeable characters,oil,graphic novel,remake
Invincible (2006),0.83725,0.83725,0.947,0.8532500000000001,0.92775,0.98775,0.5975,0.6425,0.6465,0.8532500000000001,0.25775,0.4855,0.351,0.2279999999999999,0.8075000000000001,0.5095,0.8532500000000001,0.5845,0.3335,0.2564999999999999,0.8532500000000001,0.26975,0.4802499999999999,0.45875,0.36175,0.092,0.24575,0.48975,0.432,0.1405,0.41725,0.46575,0.345,0.32125,0.45325,0.1865,0.2405,0.355,0.26175,0.4054999999999999,0.23175,0.155,0.46075,0.295,0.14625,0.148,0.26225,0.2015,0.3409999999999999,0.22875,0.5175,0.2485,0.345,0.1952499999999999,0.0935,0.15225,0.15975,0.15975,0.1599999999999999,0.1089999999999999,0.74575,0.24175,0.1664999999999999,0.33375,0.10925,0.14275,0.269,0.11825,0.10525,0.17475,0.0695,0.14,0.0805,0.1555,0.15425,0.13,0.2405,0.08625,0.0925,0.23675,0.1049999999999999,0.0817499999999999,0.11725,0.09125,0.1245,0.04425,0.0762499999999999,0.16725,0.06075,0.12175,0.146,0.0715,0.21475,0.12475,0.0519999999999999,0.04925,0.0822499999999999,0.1149999999999999,0.15975,0.068,0.05825,0.04875,0.0692499999999999,0.0652499999999999,0.0389999999999999,0.1124999999999999,0.1265,0.05425,0.2145,0.08675,0.09375,0.059,0.142,0.16425,0.1902499999999999,0.063,0.081,0.11325,0.1609999999999999,0.27175,0.11275,0.0314999999999999,0.1875,0.0374999999999999,0.09125,0.1069999999999999,0.05575,0.0667499999999999,0.1475,0.0974999999999999,0.0499999999999999,0.0349999999999999,0.0354999999999999,0.10325,0.04525,0.04075,0.059,0.0489999999999999,0.03075,0.0564999999999999,0.04375,0.061,0.03025,0.03325,0.05075,0.0389999999999999,0.0374999999999999,0.0314999999999999,0.0595
Rocky Balboa (2006),0.7325,0.722,0.7827500000000001,0.7325,0.754,0.8465,0.53575,0.7325,0.863,0.5615,0.63475,0.4225,0.69575,0.43225,0.5705,0.7887500000000001,0.5615,0.59525,0.435,0.23275,0.5615,0.284,0.432,0.2299999999999999,0.57175,0.28075,0.3455,0.879,0.8600000000000001,0.4515,0.3129999999999999,0.14625,0.4812499999999999,0.435,0.879,0.4752499999999999,0.22725,0.37075,0.26025,0.10275,0.17225,0.208,0.266,0.1495,0.3205,0.181,0.2955,0.195,0.1004999999999999,0.81325,0.435,0.2395,0.8600000000000001,0.24275,0.0994999999999999,0.38925,0.2694999999999999,0.2937499999999999,0.205,0.186,0.43025,0.15125,0.12175,0.173,0.1255,0.12075,0.354,0.1069999999999999,0.11775,0.2319999999999999,0.2885,0.16325,0.26575,0.08775,0.1679999999999999,0.33675,0.09025,0.0805,0.077,0.1292499999999999,0.0812499999999999,0.21625,0.10225,0.0702499999999999,0.10525,0.0494999999999999,0.05525,0.08625,0.06225,0.184,0.1124999999999999,0.2905,0.1205,0.12325,0.08775,0.0439999999999999,0.09225,0.1265,0.09725,0.1195,0.15375,0.073,0.03775,0.10825,0.0434999999999999,0.0845,0.205,0.1267499999999999,0.1295,0.03975,0.1109999999999999,0.0845,0.10025,0.136,0.307,0.1169999999999999,0.10175,0.079,0.064,0.1614999999999999,0.1955,0.0787499999999999,0.2175,0.093,0.14625,0.0544999999999999,0.14575,0.0797499999999999,0.072,0.06025,0.0399999999999999,0.085,0.11325,0.0822499999999999,0.069,0.04775,0.03725,0.3692499999999999,0.0424999999999999,0.0514999999999999,0.12,0.0479999999999999,0.04625,0.0235,0.0414999999999999,0.03525,0.0735,0.0257499999999999,0.077
"Namesake, The (2006)",0.9185,0.964,0.7962499999999999,0.9185,0.9185,0.7602500000000001,0.734,0.9185,0.81725,0.6775,0.8867499999999999,0.6325,0.5935,0.6325,0.7962499999999999,0.5845,0.379,0.501,0.48375,0.889,0.4745,0.8194999999999999,0.2554999999999999,0.1684999999999999,0.38975,0.58825,0.2905,0.1639999999999999,0.4565,0.359,0.27375,0.288,0.2825,0.25425,0.2319999999999999,0.32525,0.348,0.32525,0.27075,0.21925,0.46225,0.4147499999999999,0.12375,0.23175,0.404,0.18525,0.4565,0.20925,0.85225,0.18225,0.25425,0.22425,0.17525,0.2165,0.26625,0.2644999999999999,0.2395,0.17475,0.122,0.34075,0.259,0.32275,0.2219999999999999,0.10025,0.21,0.196,0.1305,0.1044999999999999,0.9735,0.18525,0.23875,0.1885,0.27625,0.1604999999999999,0.4147499999999999,0.1922499999999999,0.0647499999999999,0.2002499999999999,0.13,0.0999999999999999,0.45675,0.21925,0.249,0.205,0.085,0.25175,0.39725,0.1164999999999999,0.119,0.0959999999999999,0.1109999999999999,0.185,0.0797499999999999,0.0949999999999999,0.3037499999999999,0.10575,0.08975,0.41325,0.0805,0.1362499999999999,0.0974999999999999,0.15275,0.54175,0.1405,0.119,0.0732499999999999,0.10125,0.145,0.148,0.0434999999999999,0.15975,0.1997499999999999,0.0842499999999999,0.215,0.0832499999999999,0.091,0.0449999999999999,0.0255,0.11125,0.0944999999999999,0.04225,0.2035,0.0334999999999999,0.1009999999999999,0.149,0.0559999999999999,0.085,0.0825,0.05425,0.0732499999999999,0.072,0.0855,0.0772499999999999,0.0815,0.072,0.14075,0.05525,0.0655,0.076,0.0772499999999999,0.03275,0.04475,0.0479999999999999,0.0474999999999999,0.0825,0.0509999999999999,0.1134999999999999,0.0272499999999999,0.0205
Reign Over Me (2007),0.961,0.961,0.907,0.961,0.961,0.76725,0.88625,0.9135,0.7709999999999999,0.8795,0.8795,0.75275,0.7905,0.8795,0.61825,0.23875,0.469,0.3107499999999999,0.4175,0.3279999999999999,0.469,0.75725,0.67925,0.1599999999999999,0.39975,0.6785,0.7105,0.20725,0.35975,0.4245,0.359,0.1564999999999999,0.308,0.31875,0.3097499999999999,0.4752499999999999,0.2845,0.3642499999999999,0.25475,0.1159999999999999,0.384,0.4485,0.139,0.3482499999999999,0.2015,0.31575,0.26025,0.3065,0.1985,0.43,0.3735,0.187,0.155,0.44925,0.14825,0.16475,0.21225,0.1815,0.32025,0.353,0.35075,0.2234999999999999,0.12425,0.2329999999999999,0.1992499999999999,0.17125,0.33025,0.3245,0.064,0.146,0.3027499999999999,0.2189999999999999,0.25975,0.23225,0.21375,0.281,0.188,0.09625,0.06075,0.1109999999999999,0.2065,0.09275,0.1375,0.17775,0.1855,0.04975,0.24825,0.17275,0.15975,0.0554999999999999,0.35975,0.0762499999999999,0.172,0.15675,0.088,0.0762499999999999,0.0835,0.8514999999999999,0.1385,0.18125,0.11425,0.27,0.082,0.16025,0.1104999999999999,0.1225,0.11525,0.25725,0.2724999999999999,0.15775,0.0647499999999999,0.261,0.0564999999999999,0.128,0.1362499999999999,0.08675,0.091,0.0767499999999999,0.1129999999999999,0.0797499999999999,0.05925,0.03875,0.2224999999999999,0.04175,0.08775,0.10775,0.154,0.1059999999999999,0.1257499999999999,0.0777499999999999,0.0232499999999999,0.015,0.10725,0.062,0.04675,0.04875,0.0439999999999999,0.03725,0.0379999999999999,0.0399999999999999,0.0795,0.0257499999999999,0.0449999999999999,0.04775,0.0787499999999999,0.1235,0.0519999999999999,0.0652499999999999,0.0682499999999999
Go (2001),0.7655000000000001,0.7735000000000001,0.8474999999999999,0.7922499999999999,0.82125,0.57925,0.7955000000000001,0.968,0.78375,0.76525,0.92575,0.76525,0.4965,0.584,0.4519999999999999,0.403,0.73525,0.57725,0.66775,0.33375,0.628,0.12175,0.31675,0.8042499999999999,0.82125,0.3165,0.57725,0.661,0.217,0.364,0.23375,0.373,0.21975,0.24675,0.661,0.23375,0.15575,0.30225,0.31875,0.2574999999999999,0.399,0.7955000000000001,0.1129999999999999,0.486,0.0842499999999999,0.40025,0.217,0.16225,0.26025,0.0645,0.2935,0.209,0.661,0.1312499999999999,0.14225,0.175,0.3924999999999999,0.16725,0.39725,0.20675,0.1267499999999999,0.15825,0.1277499999999999,0.09125,0.4415,0.26275,0.33675,0.12025,0.077,0.0667499999999999,0.15075,0.0855,0.4539999999999999,0.0232499999999999,0.20775,0.266,0.10475,0.55975,0.0964999999999999,0.0647499999999999,0.4575,0.0775,0.4735,0.0935,0.1694999999999999,0.56,0.05225,0.272,0.08675,0.29225,0.04125,0.566,0.0514999999999999,0.1402499999999999,0.0569999999999999,0.402,0.1235,0.0935,0.0574999999999999,0.04225,0.09475,0.091,0.18525,0.14425,0.08675,0.05425,0.1664999999999999,0.0697499999999999,0.03375,0.0197499999999999,0.06175,0.04125,0.09675,0.243,0.0755,0.17825,0.04975,0.0232499999999999,0.0454999999999999,0.34225,0.0305,0.18575,0.0265,0.03775,0.1312499999999999,0.0657499999999999,0.03675,0.068,0.0737499999999999,0.0354999999999999,0.0797499999999999,0.04125,0.0329999999999999,0.0177499999999999,0.0559999999999999,0.0635,0.2135,0.03675,0.16475,0.11325,0.04875,0.0319999999999999,0.16325,0.0999999999999999,0.0152499999999999,0.03575,0.0217499999999999,0.0374999999999999,0.0172499999999999
Sybil (1976),0.79775,0.79775,0.73325,0.8205,0.79775,0.8887499999999999,0.8205,0.7375,0.8747499999999999,0.72925,0.47475,0.66575,0.566,0.58275,0.52175,0.9025,0.353,0.4742499999999999,0.47475,0.959,0.391,0.4365,0.55625,0.3115,0.312,0.2339999999999999,0.2867499999999999,0.1995,0.4205,0.25075,0.52,0.3027499999999999,0.1967499999999999,0.0822499999999999,0.2189999999999999,0.53375,0.4237499999999999,0.424,0.3329999999999999,0.20675,0.135,0.24975,0.361,0.2415,0.11575,0.50975,0.3329999999999999,0.69775,0.286,0.1995,0.05575,0.21925,0.1785,0.4982499999999999,0.08775,0.08975,0.153,0.2925,0.0539999999999999,0.1287499999999999,0.1775,0.0712499999999999,0.2065,0.073,0.248,0.45875,0.25425,0.15175,0.05775,0.1004999999999999,0.1674999999999999,0.1024999999999999,0.0984999999999999,0.14075,0.3095,0.509,0.08775,0.0685,0.0795,0.3419999999999999,0.2269999999999999,0.1659999999999999,0.215,0.1119999999999999,0.30625,0.066,0.123,0.11475,0.2504999999999999,0.138,0.0742499999999999,0.071,0.0632499999999999,0.11225,0.11675,0.50975,0.08825,0.141,0.0949999999999999,0.0722499999999999,0.07,0.04125,0.1932499999999999,0.126,0.4475,0.39475,0.11325,0.0944999999999999,0.0359999999999999,0.0579999999999999,0.131,0.10375,0.04225,0.04475,0.12125,0.20875,0.5895,0.10475,0.0715,0.1584999999999999,0.181,0.0797499999999999,0.10975,0.073,0.0287499999999999,0.06175,0.03375,0.05525,0.0832499999999999,0.0657499999999999,0.1069999999999999,0.0287499999999999,0.0429999999999999,0.027,0.0339999999999999,0.03525,0.0354999999999999,0.0165,0.04775,0.0469999999999999,0.08825,0.0569999999999999,0.0454999999999999,0.0504999999999999,0.04525,0.0175,0.026,0.0757499999999999,0.072
Resurrecting the Champ (2007),0.8654999999999999,0.8654999999999999,0.881,0.6505,0.6505,0.76925,0.8654999999999999,0.7455,0.91675,0.4247499999999999,0.56575,0.57825,0.5165,0.44175,0.5815,0.4095,0.4054999999999999,0.25975,0.4785,0.31475,0.384,0.64475,0.5925,0.4379999999999999,0.42325,0.45925,0.282,0.56625,0.55225,0.44625,0.38775,0.2035,0.56625,0.3165,0.56625,0.22925,0.1689999999999999,0.32775,0.61975,0.1475,0.24175,0.2915,0.2249999999999999,0.22875,0.1169999999999999,0.33125,0.34775,0.34175,0.3655,0.1262499999999999,0.3165,0.3974999999999999,0.2784999999999999,0.3295,0.21225,0.261,0.505,0.24925,0.506,0.4712499999999999,0.36375,0.243,0.2534999999999999,0.37525,0.2189999999999999,0.133,0.14375,0.10975,0.33175,0.2002499999999999,0.1952499999999999,0.1425,0.26075,0.4732499999999999,0.2249999999999999,0.16475,0.1305,0.09125,0.123,0.241,0.0529999999999999,0.08725,0.1805,0.16825,0.1124999999999999,0.0695,0.1034999999999999,0.1599999999999999,0.137,0.17675,0.912,0.15325,0.17175,0.15,0.1367499999999999,0.06225,0.1245,0.1049999999999999,0.17775,0.1185,0.1312499999999999,0.2294999999999999,0.11125,0.1805,0.121,0.0672499999999999,0.185,0.08825,0.4137499999999999,0.09975,0.05325,0.15125,0.16525,0.062,0.05425,0.122,0.1905,0.4325,0.0999999999999999,0.17225,0.068,0.06175,0.211,0.0369999999999999,0.0615,0.0444999999999999,0.4915,0.22475,0.5875,0.2065,0.03675,0.0429999999999999,0.207,0.04175,0.06025,0.121,0.1164999999999999,0.0655,0.04525,0.08975,0.04575,0.0459999999999999,0.0449999999999999,0.20625,0.087,0.23675,0.0172499999999999,0.0489999999999999,0.14425
"Hunting and Gathering (Ensemble, c'est tout) (2007)",0.796,0.796,0.958,0.796,0.7889999999999999,0.79975,0.7665,0.74,0.86175,0.7889999999999999,0.8327500000000001,0.796,0.39675,0.7889999999999999,0.7777499999999999,0.195,0.42,0.5815,0.59725,0.60975,0.1795,0.22825,0.837,0.752,0.43725,0.637,0.3399999999999999,0.483,0.5385,0.3615,0.3335,0.48,0.483,0.1619999999999999,0.37525,0.5685,0.46875,0.3672499999999999,0.4965,0.3462499999999999,0.44525,0.5245,0.4895,0.14225,0.3129999999999999,0.32575,0.40325,0.20375,0.3804999999999999,0.2012499999999999,0.1619999999999999,0.204,0.40325,0.08925,0.551,0.11525,0.3612499999999999,0.1347499999999999,0.514,0.374,0.2684999999999999,0.1215,0.2835,0.3047499999999999,0.5625,0.50975,0.3105,0.17375,0.03125,0.03925,0.28825,0.2199999999999999,0.27025,0.263,0.4669999999999999,0.4835,0.0825,0.26275,0.24225,0.1069999999999999,0.421,0.3615,0.2395,0.23125,0.0675,0.406,0.40275,0.0677499999999999,0.0647499999999999,0.03775,0.27275,0.09175,0.09475,0.0725,0.0275,0.0615,0.09325,0.1074999999999999,0.1069999999999999,0.209,0.238,0.24475,0.12175,0.04825,0.0349999999999999,0.0579999999999999,0.1054999999999999,0.3505,0.1709999999999999,0.1079999999999999,0.0857499999999999,0.1347499999999999,0.0787499999999999,0.03475,0.0979999999999999,0.37525,0.059,0.0845,0.071,0.0847499999999999,0.0414999999999999,0.0329999999999999,0.015,0.0702499999999999,0.28325,0.16475,0.0519999999999999,0.0777499999999999,0.18725,0.12075,0.0285,0.0334999999999999,0.1079999999999999,0.154,0.0187499999999999,0.741,0.0895,0.124,0.9835,0.0677499999999999,0.08725,0.0152499999999999,0.09975,0.03775,0.03875,0.11775,0.02,0.2105,0.13
Into the Wild (2007),0.91825,0.895,0.8705,0.91825,0.91825,0.92375,0.895,0.91825,0.87575,0.8029999999999999,0.8819999999999999,0.895,0.8765000000000001,0.7885,0.515,0.675,0.6845,0.5015,0.782,0.9255,0.6845,0.33525,0.681,0.1877499999999999,0.45725,0.42725,0.38575,0.264,0.42125,0.57575,0.4645,0.8029999999999999,0.3854999999999999,0.73,0.26025,0.3195,0.37575,0.33925,0.3345,0.1584999999999999,0.23475,0.401,0.61225,0.9725,0.8694999999999999,0.54825,0.42125,0.29725,0.1995,0.24625,0.73,0.1785,0.24175,0.31,0.175,0.3269999999999999,0.43725,0.30025,0.1895,0.2835,0.23075,0.2155,0.2015,0.14975,0.1825,0.208,0.26325,0.292,0.16625,0.4345,0.2425,0.8832500000000001,0.17375,0.0695,0.21225,0.2664999999999999,0.1397499999999999,0.1094999999999999,0.09475,0.1287499999999999,0.4125,0.4054999999999999,0.22675,0.087,0.198,0.4499999999999999,0.144,0.1922499999999999,0.2005,0.1609999999999999,0.51075,0.1619999999999999,0.12175,0.119,0.948,0.22675,0.11925,0.092,0.0954999999999999,0.11825,0.081,0.1365,0.0524999999999999,0.2927499999999999,0.1435,0.11825,0.11075,0.0984999999999999,0.176,0.04325,0.1745,0.1634999999999999,0.1064999999999999,0.0692499999999999,0.2734999999999999,0.142,0.0549999999999999,0.08,0.09475,0.10425,0.10325,0.11125,0.0752499999999999,0.5405,0.065,0.0715,0.198,0.1039999999999999,0.0627499999999999,0.0875,0.09775,0.3319999999999999,0.1245,0.03575,0.0584999999999999,0.0817499999999999,0.0339999999999999,0.124,0.04675,0.04975,0.04575,0.1099999999999999,0.064,0.03725,0.06125,0.0647499999999999,0.1332499999999999,0.04475,0.0202499999999999
Reservation Road (2007),0.93,0.93,0.93,0.93,0.9025,0.67925,0.9715,0.61625,0.7935000000000001,0.93,0.665,0.93,0.7717499999999999,0.93,0.61675,0.2395,0.45175,0.303,0.4155,0.51275,0.576,0.66475,0.60775,0.151,0.926,0.7769999999999999,0.38525,0.21175,0.58125,0.94175,0.3415,0.2714999999999999,0.6885,0.1495,0.3662499999999999,0.53,0.2947499999999999,0.36675,0.3732499999999999,0.2947499999999999,0.14575,0.3249999999999999,0.1402499999999999,0.6925,0.666,0.85425,0.2897499999999999,0.27475,0.16775,0.35875,0.0847499999999999,0.188,0.25375,0.3535,0.1907499999999999,0.17525,0.3545,0.147,0.35975,0.209,0.15475,0.37,0.45775,0.31375,0.2,0.1495,0.1972499999999999,0.1377499999999999,0.25025,0.1704999999999999,0.3565,0.698,0.4712499999999999,0.408,0.28425,0.18,0.0782499999999999,0.14275,0.125,0.1629999999999999,0.3097499999999999,0.184,0.1725,0.355,0.33375,0.05825,0.28425,0.2415,0.15,0.0615,0.206,0.1297499999999999,0.0852499999999999,0.295,0.10675,0.1725,0.1054999999999999,0.0979999999999999,0.184,0.17025,0.191,0.4705,0.1295,0.0742499999999999,0.15,0.0825,0.1425,0.1659999999999999,0.21475,0.8915,0.1262499999999999,0.2194999999999999,0.12125,0.09775,0.1129999999999999,0.1009999999999999,0.24025,0.27625,0.15825,0.062,0.0732499999999999,0.10875,0.0752499999999999,0.1307499999999999,0.198,0.4825,0.14475,0.2694999999999999,0.1079999999999999,0.0414999999999999,0.0394999999999999,0.0685,0.0807499999999999,0.0162499999999999,0.53625,0.03825,0.086,0.05425,0.0439999999999999,0.09075,0.0677499999999999,0.03125,0.09525,0.0757499999999999,0.10575,0.04375,0.04125,0.0885,0.179
"Bucket List, The (2007)",0.889,0.7629999999999999,0.81175,0.889,0.9045,0.9045,0.7629999999999999,0.9455,0.6595,0.5645,0.65725,0.385,0.94825,0.54775,0.637,0.283,0.5645,0.4815,0.382,0.24575,0.5645,0.3555,0.8725,0.4345,0.30425,0.1185,0.54975,0.4317499999999999,0.53625,0.948,0.496,0.1297499999999999,0.41325,0.1327499999999999,0.33225,0.87625,0.38975,0.266,0.351,0.1049999999999999,0.3462499999999999,0.2017499999999999,0.4922499999999999,0.24775,0.4865,0.1945,0.4389999999999999,0.63575,0.147,0.985,0.0757499999999999,0.18375,0.25175,0.24475,0.10225,0.407,0.3215,0.2445,0.2425,0.1877499999999999,0.2239999999999999,0.119,0.1119999999999999,0.36775,0.1054999999999999,0.148,0.1535,0.093,0.08975,0.10475,0.067,0.4357499999999999,0.16025,0.1877499999999999,0.2304999999999999,0.2955,0.2835,0.05175,0.05075,0.12075,0.08675,0.11725,0.089,0.12325,0.12425,0.0394999999999999,0.16025,0.08825,0.15475,0.0529999999999999,0.1674999999999999,0.09075,0.17425,0.118,0.0832499999999999,0.05425,0.0747499999999999,0.1024999999999999,0.15275,0.1315,0.11175,0.061,0.1039999999999999,0.11225,0.2355,0.197,0.09975,0.187,0.04775,0.0625,0.14,0.0615,0.04325,0.061,0.23775,0.0959999999999999,0.04775,0.4389999999999999,0.1375,0.079,0.23775,0.05175,0.2299999999999999,0.0539999999999999,0.068,0.09,0.0524999999999999,0.14525,0.08825,0.1397499999999999,0.03425,0.0544999999999999,0.174,0.0559999999999999,0.0374999999999999,0.0605,0.08925,0.0384999999999999,0.0339999999999999,0.0464999999999999,0.0504999999999999,0.03725,0.05875,0.0354999999999999,0.076,0.0685,0.0584999999999999,0.029,0.0389999999999999
"Kite Runner, The (2007)",0.8227500000000001,0.8632500000000001,0.8227500000000001,0.8227500000000001,0.78,0.8022499999999999,0.69925,0.9545,0.8027500000000001,0.8022499999999999,0.69925,0.62925,0.5835,0.57,0.786,0.8600000000000001,0.8022499999999999,0.4619999999999999,0.4835,0.98425,0.8022499999999999,0.3914999999999999,0.507,0.20775,0.652,0.27275,0.3645,0.1352499999999999,0.2514999999999999,0.35275,0.39,0.89375,0.253,0.20775,0.3502499999999999,0.25175,0.3279999999999999,0.3692499999999999,0.407,0.3735,0.2614999999999999,0.174,0.14975,0.22975,0.32675,0.344,0.2249999999999999,0.2875,0.503,0.2644999999999999,0.17825,0.10375,0.18425,0.209,0.297,0.16375,0.3472499999999999,0.17375,0.24425,0.2987499999999999,0.1312499999999999,0.309,0.266,0.1385,0.1579999999999999,0.209,0.1795,0.15125,0.14225,0.21375,0.23125,0.1445,0.14775,0.077,0.1064999999999999,0.2624999999999999,0.1505,0.1704999999999999,0.10925,0.14375,0.385,0.1945,0.11225,0.1535,0.12375,0.2045,0.05725,0.1327499999999999,0.16625,0.0632499999999999,0.0479999999999999,0.0905,0.0454999999999999,0.12275,0.1084999999999999,0.1069999999999999,0.0815,0.0519999999999999,0.079,0.0835,0.0675,0.04925,0.066,0.14,0.1089999999999999,0.0687499999999999,0.09575,0.03925,0.1992499999999999,0.0775,0.10075,0.1485,0.0569999999999999,0.09325,0.1154999999999999,0.11475,0.1599999999999999,0.0665,0.26075,0.0895,0.0319999999999999,0.0727499999999999,0.0705,0.04525,0.2905,0.09475,0.05375,0.071,0.05475,0.1335,0.06125,0.0685,0.0574999999999999,0.0349999999999999,0.1297499999999999,0.0645,0.122,0.08775,0.059,0.0409999999999999,0.0245,0.0282499999999999,0.06125,0.0802499999999999,0.0682499999999999,0.03,0.0832499999999999,0.09525,0.03025
Like Stars on Earth (Taare Zameen Par) (2007),0.8772500000000001,0.8772500000000001,0.8345,0.85225,0.8507499999999999,0.8574999999999999,0.8772500000000001,0.8507499999999999,0.8214999999999999,0.8154999999999999,0.85225,0.8772500000000001,0.6375,0.5975,0.49075,0.971,0.476,0.72625,0.85225,0.519,0.403,0.95775,0.39375,0.7625,0.546,0.8645,0.371,0.3984999999999999,0.214,0.207,0.488,0.295,0.4785,0.4955,0.311,0.20925,0.776,0.37775,0.38275,0.20875,0.18675,0.1415,0.58125,0.2837499999999999,0.2214999999999999,0.2339999999999999,0.20525,0.2714999999999999,0.9825,0.0807499999999999,0.204,0.2564999999999999,0.1912499999999999,0.1992499999999999,0.247,0.40375,0.24525,0.72925,0.1235,0.1972499999999999,0.0925,0.32775,0.2027499999999999,0.125,0.14725,0.1425,0.126,0.126,0.63225,0.0915,0.0544999999999999,0.16025,0.10375,0.14375,0.21025,0.1282499999999999,0.26075,0.1445,0.1205,0.11875,0.25475,0.2544999999999999,0.10725,0.1265,0.1649999999999999,0.1925,0.25325,0.47,0.205,0.06,0.1205,0.23325,0.0715,0.1257499999999999,0.12475,0.11575,0.2214999999999999,0.0544999999999999,0.0915,0.15025,0.0837499999999999,0.0652499999999999,0.1154999999999999,0.09725,0.28525,0.1392499999999999,0.089,0.1144999999999999,0.1347499999999999,0.0787499999999999,0.2105,0.127,0.0735,0.09125,0.1104999999999999,0.0732499999999999,0.1337499999999999,0.0165,0.05425,0.0519999999999999,0.07,0.09175,0.04725,0.14375,0.1205,0.088,0.0167499999999999,0.0499999999999999,0.1332499999999999,0.08875,0.06225,0.04225,0.0662499999999999,0.0574999999999999,0.09825,0.0524999999999999,0.0379999999999999,0.04775,0.10325,0.03775,0.0277499999999999,0.03575,0.0404999999999999,0.0197499999999999,0.0842499999999999,0.02,0.04525,0.04475,0.0195
Grace Is Gone (2007),0.71625,0.75875,0.71625,0.74575,0.693,0.74575,0.71625,0.693,0.8560000000000001,0.74575,0.69575,0.648,0.64475,0.648,0.4722499999999999,0.37925,0.74575,0.394,0.379,0.3692499999999999,0.74575,0.86775,0.42425,0.254,0.4235,0.91825,0.3169999999999999,0.2544999999999999,0.35,0.9515,0.391,0.79525,0.2835,0.15375,0.27625,0.4745,0.208,0.3655,0.3665,0.1265,0.2704999999999999,0.403,0.1064999999999999,0.38625,0.0807499999999999,0.49575,0.246,0.1815,0.176,0.1922499999999999,0.1129999999999999,0.2194999999999999,0.2425,0.3622499999999999,0.18,0.24075,0.1912499999999999,0.26075,0.2204999999999999,0.22975,0.1725,0.2239999999999999,0.1282499999999999,0.1282499999999999,0.40625,0.243,0.23025,0.10575,0.43625,0.25175,0.132,0.7865,0.26025,0.44625,0.2002499999999999,0.2249999999999999,0.0652499999999999,0.5495,0.0509999999999999,0.1977499999999999,0.2249999999999999,0.3389999999999999,0.246,0.54275,0.09475,0.16075,0.1679999999999999,0.1255,0.089,0.0822499999999999,0.16475,0.1425,0.04675,0.0885,0.05475,0.1175,0.1004999999999999,0.1059999999999999,0.133,0.21,0.11925,0.14625,0.191,0.0875,0.089,0.10925,0.15025,0.11225,0.0767499999999999,0.205,0.09325,0.1445,0.24825,0.09,0.05875,0.0747499999999999,0.1815,0.0662499999999999,0.0549999999999999,0.16675,0.09975,0.0802499999999999,0.0265,0.0742499999999999,0.09925,0.3502499999999999,0.1094999999999999,0.0685,0.0252499999999999,0.03375,0.031,0.1659999999999999,0.0504999999999999,0.03225,0.0484999999999999,0.05575,0.1277499999999999,0.0807499999999999,0.0409999999999999,0.0802499999999999,0.0792499999999999,0.02975,0.0777499999999999,0.04975,0.1099999999999999,0.0404999999999999,0.05825,0.0344999999999999,0.0434999999999999
