movieId,original,mentor,good,runaway,predictable,weird,betrayal,catastrophe,vengeance,culture clash,melancholic,greed,drama,chase,dialogue,life philosophy,fantasy world,adaptation,fight scenes,pornography,independent film,first contact,not funny,weapons,life & death,very funny,teen movie,light,death,family,fun movie,quirky,transformation,dysfunctional family,drinking,unlikely friendships,writers,nudity (full frontal - brief),creativity,childhood,women,classic car,pulp,sexy,absurd,surveillance,sacrifice,computer animation,prejudice,queer,hospital,multiple storylines,irish accent,stereotypes,internet,islam,underrated,alter ego,small town,doctors,new jersey,farce,california,road movie,mad scientist,memory,period piece,survival,notable nudity,british,indians,camp,too long,bollywood,film noir,hip hop,hotel,alternate history,dreams,divorce,stand-up comedy,nudity (rear),addiction,blindness,prison,interracial romance,wartime,simple,good music,island,brothers,kidnapping,immortality,atheism,adoption,wilderness,texas,80s,finnish,cancer,awesome soundtrack,god,remake,nudity (topless - brief),censorship,race,new york city,stoner movie,1930s,no plot,workplace,lawyer,tokyo,russian,made for tv,australia,foul language,directorial debut,shopping,ghosts/afterlife,ensemble cast,single father,unlikeable characters,reality tv,robert downey jr,radio,kick-butt women,homeless,fashion,los angeles,san francisco,desert,too short,hunting,goth,father daughter relationship,graphic novel,trilogy,documentary,wine,prostitution,snakes,time,oil,buddy movie,potential oscar nom,best of 2005,french,rebellion
Wendigo (2001),0.8640000000000001,0.3794999999999999,0.427,0.8799999999999999,0.732,0.873,0.5205,0.37375,0.54425,0.4287499999999999,0.543,0.64,0.4489999999999999,0.29125,0.541,0.277,0.3225,0.3319999999999999,0.33275,0.48475,0.40425,0.2997499999999999,0.34475,0.2827499999999999,0.21225,0.2095,0.1257499999999999,0.254,0.36475,0.56,0.237,0.427,0.20825,0.69475,0.16475,0.2125,0.3625,0.24925,0.2239999999999999,0.1624999999999999,0.11775,0.16725,0.237,0.252,0.33075,0.138,0.08975,0.1669999999999999,0.0795,0.1445,0.3265,0.25475,0.1109999999999999,0.16125,0.1282499999999999,0.0895,0.08675,0.1644999999999999,0.14075,0.3735,0.177,0.1785,0.24625,0.35,0.54325,0.14775,0.074,0.088,0.08775,0.0627499999999999,0.4297499999999999,0.11775,0.18275,0.0657499999999999,0.147,0.16625,0.11175,0.118,0.154,0.09575,0.1119999999999999,0.3105,0.09925,0.083,0.10575,0.0685,0.0489999999999999,0.10975,0.0725,0.0529999999999999,0.0755,0.11425,0.06225,0.065,0.12375,0.294,0.15,0.11375,0.0334999999999999,0.04675,0.087,0.1029999999999999,0.0529999999999999,0.1372499999999999,0.0832499999999999,0.0374999999999999,0.212,0.1385,0.0625,0.073,0.1235,0.0292499999999999,0.0935,0.0464999999999999,0.031,0.05575,0.1225,0.1335,0.0464999999999999,0.0509999999999999,0.0807499999999999,0.03425,0.0842499999999999,0.0574999999999999,0.0715,0.1119999999999999,0.0837499999999999,0.11175,0.0549999999999999,0.087,0.0384999999999999,0.10375,0.021,0.0939999999999999,0.0647499999999999,0.05475,0.202,0.068,0.0419999999999999,0.0424999999999999,0.073,0.05375,0.06,0.0429999999999999,0.0504999999999999,0.0605,0.04725,0.0424999999999999,0.0464999999999999
"Lone Ranger, The (1956)",0.57375,0.47175,0.31525,0.401,0.3195,0.264,0.5205,0.4545,0.8494999999999999,0.3804999999999999,0.24725,0.409,0.215,0.33375,0.30125,0.4105,0.1922499999999999,0.25725,0.35675,0.11675,0.25975,0.21225,0.33725,0.33375,0.3149999999999999,0.23325,0.15225,0.1987499999999999,0.125,0.26075,0.26625,0.1295,0.17725,0.10575,0.17175,0.2594999999999999,0.1054999999999999,0.09975,0.1262499999999999,0.72875,0.09475,0.1365,0.1684999999999999,0.08775,0.10825,0.0802499999999999,0.217,0.26075,0.551,0.174,0.1059999999999999,0.0795,0.1425,0.1377499999999999,0.079,0.04375,0.1019999999999999,0.72675,0.1699999999999999,0.23025,0.142,0.08925,0.2825,0.0605,0.09325,0.05425,0.118,0.0534999999999999,0.25175,0.0314999999999999,0.982,0.09325,0.1987499999999999,0.09575,0.0949999999999999,0.0615,0.0847499999999999,0.0707499999999999,0.0732499999999999,0.0672499999999999,0.13,0.138,0.04675,0.0414999999999999,0.0677499999999999,0.0832499999999999,0.1347499999999999,0.1029999999999999,0.22425,0.071,0.26675,0.04525,0.089,0.04275,0.09425,0.1134999999999999,0.272,0.0812499999999999,0.50775,0.03025,0.05125,0.0444999999999999,0.076,0.0384999999999999,0.03825,0.246,0.1024999999999999,0.0647499999999999,0.2485,0.1257499999999999,0.0489999999999999,0.0464999999999999,0.0647499999999999,0.05625,0.0319999999999999,0.02,0.04175,0.0305,0.0305,0.0409999999999999,0.0499999999999999,0.0805,0.021,0.119,0.02,0.257,0.0529999999999999,0.0344999999999999,0.05075,0.0177499999999999,0.069,0.04975,0.04775,0.1059999999999999,0.0275,0.0222499999999999,0.029,0.0429999999999999,0.0087499999999999,0.0142499999999999,0.03025,0.0324999999999999,0.14225,0.0217499999999999,0.04425,0.03725,0.0177499999999999,0.03625,0.0145
Black Like Me (1964),0.632,0.54375,0.61275,0.376,0.395,0.483,0.3379999999999999,0.43525,0.53925,0.37575,0.31425,0.24475,0.24475,0.2475,0.2554999999999999,0.66325,0.2674999999999999,0.997,0.206,0.4315,0.3289999999999999,0.33075,0.30825,0.1735,0.44175,0.3005,0.123,0.2375,0.2015,0.1624999999999999,0.1275,0.1644999999999999,0.18225,0.10225,0.50425,0.12025,0.2895,0.67275,0.352,0.1835,0.56525,0.1967499999999999,0.1835,0.1805,0.132,0.141,0.16225,0.15475,0.8932500000000001,0.5375,0.29525,0.12275,0.0677499999999999,0.3329999999999999,0.124,0.11725,0.1455,0.0875,0.25925,0.0832499999999999,0.2375,0.0539999999999999,0.146,0.16975,0.1564999999999999,0.1604999999999999,0.1505,0.22025,0.09275,0.031,0.1004999999999999,0.2304999999999999,0.1395,0.059,0.3289999999999999,0.10325,0.086,0.15975,0.0625,0.091,0.0665,0.296,0.146,0.0855,0.0519999999999999,0.4405,0.1397499999999999,0.10125,0.0845,0.15575,0.0745,0.05425,0.073,0.15925,0.1455,0.0655,0.198,0.05675,0.0257499999999999,0.1205,0.04075,0.05675,0.0177499999999999,0.3804999999999999,0.0722499999999999,0.33225,0.0242499999999999,0.0737499999999999,0.0875,0.04375,0.11625,0.03425,0.0389999999999999,0.33075,0.0534999999999999,0.0192499999999999,0.0384999999999999,0.02975,0.05325,0.0265,0.05725,0.022,0.0625,0.05375,0.069,0.0207499999999999,0.081,0.09,0.0767499999999999,0.0267499999999999,0.03725,0.0257499999999999,0.0232499999999999,0.10575,0.0494999999999999,0.03075,0.0772499999999999,0.0165,0.021,0.0404999999999999,0.0409999999999999,0.0222499999999999,0.06,0.0125,0.03925,0.04625,0.0237499999999999,0.026,0.1215
"Jo Jo Dancer, Your Life is Calling (1986)",0.7255,0.831,0.485,0.476,0.5175,0.3472499999999999,0.4802499999999999,0.4345,0.4802499999999999,0.476,0.28925,0.32625,0.528,0.3419999999999999,0.31875,0.471,0.2965,0.3369999999999999,0.3419999999999999,0.528,0.37775,0.3195,0.28625,0.3419999999999999,0.54525,0.4145,0.2885,0.24725,0.207,0.25175,0.289,0.22325,0.27825,0.20375,0.3055,0.57425,0.31425,0.3824999999999999,0.2594999999999999,0.39725,0.1362499999999999,0.1674999999999999,0.2015,0.21125,0.1594999999999999,0.131,0.128,0.25175,0.37775,0.16675,0.61375,0.2135,0.1392499999999999,0.17625,0.12025,0.37775,0.248,0.2897499999999999,0.188,0.14075,0.33275,0.1392499999999999,0.11375,0.1144999999999999,0.0845,0.1149999999999999,0.064,0.289,0.1387499999999999,0.0504999999999999,0.0685,0.0852499999999999,0.0805,0.03825,0.1139999999999999,0.09975,0.10575,0.1059999999999999,0.133,0.0752499999999999,0.38675,0.213,0.39825,0.0845,0.1375,0.05125,0.09075,0.10525,0.0785,0.0324999999999999,0.03425,0.21125,0.05525,0.10025,0.06125,0.28425,0.0735,0.1485,0.0215,0.0935,0.066,0.0499999999999999,0.1044999999999999,0.126,0.11975,0.128,0.20325,0.12325,0.076,0.04075,0.149,0.04225,0.0777499999999999,0.03475,0.08725,0.0125,0.17975,0.2837499999999999,0.05575,0.209,0.0627499999999999,0.0267499999999999,0.119,0.03675,0.0265,0.0354999999999999,0.0399999999999999,0.11175,0.0399999999999999,0.04075,0.04875,0.0265,0.05125,0.091,0.05075,0.05475,0.0187499999999999,0.0797499999999999,0.05525,0.0172499999999999,0.1307499999999999,0.03825,0.0584999999999999,0.0295,0.2977499999999999,0.03175,0.0227499999999999,0.0339999999999999,0.09175
"Zombie Lake (Lac des morts vivants, Le) (Zombies Lake) (Lake of the Living Dead, The) (1981)",0.8607499999999999,0.42525,0.26075,0.26825,0.663,0.64175,0.2977499999999999,0.397,0.48975,0.2997499999999999,0.5355,0.2997499999999999,0.2997499999999999,0.428,0.4247499999999999,0.307,0.3315,0.2877499999999999,0.644,0.69575,0.16675,0.354,0.3472499999999999,0.354,0.1937499999999999,0.2684999999999999,0.2614999999999999,0.37675,0.278,0.2504999999999999,0.23475,0.27875,0.183,0.18625,0.3425,0.17625,0.2135,0.20725,0.17425,0.24775,0.6565,0.18275,0.53625,0.64225,0.288,0.10125,0.39825,0.24775,0.1054999999999999,0.15525,0.1205,0.1905,0.22025,0.147,0.1614999999999999,0.09675,0.0242499999999999,0.10175,0.11975,0.0777499999999999,0.2035,0.20925,0.1775,0.1287499999999999,0.37675,0.12375,0.0677499999999999,0.15675,0.067,0.0964999999999999,0.0822499999999999,0.3834999999999999,0.21175,0.04125,0.1372499999999999,0.1574999999999999,0.04475,0.1332499999999999,0.09475,0.05875,0.125,0.0559999999999999,0.0675,0.0685,0.0822499999999999,0.05525,0.4535,0.208,0.06025,0.3595,0.0494999999999999,0.0539999999999999,0.1574999999999999,0.1674999999999999,0.1357499999999999,0.1257499999999999,0.04825,0.15025,0.03075,0.0339999999999999,0.09825,0.1674999999999999,0.092,0.0195,0.10275,0.0379999999999999,0.0344999999999999,0.0852499999999999,0.0569999999999999,0.1604999999999999,0.06,0.0227499999999999,0.1175,0.0404999999999999,0.04175,0.03225,0.0662499999999999,0.0434999999999999,0.0635,0.0554999999999999,0.04675,0.0167499999999999,0.05075,0.28025,0.0489999999999999,0.0404999999999999,0.09525,0.05275,0.0727499999999999,0.03125,0.0354999999999999,0.06075,0.03375,0.11275,0.1292499999999999,0.0394999999999999,0.0285,0.0554999999999999,0.03825,0.0564999999999999,0.05475,0.2485,0.03825,0.0374999999999999,0.0287499999999999,0.03,0.0369999999999999,0.1825,0.0205
"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane) (1980)",0.702,0.3265,0.544,0.43875,0.45775,0.957,0.3612499999999999,0.3924999999999999,0.38125,0.59225,0.57475,0.59175,0.3522499999999999,0.2614999999999999,0.544,0.2095,0.31525,0.3652499999999999,0.2485,0.213,0.251,0.24975,0.2624999999999999,0.24975,0.4285,0.3685,0.0944999999999999,0.544,0.138,0.077,0.14375,0.281,0.34375,0.17625,0.1699999999999999,0.1014999999999999,0.18075,0.1644999999999999,0.08975,0.0837499999999999,0.0554999999999999,0.1327499999999999,0.1945,0.0685,0.2917499999999999,0.1322499999999999,0.4972499999999999,0.1114999999999999,0.1634999999999999,0.11675,0.26875,0.16525,0.4097499999999999,0.03625,0.073,0.1375,0.4495,0.1795,0.0722499999999999,0.42925,0.0474999999999999,0.3495,0.3045,0.0915,0.17525,0.0559999999999999,0.1119999999999999,0.0782499999999999,0.05075,0.0767499999999999,0.0672499999999999,0.154,0.1594999999999999,0.03525,0.09525,0.0212499999999999,0.1335,0.09875,0.0444999999999999,0.0272499999999999,0.0852499999999999,0.0842499999999999,0.0509999999999999,0.069,0.0727499999999999,0.018,0.06225,0.09625,0.093,0.067,0.0642499999999999,0.0222499999999999,0.132,0.55975,0.0735,0.33875,0.03225,0.133,0.0339999999999999,0.1604999999999999,0.1609999999999999,0.9045,0.0022499999999999,0.0439999999999999,0.1267499999999999,0.066,0.0549999999999999,0.06225,0.0755,0.0197499999999999,0.1365,0.0125,0.0717499999999999,0.0429999999999999,0.0645,0.064,0.062,0.3129999999999999,0.0197499999999999,0.0489999999999999,0.091,0.0107499999999999,0.0242499999999999,0.05675,0.0574999999999999,0.0282499999999999,0.0282499999999999,0.0207499999999999,0.0115,0.0359999999999999,0.0197499999999999,0.2244999999999999,0.0295,0.0554999999999999,0.0544999999999999,0.024,0.0232499999999999,0.04325,0.024,0.03825,0.0195,0.019,0.07,0.064,0.0207499999999999,0.011,0.015,0.0227499999999999,0.069
"Ghost Breakers, The (1940)",0.53925,0.29325,0.25675,0.7902499999999999,0.254,0.4175,0.76475,0.377,0.374,0.1877499999999999,0.617,0.3662499999999999,0.1664999999999999,0.4357499999999999,0.21975,0.2624999999999999,0.188,0.1402499999999999,0.16925,0.173,0.1972499999999999,0.2314999999999999,0.2274999999999999,0.3309999999999999,0.272,0.5185,0.10825,0.237,0.2007499999999999,0.08775,0.1669999999999999,0.11925,0.45475,0.0584999999999999,0.1972499999999999,0.0954999999999999,0.2035,0.1745,0.17425,0.1634999999999999,0.03675,0.546,0.153,0.1745,0.125,0.0767499999999999,0.04525,0.1024999999999999,0.0717499999999999,0.1154999999999999,0.09825,0.0837499999999999,0.1997499999999999,0.2284999999999999,0.04925,0.05925,0.24275,0.0735,0.10875,0.12425,0.0379999999999999,0.2199999999999999,0.12275,0.4217499999999999,0.4469999999999999,0.1215,0.03575,0.04425,0.03625,0.0984999999999999,0.03375,0.1312499999999999,0.14975,0.4024999999999999,0.2145,0.0285,0.64275,0.0645,0.0665,0.03625,0.0667499999999999,0.04475,0.0642499999999999,0.26075,0.05275,0.0237499999999999,0.077,0.04875,0.0344999999999999,0.344,0.0605,0.12125,0.42425,0.072,0.04475,0.0832499999999999,0.015,0.0379999999999999,0.0822499999999999,0.0192499999999999,0.0692499999999999,0.0157499999999999,0.0865,0.0237499999999999,0.03475,0.028,0.0635,0.04225,0.0404999999999999,0.0212499999999999,0.03925,0.0225,0.1679999999999999,0.06025,0.0459999999999999,0.0172499999999999,0.0207499999999999,0.0439999999999999,0.04425,0.4435,0.04025,0.0185,0.018,0.0255,0.0125,0.75475,0.0319999999999999,0.0275,0.0257499999999999,0.0285,0.05525,0.0202499999999999,0.0172499999999999,0.0117499999999999,0.1099999999999999,0.0147499999999999,0.26375,0.019,0.0127499999999999,0.251,0.03475,0.0484999999999999,0.03275,0.0197499999999999,0.0145,0.0145,0.0172499999999999,0.022,0.0137499999999999
"Watcher in the Woods, The (1980)",0.66725,0.38875,0.4645,0.7577499999999999,0.48475,0.4669999999999999,0.25075,0.4535,0.302,0.28525,0.3229999999999999,0.34575,0.24875,0.616,0.3219999999999999,0.2284999999999999,0.776,0.31375,0.272,0.1942499999999999,0.11375,0.48475,0.382,0.48475,0.1302499999999999,0.21125,0.36075,0.345,0.1352499999999999,0.4935,0.258,0.124,0.303,0.14475,0.0984999999999999,0.10425,0.1255,0.1164999999999999,0.181,0.3672499999999999,0.1009999999999999,0.566,0.1684999999999999,0.09875,0.09325,0.25075,0.33725,0.3672499999999999,0.0805,0.121,0.1367499999999999,0.154,0.1604999999999999,0.11725,0.1332499999999999,0.11375,0.2815,0.10075,0.2239999999999999,0.1977499999999999,0.09175,0.0635,0.1455,0.2694999999999999,0.24525,0.1555,0.0584999999999999,0.089,0.05975,0.0939999999999999,0.12275,0.1982499999999999,0.12325,0.0434999999999999,0.09875,0.0742499999999999,0.1689999999999999,0.149,0.1079999999999999,0.06175,0.0652499999999999,0.0605,0.0504999999999999,0.17975,0.0645,0.05875,0.05475,0.075,0.15675,0.1365,0.04525,0.15675,0.05725,0.03575,0.1689999999999999,0.214,0.0434999999999999,0.3105,0.0292499999999999,0.0187499999999999,0.0637499999999999,0.0344999999999999,0.06,0.0262499999999999,0.04475,0.0787499999999999,0.0569999999999999,0.0735,0.1154999999999999,0.1164999999999999,0.0489999999999999,0.04025,0.0292499999999999,0.0615,0.0554999999999999,0.0707499999999999,0.03025,0.066,0.0652499999999999,0.1714999999999999,0.04725,0.0895,0.0559999999999999,0.029,0.0364999999999999,0.0334999999999999,0.0454999999999999,0.0205,0.09575,0.0262499999999999,0.06075,0.0444999999999999,0.0915,0.0994999999999999,0.1267499999999999,0.1292499999999999,0.0205,0.0252499999999999,0.0212499999999999,0.0509999999999999,0.03225,0.0655,0.0334999999999999,0.04875,0.0247499999999999,0.03375,0.0205,0.0227499999999999,0.015
"Aviator, The (1985)",0.5765,0.8747499999999999,0.69575,0.625,0.45325,0.265,0.381,0.486,0.4615,0.3442499999999999,0.4375,0.49775,0.3399999999999999,0.2634999999999999,0.27525,0.277,0.22675,0.20625,0.27775,0.1805,0.25025,0.45325,0.3349999999999999,0.2249999999999999,0.581,0.244,0.417,0.244,0.59625,0.0949999999999999,0.23375,0.18475,0.2254999999999999,0.15175,0.2704999999999999,0.21025,0.22175,0.10975,0.15625,0.14375,0.2264999999999999,0.1684999999999999,0.1629999999999999,0.1159999999999999,0.124,0.11125,0.25025,0.16275,0.25025,0.17075,0.1619999999999999,0.16025,0.24425,0.5635,0.09925,0.2294999999999999,0.065,0.1599999999999999,0.18075,0.0682499999999999,0.3844999999999999,0.0875,0.2105,0.132,0.072,0.0765,0.09025,0.268,0.128,0.20925,0.142,0.05525,0.1372499999999999,0.32675,0.10325,0.0257499999999999,0.03775,0.15375,0.09625,0.0697499999999999,0.0359999999999999,0.1205,0.1297499999999999,0.0817499999999999,0.11125,0.074,0.2294999999999999,0.081,0.0954999999999999,0.11425,0.0835,0.04175,0.18375,0.0767499999999999,0.134,0.069,0.1104999999999999,0.082,0.1644999999999999,0.2694999999999999,0.0652499999999999,0.0524999999999999,0.0344999999999999,0.03,0.0499999999999999,0.2855,0.03375,0.1084999999999999,0.2825,0.0165,0.0504999999999999,0.0205,0.1154999999999999,0.03825,0.2395,0.0394999999999999,0.17825,0.0404999999999999,0.0692499999999999,0.085,0.04325,0.3572499999999999,0.04575,0.11125,0.0707499999999999,0.1335,0.2734999999999999,0.1362499999999999,0.0459999999999999,0.03275,0.05975,0.0672499999999999,0.56475,0.05525,0.0534999999999999,0.3522499999999999,0.0384999999999999,0.03,0.0865,0.03425,0.064,0.0217499999999999,0.03775,0.184,0.028,0.0369999999999999,0.0314999999999999,0.0197499999999999,0.0374999999999999
"Temp, The (1993)",0.72475,0.71775,0.5925,0.62975,0.726,0.6945,0.5925,0.45175,0.3884999999999999,0.29225,0.39675,0.40825,0.23875,0.65175,0.39225,0.3555,0.3725,0.3239999999999999,0.3057499999999999,0.3884999999999999,0.1885,0.3552499999999999,0.359,0.253,0.605,0.2684999999999999,0.2105,0.34775,0.28425,0.25475,0.764,0.4389999999999999,0.20675,0.173,0.10375,0.185,0.1955,0.297,0.236,0.1805,0.2915,0.247,0.375,0.5865,0.194,0.5925,0.2234999999999999,0.18075,0.10225,0.18075,0.275,0.197,0.25375,0.3532499999999999,0.23575,0.1009999999999999,0.1902499999999999,0.1917499999999999,0.1074999999999999,0.1322499999999999,0.1064999999999999,0.12375,0.2465,0.293,0.32725,0.148,0.0842499999999999,0.1302499999999999,0.3655,0.0994999999999999,0.0785,0.67875,0.3067499999999999,0.10775,0.10275,0.0727499999999999,0.147,0.2085,0.10225,0.138,0.0989999999999999,0.50175,0.0707499999999999,0.16175,0.1014999999999999,0.1455,0.05675,0.085,0.074,0.1039999999999999,0.0717499999999999,0.3047499999999999,0.10575,0.1215,0.0605,0.141,0.0524999999999999,0.10725,0.03575,0.0489999999999999,0.11375,0.0559999999999999,0.1297499999999999,0.17275,0.0865,0.05775,0.0745,0.063,0.0404999999999999,0.2977499999999999,0.18325,0.1064999999999999,0.0652499999999999,0.04925,0.076,0.04475,0.04775,0.0657499999999999,0.1579999999999999,0.0305,0.05725,0.04325,0.1114999999999999,0.1649999999999999,0.11075,0.09575,0.071,0.0775,0.1372499999999999,0.0935,0.16625,0.0344999999999999,0.03125,0.0454999999999999,0.0642499999999999,0.04275,0.04075,0.0454999999999999,0.0202499999999999,0.05475,0.04625,0.0439999999999999,0.04925,0.03675,0.16825,0.04575,0.016,0.03325,0.02975
Deuces Wild (2002),0.715,0.64175,0.37575,0.28925,0.5935,0.3299999999999999,0.603,0.4277499999999999,0.603,0.3904999999999999,0.3299999999999999,0.347,0.3904999999999999,0.3924999999999999,0.39325,0.44625,0.3065,0.302,0.69225,0.2827499999999999,0.1139999999999999,0.31475,0.3565,0.367,0.2445,0.2435,0.6125,0.17825,0.22925,0.2855,0.53625,0.16675,0.1987499999999999,0.2015,0.10725,0.1815,0.2845,0.206,0.12175,0.1674999999999999,0.1079999999999999,0.2385,0.2105,0.0984999999999999,0.15525,0.072,0.14075,0.205,0.3189999999999999,0.14925,0.1855,0.2027499999999999,0.2002499999999999,0.28725,0.16375,0.1019999999999999,0.0642499999999999,0.146,0.06225,0.0915,0.521,0.08675,0.1629999999999999,0.0657499999999999,0.11825,0.1302499999999999,0.084,0.0797499999999999,0.0994999999999999,0.073,0.0827499999999999,0.10875,0.1297499999999999,0.08825,0.10075,0.251,0.0785,0.141,0.0762499999999999,0.0652499999999999,0.09875,0.1679999999999999,0.27925,0.10025,0.23625,0.0549999999999999,0.0812499999999999,0.0845,0.09725,0.0787499999999999,0.15575,0.03425,0.0579999999999999,0.0777499999999999,0.091,0.21175,0.05475,0.1475,0.025,0.05475,0.16625,0.125,0.14825,0.0959999999999999,0.0635,0.05525,0.48675,0.16875,0.09825,0.12,0.0635,0.0359999999999999,0.0712499999999999,0.09125,0.0735,0.0682499999999999,0.11475,0.0529999999999999,0.0772499999999999,0.0374999999999999,0.0895,0.0677499999999999,0.18225,0.0645,0.1235,0.0474999999999999,0.0745,0.0954999999999999,0.0745,0.1149999999999999,0.05625,0.0424999999999999,0.05575,0.0157499999999999,0.0424999999999999,0.0364999999999999,0.0797499999999999,0.04525,0.0157499999999999,0.0172499999999999,0.0434999999999999,0.04975,0.0735,0.027,0.0732499999999999,0.0915,0.025,0.0227499999999999,0.0319999999999999
"Mystic Masseur, The (2001)",0.60875,0.51125,0.48375,0.4935,0.3615,0.63675,0.405,0.48375,0.2714999999999999,0.4935,0.45575,0.405,0.356,0.17025,0.3075,0.18675,0.53275,0.87775,0.42125,0.45675,0.4389999999999999,0.255,0.3145,0.2204999999999999,0.25325,0.23625,0.09725,0.37075,0.1887499999999999,0.1034999999999999,0.1755,0.25,0.2035,0.1475,0.207,0.1347499999999999,0.437,0.1609999999999999,0.54675,0.487,0.09825,0.10275,0.16025,0.09275,0.15,0.05625,0.1835,0.26025,0.4705,0.133,0.1315,0.1987499999999999,0.12,0.0817499999999999,0.0549999999999999,0.2857499999999999,0.15325,0.42125,0.1064999999999999,0.0574999999999999,0.1699999999999999,0.17525,0.0722499999999999,0.14725,0.15025,0.3225,0.3984999999999999,0.182,0.06125,0.14925,0.8892500000000001,0.0454999999999999,0.15325,0.522,0.11175,0.61375,0.0777499999999999,0.09025,0.2339999999999999,0.0785,0.068,0.1267499999999999,0.0687499999999999,0.0702499999999999,0.0645,0.14225,0.0705,0.1089999999999999,0.0815,0.1977499999999999,0.067,0.0852499999999999,0.0534999999999999,0.172,0.2234999999999999,0.0409999999999999,0.081,0.019,0.11525,0.1089999999999999,0.0815,0.2055,0.0454999999999999,0.06125,0.125,0.0384999999999999,0.0215,0.0404999999999999,0.11475,0.04525,0.11725,0.0394999999999999,0.05725,0.1069999999999999,0.2405,0.05275,0.0177499999999999,0.04125,0.0287499999999999,0.0305,0.09875,0.021,0.075,0.0215,0.133,0.05175,0.068,0.0735,0.0469999999999999,0.0197499999999999,0.0364999999999999,0.03,0.0255,0.069,0.05975,0.0657499999999999,0.527,0.0524999999999999,0.011,0.0349999999999999,0.0479999999999999,0.0272499999999999,0.0282499999999999,0.0112499999999999,0.0232499999999999,0.0632499999999999,0.077,0.0797499999999999,0.0232499999999999
White Fang 2: Myth of the White Wolf (1994),0.66425,0.4044999999999999,0.50125,0.4905,0.572,0.1965,0.259,0.43775,0.27475,0.3642499999999999,0.308,0.1619999999999999,0.259,0.46675,0.2465,0.3419999999999999,0.59825,0.2095,0.26825,0.149,0.3692499999999999,0.387,0.32925,0.26825,0.1679999999999999,0.24225,0.4367499999999999,0.1245,0.17375,0.58325,0.194,0.155,0.1992499999999999,0.09825,0.09325,0.4085,0.14975,0.2309999999999999,0.176,0.23625,0.18225,0.18275,0.1945,0.118,0.1327499999999999,0.1084999999999999,0.3692499999999999,0.23625,0.3692499999999999,0.12475,0.10425,0.0875,0.129,0.21825,0.1029999999999999,0.071,0.0817499999999999,0.0747499999999999,0.09425,0.0747499999999999,0.1004999999999999,0.0837499999999999,0.05675,0.15625,0.061,0.09225,0.0989999999999999,0.36275,0.11325,0.2455,0.9905,0.1714999999999999,0.142,0.069,0.1104999999999999,0.0954999999999999,0.0959999999999999,0.0822499999999999,0.27225,0.04525,0.05875,0.17725,0.0667499999999999,0.0825,0.0745,0.2965,0.0807499999999999,0.062,0.05875,0.1755,0.1019999999999999,0.12075,0.0935,0.0827499999999999,0.1835,0.26125,0.0514999999999999,0.06075,0.0797499999999999,0.03425,0.05725,0.0827499999999999,0.1805,0.06125,0.0369999999999999,0.12025,0.0404999999999999,0.073,0.0625,0.092,0.0662499999999999,0.0242499999999999,0.0314999999999999,0.04125,0.17675,0.15175,0.0195,0.03625,0.0245,0.0989999999999999,0.0389999999999999,0.0605,0.03325,0.0747499999999999,0.0232499999999999,0.10575,0.0605,0.14625,0.027,0.03825,0.609,0.0255,0.0692499999999999,0.04675,0.0245,0.0217499999999999,0.02,0.03375,0.0057499999999999,0.0237499999999999,0.03475,0.0569999999999999,0.0657499999999999,0.16275,0.0295,0.0255,0.01,0.027,0.0222499999999999
Devil Doll (1964),0.7725,0.44825,0.56625,0.5215,0.7995000000000001,0.56625,0.278,0.40125,0.3249999999999999,0.56625,0.5435,0.48175,0.56625,0.308,0.29025,0.247,0.33325,0.3924999999999999,0.286,0.34275,0.2045,0.29325,0.33275,0.25375,0.2654999999999999,0.2214999999999999,0.48775,0.21975,0.53675,0.38125,0.201,0.26525,0.124,0.2155,0.2554999999999999,0.2022499999999999,0.33625,0.1425,0.09225,0.16475,0.23175,0.3117499999999999,0.5295,0.1699999999999999,0.183,0.0807499999999999,0.199,0.19,0.087,0.14925,0.33225,0.3445,0.1302499999999999,0.3712499999999999,0.0767499999999999,0.0905,0.0369999999999999,0.1855,0.10425,0.1342499999999999,0.1034999999999999,0.1735,0.1257499999999999,0.09025,0.32275,0.1079999999999999,0.18125,0.05325,0.1149999999999999,0.246,0.2002499999999999,0.135,0.267,0.09725,0.3622499999999999,0.07,0.0717499999999999,0.1445,0.16525,0.0469999999999999,0.1365,0.04425,0.0787499999999999,0.09025,0.122,0.1589999999999999,0.12075,0.0715,0.0722499999999999,0.26825,0.06025,0.03825,0.0685,0.0979999999999999,0.12375,0.0677499999999999,0.11725,0.0657499999999999,0.0339999999999999,0.0459999999999999,0.0722499999999999,0.0979999999999999,0.24475,0.0504999999999999,0.1039999999999999,0.0632499999999999,0.0792499999999999,0.1235,0.087,0.10725,0.04975,0.05725,0.0499999999999999,0.04075,0.04375,0.0205,0.0374999999999999,0.04325,0.05325,0.1059999999999999,0.04425,0.0554999999999999,0.0544999999999999,0.073,0.0389999999999999,0.062,0.093,0.0772499999999999,0.0319999999999999,0.0439999999999999,0.0379999999999999,0.0319999999999999,0.07,0.0092499999999999,0.0677499999999999,0.0414999999999999,0.0167499999999999,0.0222499999999999,0.0205,0.3814999999999999,0.084,0.0732499999999999,0.03275,0.0369999999999999,0.0667499999999999,0.0707499999999999,0.025,0.0265,0.0202499999999999
