movieId,good,teen movie,very funny,original,predictable,family,catastrophe,melancholic,mentor,women,chase,fun movie,divorce,light,computer animation,stereotypes,dialogue,runaway,culture clash,vengeance,first contact,life philosophy,fantasy world,drama,weird,greed,sexy,adaptation,unlikely friendships,betrayal,transformation,fight scenes,shopping,dysfunctional family,farce,not funny,quirky,writers,pornography,creativity,new york city,drinking,single father,surveillance,internet,hotel,fashion,interracial romance,childhood,life & death,hospital,new jersey,absurd,sacrifice,nudity (full frontal - brief),queer,independent film,weapons,death,doctors,simple,prejudice,multiple storylines,underrated,nudity (rear),california,irish accent,alter ego,pulp,notable nudity,classic car,adoption,san francisco,period piece,remake,british,foul language,too long,small town,wine,islam,workplace,alternate history,island,unlikeable characters,memory,bollywood,lawyer,mad scientist,road movie,dreams,hip hop,camp,no plot,indians,blindness,ghosts/afterlife,survival,awesome soundtrack,father daughter relationship,80s,good music,stand-up comedy,ensemble cast,film noir,wartime,immortality,los angeles,too short,cancer,brothers,race,kick-butt women,atheism,radio,time,prison,stoner movie,addiction,reality tv,buddy movie,1930s,robert downey jr,god,tokyo,nudity (topless - brief),kidnapping,russian,homeless,french,wilderness,censorship,directorial debut,prostitution,australia,made for tv,texas,trilogy,oil,potential oscar nom,goth,finnish,best of 2005,snakes,hunting,desert,rebellion,graphic novel,documentary
Please Don't Eat the Daisies (1960),0.58425,0.53725,0.551,0.61575,0.33725,0.7725,0.5295,0.3582499999999999,0.58225,0.45825,0.74625,0.71025,0.57425,0.6585,0.422,0.16675,0.52025,0.6195,0.58425,0.57325,0.33725,0.27025,0.40725,0.745,0.4812499999999999,0.57325,0.44325,0.524,0.3199999999999999,0.28225,0.367,0.61575,0.55425,0.3285,0.39475,0.3087499999999999,0.15125,0.29825,0.1255,0.289,0.73175,0.2654999999999999,0.36875,0.28225,0.14,0.4639999999999999,0.16725,0.271,0.708,0.25175,0.1272499999999999,0.1619999999999999,0.18525,0.1609999999999999,0.131,0.1257499999999999,0.4742499999999999,0.173,0.133,0.1009999999999999,0.17675,0.11475,0.1887499999999999,0.1099999999999999,0.05375,0.20325,0.138,0.3844999999999999,0.2022499999999999,0.19,0.11375,0.239,0.204,0.28725,0.0574999999999999,0.296,0.1049999999999999,0.11675,0.2045,0.05625,0.1614999999999999,0.0742499999999999,0.0944999999999999,0.0785,0.06,0.155,0.20525,0.1704999999999999,0.186,0.05975,0.2165,0.132,0.0717499999999999,0.1225,0.0822499999999999,0.04875,0.1352499999999999,0.25025,0.1332499999999999,0.09525,0.264,0.7115,0.0544999999999999,0.04875,0.1139999999999999,0.1835,0.0787499999999999,0.0802499999999999,0.0185,0.04125,0.136,0.2194999999999999,0.061,0.0905,0.0895,0.1915,0.11775,0.05575,0.0519999999999999,0.05025,0.0474999999999999,0.1995,0.0524999999999999,0.03175,0.0905,0.0584999999999999,0.11675,0.0665,0.064,0.09675,0.03325,0.0777499999999999,0.0529999999999999,0.04925,0.023,0.0292499999999999,0.0282499999999999,0.1387499999999999,0.0954999999999999,0.028,0.0212499999999999,0.0559999999999999,0.0195,0.0625,0.0757499999999999,0.02,0.026,0.0085,0.03325
"World of Suzie Wong, The (1960)",0.96425,0.7665,0.27075,0.66775,0.368,0.25575,0.44075,0.8035000000000001,0.4519999999999999,0.2855,0.4479999999999999,0.40825,0.2744999999999999,0.5695,0.16875,0.71725,0.34775,0.50275,0.66775,0.50275,0.26525,0.24825,0.3245,0.50275,0.2744999999999999,0.50275,0.17075,0.16275,0.32375,0.27275,0.2784999999999999,0.3047499999999999,0.52725,0.11575,0.27075,0.27225,0.09325,0.092,0.2865,0.198,0.2189999999999999,0.1382499999999999,0.05575,0.27275,0.431,0.404,0.1164999999999999,0.9995,0.1865,0.1099999999999999,0.06125,0.064,0.0822499999999999,0.2594999999999999,0.2694999999999999,0.12425,0.1855,0.2055,0.1009999999999999,0.1569999999999999,0.11575,0.194,0.1505,0.027,0.1599999999999999,0.1272499999999999,0.1074999999999999,0.0682499999999999,0.15075,0.087,0.14675,0.08925,0.142,0.51475,0.28125,0.296,0.0152499999999999,0.2385,0.0469999999999999,0.2365,0.2279999999999999,0.0285,0.15425,0.40175,0.03225,0.0787499999999999,0.0665,0.02,0.0615,0.04925,0.3455,0.0339999999999999,0.062,0.0712499999999999,0.217,0.1684999999999999,0.0247499999999999,0.14,0.1785,0.0082499999999999,0.17075,0.0479999999999999,0.02975,0.0305,0.0845,0.273,0.2425,0.1094999999999999,0.136,0.0569999999999999,0.1034999999999999,0.206,0.10725,0.0334999999999999,0.05875,0.2594999999999999,0.1064999999999999,0.0697499999999999,0.03375,0.04775,0.03675,0.0737499999999999,0.04525,0.0334999999999999,0.0835,0.0349999999999999,0.0225,0.20625,0.0162499999999999,0.0175,0.30125,0.1009999999999999,0.0235,0.5705,0.0205,0.0787499999999999,0.0257499999999999,0.14575,0.2977499999999999,0.023,0.0155,0.0232499999999999,0.0207499999999999,0.33625,0.05875,0.0165,0.1049999999999999,0.0087499999999999,0.0145
"Princess Diaries 2: Royal Engagement, The (2004)",0.6065,0.96325,0.587,0.6285,0.662,0.758,0.61075,0.2495,0.42825,0.4825,0.43775,0.55575,0.6285,0.1892499999999999,0.758,0.3602499999999999,0.43625,0.30025,0.2877499999999999,0.2877499999999999,0.2704999999999999,0.2855,0.56825,0.2877499999999999,0.2495,0.2877499999999999,0.20325,0.41725,0.20475,0.2524999999999999,0.291,0.195,0.2985,0.0812499999999999,0.5355,0.308,0.15725,0.15225,0.11575,0.17925,0.09125,0.0855,0.122,0.303,0.1235,0.15175,0.1654999999999999,0.3037499999999999,0.23725,0.1079999999999999,0.08625,0.0742499999999999,0.1104999999999999,0.12025,0.1195,0.10725,0.0727499999999999,0.18,0.0767499999999999,0.08825,0.09,0.16975,0.17175,0.10275,0.1277499999999999,0.1704999999999999,0.119,0.11025,0.11625,0.09,0.10075,0.2815,0.35575,0.0717499999999999,0.0509999999999999,0.08975,0.05375,0.186,0.0697499999999999,0.133,0.076,0.0519999999999999,0.0805,0.26675,0.07,0.0725,0.12475,0.0645,0.11175,0.0559999999999999,0.1425,0.23925,0.08825,0.25825,0.1335,0.0524999999999999,0.0364999999999999,0.04825,0.11325,0.05625,0.05025,0.0737499999999999,0.0464999999999999,0.04975,0.0815,0.0519999999999999,0.08875,0.0157499999999999,0.1024999999999999,0.06075,0.04675,0.08925,0.0954999999999999,0.0459999999999999,0.0319999999999999,0.024,0.0509999999999999,0.05175,0.0339999999999999,0.03575,0.02,0.0409999999999999,0.05125,0.121,0.05675,0.0105,0.062,0.05475,0.0175,0.023,0.0384999999999999,0.0292499999999999,0.028,0.0319999999999999,0.059,0.0559999999999999,0.0632499999999999,0.03425,0.04075,0.0212499999999999,0.0125,0.0225,0.0155,0.0374999999999999,0.0275,0.0237499999999999,0.0252499999999999,0.04075,0.0132499999999999
Wimbledon (2004),0.9445,0.964,0.552,0.64325,0.71,0.71775,0.6935,0.68375,0.505,0.43025,0.30325,0.5485,0.1709999999999999,0.586,0.71775,0.52775,0.395,0.288,0.32925,0.3415,0.26975,0.32225,0.358,0.3265,0.3185,0.32375,0.405,0.29325,0.18075,0.21025,0.31975,0.3195,0.16275,0.208,0.0837499999999999,0.3225,0.2744999999999999,0.1684999999999999,0.1967499999999999,0.28125,0.0857499999999999,0.1159999999999999,0.245,0.22875,0.3874999999999999,0.243,0.2395,0.2614999999999999,0.12225,0.25675,0.092,0.185,0.0717499999999999,0.272,0.143,0.184,0.11625,0.30325,0.1342499999999999,0.1362499999999999,0.1495,0.1134999999999999,0.15225,0.1315,0.118,0.17775,0.24875,0.15125,0.15,0.1947499999999999,0.131,0.0424999999999999,0.1054999999999999,0.5525,0.0657499999999999,0.5525,0.1169999999999999,0.078,0.1175,0.0875,0.272,0.04725,0.1669999999999999,0.08625,0.05825,0.0775,0.2115,0.0787499999999999,0.0792499999999999,0.0782499999999999,0.1109999999999999,0.0815,0.069,0.1282499999999999,0.0842499999999999,0.10125,0.0825,0.0579999999999999,0.0697499999999999,0.087,0.05425,0.04875,0.0837499999999999,0.0255,0.0852499999999999,0.0815,0.0665,0.0389999999999999,0.1245,0.05775,0.081,0.09575,0.0805,0.092,0.1084999999999999,0.04975,0.066,0.06125,0.11275,0.09875,0.0692499999999999,0.09225,0.118,0.04625,0.0642499999999999,0.0454999999999999,0.0232499999999999,0.0529999999999999,0.03725,0.03425,0.0439999999999999,0.05625,0.05925,0.03825,0.0974999999999999,0.05175,0.05575,0.04925,0.03975,0.04075,0.04125,0.018,0.0935,0.0404999999999999,0.03225,0.0205,0.03125,0.0454999999999999,0.0349999999999999
Bridget Jones: The Edge of Reason (2004),0.7505,0.992,0.68475,0.69,0.6245,0.44825,0.518,0.6875,0.4645,0.57325,0.3199999999999999,0.27575,0.1624999999999999,0.33925,0.3289999999999999,0.28725,0.33275,0.2534999999999999,0.245,0.3055,0.23325,0.3015,0.3015,0.21325,0.2804999999999999,0.21325,0.25975,0.8855,0.20675,0.2324999999999999,0.2189999999999999,0.33375,0.4659999999999999,0.1225,0.245,0.27575,0.271,0.28225,0.2574999999999999,0.23475,0.066,0.15775,0.061,0.17325,0.1262499999999999,0.14675,0.2435,0.199,0.12075,0.17075,0.14225,0.11725,0.4085,0.118,0.2995,0.12225,0.1355,0.14125,0.1312499999999999,0.0905,0.0925,0.235,0.1895,0.125,0.0915,0.05625,0.10425,0.11125,0.127,0.09375,0.1169999999999999,0.085,0.10325,0.26375,0.1347499999999999,0.5645,0.40075,0.0944999999999999,0.06125,0.084,0.083,0.0627499999999999,0.1019999999999999,0.083,0.0359999999999999,0.10225,0.17075,0.46275,0.066,0.0994999999999999,0.0989999999999999,0.0944999999999999,0.121,0.0697499999999999,0.0832499999999999,0.072,0.1049999999999999,0.0509999999999999,0.0969999999999999,0.04075,0.04525,0.1272499999999999,0.0767499999999999,0.03625,0.0852499999999999,0.05175,0.10925,0.0262499999999999,0.0574999999999999,0.062,0.0569999999999999,0.0524999999999999,0.05275,0.0915,0.04325,0.05975,0.25125,0.0672499999999999,0.088,0.0414999999999999,0.0275,0.06,0.031,0.0364999999999999,0.04975,0.0334999999999999,0.0349999999999999,0.0474999999999999,0.03325,0.03425,0.03675,0.03525,0.0559999999999999,0.1034999999999999,0.08775,0.0707499999999999,0.04025,0.0717499999999999,0.0334999999999999,0.0534999999999999,0.03475,0.0282499999999999,0.04425,0.0374999999999999,0.0222499999999999,0.016,0.0205,0.021,0.0225
My Father the Hero (1994),0.253,0.8825000000000001,0.53,0.70175,0.6615,0.5755,0.52225,0.22125,0.4479999999999999,0.7562500000000001,0.4712499999999999,0.21125,0.27475,0.1877499999999999,0.52125,0.15175,0.39775,0.4014999999999999,0.2897499999999999,0.359,0.40725,0.31375,0.5835,0.22075,0.37525,0.22075,0.28725,0.21325,0.2095,0.2624999999999999,0.26775,0.29225,0.4625,0.16675,0.1164999999999999,0.2644999999999999,0.17375,0.1014999999999999,0.22525,0.191,0.0825,0.1049999999999999,0.98375,0.2319999999999999,0.11525,0.239,0.138,0.21325,0.2947499999999999,0.262,0.2654999999999999,0.2465,0.14275,0.128,0.23875,0.1972499999999999,0.09425,0.2345,0.1649999999999999,0.21625,0.062,0.0935,0.28725,0.10475,0.25,0.11575,0.293,0.2345,0.2055,0.1397499999999999,0.2219999999999999,0.2239999999999999,0.1129999999999999,0.0632499999999999,0.67025,0.0865,0.0314999999999999,0.155,0.0504999999999999,0.0247499999999999,0.1325,0.0705,0.18225,0.42125,0.1159999999999999,0.11075,0.10075,0.0235,0.28525,0.0687499999999999,0.1912499999999999,0.0534999999999999,0.14375,0.17725,0.11325,0.0795,0.0504999999999999,0.0677499999999999,0.078,0.42,0.0514999999999999,0.0667499999999999,0.1114999999999999,0.0414999999999999,0.1009999999999999,0.0835,0.08625,0.0489999999999999,0.07,0.0379999999999999,0.069,0.05175,0.0847499999999999,0.0632499999999999,0.04575,0.0334999999999999,0.0857499999999999,0.0722499999999999,0.0662499999999999,0.0354999999999999,0.04125,0.03675,0.03475,0.05175,0.10975,0.05475,0.2005,0.0494999999999999,0.05075,0.2774999999999999,0.03475,0.2395,0.0564999999999999,0.17875,0.04325,0.086,0.0235,0.03675,0.0207499999999999,0.0227499999999999,0.0534999999999999,0.0339999999999999,0.0262499999999999,0.0434999999999999,0.01,0.0625,0.0384999999999999,0.0969999999999999,0.0195
Spanglish (2004),0.62425,0.3555,0.5645,0.672,0.4575,0.82175,0.62425,0.8294999999999999,0.418,0.27925,0.25525,0.27425,0.72325,0.364,0.23125,0.624,0.559,0.41325,0.7757499999999999,0.33925,0.36075,0.3329999999999999,0.31675,0.608,0.33775,0.3984999999999999,0.28075,0.28325,0.608,0.2827499999999999,0.2644999999999999,0.254,0.32325,0.7635000000000001,0.2435,0.38925,0.306,0.4792499999999999,0.2604999999999999,0.24325,0.0795,0.3705,0.50475,0.2165,0.1915,0.1912499999999999,0.0832499999999999,0.3095,0.1795,0.17225,0.15925,0.1664999999999999,0.121,0.252,0.1485,0.177,0.267,0.141,0.1545,0.148,0.132,0.307,0.22375,0.1694999999999999,0.0657499999999999,0.588,0.14975,0.13,0.1287499999999999,0.11875,0.1755,0.28925,0.0727499999999999,0.1195,0.04725,0.1159999999999999,0.1525,0.1317499999999999,0.1327499999999999,0.22425,0.12125,0.155,0.1235,0.1169999999999999,0.1317499999999999,0.0705,0.1485,0.07,0.083,0.08775,0.1019999999999999,0.09,0.0772499999999999,0.0812499999999999,0.24525,0.0795,0.03425,0.0717499999999999,0.0717499999999999,0.4455,0.0677499999999999,0.0745,0.0857499999999999,0.1664999999999999,0.09125,0.0712499999999999,0.0354999999999999,0.7922499999999999,0.0757499999999999,0.10975,0.1545,0.11975,0.1282499999999999,0.0857499999999999,0.04925,0.04025,0.0682499999999999,0.06,0.061,0.078,0.04275,0.0762499999999999,0.0579999999999999,0.05975,0.09675,0.05925,0.0514999999999999,0.0429999999999999,0.04175,0.03425,0.04575,0.0715,0.078,0.0359999999999999,0.05025,0.0489999999999999,0.09875,0.0399999999999999,0.04325,0.0747499999999999,0.0247499999999999,0.0424999999999999,0.15425,0.05625,0.03725,0.04675,0.0434999999999999,0.0489999999999999,0.03575
"Wedding Date, The (2005)",0.87375,0.968,0.3442499999999999,0.52975,0.65475,0.6785,0.53975,0.80325,0.347,0.56,0.52575,0.33725,0.55125,0.5315,0.6785,0.32875,0.33675,0.2185,0.3087499999999999,0.23875,0.3565,0.3475,0.28925,0.18275,0.2185,0.4295,0.5705,0.3974999999999999,0.1094999999999999,0.2937499999999999,0.27275,0.1942499999999999,0.3125,0.17275,0.133,0.25525,0.194,0.217,0.15275,0.16375,0.1245,0.18725,0.1302499999999999,0.179,0.21875,0.26575,0.16975,0.3229999999999999,0.0775,0.15975,0.11575,0.1609999999999999,0.1455,0.12475,0.089,0.10375,0.0837499999999999,0.1034999999999999,0.0979999999999999,0.1034999999999999,0.1114999999999999,0.18325,0.1159999999999999,0.15025,0.10175,0.0534999999999999,0.2012499999999999,0.069,0.1185,0.1795,0.1119999999999999,0.072,0.1377499999999999,0.33125,0.083,0.4107499999999999,0.17125,0.12275,0.0805,0.201,0.08725,0.05575,0.0979999999999999,0.0672499999999999,0.24425,0.123,0.071,0.076,0.05275,0.0657499999999999,0.071,0.06175,0.062,0.2189999999999999,0.0822499999999999,0.09725,0.04525,0.12475,0.05625,0.0449999999999999,0.0394999999999999,0.0554999999999999,0.06,0.03875,0.0845,0.05775,0.0767499999999999,0.0389999999999999,0.09775,0.0429999999999999,0.0712499999999999,0.05875,0.0735,0.05725,0.0549999999999999,0.04175,0.0529999999999999,0.0675,0.0579999999999999,0.04925,0.0192499999999999,0.0329999999999999,0.062,0.0469999999999999,0.0434999999999999,0.0195,0.0257499999999999,0.03825,0.0292499999999999,0.023,0.0295,0.0429999999999999,0.0285,0.16475,0.03925,0.0459999999999999,0.0285,0.03125,0.04575,0.0237499999999999,0.03275,0.026,0.0627499999999999,0.0137499999999999,0.0227499999999999,0.022,0.0197499999999999,0.026,0.0145
Hitch (2005),0.8932500000000001,0.94925,0.95525,0.7987500000000001,0.73125,0.8174999999999999,0.8345,0.8087500000000001,0.542,0.74825,0.64025,0.7025,0.3325,0.47975,0.7589999999999999,0.67975,0.57475,0.3622499999999999,0.3622499999999999,0.3622499999999999,0.43425,0.36975,0.33575,0.3622499999999999,0.40225,0.27275,0.45725,0.23325,0.281,0.3007499999999999,0.34175,0.404,0.1915,0.09575,0.3492499999999999,0.2704999999999999,0.16425,0.176,0.18025,0.2674999999999999,0.654,0.2907499999999999,0.23325,0.57475,0.356,0.15225,0.2475,0.3025,0.11825,0.17475,0.22725,0.1897499999999999,0.0795,0.188,0.1962499999999999,0.1277499999999999,0.0802499999999999,0.404,0.1357499999999999,0.4095,0.2007499999999999,0.21275,0.145,0.23675,0.23275,0.16425,0.15825,0.1835,0.1272499999999999,0.15325,0.1669999999999999,0.06175,0.1952499999999999,0.1144999999999999,0.1094999999999999,0.09925,0.3225,0.16025,0.0855,0.23425,0.11525,0.11175,0.11075,0.251,0.0584999999999999,0.26775,0.2654999999999999,0.12025,0.1599999999999999,0.05575,0.2175,0.14525,0.086,0.15275,0.0905,0.1564999999999999,0.15075,0.0815,0.0974999999999999,0.0757499999999999,0.0802499999999999,0.11675,0.0627499999999999,0.08675,0.0802499999999999,0.11525,0.06175,0.061,0.1897499999999999,0.05475,0.059,0.1505,0.084,0.067,0.068,0.125,0.0805,0.0569999999999999,0.05875,0.0444999999999999,0.23875,0.05225,0.0875,0.05675,0.062,0.0369999999999999,0.0424999999999999,0.06225,0.09275,0.03575,0.0409999999999999,0.0305,0.0479999999999999,0.0504999999999999,0.04075,0.04325,0.029,0.0449999999999999,0.066,0.06075,0.0207499999999999,0.0212499999999999,0.1169999999999999,0.031,0.0227499999999999,0.0265,0.03025,0.0255,0.0272499999999999
Tyler Perry's Diary of a Mad Black Woman (2005),0.52275,0.4655,0.4832499999999999,0.635,0.4165,0.526,0.5,0.7135,0.4459999999999999,0.475,0.1955,0.21725,0.6625,0.15075,0.17375,0.488,0.3037499999999999,0.3475,0.3475,0.5615,0.2907499999999999,0.58925,0.28925,0.581,0.284,0.3165,0.4034999999999999,0.3452499999999999,0.214,0.4655,0.2997499999999999,0.1689999999999999,0.069,0.3702499999999999,0.2002499999999999,0.25625,0.15175,0.3249999999999999,0.27775,0.24075,0.0635,0.266,0.806,0.1225,0.1342499999999999,0.1109999999999999,0.14325,0.32475,0.15425,0.15725,0.17025,0.078,0.135,0.1505,0.2887499999999999,0.15975,0.22025,0.17825,0.1649999999999999,0.1584999999999999,0.05525,0.246,0.1574999999999999,0.1972499999999999,0.04025,0.1322499999999999,0.1302499999999999,0.1029999999999999,0.141,0.0662499999999999,0.1445,0.22225,0.0792499999999999,0.0662499999999999,0.1262499999999999,0.09275,0.11425,0.1387499999999999,0.0959999999999999,0.06125,0.12225,0.0652499999999999,0.1154999999999999,0.0757499999999999,0.04175,0.0755,0.0954999999999999,0.284,0.08725,0.1044999999999999,0.1305,0.0989999999999999,0.1205,0.0782499999999999,0.0474999999999999,0.1302499999999999,0.09225,0.08,0.072,0.0292499999999999,0.03975,0.076,0.1302499999999999,0.04825,0.0875,0.0807499999999999,0.0479999999999999,0.05975,0.0217499999999999,0.15675,0.09075,0.12425,0.09325,0.2017499999999999,0.0464999999999999,0.03,0.0715,0.0637499999999999,0.1925,0.0635,0.03175,0.04325,0.09775,0.16275,0.0837499999999999,0.0419999999999999,0.0539999999999999,0.059,0.1535,0.0157499999999999,0.04475,0.0434999999999999,0.08775,0.0394999999999999,0.018,0.0479999999999999,0.0464999999999999,0.0277499999999999,0.027,0.0534999999999999,0.0374999999999999,0.04825,0.08925,0.0424999999999999,0.031,0.0167499999999999,0.0172499999999999,0.04625,0.0449999999999999
Guess Who (2005),0.64475,0.627,0.95,0.67425,0.7145,0.72725,0.64475,0.32625,0.494,0.285,0.4115,0.257,0.3335,0.3199999999999999,0.154,0.739,0.2827499999999999,0.96775,0.6545,0.3169999999999999,0.4625,0.3239999999999999,0.2837499999999999,0.24,0.16875,0.21075,0.18475,0.24975,0.12,0.3007499999999999,0.3145,0.2995,0.0707499999999999,0.3365,0.57575,0.23325,0.1185,0.1932499999999999,0.24625,0.26,0.1094999999999999,0.131,0.3692499999999999,0.205,0.3005,0.131,0.1054999999999999,0.99725,0.10125,0.2155,0.1907499999999999,0.40025,0.1024999999999999,0.17725,0.49975,0.11075,0.0675,0.15325,0.1495,0.136,0.1099999999999999,0.96775,0.0817499999999999,0.1295,0.2584999999999999,0.11025,0.10975,0.16375,0.137,0.2085,0.12025,0.2294999999999999,0.14175,0.0765,0.95025,0.0584999999999999,0.1345,0.1089999999999999,0.09,0.0702499999999999,0.211,0.0767499999999999,0.1044999999999999,0.122,0.1305,0.0855,0.1905,0.16425,0.0795,0.10275,0.0504999999999999,0.21275,0.0627499999999999,0.0625,0.08675,0.23325,0.09575,0.0625,0.04175,0.1405,0.04075,0.0792499999999999,0.20625,0.04025,0.08675,0.0635,0.0642499999999999,0.05975,0.0687499999999999,0.05075,0.083,0.39875,0.064,0.084,0.05625,0.05875,0.09425,0.06075,0.0479999999999999,0.05375,0.0842499999999999,0.04175,0.0384999999999999,0.10125,0.0627499999999999,0.04825,0.06,0.0685,0.03775,0.0255,0.08725,0.0787499999999999,0.04575,0.03175,0.0409999999999999,0.04875,0.04275,0.0414999999999999,0.03375,0.0419999999999999,0.0334999999999999,0.04275,0.16225,0.03175,0.0202499999999999,0.03725,0.03175,0.0349999999999999,0.0142499999999999
Fever Pitch (2005),0.78325,0.75675,0.554,0.654,0.602,0.66175,0.56875,0.776,0.55725,0.256,0.31125,0.65225,0.15225,0.4439999999999999,0.575,0.436,0.3542499999999999,0.26625,0.3135,0.3159999999999999,0.21275,0.36775,0.33875,0.2339999999999999,0.73825,0.2204999999999999,0.245,0.9175,0.3502499999999999,0.1897499999999999,0.3007499999999999,0.25025,0.0707499999999999,0.191,0.1365,0.2815,0.3602499999999999,0.27825,0.156,0.2012499999999999,0.15225,0.1064999999999999,0.0675,0.17125,0.20875,0.10025,0.12,0.1619999999999999,0.188,0.1882499999999999,0.1515,0.47675,0.1555,0.18525,0.2045,0.207,0.14075,0.1485,0.1415,0.10275,0.1302499999999999,0.22225,0.061,0.16675,0.1569999999999999,0.11175,0.10175,0.2209999999999999,0.1335,0.1579999999999999,0.1367499999999999,0.0564999999999999,0.08725,0.18425,0.1604999999999999,0.17725,0.32925,0.09075,0.1455,0.09825,0.0745,0.0632499999999999,0.12325,0.1302499999999999,0.0544999999999999,0.0697499999999999,0.09525,0.0429999999999999,0.0797499999999999,0.069,0.0885,0.0717499999999999,0.0672499999999999,0.0574999999999999,0.0782499999999999,0.093,0.09675,0.0672499999999999,0.10675,0.0479999999999999,0.061,0.09675,0.0847499999999999,0.0287499999999999,0.0857499999999999,0.0449999999999999,0.1164999999999999,0.0319999999999999,0.1119999999999999,0.0747499999999999,0.3622499999999999,0.0832499999999999,0.0605,0.062,0.20475,0.0444999999999999,0.0702499999999999,0.0735,0.184,0.1272499999999999,0.07,0.04825,0.1175,0.06225,0.0737499999999999,0.03175,0.03425,0.0489999999999999,0.031,0.0265,0.0514999999999999,0.05425,0.06225,0.0282499999999999,0.14375,0.0875,0.05725,0.0369999999999999,0.03175,0.0339999999999999,0.04975,0.0379999999999999,0.1887499999999999,0.0314999999999999,0.02975,0.0195,0.031,0.04275,0.05075
Tanguy (2001),0.74125,0.42525,0.935,0.72175,0.398,0.73225,0.71775,0.4539999999999999,0.7325,0.55625,0.5345,0.679,0.39475,0.6025,0.3984999999999999,0.48675,0.39325,0.44175,0.81175,0.734,0.3017499999999999,0.3512499999999999,0.4975,0.4529999999999999,0.44175,0.734,0.2947499999999999,0.362,0.4044999999999999,0.4385,0.2334999999999999,0.2915,0.6405,0.7905,0.2877499999999999,0.2435,0.41,0.16275,0.6345,0.437,0.16225,0.5505,0.16675,0.24675,0.1342499999999999,0.39175,0.128,0.191,0.3814999999999999,0.3452499999999999,0.3097499999999999,0.10625,0.217,0.1375,0.2,0.29925,0.4529999999999999,0.16475,0.2945,0.06,0.414,0.32425,0.2289999999999999,0.0737499999999999,0.3219999999999999,0.4247499999999999,0.25875,0.1315,0.1599999999999999,0.15875,0.1362499999999999,0.33325,0.2214999999999999,0.23825,0.0524999999999999,0.23825,0.1525,0.1897499999999999,0.1034999999999999,0.474,0.58675,0.3532499999999999,0.16125,0.05175,0.15375,0.1624999999999999,0.0474999999999999,0.0782499999999999,0.11575,0.15675,0.074,0.1584999999999999,0.04975,0.077,0.0687499999999999,0.0569999999999999,0.0569999999999999,0.14075,0.09425,0.1609999999999999,0.0534999999999999,0.0765,0.0489999999999999,0.10075,0.09525,0.11475,0.0554999999999999,0.15275,0.2927499999999999,0.18225,0.0645,0.2365,0.0394999999999999,0.09425,0.0225,0.03825,0.077,0.06025,0.2012499999999999,0.0725,0.1505,0.1332499999999999,0.0314999999999999,0.0374999999999999,0.15525,0.56675,0.0712499999999999,0.0344999999999999,0.1109999999999999,0.84125,0.0242499999999999,0.0735,0.10325,0.0785,0.0232499999999999,0.1084999999999999,0.0285,0.06225,0.21325,0.21125,0.015,0.0197499999999999,0.1992499999999999,0.0162499999999999,0.03375,0.0085,0.2975,0.0255,0.137
With Six You Get Eggroll (1968),0.41125,0.31375,0.6655,0.52025,0.7889999999999999,0.93925,0.5325,0.28425,0.4865,0.55225,0.8,0.49575,0.7855000000000001,0.383,0.4885,0.12175,0.27875,0.28425,0.28425,0.2329999999999999,0.24775,0.33225,0.3135,0.137,0.28425,0.201,0.10975,0.1925,0.11325,0.47475,0.33225,0.2135,0.539,0.353,0.2214999999999999,0.2744999999999999,0.1415,0.12425,0.15875,0.25625,0.202,0.0802499999999999,0.488,0.47475,0.0865,0.2644999999999999,0.192,0.21975,0.6625,0.206,0.09525,0.122,0.2025,0.17025,0.12475,0.121,0.1039999999999999,0.14375,0.10325,0.175,0.11075,0.131,0.1365,0.24275,0.083,0.1599999999999999,0.0762499999999999,0.22175,0.15475,0.1555,0.1084999999999999,0.21025,0.2594999999999999,0.11875,0.07,0.18025,0.03625,0.0695,0.066,0.05325,0.0979999999999999,0.09225,0.08775,0.24125,0.05325,0.05825,0.16875,0.04625,0.2784999999999999,0.09725,0.05425,0.073,0.17725,0.1164999999999999,0.11675,0.2219999999999999,0.0514999999999999,0.0655,0.0667499999999999,0.0717499999999999,0.1029999999999999,0.09875,0.0915,0.04025,0.085,0.153,0.69225,0.03525,0.0695,0.0434999999999999,0.21475,0.0797499999999999,0.0785,0.0484999999999999,0.11575,0.03975,0.0554999999999999,0.0717499999999999,0.05375,0.0652499999999999,0.0187499999999999,0.0715,0.0595,0.0329999999999999,0.0837499999999999,0.0449999999999999,0.2425,0.0252499999999999,0.092,0.0414999999999999,0.0797499999999999,0.192,0.03425,0.05025,0.195,0.04875,0.0419999999999999,0.03575,0.09425,0.03025,0.025,0.0652499999999999,0.05475,0.0245,0.0815,0.0504999999999999,0.027,0.022,0.0132499999999999
