movieId,chase,fight scenes,surveillance,weapons,betrayal,original,vengeance,greed,good,predictable,mentor,catastrophe,weird,fun movie,dialogue,drama,runaway,first contact,culture clash,melancholic,very funny,life philosophy,adaptation,kidnapping,not funny,pornography,fantasy world,light,survival,sexy,classic car,death,sacrifice,transformation,pulp,creativity,absurd,family,internet,alter ego,teen movie,islam,life & death,underrated,british,stereotypes,nudity (full frontal - brief),hospital,drinking,irish accent,independent film,period piece,hotel,unlikely friendships,california,quirky,dysfunctional family,women,computer animation,memory,writers,no plot,prison,childhood,notable nudity,doctors,russian,prejudice,foul language,buddy movie,multiple storylines,remake,nudity (topless - brief),blindness,new york city,new jersey,oil,san francisco,divorce,simple,nudity (rear),queer,alternate history,island,lawyer,farce,kick-butt women,mad scientist,80s,road movie,camp,los angeles,wartime,ensemble cast,good music,film noir,hunting,too long,small town,race,trilogy,awesome soundtrack,addiction,shopping,single father,interracial romance,unlikeable characters,father daughter relationship,wilderness,desert,brothers,tokyo,indians,too short,bollywood,immortality,fashion,workplace,hip hop,atheism,snakes,censorship,time,stand-up comedy,adoption,directorial debut,potential oscar nom,robert downey jr,dreams,cancer,ghosts/afterlife,graphic novel,radio,stoner movie,best of 2005,1930s,made for tv,reality tv,homeless,prostitution,god,texas,wine,rebellion,french,australia,finnish,goth,documentary
"Osterman Weekend, The (1983)",0.7749999999999999,0.671,0.93325,0.671,0.93325,0.8009999999999999,0.76475,0.8009999999999999,0.4655,0.4305,0.7775000000000001,0.397,0.58875,0.17025,0.62775,0.8009999999999999,0.4167499999999999,0.3219999999999999,0.31275,0.3672499999999999,0.3067499999999999,0.3159999999999999,0.76525,0.35275,0.358,0.66225,0.3329999999999999,0.3409999999999999,0.123,0.57875,0.3572499999999999,0.3015,0.089,0.1714999999999999,0.6285,0.1785,0.2985,0.09425,0.089,0.2855,0.277,0.126,0.40925,0.2189999999999999,0.0964999999999999,0.0822499999999999,0.4589999999999999,0.09975,0.31275,0.135,0.26625,0.04725,0.1579999999999999,0.4685,0.187,0.3295,0.1654999999999999,0.16575,0.22525,0.2095,0.2259999999999999,0.1235,0.0782499999999999,0.17675,0.46375,0.1325,0.15275,0.11775,0.0444999999999999,0.0984999999999999,0.193,0.0519999999999999,0.3512499999999999,0.199,0.1252499999999999,0.04525,0.0469999999999999,0.305,0.212,0.0812499999999999,0.4375,0.1397499999999999,0.0827499999999999,0.27075,0.1104999999999999,0.2375,0.31675,0.1865,0.41225,0.15175,0.3505,0.1282499999999999,0.30125,0.2269999999999999,0.06,0.1059999999999999,0.198,0.134,0.08725,0.0369999999999999,0.082,0.1215,0.473,0.10175,0.0147499999999999,0.08725,0.04625,0.0519999999999999,0.16775,0.0984999999999999,0.16725,0.1049999999999999,0.0935,0.029,0.0845,0.0657499999999999,0.25425,0.04475,0.05275,0.05425,0.0935,0.2927499999999999,0.1039999999999999,0.0832499999999999,0.0449999999999999,0.067,0.11975,0.0539999999999999,0.0662499999999999,0.0285,0.03025,0.077,0.03825,0.0687499999999999,0.1275,0.0469999999999999,0.1887499999999999,0.18575,0.0687499999999999,0.10025,0.028,0.18375,0.0459999999999999,0.0389999999999999,0.04925,0.184,0.03375,0.0637499999999999,0.0672499999999999
Man on Fire (2004),0.9465,0.9465,0.74375,0.9465,0.9335,0.9505,0.97625,0.9335,0.867,0.3974999999999999,0.8895,0.6715,0.65425,0.35175,0.4892499999999999,0.87825,0.644,0.20575,0.867,0.55575,0.2955,0.39825,0.2544999999999999,0.9435,0.38125,0.6885,0.27375,0.17275,0.4685,0.18675,0.383,0.39575,0.711,0.33675,0.243,0.24475,0.16425,0.2644999999999999,0.2189999999999999,0.185,0.27625,0.16625,0.38125,0.42025,0.137,0.23925,0.369,0.3804999999999999,0.4735,0.25975,0.4922499999999999,0.1425,0.1445,0.72975,0.2175,0.16525,0.259,0.21375,0.1345,0.177,0.1265,0.12125,0.1425,0.2135,0.1139999999999999,0.17725,0.0949999999999999,0.499,0.1985,0.26,0.15525,0.10375,0.1659999999999999,0.2259999999999999,0.1332499999999999,0.281,0.085,0.1392499999999999,0.1129999999999999,0.1825,0.077,0.1322499999999999,0.14475,0.0865,0.24025,0.05725,0.153,0.0554999999999999,0.079,0.147,0.05025,0.1535,0.0695,0.11575,0.29325,0.156,0.1267499999999999,0.33475,0.10875,0.1679999999999999,0.072,0.1277499999999999,0.1835,0.05775,0.1395,0.09625,0.0595,0.5605,0.0915,0.05525,0.143,0.1024999999999999,0.10575,0.1139999999999999,0.1972499999999999,0.03975,0.0605,0.1049999999999999,0.1215,0.081,0.06,0.1084999999999999,0.0549999999999999,0.0735,0.1495,0.1277499999999999,0.1614999999999999,0.09975,0.077,0.16725,0.04475,0.33275,0.0384999999999999,0.0672499999999999,0.22425,0.04375,0.06075,0.05725,0.089,0.16575,0.05175,0.1019999999999999,0.03175,0.083,0.0444999999999999,0.064,0.0197499999999999,0.0785,0.0272499999999999
Eye See You (D-Tox) (2002),0.8185,0.73225,0.55775,0.73225,0.89975,0.8367500000000001,0.8367500000000001,0.8367500000000001,0.6845,0.8002499999999999,0.5,0.69225,0.52525,0.39825,0.50025,0.36375,0.398,0.591,0.3379999999999999,0.32275,0.3409999999999999,0.4305,0.573,0.32025,0.3745,0.46425,0.387,0.2734999999999999,0.236,0.1579999999999999,0.1865,0.49975,0.182,0.2045,0.2975,0.203,0.1925,0.3299999999999999,0.2294999999999999,0.2995,0.2027499999999999,0.1009999999999999,0.38075,0.37075,0.1114999999999999,0.32225,0.1579999999999999,0.72075,0.2365,0.20675,0.30725,0.0815,0.17275,0.175,0.1912499999999999,0.27825,0.198,0.1709999999999999,0.22925,0.2115,0.311,0.09725,0.14375,0.28625,0.194,0.282,0.0692499999999999,0.0935,0.079,0.2604999999999999,0.1927499999999999,0.18025,0.26,0.298,0.11225,0.209,0.019,0.11425,0.1215,0.12125,0.27775,0.1545,0.176,0.1277499999999999,0.1074999999999999,0.12425,0.11975,0.10425,0.1962499999999999,0.1372499999999999,0.14325,0.1654999999999999,0.0712499999999999,0.216,0.07,0.10075,0.2194999999999999,0.121,0.1285,0.0755,0.0807499999999999,0.1054999999999999,0.1159999999999999,0.1084999999999999,0.20325,0.1654999999999999,0.22625,0.0339999999999999,0.2219999999999999,0.0745,0.068,0.0717499999999999,0.2214999999999999,0.071,0.09675,0.0857499999999999,0.21275,0.0792499999999999,0.0702499999999999,0.074,0.0339999999999999,0.05525,0.04375,0.1009999999999999,0.05625,0.09625,0.0539999999999999,0.09525,0.12275,0.0745,0.0692499999999999,0.1405,0.076,0.1079999999999999,0.0319999999999999,0.05325,0.0757499999999999,0.187,0.0429999999999999,0.09175,0.0825,0.08825,0.0265,0.0305,0.04825,0.06175,0.08975,0.0625,0.0137499999999999
You Only Live Twice (1967),0.87375,0.8140000000000001,0.974,0.8140000000000001,0.9915,0.6265,0.7642500000000001,0.9615,0.778,0.97,0.57625,0.5715,0.50375,0.6805,0.4295,0.304,0.72,0.545,0.473,0.38,0.59725,0.276,0.3512499999999999,0.212,0.31775,0.137,0.4054999999999999,0.376,0.39325,0.45625,0.2935,0.3105,0.2025,0.3562499999999999,0.32975,0.2965,0.32225,0.121,0.0845,0.2375,0.1629999999999999,0.60375,0.1684999999999999,0.2754999999999999,0.8614999999999999,0.251,0.148,0.14825,0.39025,0.18675,0.14125,0.8614999999999999,0.2209999999999999,0.21675,0.1945,0.15975,0.2135,0.259,0.14875,0.1069999999999999,0.11075,0.17675,0.0935,0.3359999999999999,0.1282499999999999,0.243,0.4197499999999999,0.1795,0.05825,0.1272499999999999,0.1285,0.0324999999999999,0.391,0.09725,0.09125,0.12225,0.4217499999999999,0.1415,0.1019999999999999,0.10225,0.0999999999999999,0.1245,0.1397499999999999,0.6255,0.0324999999999999,0.2045,0.1345,0.4785,0.17225,0.08775,0.301,0.0384999999999999,0.10575,0.0825,0.17025,0.0935,0.0979999999999999,0.0772499999999999,0.12025,0.1505,0.1425,0.1515,0.0705,0.063,0.03325,0.15175,0.04175,0.0954999999999999,0.0414999999999999,0.0905,0.0424999999999999,0.563,0.0647499999999999,0.063,0.0797499999999999,0.1079999999999999,0.0895,0.09125,0.0339999999999999,0.06175,0.2955,0.0647499999999999,0.0999999999999999,0.0785,0.05725,0.0652499999999999,0.04625,0.0374999999999999,0.0825,0.0662499999999999,0.03875,0.023,0.124,0.0835,0.027,0.1009999999999999,0.14775,0.0772499999999999,0.03525,0.059,0.0524999999999999,0.0399999999999999,0.04975,0.1525,0.0247499999999999,0.0949999999999999,0.0354999999999999,0.028,0.0255
Octopussy (1983),0.906,0.82775,0.94125,0.82775,0.97,0.61025,0.55425,0.7757499999999999,0.56775,0.969,0.5175,0.5265,0.45975,0.71775,0.3135,0.23325,0.56875,0.4459999999999999,0.3409999999999999,0.3165,0.71575,0.264,0.2115,0.0747499999999999,0.3117499999999999,0.2115,0.295,0.3742499999999999,0.41425,0.48575,0.3057499999999999,0.2035,0.184,0.28925,0.243,0.21325,0.29625,0.1039999999999999,0.1124999999999999,0.2564999999999999,0.202,0.10425,0.17025,0.289,0.65225,0.15775,0.1272499999999999,0.11625,0.23325,0.1119999999999999,0.0812499999999999,0.65225,0.16725,0.17125,0.1649999999999999,0.1962499999999999,0.1465,0.2835,0.1302499999999999,0.09875,0.1385,0.24425,0.0852499999999999,0.1649999999999999,0.1689999999999999,0.215,0.43775,0.093,0.04425,0.0885,0.134,0.05075,0.4692499999999999,0.0885,0.0837499999999999,0.1907499999999999,0.62,0.1927499999999999,0.0969999999999999,0.0765,0.0825,0.11925,0.12325,0.3582499999999999,0.0319999999999999,0.2224999999999999,0.1382499999999999,0.28925,0.24475,0.1345,0.2804999999999999,0.06125,0.064,0.05625,0.1325,0.0895,0.1277499999999999,0.1064999999999999,0.0787499999999999,0.1322499999999999,0.0647499999999999,0.1325,0.0705,0.0845,0.0292499999999999,0.11275,0.05125,0.04925,0.0399999999999999,0.0944999999999999,0.04775,0.10125,0.27625,0.0762499999999999,0.08975,0.09375,0.0569999999999999,0.062,0.0419999999999999,0.0632499999999999,0.5075,0.05325,0.064,0.08675,0.06,0.0439999999999999,0.0314999999999999,0.0369999999999999,0.059,0.0815,0.0292499999999999,0.03075,0.0657499999999999,0.0805,0.022,0.1104999999999999,0.087,0.0745,0.0215,0.04425,0.04475,0.0399999999999999,0.0539999999999999,0.0627499999999999,0.026,0.0627499999999999,0.0295,0.04175,0.0175
Never Say Never Again (1983),0.89825,0.7005,0.94475,0.7005,0.988,0.638,0.47275,0.7955000000000001,0.62025,0.96975,0.6395,0.58925,0.4575,0.576,0.311,0.1684999999999999,0.57575,0.40425,0.3359999999999999,0.27325,0.4712499999999999,0.30125,0.27425,0.0627499999999999,0.3087499999999999,0.131,0.4054999999999999,0.27375,0.38975,0.4872499999999999,0.1905,0.0969999999999999,0.1634999999999999,0.29625,0.18575,0.23575,0.247,0.09475,0.125,0.23325,0.24325,0.195,0.1664999999999999,0.2199999999999999,0.59,0.1405,0.12225,0.1352499999999999,0.1905,0.119,0.1505,0.59,0.1425,0.1402499999999999,0.14675,0.14875,0.1225,0.2209999999999999,0.1275,0.1069999999999999,0.1215,0.0752499999999999,0.0807499999999999,0.1917499999999999,0.10225,0.2274999999999999,0.1609999999999999,0.1252499999999999,0.03075,0.0665,0.1215,0.639,0.36175,0.09325,0.08925,0.14425,0.553,0.23825,0.1044999999999999,0.0509999999999999,0.10375,0.11125,0.10625,0.29525,0.03775,0.1649999999999999,0.136,0.307,0.2254999999999999,0.0822499999999999,0.244,0.03325,0.04925,0.0569999999999999,0.1649999999999999,0.0865,0.0474999999999999,0.1287499999999999,0.0715,0.125,0.0559999999999999,0.064,0.0797499999999999,0.06175,0.0519999999999999,0.1235,0.04975,0.0474999999999999,0.03975,0.10675,0.04375,0.0802499999999999,0.08,0.0755,0.0792499999999999,0.1362499999999999,0.1024999999999999,0.1352499999999999,0.05225,0.0722499999999999,0.381,0.06125,0.0655,0.0847499999999999,0.04775,0.04575,0.0384999999999999,0.05075,0.05525,0.0444999999999999,0.03875,0.031,0.0692499999999999,0.0625,0.03725,0.05975,0.1124999999999999,0.11375,0.0275,0.0394999999999999,0.04375,0.04125,0.04175,0.0479999999999999,0.0272499999999999,0.0645,0.0449999999999999,0.026,0.0185
Shiri (Swiri) (1999),0.97525,0.97525,0.8414999999999999,0.97525,0.8414999999999999,0.792,0.7465,0.8414999999999999,0.9125,0.7435,0.483,0.7435,0.54925,0.558,0.54325,0.74125,0.40925,0.4752499999999999,0.4085,0.54925,0.3435,0.32425,0.4692499999999999,0.092,0.4014999999999999,0.27125,0.3492499999999999,0.3465,0.267,0.4445,0.358,0.25675,0.4649999999999999,0.184,0.3097499999999999,0.4215,0.288,0.601,0.2249999999999999,0.17225,0.20575,0.4649999999999999,0.33675,0.255,0.2415,0.25775,0.1995,0.192,0.174,0.27075,0.4085,0.2254999999999999,0.1252499999999999,0.2415,0.0994999999999999,0.26925,0.41725,0.1664999999999999,0.27975,0.2544999999999999,0.201,0.3455,0.0865,0.1915,0.3097499999999999,0.135,0.061,0.15025,0.1144999999999999,0.14525,0.25525,0.0777499999999999,0.14325,0.1265,0.12175,0.24275,0.09,0.23675,0.15825,0.365,0.18275,0.2835,0.1694999999999999,0.2324999999999999,0.029,0.3435,0.09075,0.085,0.0939999999999999,0.1714999999999999,0.2897499999999999,0.0682499999999999,0.4649999999999999,0.1755,0.0905,0.1109999999999999,0.0635,0.1402499999999999,0.1049999999999999,0.0645,0.15225,0.2204999999999999,0.062,0.087,0.1455,0.16175,0.03,0.0554999999999999,0.148,0.1937499999999999,0.23725,0.1475,0.1049999999999999,0.078,0.172,0.0282499999999999,0.0569999999999999,0.064,0.1664999999999999,0.0935,0.0737499999999999,0.10475,0.0305,0.2967499999999999,0.24975,0.10425,0.1694999999999999,0.03775,0.1569999999999999,0.0735,0.0722499999999999,0.084,0.03925,0.1342499999999999,0.0925,0.0772499999999999,0.086,0.0429999999999999,0.0419999999999999,0.0657499999999999,0.0935,0.07,0.1004999999999999,0.0817499999999999,0.04475,0.11125,0.14075,0.1024999999999999,0.0817499999999999
Mindhunters (2004),0.75125,0.56375,0.7722500000000001,0.56375,0.7765,0.8795,0.8795,0.8795,0.8727499999999999,0.76075,0.56275,0.63825,0.51675,0.567,0.63075,0.3269999999999999,0.3269999999999999,0.4645,0.2524999999999999,0.25325,0.4385,0.3055,0.276,0.273,0.368,0.26625,0.28325,0.23075,0.499,0.15325,0.1917499999999999,0.5715,0.15725,0.246,0.21825,0.391,0.31225,0.16325,0.352,0.119,0.25275,0.09325,0.24775,0.17475,0.05725,0.2299999999999999,0.2684999999999999,0.17875,0.11375,0.217,0.28125,0.0685,0.123,0.0837499999999999,0.0925,0.1515,0.10325,0.1325,0.188,0.1445,0.27775,0.15125,0.1009999999999999,0.1019999999999999,0.0905,0.0782499999999999,0.079,0.0687499999999999,0.09775,0.0687499999999999,0.14525,0.15475,0.0389999999999999,0.18175,0.06,0.0529999999999999,0.0202499999999999,0.07,0.10075,0.08875,0.138,0.1205,0.10775,0.8362499999999999,0.09775,0.0822499999999999,0.18425,0.0974999999999999,0.0785,0.0529999999999999,0.1164999999999999,0.05075,0.04975,0.0767499999999999,0.1089999999999999,0.083,0.16675,0.14275,0.09825,0.0705,0.04275,0.06225,0.06075,0.04125,0.0479999999999999,0.05325,0.16625,0.026,0.0847499999999999,0.14325,0.0414999999999999,0.06225,0.31775,0.0667499999999999,0.06175,0.0687499999999999,0.068,0.0994999999999999,0.0595,0.05925,0.04275,0.0489999999999999,0.1124999999999999,0.0762499999999999,0.0404999999999999,0.0524999999999999,0.0275,0.03675,0.0745,0.0354999999999999,0.04075,0.09275,0.071,0.06175,0.11875,0.02975,0.0655,0.0944999999999999,0.05275,0.0255,0.0359999999999999,0.023,0.0212499999999999,0.0207499999999999,0.0252499999999999,0.03975,0.1267499999999999,0.0364999999999999,0.0205
"Bourne Supremacy, The (2004)",0.9895,0.98075,0.992,0.98075,0.9955,0.8294999999999999,0.96925,0.96925,0.8425,0.7195,0.7669999999999999,0.8425,0.64175,0.71725,0.5665,0.8294999999999999,0.58825,0.42325,0.4772499999999999,0.6115,0.3239999999999999,0.4265,0.932,0.137,0.32675,0.56975,0.201,0.3219999999999999,0.8187500000000001,0.22875,0.4137499999999999,0.2435,0.24875,0.38,0.22275,0.4265,0.2269999999999999,0.1845,0.153,0.28725,0.21025,0.2269999999999999,0.3189999999999999,0.2229999999999999,0.4185,0.15,0.241,0.2065,0.262,0.189,0.42225,0.1962499999999999,0.3289999999999999,0.1957499999999999,0.17675,0.12425,0.14225,0.1584999999999999,0.197,0.7775000000000001,0.1144999999999999,0.2724999999999999,0.12375,0.23275,0.12075,0.1302499999999999,0.3275,0.14225,0.10675,0.126,0.1352499999999999,0.10625,0.09575,0.15225,0.1059999999999999,0.089,0.3685,0.121,0.14775,0.1649999999999999,0.0657499999999999,0.127,0.11325,0.1387499999999999,0.0725,0.11975,0.1505,0.059,0.05125,0.1362499999999999,0.0534999999999999,0.0725,0.0865,0.08875,0.1865,0.12325,0.3105,0.16875,0.0712499999999999,0.0812499999999999,0.74875,0.21125,0.09075,0.10925,0.03175,0.05175,0.0329999999999999,0.067,0.09175,0.0675,0.0742499999999999,0.143,0.083,0.11775,0.09625,0.1325,0.118,0.0595,0.063,0.0672499999999999,0.0717499999999999,0.0787499999999999,0.0742499999999999,0.05975,0.076,0.1069999999999999,0.135,0.0807499999999999,0.079,0.0499999999999999,0.0737499999999999,0.0319999999999999,0.0424999999999999,0.05825,0.1252499999999999,0.0692499999999999,0.08,0.1699999999999999,0.077,0.0964999999999999,0.027,0.04525,0.0564999999999999,0.07,0.0715,0.03075,0.022,0.0225,0.04025
Cellular (2004),0.952,0.952,0.86575,0.952,0.86575,0.85975,0.85975,0.86575,0.7925,0.7657499999999999,0.4245,0.6025,0.7949999999999999,0.57975,0.388,0.46475,0.5495,0.4952499999999999,0.3045,0.22725,0.58425,0.3335,0.28025,0.97925,0.31,0.17025,0.2827499999999999,0.27125,0.3309999999999999,0.3097499999999999,0.26875,0.1855,0.1885,0.3027499999999999,0.1925,0.2534999999999999,0.372,0.378,0.3409999999999999,0.1785,0.367,0.11325,0.45125,0.17325,0.0569999999999999,0.3319999999999999,0.2199999999999999,0.2734999999999999,0.1382499999999999,0.1455,0.216,0.1362499999999999,0.15575,0.1355,0.4405,0.1877499999999999,0.16375,0.1337499999999999,0.1609999999999999,0.1877499999999999,0.3325,0.2534999999999999,0.11675,0.1044999999999999,0.1365,0.1325,0.0697499999999999,0.09725,0.33175,0.248,0.129,0.1262499999999999,0.0707499999999999,0.23175,0.09275,0.1385,0.0424999999999999,0.1252499999999999,0.12425,0.20525,0.10725,0.1164999999999999,0.12025,0.128,0.4175,0.1709999999999999,0.1139999999999999,0.1119999999999999,0.0657499999999999,0.21025,0.11075,0.39,0.04725,0.03425,0.1589999999999999,0.1169999999999999,0.0524999999999999,0.0999999999999999,0.0875,0.1094999999999999,0.04525,0.0747499999999999,0.03375,0.1235,0.1679999999999999,0.084,0.1292499999999999,0.0409999999999999,0.07,0.0812499999999999,0.06075,0.0539999999999999,0.064,0.0979999999999999,0.09425,0.0885,0.0657499999999999,0.09675,0.0752499999999999,0.0737499999999999,0.1029999999999999,0.0549999999999999,0.0665,0.0737499999999999,0.0802499999999999,0.0509999999999999,0.04975,0.03825,0.0682499999999999,0.06125,0.0429999999999999,0.0245,0.066,0.0725,0.1049999999999999,0.03025,0.0439999999999999,0.05525,0.0494999999999999,0.0434999999999999,0.059,0.0409999999999999,0.04975,0.022,0.0257499999999999,0.0652499999999999,0.0275,0.03275,0.0185
National Treasure (2004),0.97625,0.97625,0.8327500000000001,0.97625,0.51425,0.8612500000000001,0.688,0.688,0.90775,0.911,0.55525,0.911,0.4459999999999999,0.90775,0.55875,0.40575,0.551,0.67375,0.4499999999999999,0.251,0.705,0.3057499999999999,0.39725,0.34275,0.3485,0.259,0.551,0.4067499999999999,0.3259999999999999,0.181,0.1765,0.1074999999999999,0.594,0.4499999999999999,0.27225,0.3045,0.1555,0.718,0.39425,0.374,0.579,0.8612500000000001,0.1654999999999999,0.3005,0.25975,0.3345,0.144,0.076,0.1144999999999999,0.1579999999999999,0.0675,0.8612500000000001,0.1425,0.1775,0.2804999999999999,0.2007499999999999,0.12325,0.1362499999999999,0.498,0.29325,0.14375,0.37575,0.10425,0.26775,0.1332499999999999,0.09825,0.09275,0.26375,0.29625,0.25275,0.1134999999999999,0.1275,0.0245,0.1297499999999999,0.17075,0.173,0.10825,0.20725,0.082,0.17125,0.11175,0.1287499999999999,0.2125,0.403,0.0389999999999999,0.0805,0.0727499999999999,0.2145,0.08875,0.0905,0.2145,0.1039999999999999,0.30025,0.065,0.11675,0.0825,0.1305,0.12275,0.083,0.295,0.124,0.09875,0.0394999999999999,0.08,0.1099999999999999,0.1342499999999999,0.03975,0.0885,0.08875,0.15675,0.09425,0.0524999999999999,0.27575,0.24825,0.1064999999999999,0.06,0.1957499999999999,0.04125,0.05125,0.0805,0.1634999999999999,0.064,0.128,0.0625,0.122,0.05025,0.0287499999999999,0.131,0.05725,0.03625,0.18625,0.0474999999999999,0.0489999999999999,0.0625,0.0489999999999999,0.0797499999999999,0.05625,0.031,0.0344999999999999,0.028,0.04825,0.04275,0.083,0.11275,0.029,0.09675,0.0354999999999999,0.018,0.0247499999999999
Ocean's Twelve (2004),0.6535,0.7509999999999999,0.4905,0.4429999999999999,0.5585,0.80775,0.80775,0.786,0.9015,0.66225,0.564,0.7949999999999999,0.5455,0.9015,0.50175,0.381,0.381,0.4375,0.28925,0.25125,0.4315,0.34175,0.20775,0.1982499999999999,0.29,0.23475,0.403,0.33525,0.1104999999999999,0.3685,0.15575,0.1285,0.16925,0.26475,0.1654999999999999,0.408,0.28025,0.1669999999999999,0.37175,0.11525,0.18225,0.1285,0.2309999999999999,0.1987499999999999,0.205,0.15925,0.218,0.0855,0.118,0.1159999999999999,0.1277499999999999,0.134,0.274,0.14775,0.14125,0.1877499999999999,0.1312499999999999,0.11775,0.1305,0.1795,0.2005,0.49475,0.33825,0.1262499999999999,0.10125,0.0855,0.0795,0.1392499999999999,0.089,0.0695,0.21775,0.39025,0.05325,0.09375,0.0787499999999999,0.11025,0.09875,0.0687499999999999,0.0782499999999999,0.10375,0.1094999999999999,0.119,0.1355,0.1175,0.0697499999999999,0.12375,0.17575,0.09275,0.0262499999999999,0.065,0.0697499999999999,0.067,0.0705,0.65425,0.1505,0.0954999999999999,0.02975,0.09025,0.0489999999999999,0.10825,0.1604999999999999,0.1505,0.04825,0.08,0.05175,0.06025,0.0842499999999999,0.0645,0.0424999999999999,0.0369999999999999,0.10675,0.0807499999999999,0.09225,0.14575,0.0944999999999999,0.0655,0.11075,0.0605,0.15075,0.1312499999999999,0.03425,0.0419999999999999,0.1382499999999999,0.0712499999999999,0.0655,0.05425,0.04175,0.09975,0.0745,0.0469999999999999,0.0605,0.0212499999999999,0.0529999999999999,0.06175,0.0979999999999999,0.0529999999999999,0.05375,0.0434999999999999,0.05775,0.0429999999999999,0.0727499999999999,0.03775,0.04525,0.0242499999999999,0.05475,0.0444999999999999,0.0267499999999999,0.0267499999999999,0.027
Gone in 60 Seconds (1974),0.9905,0.9875,0.6255,0.7565,0.6255,0.8095000000000001,0.6115,0.6255,0.669,0.6805,0.47575,0.4722499999999999,0.65825,0.4595,0.669,0.5015,0.3165,0.46475,0.397,0.23975,0.39875,0.38325,0.289,0.38125,0.346,0.487,0.32475,0.27825,0.2025,0.32975,0.1942499999999999,0.2234999999999999,0.1475,0.278,0.29525,0.3225,0.3329999999999999,0.17875,0.16125,0.2744999999999999,0.15975,0.1365,0.188,0.19,0.15025,0.2065,0.48875,0.3635,0.286,0.21475,0.526,0.1034999999999999,0.2085,0.1644999999999999,0.631,0.17625,0.14975,0.26725,0.1465,0.1947499999999999,0.15125,0.1305,0.143,0.33125,0.4915,0.1282499999999999,0.05225,0.276,0.09725,0.34875,0.18025,0.73025,0.1445,0.1044999999999999,0.1164999999999999,0.1775,0.085,0.14275,0.21375,0.213,0.05325,0.1877499999999999,0.10625,0.0959999999999999,0.09,0.1475,0.2925,0.126,0.065,0.4862499999999999,0.0949999999999999,0.4922499999999999,0.04675,0.04675,0.123,0.0925,0.04525,0.1425,0.0595,0.091,0.16475,0.1094999999999999,0.0595,0.2264999999999999,0.04675,0.092,0.05225,0.05375,0.0722499999999999,0.03975,0.0514999999999999,0.06075,0.0785,0.11875,0.06175,0.0984999999999999,0.0625,0.1159999999999999,0.09125,0.082,0.0287499999999999,0.04975,0.141,0.0812499999999999,0.0444999999999999,0.084,0.1415,0.029,0.118,0.05675,0.1054999999999999,0.0245,0.156,0.09375,0.06125,0.04775,0.0657499999999999,0.0767499999999999,0.03725,0.0489999999999999,0.0499999999999999,0.0394999999999999,0.0339999999999999,0.0424999999999999,0.0474999999999999,0.03125,0.0232499999999999,0.023,0.023
Blue Thunder (1983),0.9695,0.95975,0.95875,0.95975,0.68775,0.68775,0.46575,0.68775,0.537,0.368,0.6615,0.4455,0.512,0.72575,0.35775,0.512,0.58325,0.51,0.512,0.3125,0.298,0.236,0.23225,0.45375,0.31125,0.3375,0.32275,0.38075,0.51,0.289,0.4409999999999999,0.1765,0.16275,0.25725,0.291,0.1992499999999999,0.138,0.33225,0.1455,0.14375,0.209,0.12,0.147,0.25925,0.1019999999999999,0.122,0.263,0.14325,0.1649999999999999,0.1485,0.146,0.12,0.1285,0.154,0.5105,0.18025,0.1405,0.1345,0.40725,0.12125,0.213,0.0712499999999999,0.11175,0.2345,0.16625,0.14425,0.05075,0.10325,0.073,0.3472499999999999,0.1877499999999999,0.0635,0.14525,0.194,0.11025,0.15925,0.0707499999999999,0.2947499999999999,0.1629999999999999,0.2259999999999999,0.17025,0.124,0.09625,0.08825,0.09225,0.10975,0.132,0.14125,0.7629999999999999,0.1515,0.1644999999999999,0.97375,0.21725,0.172,0.092,0.21725,0.27175,0.15425,0.12475,0.1307499999999999,0.0287499999999999,0.135,0.04225,0.196,0.05625,0.11175,0.03425,0.0389999999999999,0.087,0.1245,0.05875,0.0944999999999999,0.0662499999999999,0.0635,0.0715,0.05775,0.0424999999999999,0.0692499999999999,0.0954999999999999,0.04725,0.15575,0.1967499999999999,0.0569999999999999,0.1089999999999999,0.062,0.0652499999999999,0.0205,0.08625,0.0845,0.04325,0.0949999999999999,0.0262499999999999,0.05425,0.0682499999999999,0.03775,0.0675,0.082,0.0454999999999999,0.04475,0.05475,0.0277499999999999,0.1089999999999999,0.04875,0.12325,0.0595,0.03925,0.023,0.0282499999999999,0.031
