movieId,original,very funny,weird,light,good,absurd,quirky,culture clash,runaway,farce,melancholic,greed,dialogue,betrayal,drama,mentor,independent film,vengeance,predictable,catastrophe,pornography,fun movie,chase,adaptation,drinking,life philosophy,creativity,fantasy world,dysfunctional family,life & death,fight scenes,writers,sexy,unlikely friendships,weapons,transformation,first contact,death,family,underrated,nudity (full frontal - brief),childhood,stereotypes,multiple storylines,queer,teen movie,surveillance,prejudice,not funny,alter ego,classic car,british,islam,stand-up comedy,hotel,doctors,road movie,hospital,pulp,computer animation,workplace,women,california,addiction,stoner movie,good music,nudity (topless - brief),new jersey,small town,censorship,irish accent,ensemble cast,sacrifice,foul language,period piece,divorce,camp,directorial debut,brothers,mad scientist,alternate history,film noir,dreams,awesome soundtrack,simple,internet,notable nudity,new york city,buddy movie,nudity (rear),unlikeable characters,1930s,80s,wartime,too long,memory,survival,hip hop,wilderness,bollywood,prison,tokyo,atheism,blindness,radio,reality tv,indians,kidnapping,adoption,los angeles,robert downey jr,island,no plot,wine,shopping,cancer,russian,texas,interracial romance,french,finnish,god,australia,race,lawyer,best of 2005,homeless,time,ghosts/afterlife,desert,immortality,fashion,kick-butt women,documentary,made for tv,san francisco,father daughter relationship,potential oscar nom,prostitution,hunting,goth,graphic novel,rebellion,oil,snakes,too short,remake,trilogy,single father
Escanaba in da Moonlight (2001),0.69975,0.8805000000000001,0.527,0.8805000000000001,0.58125,0.8382499999999999,0.3964999999999999,0.44725,0.4685,0.7669999999999999,0.3525,0.384,0.4347499999999999,0.397,0.3565,0.3399999999999999,0.9735,0.34225,0.6655,0.51275,0.37925,0.6065,0.24275,0.61325,0.4772499999999999,0.7927500000000001,0.2022499999999999,0.3884999999999999,0.40125,0.1669999999999999,0.3385,0.09675,0.37925,0.174,0.29425,0.3299999999999999,0.3149999999999999,0.0277499999999999,0.23475,0.05775,0.2815,0.1957499999999999,0.17875,0.244,0.40225,0.192,0.0815,0.29925,0.1955,0.129,0.0677499999999999,0.51275,0.1347499999999999,0.15575,0.1034999999999999,0.22525,0.312,0.2254999999999999,0.172,0.198,0.0737499999999999,0.2055,0.37975,0.10675,0.3065,0.09425,0.05475,0.1392499999999999,0.32725,0.2269999999999999,0.1535,0.11275,0.2495,0.1367499999999999,0.127,0.03275,0.98525,0.05475,0.05075,0.09975,0.0742499999999999,0.1064999999999999,0.1069999999999999,0.1292499999999999,0.122,0.0785,0.397,0.0285,0.0394999999999999,0.20875,0.255,0.0787499999999999,0.085,0.14075,0.147,0.05625,0.177,0.0805,0.10925,0.155,0.0715,0.03725,0.14225,0.0657499999999999,0.12475,0.0504999999999999,0.14775,0.0564999999999999,0.0685,0.09825,0.08925,0.11725,0.0384999999999999,0.022,0.118,0.03625,0.0549999999999999,0.24175,0.0722499999999999,0.0265,0.15575,0.14225,0.1405,0.0792499999999999,0.03325,0.14325,0.092,0.0625,0.16725,0.2817499999999999,0.0642499999999999,0.04725,0.0815,0.0067499999999999,0.0172499999999999,0.0635,0.04725,0.0369999999999999,0.0645,0.2644999999999999,0.0695,0.022,0.0752499999999999,0.0454999999999999,0.0637499999999999,0.0227499999999999,0.0192499999999999,0.0925,0.073
"Russians Are Coming, the Russians Are Coming, The (1966)",0.637,0.85025,0.4067499999999999,0.54725,0.5805,0.6745,0.2905,0.59625,0.3864999999999999,0.55975,0.37,0.3984999999999999,0.42125,0.3984999999999999,0.3115,0.4599999999999999,0.42025,0.31525,0.45025,0.4842499999999999,0.1634999999999999,0.4932499999999999,0.65125,0.39875,0.3239999999999999,0.26175,0.28225,0.3754999999999999,0.1297499999999999,0.17925,0.16725,0.199,0.09075,0.31675,0.528,0.40575,0.27375,0.18375,0.2734999999999999,0.189,0.14725,0.21,0.407,0.175,0.1312499999999999,0.15025,0.70025,0.20825,0.202,0.09925,0.1564999999999999,0.6895,0.39325,0.05625,0.15775,0.11375,0.09625,0.14225,0.1317499999999999,0.151,0.1159999999999999,0.1164999999999999,0.50225,0.0697499999999999,0.12225,0.3057499999999999,0.11725,0.1039999999999999,0.3824999999999999,0.0564999999999999,0.23975,0.27725,0.26875,0.05925,0.6895,0.0494999999999999,0.1029999999999999,0.1079999999999999,0.085,0.139,0.2085,0.0959999999999999,0.0642499999999999,0.1144999999999999,0.16025,0.10725,0.0434999999999999,0.152,0.0374999999999999,0.0817499999999999,0.03325,0.10025,0.12,0.42025,0.27375,0.215,0.3784999999999999,0.06,0.10775,0.11075,0.0712499999999999,0.0662499999999999,0.09375,0.05475,0.2045,0.0399999999999999,0.29225,0.0627499999999999,0.0439999999999999,0.016,0.03025,0.6245,0.0615,0.04225,0.0414999999999999,0.0389999999999999,0.95725,0.0722499999999999,0.15,0.03675,0.1352499999999999,0.0727499999999999,0.1169999999999999,0.2475,0.0627499999999999,0.03,0.06,0.1355,0.0414999999999999,0.26325,0.0637499999999999,0.0424999999999999,0.0499999999999999,0.03225,0.04675,0.0615,0.03,0.05825,0.028,0.147,0.0419999999999999,0.022,0.0865,0.2955,0.05825,0.0752499999999999,0.0215,0.08625,0.031
Interview with the Assassin (2002),0.70775,0.7689999999999999,0.486,0.7689999999999999,0.8827499999999999,0.718,0.708,0.44675,0.4565,0.4145,0.41425,0.4895,0.34775,0.8607499999999999,0.44175,0.3685,0.58025,0.49275,0.794,0.401,0.26825,0.15775,0.1892499999999999,0.24325,0.17475,0.241,0.1382499999999999,0.3189999999999999,0.1905,0.2514999999999999,0.254,0.18275,0.183,0.121,0.245,0.216,0.206,0.217,0.0762499999999999,0.21375,0.1024999999999999,0.11425,0.0632499999999999,0.131,0.20825,0.276,0.8827499999999999,0.26825,0.34325,0.0974999999999999,0.2744999999999999,0.09425,0.26825,0.1805,0.16175,0.1315,0.0989999999999999,0.211,0.25275,0.1307499999999999,0.15775,0.0687499999999999,0.3175,0.3339999999999999,0.0655,0.08775,0.0314999999999999,0.268,0.15825,0.03575,0.09825,0.05375,0.10325,0.0324999999999999,0.04925,0.1114999999999999,0.03325,0.15575,0.05075,0.06,0.12275,0.1895,0.10975,0.08775,0.076,0.3065,0.0652499999999999,0.09775,0.11025,0.0554999999999999,0.05175,0.04275,0.0429999999999999,0.0394999999999999,0.09225,0.0797499999999999,0.0805,0.14425,0.03075,0.0635,0.0875,0.0745,0.08,0.0665,0.0632499999999999,0.09975,0.0359999999999999,0.0242499999999999,0.06025,0.02975,0.059,0.0354999999999999,0.1402499999999999,0.09925,0.019,0.4465,0.05875,0.3359999999999999,0.04225,0.0097499999999999,0.11225,0.08,0.0559999999999999,0.03,0.25625,0.0324999999999999,0.0459999999999999,0.0285,0.0252499999999999,0.0095,0.1024999999999999,0.16625,0.0615,0.44175,0.1555,0.0324999999999999,0.0227499999999999,0.1267499999999999,0.04775,0.0652499999999999,0.05625,0.15525,0.017,0.24175,0.0464999999999999,0.04925,0.0257499999999999,0.04925,0.0245
Deathtrap (1982),0.87575,0.5595,0.8652500000000001,0.7425,0.8652500000000001,0.378,0.58125,0.7425,0.68925,0.4317499999999999,0.6605,0.6605,0.72325,0.95025,0.68925,0.8122499999999999,0.38,0.34175,0.3057499999999999,0.4569999999999999,0.307,0.77125,0.4489999999999999,0.58725,0.1775,0.3615,0.482,0.2209999999999999,0.175,0.22625,0.18575,0.5585,0.61725,0.32325,0.36375,0.2095,0.24075,0.243,0.25175,0.38225,0.27,0.273,0.1925,0.255,0.533,0.23225,0.73725,0.24475,0.3117499999999999,0.3289999999999999,0.215,0.23075,0.119,0.0974999999999999,0.1932499999999999,0.2224999999999999,0.08775,0.1099999999999999,0.2465,0.2214999999999999,0.172,0.21325,0.1302499999999999,0.0777499999999999,0.08,0.1775,0.22925,0.11175,0.1144999999999999,0.3047499999999999,0.2145,0.14375,0.24475,0.18375,0.25025,0.15325,0.207,0.17525,0.0827499999999999,0.1024999999999999,0.3067499999999999,0.1445,0.0655,0.1775,0.123,0.1397499999999999,0.0805,0.1654999999999999,0.067,0.20725,0.0712499999999999,0.12075,0.1069999999999999,0.1089999999999999,0.1485,0.147,0.0835,0.0605,0.0727499999999999,0.1465,0.0905,0.0705,0.10525,0.2085,0.1392499999999999,0.065,0.0762499999999999,0.0974999999999999,0.0697499999999999,0.0605,0.1327499999999999,0.17025,0.33275,0.06225,0.04675,0.0519999999999999,0.04875,0.0675,0.0812499999999999,0.068,0.0285,0.0394999999999999,0.0267499999999999,0.09075,0.25025,0.0524999999999999,0.03525,0.1425,0.0755,0.03875,0.0529999999999999,0.0514999999999999,0.09225,0.0334999999999999,0.0584999999999999,0.16075,0.0642499999999999,0.0805,0.0534999999999999,0.0409999999999999,0.0792499999999999,0.0735,0.05225,0.073,0.0514999999999999,0.0504999999999999,0.0484999999999999,0.0245,0.1584999999999999
Where's Poppa? (1970),0.707,0.80325,0.831,0.8287500000000001,0.45125,0.8287500000000001,0.831,0.63325,0.63325,0.63025,0.5485,0.63325,0.491,0.51425,0.63325,0.5135,0.429,0.51325,0.4835,0.4379999999999999,0.74025,0.1445,0.34375,0.576,0.49975,0.49375,0.41525,0.27975,0.4137499999999999,0.40625,0.2035,0.12425,0.309,0.14325,0.1694999999999999,0.38825,0.195,0.33425,0.1589999999999999,0.20575,0.4445,0.18125,0.32825,0.30225,0.4087499999999999,0.1144999999999999,0.1932499999999999,0.33225,0.2065,0.1927499999999999,0.172,0.50425,0.32625,0.059,0.075,0.294,0.1362499999999999,0.3622499999999999,0.1295,0.1634999999999999,0.23125,0.3625,0.42025,0.0715,0.2684999999999999,0.10825,0.3165,0.0404999999999999,0.092,0.5575,0.12325,0.0687499999999999,0.21975,0.0554999999999999,0.2664999999999999,0.218,0.1104999999999999,0.11925,0.202,0.0785,0.09125,0.11425,0.1074999999999999,0.09525,0.1355,0.1579999999999999,0.0424999999999999,0.2309999999999999,0.0339999999999999,0.0857499999999999,0.09375,0.0677499999999999,0.0489999999999999,0.18375,0.211,0.09925,0.073,0.05825,0.0785,0.05075,0.079,0.28125,0.11275,0.2329999999999999,0.0434999999999999,0.10475,0.0424999999999999,0.0865,0.216,0.21475,0.0404999999999999,0.0389999999999999,0.0655,0.063,0.1235,0.1185,0.0584999999999999,0.0449999999999999,0.144,0.1069999999999999,0.0235,0.0717499999999999,0.024,0.03,0.51225,0.1104999999999999,0.04425,0.04875,0.076,0.08725,0.0692499999999999,0.21,0.1317499999999999,0.04775,0.0564999999999999,0.03675,0.0697499999999999,0.02975,0.08775,0.0125,0.0484999999999999,0.1495,0.05625,0.06,0.2022499999999999,0.0257499999999999,0.0687499999999999,0.0489999999999999,0.10325
Tune in Tomorrow... (1990),0.7969999999999999,0.4335,0.58725,0.8574999999999999,0.8285,0.4157499999999999,0.66375,0.62275,0.62275,0.2835,0.61925,0.62275,0.36575,0.533,0.62275,0.50675,0.3035,0.39025,0.54975,0.8285,0.3349999999999999,0.74825,0.4892499999999999,0.60475,0.21875,0.351,0.2264999999999999,0.3732499999999999,0.26275,0.188,0.53775,0.352,0.902,0.11625,0.23125,0.376,0.54975,0.11125,0.3037499999999999,0.1357499999999999,0.31975,0.3037499999999999,0.278,0.40725,0.55825,0.27875,0.288,0.1659999999999999,0.249,0.54375,0.18075,0.28075,0.3035,0.0757499999999999,0.406,0.136,0.08925,0.18475,0.172,0.2165,0.08925,0.0707499999999999,0.0642499999999999,0.082,0.2524999999999999,0.09175,0.34025,0.0772499999999999,0.1119999999999999,0.2017499999999999,0.23475,0.387,0.25875,0.0369999999999999,0.28075,0.08725,0.0509999999999999,0.0999999999999999,0.05375,0.09425,0.271,0.142,0.07,0.074,0.21125,0.2784999999999999,0.3005,0.2865,0.26675,0.10175,0.0554999999999999,0.23575,0.12425,0.18725,0.0685,0.39425,0.1397499999999999,0.11625,0.05425,0.55775,0.09225,0.05775,0.0665,0.1805,0.7902499999999999,0.146,0.31675,0.1942499999999999,0.16075,0.32375,0.1185,0.0509999999999999,0.076,0.05575,0.12325,0.0524999999999999,0.132,0.0489999999999999,0.22625,0.11575,0.03725,0.05975,0.0247499999999999,0.0449999999999999,0.064,0.1985,0.0237499999999999,0.082,0.4679999999999999,0.0125,0.1079999999999999,0.17975,0.09075,0.1455,0.05625,0.0469999999999999,0.14175,0.0925,0.0509999999999999,0.0132499999999999,0.0369999999999999,0.10025,0.1265,0.0292499999999999,0.0554999999999999,0.09975,0.0295,0.079,0.03825
"Midsummer Night's Sex Comedy, A (1982)",0.71025,0.45925,0.6745,0.756,0.648,0.434,0.3672499999999999,0.648,0.57,0.67225,0.99375,0.4479999999999999,0.6215,0.427,0.427,0.427,0.46625,0.24125,0.53175,0.42525,0.5735,0.4385,0.33925,0.4619999999999999,0.31525,0.4782499999999999,0.39425,0.37825,0.3395,0.5185,0.1972499999999999,0.61725,0.5735,0.3472499999999999,0.19,0.2897499999999999,0.23525,0.215,0.1365,0.27875,0.1987499999999999,0.15375,0.074,0.39325,0.176,0.119,0.0722499999999999,0.0974999999999999,0.23575,0.14825,0.1845,0.1362499999999999,0.1375,0.0827499999999999,0.33525,0.4982499999999999,0.11425,0.21975,0.22275,0.1402499999999999,0.235,0.3445,0.065,0.15925,0.0717499999999999,0.14175,0.37475,0.213,0.08,0.11675,0.0835,0.4892499999999999,0.0682499999999999,0.085,0.2194999999999999,0.8525,0.0777499999999999,0.1352499999999999,0.081,0.122,0.144,0.10175,0.27425,0.11225,0.16525,0.06,0.1992499999999999,0.54775,0.0227499999999999,0.21825,0.11175,0.1845,0.085,0.0697499999999999,0.05525,0.1139999999999999,0.084,0.0675,0.25975,0.067,0.0715,0.0969999999999999,0.15975,0.0817499999999999,0.1892499999999999,0.0277499999999999,0.04725,0.0414999999999999,0.1345,0.0549999999999999,0.09225,0.0675,0.04875,0.3662499999999999,0.05525,0.073,0.023,0.03525,0.09975,0.0494999999999999,0.0334999999999999,0.04475,0.0504999999999999,0.0474999999999999,0.0692499999999999,0.1119999999999999,0.03175,0.0252499999999999,0.0712499999999999,0.04575,0.18525,0.1235,0.0682499999999999,0.04875,0.03175,0.0615,0.0494999999999999,0.05425,0.05725,0.0295,0.0559999999999999,0.0389999999999999,0.0305,0.03125,0.04375,0.0192499999999999,0.0329999999999999,0.0247499999999999,0.03875
Richard Pryor Live on the Sunset Strip (1982),0.778,0.90475,0.666,0.7757499999999999,0.7395,0.38175,0.53175,0.674,0.7395,0.78525,0.64375,0.666,0.7395,0.674,0.674,0.5635,0.573,0.50475,0.2987499999999999,0.44925,0.3319999999999999,0.31925,0.4345,0.38475,0.557,0.33625,0.45175,0.2564999999999999,0.293,0.537,0.361,0.149,0.2455,0.64375,0.2229999999999999,0.3409999999999999,0.21575,0.59675,0.1265,0.2199999999999999,0.4395,0.4137499999999999,0.2194999999999999,0.4077499999999999,0.15825,0.18625,0.17925,0.5075,0.3007499999999999,0.33775,0.39475,0.14675,0.174,0.9945,0.22275,0.1325,0.22325,0.4075,0.155,0.24675,0.25225,0.357,0.2495,0.75475,0.414,0.2279999999999999,0.3672499999999999,0.1795,0.17125,0.264,0.15925,0.154,0.273,0.3047499999999999,0.0979999999999999,0.084,0.1262499999999999,0.1215,0.35275,0.10025,0.11725,0.23175,0.14275,0.16825,0.301,0.10225,0.247,0.14825,0.2239999999999999,0.1795,0.10125,0.191,0.2937499999999999,0.11275,0.29725,0.091,0.1024999999999999,0.086,0.1674999999999999,0.04925,0.1245,0.30625,0.0807499999999999,0.1357499999999999,0.11325,0.0509999999999999,0.11675,0.0974999999999999,0.085,0.10375,0.0554999999999999,0.09475,0.04925,0.0672499999999999,0.06075,0.1357499999999999,0.0762499999999999,0.10975,0.0767499999999999,0.05575,0.04025,0.05875,0.0595,0.23175,0.0434999999999999,0.1282499999999999,0.1345,0.08925,0.24425,0.125,0.0732499999999999,0.03525,0.0757499999999999,0.09225,0.0712499999999999,0.1795,0.0682499999999999,0.03625,0.1252499999999999,0.05575,0.0677499999999999,0.10275,0.122,0.0815,0.1004999999999999,0.06025,0.03925,0.077,0.0292499999999999
Car Wash (1976),0.74,0.544,0.72475,0.544,0.5485,0.20625,0.28,0.72475,0.35175,0.27975,0.72475,0.533,0.3984999999999999,0.3612499999999999,0.506,0.4067499999999999,0.2324999999999999,0.3189999999999999,0.5615,0.4247499999999999,0.2045,0.36775,0.3195,0.2564999999999999,0.33525,0.3894999999999999,0.27875,0.2604999999999999,0.489,0.20475,0.3415,0.3159999999999999,0.35,0.3265,0.3415,0.2135,0.2204999999999999,0.2827499999999999,0.18125,0.16875,0.22625,0.53125,0.25325,0.27225,0.15125,0.1634999999999999,0.0825,0.2329999999999999,0.21,0.3415,0.2329999999999999,0.0615,0.2534999999999999,0.11475,0.0745,0.1307499999999999,0.12225,0.10475,0.27975,0.156,0.90125,0.14625,0.3505,0.1475,0.1265,0.23825,0.0835,0.45925,0.16675,0.06,0.0865,0.70325,0.0772499999999999,0.0399999999999999,0.23875,0.0837499999999999,0.0817499999999999,0.0949999999999999,0.0747499999999999,0.09875,0.1267499999999999,0.1024999999999999,0.216,0.1875,0.089,0.131,0.0777499999999999,0.0827499999999999,0.03075,0.0479999999999999,0.22325,0.0544999999999999,0.05575,0.0994999999999999,0.0665,0.2274999999999999,0.188,0.132,0.05525,0.05575,0.17275,0.09825,0.0702499999999999,0.04675,0.279,0.05575,0.1589999999999999,0.0584999999999999,0.05075,0.4187499999999999,0.0662499999999999,0.1669999999999999,0.4385,0.03325,0.204,0.04125,0.03175,0.077,0.05875,0.05225,0.05375,0.0702499999999999,0.03925,0.09575,0.0237499999999999,0.03,0.0627499999999999,0.0569999999999999,0.0549999999999999,0.05575,0.0429999999999999,0.0494999999999999,0.0905,0.0494999999999999,0.0434999999999999,0.04175,0.0262499999999999,0.03525,0.24225,0.0379999999999999,0.03425,0.03725,0.03275,0.0692499999999999,0.028,0.021,0.069,0.05675,0.03175
"Kiss Me, Stupid (1964)",0.7829999999999999,0.7485,0.572,0.619,0.4435,0.3522499999999999,0.33175,0.572,0.572,0.7902499999999999,0.6085,0.5785,0.50875,0.4405,0.34975,0.367,0.396,0.3615,0.4519999999999999,0.49775,0.2987499999999999,0.4515,0.412,0.41825,0.396,0.32875,0.21025,0.3635,0.1925,0.24375,0.2485,0.22825,0.4365,0.14275,0.23375,0.42625,0.4097499999999999,0.1855,0.25275,0.37725,0.18275,0.2385,0.086,0.1069999999999999,0.1604999999999999,0.385,0.24575,0.077,0.3007499999999999,0.425,0.3492499999999999,0.16925,0.217,0.1109999999999999,0.212,0.0645,0.2375,0.11475,0.249,0.2185,0.2544999999999999,0.191,0.2415,0.0895,0.1337499999999999,0.64625,0.04325,0.255,0.595,0.217,0.0544999999999999,0.0354999999999999,0.1907499999999999,0.11625,0.0675,0.3462499999999999,0.11525,0.05525,0.0549999999999999,0.365,0.0695,0.396,0.1287499999999999,0.08875,0.20375,0.0785,0.04575,0.0979999999999999,0.089,0.1049999999999999,0.0255,0.2085,0.087,0.1295,0.17525,0.10825,0.124,0.0122499999999999,0.51,0.184,0.0817499999999999,0.0635,0.04825,0.09075,0.1265,0.025,0.0554999999999999,0.12025,0.0374999999999999,0.03875,0.0534999999999999,0.26175,0.0394999999999999,0.31725,0.10175,0.02975,0.0692499999999999,0.0852499999999999,0.0637499999999999,0.0715,0.0595,0.0584999999999999,0.03025,0.0424999999999999,0.0245,0.05875,0.03225,0.14775,0.0344999999999999,0.397,0.0802499999999999,0.151,0.05175,0.0235,0.0489999999999999,0.1455,0.021,0.03025,0.27675,0.11575,0.0287499999999999,0.0227499999999999,0.0384999999999999,0.0419999999999999,0.10125,0.0564999999999999,0.0287499999999999,0.03775,0.0235
"What's Up, Tiger Lily? (1966)",0.8554999999999999,0.8947499999999999,0.77,0.92575,0.8160000000000001,0.96025,0.5805,0.5505,0.45225,0.8947499999999999,0.4715,0.4255,0.8160000000000001,0.33475,0.4255,0.51025,0.64475,0.296,0.92575,0.45975,0.4485,0.2945,0.50975,0.3482499999999999,0.1897499999999999,0.2905,0.5065,0.33975,0.1564999999999999,0.2734999999999999,0.3715,0.34025,0.30925,0.177,0.26825,0.2825,0.30925,0.24175,0.1825,0.23075,0.34325,0.33825,0.1629999999999999,0.18525,0.195,0.3299999999999999,0.8247500000000001,0.181,0.136,0.211,0.142,0.2957499999999999,0.3359999999999999,0.0925,0.1337499999999999,0.0675,0.1084999999999999,0.1877499999999999,0.16775,0.21975,0.15025,0.2115,0.0817499999999999,0.081,0.18275,0.2825,0.29225,0.125,0.082,0.22325,0.0569999999999999,0.0785,0.1765,0.064,0.125,0.0715,0.272,0.8454999999999999,0.20525,0.134,0.12375,0.1897499999999999,0.082,0.24275,0.174,0.1285,0.0915,0.11925,0.04775,0.09375,0.0675,0.152,0.1947499999999999,0.09125,0.12025,0.12275,0.0695,0.1545,0.127,0.0825,0.08825,0.293,0.1059999999999999,0.1004999999999999,0.129,0.0665,0.1287499999999999,0.05375,0.0574999999999999,0.0742499999999999,0.0752499999999999,0.09175,0.21775,0.0319999999999999,0.0655,0.05825,0.10525,0.0685,0.1064999999999999,0.0509999999999999,0.0984999999999999,0.1555,0.09,0.089,0.03025,0.1972499999999999,0.0717499999999999,0.0647499999999999,0.0245,0.067,0.1262499999999999,0.04675,0.083,0.0717499999999999,0.09325,0.0469999999999999,0.0702499999999999,0.22125,0.0564999999999999,0.05425,0.0484999999999999,0.0672499999999999,0.09675,0.0579999999999999,0.10425,0.05625,0.1317499999999999,0.0765,0.0147499999999999
...And God Spoke (1993),0.79325,0.902,0.6525,0.725,0.46725,0.725,0.58725,0.663,0.46725,0.6815,0.53575,0.6525,0.6525,0.663,0.663,0.4599999999999999,0.6155,0.80525,0.3844999999999999,0.403,0.557,0.27525,0.289,0.8732500000000001,0.3215,0.3087499999999999,0.26525,0.3025,0.24175,0.34325,0.3844999999999999,0.24375,0.3525,0.1337499999999999,0.39525,0.25625,0.26075,0.673,0.11425,0.22775,0.4275,0.1285,0.1277499999999999,0.53925,0.3255,0.1897499999999999,0.0665,0.33175,0.26575,0.43525,0.1545,0.56675,0.62275,0.4235,0.0762499999999999,0.1285,0.05675,0.1039999999999999,0.16375,0.1855,0.0544999999999999,0.1275,0.1962499999999999,0.3712499999999999,0.0837499999999999,0.1355,0.3572499999999999,0.30725,0.0667499999999999,0.0504999999999999,0.20675,0.14725,0.22825,0.0782499999999999,0.11925,0.0812499999999999,0.093,0.11625,0.0822499999999999,0.16775,0.148,0.1295,0.0735,0.10125,0.0949999999999999,0.09575,0.557,0.0464999999999999,0.1069999999999999,0.4459999999999999,0.0389999999999999,0.1465,0.0755,0.1659999999999999,0.078,0.07,0.2185,0.128,0.12075,0.0429999999999999,0.1009999999999999,0.03825,0.3974999999999999,0.1382499999999999,0.0642499999999999,0.1099999999999999,0.118,0.025,0.0454999999999999,0.04575,0.0424999999999999,0.06175,0.0112499999999999,0.2345,0.0364999999999999,0.10025,0.085,0.1024999999999999,0.0262499999999999,0.0559999999999999,0.0102499999999999,0.3974999999999999,0.1887499999999999,0.0534999999999999,0.03225,0.368,0.068,0.0202499999999999,0.11425,0.011,0.04975,0.0514999999999999,0.1584999999999999,0.1714999999999999,0.065,0.0692499999999999,0.0305,0.1887499999999999,0.0652499999999999,0.0822499999999999,0.1014999999999999,0.0349999999999999,0.04375,0.14125,0.0817499999999999,0.02975,0.05525,0.0237499999999999,0.013
I Love You to Death (1990),0.7435,0.90925,0.72,0.45475,0.55775,0.51375,0.68075,0.387,0.3994999999999999,0.59725,0.488,0.32725,0.4865,0.57275,0.3555,0.8875,0.26475,0.4865,0.282,0.4355,0.286,0.2017499999999999,0.33725,0.3515,0.499,0.40325,0.24225,0.3225,0.538,0.23525,0.24225,0.192,0.2269999999999999,0.29325,0.206,0.2544999999999999,0.198,0.32925,0.2017499999999999,0.38575,0.17875,0.1654999999999999,0.23375,0.2837499999999999,0.14125,0.128,0.3625,0.1292499999999999,0.216,0.298,0.1664999999999999,0.1669999999999999,0.14075,0.242,0.26525,0.3562499999999999,0.135,0.62025,0.172,0.1689999999999999,0.25225,0.3315,0.11425,0.133,0.362,0.0742499999999999,0.17625,0.2125,0.1024999999999999,0.0767499999999999,0.1362499999999999,0.217,0.1382499999999999,0.076,0.11175,0.907,0.1034999999999999,0.0994999999999999,0.11125,0.179,0.17025,0.11025,0.0855,0.0979999999999999,0.0792499999999999,0.09125,0.26375,0.0695,0.26175,0.21275,0.08,0.076,0.1119999999999999,0.1195,0.0645,0.1425,0.1144999999999999,0.0717499999999999,0.10875,0.0389999999999999,0.15825,0.083,0.0419999999999999,0.14125,0.0857499999999999,0.0464999999999999,0.05775,0.0647499999999999,0.2435,0.04425,0.11125,0.05975,0.09625,0.074,0.1485,0.0805,0.0409999999999999,0.04675,0.11025,0.0429999999999999,0.04375,0.04075,0.03375,0.077,0.0737499999999999,0.04975,0.10875,0.1387499999999999,0.0509999999999999,0.09,0.077,0.1594999999999999,0.0595,0.0265,0.0484999999999999,0.1089999999999999,0.0802499999999999,0.0379999999999999,0.0529999999999999,0.0807499999999999,0.05475,0.06125,0.074,0.0225,0.024,0.0155,0.0339999999999999,0.0314999999999999,0.05025
"Pink Panther Strikes Again, The (1976)",0.71175,0.919,0.7642500000000001,0.73375,0.57425,0.921,0.24475,0.4449999999999999,0.553,0.93475,0.54875,0.54875,0.41325,0.73025,0.35875,0.515,0.21425,0.51425,0.555,0.54325,0.249,0.476,0.72375,0.27525,0.25425,0.3502499999999999,0.3954999999999999,0.3279999999999999,0.18125,0.292,0.215,0.1104999999999999,0.2634999999999999,0.2624999999999999,0.39825,0.28025,0.199,0.27325,0.14475,0.185,0.236,0.274,0.1267499999999999,0.1604999999999999,0.137,0.12375,0.73025,0.1387499999999999,0.211,0.26925,0.2345,0.36375,0.093,0.118,0.4425,0.23775,0.2125,0.4075,0.2145,0.1382499999999999,0.12225,0.14975,0.1267499999999999,0.0584999999999999,0.15775,0.1694999999999999,0.3665,0.0687499999999999,0.077,0.1014999999999999,0.11925,0.0429999999999999,0.1985,0.0645,0.3027499999999999,0.07,0.1485,0.1024999999999999,0.1255,0.28425,0.10075,0.1377499999999999,0.077,0.08825,0.17875,0.10275,0.146,0.0524999999999999,0.1372499999999999,0.1267499999999999,0.0605,0.0835,0.1099999999999999,0.1089999999999999,0.081,0.1109999999999999,0.0905,0.029,0.0979999999999999,0.092,0.1225,0.17375,0.0484999999999999,0.12475,0.0702499999999999,0.0745,0.11025,0.64425,0.09725,0.03525,0.0364999999999999,0.135,0.15875,0.06125,0.0429999999999999,0.0725,0.218,0.04675,0.0705,0.1402499999999999,0.0389999999999999,0.04375,0.0735,0.089,0.0354999999999999,0.0657499999999999,0.05225,0.218,0.0949999999999999,0.1235,0.1305,0.062,0.05525,0.0242499999999999,0.0504999999999999,0.1335,0.04825,0.05525,0.078,0.0762499999999999,0.0379999999999999,0.0262499999999999,0.11425,0.05925,0.06225,0.0334999999999999,0.0329999999999999,0.1564999999999999,0.0267499999999999
