movieId,original,melancholic,good,teen movie,unlikely friendships,independent film,runaway,weird,mentor,pornography,culture clash,drama,betrayal,queer,catastrophe,women,sexy,greed,dialogue,stereotypes,predictable,drinking,quirky,vengeance,childhood,life philosophy,light,adaptation,dysfunctional family,family,fantasy world,very funny,fun movie,life & death,not funny,writers,prejudice,fight scenes,chase,small town,nudity (full frontal - brief),new jersey,transformation,first contact,death,underrated,classic car,creativity,multiple storylines,awesome soundtrack,california,weapons,addiction,interracial romance,absurd,divorce,sacrifice,road movie,computer animation,internet,irish accent,british,good music,islam,camp,farce,notable nudity,dreams,hip hop,pulp,censorship,hospital,bollywood,period piece,alter ego,doctors,surveillance,nudity (topless - brief),hotel,new york city,stoner movie,directorial debut,80s,workplace,texas,cancer,ensemble cast,nudity (rear),shopping,unlikeable characters,simple,stand-up comedy,wartime,brothers,film noir,tokyo,alternate history,indians,adoption,blindness,single father,memory,foul language,kick-butt women,too long,fashion,atheism,rebellion,australia,goth,mad scientist,san francisco,los angeles,survival,race,prison,finnish,reality tv,father daughter relationship,wilderness,island,robert downey jr,no plot,prostitution,wine,1930s,graphic novel,made for tv,potential oscar nom,radio,documentary,too short,god,homeless,russian,immortality,best of 2005,kidnapping,buddy movie,ghosts/afterlife,desert,lawyer,french,trilogy,remake,hunting,snakes,time,oil
Crazy/Beautiful (2001),0.6815,0.6595,0.80725,0.995,0.3685,0.45425,0.426,0.36175,0.46575,0.507,0.426,0.63875,0.426,0.3025,0.737,0.412,0.6435,0.374,0.3375,0.7517499999999999,0.4167499999999999,0.48075,0.24375,0.37625,0.2224999999999999,0.262,0.2784999999999999,0.2877499999999999,0.1952499999999999,0.2977499999999999,0.2945,0.202,0.32575,0.2095,0.31925,0.2817499999999999,0.4922499999999999,0.2724999999999999,0.24025,0.1775,0.264,0.4805,0.21,0.21875,0.2564999999999999,0.2085,0.1255,0.14425,0.1535,0.3325,0.33025,0.2724999999999999,0.25175,0.2125,0.29825,0.082,0.349,0.156,0.139,0.3017499999999999,0.138,0.10325,0.30725,0.0825,0.093,0.1044999999999999,0.1674999999999999,0.2465,0.73025,0.142,0.18625,0.129,0.071,0.11575,0.1315,0.0852499999999999,0.08625,0.0702499999999999,0.065,0.0484999999999999,0.1019999999999999,0.0832499999999999,0.0852499999999999,0.0642499999999999,0.09475,0.076,0.0954999999999999,0.08625,0.0569999999999999,0.0777499999999999,0.1054999999999999,0.09725,0.0642499999999999,0.05625,0.09675,0.0979999999999999,0.1317499999999999,0.11625,0.076,0.0787499999999999,0.188,0.0677499999999999,0.16775,0.11225,0.092,0.1225,0.064,0.21375,0.0685,0.3045,0.0554999999999999,0.0364999999999999,0.1402499999999999,0.0822499999999999,0.17825,0.0825,0.0242499999999999,0.06225,0.78725,0.0439999999999999,0.0635,0.0697499999999999,0.09525,0.0595,0.03425,0.03675,0.09625,0.0494999999999999,0.04925,0.0652499999999999,0.025,0.03225,0.05725,0.0285,0.0489999999999999,0.0742499999999999,0.04425,0.0295,0.0444999999999999,0.0409999999999999,0.0429999999999999,0.0369999999999999,0.03625,0.0364999999999999,0.05125,0.0137499999999999,0.03925,0.03975,0.0277499999999999
Lost and Delirious (2001),0.6395,0.8915,0.8805000000000001,0.8105,0.69775,0.7909999999999999,0.5835,0.839,0.599,0.8122499999999999,0.676,0.676,0.676,0.8660000000000001,0.4347499999999999,0.8095000000000001,0.8122499999999999,0.5835,0.4635,0.46125,0.3389999999999999,0.5835,0.25625,0.44825,0.21475,0.2875,0.22375,0.42325,0.22675,0.3259999999999999,0.3295,0.23425,0.2022499999999999,0.676,0.348,0.246,0.3735,0.3005,0.25225,0.18575,0.3924999999999999,0.15975,0.2744999999999999,0.30425,0.2234999999999999,0.2299999999999999,0.16125,0.14725,0.3742499999999999,0.0939999999999999,0.1475,0.2025,0.1415,0.353,0.1619999999999999,0.1134999999999999,0.32775,0.1154999999999999,0.14725,0.3179999999999999,0.1892499999999999,0.189,0.1714999999999999,0.1654999999999999,0.0865,0.1084999999999999,0.18625,0.1614999999999999,0.118,0.1332499999999999,0.1745,0.173,0.1255,0.1795,0.14225,0.21675,0.16225,0.2274999999999999,0.1357499999999999,0.0752499999999999,0.092,0.11575,0.05825,0.089,0.05875,0.16925,0.0685,0.16025,0.0384999999999999,0.11675,0.11425,0.0715,0.1312499999999999,0.0777499999999999,0.09,0.1282499999999999,0.17725,0.1485,0.3552499999999999,0.2224999999999999,0.0449999999999999,0.1935,0.08975,0.0895,0.119,0.0645,0.1079999999999999,0.1435,0.1009999999999999,0.139,0.0625,0.066,0.0702499999999999,0.0685,0.1485,0.0905,0.03275,0.079,0.0805,0.0775,0.0677499999999999,0.04675,0.0454999999999999,0.0785,0.0595,0.0717499999999999,0.09575,0.0534999999999999,0.1639999999999999,0.06125,0.03475,0.11025,0.0564999999999999,0.02,0.05225,0.0484999999999999,0.0319999999999999,0.121,0.03,0.03025,0.0242499999999999,0.04425,0.064,0.03875,0.04625,0.03325,0.0329999999999999,0.04325,0.0292499999999999
"Night in the Life of Jimmy Reardon, A (1988)",0.8089999999999999,0.4555,0.674,0.857,0.8009999999999999,0.379,0.5495,0.4195,0.70575,0.58475,0.57475,0.4545,0.4735,0.2694999999999999,0.4255,0.55525,0.4197499999999999,0.4195,0.4207499999999999,0.47475,0.732,0.28925,0.46775,0.59575,0.252,0.23325,0.3007499999999999,0.7849999999999999,0.2827499999999999,0.43025,0.391,0.35,0.28075,0.6835,0.277,0.3652499999999999,0.0925,0.62175,0.473,0.18225,0.285,0.3495,0.2115,0.29025,0.547,0.09,0.2935,0.20625,0.1895,0.38325,0.401,0.3824999999999999,0.3007499999999999,0.1375,0.3155,0.05875,0.0925,0.2554999999999999,0.23475,0.1024999999999999,0.1947499999999999,0.091,0.1415,0.144,0.23525,0.35,0.361,0.211,0.14925,0.2334999999999999,0.1322499999999999,0.261,0.03075,0.068,0.1815,0.1245,0.17175,0.4715,0.1235,0.1014999999999999,0.241,0.0964999999999999,0.4675,0.0979999999999999,0.0727499999999999,0.1139999999999999,0.0474999999999999,0.32675,0.3675,0.7125,0.1054999999999999,0.14325,0.1034999999999999,0.08725,0.1277499999999999,0.0964999999999999,0.1495,0.0837499999999999,0.0812499999999999,0.10275,0.0747499999999999,0.11275,0.0979999999999999,0.0605,0.1335,0.0329999999999999,0.134,0.075,0.0519999999999999,0.03625,0.12225,0.0807499999999999,0.235,0.1004999999999999,0.0627499999999999,0.1029999999999999,0.0187499999999999,0.03275,0.05975,0.09575,0.1347499999999999,0.08775,0.0275,0.12325,0.0414999999999999,0.1034999999999999,0.018,0.04825,0.1084999999999999,0.09525,0.0202499999999999,0.0292499999999999,0.2304999999999999,0.079,0.05475,0.09725,0.03825,0.05225,0.0655,0.204,0.0479999999999999,0.03725,0.03075,0.06225,0.2274999999999999,0.03925,0.0584999999999999,0.0389999999999999,0.04525
All Over the Guy (2001),0.66875,0.91575,0.9195,0.9195,0.5035,0.94075,0.4217499999999999,0.3964999999999999,0.43775,0.56325,0.3964999999999999,0.3964999999999999,0.34775,0.99625,0.429,0.355,0.27,0.3455,0.63175,0.8167500000000001,0.3884999999999999,0.22575,0.34775,0.3405,0.4715,0.3219999999999999,0.38175,0.28125,0.2209999999999999,0.4715,0.3249999999999999,0.269,0.6715,0.1885,0.301,0.3309999999999999,0.30025,0.2935,0.2935,0.25675,0.26225,0.1355,0.23875,0.23475,0.09275,0.1992499999999999,0.1169999999999999,0.192,0.17075,0.2239999999999999,0.1069999999999999,0.16775,0.2145,0.30425,0.1257499999999999,0.16025,0.16575,0.2634999999999999,0.1714999999999999,0.23375,0.11875,0.125,0.2224999999999999,0.10325,0.16075,0.1604999999999999,0.0964999999999999,0.0757499999999999,0.4405,0.1445,0.2684999999999999,0.0845,0.18425,0.0805,0.16325,0.1024999999999999,0.085,0.16375,0.11525,0.1129999999999999,0.0805,0.0672499999999999,0.1119999999999999,0.0737499999999999,0.0717499999999999,0.15125,0.0737499999999999,0.0812499999999999,0.285,0.16175,0.1014999999999999,0.091,0.066,0.068,0.08925,0.05425,0.14075,0.0697499999999999,0.0374999999999999,0.16375,0.1225,0.11375,0.0642499999999999,0.1395,0.10775,0.0504999999999999,0.09725,0.0272499999999999,0.1004999999999999,0.1347499999999999,0.16075,0.0822499999999999,0.23775,0.0812499999999999,0.086,0.0802499999999999,0.03425,0.2189999999999999,0.03675,0.0832499999999999,0.0464999999999999,0.11475,0.066,0.03875,0.04975,0.0625,0.059,0.1024999999999999,0.031,0.1044999999999999,0.0409999999999999,0.24175,0.0364999999999999,0.03625,0.03975,0.0404999999999999,0.02975,0.03,0.04525,0.0414999999999999,0.0692499999999999,0.0389999999999999,0.0344999999999999,0.03625,0.0339999999999999,0.0319999999999999,0.04875,0.0439999999999999,0.0237499999999999
O (2001),0.7915000000000001,0.4505,0.66075,0.93325,0.3495,0.66075,0.7885,0.7885,0.52025,0.5655,0.66075,0.66075,0.7415,0.29025,0.46125,0.16775,0.5655,0.66075,0.68,0.548,0.392,0.66075,0.238,0.72275,0.133,0.2937499999999999,0.3754999999999999,0.7989999999999999,0.195,0.216,0.2887499999999999,0.22025,0.3107499999999999,0.14975,0.36375,0.2524999999999999,0.53675,0.3107499999999999,0.267,0.178,0.242,0.21025,0.25475,0.22125,0.178,0.18575,0.11775,0.22825,0.3035,0.21475,0.178,0.3107499999999999,0.51375,0.11875,0.24025,0.1709999999999999,0.133,0.0642499999999999,0.18325,0.1845,0.0559999999999999,0.12075,0.135,0.1139999999999999,0.0959999999999999,0.1272499999999999,0.193,0.0979999999999999,0.59075,0.174,0.4505,0.0925,0.10075,0.1967499999999999,0.21025,0.09625,0.12025,0.14525,0.078,0.086,0.132,0.1114999999999999,0.0785,0.0772499999999999,0.121,0.04475,0.1275,0.0712499999999999,0.0374999999999999,0.11575,0.0802499999999999,0.09975,0.0777499999999999,0.084,0.09925,0.0964999999999999,0.1735,0.0812499999999999,0.0722499999999999,0.185,0.0615,0.0635,0.3195,0.10025,0.0665,0.09575,0.0655,0.0765,0.03525,0.10825,0.086,0.0344999999999999,0.0329999999999999,0.069,0.132,0.0845,0.024,0.079,0.0429999999999999,0.0349999999999999,0.0827499999999999,0.1295,0.1435,0.0474999999999999,0.04175,0.0969999999999999,0.2015,0.0464999999999999,0.09825,0.0702499999999999,0.0329999999999999,0.0285,0.082,0.0277499999999999,0.0449999999999999,0.0394999999999999,0.09825,0.0989999999999999,0.1004999999999999,0.0444999999999999,0.03725,0.0647499999999999,0.0419999999999999,0.04475,0.123,0.0192499999999999,0.0775,0.0389999999999999,0.0225
L.I.E. (2001),0.808,0.798,0.623,0.50825,0.8447499999999999,0.9055,0.78775,0.798,0.699,0.78775,0.7095,0.7095,0.513,0.8607499999999999,0.41925,0.3115,0.7785,0.7095,0.46475,0.4425,0.2189999999999999,0.47275,0.42625,0.57775,0.9025,0.33625,0.27425,0.37175,0.66525,0.9025,0.33625,0.24375,0.1594999999999999,0.34175,0.38925,0.285,0.46725,0.27325,0.26125,0.51825,0.2704999999999999,0.46325,0.18725,0.2015,0.3814999999999999,0.3555,0.18175,0.218,0.3195,0.20975,0.4267499999999999,0.33925,0.27825,0.14125,0.15425,0.0627499999999999,0.1332499999999999,0.18625,0.41,0.11675,0.1599999999999999,0.29425,0.20975,0.18125,0.118,0.0677499999999999,0.083,0.261,0.0642499999999999,0.1825,0.78775,0.1885,0.078,0.1317499999999999,0.1367499999999999,0.1674999999999999,0.1347499999999999,0.2085,0.1079999999999999,0.181,0.17375,0.57375,0.1154999999999999,0.122,0.235,0.11325,0.08725,0.0692499999999999,0.0237499999999999,0.0885,0.16225,0.0742499999999999,0.09275,0.18575,0.16025,0.138,0.118,0.22475,0.20725,0.22275,0.8200000000000001,0.127,0.124,0.2244999999999999,0.305,0.0379999999999999,0.16825,0.15975,0.1805,0.0805,0.15125,0.0339999999999999,0.0145,0.20375,0.1059999999999999,0.14525,0.0232499999999999,0.05725,0.17425,0.1614999999999999,0.422,0.05025,0.067,0.15975,0.0207499999999999,0.0747499999999999,0.367,0.04925,0.1525,0.0444999999999999,0.079,0.03925,0.087,0.10025,0.0454999999999999,0.03275,0.14425,0.072,0.0419999999999999,0.0349999999999999,0.1365,0.1245,0.05725,0.0657499999999999,0.0142499999999999,0.184,0.15525,0.0782499999999999,0.0197499999999999
Sidewalks of New York (2001),0.788,0.98975,0.7405,0.71,0.28325,0.89025,0.654,0.654,0.5595,0.758,0.63,0.58025,0.5175,0.3067499999999999,0.4609999999999999,0.4135,0.758,0.601,0.71475,0.4555,0.38725,0.2937499999999999,0.56575,0.3279999999999999,0.3505,0.367,0.63,0.3612499999999999,0.4217499999999999,0.4034999999999999,0.2995,0.3632499999999999,0.476,0.2764999999999999,0.3245,0.594,0.1604999999999999,0.2544999999999999,0.26675,0.2845,0.2674999999999999,0.4147499999999999,0.2714999999999999,0.25625,0.27525,0.29425,0.20875,0.2294999999999999,0.47175,0.148,0.26425,0.2544999999999999,0.31225,0.21,0.24075,0.76325,0.1245,0.124,0.17225,0.2867499999999999,0.11975,0.11475,0.123,0.1972499999999999,0.0672499999999999,0.083,0.3665,0.11475,0.1619999999999999,0.1649999999999999,0.10925,0.1674999999999999,0.1069999999999999,0.118,0.22025,0.14525,0.11575,0.292,0.4505,0.9935,0.0782499999999999,0.383,0.11025,0.144,0.0964999999999999,0.06,0.63875,0.1887499999999999,0.25175,0.2339999999999999,0.1574999999999999,0.121,0.0855,0.1362499999999999,0.1129999999999999,0.1074999999999999,0.16325,0.09525,0.0875,0.087,0.0685,0.10275,0.2324999999999999,0.1375,0.077,0.2017499999999999,0.0857499999999999,0.0222499999999999,0.029,0.03325,0.0775,0.1169999999999999,0.12,0.083,0.1114999999999999,0.08925,0.04275,0.50625,0.0805,0.081,0.09825,0.0954999999999999,0.09075,0.1164999999999999,0.10725,0.05875,0.0954999999999999,0.03125,0.1397499999999999,0.11625,0.2935,0.1649999999999999,0.04375,0.0705,0.0409999999999999,0.0504999999999999,0.1307499999999999,0.0444999999999999,0.05175,0.0637499999999999,0.026,0.086,0.0474999999999999,0.03575,0.0625,0.03425,0.04475,0.04725,0.04175
Carny (1980),0.6595,0.50975,0.6495,0.588,0.73675,0.6835,0.8660000000000001,0.5935,0.57075,0.2365,0.6495,0.3555,0.32975,0.1265,0.4317499999999999,0.10325,0.3017499999999999,0.46725,0.32025,0.1997499999999999,0.2857499999999999,0.537,0.43825,0.398,0.296,0.23825,0.47275,0.2475,0.16375,0.28075,0.397,0.47275,0.23325,0.27825,0.3355,0.3027499999999999,0.4355,0.16075,0.2624999999999999,0.8532500000000001,0.21075,0.412,0.22625,0.1895,0.27525,0.17325,0.1392499999999999,0.1317499999999999,0.1574999999999999,0.3195,0.22475,0.23775,0.08675,0.065,0.173,0.0514999999999999,0.254,0.72775,0.2995,0.04975,0.0632499999999999,0.118,0.2877499999999999,0.0782499999999999,0.17425,0.1312499999999999,0.1875,0.1614999999999999,0.3359999999999999,0.1947499999999999,0.03975,0.10225,0.085,0.0735,0.15225,0.1569999999999999,0.143,0.126,0.0787499999999999,0.0847499999999999,0.0787499999999999,0.0662499999999999,0.51775,0.06225,0.27875,0.1084999999999999,0.0984999999999999,0.20825,0.0247499999999999,0.10825,0.0637499999999999,0.05925,0.11975,0.16325,0.1235,0.0832499999999999,0.137,0.15075,0.06075,0.08725,0.0409999999999999,0.1392499999999999,0.04175,0.1255,0.10175,0.0165,0.0354999999999999,0.03175,0.0797499999999999,0.08775,0.216,0.1034999999999999,0.04175,0.10725,0.0509999999999999,0.10075,0.04725,0.121,0.0404999999999999,0.5805,0.1099999999999999,0.10325,0.10375,0.0652499999999999,0.04325,0.1215,0.0247499999999999,0.0439999999999999,0.028,0.073,0.1425,0.029,0.04775,0.0885,0.05425,0.04125,0.025,0.08975,0.0642499999999999,0.04775,0.05575,0.027,0.03975,0.0232499999999999,0.0135,0.217,0.0672499999999999,0.0217499999999999,0.05025
Divine Madness! (1980),0.56625,0.39725,0.7562500000000001,0.64475,0.366,0.3864999999999999,0.62525,0.58575,0.4995,0.665,0.657,0.657,0.657,0.80175,0.45725,0.42725,0.2714999999999999,0.3462499999999999,0.27375,0.1714999999999999,0.51675,0.4792499999999999,0.1995,0.33925,0.33175,0.373,0.37275,0.27275,0.50075,0.605,0.32925,0.285,0.59775,0.279,0.2857499999999999,0.1475,0.3165,0.373,0.373,0.1255,0.2684999999999999,0.2027499999999999,0.21,0.284,0.1709999999999999,0.1267499999999999,0.11825,0.2175,0.1425,0.7522500000000001,0.14,0.20825,0.2774999999999999,0.5865,0.1317499999999999,0.084,0.62575,0.29,0.2925,0.08875,0.2105,0.10725,0.40075,0.3864999999999999,0.547,0.16425,0.11675,0.04825,0.0812499999999999,0.1185,0.5205,0.1815,0.60875,0.29125,0.3259999999999999,0.0935,0.0949999999999999,0.1059999999999999,0.0757499999999999,0.0685,0.0925,0.12175,0.717,0.10975,0.0564999999999999,0.1059999999999999,0.0404999999999999,0.20625,0.0569999999999999,0.0212499999999999,0.1382499999999999,0.3067499999999999,0.15425,0.144,0.1069999999999999,0.0444999999999999,0.10625,0.42,0.0484999999999999,0.146,0.0564999999999999,0.0732499999999999,0.0797499999999999,0.143,0.155,0.1917499999999999,0.12425,0.10575,0.07,0.074,0.1262499999999999,0.1912499999999999,0.05225,0.069,0.2289999999999999,0.09525,0.0314999999999999,0.2425,0.03025,0.06175,0.0399999999999999,0.1935,0.0615,0.05175,0.03725,0.16425,0.0115,0.3037499999999999,0.0252499999999999,0.4117499999999999,0.12125,0.0282499999999999,0.0632499999999999,0.0479999999999999,0.05475,0.0514999999999999,0.0524999999999999,0.03575,0.0424999999999999,0.0765,0.09475,0.0722499999999999,0.04825,0.0519999999999999,0.0257499999999999,0.04525,0.0549999999999999,0.08725,0.0399999999999999
My First Mister (2001),0.64525,0.6895,0.591,0.7135,0.93625,0.8612500000000001,0.70925,0.626,0.58125,0.1805,0.4855,0.70925,0.70925,0.187,0.5145,0.2249999999999999,0.1584999999999999,0.4067499999999999,0.46425,0.394,0.38225,0.344,0.59975,0.3369999999999999,0.3349999999999999,0.4067499999999999,0.369,0.20725,0.355,0.3512499999999999,0.288,0.30625,0.1815,0.303,0.2835,0.4135,0.262,0.17175,0.24175,0.263,0.2214999999999999,0.252,0.42225,0.22425,0.23375,0.44225,0.1897499999999999,0.212,0.138,0.214,0.084,0.145,0.0812499999999999,0.10925,0.369,0.04275,0.23425,0.1714999999999999,0.16375,0.26575,0.26875,0.11625,0.10675,0.05275,0.0792499999999999,0.15425,0.0742499999999999,0.063,0.0635,0.1347499999999999,0.0625,0.1912499999999999,0.1425,0.0895,0.1129999999999999,0.09375,0.11975,0.05725,0.10975,0.02975,0.0554999999999999,0.25975,0.09425,0.11725,0.0944999999999999,0.23925,0.0802499999999999,0.0807499999999999,0.17475,0.15125,0.1659999999999999,0.074,0.0384999999999999,0.1505,0.0915,0.0735,0.1169999999999999,0.1094999999999999,0.1335,0.10175,0.1555,0.074,0.0735,0.0474999999999999,0.11375,0.0444999999999999,0.0655,0.05275,0.128,0.8605,0.08775,0.0464999999999999,0.08925,0.1905,0.0999999999999999,0.0822499999999999,0.06,0.0657499999999999,0.0807499999999999,0.04725,0.0825,0.0595,0.09575,0.03425,0.127,0.0434999999999999,0.029,0.0712499999999999,0.05625,0.08925,0.0324999999999999,0.03925,0.0434999999999999,0.0559999999999999,0.09975,0.0735,0.0474999999999999,0.0222499999999999,0.04025,0.1094999999999999,0.04425,0.018,0.05125,0.04525,0.0267499999999999,0.05275,0.0227499999999999,0.0349999999999999,0.03975
Foxes (1980),0.8222499999999999,0.51825,0.408,0.9625,0.974,0.25975,0.899,0.51825,0.5205,0.2027499999999999,0.51825,0.4285,0.24125,0.139,0.4115,0.21525,0.2027499999999999,0.295,0.403,0.1385,0.408,0.66875,0.20975,0.2704999999999999,0.6195,0.38975,0.20425,0.2957499999999999,0.3505,0.247,0.72075,0.288,0.403,0.2045,0.34125,0.1262499999999999,0.10975,0.403,0.3389999999999999,0.15375,0.11625,0.269,0.1475,0.3595,0.1342499999999999,0.33375,0.36875,0.1604999999999999,0.20375,0.30525,0.7717499999999999,0.403,0.3605,0.05725,0.132,0.1089999999999999,0.086,0.28,0.1619999999999999,0.199,0.15425,0.09925,0.25975,0.0807499999999999,0.26725,0.11375,0.05025,0.09575,0.123,0.1845,0.0429999999999999,0.1397499999999999,0.0642499999999999,0.0745,0.144,0.155,0.125,0.05675,0.1555,0.1362499999999999,0.14425,0.05375,0.69075,0.0635,0.062,0.05325,0.086,0.0777499999999999,0.0287499999999999,0.0384999999999999,0.16325,0.10025,0.0559999999999999,0.0832499999999999,0.1104999999999999,0.1164999999999999,0.08875,0.05725,0.05025,0.0885,0.073,0.1985,0.0569999999999999,0.0564999999999999,0.1225,0.0702499999999999,0.0404999999999999,0.45325,0.0369999999999999,0.0494999999999999,0.1564999999999999,0.03275,0.4175,0.062,0.03625,0.0752499999999999,0.3575,0.25625,0.03675,0.10875,0.05575,0.08975,0.0529999999999999,0.1505,0.0359999999999999,0.04475,0.0092499999999999,0.066,0.0682499999999999,0.3,0.014,0.0235,0.0414999999999999,0.0574999999999999,0.0529999999999999,0.05375,0.021,0.028,0.0255,0.0277499999999999,0.1124999999999999,0.0172499999999999,0.03,0.0979999999999999,0.0177499999999999,0.0984999999999999,0.0534999999999999,0.08625,0.03925
Kissing Jessica Stein (2001),0.69575,0.995,0.935,0.935,0.65225,0.94525,0.69575,0.69575,0.46725,0.61025,0.69075,0.51925,0.51925,0.82325,0.46175,0.8712500000000001,0.784,0.50375,0.668,0.8027500000000001,0.51175,0.30925,0.5085,0.31125,0.746,0.3512499999999999,0.69075,0.30425,0.36675,0.746,0.3385,0.5185,0.42425,0.15675,0.2937499999999999,0.729,0.423,0.24675,0.29525,0.1322499999999999,0.255,0.1987499999999999,0.255,0.22675,0.1925,0.22425,0.1604999999999999,0.30825,0.25725,0.1335,0.14075,0.1765,0.11525,0.4732499999999999,0.2895,0.34675,0.199,0.1039999999999999,0.21975,0.1925,0.1669999999999999,0.2279999999999999,0.1104999999999999,0.1907499999999999,0.0857499999999999,0.16175,0.1365,0.09,0.075,0.1579999999999999,0.1245,0.1159999999999999,0.15,0.1362499999999999,0.1555,0.10875,0.11375,0.1029999999999999,0.22725,0.604,0.0722499999999999,0.173,0.0777499999999999,0.4555,0.05275,0.062,0.093,0.1089999999999999,0.25125,0.09775,0.1382499999999999,0.089,0.1937499999999999,0.09475,0.0954999999999999,0.11125,0.10125,0.125,0.1044999999999999,0.1415,0.0765,0.09925,0.20925,0.1445,0.09525,0.188,0.0845,0.0404999999999999,0.04275,0.03525,0.0595,0.20675,0.134,0.0707499999999999,0.09475,0.08625,0.03325,0.1014999999999999,0.10025,0.04625,0.08,0.0359999999999999,0.1104999999999999,0.0504999999999999,0.11625,0.0742499999999999,0.05325,0.0652499999999999,0.10575,0.0539999999999999,0.0494999999999999,0.05925,0.0579999999999999,0.03925,0.0404999999999999,0.03975,0.06125,0.0275,0.0712499999999999,0.0632499999999999,0.0549999999999999,0.09725,0.06225,0.04575,0.03125,0.0257499999999999,0.03425,0.0314999999999999,0.03625
Crush (2001),0.64525,0.89575,0.92675,0.92675,0.879,0.61825,0.4902499999999999,0.3455,0.53925,0.4389999999999999,0.3455,0.55925,0.5395,0.5945,0.487,0.91725,0.682,0.3455,0.3814999999999999,0.411,0.70025,0.4044999999999999,0.20625,0.38075,0.4902499999999999,0.4167499999999999,0.51675,0.261,0.16125,0.437,0.4405,0.3545,0.43875,0.1835,0.3065,0.275,0.34325,0.3605,0.43975,0.298,0.21575,0.2329999999999999,0.2339999999999999,0.3095,0.35675,0.1159999999999999,0.1785,0.1392499999999999,0.1292499999999999,0.09275,0.129,0.275,0.0642499999999999,0.32875,0.14675,0.434,0.31725,0.2105,0.3055,0.12,0.14,0.39525,0.2199999999999999,0.1014999999999999,0.09325,0.2254999999999999,0.3375,0.0845,0.1659999999999999,0.16825,0.067,0.3319999999999999,0.11925,0.28425,0.29525,0.2264999999999999,0.1569999999999999,0.11225,0.10925,0.1912499999999999,0.0777499999999999,0.05475,0.0755,0.04725,0.0635,0.2945,0.0519999999999999,0.1619999999999999,0.2309999999999999,0.0484999999999999,0.14,0.1029999999999999,0.1325,0.05625,0.1049999999999999,0.061,0.153,0.0825,0.0625,0.24975,0.1252499999999999,0.1302499999999999,0.0584999999999999,0.1225,0.10125,0.22325,0.11775,0.0389999999999999,0.0247499999999999,0.0762499999999999,0.21975,0.33925,0.0635,0.088,0.0905,0.10475,0.024,0.0434999999999999,0.05175,0.0807499999999999,0.1267499999999999,0.0429999999999999,0.3037499999999999,0.05775,0.2905,0.0642499999999999,0.03175,0.0652499999999999,0.16425,0.0627499999999999,0.0295,0.065,0.0579999999999999,0.05275,0.084,0.0685,0.0705,0.1277499999999999,0.123,0.124,0.093,0.04525,0.06225,0.05525,0.0815,0.0235,0.0339999999999999,0.03425,0.0257499999999999
Me Without You (2001),0.62275,0.934,0.8075000000000001,0.5015,0.98575,0.71,0.74325,0.74325,0.5575,0.4589999999999999,0.71,0.71,0.56775,0.3419999999999999,0.4409999999999999,0.8975,0.44925,0.707,0.48,0.2875,0.2614999999999999,0.51475,0.56775,0.344,0.6345,0.56425,0.25225,0.27525,0.3365,0.15725,0.37725,0.266,0.21075,0.5505,0.345,0.27025,0.2445,0.21975,0.2334999999999999,0.1302499999999999,0.152,0.212,0.18125,0.1845,0.252,0.1262499999999999,0.139,0.1825,0.3239999999999999,0.48,0.0964999999999999,0.10775,0.4237499999999999,0.2774999999999999,0.1435,0.09425,0.24325,0.22625,0.156,0.0994999999999999,0.188,0.7175,0.5205,0.195,0.0787499999999999,0.09025,0.0725,0.1149999999999999,0.14875,0.11025,0.0559999999999999,0.10925,0.182,0.6305,0.11325,0.08875,0.3015,0.27125,0.0847499999999999,0.06025,0.0464999999999999,0.1649999999999999,0.21925,0.1897499999999999,0.12125,0.12175,0.0727499999999999,0.077,0.0632499999999999,0.2105,0.064,0.05925,0.11925,0.0994999999999999,0.09125,0.1885,0.2022499999999999,0.059,0.08875,0.2007499999999999,0.061,0.38825,0.0444999999999999,0.2885,0.132,0.15325,0.122,0.4147499999999999,0.1435,0.11525,0.0625,0.0252499999999999,0.015,0.0865,0.0687499999999999,0.1307499999999999,0.0265,0.0524999999999999,0.1332499999999999,0.2714999999999999,0.04075,0.04275,0.1395,0.0579999999999999,0.0847499999999999,0.1325,0.0464999999999999,0.06225,0.061,0.0944999999999999,0.0544999999999999,0.0122499999999999,0.04675,0.0389999999999999,0.04525,0.03,0.0564999999999999,0.0399999999999999,0.0285,0.021,0.0137499999999999,0.014,0.0747499999999999,0.04975,0.0102499999999999,0.0295,0.04625,0.0142499999999999,0.0282499999999999
