movieId,chase,weapons,fight scenes,good,fun movie,surveillance,betrayal,predictable,catastrophe,original,vengeance,mentor,dialogue,culture clash,first contact,greed,runaway,weird,drama,light,life philosophy,not funny,fantasy world,melancholic,adaptation,very funny,sexy,transformation,teen movie,kidnapping,alter ego,internet,absurd,survival,sacrifice,creativity,death,classic car,family,pulp,life & death,british,stereotypes,islam,pornography,underrated,independent film,drinking,hospital,no plot,women,nudity (full frontal - brief),hotel,irish accent,computer animation,period piece,quirky,dysfunctional family,writers,unlikely friendships,california,memory,remake,russian,prison,childhood,oil,doctors,island,multiple storylines,prejudice,new york city,mad scientist,buddy movie,notable nudity,new jersey,blindness,alternate history,san francisco,divorce,simple,foul language,camp,queer,kick-butt women,farce,nudity (topless - brief),nudity (rear),race,wartime,too long,interracial romance,road movie,80s,ensemble cast,trilogy,lawyer,shopping,good music,single father,too short,los angeles,immortality,film noir,unlikeable characters,small town,awesome soundtrack,fashion,snakes,father daughter relationship,tokyo,desert,bollywood,hip hop,brothers,workplace,atheism,hunting,indians,addiction,time,stand-up comedy,wilderness,adoption,robert downey jr,censorship,god,dreams,ghosts/afterlife,cancer,radio,stoner movie,reality tv,graphic novel,made for tv,directorial debut,1930s,best of 2005,potential oscar nom,wine,homeless,prostitution,rebellion,texas,australia,french,finnish,goth,documentary
Quantum of Solace (2008),0.988,0.988,0.988,0.93225,0.93225,0.943,0.8022499999999999,0.97675,0.891,0.6975,0.8009999999999999,0.56275,0.76325,0.4629999999999999,0.6385,0.4629999999999999,0.55125,0.353,0.36875,0.4805,0.31225,0.3542499999999999,0.39075,0.50575,0.48975,0.2339999999999999,0.4619999999999999,0.37475,0.20375,0.1367499999999999,0.3379999999999999,0.11475,0.365,0.38175,0.2885,0.2224999999999999,0.3027499999999999,0.49975,0.23125,0.2714999999999999,0.2194999999999999,0.557,0.25725,0.1609999999999999,0.2664999999999999,0.26525,0.24375,0.421,0.156,0.2897499999999999,0.3764999999999999,0.1365,0.31525,0.1402499999999999,0.17525,0.33825,0.1977499999999999,0.20975,0.21,0.23825,0.18325,0.21025,0.062,0.1574999999999999,0.08,0.22875,0.8447499999999999,0.21325,0.176,0.1342499999999999,0.1609999999999999,0.0989999999999999,0.1995,0.0964999999999999,0.1185,0.17525,0.11825,0.15,0.1144999999999999,0.09225,0.1445,0.0672499999999999,0.1235,0.1272499999999999,0.1287499999999999,0.118,0.15525,0.0835,0.12425,0.0787499999999999,0.17225,0.1205,0.15575,0.071,0.09625,0.38225,0.03525,0.0855,0.123,0.0737499999999999,0.25475,0.0682499999999999,0.09575,0.09125,0.1574999999999999,0.0915,0.1225,0.0787499999999999,0.14825,0.125,0.1574999999999999,0.26225,0.09925,0.0737499999999999,0.05975,0.08675,0.0954999999999999,0.09275,0.05775,0.076,0.065,0.0762499999999999,0.0524999999999999,0.066,0.0792499999999999,0.04275,0.05175,0.0989999999999999,0.063,0.0697499999999999,0.083,0.0635,0.08,0.0835,0.07,0.0652499999999999,0.0707499999999999,0.0504999999999999,0.1069999999999999,0.04875,0.0454999999999999,0.05325,0.1124999999999999,0.03875,0.04175,0.0319999999999999,0.0267499999999999,0.06175,0.0215
"International, The (2009)",0.905,0.905,0.905,0.99225,0.7915000000000001,0.99225,0.94375,0.55575,0.482,0.60175,0.679,0.5505,0.574,0.94375,0.49,0.94375,0.63825,0.708,0.7685,0.18675,0.39625,0.385,0.2975,0.55725,0.27775,0.21475,0.23675,0.2194999999999999,0.12075,0.3269999999999999,0.155,0.36175,0.29725,0.23375,0.145,0.271,0.23625,0.31425,0.1054999999999999,0.278,0.3379999999999999,0.11775,0.11425,0.5795,0.1745,0.20975,0.208,0.1714999999999999,0.1962499999999999,0.179,0.1825,0.1332499999999999,0.179,0.22375,0.1355,0.11625,0.11975,0.26225,0.15825,0.18025,0.16075,0.145,0.0787499999999999,0.09675,0.0915,0.09275,0.2967499999999999,0.21375,0.0752499999999999,0.15725,0.11825,0.363,0.0504999999999999,0.03675,0.09025,0.11125,0.2284999999999999,0.14,0.0509999999999999,0.0802499999999999,0.1089999999999999,0.05025,0.0855,0.11575,0.05125,0.0695,0.1574999999999999,0.1345,0.0627499999999999,0.145,0.5105,0.0605,0.17475,0.05925,0.0574999999999999,0.15,0.24725,0.0812499999999999,0.0835,0.04525,0.09925,0.12,0.03825,0.0939999999999999,0.0817499999999999,0.08975,0.0682499999999999,0.1267499999999999,0.0384999999999999,0.0419999999999999,0.0835,0.0994999999999999,0.09,0.0762499999999999,0.1282499999999999,0.119,0.09025,0.0772499999999999,0.05025,0.0655,0.03225,0.091,0.0705,0.0524999999999999,0.0489999999999999,0.077,0.0822499999999999,0.0705,0.017,0.0832499999999999,0.0514999999999999,0.0707499999999999,0.04375,0.03475,0.03825,0.05125,0.072,0.10925,0.1387499999999999,0.1149999999999999,0.0635,0.0595,0.0574999999999999,0.0444999999999999,0.0389999999999999,0.0665,0.027,0.0217499999999999,0.0305
"Thick as Thieves (a.k.a. Code, The) (2009)",0.7602500000000001,0.74175,0.764,0.74575,0.64525,0.67575,0.92075,0.764,0.74575,0.7135,0.4782499999999999,0.488,0.67,0.4952499999999999,0.74575,0.4067499999999999,0.4952499999999999,0.39175,0.4952499999999999,0.42025,0.31825,0.353,0.407,0.4227499999999999,0.17725,0.26575,0.6085,0.2965,0.533,0.2784999999999999,0.23175,0.5115,0.4852499999999999,0.182,0.15625,0.4077499999999999,0.1877499999999999,0.1064999999999999,0.37475,0.264,0.16675,0.122,0.15975,0.23925,0.37625,0.15725,0.23925,0.11175,0.11975,0.2804999999999999,0.088,0.2035,0.10825,0.14225,0.1745,0.10125,0.2209999999999999,0.1355,0.17675,0.186,0.1335,0.129,0.1375,0.37375,0.1034999999999999,0.1382499999999999,0.0509999999999999,0.0954999999999999,0.1134999999999999,0.1315,0.17475,0.147,0.0817499999999999,0.194,0.1175,0.0715,0.1475,0.1159999999999999,0.09475,0.1149999999999999,0.1465,0.1164999999999999,0.1624999999999999,0.1465,0.2694999999999999,0.23925,0.0989999999999999,0.24075,0.1164999999999999,0.069,0.0767499999999999,0.17225,0.04525,0.073,0.0715,0.118,0.1305,0.06025,0.0662499999999999,0.1887499999999999,0.4425,0.1285,0.12475,0.1024999999999999,0.14175,0.0569999999999999,0.0615,0.0672499999999999,0.04325,0.04275,0.0677499999999999,0.0715,0.1252499999999999,0.0329999999999999,0.09875,0.062,0.10575,0.0125,0.2175,0.03075,0.0627499999999999,0.0682499999999999,0.03525,0.0775,0.0262499999999999,0.04025,0.10025,0.04975,0.1465,0.0374999999999999,0.05375,0.05075,0.0662499999999999,0.03075,0.2319999999999999,0.05375,0.0444999999999999,0.0354999999999999,0.0359999999999999,0.0265,0.0329999999999999,0.0252499999999999,0.0305,0.0255,0.0349999999999999,0.0287499999999999,0.023,0.0494999999999999,0.0077499999999999
Echelon Conspiracy (2009),0.9365,0.88425,0.88425,0.96225,0.8187500000000001,0.99375,0.7305,0.91825,0.91825,0.72425,0.35875,0.58525,0.5545,0.4429999999999999,0.91825,0.4429999999999999,0.53275,0.34975,0.4429999999999999,0.5355,0.255,0.31825,0.33675,0.24225,0.206,0.3562499999999999,0.5855,0.2855,0.50775,0.08725,0.1297499999999999,0.8227500000000001,0.2544999999999999,0.423,0.23925,0.274,0.11825,0.1594999999999999,0.3169999999999999,0.4465,0.1865,0.11875,0.277,0.17425,0.23475,0.1312499999999999,0.17075,0.10675,0.11825,0.38175,0.0697499999999999,0.267,0.3107499999999999,0.134,0.263,0.17275,0.1445,0.16375,0.36475,0.09975,0.2115,0.1725,0.127,0.194,0.1285,0.12325,0.0707499999999999,0.1295,0.21275,0.14625,0.17075,0.0752499999999999,0.28225,0.0245,0.1302499999999999,0.0574999999999999,0.09525,0.17875,0.1059999999999999,0.068,0.21675,0.22325,0.1887499999999999,0.15925,0.10675,0.1902499999999999,0.0802499999999999,0.1985,0.075,0.14975,0.1004999999999999,0.1044999999999999,0.0544999999999999,0.18175,0.0534999999999999,0.1392499999999999,0.0732499999999999,0.1255,0.0954999999999999,0.0822499999999999,0.0499999999999999,0.2055,0.0939999999999999,0.0944999999999999,0.2065,0.0994999999999999,0.09125,0.15525,0.04975,0.1272499999999999,0.05775,0.1149999999999999,0.09725,0.079,0.0559999999999999,0.0762499999999999,0.10375,0.03625,0.1104999999999999,0.0534999999999999,0.0439999999999999,0.04975,0.0379999999999999,0.0434999999999999,0.04525,0.12,0.16725,0.0682499999999999,0.10075,0.0369999999999999,0.0625,0.0579999999999999,0.05075,0.03,0.086,0.05625,0.0725,0.0419999999999999,0.0275,0.088,0.028,0.0499999999999999,0.16775,0.0334999999999999,0.04425,0.0247499999999999,0.04875,0.0275,0.011
Angels & Demons (2009),0.937,0.92575,0.92575,0.9665,0.937,0.9665,0.671,0.7902499999999999,0.8625,0.63725,0.4735,0.52425,0.6605,0.475,0.58225,0.434,0.434,0.6665,0.475,0.469,0.36875,0.3754999999999999,0.39,0.33625,0.9875,0.37,0.18325,0.34475,0.3425,0.39425,0.2055,0.2279999999999999,0.292,0.266,0.3472499999999999,0.288,0.27,0.21725,0.2145,0.24025,0.25425,0.264,0.2209999999999999,0.287,0.3325,0.23925,0.2289999999999999,0.1362499999999999,0.1545,0.362,0.16025,0.1815,0.1659999999999999,0.64625,0.1887499999999999,0.3269999999999999,0.3742499999999999,0.14075,0.27075,0.1195,0.1134999999999999,0.1907499999999999,0.09525,0.0637499999999999,0.1024999999999999,0.118,0.05025,0.11875,0.15,0.15625,0.1584999999999999,0.1044999999999999,0.11575,0.0677499999999999,0.1169999999999999,0.123,0.1342499999999999,0.14575,0.1064999999999999,0.076,0.127,0.0762499999999999,0.0782499999999999,0.1325,0.0647499999999999,0.08725,0.03475,0.1134999999999999,0.16525,0.22175,0.1252499999999999,0.0615,0.05575,0.0394999999999999,0.0712499999999999,0.12375,0.0777499999999999,0.1335,0.1134999999999999,0.0494999999999999,0.2012499999999999,0.1039999999999999,0.0812499999999999,0.0822499999999999,0.0499999999999999,0.0605,0.068,0.12025,0.073,0.0529999999999999,0.066,0.0514999999999999,0.1159999999999999,0.0785,0.05475,0.0677499999999999,0.4975,0.0344999999999999,0.062,0.05725,0.1009999999999999,0.0722499999999999,0.04275,0.10775,0.0787499999999999,0.3325,0.4975,0.06025,0.2239999999999999,0.05475,0.05125,0.06,0.03,0.05125,0.09425,0.06175,0.0429999999999999,0.03475,0.0344999999999999,0.03675,0.0685,0.05275,0.04725,0.026,0.0215,0.0262499999999999,0.03425,0.0499999999999999,0.022
"Taking of Pelham 1 2 3, The (2009)",0.8105,0.8105,0.8105,0.63675,0.63675,0.555,0.69325,0.547,0.6065,0.73975,0.5805,0.56225,0.4705,0.69325,0.37575,0.69325,0.4712499999999999,0.372,0.45825,0.16475,0.41025,0.33325,0.22625,0.2199999999999999,0.296,0.2514999999999999,0.1275,0.2634999999999999,0.15675,0.3075,0.14475,0.46825,0.14675,0.135,0.24075,0.28625,0.2025,0.26625,0.147,0.184,0.4,0.064,0.193,0.151,0.181,0.27425,0.1104999999999999,0.1402499999999999,0.18475,0.10975,0.1634999999999999,0.2875,0.1365,0.146,0.14775,0.09375,0.1337499999999999,0.11425,0.1877499999999999,0.176,0.1185,0.0835,0.978,0.04875,0.1295,0.10575,0.071,0.1262499999999999,0.16175,0.10325,0.1335,0.81575,0.063,0.088,0.1277499999999999,0.27825,0.2002499999999999,0.1154999999999999,0.0715,0.10275,0.11425,0.606,0.0559999999999999,0.122,0.1525,0.0687499999999999,0.0695,0.0979999999999999,0.11725,0.0722499999999999,0.0797499999999999,0.0835,0.0647499999999999,0.0424999999999999,0.0702499999999999,0.0384999999999999,0.1535,0.05375,0.0837499999999999,0.1044999999999999,0.0652499999999999,0.0627499999999999,0.06075,0.1004999999999999,0.1367499999999999,0.0755,0.0409999999999999,0.1295,0.03675,0.0359999999999999,0.061,0.0499999999999999,0.067,0.1345,0.09625,0.088,0.1109999999999999,0.0235,0.1079999999999999,0.06,0.09,0.0817499999999999,0.072,0.0785,0.0399999999999999,0.0857499999999999,0.0559999999999999,0.0745,0.0549999999999999,0.03575,0.10425,0.06,0.0369999999999999,0.06075,0.0605,0.04625,0.0434999999999999,0.10075,0.05525,0.05875,0.0705,0.0645,0.0175,0.05775,0.0267499999999999,0.0255,0.028,0.0257499999999999,0.018
Whiteout (2009),0.8420000000000001,0.6125,0.6125,0.66725,0.2907499999999999,0.66725,0.85575,0.709,0.4539999999999999,0.66025,0.6845,0.55325,0.483,0.42725,0.58075,0.42825,0.292,0.4237499999999999,0.3425,0.264,0.286,0.35475,0.2007499999999999,0.3505,0.3665,0.2007499999999999,0.405,0.21825,0.1795,0.1855,0.47,0.2415,0.22775,0.1972499999999999,0.09025,0.24375,0.21025,0.14825,0.1709999999999999,0.265,0.33525,0.083,0.1034999999999999,0.0544999999999999,0.212,0.1475,0.1159999999999999,0.10325,0.2189999999999999,0.27925,0.082,0.285,0.2015,0.11175,0.1372499999999999,0.1735,0.16425,0.15875,0.3269999999999999,0.10925,0.072,0.16225,0.09925,0.181,0.11575,0.12275,0.0247499999999999,0.32825,0.1795,0.1159999999999999,0.08,0.08625,0.068,0.0227499999999999,0.11975,0.05375,0.174,0.10925,0.062,0.149,0.093,0.0409999999999999,0.4165,0.1119999999999999,0.075,0.1129999999999999,0.0524999999999999,0.15,0.0795,0.0549999999999999,0.15375,0.0842499999999999,0.05475,0.08975,0.05925,0.03525,0.24325,0.03675,0.0454999999999999,0.03275,0.068,0.05025,0.11175,0.09575,0.1109999999999999,0.0662499999999999,0.0825,0.14625,0.0404999999999999,0.03975,0.0529999999999999,0.0852499999999999,0.06025,0.03825,0.0707499999999999,0.0605,0.0439999999999999,0.0292499999999999,0.06125,0.0539999999999999,0.0429999999999999,0.1252499999999999,0.1129999999999999,0.0379999999999999,0.08775,0.05775,0.03775,0.06075,0.069,0.03375,0.0687499999999999,0.0747499999999999,0.081,0.1922499999999999,0.03025,0.03275,0.074,0.0394999999999999,0.0305,0.03375,0.0454999999999999,0.0499999999999999,0.018,0.03,0.0275,0.03325,0.0429999999999999,0.03525,0.0105
"Tournament, The (2009)",0.9695,0.9695,0.9695,0.7195,0.91025,0.8915,0.8915,0.69675,0.52875,0.65675,0.78975,0.69825,0.6175,0.506,0.635,0.3635,0.548,0.35075,0.248,0.4117499999999999,0.30225,0.3219999999999999,0.27725,0.35075,0.21925,0.2624999999999999,0.383,0.33925,0.44975,0.1139999999999999,0.32175,0.1104999999999999,0.365,0.4327499999999999,0.1805,0.41025,0.57375,0.26125,0.1669999999999999,0.5265,0.211,0.16975,0.23675,0.0949999999999999,0.1755,0.11975,0.093,0.2885,0.1825,0.39575,0.1029999999999999,0.131,0.1277499999999999,0.0964999999999999,0.1465,0.14725,0.2219999999999999,0.1325,0.17775,0.138,0.0549999999999999,0.0584999999999999,0.0722499999999999,0.0959999999999999,0.083,0.15475,0.08975,0.0787499999999999,0.284,0.14375,0.141,0.10075,0.092,0.196,0.0677499999999999,0.14775,0.1054999999999999,0.20525,0.05675,0.1765,0.2925,0.082,0.218,0.1392499999999999,0.2015,0.1594999999999999,0.03175,0.0845,0.1144999999999999,0.0647499999999999,0.1009999999999999,0.0697499999999999,0.1445,0.11275,0.27175,0.0645,0.02,0.05925,0.09575,0.1425,0.1955,0.03725,0.09,0.09175,0.0329999999999999,0.1865,0.151,0.066,0.176,0.04225,0.0625,0.06225,0.03425,0.11325,0.1139999999999999,0.0632499999999999,0.0767499999999999,0.16575,0.0727499999999999,0.0569999999999999,0.0725,0.08625,0.0722499999999999,0.08975,0.04325,0.05675,0.0645,0.06175,0.0682499999999999,0.09725,0.03825,0.0534999999999999,0.17025,0.08875,0.0544999999999999,0.05425,0.0439999999999999,0.04975,0.0657499999999999,0.0529999999999999,0.0627499999999999,0.04975,0.0615,0.0712499999999999,0.05475,0.021,0.0414999999999999,0.03025,0.012
Edge of Darkness (2010),0.855,0.855,0.855,0.9835,0.5535,0.9835,0.9175,0.60775,0.61275,0.74475,0.935,0.56,0.476,0.8214999999999999,0.56875,0.8214999999999999,0.43725,0.4825,0.7657499999999999,0.25075,0.3445,0.3625,0.4197499999999999,0.271,0.31425,0.2334999999999999,0.2185,0.1912499999999999,0.122,0.6105,0.1925,0.24175,0.20375,0.245,0.24475,0.22025,0.583,0.366,0.16825,0.2345,0.3115,0.235,0.16175,0.268,0.25975,0.187,0.12075,0.2574999999999999,0.4555,0.146,0.135,0.1589999999999999,0.1387499999999999,0.16275,0.16575,0.1149999999999999,0.153,0.357,0.15525,0.1887499999999999,0.15075,0.24575,0.4765,0.077,0.09725,0.0989999999999999,0.05425,0.23125,0.09325,0.11125,0.152,0.0959999999999999,0.06175,0.0489999999999999,0.09725,0.09375,0.1745,0.11225,0.16025,0.1024999999999999,0.11875,0.10825,0.0822499999999999,0.134,0.18125,0.0672499999999999,0.0524999999999999,0.10325,0.05525,0.0707499999999999,0.16975,0.078,0.1109999999999999,0.0762499999999999,0.0394999999999999,0.09525,0.14175,0.059,0.0559999999999999,0.823,0.0745,0.0984999999999999,0.0817499999999999,0.198,0.14275,0.0655,0.06,0.05925,0.03025,0.77875,0.0765,0.04525,0.0705,0.0625,0.087,0.0409999999999999,0.0742499999999999,0.08775,0.09275,0.0464999999999999,0.0662499999999999,0.10775,0.1287499999999999,0.1039999999999999,0.12275,0.05675,0.0574999999999999,0.0642499999999999,0.08825,0.0805,0.03475,0.0534999999999999,0.0755,0.0817499999999999,0.0735,0.06125,0.0524999999999999,0.0979999999999999,0.04375,0.09125,0.0645,0.1302499999999999,0.03825,0.0384999999999999,0.0324999999999999,0.03875,0.0479999999999999,0.05925,0.026
District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009),0.9835,0.9835,0.9835,0.8025,0.9125,0.8025,0.82125,0.3635,0.4785,0.7555000000000001,0.67325,0.67175,0.51225,0.82125,0.24725,0.82125,0.3522499999999999,0.31975,0.215,0.241,0.34125,0.3465,0.21225,0.37875,0.273,0.23575,0.29625,0.34775,0.1525,0.1875,0.24675,0.14725,0.2415,0.2564999999999999,0.2764999999999999,0.424,0.185,0.212,0.0969999999999999,0.1815,0.193,0.05775,0.2105,0.18025,0.33175,0.14975,0.2095,0.2095,0.14275,0.34275,0.1255,0.1495,0.0722499999999999,0.1144999999999999,0.1385,0.069,0.16025,0.14475,0.155,0.1435,0.1352499999999999,0.1745,0.0574999999999999,0.059,0.93825,0.1104999999999999,0.0645,0.0762499999999999,0.09,0.17325,0.12075,0.06225,0.0805,0.16975,0.1604999999999999,0.14,0.2115,0.1345,0.07,0.0645,0.4802499999999999,0.05075,0.17425,0.12125,0.3522499999999999,0.09175,0.09775,0.083,0.1049999999999999,0.0574999999999999,0.0925,0.062,0.0795,0.04975,0.0687499999999999,0.08975,0.0314999999999999,0.1054999999999999,0.072,0.03675,0.03775,0.10725,0.2584999999999999,0.093,0.04075,0.0697499999999999,0.09925,0.0267499999999999,0.0662499999999999,0.0655,0.18275,0.0564999999999999,0.05925,0.0775,0.1935,0.086,0.0605,0.0287499999999999,0.03475,0.2209999999999999,0.02975,0.0777499999999999,0.0564999999999999,0.0835,0.0645,0.0742499999999999,0.03775,0.063,0.03475,0.04925,0.0232499999999999,0.08625,0.0574999999999999,0.067,0.05875,0.0584999999999999,0.0349999999999999,0.078,0.04725,0.0444999999999999,0.0655,0.0885,0.05575,0.0354999999999999,0.0399999999999999,0.38125,0.05125,0.04425,0.022
From Paris with Love (2010),0.964,0.964,0.964,0.915,0.915,0.8527499999999999,0.794,0.68775,0.683,0.6715,0.794,0.5975,0.67575,0.40475,0.3047499999999999,0.40475,0.2604999999999999,0.3642499999999999,0.2274999999999999,0.55675,0.4705,0.31575,0.26625,0.3642499999999999,0.217,0.27325,0.25175,0.32925,0.1972499999999999,0.11375,0.4107499999999999,0.15925,0.72425,0.1735,0.2022499999999999,0.383,0.2007499999999999,0.3139999999999999,0.19,0.4842499999999999,0.1664999999999999,0.174,0.3725,0.39075,0.22375,0.2465,0.1252499999999999,0.352,0.17225,0.2694999999999999,0.1669999999999999,0.2085,0.18575,0.21025,0.196,0.10375,0.2012499999999999,0.14825,0.30225,0.1397499999999999,0.06075,0.11525,0.1352499999999999,0.0797499999999999,0.0775,0.11325,0.077,0.0807499999999999,0.11725,0.15275,0.127,0.1604999999999999,0.10275,0.2847499999999999,0.267,0.1069999999999999,0.1139999999999999,0.1195,0.0539999999999999,0.09175,0.2234999999999999,0.39575,0.09925,0.16075,0.22325,0.1555,0.083,0.06075,0.0657499999999999,0.0827499999999999,0.11075,0.07,0.1089999999999999,0.0697499999999999,0.04625,0.0994999999999999,0.03275,0.0875,0.0559999999999999,0.0717499999999999,0.0807499999999999,0.0574999999999999,0.0695,0.0925,0.138,0.08,0.0792499999999999,0.1059999999999999,0.05175,0.04075,0.0725,0.05375,0.0787499999999999,0.0772499999999999,0.10275,0.0722499999999999,0.067,0.064,0.11325,0.30825,0.05825,0.0815,0.04875,0.0539999999999999,0.0404999999999999,0.0524999999999999,0.0489999999999999,0.0795,0.0504999999999999,0.062,0.05675,0.0944999999999999,0.04825,0.15225,0.0434999999999999,0.064,0.03125,0.144,0.04875,0.0459999999999999,0.05275,0.1235,0.0285,0.05975,0.0272499999999999,0.4762499999999999,0.03975,0.0389999999999999,0.0152499999999999
"Losers, The (2010)",0.9795,0.9795,0.9795,0.861,0.9365,0.615,0.8532500000000001,0.94525,0.70875,0.6385,0.829,0.6575,0.66675,0.41225,0.3325,0.2674999999999999,0.26975,0.34275,0.2504999999999999,0.58875,0.4599999999999999,0.33825,0.2012499999999999,0.4459999999999999,0.46275,0.6145,0.37475,0.3145,0.2634999999999999,0.146,0.67025,0.1619999999999999,0.41325,0.26425,0.1694999999999999,0.37275,0.1714999999999999,0.254,0.1885,0.52875,0.24575,0.081,0.29525,0.10175,0.20425,0.23975,0.138,0.3525,0.356,0.2045,0.20725,0.1952499999999999,0.14475,0.1624999999999999,0.14575,0.10925,0.238,0.1895,0.198,0.16475,0.11125,0.09125,0.09175,0.1185,0.09375,0.1335,0.0782499999999999,0.09425,0.1495,0.2035,0.10175,0.0777499999999999,0.15675,0.51875,0.2165,0.11025,0.143,0.1252499999999999,0.082,0.1272499999999999,0.22025,0.3289999999999999,0.18,0.133,0.1405,0.191,0.0994999999999999,0.10875,0.1094999999999999,0.067,0.0857499999999999,0.05475,0.09775,0.066,0.2774999999999999,0.04225,0.0262499999999999,0.0635,0.065,0.03175,0.25475,0.1039999999999999,0.0685,0.09,0.11325,0.082,0.065,0.06175,0.0802499999999999,0.05775,0.09875,0.05475,0.1342499999999999,0.0692499999999999,0.12175,0.0787499999999999,0.0595,0.0672499999999999,0.0785,0.0974999999999999,0.0272499999999999,0.09025,0.0775,0.0695,0.253,0.063,0.0554999999999999,0.0635,0.0354999999999999,0.05275,0.05625,0.0757499999999999,0.02975,0.34275,0.04125,0.068,0.04125,0.0989999999999999,0.04225,0.0579999999999999,0.04925,0.03925,0.0267499999999999,0.03525,0.03575,0.0444999999999999,0.03725,0.0389999999999999,0.0227499999999999
"A-Team, The (2010)",0.9865,0.9865,0.9865,0.8552500000000001,0.8865000000000001,0.5095,0.69775,0.7915000000000001,0.8160000000000001,0.78,0.67975,0.68975,0.62725,0.32425,0.612,0.32425,0.28725,0.308,0.252,0.7165,0.3542499999999999,0.3129999999999999,0.24475,0.21425,0.4565,0.48775,0.2085,0.4237499999999999,0.17825,0.10425,0.74925,0.1624999999999999,0.353,0.16475,0.24625,0.355,0.15775,0.14975,0.26775,0.2075,0.1925,0.12375,0.24875,0.1074999999999999,0.204,0.23675,0.1074999999999999,0.1915,0.1912499999999999,0.3225,0.1584999999999999,0.16425,0.09925,0.5045,0.25475,0.1475,0.2219999999999999,0.15375,0.11625,0.16225,0.11175,0.1355,0.31475,0.0852499999999999,0.59175,0.26325,0.066,0.127,0.12475,0.2105,0.10875,0.0944999999999999,0.1795,0.31725,0.1089999999999999,0.16475,0.11825,0.12025,0.0765,0.1034999999999999,0.1307499999999999,0.3944999999999999,0.145,0.1362499999999999,0.1235,0.27175,0.0409999999999999,0.10575,0.0755,0.0745,0.093,0.0374999999999999,0.06,0.10575,0.29625,0.0802499999999999,0.03475,0.0389999999999999,0.05425,0.0747499999999999,0.1975,0.08825,0.2259999999999999,0.0835,0.05925,0.0574999999999999,0.0647499999999999,0.08625,0.0489999999999999,0.0625,0.12425,0.0389999999999999,0.10775,0.09975,0.1245,0.0509999999999999,0.0559999999999999,0.0404999999999999,0.0494999999999999,0.061,0.0524999999999999,0.0667499999999999,0.05775,0.0715,0.1917499999999999,0.063,0.04725,0.0707499999999999,0.05125,0.0534999999999999,0.0364999999999999,0.0539999999999999,0.152,0.17175,0.09775,0.0672499999999999,0.03075,0.09125,0.04825,0.03775,0.0414999999999999,0.0334999999999999,0.0434999999999999,0.0524999999999999,0.0287499999999999,0.03175,0.04725,0.0287499999999999,0.0197499999999999
Knight and Day (2010),0.98,0.98,0.98,0.8992500000000001,0.92225,0.871,0.68575,0.79325,0.733,0.61175,0.3884999999999999,0.56025,0.58325,0.34975,0.37975,0.2754999999999999,0.36,0.312,0.24025,0.77125,0.436,0.22925,0.34075,0.1927499999999999,0.25775,0.883,0.45325,0.3612499999999999,0.7435,0.1295,0.395,0.14275,0.4255,0.1755,0.136,0.39975,0.1355,0.5365,0.17675,0.1937499999999999,0.27975,0.1305,0.214,0.08725,0.146,0.16975,0.122,0.21725,0.1252499999999999,0.216,0.21875,0.1029999999999999,0.1865,0.11425,0.1945,0.10425,0.2199999999999999,0.118,0.1574999999999999,0.1445,0.14525,0.15925,0.126,0.0737499999999999,0.0767499999999999,0.1375,0.1265,0.0732499999999999,0.266,0.1059999999999999,0.12375,0.10525,0.14625,0.29325,0.12175,0.1149999999999999,0.09275,0.1069999999999999,0.079,0.16875,0.2027499999999999,0.16175,0.14625,0.119,0.19,0.16775,0.0484999999999999,0.0767499999999999,0.1099999999999999,0.05625,0.11925,0.1019999999999999,0.092,0.0569999999999999,0.0354999999999999,0.063,0.0319999999999999,0.0969999999999999,0.073,0.0712499999999999,0.1887499999999999,0.04325,0.1114999999999999,0.0949999999999999,0.1004999999999999,0.0687499999999999,0.065,0.1357499999999999,0.04325,0.0419999999999999,0.079,0.05225,0.08775,0.04725,0.06075,0.0725,0.0735,0.0334999999999999,0.0584999999999999,0.05925,0.0812499999999999,0.062,0.0544999999999999,0.0469999999999999,0.0827499999999999,0.0379999999999999,0.0419999999999999,0.068,0.071,0.03525,0.02975,0.05525,0.0394999999999999,0.0419999999999999,0.03225,0.04375,0.0429999999999999,0.0494999999999999,0.03975,0.1084999999999999,0.0454999999999999,0.04275,0.0329999999999999,0.0287499999999999,0.023,0.0267499999999999,0.03625,0.0202499999999999,0.0125
