movieId,original,good,drama,mentor,greed,culture clash,runaway,vengeance,weird,melancholic,unlikely friendships,sacrifice,prejudice,independent film,catastrophe,adaptation,betrayal,life & death,islam,dialogue,period piece,childhood,drinking,life philosophy,chase,light,fun movie,family,very funny,surveillance,teen movie,fight scenes,transformation,predictable,survival,death,not funny,first contact,pornography,good music,creativity,fantasy world,nudity (full frontal - brief),doctors,underrated,stereotypes,small town,hospital,indians,british,bollywood,dysfunctional family,weapons,dreams,irish accent,classic car,awesome soundtrack,quirky,brothers,new jersey,1930s,race,california,computer animation,simple,alter ego,foul language,wartime,cancer,writers,women,too long,alternate history,queer,road movie,prison,nudity (topless - brief),80s,addiction,absurd,radio,multiple storylines,blindness,sexy,texas,film noir,memory,lawyer,censorship,internet,atheism,wilderness,rebellion,adoption,interracial romance,farce,mad scientist,pulp,island,hotel,god,new york city,ensemble cast,single father,immortality,father daughter relationship,san francisco,desert,directorial debut,homeless,made for tv,australia,camp,stoner movie,workplace,tokyo,hip hop,divorce,time,best of 2005,russian,ghosts/afterlife,buddy movie,stand-up comedy,hunting,potential oscar nom,notable nudity,nudity (rear),robert downey jr,documentary,too short,snakes,kidnapping,oil,fashion,los angeles,kick-butt women,trilogy,finnish,shopping,prostitution,wine,reality tv,goth,no plot,graphic novel,unlikeable characters,french,remake
My Sister Eileen (1955),0.9135,0.8547499999999999,0.8547499999999999,0.7735000000000001,0.8547499999999999,0.7555000000000001,0.7555000000000001,0.74825,0.8305,0.56275,0.5425,0.58825,0.56175,0.5625,0.49575,0.772,0.723,0.35775,0.58825,0.54625,0.3027499999999999,0.3107499999999999,0.3159999999999999,0.47775,0.4215,0.63575,0.32225,0.3077499999999999,0.29125,0.38175,0.2935,0.38175,0.26575,0.2945,0.1262499999999999,0.4317499999999999,0.302,0.2945,0.60425,0.91225,0.2997499999999999,0.51625,0.16925,0.078,0.1435,0.0727499999999999,0.6445,0.23675,0.1382499999999999,0.344,0.719,0.2957499999999999,0.4379999999999999,0.1402499999999999,0.1019999999999999,0.17375,0.484,0.51075,0.23125,0.4495,0.23775,0.09725,0.217,0.2105,0.1805,0.3844999999999999,0.34325,0.58825,0.093,0.66225,0.17875,0.2445,0.076,0.293,0.0667499999999999,0.1375,0.189,0.05575,0.0687499999999999,0.17375,0.3319999999999999,0.4785,0.10925,0.67225,0.0817499999999999,0.495,0.11675,0.0267499999999999,0.09775,0.3592499999999999,0.17775,0.0354999999999999,0.028,0.186,0.3535,0.2534999999999999,0.0652499999999999,0.1555,0.0642499999999999,0.3335,0.17775,0.4802499999999999,0.15725,0.068,0.0954999999999999,0.208,0.03425,0.0732499999999999,0.1169999999999999,0.0795,0.03225,0.0275,0.0267499999999999,0.0275,0.0429999999999999,0.2674999999999999,0.52425,0.2634999999999999,0.0314999999999999,0.3502499999999999,0.4379999999999999,0.071,0.023,0.21025,0.0484999999999999,0.40275,0.0554999999999999,0.0185,0.0257499999999999,0.156,0.0735,0.03325,0.0584999999999999,0.0865,0.03125,0.089,0.1887499999999999,0.0954999999999999,0.38025,0.0615,0.059,0.1099999999999999,0.0175,0.05775,0.0292499999999999,0.39625,0.03275,0.10425,0.0885
Brian's Song (1971),0.8274999999999999,0.8274999999999999,0.8262499999999999,0.84175,0.8262499999999999,0.7849999999999999,0.69175,0.58625,0.8274999999999999,0.73575,0.97925,0.83525,0.83525,0.73575,0.45975,0.4335,0.55025,0.4327499999999999,0.41625,0.4287499999999999,0.39975,0.238,0.18325,0.3874999999999999,0.242,0.552,0.16125,0.24625,0.26975,0.25975,0.138,0.242,0.30425,0.2314999999999999,0.10175,0.46325,0.298,0.1957499999999999,0.23625,0.17875,0.1735,0.24875,0.2885,0.3369999999999999,0.23325,0.192,0.1287499999999999,0.23725,0.20575,0.35675,0.15575,0.1584999999999999,0.1365,0.2224999999999999,0.22575,0.15425,0.1765,0.18375,0.507,0.23725,0.15975,0.31975,0.12375,0.181,0.12,0.11725,0.0944999999999999,0.16625,0.972,0.1044999999999999,0.1267499999999999,0.0817499999999999,0.30525,0.181,0.11175,0.1942499999999999,0.253,0.0717499999999999,0.1387499999999999,0.1745,0.1322499999999999,0.1064999999999999,0.1054999999999999,0.119,0.0712499999999999,0.552,0.0795,0.0637499999999999,0.21475,0.09825,0.0645,0.11975,0.0334999999999999,0.04625,0.15675,0.0915,0.1054999999999999,0.1109999999999999,0.0935,0.0745,0.074,0.10575,0.0855,0.0187499999999999,0.21175,0.1059999999999999,0.15,0.0642499999999999,0.1435,0.0722499999999999,0.44125,0.1084999999999999,0.0747499999999999,0.0544999999999999,0.08675,0.146,0.0905,0.03875,0.08975,0.0632499999999999,0.16125,0.0762499999999999,0.11025,0.11925,0.09625,0.0725,0.04625,0.0424999999999999,0.17075,0.0747499999999999,0.17025,0.091,0.0827499999999999,0.02975,0.0865,0.0695,0.0544999999999999,0.0544999999999999,0.05125,0.03525,0.03675,0.04825,0.05925,0.03025,0.073,0.0142499999999999,0.0255,0.0499999999999999,0.0832499999999999
Knockin' on Heaven's Door (1997),0.90875,0.80325,0.94575,0.6155,0.756,0.7907500000000001,0.71825,0.71825,0.7709999999999999,0.705,0.88175,0.4475,0.4475,0.4992499999999999,0.4942499999999999,0.4992499999999999,0.8799999999999999,0.4992499999999999,0.2329999999999999,0.5065,0.2329999999999999,0.24775,0.3445,0.598,0.68725,0.52375,0.59575,0.1332499999999999,0.87375,0.4815,0.7629999999999999,0.6085,0.31525,0.1965,0.1315,0.31825,0.258,0.1965,0.20475,0.5805,0.29725,0.239,0.33575,0.49875,0.3565,0.3725,0.31325,0.65525,0.1555,0.256,0.48275,0.15575,0.2887499999999999,0.38525,0.3399999999999999,0.31025,0.5805,0.61525,0.1962499999999999,0.1654999999999999,0.1619999999999999,0.1104999999999999,0.12175,0.1345,0.32975,0.15875,0.257,0.9695,0.8727499999999999,0.1054999999999999,0.1355,0.0974999999999999,0.24775,0.14425,0.7902499999999999,0.15325,0.4495,0.10675,0.1255,0.277,0.1435,0.1937499999999999,0.12125,0.17525,0.08925,0.1205,0.17375,0.0627499999999999,0.1169999999999999,0.10275,0.0564999999999999,0.1967499999999999,0.0504999999999999,0.0524999999999999,0.1034999999999999,0.14275,0.08,0.12475,0.0925,0.1684999999999999,0.04925,0.05125,0.0807499999999999,0.03075,0.06,0.083,0.0635,0.0974999999999999,0.1405,0.073,0.11025,0.367,0.0665,0.29825,0.05725,0.0855,0.22275,0.065,0.15825,0.03525,0.51125,0.194,0.567,0.11475,0.1875,0.0645,0.0637499999999999,0.1282499999999999,0.0282499999999999,0.0439999999999999,0.0994999999999999,0.0282499999999999,0.0845,0.0655,0.0195,0.0657499999999999,0.066,0.078,0.2654999999999999,0.0319999999999999,0.0364999999999999,0.06025,0.04325,0.026,0.1392499999999999,0.0245,0.03175,0.08725,0.0247499999999999
Hawaii (1966),0.8322499999999999,0.8592500000000001,0.84125,0.865,0.782,0.88775,0.84125,0.8322499999999999,0.8322499999999999,0.658,0.49175,0.8362499999999999,0.709,0.658,0.8105,0.8440000000000001,0.54225,0.54575,0.8362499999999999,0.413,0.8362499999999999,0.43925,0.513,0.6965,0.27175,0.53625,0.40925,0.8227500000000001,0.58725,0.6905,0.812,0.44775,0.4415,0.8105,0.394,0.3007499999999999,0.3532499999999999,0.8105,0.4335,0.2794999999999999,0.24525,0.32925,0.509,0.17575,0.493,0.3615,0.287,0.1505,0.3884999999999999,0.5605,0.1855,0.2027499999999999,0.2524999999999999,0.0625,0.1594999999999999,0.076,0.2,0.154,0.212,0.1395,0.25925,0.499,0.10525,0.3735,0.20825,0.4509999999999999,0.22825,0.39625,0.11925,0.2935,0.49175,0.4975,0.607,0.17175,0.17625,0.1205,0.0635,0.37575,0.1992499999999999,0.1604999999999999,0.155,0.15425,0.17775,0.09475,0.0529999999999999,0.0827499999999999,0.05975,0.357,0.33525,0.3095,0.72125,0.078,0.0807499999999999,0.0755,0.4379999999999999,0.27825,0.14525,0.11325,0.8009999999999999,0.0994999999999999,0.72125,0.20825,0.071,0.3695,0.15875,0.03925,0.20375,0.52025,0.0499999999999999,0.03525,0.0722499999999999,0.092,0.075,0.05725,0.059,0.0389999999999999,0.04575,0.4207499999999999,0.11875,0.16275,0.06,0.1322499999999999,0.23175,0.04825,0.09,0.10025,0.18175,0.079,0.2309999999999999,0.0339999999999999,0.0177499999999999,0.05825,0.0559999999999999,0.0215,0.54775,0.0554999999999999,0.0625,0.0354999999999999,0.026,0.13,0.05275,0.05575,0.08775,0.0225,0.0807499999999999,0.0255,0.0494999999999999,0.0439999999999999,0.10975
"Snow Walker, The (2003)",0.95325,0.92875,0.8752500000000001,0.6825,0.8632500000000001,0.95325,0.7602500000000001,0.6915,0.94225,0.8632500000000001,0.8752500000000001,0.552,0.552,0.7557499999999999,0.5915,0.8042499999999999,0.36975,0.7542500000000001,0.41925,0.4795,0.4755,0.45475,0.473,0.3512499999999999,0.37775,0.4365,0.37775,0.55825,0.2945,0.37775,0.44325,0.48075,0.4445,0.48075,0.9765,0.3844999999999999,0.37475,0.5855,0.2395,0.34975,0.35675,0.52025,0.2279999999999999,0.24975,0.1997499999999999,0.3495,0.3115,0.6825,0.501,0.241,0.556,0.297,0.1584999999999999,0.2289999999999999,0.2534999999999999,0.2395,0.3199999999999999,0.2017499999999999,0.16375,0.2614999999999999,0.3129999999999999,0.1375,0.2985,0.4695,0.628,0.0837499999999999,0.0735,0.38325,0.1975,0.18275,0.09375,0.3139999999999999,0.1619999999999999,0.20875,0.4479999999999999,0.10725,0.1644999999999999,0.0885,0.0544999999999999,0.1917499999999999,0.2085,0.22975,0.2175,0.10875,0.08825,0.093,0.2957499999999999,0.09175,0.0795,0.1644999999999999,0.3045,0.67775,0.14525,0.1555,0.3035,0.21925,0.09925,0.0954999999999999,0.27825,0.09675,0.259,0.03975,0.2229999999999999,0.078,0.03675,0.23225,0.0885,0.34775,0.10525,0.0782499999999999,0.10625,0.17375,0.34275,0.30225,0.16825,0.252,0.0685,0.0717499999999999,0.0404999999999999,0.0529999999999999,0.04425,0.0227499999999999,0.05775,0.04375,0.129,0.1235,0.10125,0.0225,0.0245,0.1619999999999999,0.27525,0.238,0.04525,0.2299999999999999,0.15625,0.145,0.0642499999999999,0.1044999999999999,0.076,0.04325,0.0202499999999999,0.0847499999999999,0.0255,0.02,0.09175,0.014,0.04725,0.0479999999999999,0.0162499999999999
Cinderella Man (2005),0.94225,0.94225,0.9555,0.9335,0.94225,0.94225,0.88375,0.8427500000000001,0.94225,0.8447499999999999,0.7802500000000001,0.891,0.891,0.8447499999999999,0.905,0.33725,0.66575,0.62425,0.5195,0.4735,0.6775,0.58575,0.8447499999999999,0.36875,0.46975,0.351,0.545,0.6285,0.385,0.4485,0.32675,0.80525,0.43425,0.35075,0.71625,0.28425,0.35675,0.24275,0.40025,0.43425,0.3295,0.2012499999999999,0.25375,0.3275,0.35075,0.198,0.18025,0.31475,0.25025,0.22925,0.36175,0.4765,0.46975,0.2925,0.59425,0.3325,0.43425,0.1609999999999999,0.369,0.7205,0.912,0.2185,0.20875,0.218,0.23675,0.3325,0.235,0.2744999999999999,0.24325,0.189,0.14575,0.3037499999999999,0.21675,0.1307499999999999,0.142,0.1475,0.2045,0.1019999999999999,0.1405,0.1362499999999999,0.538,0.1935,0.17525,0.1104999999999999,0.09675,0.136,0.18025,0.09325,0.0785,0.10175,0.077,0.21325,0.137,0.14775,0.0675,0.087,0.0822499999999999,0.16875,0.1775,0.129,0.11225,0.12475,0.0949999999999999,0.20975,0.1235,0.16925,0.093,0.089,0.10175,0.2604999999999999,0.1044999999999999,0.0837499999999999,0.066,0.0584999999999999,0.061,0.092,0.0454999999999999,0.0832499999999999,0.1332499999999999,0.7909999999999999,0.152,0.0765,0.1887499999999999,0.0875,0.154,0.1415,0.0675,0.0539999999999999,0.17425,0.0675,0.11775,0.0469999999999999,0.0549999999999999,0.062,0.088,0.0627499999999999,0.04275,0.09,0.04575,0.0439999999999999,0.0344999999999999,0.05225,0.0469999999999999,0.029,0.0394999999999999,0.0915,0.02975,0.03725,0.0504999999999999
Saint Ralph (2004),0.93575,0.93575,0.7825,0.9615,0.6495,0.89625,0.89625,0.89625,0.6495,0.6495,0.867,0.657,0.657,0.5625,0.744,0.3335,0.33725,0.52925,0.20775,0.61075,0.30525,0.8109999999999999,0.46725,0.5095,0.31275,0.33325,0.37675,0.2925,0.4067499999999999,0.33725,0.6675,0.46075,0.48175,0.345,0.1865,0.4175,0.3309999999999999,0.22125,0.34225,0.39,0.425,0.53075,0.39225,0.1897499999999999,0.15525,0.14175,0.15025,0.517,0.20725,0.1235,0.33825,0.24525,0.17925,0.5765,0.1545,0.238,0.1367499999999999,0.26875,0.308,0.2175,0.14525,0.18075,0.15925,0.188,0.32875,0.1975,0.56975,0.12275,0.68325,0.25575,0.23125,0.10575,0.1265,0.14525,0.24525,0.1029999999999999,0.1317499999999999,0.064,0.0845,0.1545,0.181,0.1785,0.1957499999999999,0.147,0.15575,0.0837499999999999,0.249,0.04125,0.0954999999999999,0.0697499999999999,0.3535,0.10175,0.1877499999999999,0.18375,0.05225,0.131,0.0842499999999999,0.1402499999999999,0.087,0.0964999999999999,0.3535,0.0409999999999999,0.0439999999999999,0.202,0.15475,0.06125,0.0559999999999999,0.0605,0.09325,0.076,0.09725,0.2967499999999999,0.0449999999999999,0.16975,0.0615,0.1599999999999999,0.0434999999999999,0.05425,0.1119999999999999,0.208,0.0564999999999999,0.08625,0.0364999999999999,0.0564999999999999,0.0635,0.0865,0.3185,0.1785,0.09775,0.0484999999999999,0.0875,0.04825,0.0389999999999999,0.04025,0.03125,0.0847499999999999,0.0665,0.075,0.155,0.0712499999999999,0.04525,0.0364999999999999,0.03325,0.0339999999999999,0.03925,0.0524999999999999,0.04425,0.0772499999999999,0.0529999999999999
"Touch of Spice, A (Politiki kouzina) (2003)",0.94075,0.98575,0.98575,0.85375,0.8234999999999999,0.823,0.823,0.55125,0.8234999999999999,0.90875,0.98575,0.514,0.656,0.8667499999999999,0.63325,0.3732499999999999,0.15625,0.8667499999999999,0.7757499999999999,0.297,0.514,0.7915000000000001,0.6055,0.58075,0.22025,0.2455,0.30925,0.4485,0.44375,0.0944999999999999,0.17075,0.359,0.33525,0.50175,0.4762499999999999,0.38025,0.379,0.50175,0.23175,0.5305,0.412,0.366,0.30225,0.4445,0.09075,0.1912499999999999,0.0665,0.17275,0.254,0.48075,0.3329999999999999,0.20375,0.1892499999999999,0.35675,0.304,0.15725,0.5305,0.347,0.22125,0.146,0.0785,0.15925,0.0605,0.1785,0.38125,0.0832499999999999,0.0414999999999999,0.2784999999999999,0.35975,0.17175,0.0815,0.235,0.11925,0.2395,0.0657499999999999,0.09075,0.05325,0.05575,0.138,0.15525,0.0974999999999999,0.3105,0.4735,0.0969999999999999,0.04075,0.092,0.662,0.02975,0.08725,0.05025,0.31675,0.08725,0.1347499999999999,0.3035,0.25025,0.09875,0.1089999999999999,0.1455,0.05475,0.0434999999999999,0.10775,0.0514999999999999,0.05925,0.092,0.05125,0.15525,0.0727499999999999,0.0205,0.1624999999999999,0.0595,0.212,0.0262499999999999,0.1594999999999999,0.04675,0.04425,0.1629999999999999,0.39825,0.14225,0.10575,0.0905,0.03625,0.0762499999999999,0.0187499999999999,0.35,0.067,0.154,0.0765,0.1144999999999999,0.0175,0.07,0.20925,0.03175,0.0225,0.04125,0.0314999999999999,0.0424999999999999,0.0647499999999999,0.0409999999999999,0.0247499999999999,0.0737499999999999,0.0539999999999999,0.0117499999999999,0.019,0.04125,0.075,0.05825,0.0305,0.0319999999999999,0.03725
Green Street Hooligans (a.k.a. Hooligans) (2005),0.97925,0.81175,0.81175,0.8512500000000001,0.68325,0.81175,0.6385,0.97925,0.617,0.5305,0.8667499999999999,0.53,0.4912499999999999,0.617,0.65775,0.31825,0.7729999999999999,0.3047499999999999,0.53,0.53575,0.86375,0.208,0.5105,0.3572499999999999,0.39975,0.22175,0.40325,0.27175,0.29,0.4177499999999999,0.4559999999999999,0.79575,0.29125,0.4004999999999999,0.1877499999999999,0.2324999999999999,0.34475,0.2027499999999999,0.548,0.3824999999999999,0.2385,0.3229999999999999,0.30425,0.11725,0.28425,0.5405,0.1109999999999999,0.1745,0.0989999999999999,0.8792500000000001,0.2774999999999999,0.22075,0.3585,0.1149999999999999,0.3075,0.19,0.3824999999999999,0.1855,0.29825,0.17875,0.0745,0.2045,0.11275,0.14925,0.08775,0.28325,0.2925,0.1275,0.156,0.15375,0.1282499999999999,0.0652499999999999,0.2279999999999999,0.56525,0.0775,0.139,0.16925,0.084,0.4915,0.20675,0.1094999999999999,0.17575,0.15075,0.20875,0.1402499999999999,0.0752499999999999,0.0984999999999999,0.026,0.10025,0.3299999999999999,0.09275,0.11475,0.12225,0.0642499999999999,0.0825,0.10625,0.0615,0.12025,0.12175,0.0935,0.04825,0.0705,0.2564999999999999,0.05325,0.05475,0.10875,0.0429999999999999,0.0324999999999999,0.1654999999999999,0.085,0.1149999999999999,0.0807499999999999,0.0737499999999999,0.08925,0.0579999999999999,0.0857499999999999,0.38225,0.05975,0.04025,0.2987499999999999,0.14225,0.0722499999999999,0.071,0.07,0.05025,0.12425,0.1912499999999999,0.0777499999999999,0.1355,0.0675,0.0835,0.0509999999999999,0.0944999999999999,0.0334999999999999,0.0732499999999999,0.1074999999999999,0.05475,0.1064999999999999,0.0735,0.0364999999999999,0.0369999999999999,0.03125,0.152,0.0999999999999999,0.1109999999999999,0.26,0.11025,0.0349999999999999,0.08725
"Greatest Game Ever Played, The (2005)",0.7985,0.91775,0.7985,0.9765,0.7985,0.79325,0.64775,0.64775,0.588,0.43225,0.69675,0.8480000000000001,0.8480000000000001,0.3742499999999999,0.57125,0.4965,0.3662499999999999,0.2239999999999999,0.5995,0.23425,0.8460000000000001,0.51275,0.15375,0.3482499999999999,0.3129999999999999,0.3692499999999999,0.482,0.31225,0.20325,0.3129999999999999,0.6165,0.2185,0.4014999999999999,0.2967499999999999,0.0737499999999999,0.08775,0.3545,0.26025,0.17425,0.12175,0.35975,0.3299999999999999,0.1664999999999999,0.32875,0.2229999999999999,0.309,0.1629999999999999,0.1902499999999999,0.1704999999999999,0.46575,0.34175,0.11825,0.192,0.4375,0.2304999999999999,0.1495,0.08875,0.1515,0.14125,0.4175,0.3914999999999999,0.3175,0.2035,0.247,0.1704999999999999,0.16025,0.27225,0.12275,0.11875,0.1445,0.12275,0.0807499999999999,0.20525,0.1149999999999999,0.0885,0.1327499999999999,0.05475,0.10575,0.0685,0.10475,0.21275,0.16425,0.082,0.077,0.23775,0.0835,0.10875,0.086,0.0695,0.1074999999999999,0.16375,0.066,0.0792499999999999,0.10675,0.12475,0.0832499999999999,0.10025,0.1089999999999999,0.0675,0.0712499999999999,0.0474999999999999,0.0449999999999999,0.03575,0.1564999999999999,0.3585,0.11275,0.1089999999999999,0.04275,0.0635,0.0687499999999999,0.21075,0.15775,0.0765,0.0509999999999999,0.04125,0.0635,0.0667499999999999,0.0835,0.0722499999999999,0.365,0.18125,0.10775,0.03425,0.0925,0.064,0.074,0.05825,0.05125,0.15225,0.0574999999999999,0.0837499999999999,0.03875,0.0265,0.0645,0.0777499999999999,0.0235,0.04125,0.0265,0.05175,0.0429999999999999,0.0364999999999999,0.05525,0.0474999999999999,0.031,0.0265,0.0277499999999999,0.0275,0.0662499999999999,0.03075
North Country (2005),0.8594999999999999,0.8594999999999999,0.8899999999999999,0.84575,0.8899999999999999,0.8899999999999999,0.9075,0.827,0.53275,0.53275,0.4275,0.7595000000000001,0.9075,0.44625,0.70025,0.59075,0.54575,0.33625,0.4822499999999999,0.4034999999999999,0.374,0.2,0.4942499999999999,0.4605,0.33475,0.25825,0.2784999999999999,0.4325,0.2827499999999999,0.27,0.45375,0.33475,0.363,0.39475,0.401,0.27975,0.37275,0.3239999999999999,0.827,0.1679999999999999,0.2784999999999999,0.27625,0.39875,0.3309999999999999,0.347,0.38875,0.3115,0.3045,0.0939999999999999,0.17675,0.08825,0.4539999999999999,0.33475,0.08825,0.17175,0.2987499999999999,0.1679999999999999,0.1415,0.10975,0.15725,0.1902499999999999,0.141,0.261,0.14925,0.1262499999999999,0.22375,0.27,0.2065,0.1624999999999999,0.152,0.96775,0.21625,0.18075,0.198,0.14825,0.10375,0.3409999999999999,0.0915,0.1074999999999999,0.208,0.0469999999999999,0.18025,0.18475,0.7185,0.0645,0.0807499999999999,0.072,0.70325,0.22225,0.24525,0.16475,0.0757499999999999,0.1629999999999999,0.21425,0.22125,0.0752499999999999,0.1267499999999999,0.0959999999999999,0.0757499999999999,0.14925,0.09925,0.1405,0.2199999999999999,0.267,0.0787499999999999,0.67825,0.0745,0.04975,0.08925,0.05075,0.081,0.0939999999999999,0.12025,0.0667499999999999,0.94225,0.20325,0.04425,0.21175,0.0277499999999999,0.7875000000000001,0.0444999999999999,0.03475,0.0394999999999999,0.0645,0.09425,0.09325,0.1094999999999999,0.1785,0.0389999999999999,0.0935,0.0715,0.0627499999999999,0.0434999999999999,0.10825,0.1287499999999999,0.081,0.11875,0.0444999999999999,0.0122499999999999,0.16325,0.17125,0.0745,0.0489999999999999,0.066,0.0305,0.2025,0.0964999999999999,0.0615,0.0925
Glory Road (2006),0.8740000000000001,0.92125,0.8740000000000001,0.982,0.8740000000000001,0.595,0.859,0.64825,0.648,0.27425,0.53575,0.827,0.8625,0.1965,0.7797499999999999,0.202,0.54175,0.193,0.7537499999999999,0.302,0.7537499999999999,0.2925,0.17425,0.4852499999999999,0.3085,0.27275,0.47375,0.25625,0.23575,0.3219999999999999,0.5635,0.3289999999999999,0.50275,0.39975,0.239,0.1415,0.36975,0.3522499999999999,0.16375,0.0845,0.33575,0.2095,0.23625,0.2185,0.18625,0.3179999999999999,0.2165,0.15425,0.184,0.075,0.1877499999999999,0.1255,0.1845,0.143,0.203,0.1495,0.0747499999999999,0.149,0.1845,0.3419999999999999,0.1362499999999999,0.435,0.239,0.1699999999999999,0.11425,0.23725,0.4425,0.1684999999999999,0.10275,0.10075,0.214,0.05625,0.3195,0.1169999999999999,0.37725,0.11825,0.08675,0.0999999999999999,0.0762499999999999,0.08825,0.37,0.1927499999999999,0.1169999999999999,0.087,0.9355,0.1009999999999999,0.09825,0.14125,0.0842499999999999,0.1925,0.1024999999999999,0.08975,0.0687499999999999,0.14925,0.10225,0.0677499999999999,0.15775,0.10675,0.11575,0.08875,0.0444999999999999,0.0735,0.04675,0.21125,0.1265,0.09775,0.1245,0.0359999999999999,0.05875,0.11025,0.064,0.1584999999999999,0.09375,0.05325,0.04475,0.0559999999999999,0.23975,0.0765,0.0807499999999999,0.35775,0.10075,0.0827499999999999,0.089,0.081,0.0484999999999999,0.0579999999999999,0.0852499999999999,0.05575,0.1144999999999999,0.0637499999999999,0.1395,0.0379999999999999,0.0459999999999999,0.0579999999999999,0.0584999999999999,0.05875,0.0354999999999999,0.03,0.04225,0.0235,0.029,0.0944999999999999,0.04975,0.03125,0.029,0.03075,0.0207499999999999,0.03375,0.1315
"World's Fastest Indian, The (2005)",0.8560000000000001,0.98075,0.8899999999999999,0.97425,0.782,0.90725,0.90725,0.90725,0.7842499999999999,0.603,0.8580000000000001,0.70975,0.70975,0.622,0.8585,0.4645,0.51075,0.622,0.56175,0.474,0.355,0.54225,0.349,0.7185,0.5305,0.5365,0.5215,0.3195,0.4419999999999999,0.279,0.22525,0.36575,0.50275,0.3502499999999999,0.60775,0.25,0.3065,0.3117499999999999,0.22625,0.3419999999999999,0.4862499999999999,0.356,0.31925,0.43975,0.365,0.2574999999999999,0.44825,0.374,0.91325,0.345,0.4004999999999999,0.1205,0.2339999999999999,0.93525,0.299,0.4265,0.3419999999999999,0.68725,0.291,0.307,0.417,0.5285,0.69975,0.2155,0.41625,0.242,0.2955,0.10925,0.32625,0.254,0.192,0.264,0.21175,0.1305,0.8445,0.2045,0.3435,0.1505,0.1154999999999999,0.15375,0.2065,0.1599999999999999,0.1709999999999999,0.1245,0.133,0.1139999999999999,0.2594999999999999,0.0419999999999999,0.073,0.1927499999999999,0.14575,0.24225,0.16025,0.1024999999999999,0.089,0.1795,0.17375,0.15725,0.211,0.3189999999999999,0.1337499999999999,0.09075,0.1342499999999999,0.11775,0.4135,0.1225,0.17475,0.57875,0.11175,0.20825,0.0727499999999999,0.3485,0.08625,0.135,0.1195,0.14675,0.062,0.09425,0.185,0.3289999999999999,0.10875,0.133,0.17375,0.0722499999999999,0.1669999999999999,0.15525,0.0672499999999999,0.1119999999999999,0.142,0.09525,0.1049999999999999,0.1059999999999999,0.0735,0.1089999999999999,0.08775,0.7285,0.05575,0.07,0.1395,0.10175,0.0414999999999999,0.15925,0.03625,0.03625,0.0627499999999999,0.0295,0.0484999999999999,0.05375,0.03075
Peaceful Warrior (2006),0.76875,0.92475,0.6835,0.983,0.76875,0.76875,0.6835,0.76875,0.5315,0.4875,0.654,0.56225,0.56225,0.606,0.623,0.8925000000000001,0.24125,0.76875,0.2075,0.3745,0.086,0.27675,0.3894999999999999,0.8334999999999999,0.35875,0.3045,0.3725,0.09325,0.3592499999999999,0.29425,0.3067499999999999,0.278,0.5465,0.502,0.4815,0.0984999999999999,0.2955,0.354,0.3067499999999999,0.40375,0.513,0.1674999999999999,0.285,0.15525,0.3025,0.17075,0.1907499999999999,0.1564999999999999,0.0765,0.1302499999999999,0.09025,0.0715,0.2475,0.3964999999999999,0.1169999999999999,0.207,0.1312499999999999,0.16875,0.0735,0.2514999999999999,0.0722499999999999,0.0637499999999999,0.0857499999999999,0.1589999999999999,0.3205,0.2684999999999999,0.09,0.11275,0.137,0.1714999999999999,0.1267499999999999,0.1425,0.0944999999999999,0.2145,0.10225,0.11125,0.03725,0.0682499999999999,0.3085,0.352,0.1997499999999999,0.1505,0.075,0.1154999999999999,0.05275,0.0742499999999999,0.207,0.04075,0.11025,0.1942499999999999,0.2022499999999999,0.0682499999999999,0.1327499999999999,0.0627499999999999,0.04675,0.149,0.0865,0.0915,0.122,0.068,0.30425,0.0444999999999999,0.0514999999999999,0.085,0.24975,0.0559999999999999,0.078,0.0277499999999999,0.0712499999999999,0.1897499999999999,0.16075,0.0359999999999999,0.093,0.1902499999999999,0.154,0.0695,0.0755,0.066,0.2425,0.1265,0.04625,0.1119999999999999,0.05725,0.08925,0.04675,0.05375,0.09775,0.03725,0.03775,0.0514999999999999,0.1009999999999999,0.0529999999999999,0.0379999999999999,0.04725,0.02975,0.03375,0.0625,0.074,0.0329999999999999,0.11775,0.0424999999999999,0.0404999999999999,0.072,0.0785,0.04925,0.1485,0.03925,0.0329999999999999,0.03925
