movieId,weird,runaway,betrayal,melancholic,greed,original,culture clash,vengeance,dialogue,drama,pornography,independent film,good,quirky,drinking,mentor,adaptation,catastrophe,death,light,predictable,absurd,chase,sexy,surveillance,life & death,fantasy world,not funny,film noir,life philosophy,dysfunctional family,weapons,creativity,very funny,fight scenes,transformation,pulp,first contact,nudity (full frontal - brief),classic car,underrated,writers,censorship,hospital,doctors,addiction,small town,multiple storylines,hotel,fun movie,mad scientist,sacrifice,survival,alter ego,queer,women,british,nudity (topless - brief),unlikely friendships,childhood,road movie,wilderness,dreams,blindness,goth,irish accent,camp,graphic novel,teen movie,family,california,directorial debut,kidnapping,good music,islam,prejudice,tokyo,awesome soundtrack,computer animation,memory,farce,stoner movie,period piece,stereotypes,hunting,new jersey,texas,80s,divorce,prison,brothers,too long,nudity (rear),workplace,alternate history,simple,prostitution,atheism,desert,australia,internet,stand-up comedy,wartime,god,immortality,foul language,no plot,unlikeable characters,best of 2005,reality tv,1930s,ensemble cast,new york city,kick-butt women,notable nudity,indians,island,bollywood,potential oscar nom,russian,homeless,finnish,hip hop,snakes,adoption,made for tv,robert downey jr,radio,los angeles,lawyer,interracial romance,cancer,french,trilogy,race,wine,documentary,rebellion,ghosts/afterlife,oil,father daughter relationship,fashion,shopping,buddy movie,san francisco,remake,time,too short,single father
Paperhouse (1988),0.83525,0.985,0.83525,0.8340000000000001,0.79775,0.794,0.83525,0.46325,0.513,0.7195,0.6975,0.30625,0.7722500000000001,0.28625,0.33275,0.427,0.74775,0.4137499999999999,0.476,0.4625,0.2355,0.14475,0.44925,0.4619999999999999,0.218,0.15825,0.948,0.4225,0.34775,0.31375,0.289,0.243,0.57175,0.2654999999999999,0.27925,0.45925,0.1445,0.188,0.1962499999999999,0.40025,0.26675,0.16925,0.1282499999999999,0.2815,0.31725,0.0539999999999999,0.2897499999999999,0.14375,0.09875,0.2165,0.3117499999999999,0.3087499999999999,0.0705,0.23625,0.1312499999999999,0.1495,0.22975,0.1709999999999999,0.538,0.8975,0.0564999999999999,0.16175,0.96125,0.3159999999999999,0.38825,0.1262499999999999,0.1397499999999999,0.2955,0.4885,0.4702499999999999,0.09575,0.26775,0.0484999999999999,0.0742499999999999,0.0747499999999999,0.14975,0.1355,0.0842499999999999,0.2249999999999999,0.0742499999999999,0.174,0.092,0.1367499999999999,0.134,0.04025,0.085,0.03375,0.16875,0.0404999999999999,0.0625,0.0474999999999999,0.0994999999999999,0.1195,0.0499999999999999,0.084,0.1907499999999999,0.0439999999999999,0.04875,0.0554999999999999,0.14775,0.15425,0.136,0.09525,0.0305,0.067,0.0732499999999999,0.069,0.0334999999999999,0.0785,0.0494999999999999,0.0324999999999999,0.0444999999999999,0.0247499999999999,0.0757499999999999,0.05175,0.0484999999999999,0.18225,0.0647499999999999,0.04425,0.0324999999999999,0.0655,0.09725,0.04175,0.04625,0.065,0.0579999999999999,0.0232499999999999,0.26775,0.0145,0.0212499999999999,0.0642499999999999,0.03175,0.022,0.0217499999999999,0.0394999999999999,0.03725,0.0272499999999999,0.0399999999999999,0.26825,0.04375,0.062,0.03525,0.03775,0.0267499999999999,0.0687499999999999,0.0564999999999999,0.059,0.1109999999999999,0.0705
"Witchfinder General (Conquerer Worm, The) (1968)",0.9265,0.963,0.92875,0.94925,0.94925,0.802,0.9265,0.97125,0.94975,0.86625,0.7605,0.8240000000000001,0.573,0.575,0.8240000000000001,0.4187499999999999,0.83375,0.394,0.7882499999999999,0.309,0.3005,0.35975,0.407,0.54925,0.145,0.14675,0.59525,0.386,0.4479999999999999,0.16975,0.2055,0.47875,0.17325,0.2355,0.2485,0.4315,0.2584999999999999,0.179,0.25825,0.1272499999999999,0.3622499999999999,0.1305,0.7605,0.22775,0.1445,0.183,0.50125,0.1144999999999999,0.09975,0.16425,0.51725,0.54975,0.26575,0.34375,0.248,0.2784999999999999,0.52925,0.1225,0.1307499999999999,0.21075,0.1987499999999999,0.38175,0.0687499999999999,0.33875,0.81775,0.145,0.591,0.73275,0.2804999999999999,0.14075,0.173,0.2365,0.28125,0.1277499999999999,0.175,0.175,0.1255,0.15525,0.1262499999999999,0.075,0.1064999999999999,0.22425,0.52925,0.15725,0.45275,0.172,0.24225,0.42925,0.0217499999999999,0.074,0.125,0.071,0.09675,0.0439999999999999,0.1119999999999999,0.1375,0.10375,0.17025,0.15075,0.24875,0.0554999999999999,0.16025,0.065,0.22675,0.14675,0.0439999999999999,0.04675,0.05525,0.0584999999999999,0.1835,0.10125,0.0354999999999999,0.061,0.0812499999999999,0.021,0.04425,0.2012499999999999,0.028,0.02975,0.0817499999999999,0.081,0.066,0.05475,0.21475,0.04125,0.1579999999999999,0.0645,0.0217499999999999,0.0202499999999999,0.0765,0.05775,0.05225,0.0474999999999999,0.03475,0.0647499999999999,0.024,0.0675,0.08625,0.20675,0.0474999999999999,0.031,0.0394999999999999,0.0202499999999999,0.0369999999999999,0.03075,0.014,0.0424999999999999,0.03925,0.0132499999999999
Baxter (1989),0.95125,0.95125,0.8174999999999999,0.8162499999999999,0.8747499999999999,0.74125,0.80575,0.8174999999999999,0.8747499999999999,0.56425,0.616,0.55925,0.51625,0.6905,0.55925,0.4845,0.3017499999999999,0.4892499999999999,0.23925,0.48975,0.3715,0.2947499999999999,0.4845,0.21575,0.147,0.43025,0.3145,0.3075,0.3425,0.3395,0.1535,0.24475,0.1292499999999999,0.48975,0.2,0.292,0.18075,0.2269999999999999,0.23475,0.3452499999999999,0.2837499999999999,0.1704999999999999,0.21575,0.20975,0.175,0.152,0.1564999999999999,0.1775,0.1257499999999999,0.152,0.11875,0.14225,0.1109999999999999,0.2907499999999999,0.22075,0.1124999999999999,0.10175,0.125,0.37875,0.3419999999999999,0.174,0.15375,0.355,0.3954999999999999,0.0797499999999999,0.0935,0.2289999999999999,0.15325,0.1465,0.11575,0.2259999999999999,0.09575,0.1297499999999999,0.08625,0.1225,0.43025,0.0807499999999999,0.0755,0.3419999999999999,0.1415,0.0805,0.0895,0.08825,0.09475,0.2055,0.1975,0.04675,0.04925,0.0534999999999999,0.15,0.10125,0.17525,0.14325,0.133,0.10525,0.1584999999999999,0.083,0.059,0.05275,0.0285,0.076,0.05275,0.306,0.03425,0.0359999999999999,0.0265,0.22525,0.0549999999999999,0.0549999999999999,0.04125,0.23075,0.04425,0.025,0.078,0.0579999999999999,0.11775,0.0964999999999999,0.40125,0.029,0.136,0.1395,0.45775,0.0802499999999999,0.04075,0.1922499999999999,0.064,0.0379999999999999,0.073,0.03325,0.03,0.0925,0.0349999999999999,0.33825,0.03125,0.06025,0.0329999999999999,0.0539999999999999,0.0434999999999999,0.3229999999999999,0.0152499999999999,0.05625,0.0147499999999999,0.0319999999999999,0.0167499999999999,0.0519999999999999,0.0097499999999999,0.02975,0.0245,0.0247499999999999
The Plague of the Zombies (1966),0.8865000000000001,0.8625,0.68225,0.8334999999999999,0.8334999999999999,0.87175,0.68225,0.77325,0.8334999999999999,0.4335,0.6185,0.50375,0.414,0.31875,0.50375,0.58475,0.23825,0.37575,0.7657499999999999,0.4932499999999999,0.408,0.194,0.3774999999999999,0.477,0.2594999999999999,0.3482499999999999,0.2435,0.3379999999999999,0.3605,0.24025,0.15275,0.408,0.1252499999999999,0.1699999999999999,0.2774999999999999,0.244,0.32725,0.5375,0.24175,0.28525,0.063,0.11025,0.0747499999999999,0.27075,0.7465,0.0807499999999999,0.3475,0.20925,0.0747499999999999,0.16325,0.6985,0.534,0.3602499999999999,0.197,0.1352499999999999,0.20575,0.15175,0.0444999999999999,0.09925,0.093,0.061,0.1614999999999999,0.0857499999999999,0.126,0.14825,0.09425,0.33975,0.05575,0.1079999999999999,0.02,0.1649999999999999,0.0732499999999999,0.0227499999999999,0.0815,0.085,0.152,0.3015,0.31125,0.1402499999999999,0.23475,0.0785,0.14125,0.084,0.26,0.601,0.04575,0.0399999999999999,0.295,0.015,0.0429999999999999,0.05575,0.0847499999999999,0.1887499999999999,0.05575,0.1004999999999999,0.072,0.0625,0.09825,0.17925,0.0569999999999999,0.1465,0.1109999999999999,0.50375,0.09825,0.0292499999999999,0.0252499999999999,0.0855,0.0812499999999999,0.0242499999999999,0.0564999999999999,0.0559999999999999,0.04925,0.013,0.1905,0.146,0.04125,0.26475,0.04225,0.0262499999999999,0.10775,0.0549999999999999,0.0494999999999999,0.0272499999999999,0.3055,0.0137499999999999,0.05275,0.0215,0.1795,0.03,0.0067499999999999,0.067,0.0295,0.05175,0.18225,0.03225,0.012,0.03775,0.0747499999999999,0.0102499999999999,0.026,0.0235,0.0252499999999999,0.019,0.013,0.0195,0.0504999999999999,0.0645,0.0217499999999999,0.009
Bring Me the Head of Alfredo Garcia (1974),0.93,0.9495,0.92125,0.929,0.927,0.68175,0.917,0.962,0.9495,0.7742500000000001,0.651,0.917,0.60025,0.62075,0.917,0.47775,0.3097499999999999,0.51825,0.8574999999999999,0.6085,0.39075,0.6085,0.663,0.62775,0.51075,0.57175,0.215,0.349,0.4932499999999999,0.4345,0.22775,0.47175,0.2115,0.3285,0.26375,0.2075,0.63875,0.2339999999999999,0.37,0.4915,0.56625,0.27375,0.50825,0.418,0.30225,0.305,0.3349999999999999,0.1962499999999999,0.59,0.26375,0.22175,0.2554999999999999,0.1245,0.286,0.54875,0.2925,0.34325,0.3289999999999999,0.3605,0.20875,0.7769999999999999,0.2624999999999999,0.1684999999999999,0.137,0.078,0.1185,0.23575,0.1265,0.1109999999999999,0.0832499999999999,0.20925,0.23475,0.34125,0.23375,0.129,0.1877499999999999,0.202,0.23375,0.1435,0.139,0.14775,0.1099999999999999,0.0935,0.05375,0.238,0.21075,0.309,0.12225,0.32475,0.1277499999999999,0.1395,0.1275,0.1912499999999999,0.1755,0.0692499999999999,0.1139999999999999,0.595,0.0715,0.58,0.1039999999999999,0.059,0.0715,0.14175,0.0715,0.08725,0.0767499999999999,0.08625,0.10825,0.0715,0.05025,0.0655,0.05825,0.123,0.21125,0.0574999999999999,0.0627499999999999,0.1139999999999999,0.0637499999999999,0.0847499999999999,0.069,0.1185,0.04475,0.05425,0.278,0.08825,0.0439999999999999,0.0737499999999999,0.03975,0.09975,0.025,0.12425,0.1345,0.0605,0.05825,0.04475,0.09,0.0687499999999999,0.1302499999999999,0.08675,0.396,0.1044999999999999,0.0242499999999999,0.05725,0.0662499999999999,0.185,0.0117499999999999,0.03975,0.03325,0.0207499999999999
Rolling Thunder (1977),0.85025,0.7927500000000001,0.9265,0.7842499999999999,0.7785,0.72325,0.8347500000000001,0.977,0.72725,0.7657499999999999,0.63025,0.76275,0.5985,0.5345,0.76275,0.4805,0.2714999999999999,0.40375,0.28825,0.51225,0.2045,0.32475,0.6355,0.57825,0.30725,0.20575,0.3319999999999999,0.3655,0.276,0.24375,0.3515,0.62975,0.2415,0.5105,0.4629999999999999,0.195,0.4085,0.1955,0.32625,0.5235,0.428,0.1955,0.2105,0.54475,0.16825,0.35,0.4539999999999999,0.1099999999999999,0.243,0.4629999999999999,0.0865,0.4365,0.1937499999999999,0.17425,0.286,0.16875,0.3189999999999999,0.17775,0.31275,0.275,0.387,0.3505,0.0875,0.1225,0.03675,0.10425,0.691,0.15175,0.1927499999999999,0.4529999999999999,0.22775,0.16225,0.40575,0.133,0.193,0.1355,0.2375,0.133,0.1387499999999999,0.21175,0.16125,0.0524999999999999,0.08925,0.416,0.58225,0.08875,0.571,0.3682499999999999,0.36175,0.3854999999999999,0.18325,0.0969999999999999,0.0737499999999999,0.16325,0.073,0.11975,0.1972499999999999,0.05125,0.0835,0.31725,0.0489999999999999,0.243,0.5205,0.03875,0.0559999999999999,0.10025,0.0797499999999999,0.0574999999999999,0.0812499999999999,0.06225,0.0925,0.09625,0.14325,0.10075,0.18175,0.1942499999999999,0.065,0.0762499999999999,0.0847499999999999,0.071,0.14575,0.07,0.0544999999999999,0.079,0.179,0.08775,0.0605,0.081,0.09125,0.05825,0.1679999999999999,0.0642499999999999,0.128,0.03825,0.05025,0.10775,0.075,0.05875,0.028,0.1094999999999999,0.0564999999999999,0.079,0.0855,0.56675,0.05875,0.0122499999999999,0.05475,0.03925,0.0227499999999999
"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",0.971,0.9895,0.971,0.9155,0.96475,0.8400000000000001,0.971,0.64675,0.7862499999999999,0.82525,0.59225,0.8300000000000001,0.6445,0.29125,0.6425,0.414,0.38775,0.40275,0.4735,0.45725,0.25975,0.2435,0.1945,0.1982499999999999,0.44875,0.361,0.385,0.3954999999999999,0.49875,0.40425,0.723,0.201,0.26775,0.20325,0.249,0.309,0.1139999999999999,0.22625,0.3175,0.21075,0.21825,0.24475,0.19,0.394,0.37275,0.092,0.1372499999999999,0.22525,0.20475,0.172,0.1159999999999999,0.18675,0.09225,0.3027499999999999,0.2075,0.16575,0.22125,0.2465,0.3385,0.31475,0.10425,0.1377499999999999,0.23375,0.21875,0.6775,0.3057499999999999,0.136,0.1985,0.1634999999999999,0.1985,0.066,0.2005,0.092,0.29525,0.10225,0.14575,0.2299999999999999,0.29525,0.1307499999999999,0.1387499999999999,0.0984999999999999,0.12225,0.14225,0.133,0.031,0.09375,0.0717499999999999,0.0549999999999999,0.0695,0.08825,0.17075,0.1392499999999999,0.13,0.0625,0.1024999999999999,0.11625,0.0344999999999999,0.0835,0.0494999999999999,0.0964999999999999,0.10075,0.0979999999999999,0.1392499999999999,0.0627499999999999,0.04575,0.0574999999999999,0.1709999999999999,0.05475,0.151,0.03175,0.1069999999999999,0.0717499999999999,0.0419999999999999,0.1225,0.10925,0.0574999999999999,0.0637499999999999,0.0835,0.16275,0.0875,0.0267499999999999,0.089,0.0459999999999999,0.03825,0.08975,0.0645,0.03825,0.0399999999999999,0.0235,0.03175,0.0642499999999999,0.0632499999999999,0.069,0.0474999999999999,0.0474999999999999,0.03775,0.0449999999999999,0.0549999999999999,0.147,0.0379999999999999,0.068,0.03225,0.0162499999999999,0.0225,0.04075,0.0777499999999999,0.03525,0.031,0.0277499999999999
"Bucket Of Blood, A (1959)",0.9415,0.6,0.9245,0.9365,0.63625,0.65575,0.87025,0.58025,0.63625,0.48475,0.54275,0.87025,0.522,0.6795,0.38825,0.45525,0.39075,0.40725,0.53625,0.57825,0.571,0.8652500000000001,0.8125,0.2804999999999999,0.204,0.4815,0.25225,0.24025,0.3532499999999999,0.3505,0.1004999999999999,0.2817499999999999,0.734,0.57825,0.2239999999999999,0.559,0.21675,0.295,0.17275,0.2794999999999999,0.2219999999999999,0.17725,0.14975,0.3169999999999999,0.1877499999999999,0.0745,0.1704999999999999,0.15625,0.25375,0.269,0.571,0.196,0.26475,0.11025,0.1365,0.18225,0.09925,0.25375,0.12325,0.124,0.37275,0.27875,0.24475,0.31475,0.027,0.079,0.571,0.079,0.10025,0.0964999999999999,0.2309999999999999,0.0999999999999999,0.0655,0.05975,0.373,0.1317499999999999,0.26575,0.122,0.14975,0.087,0.3585,0.064,0.09925,0.10175,0.26325,0.06175,0.0529999999999999,0.125,0.1134999999999999,0.12125,0.1099999999999999,0.2055,0.0959999999999999,0.17875,0.05775,0.10625,0.04825,0.04325,0.23625,0.15,0.0657499999999999,0.076,0.0685,0.0434999999999999,0.421,0.03825,0.0549999999999999,0.0187499999999999,0.0172499999999999,0.06225,0.1385,0.04775,0.0282499999999999,0.16475,0.05375,0.0524999999999999,0.17075,0.09875,0.022,0.05225,0.17625,0.09775,0.0805,0.18725,0.0314999999999999,0.064,0.10725,0.152,0.0655,0.0187499999999999,0.08825,0.04075,0.06075,0.029,0.0964999999999999,0.0529999999999999,0.0349999999999999,0.0429999999999999,0.0225,0.0695,0.0262499999999999,0.0915,0.1669999999999999,0.0207499999999999,0.0484999999999999,0.0177499999999999,0.05625,0.0474999999999999,0.0112499999999999
In China They Eat Dogs (I Kina spiser de hunde) (1999),0.8895,0.8187500000000001,0.802,0.677,0.5125,0.82725,0.8187500000000001,0.8307500000000001,0.76925,0.56325,0.382,0.39075,0.60075,0.8895,0.33775,0.56825,0.27475,0.42925,0.3784999999999999,0.5925,0.1965,0.4615,0.631,0.1815,0.297,0.27625,0.2825,0.20775,0.10925,0.4982499999999999,0.68325,0.631,0.37925,0.68225,0.631,0.3399999999999999,0.75925,0.23825,0.28625,0.36775,0.1345,0.20975,0.1267499999999999,0.42125,0.1564999999999999,0.28525,0.1835,0.3725,0.2244999999999999,0.5825,0.04125,0.17025,0.0524999999999999,0.1064999999999999,0.1594999999999999,0.1397499999999999,0.27925,0.1599999999999999,0.32875,0.1347499999999999,0.205,0.1325,0.1074999999999999,0.1372499999999999,0.05225,0.5245,0.0969999999999999,0.0645,0.092,0.0974999999999999,0.15625,0.148,0.09425,0.2334999999999999,0.1475,0.22725,0.24475,0.1397499999999999,0.15875,0.08925,0.1515,0.3055,0.10425,0.1185,0.0805,0.09625,0.132,0.0652499999999999,0.0765,0.21375,0.25975,0.0715,0.1795,0.18575,0.11925,0.11875,0.0702499999999999,0.09425,0.05425,0.0697499999999999,0.08925,0.11275,0.15275,0.084,0.075,0.1599999999999999,0.089,0.09525,0.24775,0.0272499999999999,0.0722499999999999,0.124,0.064,0.0727499999999999,0.1265,0.0677499999999999,0.028,0.09875,0.1277499999999999,0.087,0.05675,0.32775,0.4525,0.0339999999999999,0.1292499999999999,0.0662499999999999,0.11225,0.0235,0.09025,0.0655,0.0584999999999999,0.0785,0.12225,0.0579999999999999,0.0717499999999999,0.08,0.09075,0.0409999999999999,0.11125,0.0354999999999999,0.0524999999999999,0.0237499999999999,0.08875,0.077,0.05075,0.0225,0.0615,0.03175,0.0235
Shock Corridor (1963),0.93975,0.7625,0.908,0.97175,0.758,0.7909999999999999,0.8905000000000001,0.7215,0.7785,0.4237499999999999,0.561,0.71025,0.31275,0.621,0.7035,0.4105,0.24425,0.4217499999999999,0.1564999999999999,0.4559999999999999,0.27675,0.60575,0.3355,0.3934999999999999,0.2244999999999999,0.14175,0.264,0.3145,0.7035,0.17425,0.204,0.39425,0.1654999999999999,0.35075,0.2065,0.26225,0.696,0.27675,0.27975,0.2249999999999999,0.281,0.37625,0.33075,0.54325,0.52225,0.0765,0.1064999999999999,0.11825,0.24825,0.1185,0.18675,0.09775,0.27675,0.14425,0.1915,0.16475,0.1134999999999999,0.0964999999999999,0.3814999999999999,0.0939999999999999,0.17475,0.16625,0.16275,0.1885,0.12175,0.175,0.49475,0.0742499999999999,0.1235,0.0715,0.26275,0.1614999999999999,0.1362499999999999,0.10525,0.2524999999999999,0.23175,0.1297499999999999,0.10525,0.1505,0.09175,0.1337499999999999,0.0682499999999999,0.0625,0.14675,0.09825,0.11675,0.11725,0.05675,0.086,0.1262499999999999,0.10375,0.15825,0.20725,0.1355,0.08825,0.0687499999999999,0.11275,0.0855,0.2085,0.0494999999999999,0.0772499999999999,0.06075,0.14075,0.17375,0.06025,0.05175,0.078,0.0464999999999999,0.0242499999999999,0.0354999999999999,0.0652499999999999,0.0569999999999999,0.05825,0.17475,0.04375,0.1332499999999999,0.09375,0.0875,0.0175,0.05175,0.0285,0.0559999999999999,0.0782499999999999,0.0772499999999999,0.1069999999999999,0.1079999999999999,0.0364999999999999,0.03675,0.0539999999999999,0.08825,0.11975,0.0272499999999999,0.04575,0.03225,0.1039999999999999,0.04925,0.0394999999999999,0.065,0.0645,0.0687499999999999,0.022,0.03125,0.03975,0.0192499999999999,0.0865,0.0147499999999999,0.05525,0.0252499999999999,0.0167499999999999
Jin Roh: The Wolf Brigade (Jin-Rô) (1998),0.92,0.92,0.77525,0.77525,0.92,0.8300000000000001,0.92,0.81125,0.909,0.92,0.60925,0.7929999999999999,0.74625,0.36275,0.7929999999999999,0.416,0.44275,0.42825,0.37175,0.47875,0.381,0.2835,0.37175,0.3814999999999999,0.4965,0.54725,0.574,0.3662499999999999,0.5045,0.3095,0.2204999999999999,0.37175,0.304,0.29525,0.3944999999999999,0.39175,0.1425,0.3605,0.3239999999999999,0.1962499999999999,0.25225,0.1515,0.124,0.1805,0.11325,0.2045,0.10225,0.17675,0.1589999999999999,0.2485,0.1004999999999999,0.30425,0.585,0.47375,0.147,0.1475,0.253,0.1235,0.2985,0.26575,0.0747499999999999,0.1745,0.3565,0.2095,0.2435,0.2199999999999999,0.03975,0.52675,0.124,0.087,0.1134999999999999,0.2085,0.2224999999999999,0.2415,0.4459999999999999,0.2279999999999999,0.8240000000000001,0.2415,0.8035000000000001,0.13,0.16175,0.172,0.14,0.21525,0.064,0.22725,0.081,0.076,0.0637499999999999,0.1104999999999999,0.1435,0.142,0.09025,0.1397499999999999,0.7869999999999999,0.1795,0.11525,0.09125,0.05575,0.073,0.08675,0.1054999999999999,0.32175,0.1455,0.0802499999999999,0.0722499999999999,0.16725,0.028,0.1215,0.03325,0.067,0.081,0.05875,0.08925,0.12,0.1029999999999999,0.0682499999999999,0.06025,0.11175,0.0757499999999999,0.05125,0.0935,0.0915,0.05175,0.0667499999999999,0.09025,0.0339999999999999,0.04125,0.04575,0.04125,0.119,0.06,0.0792499999999999,0.0737499999999999,0.0792499999999999,0.0725,0.04025,0.3205,0.0554999999999999,0.03675,0.1275,0.03975,0.0192499999999999,0.03075,0.0529999999999999,0.0225,0.03375,0.0205,0.0272499999999999
"Other, The (1972)",0.9665,0.94475,0.76525,0.7935000000000001,0.9665,0.7345,0.7615000000000001,0.76525,0.7885,0.59225,0.612,0.38775,0.55925,0.34175,0.38775,0.38625,0.85225,0.41225,0.6585,0.3025,0.39925,0.139,0.3169999999999999,0.1387499999999999,0.55925,0.3279999999999999,0.3774999999999999,0.35175,0.66425,0.209,0.18275,0.361,0.16975,0.1992499999999999,0.32475,0.3702499999999999,0.201,0.39925,0.17275,0.218,0.286,0.18725,0.1387499999999999,0.3015,0.16625,0.1435,0.2694999999999999,0.14325,0.141,0.09875,0.45075,0.1315,0.4479999999999999,0.30025,0.1267499999999999,0.05275,0.076,0.24125,0.10575,0.17025,0.0727499999999999,0.15875,0.0802499999999999,0.16925,0.2997499999999999,0.0895,0.2299999999999999,0.32725,0.32475,0.10925,0.486,0.1039999999999999,0.215,0.0574999999999999,0.0559999999999999,0.0534999999999999,0.0969999999999999,0.0827499999999999,0.1317499999999999,0.1019999999999999,0.0692499999999999,0.0574999999999999,0.03475,0.04375,0.1425,0.395,0.1094999999999999,0.082,0.0227499999999999,0.0662499999999999,0.25575,0.08875,0.17525,0.05625,0.09525,0.10325,0.03975,0.0855,0.0662499999999999,0.0949999999999999,0.10375,0.0752499999999999,0.0314999999999999,0.0232499999999999,0.1367499999999999,0.0717499999999999,0.04525,0.126,0.029,0.05325,0.38725,0.03175,0.029,0.0682499999999999,0.0484999999999999,0.0595,0.24825,0.0682499999999999,0.0459999999999999,0.132,0.0282499999999999,0.022,0.04375,0.04125,0.05025,0.1139999999999999,0.03825,0.0292499999999999,0.0369999999999999,0.0252499999999999,0.0187499999999999,0.0287499999999999,0.0242499999999999,0.0324999999999999,0.0205,0.05175,0.0384999999999999,0.023,0.0434999999999999,0.0404999999999999,0.0175,0.03075,0.0202499999999999,0.0242499999999999,0.09,0.0529999999999999,0.0252499999999999,0.03275,0.0127499999999999
I'll Sleep When I'm Dead (2003),0.8407500000000001,0.7569999999999999,0.8245,0.84375,0.7569999999999999,0.8265,0.7315,0.924,0.72,0.8187500000000001,0.65975,0.8187500000000001,0.46975,0.4307499999999999,0.8187500000000001,0.4529999999999999,0.31575,0.3994999999999999,0.6835,0.2915,0.57775,0.261,0.2704999999999999,0.26475,0.2224999999999999,0.3299999999999999,0.3712499999999999,0.3732499999999999,0.6255,0.30925,0.299,0.2704999999999999,0.145,0.2915,0.27375,0.17325,0.614,0.3067499999999999,0.24775,0.2784999999999999,0.25125,0.3864999999999999,0.092,0.24575,0.1159999999999999,0.3874999999999999,0.212,0.349,0.2017499999999999,0.132,0.0625,0.2314999999999999,0.067,0.1367499999999999,0.18,0.17725,0.66175,0.183,0.214,0.206,0.3389999999999999,0.08775,0.1004999999999999,0.076,0.0822499999999999,0.1362499999999999,0.08975,0.1805,0.15625,0.359,0.1569999999999999,0.129,0.2145,0.11325,0.09575,0.1014999999999999,0.1455,0.11325,0.178,0.2855,0.0895,0.2035,0.1039999999999999,0.3067499999999999,0.082,0.1297499999999999,0.0665,0.0969999999999999,0.1302499999999999,0.1004999999999999,0.1195,0.2135,0.15375,0.17925,0.087,0.1875,0.0954999999999999,0.0627499999999999,0.1415,0.0554999999999999,0.15425,0.1252499999999999,0.0725,0.04225,0.0717499999999999,0.1699999999999999,0.30125,0.15425,0.05725,0.04575,0.0994999999999999,0.2395,0.089,0.172,0.1609999999999999,0.0765,0.0715,0.075,0.26975,0.0434999999999999,0.29025,0.0807499999999999,0.184,0.0745,0.1317499999999999,0.0524999999999999,0.05775,0.03925,0.0645,0.2534999999999999,0.0712499999999999,0.0795,0.05675,0.1144999999999999,0.08875,0.076,0.0595,0.0459999999999999,0.138,0.0702499999999999,0.0459999999999999,0.0847499999999999,0.1555,0.0389999999999999,0.05875,0.0757499999999999,0.03525,0.05275,0.028
"Mask of Fu Manchu, The (1932)",0.7862499999999999,0.7575000000000001,0.60425,0.764,0.764,0.8127500000000001,0.62875,0.619,0.74875,0.62875,0.6925,0.33125,0.43925,0.30125,0.54775,0.4067499999999999,0.4855,0.39875,0.4972499999999999,0.374,0.64075,0.45475,0.30225,0.669,0.188,0.52,0.58375,0.36375,0.3117499999999999,0.3095,0.1997499999999999,0.45175,0.30425,0.3365,0.24025,0.3672499999999999,0.63675,0.4892499999999999,0.12025,0.118,0.15475,0.279,0.2967499999999999,0.1654999999999999,0.3169999999999999,0.16175,0.26075,0.2249999999999999,0.1225,0.45925,0.8919999999999999,0.62875,0.18175,0.474,0.24175,0.51525,0.59175,0.143,0.1995,0.0697499999999999,0.1054999999999999,0.1634999999999999,0.15975,0.1902499999999999,0.0787499999999999,0.1679999999999999,0.374,0.2624999999999999,0.1694999999999999,0.0727499999999999,0.31975,0.1009999999999999,0.1272499999999999,0.0702499999999999,0.57775,0.68075,0.59025,0.04375,0.18725,0.14175,0.44425,0.068,0.201,0.57875,0.09375,0.1285,0.15525,0.0544999999999999,0.135,0.121,0.11575,0.206,0.03075,0.202,0.1525,0.0672499999999999,0.18075,0.2744999999999999,0.2175,0.08675,0.1094999999999999,0.0939999999999999,0.14,0.05525,0.05125,0.0282499999999999,0.2007499999999999,0.0339999999999999,0.0777499999999999,0.0775,0.4732499999999999,0.06025,0.1272499999999999,0.22375,0.0419999999999999,0.0835,0.14675,0.1305,0.083,0.0732499999999999,0.02975,0.0157499999999999,0.04925,0.44925,0.076,0.07,0.05775,0.10125,0.0127499999999999,0.0142499999999999,0.079,0.03575,0.0429999999999999,0.077,0.1887499999999999,0.2055,0.0404999999999999,0.03375,0.067,0.3015,0.11975,0.03675,0.0167499999999999,0.0389999999999999,0.0187499999999999,0.03125,0.075,0.0605,0.0192499999999999
