movieId,documentary,weird,runaway,culture clash,melancholic,original,greed,drama,independent film,good,betrayal,drinking,mentor,dialogue,light,vengeance,life & death,catastrophe,islam,creativity,pornography,quirky,life philosophy,childhood,unlikely friendships,adaptation,fun movie,prejudice,death,good music,chase,very funny,not funny,family,dysfunctional family,predictable,addiction,classic car,surveillance,fantasy world,queer,internet,fight scenes,nudity (full frontal - brief),censorship,weapons,first contact,computer animation,california,transformation,small town,teen movie,hip hop,british,sexy,absurd,film noir,multiple storylines,sacrifice,women,wilderness,dreams,new jersey,road movie,period piece,underrated,awesome soundtrack,alter ego,writers,nudity (topless - brief),hotel,stand-up comedy,doctors,atheism,bollywood,hospital,brothers,wartime,stereotypes,irish accent,survival,hunting,texas,tokyo,farce,prison,memory,too long,oil,simple,new york city,workplace,80s,divorce,alternate history,reality tv,directorial debut,indians,blindness,1930s,wine,finnish,pulp,interracial romance,san francisco,homeless,cancer,stoner movie,best of 2005,race,adoption,radio,foul language,made for tv,mad scientist,notable nudity,god,australia,lawyer,french,kick-butt women,camp,island,potential oscar nom,rebellion,father daughter relationship,los angeles,russian,prostitution,nudity (rear),immortality,desert,fashion,kidnapping,ensemble cast,snakes,time,shopping,buddy movie,goth,too short,robert downey jr,unlikeable characters,ghosts/afterlife,graphic novel,trilogy,no plot,single father,remake
American Hardcore (2006),0.8532500000000001,0.7562500000000001,0.7562500000000001,0.45825,0.66,0.66325,0.54425,0.4085,0.8222499999999999,0.36475,0.4085,0.44375,0.639,0.3295,0.37475,0.62275,0.45875,0.4335,0.4155,0.5825,0.491,0.3462499999999999,0.67875,0.39425,0.27425,0.23825,0.4895,0.1322499999999999,0.4519999999999999,0.9315,0.68325,0.4405,0.35075,0.0272499999999999,0.24525,0.382,0.38875,0.47275,0.2694999999999999,0.1579999999999999,0.1987499999999999,0.3087499999999999,0.63125,0.61125,0.33975,0.3295,0.1935,0.1545,0.37825,0.16125,0.12,0.27825,0.55025,0.0817499999999999,0.258,0.495,0.24625,0.14525,0.12125,0.1119999999999999,0.2764999999999999,0.089,0.4782499999999999,0.275,0.085,0.54175,0.45175,0.2085,0.1185,0.22925,0.12,0.2165,0.11975,0.09325,0.0404999999999999,0.0847499999999999,0.0905,0.062,0.1327499999999999,0.11575,0.09425,0.0994999999999999,0.1392499999999999,0.09125,0.2065,0.0692499999999999,0.2594999999999999,0.0905,0.03725,0.04825,0.0647499999999999,0.4087499999999999,0.27625,0.31625,0.0825,0.26075,0.1835,0.0574999999999999,0.2365,0.0645,0.04625,0.0227499999999999,0.15175,0.073,0.25,0.1014999999999999,0.0989999999999999,0.0424999999999999,0.1694999999999999,0.031,0.134,0.175,0.04875,0.0509999999999999,0.132,0.0339999999999999,0.09325,0.09975,0.0539999999999999,0.04125,0.0584999999999999,0.132,0.04675,0.0389999999999999,0.5235,0.0187499999999999,0.0282499999999999,0.1024999999999999,0.0469999999999999,0.0424999999999999,0.1009999999999999,0.0285,0.03675,0.09225,0.03025,0.0285,0.284,0.0827499999999999,0.14475,0.09975,0.03775,0.0685,0.0319999999999999,0.0235,0.0349999999999999,0.0964999999999999,0.0285,0.0207499999999999,0.0464999999999999
21 Up (1977),0.9165,0.93725,0.80175,0.93725,0.93725,0.73325,0.66025,0.66025,0.4297499999999999,0.66025,0.38725,0.4297499999999999,0.548,0.45425,0.5495,0.2995,0.2135,0.4509999999999999,0.567,0.3097499999999999,0.2025,0.3672499999999999,0.385,0.66575,0.5815,0.241,0.1619999999999999,0.24075,0.215,0.1327499999999999,0.25475,0.184,0.3415,0.50875,0.2239999999999999,0.143,0.1327499999999999,0.25275,0.27575,0.26725,0.2405,0.0974999999999999,0.1332499999999999,0.207,0.1277499999999999,0.14825,0.1965,0.41725,0.11725,0.23975,0.283,0.2329999999999999,0.03125,0.74125,0.09175,0.1604999999999999,0.32775,0.1925,0.11825,0.274,0.15,0.186,0.0915,0.15925,0.71425,0.11275,0.178,0.12,0.1252499999999999,0.26325,0.1119999999999999,0.14175,0.17325,0.0737499999999999,0.0817499999999999,0.09625,0.203,0.1322499999999999,0.21825,0.136,0.09725,0.0682499999999999,0.0999999999999999,0.2774999999999999,0.09375,0.0777499999999999,0.0984999999999999,0.1599999999999999,0.10925,0.08675,0.0474999999999999,0.0817499999999999,0.05675,0.21825,0.0999999999999999,0.0865,0.14075,0.15125,0.0627499999999999,0.1275,0.11525,0.22725,0.09825,0.1054999999999999,0.0379999999999999,0.059,0.0444999999999999,0.1555,0.0574999999999999,0.0635,0.1367499999999999,0.05125,0.05625,0.18375,0.09625,0.0434999999999999,0.0267499999999999,0.0747499999999999,0.0584999999999999,0.085,0.0695,0.09525,0.05575,0.04575,0.2,0.0677499999999999,0.0172499999999999,0.1579999999999999,0.0732499999999999,0.0454999999999999,0.05925,0.03725,0.03625,0.04325,0.076,0.029,0.1205,0.0217499999999999,0.024,0.02975,0.0115,0.0275,0.0287499999999999,0.04025,0.0212499999999999,0.0832499999999999,0.027,0.03225,0.0072499999999999
Sharkwater (2006),0.8494999999999999,0.53675,0.59675,0.6525,0.53575,0.59375,0.8560000000000001,0.59675,0.59675,0.67225,0.6525,0.59675,0.51725,0.50125,0.59675,0.4175,0.60975,0.635,0.59325,0.31625,0.2504999999999999,0.12425,0.5275,0.70925,0.22175,0.33125,0.3452499999999999,0.4389999999999999,0.27925,0.11175,0.3315,0.20525,0.34075,0.3722499999999999,0.1659999999999999,0.63225,0.182,0.21475,0.09925,0.6025,0.21375,0.32025,0.3452499999999999,0.156,0.145,0.3315,0.54725,0.70925,0.0569999999999999,0.55175,0.0559999999999999,0.14175,0.08975,0.22575,0.33225,0.25675,0.2495,0.2604999999999999,0.4389999999999999,0.2229999999999999,0.21325,0.0682499999999999,0.08625,0.1109999999999999,0.2279999999999999,0.09075,0.0915,0.0857499999999999,0.11075,0.025,0.08625,0.194,0.3705,0.33125,0.39275,0.45975,0.1352499999999999,0.25925,0.1185,0.211,0.532,0.74875,0.0419999999999999,0.4227499999999999,0.0657499999999999,0.15575,0.05075,0.288,0.58375,0.3375,0.021,0.028,0.03875,0.14825,0.2815,0.143,0.04225,0.11425,0.45875,0.05525,0.1287499999999999,0.0384999999999999,0.10225,0.238,0.0344999999999999,0.21375,0.24875,0.11225,0.029,0.4539999999999999,0.0574999999999999,0.123,0.018,0.3369999999999999,0.23825,0.0207499999999999,0.21925,0.0529999999999999,0.029,0.0615,0.3235,0.1315,0.5515,0.0222499999999999,0.10175,0.0314999999999999,0.03575,0.0795,0.05625,0.0192499999999999,0.18725,0.189,0.0247499999999999,0.0509999999999999,0.03925,0.186,0.0142499999999999,0.04825,0.0175,0.0339999999999999,0.1367499999999999,0.022,0.0172499999999999,0.0459999999999999,0.05225,0.0359999999999999,0.2877499999999999,0.0319999999999999,0.0132499999999999
"King of Kong, The (2007)",0.9385,0.92425,0.7735000000000001,0.7735000000000001,0.73025,0.8807499999999999,0.7735000000000001,0.7735000000000001,0.54975,0.84975,0.754,0.514,0.84975,0.6015,0.72825,0.377,0.33725,0.5105,0.4669999999999999,0.4097499999999999,0.361,0.8407500000000001,0.55575,0.6465,0.65975,0.4177499999999999,0.72075,0.27175,0.18525,0.39725,0.4165,0.49675,0.32525,0.3409999999999999,0.31725,0.3169999999999999,0.16275,0.29625,0.427,0.40725,0.2774999999999999,0.4357499999999999,0.4187499999999999,0.20775,0.261,0.4187499999999999,0.3169999999999999,0.1599999999999999,0.3199999999999999,0.34075,0.385,0.8534999999999999,0.149,0.22975,0.297,0.34675,0.16325,0.254,0.2269999999999999,0.16125,0.14175,0.132,0.3095,0.17875,0.26725,0.3027499999999999,0.39725,0.2644999999999999,0.2947499999999999,0.3269999999999999,0.16475,0.082,0.23975,0.2514999999999999,0.0767499999999999,0.1865,0.205,0.11725,0.501,0.1265,0.1525,0.123,0.202,0.1405,0.244,0.1079999999999999,0.0949999999999999,0.0727499999999999,0.23125,0.2314999999999999,0.11575,0.21725,0.74575,0.1149999999999999,0.26025,0.348,0.1825,0.0745,0.12225,0.1317499999999999,0.28825,0.03325,0.17875,0.0765,0.13,0.05875,0.15125,0.0785,0.20325,0.1405,0.17075,0.143,0.22225,0.09275,0.1134999999999999,0.0549999999999999,0.066,0.0705,0.0954999999999999,0.074,0.09375,0.18175,0.11275,0.18525,0.0675,0.25675,0.075,0.04225,0.05075,0.1009999999999999,0.0349999999999999,0.06175,0.0989999999999999,0.0807499999999999,0.20725,0.1049999999999999,0.05425,0.0354999999999999,0.12325,0.10225,0.0459999999999999,0.1119999999999999,0.08675,0.04225,0.0369999999999999,0.0275,0.05025,0.0334999999999999,0.0197499999999999
My Kid Could Paint That (2007),0.958,0.99075,0.8500000000000001,0.90975,0.99075,0.8500000000000001,0.90525,0.8500000000000001,0.90975,0.8500000000000001,0.58275,0.5755,0.52975,0.3525,0.684,0.3027499999999999,0.3555,0.76075,0.478,0.7145,0.552,0.3195,0.3682499999999999,0.7215,0.4275,0.4367499999999999,0.37375,0.20625,0.2249999999999999,0.16075,0.24475,0.26925,0.37975,0.6405,0.582,0.2025,0.10675,0.4375,0.26075,0.46325,0.32775,0.2825,0.1892499999999999,0.21075,0.31575,0.23575,0.3005,0.489,0.2534999999999999,0.31925,0.25275,0.2855,0.15725,0.3705,0.2274999999999999,0.28725,0.1639999999999999,0.21225,0.274,0.43625,0.259,0.259,0.12325,0.15275,0.3705,0.1765,0.16075,0.1892499999999999,0.278,0.20925,0.179,0.1124999999999999,0.3735,0.1604999999999999,0.26875,0.15,0.21725,0.269,0.211,0.062,0.1044999999999999,0.0782499999999999,0.143,0.272,0.2385,0.0822499999999999,0.2324999999999999,0.10925,0.53125,0.1134999999999999,0.3155,0.17725,0.0652499999999999,0.32425,0.1634999999999999,0.072,0.14475,0.1322499999999999,0.208,0.17125,0.17675,0.03025,0.1185,0.26275,0.068,0.0359999999999999,0.09525,0.063,0.435,0.1405,0.3405,0.0865,0.0524999999999999,0.121,0.067,0.218,0.09925,0.119,0.10425,0.11325,0.1895,0.0449999999999999,0.15275,0.3435,0.189,0.2724999999999999,0.04425,0.04475,0.0735,0.1305,0.0349999999999999,0.0787499999999999,0.0675,0.0845,0.11925,0.0584999999999999,0.04375,0.0514999999999999,0.03625,0.0137499999999999,0.126,0.0797499999999999,0.1347499999999999,0.0374999999999999,0.0785,0.0389999999999999,0.0632499999999999,0.06075,0.01
Helvetica (2007),0.8714999999999999,0.8952500000000001,0.8952500000000001,0.8109999999999999,0.7927500000000001,0.8109999999999999,0.8109999999999999,0.8109999999999999,0.7927500000000001,0.8109999999999999,0.51075,0.48875,0.41525,0.68925,0.532,0.375,0.38525,0.5795,0.6655,0.8022499999999999,0.531,0.71425,0.5025,0.1709999999999999,0.2007499999999999,0.4685,0.61475,0.25375,0.2115,0.418,0.32575,0.23625,0.34775,0.1129999999999999,0.237,0.5795,0.09475,0.39575,0.3462499999999999,0.4107499999999999,0.1915,0.4317499999999999,0.247,0.215,0.2435,0.32575,0.5795,0.17675,0.26525,0.2985,0.2279999999999999,0.50675,0.05725,0.09525,0.18525,0.30525,0.1114999999999999,0.31925,0.11275,0.173,0.10875,0.25675,0.084,0.1134999999999999,0.3149999999999999,0.3605,0.418,0.1475,0.274,0.4589999999999999,0.26875,0.0954999999999999,0.2035,0.177,0.09025,0.0812499999999999,0.0807499999999999,0.15125,0.11025,0.18375,0.0845,0.0969999999999999,0.12375,0.20875,0.1315,0.081,0.1014999999999999,0.71225,0.1649999999999999,0.1725,0.3442499999999999,0.3095,0.3065,0.09325,0.25725,0.06075,0.1225,0.09125,0.10675,0.188,0.2085,0.05525,0.14125,0.1709999999999999,0.05475,0.05725,0.0439999999999999,0.09275,0.127,0.1215,0.065,0.091,0.0815,0.0449999999999999,0.1495,0.03975,0.0845,0.063,0.0845,0.09825,0.0742499999999999,0.09275,0.1089999999999999,0.0792499999999999,0.3602499999999999,0.0569999999999999,0.11125,0.0737499999999999,0.0464999999999999,0.0787499999999999,0.0697499999999999,0.0827499999999999,0.0757499999999999,0.05775,0.11125,0.0944999999999999,0.0989999999999999,0.1372499999999999,0.0344999999999999,0.0364999999999999,0.0305,0.04575,0.0964999999999999,0.026,0.2105,0.0469999999999999,0.0389999999999999,0.021,0.0125
Joe Strummer: The Future Is Unwritten (2007),0.944,0.88825,0.8187500000000001,0.94725,0.94725,0.89025,0.78075,0.78075,0.8105,0.7405,0.71325,0.67325,0.4842499999999999,0.7405,0.54925,0.577,0.737,0.4529999999999999,0.4679999999999999,0.634,0.363,0.73575,0.68325,0.6335,0.55175,0.39325,0.2694999999999999,0.1932499999999999,0.8067500000000001,0.883,0.4855,0.33675,0.33075,0.4135,0.4495,0.30425,0.3349999999999999,0.3774999999999999,0.29725,0.3105,0.211,0.1372499999999999,0.2694999999999999,0.5085,0.15325,0.2694999999999999,0.208,0.17075,0.27075,0.2817499999999999,0.1985,0.1815,0.27425,0.435,0.15025,0.24175,0.518,0.3195,0.1912499999999999,0.124,0.131,0.1995,0.4317499999999999,0.2867499999999999,0.2465,0.1535,0.54025,0.264,0.239,0.2209999999999999,0.133,0.3702499999999999,0.1684999999999999,0.299,0.09925,0.172,0.1679999999999999,0.2309999999999999,0.25075,0.247,0.18575,0.0805,0.08625,0.244,0.0915,0.1564999999999999,0.516,0.09975,0.0915,0.16775,0.0762499999999999,0.2985,0.195,0.16675,0.09175,0.05325,0.197,0.2219999999999999,0.1154999999999999,0.133,0.0364999999999999,0.5285,0.174,0.1054999999999999,0.1169999999999999,0.198,0.25525,0.27725,0.1435,0.22675,0.08,0.64825,0.1589999999999999,0.15875,0.10525,0.0305,0.14075,0.0762499999999999,0.0374999999999999,0.0647499999999999,0.1375,0.119,0.0627499999999999,0.10625,0.29,0.0677499999999999,0.0777499999999999,0.068,0.076,0.10375,0.10475,0.087,0.0712499999999999,0.0394999999999999,0.1225,0.0652499999999999,0.23225,0.03125,0.0449999999999999,0.2045,0.0359999999999999,0.025,0.0409999999999999,0.11125,0.0282499999999999,0.1589999999999999,0.0499999999999999,0.064,0.0115
Heima (2007),0.8812500000000001,0.9325,0.90725,0.8347500000000001,0.9325,0.69375,0.8145,0.7735000000000001,0.8422499999999999,0.7735000000000001,0.7975000000000001,0.74225,0.5435,0.8422499999999999,0.57725,0.3135,0.817,0.44075,0.26575,0.4732499999999999,0.50375,0.5695,0.56975,0.2945,0.523,0.3419999999999999,0.17875,0.21625,0.3235,0.99425,0.23325,0.31325,0.33025,0.32825,0.38275,0.17525,0.2945,0.45275,0.2365,0.248,0.1584999999999999,0.0757499999999999,0.17875,0.41325,0.2314999999999999,0.17875,0.176,0.11725,0.082,0.265,0.41925,0.1044999999999999,0.22375,0.3582499999999999,0.139,0.18025,0.65125,0.3139999999999999,0.1977499999999999,0.27875,0.727,0.209,0.2085,0.2895,0.1262499999999999,0.2229999999999999,0.4822499999999999,0.0842499999999999,0.136,0.1885,0.17225,0.47175,0.10025,0.1395,0.25125,0.15775,0.1335,0.17125,0.08625,0.2997499999999999,0.0787499999999999,0.1367499999999999,0.2224999999999999,0.18275,0.0574999999999999,0.10125,0.0615,0.1225,0.09075,0.3189999999999999,0.0842499999999999,0.17125,0.0667499999999999,0.1079999999999999,0.1164999999999999,0.0979999999999999,0.31875,0.15775,0.289,0.10175,0.1644999999999999,0.137,0.0964999999999999,0.16375,0.061,0.0534999999999999,0.15025,0.4455,0.0632499999999999,0.0842499999999999,0.067,0.10475,0.0797499999999999,0.0969999999999999,0.1325,0.17875,0.0484999999999999,0.1205,0.0494999999999999,0.12275,0.0524999999999999,0.126,0.04825,0.06175,0.04375,0.10225,0.027,0.3007499999999999,0.0999999999999999,0.0369999999999999,0.1149999999999999,0.0474999999999999,0.0107499999999999,0.02975,0.08675,0.0429999999999999,0.04675,0.1245,0.015,0.1877499999999999,0.0132499999999999,0.0172499999999999,0.024,0.05425,0.0255,0.04325,0.04375,0.0227499999999999,0.004
Joy Division (2007),0.97225,0.8007500000000001,0.70675,0.8007500000000001,0.8147500000000001,0.749,0.7905,0.66825,0.8047500000000001,0.6915,0.7905,0.66825,0.79575,0.61875,0.649,0.56925,0.533,0.4297499999999999,0.8047500000000001,0.4379999999999999,0.39775,0.3379999999999999,0.51175,0.3592499999999999,0.41225,0.70125,0.48375,0.8047500000000001,0.664,0.98875,0.66275,0.2284999999999999,0.3369999999999999,0.41425,0.29225,0.15475,0.156,0.4505,0.3692499999999999,0.6265,0.22625,0.192,0.32325,0.41325,0.552,0.2229999999999999,0.17125,0.189,0.197,0.2534999999999999,0.1109999999999999,0.2977499999999999,0.5745,0.378,0.14775,0.24625,0.66825,0.3105,0.46675,0.16075,0.0429999999999999,0.1257499999999999,0.1044999999999999,0.201,0.3485,0.1342499999999999,0.591,0.16775,0.20625,0.1195,0.36,0.26225,0.14175,0.09225,0.502,0.38975,0.1912499999999999,0.24275,0.129,0.211,0.09925,0.77525,0.18725,0.1215,0.1039999999999999,0.22025,0.05725,0.23175,0.1014999999999999,0.1927499999999999,0.0797499999999999,0.0677499999999999,0.3229999999999999,0.089,0.0935,0.0627499999999999,0.1307499999999999,0.0767499999999999,0.2264999999999999,0.273,0.15,0.5205,0.2784999999999999,0.04425,0.0657499999999999,0.125,0.1129999999999999,0.03475,0.12275,0.1609999999999999,0.085,0.21775,0.0767499999999999,0.1425,0.06075,0.0615,0.09225,0.03325,0.0685,0.0949999999999999,0.068,0.083,0.0727499999999999,0.0272499999999999,0.135,0.0837499999999999,0.0662499999999999,0.16225,0.1952499999999999,0.152,0.3712499999999999,0.0775,0.05125,0.03875,0.17175,0.03275,0.0424999999999999,0.10525,0.0329999999999999,0.0399999999999999,0.03475,0.086,0.03825,0.03,0.14075,0.04875,0.0667499999999999,0.0257499999999999,0.0135
Super High Me (2007),0.8425,0.703,0.703,0.6,0.3199999999999999,0.7502500000000001,0.6,0.47075,0.37475,0.47075,0.6,0.269,0.45875,0.3275,0.433,0.373,0.1945,0.45725,0.393,0.429,0.426,0.26075,0.39625,0.134,0.17125,0.26,0.4489999999999999,0.37475,0.206,0.0825,0.3,0.758,0.2309999999999999,0.15575,0.1995,0.3425,0.80775,0.1942499999999999,0.1149999999999999,0.28075,0.32025,0.3894999999999999,0.3275,0.2264999999999999,0.2724999999999999,0.3275,0.279,0.1745,0.902,0.22175,0.1515,0.32825,0.28725,0.1287499999999999,0.1845,0.1895,0.11125,0.2309999999999999,0.14225,0.141,0.071,0.09,0.277,0.14475,0.14425,0.21475,0.0915,0.1649999999999999,0.1352499999999999,0.255,0.1084999999999999,0.8247500000000001,0.506,0.2957499999999999,0.0715,0.24,0.16175,0.2654999999999999,0.292,0.192,0.0935,0.0267499999999999,0.2877499999999999,0.09575,0.48975,0.10125,0.2885,0.1054999999999999,0.0815,0.0875,0.076,0.1154999999999999,0.069,0.1004999999999999,0.14125,0.1039999999999999,0.1049999999999999,0.10425,0.1385,0.0682499999999999,0.076,0.03025,0.1977499999999999,0.1895,0.1069999999999999,0.1074999999999999,0.2234999999999999,0.69075,0.08,0.1855,0.1069999999999999,0.08825,0.1387499999999999,0.03975,0.17575,0.26625,0.10325,0.06025,0.17225,0.0272499999999999,0.1014999999999999,0.08975,0.091,0.1654999999999999,0.03025,0.0737499999999999,0.61075,0.04725,0.0379999999999999,0.06225,0.05325,0.0652499999999999,0.0489999999999999,0.0732499999999999,0.0632499999999999,0.072,0.05425,0.27425,0.174,0.0399999999999999,0.05475,0.0655,0.04625,0.11875,0.1164999999999999,0.0349999999999999,0.04575,0.061,0.0534999999999999
Young at Heart (a.k.a. Young@Heart) (2007),0.913,0.7585,0.7922499999999999,0.7765,0.8089999999999999,0.7425,0.65325,0.81575,0.70325,0.81575,0.8262499999999999,0.5515,0.8262499999999999,0.63925,0.5515,0.4357499999999999,0.69075,0.50875,0.1855,0.67575,0.2784999999999999,0.4962499999999999,0.4885,0.41,0.8089999999999999,0.5755,0.50025,0.4822499999999999,0.47875,0.8440000000000001,0.51075,0.5385,0.31825,0.56125,0.54575,0.2005,0.24175,0.3565,0.37925,0.2754999999999999,0.2895,0.2304999999999999,0.4489999999999999,0.3562499999999999,0.1302499999999999,0.32175,0.2005,0.20725,0.2035,0.3592499999999999,0.1465,0.149,0.2937499999999999,0.33425,0.1865,0.24875,0.178,0.3269999999999999,0.4822499999999999,0.30025,0.09675,0.17725,0.2564999999999999,0.4177499999999999,0.1275,0.1357499999999999,0.47975,0.15625,0.147,0.1907499999999999,0.1074999999999999,0.1245,0.11725,0.11075,0.3445,0.33725,0.17725,0.1515,0.4955,0.16325,0.2584999999999999,0.078,0.09375,0.1902499999999999,0.133,0.3732499999999999,0.18625,0.1305,0.1327499999999999,0.44625,0.03525,0.1855,0.23825,0.0994999999999999,0.378,0.12275,0.2005,0.0822499999999999,0.21025,0.15175,0.2299999999999999,0.091,0.1624999999999999,0.05775,0.156,0.1285,0.7982499999999999,0.2435,0.1317499999999999,0.04775,0.071,0.15775,0.1415,0.1064999999999999,0.10725,0.1024999999999999,0.09925,0.0439999999999999,0.05375,0.10225,0.0735,0.1922499999999999,0.088,0.0939999999999999,0.1895,0.0722499999999999,0.05675,0.0655,0.04425,0.1372499999999999,0.28,0.1947499999999999,0.03425,0.0399999999999999,0.17925,0.12425,0.1029999999999999,0.04325,0.1992499999999999,0.03125,0.10375,0.04275,0.0187499999999999,0.062,0.0185,0.0469999999999999,0.063,0.03525,0.013
Gonzo: The Life and Work of Dr. Hunter S. Thompson (2008),0.89425,0.743,0.914,0.914,0.743,0.8520000000000001,0.82375,0.71225,0.7155,0.6345,0.766,0.7095,0.701,0.68025,0.716,0.73175,0.75675,0.4257499999999999,0.851,0.60625,0.3542499999999999,0.64625,0.6235,0.39225,0.365,0.5255,0.3914999999999999,0.24925,0.60075,0.58925,0.4515,0.3575,0.3035,0.1392499999999999,0.25425,0.1815,0.8795,0.4559999999999999,0.53675,0.2857499999999999,0.196,0.2877499999999999,0.3914999999999999,0.3622499999999999,0.26175,0.3914999999999999,0.23125,0.1367499999999999,0.3545,0.25875,0.1795,0.1355,0.0489999999999999,0.40475,0.2204999999999999,0.716,0.2435,0.17575,0.1855,0.1649999999999999,0.14225,0.3365,0.27625,0.37575,0.2022499999999999,0.2249999999999999,0.58925,0.41525,0.54925,0.362,0.264,0.3165,0.38925,0.21175,0.0685,0.2005,0.1355,0.1745,0.18225,0.2345,0.1297499999999999,0.17075,0.0959999999999999,0.25725,0.1169999999999999,0.15375,0.45825,0.15025,0.1134999999999999,0.09325,0.1355,0.364,0.11425,0.1495,0.09425,0.0544999999999999,0.20675,0.0652499999999999,0.2279999999999999,0.1609999999999999,0.25875,0.06225,0.2425,0.0772499999999999,0.3672499999999999,0.14675,0.1725,0.1704999999999999,0.601,0.066,0.138,0.1134999999999999,0.2145,0.0742499999999999,0.1599999999999999,0.125,0.0662499999999999,0.0695,0.195,0.09075,0.16025,0.11925,0.05825,0.1335,0.4785,0.1044999999999999,0.1034999999999999,0.05775,0.10775,0.12025,0.089,0.1295,0.0534999999999999,0.1262499999999999,0.0605,0.123,0.2055,0.093,0.0805,0.0615,0.1154999999999999,0.0939999999999999,0.0959999999999999,0.14875,0.0795,0.0615,0.05825,0.0374999999999999,0.0187499999999999
Up the Yangtze (2007),0.919,0.8134999999999999,0.8134999999999999,0.6925,0.8134999999999999,0.6675,0.78,0.52075,0.91325,0.32475,0.4565,0.6125,0.44625,0.6125,0.26575,0.298,0.3395,0.5055,0.7709999999999999,0.2564999999999999,0.2975,0.3924999999999999,0.4669999999999999,0.24675,0.17175,0.2375,0.145,0.31275,0.1074999999999999,0.20625,0.1644999999999999,0.2895,0.311,0.474,0.4267499999999999,0.4535,0.0574999999999999,0.1599999999999999,0.3285,0.26325,0.1674999999999999,0.1985,0.1725,0.05625,0.12475,0.1465,0.4535,0.144,0.15975,0.30825,0.1024999999999999,0.1415,0.183,0.1302499999999999,0.1159999999999999,0.1114999999999999,0.1119999999999999,0.15925,0.1327499999999999,0.34875,0.091,0.1865,0.079,0.194,0.11875,0.199,0.0737499999999999,0.0727499999999999,0.10375,0.248,0.0755,0.25775,0.1295,0.15275,0.0837499999999999,0.10325,0.04375,0.149,0.09,0.11575,0.16475,0.0665,0.09375,0.16025,0.04875,0.0705,0.4405,0.16125,0.217,0.1977499999999999,0.1104999999999999,0.236,0.0324999999999999,0.1377499999999999,0.32125,0.0765,0.0787499999999999,0.1362499999999999,0.0727499999999999,0.0632499999999999,0.10725,0.11875,0.09125,0.22025,0.2329999999999999,0.09875,0.0939999999999999,0.2259999999999999,0.0717499999999999,0.0652499999999999,0.1555,0.0394999999999999,0.03825,0.243,0.04725,0.03825,0.0595,0.1569999999999999,0.11225,0.082,0.22475,0.09575,0.154,0.03025,0.04925,0.0697499999999999,0.0519999999999999,0.23275,0.0847499999999999,0.0232499999999999,0.05075,0.04775,0.02,0.0117499999999999,0.027,0.03975,0.0685,0.1272499999999999,0.021,0.0267499999999999,0.0115,0.019,0.015,0.025,0.0137499999999999,0.03125,0.0469999999999999,0.05675,0.008
Man on Wire (2008),0.8915,0.8632500000000001,0.7757499999999999,0.8075000000000001,0.8075000000000001,0.85175,0.7705,0.7705,0.8075000000000001,0.7705,0.6175,0.7295,0.5615,0.7295,0.6465,0.64775,0.63025,0.4335,0.3165,0.62575,0.24275,0.707,0.66375,0.59025,0.4852499999999999,0.3692499999999999,0.3924999999999999,0.3165,0.5415,0.3435,0.4345,0.2664999999999999,0.36875,0.14775,0.16375,0.27925,0.131,0.31775,0.7785,0.37175,0.1385,0.2967499999999999,0.1895,0.1897499999999999,0.1252499999999999,0.3515,0.2339999999999999,0.1119999999999999,0.2794999999999999,0.30725,0.22575,0.0994999999999999,0.10075,0.215,0.2214999999999999,0.402,0.585,0.1569999999999999,0.204,0.179,0.17525,0.8207500000000001,0.22475,0.1885,0.15975,0.255,0.14625,0.2274999999999999,0.1624999999999999,0.2997499999999999,0.3369999999999999,0.09775,0.18475,0.1604999999999999,0.1265,0.176,0.17125,0.0807499999999999,0.083,0.178,0.1614999999999999,0.121,0.1297499999999999,0.1915,0.214,0.1362499999999999,0.38125,0.1154999999999999,0.421,0.20425,0.727,0.1287499999999999,0.10925,0.11425,0.1475,0.03025,0.1302499999999999,0.11525,0.145,0.15875,0.262,0.03175,0.1614999999999999,0.0757499999999999,0.1262499999999999,0.0974999999999999,0.1175,0.08775,0.10075,0.1205,0.0805,0.1545,0.0812499999999999,0.0399999999999999,0.09875,0.0404999999999999,0.087,0.3722499999999999,0.0865,0.74475,0.0722499999999999,0.10225,0.10475,0.141,0.0394999999999999,0.0767499999999999,0.0772499999999999,0.06,0.0662499999999999,0.0632499999999999,0.069,0.0935,0.14625,0.1425,0.0645,0.1765,0.0954999999999999,0.04825,0.03875,0.0217499999999999,0.04925,0.04175,0.0399999999999999,0.03825,0.0339999999999999,0.0569999999999999,0.05175,0.016,0.0167499999999999
